actor,año_nacimiento,que_hace,conocido_por,lista premios
Plutarco Haza,1972.0,"['Reparto', 'Dirección', 'Guion']","['El Señor de los Cielos (2013)', 'Amores querer con alevosía (2001)']",[]
Sülke Pierach,,['Reparto'],[],[]
Roman Kulczycki,,['Reparto'],[],
Friday,,"['Reparto', 'Dirección', 'Diseño de producción']",[],
Joey Streetz,,['Reparto'],[],
Justin Leigh,,['Reparto'],[],
Bashir Shikdar,,"['Dirección de producción', 'Reparto']",[],
Deepak Namjoshi,,['Reparto'],[],
Dave Blamy,,"['Reparto', 'Dirección', 'Guion']",[],
Karen Medina,,"['Reparto', 'Arte', 'Dirección de la segunda unidad o asistencia a dirección']",[],
Adrian Robinson,1973.0,"['Reparto', 'Dirección', 'Guion']","['Tandem (2011)', 'Waltz into Moonlight (2015)']","['MiMi LGBT Short Film Festival, Spain', 'Serile Filmului Gay International Film Festival, Romania']"
Al Reidel,,['Reparto'],[],
Andrew Lowe,,"['Producción', 'Equipos adicionales', 'Equipo ejecutivo']",[],['Irish Film and Television Awards']
Nexus Lyons,,"['Reparto', 'Arte', 'Especialistas']",[],['GenreBlast Film Festival']
Samyuktha Varma,1979.0,['Reparto'],"['Mazha (2000)', 'Veendum Chila Veettukaryangal (1999)', 'Madhuranombarakattu (2000)']",['Kerala State Film Awards']
Nick Denicola,,"['Reparto', 'Guion', 'Sonido']",[],"['Horror Hotel, Ohio', 'Show Low Film Festival', 'Death Parade Film Fest']"
Sadhvi Bhatt,,['Reparto'],[],
Anthony Hoang,,"['Especialistas', 'Reparto', 'Efectos especiales']","['Madame Web (2024)', 'Free Guy (2021)']",
Sanketh Kashi,2016.0,"['Reparto', 'Música']","['Sparsha (2000)', '9 to 12 (2011)', 'Nishkarsha (1993)']",
T.S. Nagabharana,1953.0,"['Dirección', 'Reparto', 'Guion']","['Janumada Jodi (1996)', 'Allama (2017)']",['Filmfare Awards South']
Elliot Hemsworth,,"['Reparto', 'Guion', 'Edición']",[],
Afdlin Shauki,1971.0,"['Reparto', 'Dirección', 'Guion']","['Ana y el rey (1999)', 'Sumolah (2007)', 'Buli Balik (2006)']",['Malaysian Film Festival']
Ana Rubia Rodrigues,,"['Cámara y electricidad', 'Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",[],
Angela Brubaker,,['Reparto'],[],
Lyubov Aksyonova,1990.0,['Reparto'],"['Coma (2019)', 'Moscow Never Sleeps (2017)', 'Byvshie (2018)']",[]
Adam DeFilippi,1990.0,['Reparto'],"['Good Thief (2021)', 'Movie Theater Massacre (2023)', 'Aula de castigo (2012)']",[]
Ignacio Giménez,,['Reparto'],[],
Jorge Montejo,,['Reparto'],['Comandos Indestructibles (2014)'],
Trisha Beharie,,"['Reparto', 'Producción']",[],
Vicky Arora,1986.0,"['Reparto', 'Especialistas']","['RRR (2022)', 'Toofaan (2021)']","['Indiana Film Journalists Association, US', 'Seattle Film Critics Society']"
Wojciech Szczesny,1990.0,['Reparto'],"['Norwich City vs Arsenal FC (2011)', 'Match of the Day (1964)', 'UEFA Champions League (1992)']",[]
Victor Gennaro,,['Reparto'],[],
Philippos Ioannidis,,['Reparto'],[],
Ryan McCluskey,,"['Reparto', 'Dirección', 'Producción']",[],
Connie Chiarelli,,"['Reparto', 'Producción', 'Guion']","['Promiseland (2021)', 'One and the Same (2021)']",
Jason Sabala,,"['Reparto', 'Producción']",[],
Hatem Ghandour,,['Reparto'],[],
Jerrard Sauler,,['Reparto'],[],
Lillian Ellison,1923.0,"['Reparto', 'Cámara y electricidad']","['WWWF Championship Wrestling (1972)', 'WWF SmackDown (1999)']",[]
Gilberto Ruiz,,['Cámara y electricidad'],[],
Raju Jaiswal,,['Reparto'],[],
Rish Mitra,,['Reparto'],[],
Mare Trevathan Phillpott,,['Reparto'],[],
Marcin Zarzeczny,1984.0,"['Reparto', 'Guion']","['Circuito cerrado (2013)', 'Klangor (2021)']",
Holmes Osborne,1947.0,['Reparto'],"['Donnie Darko (2001)', 'Southland Tales (2006)', 'The Wonders (1996)']",[]
Samir Guerrero,,['Reparto'],[],
Mark Murphy,1977.0,"['Guion', 'Dirección', 'Producción']",['Awaiting (2015)'],"['Laughlin International Film Festival', ""Horrorant Film Festival 'Fright Nights'"", 'Sant Cugat Fantàstic']"
Veronika Waga,,"['Reparto', 'Guion', 'Composición']",[],"['Los Angeles Film Awards', 'Independent Shorts Awards', 'IndieX Film Festival', 'Vegas Movie Awards']"
David Cade,,"['Reparto', 'Producción', 'Guion']",['En defensa propia (2017)'],['Method Fest']
Adelaide de Sousa,1969.0,['Reparto'],"['Maré Alta (2004)', 'Pulsação Zero (2002)']",['Rio de Janeiro International Film Festival']
Tamoy Phipps,,"['Reparto', 'Equipos adicionales']",[],
Robert W Smith,,['Sonido'],[],
David Schofield,,"['Reparto', 'Producción']",['Un hombre lobo americano en Londres (1981)'],[]
Abby Ryder Fortson,,"['Reparto', 'Banda sonora']",['Historias del bucle (2020)'],"['Las Vegas Film Critics Society Awards', 'San Diego Film Critics Society Awards', 'Phoenix Film Critics Society Awards', 'Idyllwild International Festival of Cinema', ""Music City Film Critics' Association Awards"", 'Critics Association of Central Florida Awards', 'Astra Film Awards']"
Kelly Kidd,,"['Reparto', 'Producción', 'Diseño de vestuario']",[],
Torry Martin,,"['Reparto', 'Guion', 'Producción']",[],"['The 48 Hour Film Project, Nashville, US']"
Nathaniel Foster,,"['Producción', 'Reparto', 'Dirección de fotografía y cámara']",['Catch (2020)'],
Heather Mitchell,,"['Reparto', 'Equipos adicionales']",[],"['Logie Awards', 'Australian Academy of Cinema and Television Arts (AACTA) Awards']"
Nadir Muhammad,,"['Reparto', 'Arte']",[],
Jacob Zanders,,['Reparto'],[],
Vaneshran Arumugam,,"['Reparto', 'Guion', 'Producción']",[],
Audrey Rocard,,['Reparto'],[],
Neil Cox,,['Reparto'],"['Who Are You (2009)', 'Wingman Class (2010)', 'Born Losers (2017)']",
Aaron Jackson,,"['Reparto', 'Guion', 'Producción']",[],
Tyler River,,"['Reparto', 'Música', 'Composición']",[],
Holly Joy Gaines,,['Reparto'],['The Hills (2017)'],
Mahendra Sandhu,,"['Reparto', 'Producción', 'Dirección']",[],[]
Gabriela Montiel,,"['Reparto', 'Guion']",[],"['48 Hour Film Project, Mexico City']"
Rachel Neinast,,"['Reparto', 'Especialistas']",[],
Rahul Madhav,1986.0,['Reparto'],"['Thani Oruvan (2015)', 'Tiyaan (2017)']",
Sanjay Mishra,1963.0,"['Reparto', 'Cámara y electricidad', 'Composición']","['Masaan (2015)', 'Ankhon Dekhi (2013)', 'Kaamyaab (2018)']","['Filmfare Awards', 'Hamptons International Film Festival', 'Zee Cine Awards', 'Los Angeles Indian Film Festival', 'Screen Awards, IN', 'Jagran Film Festival', 'Star Screen Awards']"
Luke Walker,,['Guion'],[],['Luna Lumen Film Festival']
Asif Basra,1967.0,"['Reparto', 'Dirección', 'Producción']","['Outsourced (2006)', 'The Tashkent Files (2019)', 'Jab We Met (2007)']",[]
Gregory Harrison,1950.0,"['Reparto', 'Producción', 'Dirección']",['Picnic (1986)'],[]
Owen Fitzpatrick,,"['Reparto', 'Guion', 'Producción']",[],"['Fastnet Short Film Festival', 'Chain NYC Film Festival']"
Francisco,,"['Reparto', 'Dirección', 'Guion']",[],['Festival del Cine Venezolano']
Ill-Young Kim,1973.0,['Reparto'],"['Ninja Assassin (2009)', 'Speed Racer (2008)', 'Nachtschicht (2003)']",[]
Seminosuke Murasugi,1965.0,['Reparto'],"['El hundimiento de Japón (2006)', 'Raivu (2014)']",
Julian Arahanga,1972.0,"['Dirección', 'Producción', 'Reparto']","['Matrix (1999)', 'Guerreros de antaño (1994)']",[]
Baoqiang Wang,1984.0,"['Reparto', 'Dirección', 'Guion']","['Ba jiao long zhong (2023)', 'Kung Fu Jungle (2014)']","['Golden Horse Film Festival', 'Deauville Asian Film Festival', 'Bangkok International Film Festival', 'Changchun Film Festival', 'Golden Eagle Awards, China', 'Beijing Student Film Festival', 'Golden Phoenix Awards, China', 'Tokyo FILMeX', 'Asia Pacific Screen Awards', 'Pacific Meridian International Film Festival of Asia Pacific Countries', 'To Ten Chinese Films Festival', 'China Film Critics Association Award', 'Jackie Chan International Action Film Week', 'Weibo Awards Ceremony', 'Zhi Hu Film and TV Award', 'Television Series of China Quality Ceremony']"
Janice Young,,['Reparto'],[],
Karoline Viktoria Sletteng Garvang,,['Reparto'],[],
Pitakpong Sillapasorn,,['Reparto'],[],
Sofie Hoflack,,['Reparto'],[],
Vineesha Arora-Sarin,2006.0,"['Dirección', 'Guion', 'Producción']",[],"['Independent Shorts Awards', 'Indie Short Fest', 'Florence Film Awards', 'Artisan Festival International World Peace Initiative', 'Rome International Movie Awards', 'Chicago Indie Film Awards', 'Toronto Independent Festival of CIFT', 'Austin International Art Festival', 'International Film Festival Prague Czech Republic', 'Paris Film Awards']"
Ken Lawson,1976.0,"['Reparto', 'Producción']","['El más buscado en Malibú (2003)', 'Lumina (2023)']",[]
Derek de Lint,1950.0,"['Reparto', 'Dirección']",[],"['TeleVizier-Ring Gala, Netherlands', 'Golden and Platin Film, Netherlands']"
Kevin Barrett,2022.0,"['Reparto', 'Producción', 'Casting']",[],
Horacio Erman,,"['Reparto', 'Guion', 'Dirección de arte']","['Tu mundo y el mío (1987)', 'Poné a Francella (2001)', 'Juego limpio (1996)']",
Diab,1978.0,"['Guion', 'Reparto', 'Dirección']","['Clash (2016)', '678 (2010)']","['Chicago International Film Festival', 'Montpellier Mediterranean Film Festival', 'Valladolid International Film Festival', 'Venice Film Festival', 'Kerala International Film Festival', 'Carthage Film Festival', 'Cairo National Festival for Egyptian Cinema', 'The Webby Awards', 'Montclair Film Festival (MFF)', 'Zagreb Film Festival', 'Rome MedFilm Festival']"
Mo Han,,['Reparto'],[],
Dimitris Tsilinikos,,['Reparto'],['The Grace of God (2017)'],
Kailash Sonawane,,['Reparto'],[],
Lucas Ford,,"['Producción', 'Dirección de producción', 'Equipos adicionales']","['Stranger Things (2016)', 'Free Guy (2021)', 'Game (2017)']","['WorldFest Houston', 'Yorkton Film Festival', 'Lakeshorts International Short Film Festival, CA', 'Canadian Film Fest']"
Dave Trimble,,"['Reparto', 'Guion', 'Producción']",[],['Alberta Film & Television Awards (AMPIA Awards)']
Ryan Andes,1978.0,['Reparto'],"['Person of Interest (2011)', 'The Blacklist (2013)', 'You (2018)']",
Andrey Ivashchenko,,['Reparto'],[],
Anthony Michael Taylor,,['Reparto'],[],
Megumi Toyoguchi,1978.0,"['Reparto', 'Música', 'Banda sonora']","['Atrapado en la Red (2002)', 'Kidô senshi Gundam Seed (2002)']",[]
Kyra Bosch,,"['Reparto', 'Composición']",[],
Aiko Hanako,,['Reparto'],[],
Manish Vatssalya,1980.0,"['Reparto', 'Dirección', 'Guion']","['Scotland (2019)', 'Jeena Hai Toh Thok Daal (2012)']","['Mexico International Film Festival', 'Direct Monthly Online Film Festival', 'Great Message International Film Festival', 'Rome Prisma Independent Film Awards', 'Cult Critic Movie Awards']"
Subhapriya Das,,['Reparto'],[],
Laurence Deschênes,,['Reparto'],[],
Rajendran,1988.0,"['Reparto', 'Música']","['Jaya Jaya Jaya Jaya Hey (2022)', 'Purusha Pretham (2023)', 'C U Soon (2020)']","['Kerala Film Critics Association Awards', 'South Indian International Movie Awards']"
Vincent Cassel,1966.0,"['Reparto', 'Producción', 'Dirección']","['Cisne negro (2010)', 'El odio (1995)']","['César Awards, France', 'Valenciennes International Festival of Action and Adventure Films', 'Tokyo International Film Festival', 'Lumiere Awards, France', ""Étoiles d'Or, France"", 'Golden Globes, Italy', 'Canadian Screen Awards, CA', 'Globes de Cristal Awards, France']"
Larry Snyder,1943.0,"['Equipos adicionales', 'Arte']",[],
Giselle Tcherniak,,['Reparto'],[],
James MacPherson,1960.0,['Reparto'],"['Taggart (1983)', 'Policía de barrio (1984)', 'Still Game (2002)']",[]
Alejandro De Hoyos,,"['Reparto', 'Producción']","['El hombre de Toronto (2022)', 'Peligro inminente (1994)', 'El Contratista (2018)']",[]
Devin Slack,,['Reparto'],[],
Giovanni Marzouca,,['Reparto'],[],
Carlos Arraiz,1972.0,['Reparto'],"['El Don (2006)', 'El gato tuerto (2007)', 'Archivos del más allá (2003)']",
Jack Kyle,1968.0,"['Reparto', 'Producción']","['Crueldad intolerable (2003)', 'Bob Steel (2004)']",[]
Zennosuke Fukkin,,"['Reparto', 'Efectos visuales']",[],
Matthew T. Clark,,['Reparto'],[],['Independent Shorts Awards']
Kris Salvi,,"['Reparto', 'Guion', 'Producción']",[],"['Massachusetts Independent Film Festival', 'The Shawna Shea Film Festival', 'Global Shorts, Los Angeles', 'West Coast Film Festival', 'Wallachia International Film Festival', 'Rome International Movie Awards']"
A.D. Scott,,"['Reparto', 'Dirección', 'Producción']",['Knee Deep (2023)'],
Nathan Lass,,['Reparto'],"['Obscurity (2018)', 'Peacekeeping (2020)', 'Fox Hole (2020)']",
Dániel Mogács,1977.0,['Reparto'],"['Monte Carlo (2011)', 'Robin Hood (2006)', 'Munkaügyek (2012)']",
Forrest Griffin,1979.0,['Reparto'],"['13 (2010)', 'Locked Down (2010)']",[]
Sebastien Golenko,,['Reparto'],[],
Bill Hutchens,,"['Reparto', 'Dirección', 'Guion']","['Fuck You Immortality (2019)', 'Curse of the Blind Dead (2020)']","['Night of the Horror Festival, Belgium']"
Riley Fergeson,,['Reparto'],[],
Lee Dahlberg,,"['Reparto', 'Guion']",[],
João França,,['Dirección'],[],
Ray Carbonel,,"['Reparto', 'Especialistas', 'Cámara y electricidad']",[],
Sean Brandtman,,['Reparto'],[],
Charles O'Neill,,"['Reparto', 'Guion', 'Dirección']",[],['Frida Film Festival']
Eimi Naruse,,['Reparto'],[],
Ardian Cerga,,"['Reparto', 'Dirección', 'Guion']",[],
Silvana Longo,,['Reparto'],[],
Bette Midler,1945.0,"['Reparto', 'Producción', 'Guion']","['Eternamente amigas (1988)', 'El club de las primeras esposas (1996)', 'El retorno de las brujas (1993)']","['American Comedy Awards, USA', 'Costume Designers Guild Awards', 'Primetime Emmy Awards', 'Golden Globes, USA', 'Hasty Pudding Theatricals, USA', 'National Board of Review, USA', ""People's Choice Awards, USA"", 'ShoWest Convention, USA', 'TV Guide Awards', 'Walk of Fame', 'Women in Film Crystal Awards', 'Online Film & Television Association', 'The Kennedy Center Honors']"
Nick Denicola,,"['Reparto', 'Guion', 'Sonido']",[],"['Horror Hotel, Ohio', 'Show Low Film Festival', 'Death Parade Film Fest']"
Philippe Kron,,['Reparto'],[],
Kelechi Udegbe,,"['Reparto', 'Producción', 'Especialistas']",[],['African Movie Academy Awards']
Francesca La Gala,,['Reparto'],['Seline (2016)'],['Hollywood Independent Short Film Festival']
James Hart,1947.0,"['Guion', 'Producción', 'Equipos adicionales']","['Los Teleñecos en La isla del tesoro (1996)', 'Drácula de Bram Stoker (1992)']","['Academy of Science Fiction, Fantasy & Horror Films, USA', 'Hugo Awards']"
Jean-Christophe Febbrari,,['Reparto'],"['Days of Our Lives (1965)', 'Sexy Money (2007)', 'Wicked Wicked Games (2006)']",
Sean Pogue,,"['Reparto', 'Cámara y electricidad', 'Dirección de la segunda unidad o asistencia a dirección']",[],
Leroy Nguyen,,"['Dirección', 'Reparto', 'Especialistas']","['Black Scar Blues (2015)', 'Silverback (2020)']","['L.A. Neo Noir Novel, Film & Script Festival', 'Urban Action Showcase And Expo', 'An Anti-Hero Production Genre Fest']"
Chan Griffin,,"['Especialistas', 'Reparto']",['Lobezno inmortal (2013)'],[]
Bela B.,1962.0,"['Reparto', 'Composición', 'Producción']",['Cut Off (2018)'],[]
Claudio Del Falco,1972.0,"['Reparto', 'Guion', 'Dirección']",[],[]
John Carlino,1932.0,"['Guion', 'Dirección', 'Equipos adicionales']","['El don del coraje (1979)', 'The Mechanic (2011)']",[]
Gary Briggs,,['Reparto'],[],
Clint Hummel,,"['Reparto', 'Diseño de producción', 'Arte']","['Castle (2009)', 'Big Kill (2019)', 'Jane the Virgin (2014)']",[]
Suruli,,['Reparto'],[],"['Tamil Nadu State Film Awards, India']"
Seth Cash,,['Reparto'],"['Animus (2015)', 'Night Six (2012)']",
Richard Dean,1950.0,"['Reparto', 'Producción', 'Equipo ejecutivo']",['MacGyver (1985)'],"['Environmental Media Awards, USA', 'Jules Verne Awards']"
Trent Welstead,,"['Edición', 'Producción', 'Dirección']",[],"['Direct Monthly Online Film Festival', 'Direct Short Online Film Festival', 'MystiCon Independent Film Festival', 'Stranger Days Independent Film Festival', 'Terminus Conference + Festival', 'Progeny Short Film Festival', 'Kinodrome Festival', 'Con Nooga Film Festival', 'Flamingo Film Festival', 'Istanbul Film Awards', 'Best Istanbul Film Festival', 'Port Blair International Film Festival', 'Athens International Monthly Art Film Festival', 'Cosmic Film Festival']"
Ramon Revilla,1966.0,"['Reparto', 'Guion', 'Producción']","['Ang panday (2009)', 'Ang panday 2 (2011)']","['FAMAS Awards', 'Metro Manila Film Festival']"
Silje Breivik,,['Reparto'],[],
Rian Bishop,2023.0,"['Reparto', 'Producción', 'Guion']","['Ciudad de mentiras (2018)', '3 del infierno (2019)']","['Silver State Film Festival', 'San Diego Movie Awards']"
Munir Bolia,,['Reparto'],[],
Orlando Baker,,['Reparto'],[],
Kumiko Endô,1978.0,"['Reparto', 'Banda sonora']","['Shomuni (1998)', 'Tokyo Raiders (2000)', 'Kamen Raidâ Ribaisu (2021)']",
Uli Latukefu,1983.0,['Reparto'],"['Young Rock (2021)', 'Black Adam (2022)', 'Marco Polo (2014)']",
Byron Taylor,1986.0,"['Reparto', 'Dirección de fotografía y cámara']","['Berserker (2004)', 'Banana Boys (2021)', 'Un cuento de hadas (1998)']",[]
Mak Che-Kong,,"['Reparto', 'Localización']",[],
Tommy Lee Thomas,,"['Reparto', 'Producción', 'Guion']","['One More Round (2015)', 'Con Games (2001)']",
Mitsu,1980.0,['Reparto'],"['BraveStorm (2017)', 'Amai muchi (2013)', 'Shougeki Gouraigan (2013)']",
Yang Jun Yu,,['Reparto'],[],
Saki Hayawaka,,['Reparto'],[],
Taili Wang,,['Reparto'],[],
Gülsah Kara,,['Reparto'],[],
Olli Hietanen,,"['Dirección de la segunda unidad o asistencia a dirección', 'Reparto', 'Producción']",[],
Monika Gruber,1971.0,"['Reparto', 'Guion']",['München 7 (2004)'],"['Bambi Awards', 'Bavarian TV Awards']"
Bright Dodoo,,['Reparto'],[],
Rebecca Chu,1958.0,['Reparto'],"['Sai yau gei (1996)', 'Siu mo kong wu (1984)', 'Square Pegs (2002)']",[]
Colm Feore,1958.0,"['Reparto', 'Guion']","['Chicago (2002)', 'Cara a cara (1997)', 'Thor (2011)']","['Banff Television Festival', 'Critics Choice Awards', 'Gemini Awards', 'Jutra Awards', 'Monte-Carlo TV Festival', 'Screen Actors Guild Awards', 'Canadian Screen Awards, CA']"
Angelo Di Pardo,,"['Producción', 'Reparto', 'Cámara y electricidad']",[],
Israel Sáez de Miguel,,"['Reparto', 'Dirección', 'Producción']","['Sharknado (2013)', 'Jurassic Attack (2013)', 'Venom (2011)']",
William Xiong,,"['Edición', 'Dirección', 'Guion']",[],
Aaron Hilmer,1999.0,['Reparto'],"['Sin novedad en el frente (2022)', 'Das schönste Mädchen der Welt (2018)', 'Luden (2023)']","['New Faces Awards, Germany', 'Guenter Rohrbach Filmpreis']"
Robert Clark,1987.0,['Reparto'],"['La escuela del agujero negro (2002)', 'The Zack Files (2000)', 'Almacén 13 (2009)']",['Young Artist Awards']
Sean Guyamin,,['Reparto'],[],
Suma Kanakala,,"['Reparto', 'Producción']",[],
Sharon J. Geyer,,"['Reparto', 'Guion', 'Equipos adicionales']",[],
Joel Ezra Hebner,,"['Reparto', 'Producción', 'Especialistas']",['Juegos de manos (2016)'],"['Indie Short Fest', 'IndieEye Film Awards', 'Planet Cinema', 'Film Revolution']"
Piotr Chmiel,,"['Reparto', 'Arte']",[],
Rob Wuesthoff,,"['Reparto', 'Producción', 'Arte']","['Animales metropolitanos (1988)', 'Hospital General (1963)', 'While God Is Watching Us (2011)']",
Katt Williams,1973.0,"['Reparto', 'Guion', 'Producción']","['Norbit (2007)', 'Friday After Next (2002)', 'Scary Movie 5 (2013)']","['Primetime Emmy Awards', 'Black Reel Awards for Television']"
Jerry Romo,,"['Reparto', 'Producción']",[],
Cynthia Evans,1974.0,['Reparto'],"['A dos metros de ti (2019)', 'Stargirl (2020)', 'The Resident (2018)']",[]
Stephen Borgelt,,['Reparto'],[],
Tim Bader,,"['Reparto', 'Producción', 'Guion']",[],
Hyon Namgung,,['Reparto'],[],
Gerald Bunsen,,"['Reparto', 'Especialistas', 'Producción']",[],
Thomas Dekker,1987.0,"['Reparto', 'Guion', 'Dirección']",['Swimming with Sharks (2022)'],"['Young Artist Awards', 'Young Hollywood Awards', 'Solstice Film Festival']"
Marcelo Melingo,1970.0,['Reparto'],"['Nafta Súper (2016)', 'Rebelde Way (2002)']",
Phil Dale,,"['Animación', 'Dirección', 'Guion']",[],
Abbey Roberts,,['Reparto'],[],
Morgan Roberts,,"['Reparto', 'Dirección', 'Guion']","['Lo que pasa con Pam (2022)', 'American Horror Story (2011)']",['New Orleans Film Festival']
Qianyuan Wang,1972.0,['Reparto'],"['Gang de qin (2010)', 'Da ren wu (2019)']","['Golden Rooster Awards', 'Shanghai International Film Festival', 'Tokyo International Film Festival', 'Golden Phoenix Awards, China', 'Chinese Film Media Awards', 'Chinese American Film Festival (C.A.F.F.)', 'To Ten Chinese Films Festival', 'Jackie Chan International Action Film Week', 'Weibo Awards Ceremony']"
Elizabeth Anne Smith,,['Reparto'],[],
Patharawarin Timkul,,['Reparto'],[],['Thailand National Film Association Awards']
Chad Dropik,1988.0,"['Reparto', 'Equipos adicionales']","['King Charles (2017)', 'Space Navy (2017)']",
Ewen Bremner,1972.0,"['Reparto', 'Producción', 'Composición']","['Trainspotting (1996)', 'Wonder Woman (2017)']","['BAFTA Awards, Scotland', 'Buenos Aires International Festival of Independent Cinema', 'Empire Awards, UK']"
Mersa,1991.0,['Reparto'],['Oroville Rock Reggae Jamfest 2015 (2015)'],[]
Arron Villaflor,,['Reparto'],[],['Cinema One Originals Digital Film Festival']
Pam Eichner,,"['Reparto', 'Producción', 'Banda sonora']","['Lo que la noche esconde (2020)', 'Once I Was Engaged (2021)']",[]
Shima Ghamari,,"['Reparto', 'Equipos adicionales']","['El mensajero (2012)', 'The Exile (2011)', 'A Few Friends (2011)']",
Celeste,1998.0,['Reparto'],"['Madame Web (2024)', 'Este cuerpo me sienta de muerte (2020)']",[]
Richard Diggs,,['Reparto'],['Jump Out Boys (2008)'],
Paramveer Singh,,"['Reparto', 'Equipos adicionales']","['Din Dahade (1990)', 'Dard Pardesaan De (2000)', 'Jinde Meriye (2020)']",[]
Shamus Smith,,['Reparto'],[],
Michael Hall,1968.0,"['Reparto', 'Producción', 'Dirección']","['Máquina de guerra (2017)', 'Vivir de noche (2016)', 'Foxcatcher (2014)']","['MTV Movie + TV Awards', 'Young Artist Awards', 'Culver City Film Festival', 'Five Continents International Film Festival', 'Andromeda Film Festival', 'Athens International Monthly Art Film Festival', 'The Gladiator Film Festival', 'Crown Point International Film Festival']"
Bobby Kruger,1985.0,"['Reparto', 'Producción', 'Guion']",['Money Monster (2016)'],[]
Madan Krishna Shrestha,1950.0,"['Reparto', 'Guion', 'Dirección']",['Lalpurja (1995)'],['NEFTA Film Awards']
Krishnakant Goswami,1973.0,['Reparto'],"['Mein Hoon Pyassi Suhagan (2001)', 'Benaam (1999)']",
Ernest Vernon,,['Reparto'],[],
Orrin Burnett,,['Reparto'],[],
Elena Anaya,1975.0,"['Reparto', 'Producción', 'Dirección de casting']","['La piel que habito (2011)', 'Habitación en Roma (2010)', 'Wonder Woman (2017)']","['Berlin International Film Festival', 'Sitges - Catalonian International Film Festival', 'Fantasporto', 'Fotogramas de Plata', 'Goya Awards', 'Málaga Spanish Film Festival', 'Spanish Actors Union', 'José María Forqué Awards', 'Medina Film Festival']"
Dan Rickard,,"['Efectos visuales', 'Efectos especiales', 'Dirección de fotografía y cámara']",['Los muertos (2010)'],['WorldFest Houston']
Brett Fairbairn,,['Reparto'],[],
Jay Bowles,,"['Reparto', 'Producción', 'Especialistas']","['Final Revelations (2015)', 'Plasma Channel (2016)']",
Felix Ramirez,,['Equipos adicionales'],[],
Jacob Arabo,,['Reparto'],"['Propiedad estatal (2002)', 'Paper Soldiers (2002)', 'Blind Thoughts (2008)']",[]
Rajkummar Rao,1984.0,['Reparto'],"['Shahid (2012)', 'Newton (2017)', 'Ludo (2020)']","['Filmfare Awards', 'Zee Cine Awards', 'National Film Awards, India', 'Asia Pacific Screen Awards', 'Indian Television Academy Awards, India', 'Dadasaheb Phalke International Film Festival (DPIFF)', 'Vogue Beauty Awards', 'CNN-IBN Indian of the Year', 'HELLO! Hall of Fame Awards, India', 'Screen Awards, IN', 'Lions Gold Awards', 'Jagran Film Festival', 'Indian Film Festival Of Melbourne', 'Filmfare Glamour And Style Awards', 'FOI Online Awards', 'IWM Digital Awards', 'Filmfare OTT Awards', 'GQ Men of the Year Awards', 'Gold List', 'Talent Track Awards', 'Hitlist OTT Awards', 'News18 REEL Movie Award', 'OTTplay Awards', 'Bollywood Life Awards', 'Bollywood Hungama Style Icons Awards', 'Bollywood Film Journalist Awards', 'Grazia Millennial Awards', ""HT India's Most Stylish Awards"", 'ELLE Beauty Awards', 'Bollywood Hungama OTT India Fest']"
Claudia Karvan,1972.0,"['Reparto', 'Guion', 'Producción']","['Love My Way (2004)', 'Daybreakers (2009)', 'Vidas secretas (2001)']","['Australian Film Institute', 'Logie Awards', 'Astra Awards', 'Gold Coast International Film Festival']"
Hiroki Hasegawa,1977.0,['Reparto'],"['Shin Godzilla (2016)', 'Sekando bâjin (2011)', 'Mozu (2014)']",[]
Weihua Liu,,['Dirección de arte'],[],
Austin Alberto,,['Reparto'],[],
Elena Anaya,1975.0,"['Reparto', 'Producción', 'Dirección de casting']","['La piel que habito (2011)', 'Habitación en Roma (2010)', 'Wonder Woman (2017)']","['Berlin International Film Festival', 'Sitges - Catalonian International Film Festival', 'Fantasporto', 'Fotogramas de Plata', 'Goya Awards', 'Málaga Spanish Film Festival', 'Spanish Actors Union', 'José María Forqué Awards', 'Medina Film Festival']"
Yuan Zhu,,"['Arte', 'Equipos adicionales', 'Efectos visuales']",[],
Neha Pathan,2000.0,['Reparto'],"['Dheera (2024)', 'Apharan (2018)']",
Patrick P.,,"['Reparto', 'Equipos adicionales']",[],
Patrick Brennan,1972.0,['Reparto'],"['Blonde (2022)', 'Los próximos tres días (2010)']",[]
Robert Roy Jackson,1972.0,['Reparto'],"['Rampage Electra (2023)', 'Vecinos (1985)']",[]
Steffen Schlachtenhaufen,1978.0,"['Efectos visuales', 'Producción', 'Guion']","['Would You Rather (2012)', 'The Mandela Effect (2019)', 'Danger One (2018)']",['News & Documentary Emmy Awards']
Turlough Convery,,['Reparto'],"['Belfast (2021)', 'Ready Player One (2018)', 'Saint Maud (2019)']",
Michael Beattie,,"['Reparto', 'Equipos adicionales']","['Los minions (2015)', 'Mass Effect 2 (2010)']",
Mónica Huarte,,"['Reparto', 'Guion']","['Cansada de besar sapos (2005)', 'Volverte a ver (2008)', 'Señora Influencer (2023)']",['Mexican Cinema Journalists']
Seth Remis,,"['Reparto', 'Guion', 'Producción']",[],
Eamon McGee,,"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Producción']",[],[]
Hwang Seok-jeong,1972.0,['Reparto'],"['El extraño (2016)', 'The Yellow Sea (2010)', 'Geunyeoneun yeppeodda (2015)']",[]
Mariko Denda,,['Reparto'],[],['Asians On Film Festival']
David Wilde,,"['Dirección', 'Producción', 'Guion']",[],
