actor,año_nacimiento,que_hace,conocido_por,lista premios
Aryan Minocha,,['Reparto'],[],
Andrew Cheney,2016.0,['Reparto'],[],
Morgan Bradley,,"['Reparto', 'Producción', 'Dirección']","['The Food That Built America (2019)', 'The Recipe Files (2023)', '1947 Boston (2023)']",[]
Pierre Wilson-Cox,,['Reparto'],[],
Irma Mali,,['Reparto'],"['El ritmo de la venganza (2020)', 'Point of No Return (2018)', 'Juego de tronos (2011)']",
Peter Fernandez,1927.0,"['Reparto', 'Equipos adicionales', 'Guion']","['Speed Racer (2008)', 'Meteoro (1967)']",[]
Warren Durso,,"['Reparto', 'Producción']",[],
Nevzat Yilmaz,1960.0,"['Reparto', 'Composición', 'Banda sonora']","['Kaçak (2013)', '20 Minutes (2013)', 'Cesur Yürek (2016)']",
Francisco Escobar,,"['Cámara y electricidad', 'Equipos adicionales', 'Dirección de fotografía y cámara']","['Caza a la espía (2010)', 'After the Infection (2015)']",
Alexander Bárta,1976.0,['Reparto'],"['Panelák (2008)', 'Rodinné tajomstvá (2005)', 'El tiempo del lobo (2003)']",
Caelum Vatnsdal,1970.0,"['Dirección', 'Guion', 'Cámara y electricidad']",[],['Blizzard Awards']
James Abbott,,"['Producción', 'Guion', 'Dirección']","['The Confined (2017)', 'The Howie Spira Show (2014)']","['Direct Monthly Online Film Festival', 'One-Reeler Short Film Competition', 'Vegas Movie Awards', 'American Golden Picture International Film Festival', 'Melkbos Short Film Festival', 'New Jersey Film Awards']"
Duey Essex,,['Reparto'],[],
Hedy Burress,1973.0,"['Reparto', 'Banda sonora']","['Un San Valentín de muerte (2001)', 'Fainaru fantajî X (2001)', 'Jóvenes incomprendidas (1996)']",[]
Sara Lindsey,,"['Reparto', 'Producción', 'Guion']","['La verdad duele (2015)', 'Tierra prometida (2012)', 'Blue Jay (2016)']",[]
Jeff Rudom,1960.0,['Reparto'],"['Danny the Dog (2005)', 'Distrito 13 (2004)', 'Revolver de Guy Ritchie (2005)']",
Thomas Middleditch,1982.0,"['Reparto', 'Música', 'Guion']",['Las últimas supervivientes (2015)'],['Satellite Awards']
Pasha Pellosie,,"['Reparto', 'Equipos adicionales', 'Producción']",[],
Kristof Konrad,1975.0,"['Reparto', 'Equipos adicionales', 'Producción']","['Gorrión rojo (2018)', 'House of Cards (2013)', 'Independence Day (1996)']",[]
Azul,2001.0,['Reparto'],"['Rebelde (2022)', 'La Negociadora (2020)', 'La Mujer del Diablo (2022)']",
Mark Famiglietti,1979.0,"['Reparto', 'Guion', 'Producción']","['Aquarius (2015)', 'Mad Men (2007)']",[]
Laurence Dauphinais,1983.0,['Reparto'],"['The Gracefield Incident (2017)', 'Le bonheur des autres (2011)']",
Vanessa Sander,,['Reparto'],[],
Vs Gurunath,,['Reparto'],[],
Bert Audubert,,['Reparto'],[],
Oroon Das,,['Reparto'],[],
James Aaron Smith,,"['Reparto', 'Producción', 'Especialistas']","['Sister Code (2015)', 'Memphis Beat (2010)', 'Game Day (2000)']",[]
Dianna Barker,,['Reparto'],[],
Michael Ramlow,,['Reparto'],[],
Stephen Lord,1972.0,"['Reparto', 'Dirección', 'Producción']","['Sanctuary (2024)', 'Penny Dreadful (2014)', 'Marcella (2016)']",[]
Daniel Bayle,,"['Reparto', 'Dirección', 'Guion']",[],[]
Mary Miller,1929.0,['Reparto'],"['Mystery and Imagination (1966)', 'Crown Court (1972)']",[]
Nicolas Cantu,2003.0,"['Reparto', 'Banda sonora']",['The Unicorn (2019)'],[]
Brandon Stacy,,"['Reparto', 'Producción', 'Dirección']",[],[]
Mark Holman,,"['Reparto', 'Banda sonora']",[],
Justin Wheelon,1987.0,"['Reparto', 'Dirección', 'Producción']","['Iron Man 3 (2013)', 'Los amos del barrio (2012)']","['Southeast Regional EMMY Award', 'Katra Film Series', 'Independent Shorts Awards', 'Montreal Independent Film Festival', ""Flickers' Rhode Island International Film Festival"", 'Southeast Emmy Awards']"
Jonathan Lee Jones,,"['Reparto', 'Producción', 'Dirección']","['Mutiny (2012)', 'Harden Up (2010)']",
Griff Furst,1981.0,"['Reparto', 'Producción', 'Dirección']","['Banshee (2013)', 'Focus (2015)']",['Laughlin International Film Festival']
Marie Lanoy,,"['Reparto', 'Producción']",[],
Stephanie Dooley,2007.0,"['Reparto', 'Banda sonora']","['Las crónicas del miedo (2017)', 'Réquiem por un asesino (2017)', 'SurrealEstate (2021)']",[]
Kaelyn Ash,,['Reparto'],[],
Naomie Harris,1976.0,['Reparto'],"['Moonlight (2016)', '28 días después (2002)', 'Skyfall (2012)']","['Boston Society of Film Critics Awards', 'British Independent Film Awards', 'Satellite Awards', 'Gotham Awards', 'Hollywood Film Awards', 'Film Independent Spirit Awards', 'Kansas City Film Critics Circle Awards', 'London Critics Circle Film Awards', 'Monte-Carlo TV Festival', 'National Board of Review, USA', 'Online Film Critics Society Awards', 'Royal Television Society, UK', 'Santa Barbara International Film Festival', 'Southeastern Film Critics Association Awards', 'Black Reel Awards', 'Capri, Hollywood', 'Central Ohio Film Critics Association', 'Austin Film Critics Association', 'Boston Online Film Critics Association', 'Elle Women in Hollywood Awards', 'Awards Circuit Community Awards', 'Gold Derby Awards', 'Screen Nation Awards', 'Chicago Independent Film Critics Circle Awards', 'Apolo Awards']"
Masam Holden,1993.0,['Reparto'],"['Aquí y ahora (2013)', 'Elizabethtown (2005)']",[]
Rj Alpers,,['Reparto'],[],
Parvati,1982.0,['Reparto'],"['Isolated (2013)', 'Inmersión letal 2 (2009)', 'Survivor (2000)']",[]
Danie Coleman,,['Reparto'],"['12 trampas (2009)', 'Monster Hunters (2015)', 'Trailer Park Jesus (2012)']",
Auðunn Blöndal,,"['Reparto', 'Guion']",[],[]
Drew Koles,1995.0,"['Reparto', 'Producción']","['Rumores y mentiras (2010)', 'Doctora en Alabama (2011)', 'The Gift (2010)']",
Bodil Sangill,1932.0,['Reparto'],"['Vagabonderne paa Bakkegaarden (1958)', 'Elskede Vera (2012)', 'Styrmand Karlsen (1958)']",
Bharat Bhushan Bhatt,,['Reparto'],[],
Hrvoje Keckes,1975.0,['Reparto'],"['Bitange i princeze (2005)', 'Ne dao Bog veceg zla (2002)']",
Jeff Seaters,,['Reparto'],[],
Banjo Romero,,"['Reparto', 'Especialistas']",[],
Giacomo Rocchini,,"['Reparto', 'Guion', 'Producción']",[],
Tony Lestingi,1957.0,"['Reparto', 'Guion']","['Champs 12 (2009)', 'La viuda de Rafael (2012)', 'Chiquititas (1995)']",
Radhi Oag,,['Reparto'],[],
Singh Hartihan Bitto,,['Reparto'],[],
Kevin Fairfax Harwood,,"['Edición', 'Equipos adicionales', 'Efectos visuales']",[],
Michael Biscardi,1981.0,"['Reparto', 'Sonido']","['A Changed Life (2010)', 'My Friends (2012)', 'Fight the Panda Syndicate (2008)']",[]
Michel Malka,,['Dirección de fotografía y cámara'],[],
Danny Brice,,['Reparto'],[],
Gino Versetti,,"['Reparto', 'Dirección', 'Guion']",[],
Jody Pucello,,"['Reparto', 'Producción']","['Briarwood (2014)', 'Germ (2013)', 'Officer Pigsley (2017)']",
Baby Priya,,"['Reparto', 'Música']",[],['Tagore International Film Festival']
Kaisla Puura,,['Reparto'],[],
Tonga Fifita,1959.0,['Reparto'],"['WWWF Championship Wrestling (1972)', 'WCW Monday Nitro (1995)', 'WWF SmackDown (1999)']",[]
Jenifer Day,,['Reparto'],[],
Fernanda Souza,1984.0,"['Reparto', 'Producción']","['Alma Gêmea (2005)', 'O Profeta (2006)', 'Chiquititas Brasil (1997)']","['Prêmio Qualidade, Brazil']"
Jack Depp,2002.0,['Reparto'],['Yoga Hosers (2016)'],[]
Beatrice A.,,"['Reparto', 'Música']",['Simple Twist (2021)'],[]
James E. Sanders,,['Producción'],[],
Nina Holley,,['Reparto'],[],
Anoosha Krishna,,['Reparto'],[],
Joely Fisher,1967.0,"['Reparto', 'Dirección', 'Producción']","['La máscara (1994)', 'Inspector Gadget (1999)', 'Ellen (1994)']","['Golden Globes, USA', 'World Music and Independent Film Festival', 'Northern Virginia International Film and Music Festival']"
Zaimi Ehetti,,['Reparto'],[],
Shauna Nelles,,['Reparto'],[],
Todor Berov,,['Reparto'],[],
Jean-Claude Eygreteau,,['Reparto'],[],
Mika Hijii,1983.0,['Reparto'],"['Ninja (2009)', 'Ninja 2 (2013)']",
Gezell Fleming,,['Reparto'],"['Un lugar donde rezar (2015)', 'Calle principal (2010)']",
Rasmus Troedsson,1964.0,['Reparto'],"['Gentlemen (2014)', 'Himlen är oskyldigt blå (2010)']",
Supurna Malakar,1987.0,['Reparto'],"['Burning Calcutta (2009)', 'Target Kolkata (2013)', 'Hunt (2023)']",
Craig Sheffer,1960.0,"['Reparto', 'Producción', 'Dirección']","['El río de la vida (1992)', 'Razas de noche (1990)', 'Fuego en el cielo (1993)']","['Crimson Screen Horror Film Fest', 'Marina del Rey Film Festival']"
Yuqi Liu,,['Reparto'],[],
Don Edmonds,1937.0,"['Reparto', 'Producción', 'Dirección']","['Amor a quemarropa (1993)', 'Puños desnudos (1977)']",[]
Dominique Desira,,['Reparto'],[],
Ponnambalam,,"['Reparto', 'Dirección', 'Guion']",[],
Mike Cianflone,,['Reparto'],[],
Alec Munro,,['Equipos adicionales'],[],
Nash Aguas,1998.0,['Reparto'],"['Angels (2007)', 'Shake Rattle and Roll 8 (2006)']","['Metro Manila Film Festival', 'Star Awards for Movies']"
Courtney Lynn,,['Reparto'],[],
David Nurbianto,,"['Reparto', 'Guion']",[],
Jacob Anton,,['Reparto'],[],
Kou Hashiba,,"['Reparto', 'Composición']",[],
Dejan Cukic,1966.0,"['Reparto', 'Dirección', 'Guion']","['Fantasten (2017)', 'Dinero fácil (2010)', 'I Kina spiser de hunde (1999)']",['Bodil Awards']
Kymberly Coppard,,['Reparto'],[],
Michael Chernus,1977.0,['Reparto'],"['Separación (2022)', 'Patriota (2015)']","['Queen Palm International Film Festival', 'Pena de Prata']"
Jack Bank,,"['Reparto', 'Dirección', 'Producción']",[],"['New York International Independent Film & Video Festival', 'Park City Film Music Festival', 'Accolade Competition', 'The Indie Gathering International Film Festival', 'Seattle True Independent Film Festival', 'Honolulu International Festival (II)']"
Dulal Lahiri,1947.0,['Reparto'],"['Byomkesh O Chiriakhana (2016)', 'Praner Cheye Priyo (1998)', 'Iskabon (2022)']",['Star Jalsha Parivaar Awards']
Juliette Gosselin,1991.0,"['Reparto', 'Dirección', 'Guion']","['Martyrs (2008)', 'Alice in Borderland (2020)']",[]
Alfredo Montez,,"['Reparto', 'Dirección', 'Guion']",[],[]
Nick Vargas,,"['Reparto', 'Producción']",[],
Clarence Williams III,1939.0,['Reparto'],"['La hija del general (1999)', 'Operación reno (2000)', 'Medio flipado (1998)']",[]
Naira Shah,,['Reparto'],[],
Sonam,1989.0,['Reparto'],"['Ardab Mutiyaran (2019)', 'Nikka Zaildar 2 (2017)', 'Manje Bistre (2017)']",['PTC Punjabi Film Awards']
Ilya Kovalevskiy,,['Reparto'],[],
Alyy Khan,1968.0,['Reparto'],"['Don 2 (2011)', 'Un corazón invencible (2007)', 'Traidor (2008)']",[]
Harris Yulin,1937.0,['Reparto'],"['Los Cazafantasmas II (1989)', 'Peligro inminente (1994)']",[]
Silverio Palacios,,"['Reparto', 'Dirección', 'Guion']","['Matando Cabos (2004)', 'La leyenda del Zorro (2005)', 'La delgada línea amarilla (2015)']","['Mexican Cinema Journalists', 'MTV Movie Awards, Mexico']"
Stephen Moyer,1969.0,"['Reparto', 'Producción', 'Dirección']","['True Blood (2008)', 'La sombra de la traición (2011)', 'El sicario de Dios (2011)']","['Academy of Science Fiction, Fantasy & Horror Films, USA', 'Satellite Awards', 'Screamfest', 'Scream Awards']"
Yatin Parmar,,['Reparto'],[],
Emmanuel Bodin,,['Reparto'],[],
Reid Schmidt,,"['Reparto', 'Edición', 'Cámara y electricidad']","['Becoming Death (2022)', 'Badass Princess (2021)']",['Independent Shorts Awards']
Bhavya,1998.0,['Reparto'],[],
Joachim Paul Assböck,1965.0,"['Reparto', 'Especialistas']","['La lista de Schindler (1993)', 'Equilibrium (2002)', 'El pianista (2002)']",
Mia Hunt,,['Reparto'],[],"['Los Angeles Film Awards', 'Oniros Film Awards']"
Zhang Jiu…,,['Reparto'],[],
Julissa Vega,,['Reparto'],[],
Damien Bryson,,"['Especialistas', 'Reparto', 'Equipos adicionales']",[],['Screen Actors Guild Awards']
Isamu Ago,,['Reparto'],"['Kamen raidâ Daburu (2009)', 'Kamen raidâ Doraibu (2014)']",
Jonathan Hammond,,"['Guion', 'Dirección', 'Edición']","['We All Die Alone (2021)', 'Isabel (2018)']","['Phoenix Film Festival', 'Chicago Gay and Lesbian International Film Festival', 'Burbank International Film Festival', 'San Diego Film Awards, US', 'Idyllwild International Festival of Cinema', 'Alameda International Film Festival', 'San Diego Film Week', 'GI Film Festival - San Diego', 'Georgia Shorts Film Festival', 'Austin Comedy Film Festival']"
Monwar Hossain Dipjol,1958.0,"['Reparto', 'Producción', 'Guion']","['Gono Gushmon (2001)', 'Bostir Rani Suriya (2004)', 'Ammajan (1999)']",[]
Ben Hernandez Bray,,"['Especialistas', 'Reparto', 'Dirección']","['Star Trek (2009)', 'Iron Man (2008)']","['Screen Actors Guild Awards', 'Maryland International Film Festival']"
John Flanders,1998.0,"['Reparto', 'Equipos adicionales', 'Producción']","['Moonwalkers (2015)', 'Conexión Marsella (2014)']",
Jan-Geerd Buss,1933.0,['Reparto'],"['Die grüne Wolke (2001)', 'Die grüne Wolke (2001)', 'En el lugar del crimen (1970)']",
Anat Ben-David,,['Reparto'],[],
JP Sarro,1981.0,"['Reparto', 'Edición', 'Dirección']",['Orange Is the New Black (2013)'],[]
Ginuwine,1970.0,"['Reparto', 'Composición', 'Banda sonora']",['Honey (2003)'],['Soul Train Awards']
Ronen Shemi,,"['Reparto', 'Guion']",[],
Donnie,1969.0,"['Reparto', 'Producción', 'Composición']","['Saw II (2005)', 'Rescate (1996)', 'El cazador de sueños (2003)']",[]
Lucky Ali,1958.0,"['Music Artist', 'Reparto', 'Música']","['Reencuentro con el destino (2000)', 'Tamasha (2015)']","['Filmfare Awards', 'Awards of the International Indian Film Academy', 'Bollywood Awards', 'Screen Awards, IN']"
Maja Kovac,1978.0,['Reparto'],['Po tamburi (2021)'],
Steve Aalam,1968.0,"['Reparto', 'Producción', 'Guion']","['Gangster (2007)', 'Exit (2006)', 'Deep Gold (2011)']",
Rick Kavanian,1971.0,"['Reparto', 'Guion', 'Producción']",['El tesoro de manitú (2001)'],[]
Jason Pelley,,"['Reparto', 'Cámara y electricidad', 'Guion y continuidad']",[],
Efren 'Bata' Reyes,,['Reparto'],"['Pakners (2003)', 'Payaso (1986)', 'Bolera (2022)']",
Kanthasamy,,['Reparto'],[],
Brent Ryan Green,,"['Dirección', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección']","['Silencio (2016)', 'Los asesinos de la luna (2023)', 'American Underdog (2021)']","['Bare Bones International Film & Music Festival', 'Breckenridge Festival of Film', 'Columbus International Film & Video Festival', 'Phoenix Film Festival', 'Great Lakes Film Festival', 'Beverly Hills Film Festival', 'deadCenter Film Festival', 'Accolade Competition', 'Trail Dance Film Festival', 'Oregon International Film Awards, US', 'San Diego Film Week']"
Alexandros Koch,,"['Reparto', 'Guion']",[],
Brad Culver,,"['Reparto', 'Cámara y electricidad', 'Producción']",[],
Bojana Brankovic,,['Reparto'],[],
Tim Martin,,"['Reparto', 'Dirección', 'Guion']",[],"['Christian Film Festival-Menchville Baptist Church', 'Hollywood Comedy Shorts Film Festival']"
Leo Sankovic,,['Reparto'],[],
Niko Iben,,['Reparto'],[],
Mónica Huarte,,"['Reparto', 'Guion']","['Cansada de besar sapos (2005)', 'Volverte a ver (2008)', 'Señora Influencer (2023)']",['Mexican Cinema Journalists']
Holger Müller,1974.0,"['Arte', 'Localización', 'Diseño de producción']",[],
Nico Edwards,,"['Dirección de fotografía y cámara', 'Producción', 'Dirección']",[],['Durango Film Festival']
Bojan Navojec,1976.0,"['Reparto', 'Guion']","['Fri os fra det onde (2009)', 'Kratki spojevi (2013)', 'Nebesa (2021)']",['Pula Film Festival']
Jesse James Youngblood,1995.0,"['Reparto', 'Especialistas', 'Producción']",[],
Zsolt Zayzon,1979.0,['Reparto'],"['Tündérkert (2023)', 'Akik maradtak (2019)']",
Sándor Téri,1953.0,['Reparto'],"['Orfeusz és Eurydiké (1985)', 'Nyomkeresö (1993)', 'Los pilares de la Tierra (2010)']",
Francesco Santagada,,['Reparto'],[],
Aparna Sharma,1999.0,['Reparto'],"['Ek (2019)', 'The Bull of Dalal Street (2020)', 'Rum Pum Posshh (2020)']",
Yeon-su Yu,,['Reparto'],[],
Tojo Emi,,['Reparto'],[],
Fanxing Zheng,,['Reparto'],[],
Julian Wadham,1958.0,['Reparto'],"['El paciente inglés (1996)', 'La locura del rey Jorge (1994)', 'Los fantasmas de Goya (2006)']",[]
Arben Bajraktaraj,1973.0,"['Reparto', 'Producción']","['Venganza (2008)', 'Harry Potter y la Orden del Fénix (2007)']","['Salty Horror International Film Festival', 'CineRockom International Film Festival', 'The Monthly Film Festival (TMFF)', 'PriFest - Prishtina International Film Festival', 'Asha International Film Festival', '8 And HalFilm Awards', 'INTERNATIONAL GOLD AWARDS']"
Alan Hill,,['Sonido'],[],
Starletta DuPois,1941.0,['Reparto'],"['El diario de Noa (2004)', 'Friday After Next (2002)', 'Esta abuela es un peligro (2000)']",['Culver City Film Festival']
Young Mazino,1992.0,['Reparto'],"['Bronca (2023)', 'The Last of Us (2023)', 'Blindspot (2015)']",[]
César Bordón,1961.0,['Reparto'],"['Relatos salvajes (2014)', 'El aura (2005)', 'Ojos que no ven (2000)']",
Joe Colebut,,['Reparto'],[],
Gurmeet Singh,1967.0,"['Guion', 'Música', 'Equipos adicionales']","['MSG 2 the Messenger (2015)', 'Hind Ka Napak Ko Jawab (2017)']","['Golden Kela Awards', 'Guinness World Record Award']"
August Nazzaro,,['Reparto'],[],[]
Ji-yu Kim,1981.0,['Reparto'],"['4 balgarak (2002)', 'Hayanbang (2002)']",
Luke Clayson,,['Reparto'],[],
Chito,,['Reparto'],[],
Zhenchao Tang,,['Reparto'],[],
Halle Berry,1966.0,"['Reparto', 'Producción', 'Dirección']","['Catwoman (2004)', 'Gothika (2003)', 'Muere otro día (2002)']","['Academy Awards, USA', 'Acapulco Black Film Festival', 'Bambi Awards', 'Berlin International Film Festival', 'BET Awards', 'Blockbuster Entertainment Awards', 'Critics Choice Awards', 'Christopher Awards', 'Costume Designers Guild Awards', 'Primetime Emmy Awards', 'Golden Globes, USA', 'Satellite Awards', 'Hasty Pudding Theatricals, USA', 'Image Awards (NAACP)', 'National Board of Review, USA', 'Palm Springs International Film Festival', 'Peabody Awards', ""People's Choice Awards, USA"", 'Prism Awards', 'Razzie Awards', 'Screen Actors Guild Awards', 'Shanghai International Film Festival', 'ShoWest Convention, USA', 'Teen Choice Awards', 'Walk of Fame', 'Women in Film Crystal Awards', 'Black Reel Awards', 'Phoenix Film Critics Society Awards', 'Black Movie Awards', 'African-American Film Critics Association (AAFCA)', 'Jupiter Award', 'Online Film & Television Association', 'Elle Women in Hollywood Awards', 'Huading Award', 'Golden Schmoes Awards', 'Women Film Critics Circle Awards', 'The Stinkers Bad Movie Awards', 'Essence Black Women in Hollywood']"
Kengo,,['Reparto'],[],
Claire Brochu,,['Reparto'],[],
Dick Van Patten,1928.0,['Reparto'],"['La loca historia de las galaxias (1987)', 'Almas de metal (1973)']",['Walk of Fame']
Jessie Graff,1984.0,"['Especialistas', 'Reparto', 'Dirección de casting']","['Wonder Woman (2017)', 'Wonder Woman 1984 (2020)']",['Screen Actors Guild Awards']
Eddy Bock,,['Reparto'],[],
Marian Dziedziel,1947.0,"['Reparto', 'Banda sonora']","['Wesele (2004)', 'Moje córki krowy (2015)', 'Kret (2011)']","['Antalya Golden Orange Film Festival', 'Polish Film Festival', 'Polish Film Awards', 'Actors Awards, Los Angeles']"
Derek Carlson,,"['Equipos adicionales', 'Casting', 'Localización']",[],
Preston Trahan,,"['Equipos adicionales', 'Localización', 'Arte']",[],
Asaya Kimijima,,['Reparto'],['Kamen raidâ Ôzu (2010)'],
Robin Holmberg,,['Reparto'],[],
Maureen Cusack,1920.0,['Reparto'],"['Larga es la noche (1947)', 'La salida de la luna (1957)', 'El Barón Rojo (1971)']",[]
Emily De Margheriti,,"['Reparto', 'Producción', 'Guion']","['Las chicas de la galería (2018)', 'I Hate Kids (2019)', 'Theatre of the Dead (2013)']",
Dmitriy Orlov,1971.0,"['Reparto', 'Dirección']","['Charter (2007)', 'Brat 2 (2000)', 'Pánico en el metro (2013)']",[]
Alexander Hashioka Oatfield,,"['Especialistas', 'Reparto', 'Producción']",[],['Screen Actors Guild Awards']
Franky Gonzalez,,"['Producción', 'Guion', 'Dirección']",[],['Calcutta International Cult Film Festival']
Adrianna Bocian,,['Reparto'],[],
Roddy Jessup,2011.0,"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Producción']",[],
Samir Abujamra,,"['Dirección', 'Guion', 'Edición']",[],
Lou Pizarro,,"['Producción', 'Guion', 'Dirección']","['Embargo por sorpresa (2007)', 'Fugitivos De La Ley Los Angeles (2013)', 'Operación Repo (2006)']",['IndieX Film Festival']
Raja Suryah,,['Reparto'],[],
Natalie Shaw,1980.0,['Reparto'],"['From the Woods (2013)', 'Under Suspicion (1994)', 'House (2004)']",[]
Conor Dwane,,"['Reparto', 'Edición', 'Producción']",[],
James DePietro,,['Reparto'],[],
Paul Rae,1968.0,"['Reparto', 'Dirección', 'Guion']","['Valor de ley (2010)', 'Brockmire (2017)']",[]
Sung Ji-ru,1968.0,['Reparto'],['Bimilae (2010)'],[]
Irene Muscara,1984.0,['Reparto'],"['La innegable verdad (2020)', 'Imma Tataranni (2019)', 'Blackbetty (2018)']",['Starlight International Cinema Award']
Darío T. Pie,,"['Reparto', 'Dirección', 'Maquillaje']",[],[]
Kwang-Sun Park,,['Reparto'],[],
Hilda van der Meulen,,"['Reparto', 'Guion', 'Dirección de la segunda unidad o asistencia a dirección']",[],
Rúaidhrí Conroy,,['Reparto'],"['Escapada al sur (1992)', 'Entre la razón y la locura (2019)', 'Clockwork Mice (1995)']","['Giffoni Film Festival', 'Young Artist Awards']"
Nelly,1978.0,"['Music Artist', 'Reparto', 'Composición']",['Max Payne (2008)'],"['Juno Awards', 'MTV Europe Music Awards']"
Vinay Apte,1951.0,"['Dirección', 'Guion', 'Reparto']","['Gandhi (1982)', 'Abhalmaya (1999)', 'Mohaan Aawatey (2011)']",
Camilla Overbye Roos,1969.0,"['Reparto', 'Dirección', 'Guion']","['Titanic (1997)', 'Under the Influence (2002)', 'Hotel Room (1993)']",['New York International Independent Film & Video Festival']
Martin McDougall,,"['Reparto', 'Dirección', 'Guion']","['Hyde Park on Hudson (2012)', 'The Honourable Woman (2014)', 'Twenty Twelve (2011)']",
Marc Olinger,1945.0,"['Reparto', 'Dirección']","['De falschen hond (1989)', 'Humans (2009)', 'En el lugar del crimen (1970)']",
Israel Islas,,"['Reparto', 'Transporte']",[],
Andrew Troy,,"['Producción', 'Guion', 'Dirección de producción']",[],
Dan Balcaban,1980.0,"['Reparto', 'Dirección', 'Producción']","['Italian for Travelers (2021)', 'Get Up (2012)', 'My Love (2011)']",['Santa Monica Film Festival']
Elizabeth Hawthorne,1947.0,['Reparto'],"['30 días de oscuridad (2007)', 'Agárrame esos fantasmas (1996)']",['New Zealand Film and TV Awards (I)']
Hunter Burke,,"['Reparto', 'Guion', 'Producción']","['Dulces magnolias (2020)', 'La gran apuesta (2015)', 'Claws (2017)']",[]
Toshie Negishi,1954.0,['Reparto'],"['Audition (1999)', 'El recuerdo de Marnie (2014)', 'Los sueños de Akira Kurosawa (1990)']",[]
Sam Ingraffia,,"['Reparto', 'Producción', 'Guion']",[],
Paul Ray II,,"['Cámara y electricidad', 'Dirección de fotografía y cámara', 'Reparto']",[],['Telly Awards']
Fan Wei,1962.0,['Reparto'],"['Bu cheng wen ti de wen ti (2016)', 'Un segundo (2020)', 'Kan che ren de qi yue (2004)']","['Cairo International Film Festival', 'Golden Horse Film Festival', 'Golden Rooster Awards', 'Miami Film Festival', 'Montréal World Film Festival', 'Shanghai International TV Festival', 'Golden Eagle Awards, China', 'Beijing Student Film Festival', 'Golden Phoenix Awards, China', 'Macau International Movie Festival', 'Chinese Film Media Awards', 'Beijing International Film Festival', 'Asian Film Critics Association Awards', 'Huading Award', 'Seoul International Drama Awards', 'To Ten Chinese Films Festival', 'China Image Film Festival', 'Iqiyi TV and Movie Awards', 'NEW ERA FILM FESTIVAL', 'New Countryside TV Art Festival', 'Zhi Hu Film and TV Award', 'Allywood Film Critics Association Awards', 'China Movie Channel Award']"
Jeff Priskorn,1971.0,"['Reparto', 'Producción', 'Guion']","['Faith Under Fire (2020)', 'Demon Equation (2013)']",[]
Chaichan Nimpulsawasdi,1979.0,['Reparto'],"['Las chicas de acero (2000)', 'Perfect Killer (2005)', 'Pop weed sayong (2001)']",['Thailand National Film Association Awards']
David Goodloe,,"['Reparto', 'Dirección', 'Localización']",[],
Vejouhn Olson Mariette,,"['Reparto', 'Especialistas', 'Equipos adicionales']","['Desaparecido en combate (1984)', 'Reanimation Team (2022)']",
Denise Gauder,,['Reparto'],[],
Hasan Yalnizoglu,1974.0,['Reparto'],"['Halka (2019)', 'Incir Reçeli (2011)', '50 m² (2021)']",[]
Laura Van Yck,,['Reparto'],"['From a Barren State (2018)', 'The Many Deaths of John Wick (2019)', 'Skynet (2021)']","['Calcutta International Cult Film Festival', 'Virgin Spring Cinefest', 'Cult Critic Movie Awards']"
Jeff Paige,,['Reparto'],[],
Macarena Gómez,1978.0,"['Reparto', 'Producción', 'Banda sonora']",['Musarañas (2014)'],"['Málaga Spanish Film Festival', 'Badajoz Short Film Festival', 'Turia Awards', 'Los Angeles Film Awards', 'Medina Film Festival', 'Cerdanya Film Festival']"
Matt Bennett,1991.0,"['Reparto', 'Guion', 'Banda sonora']","['La boda de mi mejor amiga (2011)', 'Victorious (2010)']",[]
Evgeniy Tkachuk,1984.0,"['Reparto', 'Guion', 'Dirección']","['Kak Vitka Chesnok vyoz Lyokhu Shtyrya v dom invalidov (2017)', 'Zimniy put (2013)', 'Pravednik (2023)']","['Russian Guild of Film Critics', 'Golden Eagle Awards, Russia', 'Window to Europe', 'Golden Unicorn Awards']"
Tessa Morris,,['Reparto'],[],
Mariko Takai,,"['Reparto', 'Dirección', 'Guion']","['El asesinato de John Lennon (2007)', 'Love in Therapy (2012)']",
Bahast Agha,,['Reparto'],[],
Thabo Molefe,,['Reparto'],[],
Thongthong Mokjok,,['Reparto'],[],
Thierry van Werveke,1958.0,['Reparto'],"['Llamando a las puertas (1997)', 'En otra Liga (2005)', 'La revanche (2004)']",['Grimme Award']
David Sturzaker,,"['Reparto', 'Producción']",[],
Eric Gass,,"['Reparto', 'Composición']",[],[]
Marie-Paule von Roesgen,1931.0,['Reparto'],"['La sombra del vampiro (2000)', 'Die Reise das Land (1987)', 'Humans (2009)']",
Tae-Sung,1977.0,['Reparto'],"['El juego del calamar (2021)', 'Dragon Ball Zero (1990)']",['Asia Artist Awards']
Ahmed Jalil,,['Reparto'],[],
Ryan Phillippe,1974.0,"['Reparto', 'Producción', 'Dirección']","['Gosford Park (2001)', 'Crueles intenciones (1999)']","['Critics Choice Awards', 'Florida Film Critics Circle Awards', 'Satellite Awards', 'Hollywood Film Awards', 'Online Film Critics Society Awards', 'Screen Actors Guild Awards', 'Accolade Competition', 'Awards Circuit Community Awards', 'Gold Derby Awards', 'Madrid International Movie Awards']"
