puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
nan,-,Sarah Slywchuk,Sarah Slywchuk,A story of the beauty in world that we miss when our heads are stuck in our phones.,2,Drama,look up: a mini film,2016
nan,-,Eric Jacquelin,Eric Jacquelin,-,17,Drama,jour de chance,2016
nan,-,Alex Furnas,Alex Furnas,Tim's new job gets off to a rocky start.,9,Drama,first day at work,2016
nan,-,"['Rodrigo Menen', 'Miguel Ángel Muñiz']",Miguel Ángel Muñiz,-,-,Drama,la oportunidad,2016
nan,-,Chris Hozempa,-,-,-,Drama,carcer,2016
nan,-,Hyesung Jeon,Hyesung Jeon,"A young couple celebrates their anniversary, but it's complicated.",16,Drama,anniversary,2016
67,-,Gavin Tran,Gavin Tran,"On the run with limited resources, a man begins a search for his loved one after being separated by an uncontrollable riot.",3,Drama,the woods,2016
nan,-,Mark Ledbetter,Cameron Cross,"A young boy looks to buy his fighting parents a gift, putting his life in jeopardy.",-,Drama,one click away,2016
nan,-,"['Ali Jenaban', 'Amin Pourbarghi']",Amin Pourbarghi,-,13,Drama,hailstone's dance,2016
-,-,Vace Halastaras,Vace Halastaras,A young man spends every day making children happy in memory of his dead little brother.,5,Drama,orange,2016
nan,-,Erika Oregel,Erika Oregel,-,-,Drama,domingo,2016
nan,-,Alex Shipman,Brendan Duggan,"Aideen, a young teenager, takes on the brutal sport of boxing to prove to herself, an intense coach and everyone around her that she can be the next Fighting Irish.",12,Drama,the fighting irish,2016
nan,-,Vid Steh,Vid Steh,Roman is a worthless drug dealer on the run. His only way out is to borrow money from his estranged brother Janez.,11,Drama,pravila igre,2016
nan,-,Gila Fisher,Gila Fisher,-,5,Drama,the cost of happiness,2016
nan,-,Hanung Bramantyo,-,-,-,Drama,love is trap,2016
nan,-,"['Christian Candelaria', 'Edsel Uy']",Christian Candelaria,"A teenager brings his grandfather, who is diagnosed with dementia, around Kamphaeng Phet in Thailand, in hopes of bringing back his grandfather's memories.",7,Drama,khun pu,2016
nan,-,Elle Hutchens,Jessica Kelsey,"Lucy hasn't been the same since suffering a personal crisis, but will a malfunctioning robot help her regain her sense of what it is to be human?",-,Drama,aa503,2016
nan,-,Elias Märk,"['Nikolai Liskutin', 'Elias Märk']","Viktor and Annika just want to do their job to eliminate the tensions between their and the rival organization. But when the planned deal suddenly fails, they are faced with the biggest decision of their lives.",3,Drama,tensions,2016
nan,-,Ross Yau,-,"Chung's sister pleaded him to tend to their dementia mother while she was laboring in the hospital. Chung, hated and refused to see his eccentric mother for years, unwillingly escorted her to a medical appointment. However, she wandered away midway.",13,Drama,under the chinese banyan,2016
nan,-,Ewa Kochanska,"['Ewa Kochanska', 'Danuta Sabat']",A Ukrainian woman cleans the home of a young couple in Warsaw. A forced ritual of everyday activities leads to the escalation of tensions and emotions. An incident ultimately destroys the old order of things.,13,Drama,wypowiedzenie,2016
nan,-,Riley Wong,Riley Wong,-,-,Drama,watch this space,2016
nan,-,Gary Brooks,Gary Brooks,"Melville, a civil war solider travels to the future and search for his girlfriend, Bella.",18,Drama,the button,2016
100,-,Ivan Snezhkin,Ivan Snezhkin,-,13,Drama,three comrades,2016
nan,-,Mykola Yeriomin,Mykola Yeriomin,An attempt to answer an important question with footage and intertitles.,1,Drama,how can education best prepare you for your future?,2016
nan,-,"['Manue Anu', 'Ram']","['Manue Anu', 'Ram']","The confusions that a 23 year old ""Harsha"" has in his life. What are his confusions? Will he be able to come out of them? Will he be successful in life? You have to watch this film if you want to know the answers.",18,Drama,ippathmuru 23,2016
nan,-,Joakim Scheidegger,Joakim Scheidegger,-,-,Drama,quelle vie!,2016
nan,-,Bo Ye,Bo Ye,-,-,Drama,tom king,2016
nan,-,Joseph Daly,Joseph Daly,Vincent suffers for his art and so do his subjects. portrait; is a study on the loop of lust and the scars left forever.,7,Drama,portrait,2016
64,-,Rachel Bass,-,"A quiet, imaginative black teenager begins work at an after-school program and transforms craft-time into brown-friendly activities. She falls into conflict with her white supervisor who disapproves of her actions, and must summon up the courage-either through magic or willpower-to defend her beliefs even when her job is on the line.",11,Drama,black magic,2016
nan,-,Daniella Hobbs,-,-,-,Drama,the city of good neighbors,2016
nan,-,Christina Liao,-,-,-,Drama,my grandma's house,2016
nan,-,Kevin Giles,-,A music industry hopeful and former gang member interviews to be in the Witness Protection Program.,15,Drama,the blaise ep,2016
-,-,-,-,Reparto principal,-,Drama,backpack,2016
nan,-,"['Seth Mc', 'Tigue']","['Seth Mc', 'Tigue']",-,16,Drama,mans best,2016
nan,-,-,-,Ver la información de la producción en IMDbPro,-,Drama,goo/gags of officepur (tv series),2016
nan,-,Anna Sophia Stadler,-,-,9,Drama,conatus,2016
-,-,Shareese Mason,Shareese Mason,"It is about a man, Ramone ""Riyadh Rollins"", who tries to move on after being betrayed by his best friend, Moses ""Mike Smalls"", and girlfriend Cyn, ""Shareese Mason"". Ramone is a talented musician who has difficulty being a leader of his band. His best friend Moses notices his weakness and seizes the opportunity to gain control of the band with the help of Cyn.",14,Drama,aftermath,2016
80,-,Noël Barlow,-,-,11,Drama,blame,2016
nan,-,Nicholas Mullins,Nicholas Mullins,"Periwinkle is the story of 16 year old Emile and his group of friends during a trip that proves to be the most important and consequential of his life. After learning that a terrible illness has overtaken his body, Emile chooses to hide it from his friends as they set off on a camping trip. While isolated, Emile begins to suffer from side effects of the illness, while... Leer todo",19,Drama,periwinkle,2016
nan,-,Epriliana Fitri Ayu Pamungkas,Epriliana Fitri Ayu Pamungkas,-,26,Drama,mata,2016
nan,-,David S. Murga,David S. Murga,"A dance as a secret, as a declaration.",-,Drama,there is a figure in the mirror,2016
nan,-,Shane Ramirez,"['Matt Ramirez', 'Shane Ramirez']",-,27,Drama,one of twins,2016
nan,7.4,Louise Kärsbo Svanerud,"['Erica Jansson', 'Emma Johansen', 'Louise Kärsbo Svanerud']",-,12,Drama,total entropi (total entropy),2016
-,-,Iago Barrado,Julia Castro,-,-,Drama,chakra,2016
nan,-,Krzysztof Satola,"['Agnieszka Satola', 'Krzysztof Satola']","Watching the love of his life dying out of a terminal and painful illness, Mike slowly grows to make a decision to end her suffering.",6,Drama,a short story about love,2016
-,-,Alejandra Cuberos Gómez,Alejandra Cuberos Gómez,-,10,Drama,alicia,2016
-,-,Jing Jessie Guo,Jing Jessie Guo,-,-,Drama,super dad,2016
nan,-,"['Gabby Moore', 'Marie Moore']","['Gabby Moore', 'Marie Moore']",-,-,Drama,the story of marie,2016
nan,-,Adriano Cerroni,Serena Aronica,-,5,Drama,piccola storia di donna,2016
nan,-,Iñigo Cobo,Iñigo Cobo,-,42,Drama,playa de las mujeres,2016
83,-,Austin Kite,Samantha Silvay,-,-,Drama,coming home,2016
nan,-,Damien Foley,-,-,-,Drama,trembling waves,2016
nan,-,Chris Paradice Daniels,Chris Paradice Daniels,Two step brothers are forced to reunite in an attempt to find closure after the death of their father.,-,Drama,greater lengths,2016
nan,-,Trico Fullerton,Trico Fullerton,-,-,Drama,the life,2016
nan,-,"['Vic Kings', 'Guilherme Pulga']","['Vic Kings', 'Guilherme Pulga']","Roberto Ronan is a musician and piano teacher who receives the news that his father is sick. He returns to his home town and spends some time in the house where he grew up. There the conflict that Roberto has with his younger brother, Henrique, grows at the same time as revelations about his family history are exposed.",20,Drama,dissonante,2016
nan,-,Paul Joosse,Paul Joosse,A Muslim man visits a church but is hesitant to meet the priest.,12,Drama,all under heaven,2016
nan,-,Andrzej Mankowski,"['Oriana Kujawska', 'Janusz Rudnicki']",-,30,Drama,pan rudnicki i samochody,2016
nan,-,Aynoa Alvarez-Wautiez,Aynoa Alvarez-Wautiez,Adaptation of the Little Match Girl by C. Andersen.,10,Drama,a wonderful light,2016
nan,-,Michelle Roginsky,Michelle Roginsky,Two street urchins get mixed up with a big-city finance bro and his paranoid criminal activity.,-,Drama,reptilia,2016
nan,-,Vic Kings,"['Vic Kings', 'Marcos Ventura']","In the middle of the urban chaos, a simple man has his first day in a big city.",4,Drama,concreto,2016
nan,-,Stefan Litvin,-,-,-,Drama,get out of frame,2016
nan,-,Tómas Víkingsson,Tómas Víkingsson,"Alex is revisited by his childhood friend, Jóhann, who's ignored Alex for years after becoming a famous music producer. Jóhann wants to take Alex along with him into a cabin in the country to catch up but everything is not what it seems.",19,Drama,falskar nótur,2016
nan,-,Manahar Kumar,Rakshit Sinha,-,4,Drama,the sensible indian,2016
33,-,Jeff Grdina,Jeff Grdina,A short experimental film about feeling unwanted.,-,Drama,voices,2016
-,-,Hal Haixu Liu,Hal Haixu Liu,"During the 1960's China's cultural revolution, the nine-year-old boy, Hai, receives an obscure comic book from an unknown homeless man. Hai gets attracted by the magical world depicted in the book, not knowing there's something else hidden in its story.",27,Drama,beyond the curtain,2016
nan,-,Thiago Zé Ferreira,Thiago Zé Ferreira,"Uirá is a Brazilian indigenous who will undergo a journey, addressing the 'grileiros' issue and environment neglect, the greed caused by money and body exploration, coming in collision with the transformed legends that bring back the rites of his ancestry.",20,Drama,bandeira,2016
nan,-,Lucas Marques,Lucas Marques,"The universe of a lonely man who lives isolated from the world in a country farm. While he was travelling to the city, he runs over a woman on the road. Under his care, she becomes the fruit of an imaginary passion.",30,Drama,imerso em teu regaço,2016
nan,-,Dario Caballero,Dario Caballero,"Pheasant legend is an iconic piece o Maya oral tradition. And this story tells us about two brothers and a bond that transcends borders and it becomes something deeper, hard to understand even after death.",-,Drama,el faisán y el venado,2016
nan,-,-,-,Reparto principal,-,Drama,fortellingen,2016
nan,-,Jorge Cadena,"['Li Aparicio', 'Jorge Cadena']","Battered by incessant winds, this community welcomes Antonia with a ritual of stripping bare the stories she embodies. Being recalcitrant to established orders and endowed with a beauty that defies the widespread poverty, she is the protagonist of a visionary tale for today's Colombia.",30,Drama,el cuento de antonia,2016
nan,-,Mohit Pal,"['Mohit Pal', 'Chetan Uniyal']",-,-,Drama,gudiya,2016
nan,-,Henrique Guerreiro,Henrique Guerreiro,"A young poet suffering from a heartbreak, embarks alone on a journey in search of his happiness.",11,Drama,bicicleta,2016
nan,-,Henrique Guerreiro,Henrique Guerreiro,"Rafael is a 20 year old who lives in the past, remembering it through old recordings.",10,Drama,apatia,2016
nan,-,David Casademunt,"['David Casademunt', 'Gus Wallin']",-,-,Drama,compta amb mi,2016
nan,-,Daniel SanzÁlvaro Sarró,"['Hugo López', 'Daniel SanzÁlvaro Sarró']",-,20,Drama,cánticos,2016
nan,-,Alexander Hoggard,Alexander Hoggard,-,-,Drama,life on paper,2016
nan,-,Tariq Bhat,T. Manwani Anand,Jaago Re (wake up now) is an inspirational film about hate in two religions in India. The film has very strong message which teaches us the true value of the democracy. Director Tariq Bhat producer Sona Manwani and writer T Manwani Anand's Jaago re is most needed subject of the time.,-,Drama,jaago re,2016
nan,-,Ariel Tamir,Ariel Tamir,A boring first date that gets kinky and will never be forgotten.,8,Drama,and love me,2016
nan,-,Ellie Lee Stayner,"['Morgan Osborne', 'Ellie Lee Stayner']",-,-,Drama,glass shell,2016
nan,-,Pablo Bautista,"['Pablo Bautista', 'Erika Gómez Fernández']",-,-,Drama,ló,2016
-,-,Alex Seradj,Alex Seradj,-,-,Drama,wild fire,2016
94,-,Miguel A. Garcia,Miguel A. Garcia,"When tragedy strikes his family, Jack sets to create a time machine to restore his life, while dealing with the concerns and skepticism of his family.",21,Drama,under the sun,2016
nan,7.5,Barbara Hammer,-,"Barbara Hammer's first and only multi-channel video installation, that tackles deeply personal subjects of her life.",10,Drama,evidentiary bodies,2016
nan,-,Lucas Marques,Lucas Marques,A monologue about the worries and insecurities of love.,7,Drama,o elogio da loucura,2016
-,-,Andre Chambers,Danny Lewis,-,5,Drama,thomas,2016
nan,-,-,George Leontakianakos,-,14,Drama,i klopi,2016
nan,-,Mert Güncüer,Mert Güncüer,The last two days of a couple who are experiencing a communication breakdown.,10,Drama,vetric,2016
nan,-,Carlos Marin Fernandez,Carlos Marin Fernandez,-,-,Drama,necrolatria,2016
-,-,Léa Soler,Léa Soler,-,-,Drama,thread,2016
nan,-,Robin Bukhamseen,Robin Bukhamseen,Ludvig reflects on his body while taking a shower.,-,Drama,i duschen tänker jag på det som mest,2016
nan,-,Gatis Ungurs,-,-,20,Drama,ludis,2016
nan,-,Bita Elahian,Bita Elahian,-,12,Drama,beautiful dream,2016
nan,-,Gabor Verebelyi,Gabor Verebelyi,-,-,Drama,parkoló,2016
nan,-,Fawzi Yahya,Fawzi Yahya,"This short film by Bayyinah Institute tackles the questions of women's choices in education, career and home-building, and double standards that often exist in people's treatment of daughters and sons. So we asked: how would it feel to hear the same type of questions being asked to a male figure instead?",-,Drama,buried daughter,2016
nan,-,Shubham Mehta,-,"An unofficial, South African adaptation of George Morikawa's Hajime no Ippo. Jabu is the story of a young timid boy's journey to become a great boxer.",11,Drama,jabu: the beggining,2016
nan,-,Quentin Nzoulani,Quentin Nzoulani,The conflicting relations between two Parisian teenagers between laughter and tears.,11,Drama,1h35,2016
nan,-,Kane Gaundar,Kane Gaundar,"A man kills his pet dog, his family and then himself.",3,Drama,the house at the end,2016
nan,-,Manahar Kumar,Manahar Kumar,A short film about a mother - son relationship.,8,Drama,bhindi yaad rakhna,2016
nan,-,Arthur Gonzales,Arthur Gonzales,A girl experiences social anxiety at a social event.,4,Drama,#socialparty,2016
nan,-,Norbert Pfaffenbichler,Norbert Pfaffenbichler,-,-,Drama,camera (notes on film 10),2016
nan,-,Bonifacio Angius,"['Bonifacio Angius', 'Marina Satta']",-,18,Drama,domenica,2016
nan,-,Gal Gonen,"['Shir Caspi', 'Gal Gonen']","Aya is an inconceivable woman, and that's how she comes off to the dismay of the school principle, when she sends her daughter, Ziv, to school dressed up as Tinkerbell, on a regular school day. Upon being summoned by the Principle, Aya arrives to everyone's surprise, dressed up as Tiger Lily (another character from ""Peter Pan""). The movie follows Aya and Ziv through t... Leer todo",10,Drama,tiger lily,2016
nan,-,Deepak Sawakhande,"['Deepak Sawakhande', 'Arman Shaik']",Synopsis This is the story of Vandana who is very shy by nature but she immediately believes in someone. She is married but husband and wife are constantly arguing for one reason or another. Husband is very annoying.Vandana is very sad because of this daily trouble. One day a young man named Bharat comes into her life. Vandana goes to Bharat's house.She does not think... Leer todo,20,Drama,vandana,2016
nan,-,Matt Kinsman,"['Jon Chan', 'Matt Kinsman']",-,-,Drama,charlie doesn't order pizza,2016
nan,-,Dominic Goodie,Dominic Goodie,-,3,Drama,don't stop,2016
nan,-,Prabir Kundu,Prabir Kundu,"A director who made many films and got several award but he did not get help for his family, he lost his wife. He refused the world of cinema and hide himself from the present world. After many years a young talented director got best award for his first film. The old director visit the young director's house and encourage him.",30,Drama,atmiyo - the soulmate,2016
-,-,Christopher Ortiz,Christopher Ortiz,"A Chinese-American girl and her white boyfriend fail to earn the blessing of the latter's racist parents in order to marry, but when he feels pressured to please them, they must see if a relationship is possible at all. When Nate reveals that once he tutored a student in poverty who regardless had serviceable parents, he's convinced marriage isn't necessary when being... Leer todo",4,Drama,tug,2016
25,-,Halley Albert,Halley Albert,-,-,Drama,rememory,2016
nan,-,Lachie Allemand,-,"On the way to her fathers second wedding, Audrey's car breaks down. Audrey sees this as an opportunity to avoid going to the wedding she already disapproves of, and hopefully stop the ceremony all together.",-,Drama,i don't,2016
nan,-,Izabela Kiszczak,"['Paulina Antolak', 'Izabela Kiszczak', 'Olga Tokarczuk']",-,13,Drama,glicynia,2016
nan,-,Daniele Pini,"['Giuseppe Brigante', 'Claudia De Angelis']",-,10,Drama,l'autista,2016
54,-,MJ Kiego,MJ Kiego,"Set in Alaska, this abstract film toys with various images that portray oblivion as the means of passing time on a daily basis. But it begs the question: what does it take for someone to come to terms with their real circumstances?",7,Drama,oblivion,2016
nan,-,Jiayi Li,Jiayi Li,"The unmarried couple Alleyn and his fiancee Chen encounters some difficulties in life. Chen wants to convince Alleyn to accept living with her single father after marriage, but he refuses Chen because of busy work, preparing for the wedding and some unspeakable reasons. There is a crack between them.",-,Drama,way out,2016
nan,-,Elzat Eskendir,Elzat Eskendir,"An elderly shepherd and his wife are at the center of this tale of winter survival and disconnection, unfolding over the course of one fateful day and night, swirling around a group of solitary characters that only ever cross paths physically.",-,Drama,off-season,2016
94,-,James Rath,James Rath,"Since an infant I've always had difficulty sleeping. Partially due to my nystagmus moving my eyes constantly and with very active mind, my brain seems never to slowdown. This short film showcases the daily struggles I face attempting to fall asleep at reasonable time.",-,Drama,nocturnal,2016
nan,-,Elzat Eskendir,Elzat Eskendir,-,-,Drama,off-season,2016
nan,-,Emil Aminpay,Emil Aminpay,-,-,Drama,16 years,2016
nan,-,Akshay Choubey,-,"A film about who we were and who we've become, how socialising was and where its reached, how something as simple as laughing has taken a complicated turn.",9,Drama,laugh,2016
nan,-,Elzat Eskendir,Elzat Eskendir,-,-,Drama,off-season,2016
2,-,Omer Ben-Shachar,Omer Ben-Shachar,A single photograph bridges the gap between an elderly mother living with dementia and her dedicated daughter looking for a way to connect.,-,Drama,nina,2016
nan,-,Francisco Sevilla,-,"A priest wanting to give a lesson to a corrupt politician and a drug dealer is involved in an accident murder, which causes him to lose his mind by making a serious mistake, suicide.",10,Drama,en el nombre del padre,2016
nan,-,"['Keicy Martins', 'Breno Nina']",-,-,-,Drama,bodas de papel,2016
nan,-,Kristian Snow,Pierre Jackson,"Sister Marie-Rose has the chance to evangelize on an outreach trip to the United States. During her exhaustive prayer time, a close friend, Sister Abigail, arrives. Sister Abigail is concerned about her makeup, and flustered by Sister Abigail's focus on spiritual matters when their is practical urgency to be on time for the final team meeting before the outreach flies... Leer todo",-,Drama,le missionaire,2016
nan,-,Arnaldo Delehaye,"['Arnaldo Delehaye', 'Ettore Zito']",-,35,Drama,bruciate napoli,2016
87,8.0,Matan Yaniv,Matan Yaniv,"Merav is a girl from Karmiel that lives a simple life with her brother and mother. When her brother is being sick, her morality is tested while she meets a young boy that suggesting to help her dying brother.",16,Drama,brother,2016
nan,7.9,Todd Larson,Todd Larson,"Victor Le Duesbahge, a young and accomplished chef out of Cordon Bleu, meets two unlikely contestants in the battle for a grand prize of $10,000.",17,Drama,axed (halloween horror),2016
nan,-,Mehdi Barsaoui,Mehdi Barsaoui,"Baba Azizi is an old man, who has not been spared by illness. Passed around by his adult children, he finds himself at his daughter's for a couple of days. An ordeal is expected, but things will not go as he imagines.",19,Drama,khallina hakka khir,2016
nan,-,Jalan Lamichhane,Aayan Khadka,-,-,Drama,prapak doctor,2016
44,-,Yueh-Tzu Sun,Yueh-Tzu Sun,-,24,Drama,the door,2016
nan,-,Bruno Autran,Bruno Autran,"About memory, small gestures, emotions and superheroes. A minimalist portrait of the daily life of two elderly.",12,Drama,dueto,2016
nan,-,Milad Moore,"['Milad Moore', 'Peshang Rad']",-,17,Drama,30 rena dagar,2016
40,-,Aayush Joshi,Aayush Joshi,"'Mirror' follows the journey of antithetical twin brothers Ryan and Aaron. Aaron is hardworking and loyal to the British army, whereas Ryan is lazy and unemployed. After the continuous lecturing from Aaron and the turn of events, will Ryan change?",6,Drama,mirror,2016
-,-,Christopher Davison,Christopher Davison,-,-,Drama,the deal,2016
-,-,Daniel Gouveia,Daniel Gouveia,-,-,Drama,saudade,2016
nan,-,Lin Yi-Chuang,-,-,26,Drama,eyes wide,2016
nan,-,Robert Zerbst,"['Quynh Trang Chu', 'Linda Hartwig', 'Friedrich Schiller']",-,11,Drama,maria stuart,2016
nan,-,"['Benjamin Mc', 'Clain']",Jayde Kief,-,-,Drama,driving for a change,2016
nan,-,Tatiana Wisniewski,"['Jessica Daussenn', 'Felipe Nascimento', 'Claudiany Shutz']","Experiência cinestésica sobre os sentimentos entre um casal: Tristeza, Ódio, Amor e Alegria.",2,Drama,audire. videre. sentire.,2016
64,-,Patrick West,Patrick West,A wannabe astronaut discusses his hopes and dreams ignorant to the fact that he will be dead by morning.,2,Drama,all in good time,2016
nan,-,Alberto Carpintero,Alberto Carpintero,-,4,Drama,ciegos,2016
-,-,"['Consuelo Cipriani', 'Matteo Vanni']","['Consuelo Cipriani', 'Matteo Vanni']",-,12,Drama,l'immutabile divenire - the unchanging become,2016
nan,-,Jessie Rodríguez,"['Paola Scarfullery', 'Marta Sánchez', 'Héctor Pittman Villarreal']","Directed by Jessie Rodríguez, SOMETHING WE WERE NOT EVEN SEEKING is an exciting short film that tells the story of Isidro, a man that has been locked up within his town and himself for 72 years. One day he decides to open himself up to the world and rediscover life. The causer is a mysterious woman called Matilda whom he keeps correspondence through poems and postcard... Leer todo",-,Drama,algo que ni siquiera buscábamos,2016
nan,-,Narendra Nath,Narendra Nath,The story of a sex worker 'Mona' and how her life changes when she interacts with a seven-year-old boy.,14,Drama,on mona's birthday,2016
nan,-,Narendra Nath,Narendra Nath,'Excuse Me..I Love You!' is a drama around Romance with a phenomenon of 'What goes around comes around'.,12,Drama,excuse me i love you!,2016
-,-,Tomás Gómez Bustillo,Tomás Gómez Bustillo,-,-,Drama,flight,2016
nan,7.8,"['Taysir Mathlouthi', 'Andrien Pernin']",-,"Magda and her four friends form a band. Young musicians misfits, living by wandering, as talented as lazy, as electrifying as immature, whose soft madness sometimes generates great violence. Yet a desire, more and more pronounced, torments Magda : to give to the group a path rather than a voice.",14,Drama,zone,2016
nan,8.5,Emna Bouyahia,-,A gang of students pulls an elaborate scam to make some money until they find themselves caught in their own gimmick.,25,Drama,lila kalba,2016
nan,8.5,Mohamed Kaïs Zaied,-,"In a narrow and almost empty room, a man begins his day. His gestures, precise and mechanical, testify of a deep routine without any other indication. The man begins the reading of a book and takes us deep into the confusion between the fiction of the book and his own reality. Throughout the pages, the truth comes to light.",9,Drama,taliq,2016
-,-,Narcisse Wandji,"['Françoise Ellong', 'Narcisse Wandji']","Richard MEKA , former CEO of « NTEP and SON « is imprisoned in MABIDO detention center where he is awaiting trial in vain for 4 years. He saw this as a real torture , but what gives him the strength to endure , it is his son , Martin Meka , who is also his lawyer.",14,Drama,walls,2016
nan,9.0,Raya Bouslah,Raya Bouslah,"Married for three years, a young couple suffers from the monotony of everyday's life. With the lack of communication, their love is put to the test.",17,Drama,rouge sur blanc,2016
nan,-,"['Boran Güney', 'Erhan Yürük']",Yigit Sertdemir,-,-,Drama,sizo seyks,2016
nan,-,Georges Hazim,-,"Oscillating between love and instinct, two girls confront their incompatibility and struggle to remain close.",15,Drama,min rahem al-sama,2016
nan,-,Amro Ali,-,"During the ongoing war in Syria, an old man falls into a coma. His young son lives in a struggle between his own ambitions and his commitments toward his old sick father.",16,Drama,al-ghaybouba,2016
59,-,Indranil Banerjee,Indranil Banerjee,"Mirage means an optical illusion caused by atmospheric conditions, especially the appearance of a sheet of water in a desert or on a hot road caused by the refraction of light from the sky by heated air.",4,Drama,the mirage,2016
nan,-,Ruslan Sorokin,Ruslan Sorokin,-,8,Drama,nochnaya smena,2016
nan,-,Ruslan Sorokin,"['Andrew Bird', 'Alan Price', 'Maxim Reality']",-,21,Drama,korol lir,2016
-,6.0,Naftali Beane Rutter,Naftali Beane Rutter,"A young man hides in the bathroom after a school shooting, shaken by what has just happened and trying to come to grips with the event. But soon he discovers he's not alone.",-,Drama,wild animals,2016
-,-,Damien Foley,-,-,-,Drama,sand,2016
nan,-,Amir Hashmi,Sukhdeep Singh Sukhi,-,4,Drama,mirror of the clean india,2016
nan,-,Khdiwi,Khdiwi,"Into the wine, A night between social relations and a young woman who lives alone, experiencing difficulties in her social life, away from all means of communication, and any one i her social circle wants to say some thing to her haven't anything to do just leave a letter down the door of her house, she avoids to face until she gets totally into the wine.",4,Drama,the goodbye wine,2016
-,-,Kaneeka Patel,Kaneeka Patel,-,8,Drama,around the corner,2016
nan,-,Dinis Leal Machado,Dinis Leal Machado,-,-,Drama,sentir os ombros,2016
nan,-,Dinis Leal Machado,Daniel Leal Machado,-,37,Drama,terra nuclear,2016
nan,-,Zachary Ayotte,Zachary Ayotte,"A prequel to ""Just A Feeling (2016)"", the film follows two young lovers who embark on a trip that will eventually lead them to heartbreak and murder.",5,Drama,l'hiver le plus froid,2016
nan,-,Zachary Ayotte,Zachary Ayotte,"After many years together, a dysfunctional couple spends some time apart, each of them reminiscing to figure out what went wrong in their relationship. And who is to blame.",6,Drama,just a feeling,2016
nan,9.4,Michelle Beltran,Michelle Beltran,-,-,Drama,buenas noches dia,2016
nan,-,Sree Chaitu,Sree Chaitu,"This film revolves around Pravallika an independent woman who tries to hide herself due to some circumstances and later realizes what she is meant to be. This is not just a film ,but its a moment which will make people think and relate about themselves.",25,Drama,raagam,2016
nan,-,Sree Chaitu,"['Sree Chaitu', 'Drithin']",-,-,Drama,jallu,2016
nan,-,Morgan Szymanski,Morgan Szymanski,What happens when you throw a corps into a den of vipers? Mystery and suspense in this thrilling short film.,-,Drama,a killing,2016
nan,7.1,Constantin Popescu,Alina Apostu,"Andreea decides to follow her heart and visit Ninel, a guy that she has met online, although she hardly knows anything about him and in fact has never even seen him.",26,Drama,ninel,2016
25,-,"['Rodrigo Menen', 'Miguel Ángel Muñiz']",Miguel Ángel Muñiz,-,6,Drama,apariencias,2016
-,-,Elston Wong,"['Michael Maddeaux', 'Elston Wong']",-,6,Drama,hold,2016
86,-,Miguel Ángel Muñiz,Miguel Ángel Muñiz,-,4,Drama,inevitable,2016
nan,-,Zura Chakhunashvili,Zura Chakhunashvili,-,9,Drama,dick laurent is dead,2016
nan,-,Michal Materna,Michal Materna,-,20,Drama,perseidy,2016
nan,-,Mateusz Czuchnowski,"['Mateusz Czuchnowski', 'Marcin Wierzchowski']","The protagonists of the film are a father and his son. The man is struggling with basic financial problems and his child has diabetes. They are refugees who left a closed immigration center, trying their luck and looking for a quiet place to live in Warsaw. They find a desolate square where they occupy a trailer, as their temporary home. Their appearance, however, tri... Leer todo",17,Drama,sen o warszawie,2016
nan,-,Piyush Srivastava,Pardeep Kumar,-,-,Drama,unicef #fairstart,2016
nan,7.1,Sameh Alaa,Sameh Alaa,-,11,Drama,the steak of aunt margaux,2016
nan,-,Jan R. Wagner,Jan R. Wagner,-,15,Drama,"nicht hier, nicht da - not here, not there",2016
nan,-,Nick Azzaro,Nick Azzaro,"Set in a near future, Cry Room tells the story of a tormented young man who has lost his identity, and looks for help in a place where suffering people can let go of all their agony, and eventually find peace.",5,Drama,cry room,2016
nan,-,Damian Kocur,"['Damian Kocur', 'Yulia Yukhymets']","Ania comes out of prison on her first thirty-hour leave. At home, her husband and toddler son are waiting for her arrival. Everything is prepared - the whole family is to leave the country during Ania's time out of prison. Before the escape, she decides to once again meet the family of the person that she killed.",21,Drama,powrót,2016
nan,-,Alexandre De Bellefeuille,Alexandre De Bellefeuille,-,9,Drama,comment par un beau matin d'avril,2016
0,-,Nesma Zazou,Nesma Zazou,A European Muslim girl faces intensive incidents of bullying on her way back home in London after 2015 Paris terrorist attack. She meets an angry young man who vents out all his negative emotions about the incident on Facebook in a status.,-,Drama,status update,2016
nan,-,Emraanakbar Enamdar,-,"The film revolves around the story of a girl who single handedly manages to be a breadwinner for her family and also thus take care of her boyfriend ( Karan ) who is unemployed and depends on her heavily , karan does all time of wrong doing with her money including doing drugs . one fine day he is just catching up with his friend as he see's the ring that his friend h... Leer todo",-,Drama,girls revolution,2016
nan,-,Emraanakbar Enamdar,-,-,-,Drama,poke go,2016
nan,-,Dee Dogan,Dee Dogan,Berivan is a self-determined young women who is stuck between her own desires and the expectations of her culture. Berivan's determination to move out of her family home to lead an independent life leads to unforeseen complications.,12,Drama,a loss,2016
nan,9.2,Sélim Gribâa,Sélim Gribâa,"Zeineb is a young woman who, being distracted by a camera crew, finds herself through a mysterious street in the Medina. Before her stands a gate that she and her friend Mourad have to pass through.",12,Drama,bab jedid,2016
