puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
nan,-,Sayoko Akutsu,Sayoko Akutsu,"Since 360 years ago, back in Edo era in Japan, OFUKU has been searching for her mother. Strong faith in her mother's words made OFUKU live over her life-span as a human being.After parting with her mother, OFUKU, with love and sorrow, had been a wanderer.",15,Drama,ofuku: separation,2020
nan,-,Lina Jalala,Lina Jalala,"After being sexually assaulted by her boyfriend's best friend, a college student is terrified that this can be turned against her if she speaks up. She has no proof and he studies law.",10,Drama,hear a no,2020
40,-,Jess Taylor,"['Christianna Mershon', 'Jess Taylor']",Two girls take justice into their own hands after friends and counselors brush aside their accusations of sexual assault.,12,Drama,satisfaction,2020
nan,8.0,Michael Shumway,Lex Hogan,"A farmer wakes up one morning to an unexpected apocalypse. As the last man alive, he decides to throw caution to the wind and start living his very best life.",-,Drama,the last queen on earth,2020
nan,-,Rafael P. Basáñez,Rafael P. Basáñez,Convinced by her best-friends a newly-engaged young woman is about to have her life turned upside down after having her hand read by a chirologist.,11,Drama,they never lie,2020
86,-,Daniel Drummond,Daniel Drummond,"When a junkyard worker comes across a dead dog in her family's property, a burning sense of obligation compels her to give it a proper burial.",16,Drama,salvage,2020
nan,-,Aaron Cabrero Jr.,Aaron Cabrero Jr.,A detective is sucked into a mystery a woman ventures beyond dreams and reality.,15,Drama,anxietus,2020
nan,-,Corentin Rousseaux,"['Nathaniel Grabli', 'Kally Remond']",-,19,Drama,drop,2020
nan,-,Phillip Youmans,Phillip Youmans,"Upon immigrating to New York, a West-African mother finds comfort in the dresses her daughter makes for her.",15,Drama,nairobi,2020
nan,-,KT Walker,Jalisa Brown,-,-,Drama,the color of midnight,2020
nan,-,Jenna Harder,Jenna Harder,A darkly comedic look at a day in the life of a struggling actor and the unique ways she deals with the pressures of the industry.,-,Drama,whenever you're ready,2020
nan,-,Prithwish Barman,Prithwish Barman,A guy is stuck in a traffic jam in a cab. He is getting late for an event where his sole motive is to meet and have a conversation with this one girl who he has been dying to meet. The companion to his misery is the cab driver who wants to get back home to celebrate his anniversa... Leer todo,11,Drama,aur kitna time lagega,2020
nan,-,Gabriel Athanasiou,Ioanna Kaltsidou,"In a small Greek village a frustrated woman in her 40s, Anna, can not handle her husbands' cheating anymore and decides to take revenge.",-,Drama,before the rooster crows,2020
nan,9.3,Keir Siewert,Keir Siewert,"Based on real accounts, a model takes matters into her own hands to expose a serial predator in the photography world.",-,Drama,portrait,2020
nan,1.0,Ben Wicks,Adele James,"A short film that follows Rachel, a young woman on a night out with her best friends and her crush, that changes her life irreversibly.",6,Drama,"post-you, me",2020
37,-,"['Carlie Mc', 'Cann']","['Carlie Mc', 'Cann']","Faced with the challenge of foreclosure of her home, a painter Sylvia is confronted with staying or leaving it all behind.",15,Drama,sylvia,2020
nan,-,"['Joe Laporte', 'David Liehn']",Matthew Dennis Lewis,Sins Unveiled documents the primal fear that small towns and small minds often resort to hate and violence when confronted with the unknown.,-,Drama,sins unveiled,2020
nan,-,Ryan Phoenix,Ryan Phoenix,"Two German soldier brothers, part of the Nazi machine with two very different hearts. This short black and white film noir is not intended to be a political piece but a story about humanity.",5,Drama,ein man stande,2020
nan,-,Alejandro Marcos,Alejandro Marcos,A billionaire fashion business-woman that finds a hard worker wannabe living under her bed. The theme is a metaphor about the income inequality (1% of the population holds 60% of the wealth).,25,Drama,the aboves and the belows,2020
39,-,Andrew Ball-Shaw,Andrew Ball-Shaw,"With a mostly memories-based existence, of a person finding health deterioration difficulties. Whilst knowing the colour purple does not exist in the spectrum. These similarities combined provides an interpretation of living with dementia.",-,Drama,lavender,2020
nan,-,Dave Rodkey,Dave Rodkey,Two siblings discover that their father is marrying their best friend at a disastrous Easter dinner.,15,Drama,the place of the skull,2020
nan,6.3,Mohammad Hormozi,Mohammad Hormozi,Music is the language of the human soul.,16,Drama,inner self,2020
nan,-,Luisa Novo,Luisa Novo,"Camila's world seems perfect on the outside, but appearances can be deceiving. A book is her only escape, but it can be dangerous to keep a secret.",16,Drama,o mundo aqui dentro,2020
nan,-,"['Katherine Harold', 'Celtill Jalaber']",Katherine Harold,Short film speaking on marital issues in the 1950's as the wife seeks more independence and recognition within the relationship. Story loosely inspired by Henrik Ibsen's play 'A Doll's House'.,7,Drama,la lettre,2020
nan,-,Ross Syner,"['Dan Francois-Smith', 'Ben Keen', 'Ross Syner']","Incredible and untold WW2 true story! Jean Francois, carries out a death-defying escape from one of Nazi Germanys infamous prisoner of war camps.",14,Drama,francois,2020
nan,-,Erik M.G. Fox,Erik M.G. Fox,A hitman does one last job to get home before he deteriorates completely.,12,Drama,32 goldfish,2020
-,-,Panji Kaonga,Stephen Maddox,"When life couldn't get any worse, Jack finds he is flying from Glasgow and not Gatwick. Attempting to catch a last minute train from London he is confronted with where he is at in life by passengers he doesn't want to be sat with.",11,Drama,journey,2020
42,4.2,Katie Boland,Katie Boland,Identical twin performers are forced to reckon with their fame when a sex tape threatens to tear them apart.,9,Drama,twins,2020
29,-,Dave Bean,"['Kenneth T. Griggs', 'Robert Dominick Jones']","A father and son, both military veterans, blame each other for the death of another family member who was killed in battle.",18,Drama,footsteps,2020
nan,-,Marlon Morales,Marlon Morales,-,5,Drama,días negros,2020
65,-,Jennifer Berry,Jennifer Berry,"During a time of urgent climate crisis, a poor Native American nurse and a wealthy trophy wife meet for an exchange of supplies. A fragile friendship forms when they realize they have more in common than differences.",-,Drama,the exchange,2020
nan,-,Justin James Remeikis,William C Cole,"LOVE LONELY A story based on the novels by William C. Cole 'LOVE LONELY' and 'WHO LIES BESIDE ME'. Billionaires, Unconditional Love, Desire, Temptation, Horseracing, Deceit. Influenced by so many forces pulling them apart David Watson, and his beautiful, influential wife Sandy, r... Leer todo",-,Drama,love lonely,2020
nan,7.5,"['Luther Clayton', 'Orion Eshel']","['Luther Clayton', 'Orion Eshel']","Two young boys with a brotherly bond are discovering the beauty hidden in their world; in nature, music and language. But soon must battle to retain it when it is threatened by one uncontrollable act of violence.",15,Drama,man of the harvest,2020
nan,-,Malte Wirtz,Malte Wirtz,"By accident Bastian meets Isabell in the elevator, he writes secretly his telephone number on one of her cigarettes. In the morning she smokes the cigarette and accidentally destroys the chance to contact him again. She goes to a radio station of which she knows he is listening t... Leer todo",11,Drama,nur ein augenblick,2020
49,8.0,Christopher Jason Bell,Christopher Jason Bell,Two men design and build a detention center.,9,Drama,boundaries,2020
nan,-,Andy Siravanta,Alex May,"Natalie is an on and off recovering heroin addict. As she struggles through withdrawals in a secluded motel, hoping it will stick this time, she is plunged through memories of the relationship she let fail months ago.",12,Drama,recover,2020
nan,-,Paddy Hay,Paddy Hay,"Overwhelmed by society, a young man drifts from the bustle of the city streets to an urban bushland, where he encounters a fellow outlier.",16,Drama,cuckoo roller,2020
82,9.0,Richard Hunter,Richard Hunter,"Set on the coastal town of Dungeness, skeletons tells the story of Rose, an aging sex line worker, who attempts to escapes a loveless marriage after she falls head over heels for a rotting corpse.",20,Drama,skeletons,2020
nan,-,Aneel Ahmad,Aneel Ahmad,"6 interwoven international stories about dependency, be that love, drugs, work, companionship.",13,Drama,dependence,2020
54,-,Tiffany Joy Taylor,"['James Michael Douglas', 'Mary Lockwood']",An amateur boxer must overcome her family's discouragement to seek a career in pro boxing.,-,Drama,jericho,2020
nan,-,Gareth James,Gareth James,"A young woman in 17th century Scotland is accused of witchcraft, after demonstrating a propensity for natural remedies and independent, strong-willed behaviour.",18,Drama,the burning of mary,2020
nan,7.5,Jason Allen,Jason Allen,"This 1970's crime drama focuses on Danny Landowski. A husband and a father to some, he is really a selfish, pool hustling criminal on the streets of Detroit who never got out of the game. With the help of his partner, Chris, he may have just found his way out - with one last job.",-,Drama,road runner,2020
nan,-,Sreemoyee Bhattacharya,Taranjit Kaur,"This film captures a woman's journey, as she explores her sexuality and her relationships, good and broken. A film that talks about not looking for love outside, but within.",-,Drama,love sex soprano,2020
nan,-,Lidiya Korotko,Sydney Sainté,"Amidst the Coney Island backdrop of fireworks on July 4th, 1949, Della, a battered, young black woman leaves her husband in pursuit of a brighter future. Her courageous journey leads her to find an unlikely ally named Mishka, on the white side of town. Though their paths cross in... Leer todo",-,Drama,bombs bursting in air,2020
nan,-,Abhishek Samariya,Abhishek Samariya,"A surreal dark comedy, set at a funeral, narrated by a cat.",11,Drama,john mortonson's funeral,2020
nan,-,Henry Czerwonka,Henry Czerwonka,A woman plagued by her past gets a chance to revisit her earliest memories.,26,Drama,analog rainbow,2020
nan,-,Brian Knight,Brian Knight,-,-,Drama,the peace of wild things,2020
nan,7.2,"['Steven Chatterton', 'Mark Arrigo']","['Steven Chatterton', 'Mark Arrigo']","'Adnan' is the story of an imaginative ten year old Syrian refugee boy who has had to flee his home country with his mother after the rest of their family were killed and their neighbourhood destroyed. Now settled in the UK, he must use all his creativity to break through his mot... Leer todo",15,Drama,adnan,2020
nan,-,Jeremy Lutter,Ryan Bright,"Einar, an addict recently abandoned by his wife and five year-old daughter. As he fights to go clean in their ocean side home, Einar is haunted by an uninvited stranger.",15,Drama,we came from the sea,2020
nan,-,Jacob Stuart,Jacob Stuart,"A 30-year-old inebriated American, who smuggles firearms into Ciudad Juárez as his occupation, stumbles upon a young Mexican boy separated from his mother during an attempt to cross the border. In search of a path to reunite the pair, the American hesitantly agrees to conceal the... Leer todo",-,Drama,from gringo to grave,2020
nan,-,Noel Vinson,"['Noel Vinson', 'T.C. De Witt']",A man with a bounty on his head joins a game of high stakes poker against three strangers who bet with more than just money and have plenty of time to kill.,29,Drama,dusters,2020
nan,-,Kyle Bastin,"['Kyle Bastin', 'Marcos A. Garcia Padilla']","""One Last Time"" tells the story of Henry Bennett, a debt collector with one last job to do before he is free from his greedy employer, Mr. Otto. When Henry encounters a struggling family on their last leg, he must decide to take their money and be free, or let them go and face th... Leer todo",15,Drama,one last time,2020
nan,-,Anastasi Soldatenkova,Anastasi Soldatenkova,Two students rent an apartment in the city. Their meeting was happenstance. Freedom unfolds in a rather different way through the perspective of a roommate.,12,Drama,on the mind,2020
nan,-,Jonathan Rogers,Jonathan Rogers,-,-,Drama,beach town,2020
nan,-,Jonathan Borgel,"['Jonathan Borgel', 'Marguerite Duras']",A short story about the incestuous relationship of brother and his sister Agatha returns to the seaside resort of her childhood in Normandy with her six-year-old son Honoré after years of absence.,17,Drama,une journée à la mer,2020
nan,-,Jithin Lal,Christy Sebastian,Maravairi accentuates queer pride and celebrates Diversity and Inclusiveness. We embrace the bold legacy of LGBTQ while attempting a conceptual divergence from usual portrayal of Indian Classical Music.,-,Drama,maravairi,2020
nan,-,Aaron Yeger,"['Brynn Byrne', 'Aaron Yeger']","In a near-future where everyone must pass a test to get their Adult License, an unlicensed 28-year-old, forced to live in a dorm, regains his self-worth when he comes to the aid of his younger brother who gets into trouble after getting his license at 16.",20,Drama,unlicensed,2020
nan,8.0,"['Anabelle D. Munro', 'Leanne Melissa Bishop']","['Leanne Melissa Bishop', 'Anabelle D. Munro']",A dangerous game of fire begins when an Elite level gymnast and her Coach become entangled in a web of psychological damage.,16,Drama,the weight of perfection,2020
nan,-,Todd I Gordon,Todd I Gordon,"Henry, a septuagenarian cross-dresser, finds his life abruptly changed when Dolores, his closest friend and long-time co-worker, dies suddenly. Henry is not only excluded from the funeral, but forced to come to terms with losing the only person who truly accepts his cross-dressin... Leer todo",16,Drama,old hen,2020
nan,7.7,Helen Alexis Yonov,Helen Alexis Yonov,"A lonely postman (Gilbert) secretly recreates postcards for a woman (Aurore) on his postal route when her boyfriend's homemade postcards stop arriving from his travels around the world. With the help of his friend Mr. Rostalle, (Paul Dooley) a blind widower and retired literary p... Leer todo",23,Drama,the gesture and the word,2020
nan,-,Mark Datuin,Mark Datuin,Maria and Milo have always had a peculiar mother-son relationship that had never been questioned. That is until one day its limit is exercised.,14,Drama,limited,2020
nan,-,Paola Manno,"['Paola Manno', 'Sergio Recchia']",-,15,Drama,l'abbraccio,2020
nan,-,Frances Wilkerson,Frances Wilkerson,"Red, a once famous clown, lost his 6-year old son 2 years ago. He continues to blame himself for the loss. He is currently a small-time party clown, but the majority of the time he is too bitter and intoxicated to be effective.",18,Drama,red,2020
nan,6.5,Justin Robinson,Justin Robinson,"A grief-stricken widow calls on all the powers that be, just to see her late husband one last time.",11,Drama,snowbirds,2020
nan,-,Inga Lísa Middleton,Inga Lísa Middleton,"Karen, a 9 year old Icelander has always wanted to meet her London based actor father. Having fantasied about him for years, she realizes when they meet that he's perhaps not the father that she had wished for. This uncomfortable experience gives Karen both the strength and confi... Leer todo",-,Drama,óskin,2020
nan,-,Orit Novak,-,From poverty to principal. A story about one of Australia's most talented ballet dancers.,22,Drama,chen,2020
nan,6.2,Aycil Yeltan,Aycil Yeltan,"A homeless, hearing impaired Gala and her journey finding a life purpose through art.",15,Drama,topanga,2020
nan,-,Leonardo Dell'Olio,"[""Leonardo Dell'Olio"", 'Gianluca Perrino']",A woman's hair clip in Mario's room becomes an obsession to the young man who can only be quieten down by the sea.,13,Drama,deep into the sea,2020
nan,-,Arthur Vincie,Arthur Vincie,"A short film about love, grief and board games.",7,Drama,cosmic playtester,2020
nan,-,Kasey Quinn,Kasey Quinn,Shelly's special night goes awry when an unexpected visitor arrives.,-,Drama,fantasy,2020
71,-,Justin Bromley,Justin Bromley,"After her new cellmate targets her, a shy, quiet girl in prison struggles to defend herself.",10,Drama,isolation,2020
nan,-,Milda Baginskaite,Milda Baginskaite,"When no one shows up at her birthday party, eighteen-year-old Agnès makes all the wrong choices.",11,Drama,pink pool,2020
nan,8.6,Andrew Krakower,Andrew Krakower,"Best-friend child monks living in a Buddhist monastery begin receiving small donations for performing prayers, only to find their friendship tested over how to spend it.",15,Drama,yarne,2020
nan,6.3,Andree Ljutica,Andree Ljutica,"When Paul shows up unannounced, he catches Benny off guard, throwing their first encounter into an agonizing seventeen minutes of posturing, captured in a single take and leading to Paul revealing his true motivation.",18,Drama,how to say i love you at night,2020
nan,-,Paige Irene Bruns,Paige Irene Bruns,"Written and directed by Paige Irene Bruns, Anchor tells the story of Haleigh (Sierra Green), a bright and independent college student focused more on her academics than making social connections. Her best friend Cam (Sergio Myers) is a soon to be National swimmer and highly regar... Leer todo",8,Drama,anchor,2020
nan,-,David D. Perez,David D. Perez,A grieving man living life in the midst of the corona-virus quarantine finds himself fascinated by a women he meets online who looks similar to his deceased wife.,-,Drama,king daniel,2020
nan,7.2,Alies Sluiter,Alies Sluiter,"An escaped asylum seeker encounters a man on a rural beach, and must decide whether to trust him, or attempt the 400 km journey to the nearest city on foot and alone.",16,Drama,ayaan,2020
14,-,"['Nidheya Suresh', 'Ahlan Williams']",Ahlan Williams,-,-,Drama,for better or for worse,2020
nan,-,Brandon Colby Cook,"['Ray James', 'Violetta Pioro']","Stuck in the friend zone, a young woman secretly attempts to win her BFF's heart by helping him hatch a scheme that will end his cheating fiancée's steamy affair.",14,Drama,the love prank,2020
nan,9.1,Jon Addison,Jon Addison,A woman who dedicates her life to rehabilitating former slaves must take her work to the front line in order to free an enslaved girl.,27,Drama,property,2020
nan,8.8,Dan Dobi,Dan Dobi,"When a couple having an affair with one another decides to pursue their relationship to the next level, breaking up with their partners poses to be harder than expected.",24,Drama,you are my person,2020
nan,8.6,Roy Arwas,Roy Arwas,"After serving 10 years in the Marines, Tom returns home to find out that his estranged abusive father, Richard, who has Alzheimer's, does not remember him.",20,Drama,clarity,2020
nan,6.6,Ronnie Henry,Ronnie Henry,It is the anniversary of the death of Bruce Wayne's parents and he has serious doubts about his calling.,-,Drama,the confessions of the bat,2020
nan,-,Paula Lázaro Montoliu,"['Paula Lázaro Montoliu', 'Iván Serra']",-,-,Drama,rojo,2020
nan,-,Don Close,Don Close,A old man's special day of love and loss.,17,Drama,in my eyes,2020
nan,8.9,Barnaby Blackburn,Barnaby Blackburn,An eight-year-old boy must give the eulogy at his father's funeral.,12,Drama,dad was,2020
nan,-,"['Nora Hawari', 'Patty Rowan']",Patty Rowan,A husband and wife are faced with the unimaginable task of burying their daughter.,-,Drama,there's no word for us,2020
nan,-,Jovan Atanackovic,Jovan Atanackovic,"A 15 year old girl who wants to be a famous instagram model, a 35 year old guy with a fetish and how their worlds collide.",11,Drama,#shootme,2020
nan,7.1,Arjun Rose,Laura Whitmore,"Young mother Claire struggles to keep her life together while attempting to present a mask of strength against the judgement of the outside world. But she hides a heartbreaking secret, and sometimes accepting the truth is not an option.",13,Drama,sadhbh,2020
nan,-,Jana N.,Jana N.,-,22,Drama,"happy birthday, my love",2020
nan,-,"['Adam Bastin', 'Jake Mason']",Brandon Shears,"The passing of time is not forgiving, as Nicholas and Charlotte discover when they stumble across a remote lake as kids.",-,Drama,fleeting,2020
nan,-,Alix Oliver,Malik Bell,"Unfortunate events fill an innocent young girl's life. Abandoned at birth by her father and losing her mother during labor, Marie is raised by her grandfather. Regrettably, he succumbs to a terminal illness when Marie is only 10 years old. Although things seem brighter when she i... Leer todo",12,Drama,little marie,2020
nan,-,Cedric Gegel,Cedric Gegel,A repentant survivalist attempts to keep himself and his young companion alive in a post-apocalyptic world where his former raiding group is waiting behind every tree. Can they survive long enough to find a better future?,-,Drama,new exodus,2020
nan,-,Warren Sheppard,Warren Sheppard,A young lady tries to reconnect with her father after a life altering decision.,14,Drama,fathers/daddies,2020
nan,-,Travis Hanour,Travis Hanour,A young widower faces the death of air travel and the infancy of teleportation in a corrupt and turbulent near-future world.,14,Drama,porter,2020
nan,-,Kevin Vu,Kevin Vu,Two sisters at an all-women's school find their close relationship and lives being torn apart under mysterious circumstances.,17,Drama,perfect as cats,2020
29,6.0,Jono Seneff,"['David Hudson', 'Jono Seneff']","When a neighbor's horse goes missing in their small Appalachian valley, Caleb must cover for his autistic brother Russell.",14,Drama,dig,2020
nan,6.3,Matthew Puccini,Matthew Puccini,"Marco cuts class to spend the afternoon with his boyfriend, Graham. Things do not go as planned.",11,Drama,dirty,2020
nan,-,Zev Aaron,-,Man goes shopping: a messianic reckoning. A one-person narrative shot on 16mm exploits religious themes to raise a question concerning modern technology.,6,Drama,orchards,2020
nan,-,Matti Mustonen,"['Olli Kannaste', 'Matti Mustonen', 'Anna Rantanen']",Larzan's tranquil afternoon in the jungle is disrupted by strange phenomena.,7,Drama,larzan,2020
nan,-,Ahmed Al Shamandy,Ahmed Al Shamandy,A man haunted by tragedy seeks redemption.,-,Drama,going,2020
nan,-,Neo King,Neo King,A man with severe anxiety sees the world through the fake lenses that distort our reality into emotional destruction.,-,Drama,shaded,2020
nan,-,Dan Whitehead,Dan Whitehead,"Tom is a 20 something guy who just finds himself lost. He graduated from college where he followed his passion for four years, and now can't seem to convince anyone he's right for them. Through his struggles, Tom learns about the challenges of life, and the uncertainty of what's ... Leer todo",13,Drama,life undefined,2020
nan,6.0,Julian Acosta,"['Julian Acosta', 'Antonio Macia']",An argument between two families in a thrift store erupts into a full-scale brawl.,8,Drama,what bitch?,2020
nan,-,Cheryl Isaacson,Alyssa Michelle,"A jaded young actress ends her day at a budget motel where she must face her choices. Dedicated to the invisible woman of the ""Time's Up"" and ""Me Too"" movements.",-,Drama,safety work,2020
nan,-,Sandro Hernández,Sandro Hernández,"Metafísica follows Alex, a 28-year-old man, as he tries to move on with his life while reminiscing about the past, 157 days after his last breakup.",6,Drama,metafísica,2020
nan,-,Teva Cheema,Teva Cheema,A man visits his newlywed brother and sister-in-law and masturbates on their bed.,15,Drama,blown joan,2020
nan,7.3,Mark Rosenblatt,Mark Rosenblatt,Confusion escalates when a little girl thinks she sees her beloved family cleaner steal a precious ornament.,14,Drama,ganef,2020
80,-,Jonas Piechnik,Jonas Piechnik,"""An expectant father who is stranded in financial trouble teams up with a childhood friend and starts selling steroids in order to fix his life""",15,Drama,juice,2020
nan,-,Jonny Dixon,Dustin Bowcott,Blind art dealer scams an unsuspecting client with blank artwork.,-,Drama,the invisible collection,2020
nan,-,Ignacio Walker,Ignacio Walker,A young man takes a journey of self discovery with an unexpected realization.,11,Drama,desolación,2020
nan,-,Aastha Verma,Aastha Verma,A young Indian woman challenges her society's patriarchal traditions in order to give her deceased grandmother her last rites.,6,Drama,the last rights,2020
nan,-,Stefánia Lovasová,Stefánia Lovasová,Short drama with elements of comedy exposing author's point of view on contemporary communication and relationships issues.,25,Drama,only plastics and diamonds are forever,2020
nan,-,"['Glenn Garrabrant', 'Nathan Faught']",Glenn Garrabrant,A sister visits her disabled brother and finds that he is on a downward spiral.,16,Drama,cal & amy,2020
nan,6.4,Hugo Diego Garcia,Hugo Diego Garcia,-,-,Drama,cagnolino,2020
nan,7.0,Alejandro Lobo,Alejandro Lobo,-,14,Drama,"jonás, 18",2020
nan,-,Matt Andringa,Matt Andringa,"Exploring the duality between friendship and loneliness, David tries to reconnect with his childhood best friends as they search for something to do in their small suburban town.",-,Drama,an ode to solitude,2020
nan,6.5,Jon Alston,"['Jon Alston', 'Ayinde Howell']","Augustus, a literate escaped slave masquerading as a free man in Massachusetts in 1841, experiences nightmares of his son's death and a future that resembles the struggles of his own time. Shaken to his core, Augustus realizes the horrors of slavery and racial inequalities will c... Leer todo",17,Drama,augustus,2020
-,6.4,Igor Stekolenko,"['Olga Reka', 'Igor Stekolenko']",A young talented surgeon loses a patient for the first time in his practice and struggles to accept death as a part of his profession.,13,Drama,from now on,2020
nan,-,Anabella Funk,Anabella Funk,A young woman must choose to save her marriage or her life.,6,Drama,apartment 308,2020
nan,-,Mina Maniska,Mina Maniska,"Richard wanted to have it all, but some things just aren't possible.",-,Drama,my name is richard,2020
nan,-,"['Arkadij Khaet', 'Mickey Paatzsch', 'Katrin Gärtner']",-,"21-year-old Alina is an intern on the set of the scripted reality show 'Madly in Love' and prepared for her first day in pleasant anticipation. But her motivation receives a damper when she witnesses the way has-been director Marc treats his team. Under his rule, abuse of power a... Leer todo",33,Drama,alina in wonderland,2020
-,-,King Louie Palomo,"['Dani Alvarado', 'King Louie Palomo']","Nene is in her eighties. She is an accomplished, retired painter. Her daughter lives in the city with her family. On her last day, she attempts to finish the final painting of her lifetime.",19,Drama,nene,2020
nan,-,Magdalena Lauritsch,Magdalena Lauritsch,"In his job, delivery boy Karim meets Brigitte, a customer who wants to live out her power status on him. Afraid to lose his job, he must play along with her perfidious game. When her mother, who is suffering from Alzheimer`s disease, joins in as well, the situation plunges into c... Leer todo",19,Drama,we deliver a smile,2020
12,5.6,Valentin Merz,"['Valentin Merz', 'Claude Muret']","Louis is spending the summer in his boyfriend Paul's family house, hidden in the depths of the French countryside. It is very hot, the house is empty and the two lovers are alone. They make love, play, go for walks, make love again and sleep, at night and sometimes during the day... Leer todo",19,Drama,dream on,2020
nan,-,"['Andrew Twyman', 'Andy Twyman']","['Andrew Twyman', 'Andy Twyman']","The story of Him, a young Nigerian kid who has just moved to London. One day he meets Nikki and falls head over heels. The only problem is that they don't speak the same language.",9,Drama,olve,2020
nan,-,Elise Lamb,Elise Lamb,A glimpse into the daily life of carers for the disabled from a sibling's perspective.,15,Drama,skin & blister,2020
nan,-,Stephanie Barber,-,"In 1985 the great soprano Leontyne Price sung the title role in Verdi's Aida as her farewell opera. After the 'O patria mia' aria, the audience breaks into applause. 'Oh My Homeland' is the third in a series of minimal single shot 16mm films I'm currently building. It's a film ab... Leer todo",4,Drama,oh my homeland,2020
nan,6.5,Jason Bradbury,Edward Cripps,A tense encounter between a young man in distress and his reluctant saviour.,-,Drama,isaac and the ram,2020
nan,7.5,Moinak Guho,Moinak Guho,"An old couple plead guilty of what they think is a crime, to pursue a long cherished desire.",33,Drama,an irrelevant dialogue,2020
82,-,A.J. Bermudez,A.J. Bermudez,"In the aftermath of a career-ending surgery, rising star physician Joseph Reyes returns to the dark, crime-ridden neighborhood of his former life and discovers a new calling as underground surgeon for the brutal gangs of inner Baltimore.",-,Drama,nightingale,2020
nan,5.5,Kim Tran,Kim Tran,"A young woman is caught in a lie by her suspicious mom. With tensions already high from recently losing a loved one, their relationship unhinges.",9,Drama,zoe and hanh,2020
nan,5.6,Antonio De Palo,"['Antonio De Palo', 'Piero Rossi']","2087. Vera and Roberta are two ""Abjurants"", meaning women who refused to adhere to the Eugenics Programme imposed by the Government and who have been consequently confined to an unknown location and used as test subjects. Their only purpose in life is recalling to mind their love... Leer todo",15,Drama,the abjurants,2020
nan,-,Delphine Leoni,Delphine Leoni,"In the Island of Corsica, Jeanne's everyday life flows more or less quietly since Lucien, her lover, has been murdered, three years ago.",25,Drama,la nuit est là,2020
nan,6.2,Stephanie Jaclyn,Stephanie Jaclyn,"After a devastating car crash involving her sister, Alice is left with only her grieving mother and buried memories of the event.",12,Drama,in the wake,2020
nan,-,Ying-Chen Shu,Ying-Chen Shu,-,-,Drama,sullivan,2020
nan,-,Liviu Monsted,Liviu Monsted,A darkly comic examination of one man's particularly serious existential midlife crisis.,12,Drama,how to quit,2020
nan,-,"['John De', 'Stefano Jr.']","['John De', 'Stefano Jr.Andrew Donato']","After returning home from the Armed Forces, a young Veteran attempts to revive his pursuit of a professional baseball career.",-,Drama,the battle at home,2020
62,-,Tiago Pimentel,"['António Miguel Pereira', 'Tiago Pimentel']",Nothing feels worse than being apart from yourself.,17,Drama,inside,2020
nan,-,Hilary Phillips,Greg Gibbons,"While kayaking on a lake with his wife, a man sees the beauty around him as a reflection of his longtime love.",9,Drama,getting late,2020
nan,-,Steffi Tupe,Steffi Tupe,One of Margo's most memorable days of being a young woman was just a day on a TV set and a series of silences with her mother.,15,Drama,margo,2020
nan,-,Bren Burke,Bren Burke,A dark comedy about man who finds himself in a maelstrom of gender politics and family conflict while seeking companionship in downtown Ottawa.,8,Drama,contributions,2020
nan,-,Juliette Poitras,-,"A taming game between a father and his daughter, after two years of absence.",8,Drama,avant que tu partes,2020
nan,-,Hamza Zaman,Hamza Zaman,A survivor finds that the locals are not so friendly as he desperately tries to make his way.,12,Drama,tribe,2020
nan,-,Joshua Knoller,Joshua Knoller,"When Harper, an aspiring journalist, is offered her dream job, she must confront her past in order to save the relationship with the girl she helped raise.",30,Drama,"you and me, me and you",2020
84,-,Kyle Fossé,Kyle Fossé,A young mother struggles through a custody battle over her daughter.,-,Drama,gaia,2020
nan,8.8,Federica Alice Carlino,Federica Alice Carlino,"1999, three teenage friends decide to organize a prank to be on TV, but things turn deadly. 20 years later the past comes back to haunt who's left..",-,Drama,the monster's club,2020
68,7.8,Aliza Brugger,Aliza Brugger,"Tillie's lonely life as a roadkill removal worker is destabilized when Wanda, a lively stranger, comes to town.",15,Drama,roadkill,2020
nan,6.9,"['Luke Daly', 'Nathan Fagan']",Nathan Fagan,"After an unprovoked assault, twenty-something Danny struggles to readjust to his old life.",21,Drama,flicker,2020
27,-,Jonathan Samukange,Jonathan Samukange,-,9,Drama,honest,2020
nan,6.9,Nina Ognjanovic,Nina Ognjanovic,"Danica lives with her parents in a small flat. Relations between the household members are not the best, everyone lives in his own world. Although they don't have much money, an unemployed father buys a brand new TV for the bedroom. He hopes for convincing her wife to fall asleep... Leer todo",15,Drama,novi televizor,2020
nan,-,Carlo Fiorletta,"['Carlo Fiorletta', 'Mara Lesemann']","When the word of a respected older man conflicts with that of a younger woman, the law does not equal justice.",-,Drama,absence of evidence,2020
nan,-,Cody Middlebrook,Cody Middlebrook,"Dr Susan Green, embraces a new system in the hospital that will get her moving forward faster. With quick thinking and the help of her team, Green both saves her patient's life and ensures that his future is no longer at risk.",-,Drama,code green,2020
nan,9.4,Helen Rollins,Helen Rollins,"In pre-Christian Ireland, a young, recently bereaved woman with no one left in the world, travels the land in search of a remedy that can bring her child back to life, only to find a cure not for the child's mortality, but for the grief she can no longer bear.",14,Drama,allone,2020
