puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
nan,-,Amarik Khosa,Amarik Khosa,A psychologically disturbed taxi driver navigates a surreal and dystopian nightmare.,-,Drama,red rain,2021
nan,7.4,Harry Reeves,"['Matt Appleby', 'Harry Reeves']","After being kicked out, Guy is attempting to amend his failing marriage and withhold a relationship with his 8-year-old son. After coming to grips with the realisation that he may never get his family back, he is caught in an unexpected situation.",14,Drama,birdwatching,2021
14,-,Margalida Adrover,"['Margalida Adrover', 'Lucía Malvido', 'Bernardo Rosenfeld']","Eva decides to have an abortion, a decision which will be easier to take than to face.",9,Drama,eva,2021
nan,-,Nate Hapke,Nate Hapke,A theatre director slowly adds layers of artifice to build the world of her play around her two lead actresses.,-,Drama,scene study,2021
nan,-,Chenjia MA,Chenjia MA,"An 18-year-old boy, Simon, visits his grandfather, Carl, who was an avid climber but has experienced a stroke. After he realizes the undying adventurous spirit is always in Carl's heart, they begin their little adventure.",-,Drama,last wish,2021
nan,5.9,Ali Mashayekhi,"['Oswald Mahogany', 'Jessica Pontes']",A woman downloads an app that helps connect her to her estranged wife for a brief time.,-,Drama,the first goodbye,2021
nan,-,Ali Mashayekhi,"['Oswald Mahogany', 'Joanna Tsanis']","A man falls for a girl online, then slowly discovers that she is not how she presented herself.",-,Drama,"strange lover, or: how i learned to stop worrying and love the quarantine",2021
nan,-,Maria Norris,Maria Norris,"As two people adjust to life after college, they also enter into a new phase of their relationship. They must learn to juggle their jobs, passions and each other in order for their relationship to grow.",16,Drama,windmill city,2021
nan,-,Aijaz Ganai,Aijaz Ganai,There once was a famous artist who was in the making of a famous painting but then one day the artist killed a boy in rage. This incident destroyed the artist as the guilt of this crime stuck in his mind like an Insect and kept buzzing and would let him live in peace and in the e... Leer todo,-,Drama,kyom (insect),2021
nan,4.5,David Pérez Sañudo,Marina Parés,-,13,Drama,la colcha y la madre,2021
nan,5.7,Ian de la Rosa,"['Jana Diaz Juhl', 'Ian de la Rosa']",-,17,Drama,farrucas,2021
nan,-,Lorna Kidjo,Lorna Kidjo,"When Sasha's mother doesn't show up to her fiancé's funeral, she invites her over for dinner to settle the matter. The evening becomes increasingly sinister when her mother lets Sasha in on a little secret about her fiancé's death.",13,Drama,fester,2021
90,-,Zach Tirone,Zach Tirone,"After the unexpected death of his wife, a man grapples with his place in the world and a deadly secret.",16,Drama,miles to go,2021
nan,9.2,K.J. Chaves Santos,K.J. Chaves Santos,Two twin brothers and their adventure against an invasion of evil spirits.,10,Drama,little trees everywhere,2021
nan,-,Jonás Domínguez,Jonás Domínguez,-,19,Drama,siempre yo,2022
nan,-,Francesco Giannini,"['Derrick Adams', 'Francesco Giannini']","The life of an impoverished Italian family of farmers is turned upside down, when their sibling Salvatore discovers one of their chickens begins uncharacteristically laying eggs of pure gold.",-,Drama,città d'oro,2022
nan,7.9,Luis Gerard,Luis Gerard,-,24,Drama,the wake,2022
nan,-,Mayla Warshavsky,Juanjo Martínez,A group of people live different toxic situations in their lives.,15,Drama,toxicos,2022
nan,-,Chase Lubag,Chase Lubag,"A gay man struggles to cope with the loss of his partner by turning to drugs and alcohol, but the high of the night can't save him from his memories.",15,Drama,price,2022
nan,-,Matthew Marshall,Donald M. Hickey,Professor Richard Pratt works to bring closure in aspects of life as he faces death.,67,Drama,not ready,2022
98,-,-,-,"After their car breaks down, a Latino couple seeks out help at the first place they find, a gas station owned by a racist.",-,Drama,intolerance,2022
100,-,Adrian L. Burrell,Adrian L. Burrell,"Major, Excel, Frank, Mico and Adrian grew up in Oakland, California. As the five Cousins recount their upbringing in relation to one another, questions of conscience, loyalty, humanity, fate, and their ultimate mortality rise to the surface. What culminates is a sobering revelati... Leer todo",-,Drama,cousins,2022
76,-,Byron Jordan Wolter,"['Logan Hunter', 'Byron Jordan Wolter']",Scarecrow follows Nora from childhood into her teenage years. She in a house on the edge of a cornfield that her mother Elsa Rae boyfriend owns. Miles (Else Rae's Boyfriend)) is part of motorcycle gang and Nora is constantly surrounded by adults. Out of loneliness she befriends a... Leer todo,-,Drama,scarecrow,2022
nan,-,Steph West,Ryan Jaroncyk,"Facing an uncertain future after a stroke, Ginny finds renewed hope in a crazy scheme cooked up by her grandson.",-,Drama,cynisca reborn,2022
62,-,Kirsten Livie,"['Kirsten Livie', 'Noy Term']","'Inside' tells the story of a writer, a woman, nearing her 40s, childless, stuck in a cabin in the woods, desperately trying to complete her first novel. Her Mother is right beside her on this journey, keeping her focused and urging her on. As the days pass on and words seem to e... Leer todo",6,Drama,inside,2022
nan,-,Seth Chitwood,Seth Chitwood,"A young man who has been struggling to find the courage to come out gay to his family, attends his high school reunion and reunites with an old flame who has caused his cowardice.",-,Drama,out,2022
nan,-,Billie Melissa Rogan,Cory Varney,"A young singer on the verge of super-stardom, and the brink of a breakdown, must shake her demons before they derail her dreams and ruin the finale of her sellout tour.",-,Drama,"i love you, guys",2022
28,8.4,P.J. Palmer,P.J. Palmer,"A rural rancher and his ailing husband, struggling against poverty and isolation, make a heartbreaking decision in order to preserve the dignity of their marriage.",30,Drama,north star,2022
nan,-,"['Mc', 'Gregory Frederique']","['Mc', 'Gregory Frederique']","Sarah is the girlfriend of a con artist. with her high-pressure life of living on free money, she turns to desperate measures as things start to fall apart. When she learns he's been unfaithful, she turns to the police to cut a deal.",-,Drama,the deal,2022
nan,-,-,Robert Leckington,A couple has a discussion before bedtime about an unfortunate situation.,-,Drama,true to life,2022
91,-,Khalea Ross Robinson,Khalea Ross Robinson,A graduate researcher discovers her professor may not be the man she once thought. Inspired by Sonnets 127-154 by William Shakespeare.,-,Drama,elle,2022
nan,-,Kii Belling,"['Kii Belling', 'Conor Herbert']",A dream-like day in the life of a young woman as she meditates on her upbringing and the unknown possibilities of her future.,-,Drama,the light,2022
nan,-,Alistair Simpson,Alistair Simpson,"A highly competent and skilled astronaut Lukas, is fighting for his chance to pilot the final space shuttle mission. When his deaf nephew is left at his home, Lukas must find common ground between finishing his project and reconnecting with his family, which he has neglected.",-,Drama,astroman,2022
nan,-,A.J. Ogilvie,A.J. Ogilvie,Cal reveals a hidden truth from his past to his older sister Katherine and her husband Murray when they help him move into his new place in a new town.,15,Drama,belvedere,2022
nan,-,Yassen Genadiev,Yassen Genadiev,"Introverted and edgy, the Romanian backpacker ANDREY (29) travels on his way back to home on board of a regional train somewhere in the Bulgarian province. When the convoy breaks down in the middle of nowhere, the growing discontent among the passengers creates an electrified and... Leer todo",15,Drama,the resonance principle,2022
nan,-,Monty Miranda,Adriana Newton,-,32,Drama,essence of love,2022
21,-,Sadie Rose,Sadie Rose,"When his stepfather goes too far yet again, a young man must step up to defend his mother and sister.",10,Drama,enough,2022
nan,-,"['Nicholas Miles', 'Connor Chadwick']",Nicholas Miles,-,-,Drama,tonight,2022
nan,-,Blake Harris Hudson,Blake Harris Hudson,-,-,Drama,come on home,2022
nan,-,"['Hinano Tekurio Tanielu', 'Manu Tanielu']",Joshua Leomiti,"A caregiver by day, a sex worker by night. One job is for his comfort, the other is to search. But his hopes of searching for what was stolen from his childhood, soon goes to hell in the last place he'd least expected.",-,Drama,tapu,2022
nan,7.6,Alessandro Repetti,"['Fyodor Dostoevsky', 'Enni Red']","A hardworking insecure girl from a family fallen into poverty is forced to make an irreversible sacrifice to save her family, and her dreams of continuing education.",-,Drama,transgressing,2022
nan,-,Mackenzie Lyle,Mackenzie Lyle,-,15,Drama,diné,2022
nan,-,Frances Loy,Frances Loy,"Witnessing another mother's distress in a playground sends Sarah into a spiral of panic and grief. Her husband, Paul, tries to provide the emotional and practical support she needs as the chasm between them widens.",-,Drama,swings and roundabouts,2022
nan,-,-,-,A young violinist returns to her home country in order to cope with a tragedy that has left her unable to live a normal life.,-,Drama,life after you,2022
67,9.4,Kieran Wheeler,"['Claudia Hruschka', 'Kieran Wheeler']",A troubled young girl wakes up to find herself in a nightmarish situation.,15,Drama,jungle,2022
88,-,Aluísio Leite,"['Anton Chekhov', 'Aluísio Leite']","Aging rock star, absent father and alcoholic-in-denial Steve Zardoz spends one fateful evening with his wife Amanda and their 10-year-old son Pietro. Based on the short story ""The Head of the Family,"" by Anton Chekhov.",10,Drama,family portrait,2022
nan,-,Ryan Orizabal,Ryan Orizabal,A disturbed woman gets locked up in an abandoned warehouse storage room and relies on her hallucinations to overcome her captivity.,-,Drama,storage room,2022
nan,-,Loren Escandon,Loren Escandon,"Forced to be a servant to a white woman, an Afro-Colombian orphaned girl dreams of freedom, a normal childhood, and a pair of roller-skates.",8,Drama,los patines,2022
nan,-,Daniel Dreszer,Daniel Dreszer,-,-,Drama,pulpo circus,2022
nan,-,-,-,-,28,Drama,the lego batman and spider-man movie,2022
45,-,-,Patrick Roberts,Hope and struggle for the truth.,-,Drama,the lie,2022
nan,-,Ellier Dov,Ellier Dov,An Untold story of a Legendary film Taxi Driver.,-,Drama,taxi driver uncut,2022
nan,-,Iván Rivas,Iván Rivas,-,16,Drama,roque,2022
nan,-,Pratham Sharma,Pratham Sharma,"Based in Two different generations, Two irrelevant stories collide with each other to form an association.",7,Drama,two plus two,2022
nan,-,Lindsey Bowden,Lindsey Bowden,"As he lies on the brink of death, a series of memories blend with hallucinations to tell him what really happened to his son.",-,Drama,abandoned,2022
nan,7.8,Yorgos Lanthimos,Yorgos Lanthimos,"Silent short film, set on the Greek Cycladic island of Tenos. A woman in black is mourning inside a simple house. Reality blends with dreamy imagination, and tradition with insidious desires.",30,Drama,vlihi,2022
-,-,Liam Hoban Thrush,Liam Hoban Thrush,"After hitting rock bottom and dealing with colliding mental illnesses, a young man gets involved with the wrong person, putting his cousin/best friend whose life has been set for himself, in harm's way.",21,Drama,rebound,2022
56,-,Aldo Zammit,Aldo Zammit,Plot Unknown.,16,Drama,encounter,2022
nan,-,Al Ariste,"['Al Ariste', 'Alex Denysov']",-,-,Drama,ghost of the lake,2022
nan,-,Merced Elizondo,Merced Elizondo,"A woman grieves the tragic loss of her mother by secretly attending the funerals of strangers, but her inability to move on finally catches up with her.",-,Drama,the mourning of,2022
nan,-,Kevin Coleman-Cohen,"['Kevin Coleman-Cohen', 'Renee Mc', 'Clellan']","Abandoned by his drug-addicted mother and sexually abused by a male relative during childhood, Elon seeks safe haven on the streets with his friend Twon, a seasoned street hustler. Elon must navigate the traumatic world of homelessness while confronting loneliness, desperation, a... Leer todo",-,Drama,pretty boy,2022
nan,-,Ian Elizalde,"['Andrés Guerrero', 'Ian Elizalde']","El Gallo, a young musician who seeks to find his place in this world through Mexican melodies, finds an old love on a party night but realizes that he, like the city where he grew up, has changed.",30,Drama,el gallo,2022
nan,-,Jack Impellizzeri,"['Sean Mc', 'Gillivray']",A traveling salesman hires a call-girl on his 50th Birthday.,-,Drama,norm's birthday,2022
nan,-,Jacob Jørgensen,Jacob Jørgensen,"In the film, we follow William, who thinks he is going on a peaceful tent trip in the woods with his three good friends from school. However, things are not going as smoothly as assumed, as William's dad claims not to have heard anything about the trip. When they have finally com... Leer todo",-,Drama,vi lyser i mørket,2022
81,-,James P. Axiotis,"['James P. Axiotis', 'Sophia m Axiotis', 'Alkyoni Tsegou']","During the 1950 and 1960s, a large number of Greek children were ripped away from their unwed birth mothers and adopted by couples abroad in scandalous circumstances. ""Georgia"" is based on a true story of one such episode.",15,Drama,georgia,2022
nan,-,Phillip Connolly,"['Phillip Connolly', ""Emmet O'Brien""]",Allie a young teenager experiences a friendship that will change her life forever.,-,Drama,happiness,2022
nan,-,Javier Merida,Javier Merida,-,-,Drama,fin,2022
71,-,-,Heidi Barrientes,-,-,Drama,together,2022
nan,-,Felix Niklas Malms,Johnny Rome,"A lonely scout leader, who's tricked a group of misfits into going on a pioneering mission for two years to escape his recent trauma, finds his perfect world threatened by the resurgence of someone from one of his troop member's past.",-,Drama,scout's honour,2022
nan,-,John Clark,John Clark,"Ian is an aspiring autistic photographer who struggles with a painful memory and unemployment, following the loss of his support worker Janet.",-,Drama,a snapshot,2022
nan,-,"['Sean Michael Gloria', 'Anthony J. James']","['Anthony J. James', 'Marvin La', 'Violette', 'Sam Zell-Breier']","For someone living in a post-war society ravaged by a deadly virus, a simple sneeze becomes a fatal slip-up. Jason learns how quickly his rebellious counterparts will turn on him as they emulate the actions of an overbearing government.",16,Drama,la maison de l'hypocrisie,2022
nan,-,Abril Arnauda,Gabriella Reyes,-,-,Drama,faceless,2022
nan,-,Pavlina Proevska,Pavlina Proevska,"Two poets from Macedonia and Montenegro fall in love at a poetry festival and their innocent exuberance reflects the promise that the country they lived in, held. Both, their love and the promise their homeland held, end up unfulfilled.",-,Drama,my heart is no longer an orphan,2022
nan,7.9,Ihsen Kammoun,Charles Hall,"With his mother and brother gone, a vulnerable teenager living in northern Tunisia charts a path that threatens to tear apart what remains of his family.",30,Drama,road to el kef,2022
nan,-,Gavin Clingham,Gavin Clingham,"Desparate to make some money, Vince becomes a drug distributor and sells them around his school.",-,Drama,the dealer,2022
nan,9.8,Christos Arfanis,"['Christos Arfanis', 'George Mandarakas', 'Ioanna Nikolaou']",Setting before and after the events of Painful Smile (2019) short film. Directed by Christos Arfanis starring Sofia Rousou.,-,Drama,the woman inside me,2022
90,-,Kristian Repshus,Kristian Repshus,-,-,Drama,one life,2022
nan,-,"['Christopher Siaens', 'Georgia Rose Matlack']","['Christopher Siaens', 'Rachel Christine Toepfer']","A young woman videotapes herself, confessing to her innocent little brother of a crime she committed, but not everything is what it seems.",-,Drama,dear sweet jacob,2022
nan,-,Tucker Clement,Ashley Behrend,If Mother Natures offers you a choice to become her? Should you become the next all-powerful guardian of the Earth? Or take the risk of living a normal life with love?,-,Drama,rebel nature,2022
nan,-,Eric B. Hansen,Eric B. Hansen,A humiliated student sets off an explosive scandal after his professor sabotages his final exam.,-,Drama,the pen,2022
nan,-,Mikael Roth,Mikael Roth,"Our world is a beautiful place when we are looking at the surface. But if we are open our eyes and start to look underneath, we will face a nightmare of our own reality.",6,Drama,anti-utopia,2022
nan,9.1,"['Ikra Aysila Yildiz', 'Aybuke Ergu']",Mert Arslan,"Trying to make sense of the body and her existence, the woman struggles with the processes she encounters in every stage of her life. These processes emerge with the use of zipper, which is an everyday object, for different purposes.",6,Drama,fermoirophobia,2022
nan,7.8,Holly Pruner,Holly Pruner,A young woman's sense of self buckles under the stress of losing a formative college friendship as she navigates the end of an era alone.,13,Drama,great seeing you,2022
nan,-,Via Bia,"['Jax Baires', 'Via Bia']",-,-,Drama,post comedy,2022
nan,-,Lawrence Agbetsise,"['Patience Esiawonam Adisenu', 'Lawrence Agbetsise']",A provoking story of a woman who's thrown into an unstable mental state after losing her child at birth and diagnosed with Maternal Depression. She re-lives her pregnancy in a state of psychosis. Her journey of loss is felt as she struggles to deal internally with her own mental ... Leer todo,17,Drama,mfinfini: somewhere in-between,2022
nan,8.8,Mark Wooldridge,Mark Wooldridge,"Set in the near future, Earth's resources are gone and humanity fight for survival. Myles, a young self-centered man, must journey to find Sanctuary with a youthful ally named Tessa. While the shadow of the cruel Cyrus creeps ever closer to Myles - and his past.",-,Drama,incognito: part i,2022
nan,-,Julia Varvara,"['Callum Mc', 'Gowan', 'Adam Morse']",A damaged psychoanalyst is forced to look inside himself and face his own demons when a detained killer gets under his skin.,19,Drama,suppression,2022
nan,-,Joe Kerridge,"['Joe Kerridge', 'Sophie Renouf']","A lesbian couple go on holiday to a beautiful English coastal town but there's something in their past that follows them. A film about people who try their best, and how sometimes that isn't enough.",-,Drama,those days,2022
nan,5.1,Ricardo Branco,Ricardo Branco,"Laura is on a vacation with her friends for the weekend. The group decide to do a hallucinogenic drug and seem to become absorbed by their surroundings. However, after a strange encounter at night, Laura is having trouble facing reality.",20,Drama,sob influência,2022
nan,-,Clanch Belleza,"['Clanch Belleza', 'Albert Chan Paran']","Exes sit across each other at a coffeehouse, weighing the difference between their choices and decisions, and whether or not walking that fine line still matters when finally face the fallout.",30,Drama,choices and decisions,2022
nan,-,Helmann Wilhelm,Helmann Wilhelm,"Andrew celebrates an old friend's birthday with several frat brothers, including a disgruntled ex-member whose mysterious gift sends the party spiralling out of control.",15,Drama,an apology,2022
nan,9.1,Adam Paul Stone,Adam Paul Stone,A man with a brain disorder that affects his long and short term memories recounts his marriage and discovers why it's ending.,20,Drama,just like the butterfly,2022
nan,-,"['Connor Hair', 'Alex Meader']",Chadwick Hopson,-,-,Drama,dillon,2022
nan,-,Shannon Murray,"['Mico Saad', 'Keith Weber']",-,-,Drama,the right thing,2022
nan,-,-,-,-,-,Drama,pripyat,2022
92,8.5,Vladimir Djordjevic,Vladimir Djordjevic,"Olga is an eleven-year-old girl with cerebral palsy that lives in a village called Zagora in eastern Serbia. Her father Jakov and mother Mira desperately want to have a ""healthy"" child. They had three unsuccessful pregnancies that ended in miscarriages. Jakov looks at the fact th... Leer todo",27,Drama,olga,2022
nan,-,Ola Paulakoski,Ola Paulakoski,-,-,Drama,hat,2022
nan,-,Elizabeth Taufield,"['Lily Sondik', 'Elizabeth Taufield']",A tale of therapy gone wrong.,-,Drama,wednesdays at 5,2022
nan,-,Connor Difrancesco,Connor Difrancesco,A young man finds unconventional support in his mum's new boyfriend as he faces a questioning of his masculinity due to his pursuit of his dream of being a musician.,-,Drama,sunday roast,2022
nan,-,Benjamin Olson,-,"3 cousins go out for a wonderful day of wedding dress shopping, soon though their families world is turned upside down by human trafficking. Who knew that the danger was so close to home or that evil could be lurking right down the street? Who will help find these girls before it... Leer todo",-,Drama,down the street,2022
42,-,Leah Claire Borrie,Leah Claire Borrie,-,-,Drama,babygirl,2022
nan,-,Donnie Pierre,"['Samantha Hallenus', 'Christopher Siaens']",A human trafficking awareness story.,-,Drama,stuck in the cycle,2022
nan,9.8,Mark Clauburg,Mark Clauburg,"Recently released from prison, Paul is reunited with his siblings over dinner. Some are not ready to forgive just yet, as a dark family secret is revealed.",12,Drama,there's something wrong with paul,2022
nan,-,Irasj Asanti,"['Irasj Asanti', 'Lasse Johannessen']","«SAND» is a story about sibling-love, but also a lifechanging travel they have to do together. Into desperation, sorrow and betrayal. And new chances.",-,Drama,sand,2022
nan,10.0,Remington Hoffman,Christopher Collins,Two friends take a look back at their journey in Los Angeles one last time as they part ways.,20,Drama,a walk in west la,2022
nan,9.7,Rodney Mansour,"['Wassim Hawat', 'Rodney Mansour']",A psychological thriller about a broken romance told through the lens of an obsessive videographer.,38,Drama,the sound eye,2022
nan,-,Emily Reeve,"['Jack Green', 'Emily Reeve']",-,-,Drama,suitcase,2022
nan,-,Paul Sng,Maisie Chan,A young Taiwanese woman on the run finds friendship and shelter in the home of a lonely grief-ridden widower,-,Drama,folding,2022
nan,10.0,K.J. Chaves Santos,K.J. Chaves Santos,Two brothers and his journey through three islands of the Azores,15,Drama,ilhas do triângulo,2022
nan,-,Joe Acierno,"['Joe Acierno', 'Michelle Batista', 'Amber Monteleone']","A virgin in his twenties makes a pact with his platonic girlfriend that if she can't help him do the deed by his next birthday, she'll have sex with him.",23,Drama,the playboy of park slope,2022
86,-,Alain Raymond,Alain Raymond,A dying woodworker must race against time to recreate a chair that she believes holds the memories and spirit of her late husband.,-,Drama,the chair,2022
nan,-,Jason J. Tavares,Jason J. Tavares,"Multiple personalities are far more common than you think, its not always the one who changes their opinion in less than a blink, their inner switch may be more of a dial, one they tune in to grant you a smile.",24,Drama,"t, tt, terri, or teresa...",2022
nan,-,Elle van Knoll,Elle van Knoll,"In this sweeping tale of love and loss, we follow siblings Elsie and Theo as they set out on the adventure of a lifetime to find a real life miracle.",27,Drama,the magical world of miracles,2022
nan,-,Alessia Francischiello,Alessia Francischiello,"After a life-changing mission trip, April returns to Sydney full of hope - only to discover that the grind of city life brings her nothing but loneliness and her once-close friends seem to be hiding something from her.",-,Drama,"deep pockets, empty hearts",2022
nan,-,"['Alix Yumi Cho', 'Yoo Seok Jong']",Alix Yumi Cho,"Based on a true story, Moonset: The Darkest Hour Before Sunrise follows a pair of friends as a terminal illness diagnosis propels them to pursue their childhood creative aspirations after 10 years of waiting for the right moment: a moment cut short by a failing heart.",20,Drama,moonset: the darkest hour before sunrise,2022
nan,8.9,Ryan Lesica,Ryan Lesica,A pilot and his foreign partner struggle with the limitations of their relationship as distance separates them in more ways than one.,7,Drama,takeoff,2022
nan,8.1,Raul Perez,"['Thai Edwards', 'Baber Marcelle', 'Raul Perez']","The Ice Cream Stop is a story about Dr. Michael Harris and his wife Tameka Harris. A beautiful life that turns tragic. Dr. Harris (Thai ""THE THAIGA"" Edwards) returns home from work after working a double shift at the hospital to find his pregnant wife Tameka (Nicola Lambo) waitin... Leer todo",-,Drama,the ice cream stop,2022
nan,-,Gregory Alexander Foltynowicz,Gregory Alexander Foltynowicz,The struggle between the choice one makes - both independent and imposed - forces a man to come to grips with his own life and path.,-,Drama,lachesis,2022
nan,-,Stephanie Ledesma,Stephanie Ledesma,Nepantla depicts the restrictions placed on U.S. immigrants who want to temporarily leave the country to visit sick and dying family members.,-,Drama,nepantla,2022
nan,-,Josse De Maesschalck,"['Josse De Maesschalck', 'Onno Van Gelder']","Marcel (Tom Audenaert) wants to celebrate Christmas eve with his wife, Celestine (Laurian Callebaut). At home Marcel discovers that Celestine isolated herself for the umpteenth time in her room. All Marcel wants is spending Christmas with his love, and he's going to do everything... Leer todo",-,Drama,passage,2022
nan,-,Deven Patel,Deven Patel,-,-,Drama,masala plug,2022
nan,-,Deven Patel,Deven Patel,-,-,Drama,"you, per serving",2022
nan,-,A.P. Nkunzi,"['Sharma Mac', 'Donald', 'A.P. Nkunzi']","In 2020, humanity is facing one of the biggest pandemics of our time with Covid-19 while another pandemic is on the horizon.",20,Drama,2020,2022
nan,-,Edgar Pavía,Seth Alvarez,-,20,Drama,the jaguar dancer,2022
nan,8.5,Conor Forrest,"['Conor Forrest', 'Cankurt Perek']","Melanie, a willful caring woman goes to any length to a loved one. As the life of her ex Andrew is threatened due to a virus he has contaminated during a pandemic. Melanie has to decide if she is to take care of him his way or her way.",-,Drama,i'll be with you in the dark,2022
nan,-,"['Bridget Mc', 'Guinness']","['Bridget Mc', 'Guinness']",A girl confronts her boyfriend about his abuse.,3,Drama,release,2022
nan,-,Chisom Chieke,Chisom Chieke,"Grappling with the reality of an inherited mental illness, Indigo spirals into the darkest night of her soul. There, she meets her ancestors, known and unknown, who ultimately take her on a life-changing journey.",-,Drama,blue journey,2022
nan,-,Mario Theodorou,Mario Theodorou,"The story of a working-class child prodigy, born with the ability to hear and compose music, fighting the limitations of his social status to make the most of his incredible talent.",-,Drama,the gifted hypothesis,2022
nan,4.8,João Martinho,João Martinho,"On a foggy night, a blonde woman unexpectedly haunts the path of two young men in a suburban park.",13,Drama,autoerótico,2022
nan,-,Katherine Press,Katherine Press,"Following a horrific accident, young mum Clare, a chronic OCD sufferer, has become isolated from her family. She's at tipping point, trapped by her overpowering condition yet terrified of losing those she loves.",-,Drama,reaching four,2022
nan,-,Francesca Castelbuono,"['Alanna Bennett', 'Daphne Di Cinto', 'Will Graziano']","Leola, a 12-year-old Nigerian-Italian girl, secretly witnesses a white Italian boy she grew up with commit a hate crime on the streets of Rome -- and wrestles with whether to speak up when the boy shows up at her home the next day.",-,Drama,not far from here,2022
nan,-,"['Adamson Novak', 'Zach Schnitzer']",Zach Schnitzer,"To the Moon follows Mac, and three friends, on an overnight trip to a cabin.",-,Drama,to the moon,2022
75,-,Jo Lane,Jo Lane,A young girl longs for attention from her father following the death of her Nan and chooses a curious alternative to fill the void.,-,Drama,mug,2022
nan,-,Alex Rubit,"['Veronica Butsovska', 'Alex Rubit']",-,-,Drama,kairos,2022
nan,6.7,"['Ashim Bhalla', 'Stany Coppet']","['Ashim Bhalla', 'Stany Coppet']","French Guiana, South America: When two armed men enter the Amazon rainforest on a clandestine mission, one of them emerges with a darker soul.",14,Drama,973,2022
nan,-,Jason J. Tavares,Jason J. Tavares,"Phoebus Thimming would scribble alone, away from the light in his cold dark home, scratching out images from sudden jerks in the wrist - then - scratching off others that wouldn't be missed.",11,Drama,phoebus thimming's vicious scribblings,2022
nan,-,Paul Curtis,Paul Curtis,-,-,Drama,r0bb1e (robbie),2022
nan,-,Prithvi Raj Karreddula,Prithvi Raj Karreddula,"After waking up and finding his wife and baby missing, a worried husband seeks help from community members.",-,Drama,learning not to drown,2022
nan,-,Morgan Gullett,Morgan Gullett,A young woman struggles to decide whether to stay in or walk away from an abusive relationship.,-,Drama,pretty enough?,2022
nan,-,Paisley Blackburn,"['Paisley Blackburn', 'Christopher Siaens']","An unstable girl videotapes herself, feeling she will go to any lengths not to be ignored in the film business.",-,Drama,i am unheard,2022
nan,-,Avinash Shejwal,Avinash Shejwal,The writer : It has begun 2021 A story is real incident happening in every part of India.how politicians controlling socialist people in India there's a no freedom of speech no freedom of right to express. Whoever stand against them they put them in lockup .the writer stand again... Leer todo,-,Drama,the writer it has begun,2022
nan,-,A.P. Nkunzi,A.P. Nkunzi,Three individuals from different social classes intersect with each other revealing a condition that turns one of them into a cold woman. That young woman now tells the story.,-,Drama,cold,2022
nan,-,Christopher Siaens,Christopher Siaens,"A girl videotapes herself giving messages of hope, love and inspiration to girls and women everywhere who struggle with self-confidence, self-worth and more.",3,Drama,you are loved,2022
nan,6.0,Abdullah Khan,Abdullah Khan,"A young victimized boy decides to confront his inner demons by drowning himself, and during the process finds purpose and meaning in his life.",12,Drama,find the light,2022
nan,-,Bola Omodara,Bola Omodara,"Some things are so crazy that any normal person wouldn't entertain the thought that they might be true... and yet, the craziest things might just have more reality to them than we know....",-,Drama,dream sequence,2022
nan,-,Qiyu Zhou,"['Zita Bai', 'Qiyu Zhou']","A black comedy anthology film composed of three standalone shorts, united by the common theme of how sex and sexuality impact women's reactions and bring out extreme behaviors.",18,Drama,fun sized trouble,2022
nan,-,Tre Floyd,Sunday Sabbath,-,-,Drama,laughing boy,2022
nan,-,"['Menno Fokma', 'Floris Vos']",-,-,-,Drama,alientation,2022
nan,-,Lukas Kraus,"['Jiri Kraus', 'Lukas Kraus']",-,-,Drama,antrobodim,2022
85,-,Lucas da Silva,Lucas da Silva,-,15,Drama,ava,2022
nan,6.0,Mari Mantela,Mari Mantela,A woman has turned golden and lost her heartbeat. She makes a journey into the night to find out why.,15,Drama,kuinka käänsin rabobeston kylkiasentoon,2022
nan,-,Brylle Gaviola,My Do,"When Minh loses his fiancé, he reunites with a family he hasn't seen in years and a sister that's out of rehab.",20,Drama,"with you, i found me",2022
nan,-,Emma Evans,"['Emma Evans', 'Xai Homechan']","PR Firm owner Liv falls for her client Ollie, placing them in a complicated relationship where mixed signals eventually cause them to grow apart without closure.",-,Drama,honey,2022
nan,7.9,Sean Lìonadh,Sean Lìonadh,"After a night of intoxication, a hungover and hysterical Nick wakes up next to his boyfriend Charlie and must conceal him from his own homophobic and dysfunctional family.",15,Drama,too rough,2022
nan,-,Yana Solovyeva Laumonier,Yana Solovyeva Laumonier,A contemporary tale of an immigrant in Paris.,-,Drama,vendôme blues,2022
nan,-,Melissa Vitello,Gunnar Garrett,-,-,Drama,twenty-two,2022
nan,-,Sofie Markussen,Andreas Lübker,"Louise is a child when she brutally bumps into Jonathan for the first time. Their meeting turns into a friendship. In their early adulthood, their friendship is put to the test when Jonathan's makes a move. Years later they meet again at Jonathan's wedding. Here something awakens... Leer todo",26,Drama,seks gange du gjorde noget du fortrød,2022
nan,-,-,-,Reparto principal,-,Drama,neuroses,2022
nan,-,Christian López Lamelas,Christian López Lamelas,-,-,Drama,joan tiene un secreto,2022
nan,7.2,Dídac Cabello,Dídac Cabello,"Beloc, a cunning blind man survives the best he can in the most dangerous era of the middle ages. For this purpose he has the help of Oria, an innocent orphan girl who will guide him through the forests, rivers and mountains.",15,Drama,beloc el ciego,2022
nan,-,Brian Bowles,"['Brian Bowles', 'Thomas Casey Zellers']",-,-,Drama,batman: fall of the family,2022
