puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
18,5.1,Mohan Raja,"['Mohan Raja', 'Vakkantham Vamsi']","An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.",181,Accion,thillalangadi,2010
nan,-,JJ Stomp,JJ Stomp,"Millions of years ago, two men had discovered three distinctive hearts of dragons. Mario, unbeknownst to him that he possesses the dragon's heart. In the streets of Laos, Mario finds more trouble. The Big Boss, uses Kelly as a bait to get to the dragon's heart beating inside Mario. Mario has to choose between life, death and his loss of Kelly forever. Now Mario's bigg... Leer todo",115,Accion,in iii dragon,2010
91,-,Will Wernick,"['John Myers', 'Will Wernick']",A simple camping trip becomes a living hell for four friends when they stumble upon an abandoned mining town hidden deep in the woods.,95,Accion,alone,2010
74,7.1,Suseenthiran,"['Suseenthiran', 'Bhaskar Sakthi']","A playful young man leads a very happy life, but everything changes when his father witnesses a heinous crime.",132,Accion,naan mahaan alla,2010
24,6.3,Jhon Doria,"['Jhon Doria', 'Joe Greto']",-,-,Accion,the grind,2010
80,5.5,Johnny Hickey,Johnny Hickey,"The gritty true-life story of a notorious Boston criminal and his gang who, driven by addiction and greed, commit a series of dangerous robberies during the height of the OxyContin drug trade.",111,Accion,oxy-morons,2010
50,6.7,James Gunn,James Gunn,-,96,Accion,super,2010
nan,7.0,Jay Thames,-,"A funny, yet dramatic, in-depth look inside the subculture of professional, competitive radio control race car drivers. Carpet Racers explores the lives of the men (and women) who's love affair with RC is timeless.",83,Accion,carpet racers,2010
73,8.0,K. Selvaraghavan,"['Rishabh Purohit', 'K. Selvaraghavan', 'Gautam Siddharth']",-,183,Accion,aayirathil oruvan,2010
nan,4.2,Mark Laurnoff,"['Mike Calendrillo', 'Mark Laurnoff']",The cost of protecting our freedom some times results in even a great nation doing terrible things. The United States is in an elevated state of panic over the recent terrorist plots around the world. The president has called for a black ops mission inside Mexico to find a suspected terrorist drop point. Once in Mexico the team of five special forces soldiers find not... Leer todo,90,Accion,terrible things,2010
nan,3.5,"['Timo Rose', 'Andreas Schnaas']","['Andreas Schnaas', 'Timo Rose']","In a war torn post-apocalyptic future, Karl the Butcher faces off against a new ultra-violent serial killer, dubbed Axe.",75,Accion,karl the butcher vs axe,2010
nan,6.0,Storm Saulter,"['Storm Saulter', 'Paul Bucknor', 'Joshua Bratter']","The film follows warring political factions in 1970s Jamaica as they enlist the support of gangs to enforce their policies, and advance their political agenda. It is a fictionalized dramatization of real historical events, specifically, the Green Bay Massacre, where the government finally tracked down these gangs and had systematically wiped out.",104,Accion,better mus' come,2010
0,3.5,"['Michael Biehn', 'Antony Szeto']","['Bey Logan', 'Nicholas Eriksson', 'Dan Bush']","A world-renowned spiritual leader arrives in the Asian nation of Purma to give a teaching to the faithful. Accompanying him is a retinue of monks and attendants, including his personal bodyguard, Deva, a beautiful Eurasian girl with extraordinary physical prowess. As soon as Bagwun and his party reach their hotel, they are attacked by assassins from a rebel terrorist ... Leer todo",86,Accion,the blood bond,2010
-,7.2,Aaron Arendt,"['Mary Mc', 'Ilwain']","The ultimate weapon for a diamond heist: a robot known as the Remote-Operated, Nocturnally Aggressive, Lizard Device (R.O.N.A.L.D.). The problem: his behavioral aspects are a bit on the touchy side.",71,Accion,the diamonds of metro valley,2010
-,5.3,Neeley Lawson,Neeley Lawson,Three teenage boys have their world turned upside down by tainted moonshine. They must rescue their loved ones and battle a marauding horde of zombies while fighting their way out of town.,85,Accion,broken springs,2010
-,7.3,Sven Kamm,"['Sven Kamm', 'Margaret Floyd']",Filmmaker Sven Kamm follows the ups and downs of the Shaolin Warriors of Chinatown and a humorous account of a cursed benefit.,87,Accion,curse of the shaolin,2010
23,3.9,Brian Trenchard-Smith,Jason Bourque,-,92,Accion,arctic blast,2010
10,5.1,Michael W. Watkins,"['Bear Aderhold', 'Tom Sullivan', 'Adam Rifkin']",-,100,Accion,knucklehead,2010
58,6.4,Shinsuke Sato,"['Hiroya Oku', 'Yûsuke Watanabe']",-,130,Accion,gantz,2010
nan,7.7,Lee Jeong-beom,Lee Jeong-beom,-,119,Accion,ajeossi,2010
nan,4.0,Peng Zhang Li,"['Peng Zhang Li', 'Todd Mc', 'Gorry']",A Shaolin Monk comes to the United States to take care of his deceased brother's son. He establishes a school with a former student who leads him into trouble with the Russian Mafia.,93,Accion,last kung fu monk,2010
-,4.0,"['Jack Lucarelli', 'Troy Price']","['Jack Lucarelli', 'Troy Price']","L.A. undercover cops disregard the law to bring down the most powerful drug mob in the U.S. Loosely based on Mexico's once most powerful drug cartel leader, this journey into the drug underworld cuts to the bone and through the heart.",94,Accion,disrupt/dismantle,2010
nan,5.7,Raúl García,"['Raúl García', 'Edgar Cuevas']","Puerto Rico is losing confidence in its political parties that for years took over loyal fanatics. The people elected with its eyes closed their first independent governor only to have his corrupted regime overthrown by rebels. The country has revolved. Added to this chaos is the fact that a mysterious virus, which has taken over our water supply from rivers and lakes... Leer todo",114,Accion,caos,2010
73,6.4,Ken Loach,Paul Laverty,The story of a private security contractor in Iraq who rejected the official explanation of his friend's death and sets out to discover the truth.,109,Accion,route irish,2010
-,5.7,Dicky Tanuwidjaya,Dicky Tanuwidjaya,6 revenge stories intertwining one another.,83,Accion,the devil's 6 commandments,2010
23,4.3,Lauro David Chartrand-Del Valle,Steven Seagal,-,98,Accion,born to raise hell,2010
nan,5.0,Thomas Cappelen Malling,Thomas Cappelen Malling,The true story of how Commander Arne Treholt and his Ninja Force saved Norway during the Cold War.,77,Accion,kommandør treholt & ninjatroppen,2010
nan,2.4,Tamás Sas,"['András Kovács M.Péter Szajki', 'Nóra Zsigmond']",-,-,Accion,szinglik éjszakája,2010
nan,6.3,Mustapha Khan,"['Stephen Hays', 'Kevin Shine']","A coming of age drama set in the world of stock-car dirt-track racing, against a heavy reggae soundscape. 20-year old BC, the only black kid on a very white track, sees racing as his way out - and up into manhood.",90,Accion,rocksteady,2010
16,4.1,Michael Oblowitz,Joseph C. Muscat,"A slow, quiet Christmas Eve night at the police station turns into strange horror after a man enters claiming he wants to confess to murder.",96,Accion,the traveler,2010
nan,7.3,Wen Jiang,"['Junli Guo', 'Wen Jiang', 'Bukong Li']","In 1920s China, a bandit arrives in a remote provincial town posing as its new mayor, where he faces off against a tyrannical local nobleman.",132,Accion,rang zi dan fei,2010
nan,5.9,Takashi Miike,Kankurô Kudô,"Zebraman awakens fifteen years in the future, unclear on what has happened to him, and quickly discovers that the evil Zebra Queen has a hold on Tokyo.",106,Accion,zeburâman: zebura shiti no gyakushû,2010
nan,6.2,Tung-Shing Yee,"['Tin-Nam Chun', 'Ho-Leung Lau', 'Tung-Shing Yee']","Champion competitive marksman Ken comes across an armored van robbery. He sees a policeman held hostage and shoots and kills four of the robbers. One of the robbers escapes and the policeman survives. The case is handled by Jerry Chang, whom Ken knows from having recently beaten him in a shooting match. Ken is found not guilty in court. Soon after, Ken is attacked by ... Leer todo",118,Accion,cheung wong ji wong,2010
nan,6.7,Dante Lam,"['Man-Lung Ho', 'Dante Lam', 'Wai-Lun Ng']","Policeman Don Lee often works with informants but numerous too-close calls and failed missions cause him to see the world as one betrayal after another - then he meets Guy, and is given a new chance to change his views.",113,Accion,sin yan,2010
86,6.9,"['Makoto Nakamura', 'Young-hoon Park']","['Eduard Uspenskiy', 'Young-hoon Park', 'Park Myeong-chan']",-,80,Accion,cheburashka,2010
nan,6.9,Hun Jang,"['Min-seok Jang', 'Joo-Ho Kim', 'Kwang-young Choi']","A fired South Korean agent and a deserted North Korean spy meet by chance after six years and start a business partnership, each with the intention of stealing information from the other.",117,Accion,ui-hyeong-je,2010
nan,7.1,Ray Costa,Ray Costa,"Hometown Glory is the true story of a small town Fire Department in the 70's. The town was expanding and the need for increased fire service led to a revolutionary idea - have teenage boys as young as 14 become the protectors of the city. With training from the slightly older firefighters after-school, weekend training sessions at a Fire Academy as well as Memphis Fir... Leer todo",65,Accion,hometown glory,2010
48,6.5,Ugur Yücel,Kubilay Tat,"When a serial killer goes after former convicted pedophiles, it is up to Police Commissioner Abbas and his Chief Celal to stop the killings.",105,Accion,ejder kapani,2010
nan,6.1,Mike Bruce,"['Mike Bruce', 'Cameron Van Hoy']","Two boys with a get rich quick scheme end up in prison, but when they meet a famed treasure hunter named Blake West with a plan to break out they agree to journey out into the unforgiving desert to uncover a mysteriously cursed artifact. Blake West's former employer, a Japanese industrialist, is determined to beat our hero to the treasure and stop the boys by any mean... Leer todo",102,Accion,treasure of the black jaguar,2010
nan,3.4,Brian Yuzna,"['San Fu Maltha', 'John Penney', 'Somtow Sucharitkul']","Marine biologist Skylar Shane hires an expat charter boat captain, Jack Bowman, to help her find prehistoric life form samples in the north Sumatran Sea. During the expedition, they run into some of Jack's 'friends', a gang of smugglers headquartered on a fishing platform in the middle of the sea. Tamal, an orphan sold into servitude on the fishing platform by his unc... Leer todo",86,Accion,amphibious 3d,2010
-,7.6,D.C. Osman,D.C. Osman,"Jack O'Keefe is a young, streetwise kid who's created a life by taking advantage of the people around him. Things change, though, when he witnesses a gruesome murder on the streets and is pulled into the vicious world of mysterious killers.",90,Accion,consumption,2010
nan,6.8,Fred Cavayé,Fred CavayéGuillaume Lemans,-,84,Accion,à bout portant,2010
nan,5.6,Benjamin Gourley,Benjamin Gourley,"Scott Kane (Drew Fuller), a man with a checkered past is trying to live a clean life. When his son Owen falls ill, Kane finds his only option is to turn to Daniel Morgan (William Atherton), the local kingpin of the criminal underworld. Morgan offers to help Kane's family, but double-crosses him. When Morgan tries killing Kane by employing a dirty cop, Jace Olsen (Etha... Leer todo",86,Accion,the kane files: life of trial,2010
nan,5.6,Edna Albano,-,"A story of courage, values, wisdom, and mastery of martial arts. During the dark ages, the mystical jewel was discovered from the ancient temple. Each warlords are craving to have it for power and lord over the city.",90,Accion,the forgotten jewel,2010
nan,7.6,Chris Howell,-,"Every four years, thousands of young men from across the nation undertake a journey from which eleven will emerge victorious, as members of the United States Olympic Boxing Team. Sweet Science documents the progress and price paid during this grueling process. Captured at tournaments throughout the US, Sweet Science chronicles the lives of four top-ranked amateur boxe... Leer todo",118,Accion,sweet science,2010
nan,7.3,Scott L. Schwartz,Scott L. Schwartz,"What goes around, comes around; such a true statement in every effect. 'Changing Hands' tells the story of a gun, and the path it takes on its journey through different hands. From stolen roots, to unscrupulous trades, to robberies and assaults, this film follows the twists and turns of the travels of the gun through a thrilling path.",99,Accion,changing hands,2010
12,4.7,Adrian Santiago,Adrian Santiago,"Set in a future where the American economy has fully collapsed, Nicholas Grim seeks revenge for the brutal murder of his parents by the leader of a corrupt Texas militia.",96,Accion,grim,2010
nan,-,Roosevelt S. Louima,"['Roosevelt S. Louima', 'Roosevelt Samarie L.']",A man becomes a serial killer while trying to be a teacher.,80,Accion,strangulation,2010
nan,6.0,Fernando Spiner,"['Antonio Di Benedetto', 'Valentín Javier Diment', 'Santiago Hadida']","Aballay was a bad tempered gaucho. After killing a man, the terrified look of the victim's son raised his consciousness about his savagery. Years go by, that kid's look doesn't leave him. Aballay knows that the kid will look for him.",100,Accion,"aballay, el hombre sin miedo",2010
nan,5.9,"['Kyoo-tae Kim', 'Yun-ho Yang']","['Kim Jae-eun', 'Gyu-won Jo', 'Hyeon-jun Kim']","South Korean National Security Service normally deals with North Korea, but now NSS must deal with IRIS terrorists with a nuke.",125,Accion,airiseu: deo mubi,2010
nan,5.7,Keita Amemiya,"['Keita Amemiya', 'Itaru Era']",A knight in a suit of golden armor battles with a magical beast out to destroy the world.,97,Accion,garo: red requiem,2010
nan,8.0,José Padilha,"['José Padilha', 'Rodrigo Pimentel', 'Bráulio Mantovani']",-,115,Accion,tropa de elite 2: o inimigo agora é outro,2010
nan,3.0,Douglas T. Green,Douglas T. Green,A Child Protective Services employee becomes discontented with the disregard toward 'abused children' and finally decides to take matters into his own hands.,88,Accion,the vigilante,2010
93,-,Jonathan W. Stokes,Jonathan W. Stokes,"Six soldiers are trapped in a cave. The water level is rising and oxygen is running out. In order to survive long enough to be rescued, the soldiers begin killing each other off, one by one.",-,Accion,air,2010
63,6.1,Mani Shankar,"['Shiraz Ahmed', 'Vishal Dadlani', 'Panchhi Jalonvi']","Hidden with a mysterious agenda, a sniper holds a businessman hostage in a closed phone booth, where he is ordered to obey the sniper or he will be killed.",117,Accion,knock out,2010
nan,5.2,Alexandre Arcady,"['Eric Assous', 'Alexandre Arcady', 'Daniel Saint-Hamont']","5 very different brothers are raised by their early widowed mother. One of them reappears after a long disappearance, trying to hide from a gang of drug dealers and shares a secret with his family. Together, the five brothers are going to find a way to avenge the memory of their assassinated father",116,Accion,comme les cinq doigts de la main,2010
nan,6.3,Blake Zawadzki,"['Anthony Bariese', 'Dan Gregory', 'Chris Wilson']","An action/drama feature film written by Anthony Bariese, Blake J. Zawadzki, Dan Gregory, and Chris Wilson. Directed by Blake J. Zawadzki and featuring original music composed by Torion Roye. Starring Dan Gregory, Anthony Bariese, and Kimberly Boyko. The film follows a low key mercenary who is called in by a corrupt governor to rescue his daughter from her captors. One... Leer todo",76,Accion,the animal i've become,2010
nan,8.0,David Dietrich,"['David Dietrich', 'Hunter G. Williams']","In an attempt to save his crumbling marriage, a police detective extorts a recently paroled art thief into stealing valuable paintings to present to his wife as gifts.",50,Accion,theft by deception,2010
25,3.8,Jessy Terrero,50 Cent,-,82,Accion,gun,2010
77,6.1,Jerzy Skolimowski,"['Jerzy Skolimowski', 'Ewa Piaskowska', 'James Mc', 'Manus']",-,83,Accion,essential killing,2010
-,7.5,Glenn Berggoetz,Glenn Berggoetz,"When a gang of terrorists invade a campus building, it's up to English professor Joe McCann to save the day.",87,Accion,to die is hard,2010
38,5.6,Rohit Shetty,"['Bunty Rathore', 'Yunus Sajawal', 'Sajid']","In Goa, Pritam meets his love Geeta after many years. They decide to get married but the feud between their respective children creates tension in their marriage.",155,Accion,golmaal 3,2010
nan,5.6,Angelo Bell,Angelo Bell,Professional assassin Serious Rogers seeks redemption by protecting a nanny and she'll kill anyone who gets in her way.,-,Accion,resurrection of serious rogers,2010
nan,6.6,Toshio Lee,Naoki Hyakuta,"Set in a high school boxing club in Osaka, Kabu is a likeable delinquent who cuts up during classes, but works masterfully in the boxing ring. Then one day on the subway, Kabu takes out three thugs who are harassing a young couple. When Kabu gets off the train, he realizes that the man being harassed is his childhood friend Yuki, who moved away several years back. To ... Leer todo",-,Accion,bokkusu!,2010
nan,8.5,Kerwin Go,-,"A look into the ancient and deadly Filipino Martial Art of Eskrima/Kali/Arnis. Eskrimadors traces the development of the fighting art from its roots in tribal warfare, to its evolution into a sport practiced in over 30 countries worldwide. Shot entirely in the island of Cebu, the birthplace of this fighting art.",66,Accion,eskrimadors,2010
34,5.1,Keoni Waxman,Frank Hannah,-,98,Accion,hunt to kill,2010
15,4.5,"['Colin Strause', 'Greg Strause']","['Joshua Cordes', ""Liam O'Donnell""]",-,92,Accion,skyline,2010
83,6.7,Sebastian Copeland,Sebastian Copeland,"Into The Cold--A Journey of the Soul retraces the personal and harrowing expedition of two men on foot to the North Pole in sub-zero temperatures to commemorate the centennial of Admiral Peary's reach in 1909. It is a journey of endurance and commitment into the depth of the soul against the backdrop of the magnificent, unforgiving and rapidly vanishing Great North.",85,Accion,into the cold: a journey of the soul,2010
nan,5.8,Mike Winkler,"['Courtney Arena', 'Mike Winkler']","A criminal organization named 'the black dragons', has created a virus that will make the world very sick. It is up to 2 C.I.A. agents to locate the virus and stop it from being released to the world.",68,Accion,the agency: pursuit of the ares virus,2010
nan,6.5,Shôjirô Nakazawa,"['Saburo Yatsude', 'Yasuko Kobayashi']","A year after defeating Yogoshimacritein, the Go-ongers head to the wild western realm of Gunman World to defeat Gaiark's Pollution President Batcheed in a final confrontation. However, after defeating Engine-oh G9, Batcheed opens up a dimensional rift that sucks the Go-ongers and Engines to other Braneworlds. Soon after, while finding themselves fighting Ugatz, the Sh... Leer todo",64,Accion,samurai sentai shinkenjâ tai gôonjâ ginmakuban!,2010
-,-,Joy Dickson,Joy Dickson,"The story of Kalu, a young prince from Africa who seeks to escape his royal duties by fleeing to America. Torn between love and free will, his adventure experience in the land of liberty quickly unravels as he finds himself running for his life and Love.",107,Accion,between kings and queens,2010
nan,4.5,William Lee,"['Paula Lee', 'William Lee']","Soon after hurricane Katrina, a bad situation became and out of control disaster . Looting in the streets, incompetent federal aid and lots of unanswered questions. When Daniel Kane, a retired CIA operative, returns to his hometown, he realizes his covert operation days are not over.",119,Accion,dark target,2010
29,4.5,Mike Gunther,"['Bobby Mort', 'Mike Gunther', ""Sean Patrick O'Reilly""]","Brandon, a respected street fighter, is forced to flee the city after his brother is murdered and the money that was supposed to be paid back to a local gangster is stolen.",90,Accion,beatdown,2010
nan,2.8,Joe Davison,Joe Davison,"10 year old Amelia's parents think it's time for her to go to sleep permanently, leaving her broken body in a silent shallow grave. 50 years later, Mommy and Daddy are back from hell, intent on wreaking the same deadly discipline on anyone not in bed by nightfall. Sisters Holly and Elizabeth are losing their minds, and their friends are losing their heads. Something e... Leer todo",78,Accion,as night falls,2010
nan,3.0,Korhan Bozkurt,Safak Sezer,"Safak Sezer as a sailor who returns to Istanbul, following misadventures with Somali pirates and a sojourn in a Budhist monastery, to do battle with a werewolf.",98,Accion,kutsal damacana 2: itmen,2010
nan,4.4,Casper Haugegaard,Casper Haugegaard,Opstandelsen brings the zombie apocalypse into the house of God.,50,Accion,opstandelsen,2010
nan,5.7,Kwok-Man Keung,Jing Wong,"Before his wife was murdered, Inspector Mann Cheung (Simon Yam) was a model to young detectives. However, with his wife's death, he was indulged in deep sorrow and became downhearted and dispirited. Not only was his detective image affected, his relationship with his daughter Yan (Wada Hiromi) also went downhill. The new superintendent Koo Kwok-keung (Fala Chen) assig... Leer todo",93,Accion,see piu fung wan,2010
50,6.9,Chandan Arora,"['Sunita Rajwar', 'Iqbal Merchant', 'Chandan Arora']","Amidst strictly enforced curfew by Bombay Police during December 1992 following Hindu-Muslim riots, Suryakant - one of four siblings from Malad's Malvani slums, heads home. While doing so, he reflects on his childhood; his sisters: Devi and Rajni; brother Chandrakant; his dad, Shashikant, as well his mother; his expertise with the Carrom-board; run-ins with extortioni... Leer todo",128,Accion,striker,2010
nan,6.0,Petr Jákl,"['Petr Jákl', 'Marek Dobes']","Deals with the most famous criminal in Czech Republic, the lawyer who continuously tries to free him; the circle of people on both sides of the law who want to keep him in jail and his infamous escape from prison.",118,Accion,kajínek,2010
nan,6.8,Leandro Ipiña,"['Leandro Ipiña', 'Andrés Maino']","The story follows a 15-year-old Manuel Corvalán, who decides to leave his upper-class family and be disinherited by his father to join the newly formed Army of the Andes, commanded by the General José de San Martín.",90,Accion,san martín: el cruce de los andes,2010
38,6.8,Davo Weiss,"['Anna Koo', 'Davo Weiss']","An action sports documentary about empowering street kids and amputees, strengthening communities and creating a growing tribe of people to make the world a cooler place.",85,Accion,boardheads,2010
nan,8.1,Jay Irving,-,"A 66 year old Night Cook living in Toronto goes in search of his family, traveling to his native Czechoslovakia for the fist time in 38 years.",58,Accion,the night cook,2010
38,7.2,Wil Berthaud,Wil Berthaud,-,83,Accion,underground,2010
20,5.7,Carl Bessai,Arne Olsen,-,89,Accion,repeaters,2010
nan,2.3,"['Olivier Gruner', 'Patrick Shanavian']","['Olivier Gruner', 'Martin Mayo', 'Stephen Meier']","The citizens of a small town face a nightmare of apocalyptic proportions after a government plane crashes nearby, unleashing a top-secret government experiment that can't be contained.",94,Accion,re-generator,2010
66,3.1,Max Bartoli,"['Max Bartoli', 'Doug Burch', 'Sam Ingraffia']","The crew of a space shuttle encounters problems when hit by a ""space anomaly"".",95,Accion,atlantis down,2010
nan,6.9,Phillip Montgomery,Phillip Montgomery,"ReGENERATION explores the inherent cynicism found in many of today's youth and young adults, and the influences that perpetuate our culture's apathetic approach to social and political causes. The film features three intersecting stories of students, parents, and artists all looking for their place in society. Together they capture the thoughts and feelings of today's... Leer todo",81,Accion,regeneration,2010
nan,5.6,-,-,Reparto principal,-,Accion,desadrohi,2010
nan,-,Rajkrishna,-,-,-,Accion,mukkanti,2010
nan,6.3,Marvin Kren,"['Benjamin Hessler', 'Marvin Kren']","Just when Michael arrives in Berlin to visit his ex-girlfriend Gabi, a terrible virus starts spreading across the city at a rapid pace, turning people into mindless homicidal maniacs. Much to Michael's concern, Gabi's not home; instead, he meets Harper, a teenage plumber's apprentice at work in her apartment block. Together, they manage to barricade themselves when ra... Leer todo",63,Accion,rammbock,2010
27,5.4,Sriwass,"['M. Rathnam', 'Sriwass']",After his wife's murder he give up Mumbai and goes to a village with his two sisters for their safety.,161,Accion,rama rama krishna krishna,2010
nan,5.5,Sreenu Vaitla,"['Gopimohan', 'Ramana Chintapally', 'Sreenu Vaitla']",A mimic artist/ventriloquist is fooled into believing that a woman loves him.,152,Accion,namo venkatesa,2010
nan,6.1,Bruce Weaver,Bruce Weaver,"A documentary that revives humanity's ancient spiritual past through interviews with Native American spiritualists, secular prophets, environmentalists, healers and leaders in the global sustainability movement.",-,Accion,dance with destiny,2010
nan,6.0,Boyapati Srinu,M. Rathnam,A Tale of Father and Son who brings down Injustice in their reign.,155,Accion,simha,2010
nan,7.6,Trivikram Srinivas,"['Trivikram Srinivas', 'Ravi Kiran']","When a mysterious illness ravages a remote village, the villagers embrace a reluctant taxi driver as their savior.",170,Accion,khaleja,2010
nan,4.3,"['G. Eshwar Reddy', 'Y. Eshwara Reddy']","['Naresh Namdev', 'Mukund Pandey', 'Thota Prasad']",A woman is abducted by a man who wants to forcibly wed her.,142,Accion,seetharamula kalyanam lankalo,2010
nan,6.7,V.V. Vinayak,"['Gopimohan', 'Kona Venkat', 'V.V. Vinayak']",Male twins are separated at birth and live their lives in different backgrounds - until one gets abducted.,150,Accion,adhurs,2010
-,4.8,-,-,"Bhavani (Sneha), an honest police officer in Hyderabad, is posted as Assistant Commissioner of police in Tirunelveli upon the request of Tamil Nadu government. The town is controlled by Sivalingam (Kota Srinivasa Rao), a rich and influential baddie and an aspiring politician. He indulges in all unlawful activities. Bhavani resolves to put an end to all his acts. Meanw... Leer todo",139,Accion,bhavani ips,2010
80,6.4,Arun Singaraju,-,"Teenage movie about Ajay who loves Shruti but can't sum up the guts to convey his feelings. Finally, when he gets the courage to tell her there comes a twist in the tale",-,Accion,taj mahal,2010
nan,3.6,Gunasekhar,"['Gunasekhar', 'Thota Prasad']",A soon to-be married bride is abducted by a man who is obsessed with her.,147,Accion,varudu,2010
nan,7.4,S.S. Rajamouli,"['S.S. Kanchi', 'S.S. Rajamouli']",-,125,Accion,maryada ramanna,2010
98,4.6,Kiran Kumar,Kiran Kumar,"Ramesh, nicknamed Rummy (Nagarjuna), loves his childhood friend Janaki, who asks him to become rich and powerful before marrying her. With this motive, Rummy starts gambling and becomes rich in no time.",153,Accion,kedi,2010
97,6.5,Veeru Potla,"['Veeru Potla', 'K.S. Sripal Reddy']",Ajay (Manoj Manchu) and his parents are estranged from their joint family in Rayalaseema. Ajay belongs to the family of Mahendra Naidu (Ahuti Prasad). Seshadri Naidu (Jaya Prakash Reddy) is the enemy of Mahendra Naidu. They keep killing each other's family members. The story is about how the free-spirited Ajay puts an end to this and unites both families.,143,Accion,bindaas,2010
nan,4.3,P.A. Arun Prasad,Santosh R. Pogaru,"Danny (Navdeep) is a handsome bartender of a Thai restaurant in Bangkok. Sophie (Kim Sharma) is his girlfriend who also works in the restaurant as a waitress. They both were living a happy life until one day Danny had a vision about the death of a business man, Sanjay Arya (Rahul Dev). Sophie thinks that he is just hallucinating. But when the vision came true it start... Leer todo",-,Accion,yagam,2010
-,4.6,Bennie Woodell,"['Andy Pruski', 'Bennie Woodell']","December witness the brutal murder of her Mother and brother as a child but escapes death. After another horrifying incident in college, she decides to seek revenge against her families killers but also decides to go on a personal crusade to rid the world of the evil that walks the streets at night as a woman of the night.",90,Accion,the long december,2010
17,-,Leon Hunter,Leon Hunter,-,86,Accion,zero tolerance,2010
nan,7.3,John H. Lee,"['Man-Hee Lee', 'Dong-Woo Kim', 'John H. Lee']",-,-,Accion,pohwasogeuro,2010
nan,6.8,Keizô Kusakawa,Masaki Tsuzuki,-,130,Accion,mahou shoujo ririkaru nanoha the movie 1st,2010
nan,6.7,"[""Ken'ichi Takeshita"", 'Yûji Yamaguchi']","['Kinoko Nasu', 'Kristi Reed', 'Takuya Satô']",The war for the Holy Grail is on. Master/Servant team pairs made up of Magi and the summoned spirits of legendary warriors do battle to the death in their quest for the right to claim the prize. The winning team claims the Grail and it's power to grant each of them a wish.,107,Accion,gekijouban fate/stay night: unlimited blade works,2010
nan,6.3,Ken'ichi Takeshita,"['Kazuki Takahashi', 'Shin Yoshida', 'Masahiro Hikokubo']","Yugi, Jaden and Yusei must travel through time and team up to save a children's card game.",50,Accion,gekijouban yuugiou: chouyuugou! jikuu o koeta kizuna,2010
nan,7.8,Jee-woon Kim,"['Park Hoon-jung', 'Jee-woon Kim']",-,144,Accion,ang-ma-reul bo-at-da,2010
11,3.5,Tammi Sutton,Sean Hogan,"When London gangland boss Darius Deel discovers his new trophy-wife Nadia is having an affair, he hunts down her lover Riley and a deadly game begins.",90,Accion,isle of dogs,2010
nan,-,Cy Kuckenbaker,-,A character driven ethnographic survey of a tiny village in Northern Malawi. Intimate dramas unfold in the lives of four villagers who are all members of the local soccer team.,72,Accion,bush league,2010
93,7.8,Michael Pollack,Michael Pollack,"Untouchable follows Superbike Freestyle's newest star, Jorian Ponomareff from France, as he travels the globe training with the most elite riders in every country. His supernatural ability and creative style attracted the attention of both fans and championship riders, as well as the sport's biggest marketing executives. Award winning director Michael Pollack delivers... Leer todo",-,Accion,untouchable,2010
nan,3.8,"['Paul Cranefield', 'Scott Kragelund', 'Erik Van Sant']","['Scott Kragelund', 'Erik Van Sant']","A small, sleepy Utah town gets an undead wake-up call when all of the townspeople of Mormon faith suddenly transform into flesh-eating ghouls! Now, a group of 'non-believers' unaffected by the mysterious epidemic must band together to survive the night and answer the burning question: How do you kill a Mormon zombie?",61,Accion,the book of zombie,2010
nan,5.0,"['Andres Puustusmaa', 'Aleksandr Samokhvalov', 'Dmitriy Voronkov']",Aleksandr Shevtsov,"They met on the field of ""reenactment of military events"" and wanted to play war. But the war decided to play with them.",98,Accion,my iz budushchego 2,2010
nan,5.6,"['Noboru Iguchi', 'Yoshihiro Nishimura', 'Tak Sakaguchi']","['Noboru Iguchi', 'Jun Tsugita']","After a high-school girl discovers that she descends from a long line of mutants, she joins other mutants to battle anti-mutants. Ordinary humans that can't run fast get caught in the slaughter.",89,Accion,sentô shôjo: chi no tekkamen densetsu,2010
29,4.4,Seiji Chiba,Seiji Chiba,A comet crashes into a Japanese forest and a group of mighty ninjas must fight a group of killer Aliens before they reach their village and kill everyone.,80,Accion,alien vs. ninja,2010
nan,-,"['Michel Duran', 'Jay Lewyn']",-,-,54,Accion,"sganarelle, or the imaginary cuckold",2010
nan,-,Rose Jarvis,-,-,80,Accion,jeepney,2010
48,6.1,Luis Landivar,Luis Landivar,"With the murder and investigation of a runaway Mexican-American teen in the down and out town of Bushwick, Brooklyn, Det. John Mejia must see that justice is done.",72,Accion,bushwick,2010
88,-,Brian Vannucci,Brian Vannucci,What is the price of Partnership?,82,Accion,trigger,2010
nan,-,Tommy Yacoe,"['Nick Lee', 'Tommy Yacoe']","After the infamous terrorist Dmitri Koskov kills an American agent, the CIA sends their best man, Jacques Ryen, after him. Hot on his trail, Ryen soon discovers that Koskov is just the tip of the iceberg in a massive political conspiracy. Left without anyone he trust, Ryen must decide for himself where his true allegiance lies; in his friends, his government, or his c... Leer todo",75,Accion,the time to kill,2010
