puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
-,3.3,Sebastian Panneck,Christoph Willumeit,"A motley group of business students in Berlin, Germany sign up for Takahashi Corp.'s assessment weekend, hoping to land one of the coveted spots with the consulting company. Under the watchful eye of a company psychologist, the team-working and improvisational skills of the aspirants will be put to the test in a survival-type situation. But nothing goes according to p... Leer todo",93,Accion,headhunter: the assessment weekend,2010
11,4.7,James Quattrochi,Salvatore Polisi,"NYC, 1972: After a bloody mob war all summer, the 5 mob families keep the peace at Sinatra Club with Gotti's upcoming silver heist as a joint venture.",88,Accion,sinatra club,2010
nan,5.0,Francisco Aragon,Francisco Aragon,-,101,Accion,boyle heights,2010
70,6.6,"['Ethan Maniquis', 'Robert Rodriguez']",Robert RodriguezÁlvaro Rodríguez,-,105,Accion,machete,2010
nan,5.5,Jim Fitzpatrick,Jim Fitzpatrick,A group of kids take down a motorcycle gang.,83,Accion,adventure scouts,2010
73,7.3,"['Tom Mc', 'Grath']","['Alan Schoolcraft', 'Brent Simons']",-,95,Accion,megamind,2010
nan,7.4,Tejas Dhhanraj,Tejas Dhhanraj,A carefree guy who lands himself and family in trouble when he comes across a goon Lallan Pandey.,-,Accion,he - the only one,2010
52,6.3,James Mangold,Patrick O'Neill,-,109,Accion,knight and day,2010
4,5.1,Kevin Munroe,"['Thomas Dean Donnelly', 'Joshua Oppenheimer', 'Tiziano Sclavi']",-,108,Accion,dylan dog: dead of night,2010
3,-,Isaac Combs,Isaac Combs,A Los Angeles crime saga focuses on a detective who turns his back on his drug lord younger brother.,101,Accion,deal,2010
60,6.3,Neil Marshall,Neil Marshall,-,97,Accion,centurion,2010
21,3.8,Kim Bass,Kim Bass,-,113,Accion,kill speed,2010
33,6.2,Sngmoo Lee,"['Sngmoo Lee', 'Scott Reynolds']",-,100,Accion,the warrior's way,2010
47,6.8,"['Albert Hughes', 'Allen Hughes']",Gary Whitta,-,118,Accion,the book of eli,2010
20,5.3,Scott Stewart,"['Peter Schink', 'Scott Stewart']",-,100,Accion,legion,2010
11,3.1,Gordon Chan,"['Rita Augustine', 'Chris Chow', 'Matthew Ryan Fischer']","Live-action feature based on the video game ""King of Fighters"".",93,Accion,the king of fighters,2010
12,5.5,Andy Tennant,Sarah Thorp,-,110,Accion,the bounty hunter,2010
nan,4.1,Andrey Konchalovskiy,"['Andrey Konchalovskiy', 'Chris Solimine']",-,110,Accion,the nutcracker in 3d,2010
21,6.3,Miguel Sapochnik,"['Eric Garcia', 'Garrett Lerner']",-,111,Accion,repo men,2010
-,-,-,-,Reparto principal,-,Accion,bhairava ips,2010
22,3.9,Eric Etebari,Robert Redlin,Can a determined single mom go the distance and win the tournament that could ultimately lead to a better life for her and her daughter?,90,Accion,bare knuckles,2010
16,-,Anand Kumar,Aryan Saha,-,107,Accion,private number,2010
55,4.1,Davi de Oliveira Pinheiro,Davi de Oliveira Pinheiro,"In a devastated post-apocalyptic world where the rules of reality are transformed by magic and madness, a vengeful police officer searches for a possessed serial killer in a battle of the not-so-good versus absolute evil.",89,Accion,beyond the grave,2010
12,4.7,Jimmy Hayward,"['Mark Neveldine', 'Brian Taylor', 'William Farmer']",-,81,Accion,jonah hex,2010
nan,3.3,Juan Carlos Vargas,"['Juan Carlos Vargas', 'John Azpilicueta']","Ten actors audition on a reality show for a million dollars. All they have to do is survive three killers, and each other - streaming live over the Internet.",87,Accion,elimination,2010
nan,5.7,Hilbert Hakim,"['Joshua Leibner', 'Hilbert Hakim']","A botched car-jacking forces two white-collar criminals to take refuge in the home of the thugs that accosted them. Over the course of one explosive, unpredictable night, worlds collide, fortunes shift, lives are cast aside and the most unsuspecting of heroes walks away with a multimillion dollar score.",105,Accion,krews,2010
43,5.2,"['Cyrill Boss', 'Philipp Stennert']","['Cyrill Boss', 'Philipp Stennert', 'Andreas Gaw']",Jerry Cotton is the best agent of the FBI and suspected of murder. So he has to find the real killers of gangster boss Serrano.,90,Accion,jerry cotton,2010
83,6.2,Assad Raja,"['Jens Dahl', 'Assad Raja', 'Nicolas Winding Refn']",-,107,Accion,pusher,2010
24,5.2,Robert Kurtzman,Alexander Vesha,A police officer with a painful past returns home to help the FBI track down a mastermind assassin.,96,Accion,deadly impact,2010
-,4.0,Robert Arevalo,Robert Arevalo,"Saltillo, a small dusty town south of the Mexican border, caught in a war of greed and corruption. A man named Bishop returns home after his parents are executed at the hands of a ruthless drug lord El Chilango. He swears to avenge the deaths of his loved ones and take down every person involved at the cost of losing himself and his new love Lucia, the wife of his new... Leer todo",100,Accion,mexican bloodbath,2010
nan,-,Florin Calin,-,-,115,Accion,orsova noua 5: epilog,2010
4,3.2,Peter Atencio,"['Scott Martin', 'C.W. Fallin', 'Lori j Falzone chavez']",-,94,Accion,the rig,2010
nan,7.4,Jean-Claude Van Damme,Jean-Claude Van Damme,"A military veteran and former mercenary named Frenchy is haunted by his childhood, as well as his past in the military.",108,Accion,frenchy,2010
10,5.4,Robert Luketic,"['Bob De', 'Rosa', 'Ted Griffin']",-,100,Accion,killers,2010
51,6.8,Joseph Kosinski,"['Edward Kitsis', 'Adam Horowitz', 'Brian Klugman']",-,125,Accion,tron: legacy,2010
nan,7.9,Roberto Monticello,"['Doug Klozzner', 'Ted Campbell', 'Joel A. Greenberg']",Kids are forced to participate in a secret fight club run by town officials.,88,Accion,you have the right to remain violent,2010
nan,3.8,Angel M. Huerta,"['Armando Guajardo', 'Angel M. Huerta']",Owal Tec investigates the paranormal activities that are taking place around the country.,110,Accion,seres: genesis,2010
nan,7.0,Jeff Tremaine,"['Jeff Tremaine', 'Johnny Knoxville', 'Bam Margera']",-,94,Accion,jackass 3d,2010
nan,6.6,Hark Tsui,"['Chia-Lu Chang', 'Kuo-Fu Chen', 'Qianyu Lin']",-,123,Accion,di renjie: tong tian di guo,2010
nan,-,-,-,Ver la información de la producción en IMDbPro,-,Accion,the beautiful outsiders,2010
nan,6.4,Stevan Filipovic,"['Stevan Filipovic', 'Stasa Koprivica', 'Dimitrije Vojnov']",Life is sometimes rude game: one mistake can buy you ticket to hell.,102,Accion,sisanje,2010
49,6.1,William Kaufman,"['William Kaufman', 'Jay Moses']",Two New Orleans cops are up against an extremely violent gang.,104,Accion,sinners and saints,2010
28,6.2,John Luessenhop,"['Peter Allen', 'Gabriel Casseus', 'John Luessenhop']",-,107,Accion,takers,2010
nan,4.6,Fabrice Genestal,"['Paul Besson', 'Fabrice Genestal']",A hot young Wall Street trader finds a formula based on climatology to play the market and win big... but at what cost?,85,Accion,krach,2010
nan,9.1,V. Nagaraj,-,-,-,Accion,undercover rascals,2010
4,2.2,Albert Pyun,Cynthia Curnan,A princess is on a quest to unite the five greatest warriors to save her kingdom from a demon sorceress.,86,Accion,tales of an ancient empire,2010
nan,5.7,Hae-sung Song,"['John Woo', 'Hyo-seok Kim', 'Taek-kyung Lee']","Arms trafficker Hyuk and Young-chun are practically brothers and nothing can separate them. When the two managed to escape from North Korea, they left behind Hyuk's younger brother Chul. Hyuk can never shake off the guilt as his family was punished for his treason and his mother died in prison. Three years later, Chul finally makes his way to South Korea and join the ... Leer todo",124,Accion,moo-jeok-ja,2010
66,6.2,Harald Zwart,"['Christopher Murphey', 'Robert Mark Kamen']",-,140,Accion,the karate kid,2010
nan,6.6,Richard Berry,"['Franz-Olivier Giesbert', 'Richard Berry', 'Matthieu Delaporte']",-,117,Accion,l'immortel,2010
nan,-,Malik Imdad Hussain,Malik Imdad Hussain,-,-,Accion,jabroo te nizam,2010
37,6.4,Pierre Morel,"['Adi Hasak', 'Luc Besson']",-,92,Accion,from paris with love,2010
nan,6.3,Luc Besson,"['Luc Besson', 'Jacques Tardi']",-,107,Accion,les aventures extraordinaires d'adèle blanc-sec,2010
72,6.4,Christopher Smith,"['Dario Poloni', 'Christopher Smith']",-,102,Accion,black death,2010
18,6.1,Guy Moshe,"['Boaz Davidson', 'Guy Moshe']",-,124,Accion,bunraku,2010
nan,-,-,-,Ver la información de la producción en IMDbPro,93,Accion,barcelona vs real madrid,2010
43,3.1,Neil Jones,Neil Jones,"The world may be recovering from a global zombie outbreak, but that's not stopping Dean from marrying. The stag party, along with a PVC-clad stripper they've hired, go to play Zomball - like paintball, except that you get to shoot zombies.",81,Accion,stag night of the dead,2010
40,4.6,Anil Sharma,"['Shailesh Verma', 'Shaktimaan Talwar', 'Salman Khan']",Prithvi seeks revenge on Gyanendra Singh and the British. He sends his son Veer to Britain to study their plans. Veer kills Gyanendra's son but ends up falling in love with his daughter.,169,Accion,veer,2010
38,5.1,Andrés Couturier,"['Emmy Laybourne', 'Sam Laybourne', 'Rob Sosin']","Join Mr. Magoo and his nephew, Justin, as they dodge giant robotic spiders and jetski ninjas on a kung fu-style adventure! When supervillian, Tan-Gu, invites the world's most notorious bad guys to compete in the ""Evil-lympics,"" there's only one person who can put a stop to the wickedness and save mankind--Kung Fu Magoo!",79,Accion,kung fu magoo,2010
50,6.5,"['Volt Jones', 'Micah Moore']",-,A hit man must battle Italian and Chinese criminal organizations to be with the woman he loves.,90,Accion,dogs of chinatown,2010
nan,4.3,Kireet Khurana,"['Raagi Bhatnagar', 'Bhimsain', 'Munna Dhiman']",A reel-life costumed actor is abducted and asked to be a real hero by Toon characters.,95,Accion,toonpur ka superrhero,2010
nan,3.4,Adamo P. Cultraro,Adamo P. Cultraro,A ruthless mafia hit man is transformed when he rescues a woman who takes the fall for one of his hits.,77,Accion,corrado,2010
nan,5.4,J.A. Steel,J.A. Steel,A Creature terrorizes a small town and it is up to a small group of scientists to stop it.,83,Accion,denizen,2010
nan,-,-,-,Ver la información de la producción en IMDbPro,90,Accion,fc barcelona vs hércules cf,2010
72,6.0,Anurag Basu,"['Anurag Basu', 'Robin Bhatt', 'Sanjeev Dutta']","A wounded man searches for his sweetheart in the Mexican desert while on the run from the police, bounty hunters, and others.",123,Accion,kites,2010
nan,-,-,-,Reparto principal,92,Accion,birmingham city vs tottenham hotspur,2010
nan,-,Douglas Rath,"['Anthony Bravo', 'Douglas Rath']",Ex-convict hunts down a trio of thrill killers over 24 bullet riddled hours.,110,Accion,id,2010
66,7.7,Aram Rappaport,Aram Rappaport,"Based on a true incident, Innocent, also known as Helix, is the compelling tale of five disparate lives that become inextricably entangled one cold Chicago morning. Told in real-time, Helix is America's first action crime drama ever to be shoot in one continuous take without any edits. Ashley, a beautiful young woman is abducted by two desperate urban youths. A street... Leer todo",98,Accion,innocent,2010
33,3.4,J. Stephen Maunder,J. Stephen Maunder,"During a military raid to rescue in Iraq, Max Forrester's teammate and girlfriend Sasha, disappears mysteriously. Two years later, Max, who has since retired from the army receives a call from his former commander Captain Dyer, who informs him that Sasha is still alive and is in a place called Paradise Island, and also inform him that the army is ready to take action ... Leer todo",87,Accion,shadows in paradise,2010
0,-,Coier Amerson,"['Coier Amerson', 'Darryl Quarles']",A buddy-action account in the underworld of New Orleans.,85,Accion,mercy,2010
nan,4.2,Keith Parmer,Keith Parmer,"Time is running out for two elite criminals as they seek out revenge to get the money they are owed after a heist gone wrong years ago. They've traveled across the country, tracked down their ex-partner, and planned every detail of their attack. When they finally come face-to-face, these two criminals refuse to back down until they get what belongs to them.",97,Accion,tic,2010
52,6.9,Zack Snyder,"['John Orloff', 'Emil Stern', 'Kathryn Lasky']",-,97,Accion,legend of the guardians: the owls of ga'hoole,2010
21,5.8,Paul W.S. Anderson,Paul W.S. Anderson,-,96,Accion,resident evil: afterlife,2010
nan,2.5,Kantz,Barry Louis,Tony is in a race against time to save his kidnapped wife before she is murdered but as he unravels the mystery behind her abduction he discovers they are after more than money.,86,Accion,urgency,2010
30,5.2,Nic Auerbach,"['Tim Cunningham', 'Jack Iandoli']","A cruel twist of fate catapults small time crook Mickey Skinner into the big league, as head of a brutal London gang poised on the brink of a lucrative human-trafficking deal",105,Accion,the big i am,2010
55,6.6,Martin Campbell,"['William Monahan', 'Andrew Bovell', 'Troy Kennedy Martin']",-,117,Accion,edge of darkness,2010
nan,-,Péter Karácsony,Péter Karácsony,-,80,Accion,around hell,2010
72,6.9,Jon Favreau,"['Justin Theroux', 'Stan Lee', 'Don Heck']",-,124,Accion,iron man 2,2010
17,3.6,"['Simone Bartesaghi', 'Philip Kim', 'Neil Kinsella']","['Philip Kim', 'Neil Kinsella']",-,101,Accion,downstream,2010
30,6.2,"['June Daguiso', 'Al Ghanekar']",June Daguiso,-,-,Accion,collide,2010
nan,7.3,Na Hong-jin,"['Won-Chan Hong', 'Na Hong-jin']",-,157,Accion,hwanghae,2010
31,6.7,Jonathan Lynn,"['Lucinda Coxon', 'Pierre Salvadori']",-,98,Accion,wild target,2010
nan,3.0,Tom Shell,"['Jennifer Lee Loy', 'Tom Shell', 'A.J. Draven']","When Captain Kyle Fierson's unit is ambushed during a raid to rescue a deadly nuclear device, he must run for his life - not only to track down the missing time bomb, but also to clear his name when he is accused of aiding the terrorists.",98,Accion,disarmed,2010
45,4.4,Kim Sønderholm,Kim Sønderholm,Frank is a police officer who loses his family in a tragedy. In desperation he turns to crime and makes a living as a hitman for the mob.,91,Accion,tour de force,2010
21,6.0,Florian Henckel von Donnersmarck,"['Florian Henckel von Donnersmarck', 'Christopher Mc', 'Quarrie', 'Julian Fellowes']",-,103,Accion,the tourist,2010
72,7.0,Robert Schwentke,"['Jon Hoeber', 'Erich Hoeber', 'Warren Ellis']",-,111,Accion,red,2010
17,3.3,Jordi Llompart,Jordi Llompart,A young girl named Jana takes a magical journey to Africa.,90,Accion,magic journey to africa,2010
0,2.9,Jeremiah Hundley,"['Jeremiah Hundley', 'D. Glase Lomond']","""In the deep jungles of South East Asia a blood thirsty mercenary Sebastian, hunts for the thrill of the chase and victims to sell into slavery. In one operation he kills a peaceful local shaman Aroon, and his family. As Sebastian leaves with his catch, Aroon dies... only to come to life the next day. Something has happened to Aroon, a gift to some, but a curse to him... Leer todo",90,Accion,the lazarus papers,2010
nan,5.0,Romeo Antonio,"['Romeo Antonio', 'Henry A. Miller', 'Robert Rothbard']",Four childhood friends double as Arizona State University College Students by day and major drug lords by night.,-,Accion,rollers,2010
77,7.6,Matthew Vaughn,"['Jane Goldman', 'Matthew Vaughn', 'Mark Millar']",-,117,Accion,kick-ass,2010
16,3.1,Ric La Monte,Ric La Monte,"A simple man, Dr. Walter Newman, has high aspirations to cure all disease through genetic manipulation. His obsession with his mission draws him deeper into his own dark world, distracting him from his wife Olivia and from his responsibilities to his patients at the Edgewood Asylum. The doctors loyal but diabolical nurse, Ms. Tinsley, decides to take matters into her ... Leer todo",96,Accion,the tenant,2010
23,5.1,Dolph Lundgren,Raul Inglis,A Soviet-trained assassin is determined to escape his double life as a hitman and as a husband-father.,88,Accion,icarus,2010
nan,7.1,Amazon Bob Carter,Amazon Bob Carter,"Two bounty hunters, Demon Jones and The Babe, go to Catalina Island to pick up a bond jumper and find the island crawling with what they think are zombies.",147,Accion,dead in the head,2010
34,4.1,Tiller Russell,"['Tiller Russell', 'Ray Wylie Hubbard']",A western centered on a woman trying to bring her outlaw lover home for his burial.,83,Accion,the last rites of ransom pride,2010
nan,4.9,Fouad Mikati,"['Sam Levinson', 'Brian Watanabe']",A battle ensues among groups of government spy teams in an underground facility after their boss is assassinated.,87,Accion,rogues gallery,2010
42,5.5,Adam Green,Adam Green,"Marybeth escapes the clutches of the bayou-butcher Victor Crowley and returns to the swamp with an army of hunters and gunmen, determined to end Crowley's reign of horror once and for all.",85,Accion,hatchet ii,2010
nan,6.6,Andrey Kavun,Andrey Kavun,"Based on the true story of five Russian pilots captured by the Taliban. They are forced to spend three-hundred-seventy-eight days in hell, while facing questions of loyalty, survival and planing their treacherous escape route home.",103,Accion,kandagar,2010
98,-,Sebastien Ricci,Sebastien Ricci,-,89,Accion,ascension,2010
12,5.4,Brian Levant,"['Jonathan Bernstein', 'James Greer', 'Gregory Poirier']",-,94,Accion,the spy next door,2010
