puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
nan,6.4,Ben Bernschneider,Ben Bernschneider,A killer comes into a bar... What sounds like a joke isn't funny at all for an ex-police alumni turned vigilante-killer who planned to pick up his girl and then leave town forever.,15,Accion,bad sheriff,2017
nan,-,Hakan Can,Hakan Can,-,-,Accion,you wanted to be a poem,2017
nan,-,"['Nemanja Bogdanovic', 'Filip Kljakic']",Filip Kljakic,-,-,Accion,vase uloge molim,2017
nan,-,"['Christopher Paul Haden', 'Gregory Hernandez', 'Julian Miranda']","['Gregory Hernandez', 'Carson Mitchell']","Gregory and Carson are trying to get enough money to buy back their hangout spot that's being shut down, so they try to come up with an idea to get 100,000$ to buy the place. Gregory remembered that he had a YouTube Channel they could make some money on. They go on to make tons of amazing videos such as Parkour, Music Videos, and other Dank Ship Brah.",19,Accion,kirbykip: the story of pablo,2017
nan,-,Thomas Frick,Thomas Frick,"After the events of ""Narrows"", Commander Murdock rises to power and releases one of his top agents to take down Agent Trace.",5,Accion,downtown: the aftermath,2017
nan,-,Larry Donald,Michael Lewis,-,-,Accion,matthew kline kader documentary,2017
nan,-,Elias Noel,"['Michael Joseph Mc', 'Hugh', 'Elias Noel']",We follow Quip Farguil and Eno Satori as that they put everything on the line in a card game of sabacc to escape the Empire and the dangerous Taris Underworld.,18,Accion,star wars: an idiot's array,2017
nan,-,Antonio Darwiche,Galassia Grassetto,"In this short, Jackie is an undercover spy who works for a private company. She goes to find Hunter, who is a great hacker and the Einstein of this generation. She needs to kidnap him in order to take down a corporation that wants to destroy the cure to cancer.",-,Accion,the bunny and the hacker,2017
nan,-,Marcelo Mayen,Marcelo Mayen,"In order to win back his ex-girlfriend, Wilson Bullock needs to prove that he's done indulging his petty superhero identity.",40,Accion,bullock the bruiser,2017
-,8.3,"['Jay', 'Tee Thompson']",Da Griot,"African American man battles the tribulations of his every day life due to the color of his skin. He only wants peace but trouble seems to find him everywhere he turns. In every situation his hands are up, but the bullets keep flying. Will he get hit?",16,Accion,"hands up, don't shoot",2017
nan,-,Keenan Osborne,Keenan Osborne,-,-,Accion,dolls: zero,2017
78,9.5,Carter Ferguson,Bryan Larkin,"A contract killer is sent from London to Hong Kong on an assignment with a young hitman, but their plans are derailed when the seasoned killers past leaves both men questioning their motives.",19,Accion,dead end,2017
nan,-,"['Abhilash Chandra', 'Jorik Dozy']","['Abhilash Chandra', 'Jorik Dozy']","A female warrior from another world travels to Earth in search of her lost child, only to find herself imprisoned deep within the darkness of a human trafficking jungle camp in Southeast Asia. Now, she and her child must fight for their freedom or risk facing death in the clutches of ruthless human traffickers.",-,Accion,cahaya terakhir,2017
-,9.0,Alexandra Adomaitis,Alexandra Adomaitis,A young woman with a dangerous past is forced to face an old foe when she discovers that a precious item has been stolen.,15,Accion,diamond dayze,2017
95,6.2,Ben Holman,-,One man's work to transform the future of his Brazilian favela community through boxing.,15,Accion,the good fight,2017
-,-,K.L. Martin Jr,-,"After its been discovered that he has been stealing from his precinct to handle debts, Jake discovers that the last loose end he he had to tie, his partner Tom, has known the entire time.",3,Accion,loose ends,2017
nan,-,David M. Gutel,Kurtis Anton,"A reconveyance, In another time.",10,Accion,"reconveyance: scene 49, what child is this",2017
nan,8.4,Amanda Renee Knox,Joseph Sousa,"When, on a routine patrol, a Black female cop living in and patrolling Inglewood gets called to a disturbance she is forced to make an unprecedented life altering decision.",18,Accion,night call,2017
nan,-,Michael Scordakis,Michael Scordakis,"Two tough gun packing mobster chicks run into a whole lot of paranormal trouble when they are instructed to go to Colima Mexico to kill El Jeffe. Guns, Doors and a whole lot of bullets. Everything goes south down south.",15,Accion,colima,2017
nan,-,Michael Andrew Prieto,Michael Andrew Prieto,-,-,Accion,project smoke,2017
nan,7.7,Sergey A.,Sergey A.,The little tree goes to bloody revenge of peoples. It wants only people's death for destroyed forest.,4,Accion,revenge of the tree,2017
nan,7.5,Tony Cole,Tony Cole,"When a government funded mercenary group goes rogue and joins forces with a retired Soviet general, there's just one man to count on.",35,Accion,jack stone: for queen and country,2017
nan,-,Jesse Conti,Jesse Conti,"When this masked syndicate decides to start a new world order, stay out of their way...",-,Accion,terrorbyte: worldstar,2017
nan,-,Malik Stalbert,"['Sawa Kurotani', 'Malik Stalbert']",R.A.G.E is a web series about an FBI agent who is introduced to a dark underworld of the undead .,16,Accion,r.a.g.e: down came the rain,2017
nan,-,Alexander Buck,-,An african marathoner wins the 13th Vitoria's International Marathon in Brazil when a sudden a hiccup crisis moves him away from his medal and dreams.,15,Accion,hic,2017
nan,-,-,Estefanía Martínez,-,-,Accion,entre amigas,2017
nan,-,-,-,Reparto principal,2,Accion,je suis takatakatac,2017
nan,-,Thomas Cavaillon,"['Thomas Cavaillon', 'Loïc Ollier', 'Gaëlle Prigent']",-,31,Accion,fuite sous les châtaigners,2017
nan,7.8,Andrei Sporea,Alex Rodzinek,"The Mayor's daughter and her friends get kidnapped by a gang called ""The Skulls"" who also broke into the Mayor's house and are keeping the girl's hostage. LAPD goes in for the rescue which only ends up in a bad bloodbath with ""The Skulls"".",17,Accion,the mayors daughter,2017
nan,-,Samuel Smith,Samuel Smith,"In this stylish, action fantasy, a father fights to protect his family against the terror of the Tengu - Birdmen of the mountains.",8,Accion,"tengu, birdmen of the mountains",2017
nan,-,Evan Zissimopulos,"['Shane Gallagher', 'Stephen Hughes Jr.Natasha Smith']","A young businesswoman, a college student, and an eccentric toy collector may hail from different walks of life, but they all have one thing in common; an insatiable thirst to be the very best Pokémon GO Player. This is the story of their quest for glory within the game and the lives that are touched by their obsession to this gripping phenomenon.",17,Accion,pokemon go: players,2017
-,7.1,Jim Cummings,"['Jim Cummings', 'Dustin Hahn']",Crystal robs a liquor store-it goes pretty OK.,10,Accion,the robbery,2017
nan,-,Paulius Dirskevicius,"['Povilas Dryza', 'Tadas Padvarietis']",Short film about trust between criminal and detective.,25,Accion,fake heroes,2017
nan,4.6,Joey Min,Joey Min,-,9,Accion,the legend of korra: a new beginning,2017
-,-,-,Alba Moyano,"The Verge follows three women, survivors of an ongoing apocalypse, who are forced to fight their way to the top of a flooding building. This breath-taking climb will change both their lives and the fate of humanity.",15,Accion,the verge,2017
50,-,Matt Ritchey,Tom Cavanaugh,"A group of poker players in Hollywood, turn a night of gambling into a prank and end up learning a life lesson when a mysterious letter shows up. Now, they have to figure out who is bluffing and who is really gambling in this test of friendship.",11,Accion,poker night,2017
nan,-,"['Ian Mc', 'Clellan']","['Ian Mc', 'Clellan', 'Derek Ridsdale']","Jay and his robot companion Steven are sent through time after an evil cooperate overlord attempts to destroy their company and their character. Ninja's, Robots, and time travel culminate to deliver one wacky adventure.",15,Accion,time battle,2017
nan,-,Manuj Kathuria,-,"RUE -Bitterly regret ,something one has done or allowed to happen and wish it undone.",6,Accion,rue,2017
nan,-,Adrian Neely,Adrian Neely,-,-,Accion,ngoma,2017
-,-,Jordan Cann,Jordan Cann,Two vigilantes take matters into their own hands after a crime boss drains their town of it's resources.,-,Accion,reclamation,2017
-,-,Jared Kahn,Jared Kahn,Two brothers are forced to do whatever it takes to save their father's life.,27,Accion,brothers,2017
nan,5.1,Wayne Dalglish,"['Wayne Dalglish', 'Kevin Foster', 'Brady Romberg']",The last Assassin's must rescue his brother from a life of Templar captivity.,3,Accion,assassin's creed: dissent,2017
nan,-,Leonardo D'Abraham,Leonardo D'Abraham,A hotshot screenwriter turns to time-travel when haunted by a future conspiracy to shoot him.,24,Accion,gun voyage,2017
nan,-,Thomas Rivera Montes,-,Gabriel and his friends decide to play Truth or Dare one day after school. They don't except things to take a serious turn and Gabriel's secret to be revealed.,15,Accion,dare and truth,2017
nan,-,Lucas Carravetta,Lucas Carravetta,-,18,Accion,the motorcycle boy reigns,2017
6,-,Brandon Ellison,-,"A retro, 80's Sci-fi / Action short film. Steven powers must arrive at the ferry on time which separates him from his work. Along the way he is challenged with unexpected circumstances, leading him to eventually become, the Time Runner. A brave hero, with a bionic arm which has the ability to manipulate time.",11,Accion,time runner,2017
nan,-,Fabien Duchamp,Fabien Duchamp,-,2,Accion,je suis un macguffin,2017
nan,-,Samuel Smith,Samuel Smith,"In this stylish, award winning, action / thriller, a professional thief infiltrates an illegal, back street auction. His well planned robbery is up turned when he realises they are trying to sell an innocent girl as the devil in human form.",7,Accion,i am not the devil,2017
nan,-,Elijah Senn,Elijah Senn,-,-,Accion,500 feet,2017
nan,6.1,Brandon Zuck,Brandon Zuck,"Long after the end of the world, five strangers sharing an abandoned desert motel are forced to decide between love and survival.",17,Accion,goodbye blue sky,2017
-,-,Hakim Hakimov,Hakim Hakimov,-,3,Accion,demon,2017
nan,-,Noah King,Noah King,-,-,Accion,i'm bored,2017
72,-,David Alejo,-,"A clay man planting a seed the seed grows and the man visits the tree when older, the tree squishes the one who planted him.",2,Accion,the tree,2017
nan,-,Daniel Perez,Daniel Perez,"A young criminal steals a million in cash in order to retire from his gang life, but now two corrupt LA cops are after him to retrieve what's theirs.",14,Accion,the land of mad men,2017
nan,-,Dmytro Sergeev,Dmytro Sergeev,A wild little bunch steals a bicycle from the stranger. He is going to give it back.,10,Accion,cowboys on wheels,2017
nan,-,Dean Gareth Moore,Yair Karlberger,Julia and Simon are awaiting for the exchange with The League's leader. When his goons show up instead a fight erupts. As Reverend breaks up the fight he reveals information that will change everything in the lives of the two siblings.,-,Accion,the meet,2017
nan,5.6,Catero Alain Colbert,Catero Alain Colbert,Chaos becomes the new world order when robots designed to serve mankind form an army to destroy it. One man discovers the source of the uprising and with the help of an ex solider fights to put an end to it.,5,Accion,2031,2017
-,-,Alexei Katerynchuk,"['Juan Alejandro Bermudez', 'Serhii Kastornykh', 'Alexei Katerynchuk']","When two Ukrainian soldiers of two opposite sides of the front of contemporary war find themselves in one house, there is much more at stake then just who is going to win.",24,Accion,dawn,2017
56,-,Felix Kempter,Felix Kempter,"In order to manage his debts, paramedic Mike decides to provide his ambulance for 'just an hour' to two thugs. But things don't go quite as planned, and Mike is suddenly caught up in a clever robbery...",20,Accion,payday,2017
-,-,"['Gregory Hernandez', 'Drake Read']","['Gregory Hernandez', 'Drake Read']","Milo Richardson gets a visit from Tom the plush cat one morning. One minute he's just a nice kitty, the next he's attacking Milo outta nowhere. Watch as Tom goes crazy and Milo meets a high kid in this amazing and hilarious movie!.",7,Accion,tom,2017
nan,-,Ethan Woldenberg,John Woldenberg,A man who is just trying to take a train is faced with something he never thought would ever happen.,8,Accion,no caller id,2017
nan,-,Tia Cherie Polite,Tia Cherie Polite,Two warriors are teleported by unseen forces to battle each other using swords and ki energy.,4,Accion,age of the warrior,2017
75,4.8,Gints Zilbalodis,Gints Zilbalodis,A boy is afraid to leave his oasis because of the dark spirit waiting for him outside.,17,Accion,oasis,2017
nan,-,Yudelka Heyer,Jon Steiger,"Breakfast really is the most important meal of the day, but what happens when your jerk of a roommate deprives you of yours? Time to throw the smack down on him with an all out, championship boxing match. Cereal Killer. What would you do for your breakfast?",7,Accion,cereal killer,2017
nan,-,"['David Vincent Cortez', 'Alexander Hoggard']","['David Vincent Cortez', 'Alexander Hoggard', 'Xerxes Sangco']","When the White House has been taken over and shut down by anonymous terrorists, the FBI is left with only one option in order to rescue the President of the United States, Rex McClane, security guard and janitor.",12,Accion,try hard,2017
75,-,Alex Preston,Alex Preston,-,-,Accion,greenlight,2017
nan,-,Jaciento Cox,-,This film depicts life of Corey who is an African American teen at the age of 16 - 19 well educated and well mannered. He fits the criteria of the typical young black male in the eyes of the society. He goes through the trials and tribulations of a young African American Male growing up in an urban community. He is sent on a mission to deliver a black bag to a group o... Leer todo,8,Accion,the bag,2017
nan,-,Israel David Groveman,Israel David Groveman,-,8,Accion,the guns of wachoiye,2017
-,-,Misha Zvagilskiy,Misha Zvagilskiy,-,-,Accion,scope,2017
nan,-,Amod Damle,Amod Damle,Scarlet the paint tube sets off on a path of revenge and leads an army of Reds into battle against their fellow colors. The Reds win the war and celebrate the creation of a monochromatic world only to realize that the war is far from over.,6,Accion,bleached,2017
nan,-,Nicol Eilers,Nicol Eilers,"When an Australian scientist invents a weather modification device, he struggles to protect it from the corporation who wants it for world domination.",8,Accion,climate control,2017
25,8.7,Kevin Kittle,Kevin Kittle,The Sherrif of a small Western town witnesses a sickness quickly overtaking the locals. Along with his trusty Deputy Carl and plucky sidekick Annie they try to save the town.,7,Accion,dead west,2017
89,-,Ryan Darnell,"['Ryan Darnell', 'David Mullen']","Towards the end of the 20th Century, in the aftermath of war between world powers, Dublin has been reduced to a city of dereliction, where everyday is a struggle for survival. Two addicts attempt to rip off a crime Boss to get their next fix, but suddenly find themselves in trouble when the State police appear.",22,Accion,scum,2017
nan,-,Connor Brown,Connor Brown,"Salami Street is a mob/cop comedy set in the fictional town of Haddonfield in 1993. Dale, a dissatisfied cop is recruited by the FBI to go undercover on a suicide mission. That mission? To walk into the Pastrami family outfit with a wire and sell the Don, Jackie 'The Papa' Pastrami, cocaine. Dale's cynical attitude compared to everyone around him, both 'good' and 'bad... Leer todo",10,Accion,salami street,2017
nan,-,Fernando Sanches,Fernando Sanches,-,-,Accion,ruanita,2017
nan,-,Rachel Zhou,Rachel Zhou,"Detective Ming and his assistant Lin get involved into a murder case in the renowned Triangle Mansion. Family members are fighting for the will, and the Luo brothers get murdered one after the other. With the lawyer Ma's help, Ming and Lin have to find out the real killer in a few days although they are unaware of the killer's approach to them.",-,Accion,triangle mansion: the teaser,2017
nan,8.5,"['Nick Janssen', 'Wout Kanters']","['Nick Janssen', 'Wout Kanters']",-,-,Accion,evac,2017
-,9.6,"['Robert Ford', 'John Twohy']","['Robert Ford', 'John Twohy']","In a post apocalyptic world, a hit is set on a scientist who may have found the cure for the Virus that abruptly decreased the worlds population. The man sent to take him out, decides to hear him out instead.",12,Accion,tracking,2017
nan,-,Michael Allmon,Michael Allmon,"A brother has been entered into an under ground fight arena to cover a bet for his brother. His opponent is bigger, faster, and stronger. But he has something up his sleeve. Time.",-,Accion,time to fight,2017
nan,-,Beis Shabani,Beis Shabani,-,-,Accion,aty qendron droja,2017
nan,7.4,"['Sergey A.Mykola Yeriomin', 'Evgeniy Mishukhin']",Sergey A.Mykola Yeriomin,"After visiting Earth, alien wants destroy them. He activated special mechanism, and attraction of Earth increased. It has become to global disaster.",7,Accion,attraction of the earth,2017
33,-,Roger Julian Cross,"['Roger Julian Cross', 'Kris West']",A hitman finds more than he bargains for at a high-stakes poker game.,7,Accion,the assignment,2017
nan,-,Max Kleinman,-,"After a long journey through the harsh desert, a young woman finds herself suddenly alone, and in the enemy's sights.",5,Accion,crossing: 2036,2018
-,-,Martin Hilligoss,Martin Hilligoss,When a couple on the brisk of a break up find themselves in the midst of a harrowing event they must escape in order to survive.,6,Accion,runner,2018
nan,-,Angelique Kenney,"['Michael J. Doleshal', 'Angelique Kenney', 'Brandon Burns Shirinski']",Story of two strangers at a bus stop who start beating each other over tasty cookies.,7,Accion,tasty,2018
nan,-,Lounis Tiar,Lounis Tiar,-,-,Accion,the little guy omega 4k,2018
nan,-,Coreetta Buchan,Coreetta Buchan,"After a traumatic war in Afghanistan, LT. Harvey recalls his battle with PTSD and supernatural journeys to other worlds. Through quantum time travel, LT Harvey has a mission to complete. Lt Harvey's Neurologists are perplexed by the power of Harvey's episodes, they are starting to believe the impossible.",-,Accion,journey of three worlds,2018
nan,-,Gurj Kang,-,-,-,Accion,two-sixteen,2018
82,9.3,"['Dominique Boidin', 'Léon Bérelle', 'Rémi Kozyra']",-,-,1,Accion,god of war,2018
nan,-,Mark Depasquale,Mark Depasquale,"A seasoned hitman struggles to assemble his sniper rifle while trying to eliminate a target. As he endures a series of escalating mishaps and mistakes, he quickly realizes that his window of opportunity is rapidly closing.",7,Accion,troubleshoot,2018
-,-,Anmar Bajaba,Anmar Bajaba,"When a musician's wife is killed, he decides to hunt her killer and in his path for vengeance he unravels web of deceit behind her death.",14,Accion,whirlpool,2018
nan,-,Quan Minh Le,Quan Minh Le,-,-,Accion,the glitch effect,2018
nan,-,"['Davide Pagliaro', 'Matteo Quinzi', 'Luigi di Domenico']","['Giada Bellotti', 'Nicholas Ghigo', 'Gioele Mosconi']","Rome, set of a spy movie: the three leading actresses, Sofia, Anna and Asia, not they succeed in completing the filming of the mother scene due to personal tensions. After the umpteenth wrong line the director decides to put in place a plan to do overcome women their limits and thus succeed in bringing the film home: closing them inside of the soundstage.",26,Accion,manovra 78,2018
nan,-,Timothy Drennan,-,-,-,Accion,gotham knights: fighters,2018
nan,-,Timothy Drennan,-,-,-,Accion,gotham knights: all that's left,2018
nan,7.4,Andri Óskarsson,Andri Óskarsson,When the ghostbusters are called to check on a mysterious problem is nothing left then look in to it.,5,Accion,draugurinn - a ghostbusters fan film,2018
nan,-,Kavivarmen Vigneswaran,"['Indy Toh', 'Kavivarmen Vigneswaran']",Karina is a young waitress who dreams of making a name for herself in the competitive sport of food eating. Her appetite for success is extremely useful but unforeseen challenges prove to be more than a mouthful.,21,Accion,eat up!,2018
nan,-,"['Trevor Telenko', 'Mavrick Vo']","['Trevor Telenko', 'Mavrick Vo']","Two warriors from different universes, battle to the death. Who's side are you on?",12,Accion,deathstroke vs. rai,2018
nan,-,Clark Zijun Zhu,-,An annual movie trailer mashup that combines over 200 films from 2018 into one video montage.,6,Accion,clark zhu's moving pictures 2018: movie trailer mashup,2018
nan,-,Stuart Lunn,Stuart Lunn,-,12,Accion,take that back,2018
nan,-,David-Jan Bronsgeest,David-Jan Bronsgeest,"During the riots in Paris in 2005, new police recruits from the impoverished suburbs wonder which camp they actually belong to: those of the French law enforcers or of their opposers.",12,Accion,unite,2018
nan,7.3,Artem Gutkowski,"['Artem Gutkowski', 'Jade Orazzini']",-,-,Accion,out of frame/hors champ,2018
nan,-,Ian Pons Jewell,-,-,1,Accion,nike vapourfly - bungee,2018
nan,-,Bryce Myrah,Bryce Myrah,-,3,Accion,não pare,2018
nan,-,Pandurang Bhandwalkar,Pandurang Bhandwalkar,A Story about school courageous boy who has save the life of bird which is trapped in Manja.,14,Accion,manja: kite thread,2018
nan,-,"['Shamus Kelley', 'Steven Zurita']","['Shamus Kelley', 'DJ Rivers', 'Steven Zurita']","Three friends finds a set of coins that gift them with incredible fighting skill. But can they handle the power? Ciara Hanna stars in COINS, a short featuring the newest Ranger replica coins now available from Starlight Studios.",6,Accion,coins,2018
nan,-,Harrison Cope,"['Harrison Cope', 'Kieran Geary']",US Special Operations personnel are deployed on a mission to tackle terrorists.,7,Accion,operation kingpin,2018
67,-,Fernando Jay Huerto,"['Keith Hammond', 'Andreas Tihanyi']",A janitor takes a bet from a sports hypnotherapist to unlock his full potential.,7,Accion,unlocked,2018
50,-,Emlyn John,Ian Bell,"A teacher lends money from a vicious gangster to help take care of his family. However, when he fails to return the payment on time, the consequences are severe.",-,Accion,blood money,2018
35,-,Ian Bell,Enric To-Gassiot,"When a young woman leaves a friend's party to go home, her evening takes a turn for the worst.",3,Accion,the sentinel,2018
nan,-,Rayce Lopez,-,-,-,Accion,(3)4th street hunter,2018
-,-,Olga Ptashko,Olga Ptashko,"A young girl goes on an evening riding through the park on horseback. There she witnesses a murder. The murderers start chasing her, but the hunter and the victim can sometimes be swapped.",11,Accion,amazon,2018
nan,-,Dominic Soo,"['Stephen Gibler', 'Dominic Soo']",-,7,Accion,arco,2018
nan,-,Katee Foxx,-,"Written and performed by preschoolers in Portland, OR. Join the Planet Savers, an eclectic superhero team, as they come together to save our planet from being too trashy. After discovering trash in our streets, streams, sky, and ocean, the team assembles to use their special powers for the good of the whole earth.",7,Accion,don't be so trashy!,2018
nan,-,Tyler Noose,Paul Meme,"After Todd Johnson's daughter had been reportedly killed, he finds out information that persuades him to travel to Russia and kill Putin.",10,Accion,operation generic: reloaded,2018
nan,-,Laura López Torrente,Laura López Torrente,"A mafia plans to deceive a corrupt politician to get his money by making him believe that his daughter ""who is a mafia collaborator"" and his reputation are in danger.",-,Accion,raw paper,2018
nan,-,Micah Moore,-,"A practice session by a group of stuntmen goes viral when they pay homage to the Nintendo game ""Super Smash Bros."" Director Micah Moore captures an action-packed and often-humorous battle between Mario (Ben Aycrigg), Link (Alex Hashioka), Captain Falcon (R Matthew Scheib) and Ness (Tang Ngyuen). The stunt tribute was praised by Super Smash Bros creator Masahiro Sakura... Leer todo",3,Accion,super smash bros stunt tribute,2018
4,-,Jeremy Tichy,Jeremy Tichy,-,-,Accion,the app,2018
-,-,Zac Lewis,-,"When Jane receives a mysterious text, little does she know it starts a chain of events that will ultimately determine her future.",8,Accion,save yourself,2018
nan,-,Alex Myrick,"['Nolan Kenney', 'Alex Myrick']",-,16,Accion,secret asian man: annihilation,2018
nan,9.2,"['Rick Garrido', 'Steven Schuto']","['Steven Schuto', 'Rick Garrido']",-,-,Accion,camp fett weg,2018
nan,8.5,"['Eben Ezer Purba', 'Shan Jairo T. Hoyle', 'Kiara Alexa T. Tadic']","['Eben Ezer Purba', 'Kiara Alexa T. Tadic']",-,-,Accion,monster school: minecraft animation,2018
nan,8.4,Michael Baker,"['Madisyn Mac', 'Call', 'Megan Nodine', 'Diego Sandoval']",Two friends become enemies fighting for the Student of the Month position after getting superpowers from a dangerous chemical.,8,Accion,the utensilist,2018
nan,-,"['Jade Amory', 'Pierre Baroukh', 'Julie Constantin']",-,"Rahi, a little merchant, travels peacefully on the back of his large creature in the jungle. One day the creature meets for the first time a female of his own species. This marks the beginning of trouble for the two friends...",4,Accion,silly beast,2018
nan,-,Gerald Ding,-,"A young girl finds an outlet for her violent childhood, taking her on an unimaginable journey fighting for a world championship.",9,Accion,fayettenam,2018
nan,-,Woo-Yong Shin,-,"Taein who's preparing to take the Grade 9, government official examination, and she isn't happy about Changjip taking the test when he already got accepted on a different one.",32,Accion,wetland,2018
nan,-,Colin O'Lear,Colin O'Lear,Adopted brothers kill the enemy of the city's most notorious gang boss and are forced into hiding with an entire city looking for them.,12,Accion,how heros die,2018
nan,-,Vlad Rimburg,Vlad Rimburg,-,-,Accion,osu 3,2018
nan,-,Kevin Urbina,Kevin Urbina,-,5,Accion,whistleblower,2018
nan,-,David Cheung,Kenny Knight,Dave champ is haunted by his past and forced back into the underground fight world.,4,Accion,rumble in the west,2018
nan,-,Elliot C. Rosen,-,-,1,Accion,ninja roll,2018
nan,-,Benjamin Vargas,Benjamin Vargas,-,6,Accion,journey to the northside (star wars fan film),2018
71,-,Narayana Cabral,Narayana Cabral,-,7,Accion,payback,2018
nan,-,Michael Slone,-,-,6,Accion,escape,2018
nan,-,"['Trevor Telenko', 'Mavrick Vo']",Trevor Telenko,"Lord Drakkon, one of the most powerful rangers in all of the universes, conquers and rules over many Earth's. Will the mighty morphin Power Rangers be able to stop him? Or will their fate be the same dark end as all of the others?",10,Accion,the fallen ranger,2018
-,-,Mavrick Vo,"['Trevor Telenko', 'Mavrick Vo']","We have all known the story of Romeo and Juliet, but do you know this one? This Romeo and Juliet film is filled with bad blood martial arts between two families, the Capulet's and the Montague's. This isn't just any ordinary love story.",18,Accion,romeo and juliet,2018
15,-,Trevor Telenko,Trevor Telenko,"Even in College some people just can't use their words. After that, there is only one way to some things. The StreetNerds way.",3,Accion,a score to settle,2018
nan,-,Mavrick Vo,Mavrick Vo,"The showdown that was always meant to be, Agni Kai.",4,Accion,zuko vs azula,2018
nan,-,Mavrick Vo,"['Kaleb Gibbs', 'Mavrick Vo']","After facing the Joker in 'Red Hood Uprising', Jason now moves on and faces a new enemy. One of the most notorious Gotham criminals, Black Mask. Little does Jason Todd know, Black Mask isn't alone.",23,Accion,red hood outlawed (fan film),2018
nan,-,Gard Ruben Fauske,"['Gard Ruben Fauske', 'Adam Mac Quarrie', 'Adrian Maurud']","Four bank robbers of different nationality get together to plan a great heist in Norway. But language barriers soon turns out to be a critical problem, as the crew finds themselves in a sperm bank.",16,Accion,white money,2018
nan,-,Juan Pablo Arias Munoz,Alec Mahon,-,20,Accion,dreams video,2018
nan,-,Tom Davis,"['Jacob Carda', 'Tom Davis', 'Carmine De', 'Paulo']",A young bomb maker tries to impress his family with his skill but an untimely mix up of a bomb and a gift during a family argument makes Father's Day the Bomb.,7,Accion,violets are blew,2018
nan,-,Tessa Farrell,Tessa Farrell,A retired Olympic runner is forced to work undercover for the CIA.,-,Accion,god speed,2018
nan,-,"['Aiham Al', 'Subaihi']","['Aiham Al', 'Subaihi']","A bedouin man must keep his wife hidden not to be discovered by Bandits. As conversation breaks between the man and the bandit leader, the wife attempts to grab the bandits attention.",10,Accion,forthcoming,2018
nan,-,Joseph Daniel Rodriguez,-,A group of young adult are stuck inside a house in the middle of nowhere as a mysterious shape-shifting creature stalks them from the grasslands.,-,Accion,the goatman,2018
nan,-,Shaylin Randell,-,"In this comedic, satirical thriller, MACK D an experienced hustler, gangster, drug dealer is insatiably driven to expand his criminal empire. Meanwhile, Mack D is viewed as a cardinal threat to other vile criminals that are just as ambitious in expanding their own criminal enterprise.",15,Accion,mack d,2018
nan,-,Lucas Echikson,Lucas Echikson,A rogue cop who is made fun of by his fellow policemen is tasked with taking down a local drug lord.,8,Accion,action machete cop guy fight force strike 17,2018
nan,-,Danny Shepherd,-,-,-,Accion,assassin's creed castle siege smosh games,2018
nan,7.7,Sam Gorski,-,"In a game where victory is guaranteed so long as your car is smart, two racers pit their self-driving cars against each other. But what if your car is programmed to have heart?",7,Accion,anime: the fast & the furious,2018
nan,-,Ernesto Andreghetto,Ernesto Andreghetto,-,-,Accion,fight scene: mark stas vs gutemberg lins,2018
100,-,Mohammed Kamel,-,-,-,Accion,flowers,2018
nan,-,Christopher Drake Simmermon Jr.,Christopher Drake Simmermon Jr.,-,-,Accion,exium united,2018
nan,7.8,Shahzaib Yaqoob,"['Shahzaib Yaqoob', 'Stan Lee', 'Steve Ditko']",A young Peter Parker embarks on the journey in becoming Spider-Man to stop the evil Oscorp Corporation.,40,Accion,the spider-man,2018
nan,-,Che Chisholm,"['Che Chisholm', 'Max', 'Nick']",-,10,Accion,royal flush,2018
nan,-,Michael Brooks,-,"Mage Hunter is an urban fantasy set in a world where people known as mages have acquired dangerous magical powers. The story centers on Vincent who is a young Mage Hunter being trained to hunt mages. When his best friend Jade is kidnapped by a fellow hunter, Vincent learns that she too could be a mage. This forces him to reconsider his feelings towards mages. To save ... Leer todo",-,Accion,mage hunter,2018
nan,-,Gretar Jonsson,Gretar Jonsson,-,44,Accion,náttuglan,2018
nan,-,"['Drew Bromley', 'Logan Thirtyacre']","['Drew Bromley', 'Charles Cribley']","Purple Shep and Jeffy do a rap battle, but end up getting a tie, so they let the viewers decide onto who wins.",3,Accion,purple shep vs. jeffy 5: rap battle,2018
nan,-,"['Drew Bromley', 'Logan Thirtyacre']","['Drew Bromley', 'Charles Cribley', 'Johnathon Schippers']","Purple Shep paints Jeffy's house pink and then bombs it, which he's then sent to School for Safety, which Jeffy sends Purple Shep a note for revenge, which Purple Shep gives him a note to troll him, leading Jeffy to wanting even more revenge by beating him up so he begins training, with Purple Shep training as well. Finally, Jeffy breaks in and beats Purple Shep up in... Leer todo",3,Accion,purple shep vs. jeffy 4,2018
nan,-,Michael Murray,-,-,2,Accion,kampus khaos,2018
nan,4.5,Aidan Walsh,Aidan Walsh,"Michael Myers decides to take over a family home in a quiet neighborhood in rural Pennsylvania. He thinks this will be an easy kill, but little did he know what was in store for him. Justin Timberlake is always prepared to fight to for the house and make sure Michael Myers doesn't hurt anyone again. Another wrench in thrown into the story, John C. Keller wants to devi... Leer todo",21,Accion,horroverse's michael myers,2018
nan,-,Jason Sweat,"['Alec Back', 'Jason Sweat']",-,-,Accion,resurgence: nw,2018
nan,-,Elliot Huescar,Elliot Huescar,-,-,Accion,1$ water,2018
30,-,Clark James,Clark James,-,-,Accion,the enforcer,2018
nan,-,Mavrick Vo,Mavrick Vo,-,2,Accion,carnage (trailer),2018
