puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
27,-,Michael C. Poole,"['Gabriel Pan', 'Michael C. Poole', 'Matt Wagner']",-,-,Accion,grendel,2015
-,8.4,Juliana Neuhuber,"['Christoph Kaindel', ""Elisabeth 'Sissi' Kaiser"", 'Bert Obernosterer']",A family displaced by war is ambushed by highwaymen. The encounter takes a turn when one of the robbers recognizes the father as his old brother in arms.,15,Accion,wölfe,2015
nan,-,Jaime Oliveira,Jaime Oliveira,"Guy plans to pull a quick one on the cartel, but due to his drinking problem and lack of memory, it's easier said than done.",-,Accion,tijuana rhapsody,2015
-,6.8,Alvaro Ron,"['Valentina Pozzoli', 'Alvaro Ron', 'Clara Viola']","Sarah, a nerdy teenager, needs her mom's new car to go on a date with the boy she likes, but her mom won't let her drive the vehicle. She decides to steal it and go on her date, but something unexpected happens with the car that will change Sarah's life forever...",8,Accion,the red thunder,2015
-,7.4,Vladimir Mitrevski,Vladimir Mitrevski,"KARMA is a short story about the faith of several people, mixed up in a chain of events.",18,Accion,karma,2015
nan,-,Nick Leisure,Felipe Cisneros,"An attempt on a man's life leads him down a path seeking retribution. Getting there is not difficult, remembering why is his greatest barrier.",12,Accion,a cry for vengeance,2015
nan,-,Sergio Morente Delgado,Sergio Morente Delgado,-,4,Accion,the big battle theory,2015
nan,-,Noessa Higa,Noessa Higa,"Man in the Can chronicles the personal journey of a minor league rodeo clown trying to make it to the major leagues before he gets too old or injured by a bull. Rodeo clowning isn't just Ronald's job, it's his calling. Ronald is the first person in his family to leave Mississippi, and he spends most of the year on the rodeo circuit in Texas and the South with his dog ... Leer todo",38,Accion,the man in the can,2015
nan,-,Diana Atai,Diana Atai,"A wealthy group of computer hackers threaten to cause a deadly blackout in LA after one of their team members, Evan, threatens to expose them with the help of well-known reporter, Renee, and a longtime friend.",12,Accion,code: la,2015
100,-,Neil Samuel K.,Neil Samuel K.,"While driving on the Long Island Expressway in New York, a Wall Street tycoon's Lamborghini is diverted by a falling star that causes a fatal crash and sends him traversing through a wormhole in space and onto the front doors of this mysterious room where a godly presence, Themis, awaits to announce his fate.",13,Accion,hades,2015
nan,-,Kenan Jerome Floyd,Kenan Jerome Floyd,A fugitive finds an unexpected guest waiting for him at home.,9,Accion,the resting wicked,2015
nan,-,Ryan J. Lindsay,Ryan J. Lindsay,-,-,Accion,supermart,2015
-,-,"['Kevin Mc', 'Corry', 'Kevin John Mc', 'Corry']","['Kevin Mc', 'Corry', 'Kevin John Mc', 'Corry']","After the death of his father James Price looked at the world in a different way. His eyes no longer blinded be saw the world for what it truly was, in an effort to rid crime from Skyline city James seeks out a local drug dealer called Eddie vines who awakens an old friend of James Price.",25,Accion,injustice,2015
nan,8.5,Isaac Gracia,Isaac Gracia,"Samuel, an 11-year-old kid, is dealing with his grandfather's last wish on the most important baseball game of his life.",11,Accion,last strike,2015
27,-,Matt Einstein,"['Charles Abernathy', 'James Downing Jr.Matt Einstein']",When two unlikely individuals team up to clear up a debt one-misfortunate individual is forced into a situation that topples more dominos than anyone could imagine.,-,Accion,recoil,2015
nan,6.1,James Bushe,"['James Bushe', 'John Thomas']",Follows a group of war-torn Templar knights who are put to the test against a strange beast that stalks the lands of England. This battle is what Myths and Legends are made of. An independent fan film.,27,Accion,predator: dark ages,2015
nan,9.0,Dami Onifade,"['Raghav Murali', 'Dami Onifade', 'Kerry Joo']","A story of faith, fear, and loyalty, centering on a college student assuming the role of a corrections officer for a study on life in prison.",28,Accion,least among brethren,2015
-,8.3,Shantal Freedman,Andrew Freedman,"Jackie, a small-town beat cop, longs for a life of action and excitement. When an old man, a stolen lotto ticket, and a group of thieves finally provide the opportunity, she questions just what it is she wants.",15,Accion,ticketed,2015
80,-,Sean Kallas,Sean Kallas,"When a disaster wipes out most of humanity, the greatest threat to a small group of survivors may not be the horrors lurking outside, but each other.",22,Accion,the last ones,2015
40,-,Kat Webber,Dana Fradkin,-,12,Accion,satisfaction,2015
nan,-,Matthew Kowalchuk,Aubrey Arnason,"Shelley and Stefan are trapped in a parkade and about to miss her sister's wedding. After exhausting their options, trying numerous machines and methods of escape they learn they are the masters of their own demise.",8,Accion,payment,2015
93,-,Christopher K. Butler,Kyle Bruce,A young man battles between ideologies as he fights between worlds.,18,Accion,rift,2015
nan,-,Catalina Querida,Catalina Querida,"Rosie meets a lady in a bar who just broke up with her boyfriend. As she comforts her, she explains what she and her friends do to men who anger them.",-,Accion,circus sisters,2015
nan,-,Tanner Beard,"['Tanner Beard', 'Russell Quinn']","How did Santa Claus come to be? ""This is Sinterklaas"", unfolds the truth of the first night before Christmas and the origin of Old Saint Nick.",10,Accion,this is sinterklaas,2015
nan,7.5,Manfredi Mancuso,"['Ingrid Charles', 'Manfredi Mancuso']","Nero is a loner, trapped in a miserable life. Everything might change when he meets Laura. However, in his world there is not room for love and he will need to struggle to keep his feelings alive",25,Accion,hard to lose,2015
-,6.0,Cameron Brunt,Cameron Brunt,Mitch is thrown into the world of crime and suddenly finds himself shoulder to shoulder with his brother in a bank heist.,13,Accion,brothers,2015
nan,-,Martin Wan,-,"A time traveling agent from the future is sent back in time to stop the evil doings of a murderous time criminal. Can our hero stop the villain known as The Mantis, before he takes his next victim?",10,Accion,the mantis,2015
100,-,Lamont P. Thompson,Lamont P. Thompson,"A married man decides to leave his wife for another woman that he has been involved with. He propositions his wife that if the relationship with the new woman does not work out, then he wants the opportunity to come back home and repair his marriage.",29,Accion,grass is greener,2015
nan,-,Logan Graham Greene,Logan Graham Greene,'Bone Orchard' is a western short film following five cowboys who find themselves in a situation they might not all walk away from...,16,Accion,bone orchard,2015
31,7.0,J. Spencer,J. Spencer,"Betsy, a small-town waitress, offers a warm meal to an enigmatic drifter in a rundown diner. Little does she know she's let a vicious and calculative werewolf loose on the diner's colorful population.",12,Accion,end of the road,2015
nan,-,Alfredo Ibarra,Alfredo Ibarra,Mark and Jackie have a video tape that world needs to see. But they get cornered inside the house and there is nowhere to hide from the people chasing them.,3,Accion,"bye bye, mark",2015
nan,-,"['Jonah Zeiger', 'Kimberly Harwood']","['Kimberly Harwood', 'Jonah Zeiger']","When Harry Scribner writes himself into a prison of his own imagination, only his fictional characters can break him out.",12,Accion,the art police,2015
nan,-,Justin Mazzarella,Justin Mazzarella,-,-,Accion,the kung fu lesson,2015
62,-,Saud Al-Moghirah,"['Saud Al-Moghirah', 'Amal A. Aljohani', 'Federico Berte']",-,14,Accion,bloodline,2015
22,-,Bryan Christian,Bryan Christian,A foolishly heroic guy gets himself into fights against thugs to save innocent people but gets beat up until his 'kick-ass' girlfriend comes to the rescue.,15,Accion,like a boss,2015
100,5.2,Raphael Rogers,Raphael Rogers,"Immersion, Atma's virtual reality rehabilitation program is sweeping the nation. Now criminals are being treated inside VR. Depression, violence, anxiety, soon they'll all be in the past. But Axa is being hunted by Atma. Why? He's just a nobody... or is he?",10,Accion,immersion,2015
nan,-,Nick Hanson,"['Joe Hughes', 'Ben Maclaine']",-,-,Accion,cyber squad,2015
nan,-,Christopher Lawrence Chapman,Christopher Lawrence Chapman,The story of a young girls fight to keep what is rightfully hers in the lands of the wild west.,6,Accion,morgan pickett's charge,2015
57,-,Keith Presswood,"['Tony Argento', 'Keith Presswood']","After being kidnapped by a rival family, the son of a successful bakery struggles to keep their family recipe a secret.",15,Accion,the recipe,2015
nan,-,Jeff Pearce,Jeff Pearce,"Rowan and his four fellow assassins are known for getting the job done. They always enter swiftly, execute silently, and leave no trace. Gods among men, these assassins have never met their match, until now. However, what brings them down, is something none of these men would ever have suspected.",15,Accion,final revelations,2015
-,7.8,Sean Hampton,Sean Hampton,"Two warriors, haunted by memories of the past, fight for survival in a post-apocalyptic world plagued by a war based on race.",13,Accion,race war,2015
nan,-,Dave Moyle,Dave Moyle,-,12,Accion,the next hit: first endeavour,2015
nan,-,"['David Michael Paul', 'John Ros']","['David Michael Paul', 'John Ros']",Two high school hall monitors attempt one last 'job' to save their program before it gets shutdown by the school district.,12,Accion,the hall monitors,2015
nan,8.9,Zachery Rice,Zachery Rice,"A man wakes up in the middle of the woods, only to realize he has been on the run for days by a secret organization he used to work for.",4,Accion,kaizen: prologue,2015
nan,-,"['Lascelles Mc', 'Carthy IIIMathew Ruybal']",Mathew Ruybal,"Jack is a seemingly mild mannered man in his 30's. He lives a simple life and focuses on a minimalist lifestyle and keeps to himself. One evening he is approached by some strangers that have been sent to find him and solicit his ""services"". Jack's hand is forced to enter back into a life he thought he left behind. A story about the fight between moral dilemmas and how... Leer todo",13,Accion,run home jack,2015
nan,-,Rob Baard,Rob Baard,"Special Operations Director Matthew Reynolds (Danny Glover) and his team must locate Patient Zero, a test victim of a psychopath known as ""The Nightingale"" and uncover his connection to Reeve, the ninja (Rob Baard) in order to stop a deadly crisis before time runs out.",20,Accion,ninja interlude,2015
nan,-,Scott Edwards,Scott Edwards,"In search of his dead wife's grave, a Vietnamese martial arts master returns 30 years later to the waters that claimed his wife and children in hopes of putting to rest his hellish past.",17,Accion,master hoa's requiem,2015
nan,-,Julian Stubbs,Julian Stubbs,A soldier flees to his hometown to rejoin his darling after committing a terrible crime. A bounty hunter follows him closely.,16,Accion,la última noche de silverio cruz,2015
17,-,Leo Wang,"['T.J. Keeley', 'Leo Wang']","After years of mediocrity, painter Dan Sayers has finally broken out of his shell and created his masterpiece, or at least, he thinks he has. His visions of grandeur are shattered when his friend Fred laughs outright at his finest painting. Dan then falls from a cliff of insanity, he didn't realize he was on.",13,Accion,cassandra,2015
nan,-,"['Garry Evans', 'Geary Evans']","['Garry Evans', 'Geary Evans']",A cop after being laid off from is job he turns to a drug dealer for help but what he didn't know what that he would be doing the drug dealer work for him,25,Accion,corrupt cop,2015
50,9.0,Gerrad Wilson,"['Joshua Carl Allen', 'Jeremy Fox', 'Gerrad Wilson']","Based on a true story, The Pit narrates the story of a group of innocent passersby caught by a sadistic cartel boss and then forced to fight for their lives against each other.",8,Accion,the pit,2015
-,-,Steven Ho,-,"In a resource-starved future, a mysterious female warrior comes to a deteriorating coastal town where she simultaneously hires herself out to the city's two competing crime lords.",-,Accion,jia,2015
nan,-,Ryan Robert Minford,Ryan Robert Minford,"Berkley, a goofy first time burglar attempts to steal a diamond necklace from a rich family.",10,Accion,cinnamon roll,2015
nan,8.2,Scott Brewer,Scott Brewer,"Every Road Has A Beginning! Road To Garrison 7 documents the arduous journey of independent film makers Scott and Danielle Brewer and their committed team of actors, crew, and fans.",27,Accion,garrison 7: the hunt,2015
-,-,"['Michael Mac', 'Garry']","['Michael Mac', 'Garry']","Set in Pretoria, South Africa in 1995, the film concerns an elderly Afrikaans former-civil servant (municipal architect) whom - years after the death of his family in an accident - is the sole inhabitant of a large, derelict downtown apartment complex he once designed. When he accidentally witnesses a political assassination, he is forced into a violent confrontation ... Leer todo",11,Accion,flies,2015
nan,8.2,Marjan Gavrilovski,Kiril Maksimoski,An urban legend that follows the story of a hitchhiker and a driver that are stuck in loop of time.,13,Accion,elevation 404,2015
-,9.6,Johno Faherty,Johno Faherty,A high-level thief meets an arms dealer and they embark on a crime spree together across their city.,20,Accion,misfits,2015
-,6.1,Emma Dark,"['Emma Dark', 'Richard Humphries', 'Merlyn Roberts']",Renegade vampire assassin Eva has escaped from a secret bio-research compound. Hell bent on revenge she learns a terrible secret that may force her to unite with the devil she knows in order to defeat the greatest of all evils.,13,Accion,seize the night,2015
nan,-,Raul Urreola,Evette Betancourt,"Pierre, an Assassin, returns to the U.S. from a job gone bad in Paris to look for his estranged daughter. But, before he can begin his search, he reluctantly accepts to do one last job for an 'old friend.'",12,Accion,the assassin exit,2015
nan,-,Lucy Wigmore,Lucy Wigmore,"It's never too late to change your life... Penny dreams about the old days when facsimile and white-out ruled the office. Bernard just dreams about Penny. When Penny falls foul of the domineering new boss, it's Bernard's chance to step up and save her. But will his old-school ingenuity and her drawer full of stationery be enough to save the day?",10,Accion,stationery,2015
nan,-,Dustin Buck,Dustin Buck,-,8,Accion,arlo: the assassin,2015
-,-,Ernesto Anaya Adalid,Ernesto Anaya Adalid,An underwater thriller about death and redemption .,7,Accion,respira,2015
nan,-,-,-,A young teenager finds himself in trouble after driving off the road from being Drunk the night before. He ends up being in a small town but not knowing where exactly he is. He has to find his way back before it is too late. And too dark.,-,Accion,straight lines,2015
nan,6.6,Owen Rixon,"['Callum Barton', 'Owen Rixon', 'Siggy Stone']","Two students document the arrival of cute, cartoon aliens in Edinburgh, but after a year on Earth, the pair discover the true intention of the aliens visit.",19,Accion,toonocalypse,2015
nan,-,Tiffany Cusaac Smith,"['Courtney Erin Harris', 'Tiffany Cusaac Smith']","While searching for a forgotten Oscar, college student Harold Flemming stumbles into a parallel universe that furtively strives to entrap him forever.",14,Accion,item 35,2015
33,-,Elliot Feld,Elliot Feld,The true story of a SWAT operation gone wrong.,6,Accion,protocol,2015
nan,-,Jason Anthony Fisher,Jason Anthony Fisher,"A CIA officer goes into a war-torn middle eastern country to save a scientist from a Dictator and his thugs, so that the Scientist can testify to the UN.",26,Accion,a.k.a. the surgeon,2015
-,-,Pierre Rueda,Chadwick Prima,Three guys wake up on a boat with no recollection of how they got there. They quickly discover a bomb set to go off in 5 minutes and hopelessly fumble to rectify the situation.,-,Accion,the nautilus,2015
nan,-,Luke Griffiths,Luke Griffiths,"'When Scarlett, an assassin with a unique gift, has her son kidnapped by an enigmatic organisation she is forced down a bloody path of murder and mayhem in a desperate bid to recover him.'",13,Accion,the scarlett sapphire,2015
42,-,Anthony Canello,Anthony Canello,A woman must escape the clutches of the two thugs that kidnapped her and brought her to an empty warehouse.,-,Accion,the swap,2015
-,-,Mark Crespo,"['Mark Crespo', 'Jason Velo']",-,-,Accion,alter ego,2015
0,-,Andrew Souza,Andrew Souza,-,-,Accion,slumber,2015
-,-,Damon Silvester,Damon Silvester,An elderly woman wants to die to be with her deceased husband but her religion forbids suicide...so she seeks alternative means.,13,Accion,kill me,2015
nan,-,Arnold Chon,Arnold Chon,"Tae-joon, the owner of a small corner store is strong armed by the Korean Mob to pay up on a debt with in 24 hours. Desperate he attempts to rekindle a friendship from over 10 years ago to find the money he needs.",15,Accion,"beer, bullets and the corner mini mart",2015
nan,10.0,"['Thibault Turcas', 'Nicolas Vert']","['Thibault Turcas', 'Nicolas Vert']",A man has to travel through time and space to find a kidnapped girl.,10,Accion,adn,2015
nan,-,Pierre Schantz,Pierre Schantz,"A snowman sits on the side of a mountain, watching skiers and snowboarders have fun. The snowman longs to be a part of the action, but it seems hopeless.. A passing snowboarder notices the sad snowman and suddenly a simple act of kindness makes the impossible, possible. The director of this film is 13 years old and this is his first live action film.",3,Accion,the sad snowman,2015
-,6.5,Jimmy Loweree,Jimmy Loweree,A woman is kept sedated by a cold-blooded kidnapper.,5,Accion,strings,2015
-,-,Alexander Beregovoy,Alexander Beregovoy,A father reanimates one of his twin sons who comes back with some personality complications and goes through violent efforts to replace his living brother.,15,Accion,second moon,2015
nan,-,Frederick Criswell,Frederick Criswell,Two teens are are being hunted by a government agent after they witness a murder and receive stolen documents.,20,Accion,white blood cell,2015
nan,-,Jacob Stålhammar,Jacob Stålhammar,"When girl geniuses Jill and Jane demonstrate their time machine, the crowd quickly wants more than just fresh fruit. The crowd demands to know what happened to the dinosaurs. ... and isn't it about time to fix history?",8,Accion,jill and jane kill hitler,2015
-,6.8,Rodney Greenwood,Rodney Greenwood,"A careless, relentless bounty hunter tracks down an AWOL, organic weapon forcing him to question his morality when a whistle-blower makes his abilities public knowledge.",22,Accion,pyros,2015
85,-,Kelvin Pimont,Dare Stevens Wilhere,A man dreams of different identities he think he should have to talk to the girl of his dreams. He hopes If only.,11,Accion,if only,2015
nan,-,Taylor Gilkeson,"['Taylor Gilkeson', 'Trevor Tillman']","A comic book enthusiast witnesses his girlfriend getting abducted, and when the law fails him, he decides to take matters into his own hands as a masked vigilante.",-,Accion,young hero,2015
15,-,Bobby Vu,Brian Wiley,"In order for the young assassin to be accepted into The Organization, she must carry out her bloody task at hand.",-,Accion,revolver,2015
nan,-,Justin Taylor,"['Brian Harmon', 'Justin Taylor']",A man trekking across the burnt planes of post-apocalyptic America to find his lost brother is faced with physical and psychological obstacles that force him to make a choice that could cost the life of those he holds most dear.,-,Accion,persist,2015
nan,-,Keith Sutliff,Keith Sutliff,It is the year 2054. The world is overrun by gangs and violence. There is one last major city in the world that controls all the main resources for survival. There is a tournament held once a year in the city. It is said that whoever wins the tournament controls the city and all the resources for survival. Because of the high crime rates people are always moving in an... Leer todo,4,Accion,suitcase city,2015
-,-,Logan Fulton,Logan Fulton,"Out searching for his wife, a man and his comrade are stuck in a post apocalyptic world while being hunted by an infected zombie horde.",-,Accion,infected,2015
nan,-,Ulrich Rabe,Ulrich Rabe,"In 'Dodge The Bullet', a young mobster named Sonny gets into 'hot water' after starting an affair with his boss's fling Ivy. Soon, his affair brings along some unfortunate events, which let Sonny be in fear for his won life. He does not know, if any body in his family has found out anything about his secret. The question remains till the end: Will he be able to cheat ... Leer todo",15,Accion,dodge the bullet,2015
-,-,"['Josh Carples', 'Rick Gardner']","['Josh Carples', 'Adam Davila', 'Rick Gardner']","With news of a promotion and an engagement ring in his pocket, Jeff plans to have an unforgettable night with Katherine. But plans change as a dangerous man from Katherine's past - a sociopath bent on greed and revenge - resurfaces and forces Jeff into an impossible situation. With Katherine's life in the balance, Jeff has no choice but to obey.",15,Accion,city federal,2015
64,6.9,Oliver Daly,Oliver Daly,Blurring the boundaries between humanity and technology in the teenage off-roading world of central California.,7,Accion,miles,2015
64,-,Wesley Jenkins,Wesley Jenkins,"Gina, a killer beauty and killer for hire attempts to flee after one last job. Her plans for escape are compromised when an old flame, Rick, pops up to profess his dying love and her employer sends a sleeper to wipe her out.",13,Accion,love crime,2015
nan,-,Franco Marco Avi,"['Lisa Arzberger', 'Franco Marco Avi', 'David Döcker']",-,5,Accion,eugenic,2015
nan,-,"['Michael E. Brown', 'Conrad De La Torres III']",Tony Armer,"Ten year old Kevin has an active imagination. So much so that a day at the beach with his parents turns into an action packed adventure full of car chases, sword fights, underwater dives with sharks, a mysterious island, hidden treasure and Actor George Takei.",7,Accion,kevin's epic adventures,2015
24,-,"['Blake Mc', 'Donald']","['Blake Mc', 'Donald']","A woman (Runner), has the task to acquire and deliver a package. Once she has collected the package, she quickly discovers this mission will not be easy. There are other people tasked to stop her at any price from delivering the package.",-,Accion,the runner,2015
nan,-,Jeff Moore,Jeff Moore,Two roommates discover their tea grants them a special ability.,5,Accion,gunpowder black,2015
nan,-,Matt Hubert,Matt Hubert,A woman wonders why her friends choose skateboarding over her.,3,Accion,daily affirmation,2015
92,-,Matt Hubert,Matt Hubert,Watch the memories of a skateboard session through the mind of the skater.,3,Accion,containment,2015
nan,-,Tim Everett,"['Tim Everett', 'Adrian Johnson']",-,11,Accion,z-com: origins,2015
14,-,Chris Lethbridge,Chris Lethbridge,A story about a table tennis game of death.,15,Accion,without a paddle,2015
nan,3.6,Vladislav Krivenchuk,Vladislav Krivenchuk,-,2,Accion,hardlol,2015
nan,7.0,Tom Marshall,Tom Marshall,Alan (Johnny Vegas) searches for answers in all the wrong places and this time he thinks he's found them...on the internet in the form of a highly trained deadly assassin. But he's about to learn the true price of entering the 'dark_net'.,13,Accion,dark_net,2015
20,-,Chris Bridgewater,Justin Gerardin,-,-,Accion,final round,2015
nan,-,Kvon Chen,Kvon Chen,"After encountered a group of gangsters, two brothers conceive an extreme plan to join them.",8,Accion,pawnshop symphony,2015
nan,-,Philip Todd,"['Matthew Todd', 'Philip Todd']",A young boy is rescued from his malicious captors by a mysterious forest creature - but evil cannot be defeated without sacrifice...,14,Accion,the fable of forsaken,2015
-,5.7,Chris R. Notarile,Chris R. Notarile,"Paid killer for the Government goes rogue. Paid killer #2 is sent to bring her back, or terminate her.",12,Accion,assassinista,2015
nan,-,Matt Russak,Matt Russak,"When the boss isn't around, Lenny finds out that maybe taking care of business isn't quite as easy as he thought it was.",4,Accion,boot,2015
nan,-,Chasen Parker,Chasen Parker,"Follows the fictional narrative of Vincent Paladino, a man who goes to prison for a crime he did not commit, through his involvement in the Irish-Italian mafia of Boston, MA.",32,Accion,paladino,2015
nan,-,Anthony de Lioncourt,"['Wrion Bowling', 'Michael Patrick Lane']",2 soldiers extraction goes south and are forced together to survive. A side mission is discovered and trust begins to fade.,9,Accion,men of babylon,2015
nan,-,Edward Benjamin Smith,Edward Benjamin Smith,"Dean, a simple man with few ambitions becomes a local legend through a strange act of desperation.",10,Accion,don't touch me,2015
nan,7.3,Mike Diva,"['Mike Diva', 'Maxwell James', 'Jan-Michael Losada']","Undead dark riders invade a wild west saloon, blasting away everyone in sight - now only a bad-ass Native American warrior can save the town.",3,Accion,savant: kali 47,2015
nan,-,"['Andrew Sokolowski', 'Vincent Dionne']",David Chapman,A whimsical boy discovers a wonderful wish granting cell phone.,4,Accion,the wonderful wish granting cell phone,2015
30,5.9,Nguyen-Anh Nguyen,"['Santiago Menghini', 'Nguyen-Anh Nguyen']","It's the year 2085. The ocean levels have risen to flood islands and coastal areas. The human race has been forced to become cyborgs. However, a virus has started to infect those who have these cybernetic enhancements. Oz (Osric Chau) must do whatever it takes to save the woman he cares about who has also developed this deadly virus.",9,Accion,temple,2015
-,-,Steven Hirst,Steven Hirst,"Ted, a 25-year-old relatively shy man builds up the courage to chase the women of his dreams, Jenny. He faces a series of obstacles on his journey and puts his balls on the line for love",7,Accion,busted,2015
-,-,"['Ben Coleman', 'Tyler Thomson']","['Ben Coleman', 'Tyler Thomson']",A computer forensics expert is being tortured for information regarding the location of a ghost drive containing codes and attempts to escape from his captors.,5,Accion,the drive,2015
nan,8.2,Yogesh Sharma,Bruno Machado Gomes,"THOMAS HAWK is an action story about a kidnapping that is not what it seems to be, a kidnapped girl who is not who she appears to be and a boyfriend who's more than what they were expecting.",22,Accion,thomas hawk,2015
nan,-,"['Albert Jaonison', 'Corinne Laflue', 'Cyril Mannetiers']",Albert Jaonison,"Year 2108 AD, Squad Lieutenant Nato lands on Lost One with a mission to disconnect a hologram to find young Nameo.",13,Accion,naméo et le messager,2015
nan,-,Christian Papierniak,Christian Papierniak,A moment in time is captured in violent world.,5,Accion,the final 4 minutes and 17 seconds of emily dixon,2015
nan,-,Noboru Iguchi,-,-,23,Accion,jishô senshi damêjâ,2015
nan,-,James Arthur Cox,James Arthur Cox,-,-,Accion,the peaceful warrior,2015
nan,-,Lymari Graciano,Jack Wallen,"Unlike the every day super hero, Shero battles more than just evil villains. Shero battles broken heels, runs in his stockings, broken nails, and the scorn of the public. Uncomfortable in men's clothing, all Shero wants to do is wear a dress while kicking ass. Is that so much to ask? Shero questions if the clothes really do make the man.",14,Accion,shero transgender superhero,2015
70,-,Mike George,"['Mike George', 'Jim Pascoe']",An unwilling mule is forced to bring a genetically modified creature over the border with horrific consequences.,15,Accion,the mule,2015
nan,-,Mick Chow,Mick Chow,"A mysterious man draws the ire of a deadly mob boss. Set in a lawless world, he has no safe place to hide.",16,Accion,randori: the beginning,2015
45,9.0,Rod Lewis,Rod Lewis,"Rob is having a bad night. He is already going through a painful divorce from his wife, but things are about to get a lot worse as he agrees to drive a young woman into the local town.",24,Accion,ruby,2015
-,-,"['Rebekah Edie', 'Madeline Irmen', 'Ellen Maynard']","['Rebekah Edie', 'Madeline Irmen']","Four individuals find themselves standing on the shore of an island. Isolated by water and disoriented in time, they tumble into chaos together.",13,Accion,island,2015
80,-,Paul Doessel,Paul Doessel,"While struggling with issues of self-confidence in her independence, a young woman faces a nightmare scenario and must reach past her fears and doubts to survive, where the outcome will change the way she sees herself forever.",5,Accion,my angel,2015
nan,-,Irshad James,Irshad James,An angry taxi driver has a confrontation with a passenger.,11,Accion,tyler's taxi,2015
50,-,Dylan Totilo,Andrew Charles,-,-,Accion,framed,2015
nan,7.3,Ignacio Rodó,"['Santi Bayón', 'Ignacio Rodó']",A sniper awaits impatiently the arrival of his target.,1,Accion,naranjito,2015
nan,-,Sion Joseph,-,-,-,Accion,combatants,2015
-,-,David Kolbowicz,David Kolbowicz,"Set in 1985, ""Hyde"" tells the story of Jarber, a 22-year-old layabout and sometime cook at a fish 'n' chips shack who dulls his friend zone existence with a bit of weed. Okay, more than a bit. Today, though, the source of his torture and simultaneous delight might have gone too far. Morgan Fraser is a drama queen. There's always some world shattering calamity swirling... Leer todo",30,Accion,hyde,2015
nan,-,Jason A. Sedillo,"['Alexander Baldomar', 'Keith Breckenridge', 'Evan White']",The only thing worse than the fighter is his corner man.,4,Accion,worst corner man ever,2015
nan,-,Matthew Nash,Matthew Nash,"Robyn awakes from a strange dream to find that she has lost 6 months of her memory. Confused, she hears a noise and opens her closet to find Senator O'Malley tied up and gagged. Someone is kicking down her door, and she runs...",16,Accion,dysopticon,2015
77,-,Grey Ingrassia,Grey Ingrassia,"Flight is a short film about a group of 12 year old boys who form a free running, par core group.",3,Accion,flight,2015
nan,9.0,Marcus Shakesheff,Marcus Shakesheff,-,-,Accion,the british superman,2015
-,6.8,Zach Bellin,Zach Bellin,"Jake and Alice's parents' divorce leads them to move across the state. After a stressful day at their new school, Jake and Alice return home to find a mysterious book. in which after opening it they're transported into another dimension.",-,Accion,the book,2015
nan,-,Edward Rosa,Edward Rosa,"A normal night turns deadly for a group of gamers, when one player's refusal to conform has him playing for the ultimate stakes... His life.",12,Accion,the crimson commemoration,2015
nan,-,Ivan Radkine,Ivan Radkine,"In a disused chapel, a man is tortured in strange circumstances",16,Accion,l'art du geste,2015
nan,8.4,Michael Molina Minard,Michael Molina Minard,"Abdul was raised to fight and win; but when he kills an opponent in the ring chasing the title, he must confront his greatest enemy - himself.",15,Accion,standing8,2015
nan,7.5,Harrison Keenan,Evan Scott Russell,"After a deadly car accident, a boy finds himself trapped in a sinister hospital and begins to wonder if he could be more than human.",20,Accion,the roma project,2015
nan,-,Marcus Ako,Marcus Ako,Kenny tells Ray an idea for a movie.,20,Accion,area 69,2015
nan,-,Sharad Kant Patel,Sharad Kant Patel,The Norman Rockwell-esque fabric of a small town is wrinkled when a woman crosses into dangerous intrigue.,8,Accion,domestic protocol,2015
nan,-,Jared Barel,Jared Barel,"Teenager Dick Grayson arises as a hero amidst the struggles of growing up in a world of bullies, harassment, and violence.",13,Accion,robin,2015
-,-,Tony Diana,Tony Diana,In a village named Everfall that was plundered by savage bandits. All who lived there were killed and it's most valuable treasures stolen. Now three warriors have defeated the bandits and all that is left is to fight over the small box of treasures and among them is a powerful item.,-,Accion,in memoriam,2015
nan,-,-,-,"High School can be a battlefield... An outsider teenage girl is bullied by the local popular mean girls, but she finds courage in the discovery of the ancient military book of literature the Art of War by Sun Tzu. She applies the tactics and strategy to overcome her bully.In her mind she is a warrior on the playground fighting her enemies but in reality she has built ... Leer todo",7,Accion,notes of tzu,2015
nan,7.8,Austin Kolodney,Derek Larsen,Deck the halls. Deck your family.,11,Accion,takanakuy,2015
30,-,T.C. De Witt,Alex Frew,The gang tries to rob a bank. What could go wrong?,2,Accion,heist,2015
nan,8.0,Pratt Hanna,"['Moisaque Blanc', 'Roy A. Gonzales']","When a town is under attack, and the weak needs a defender. La Sombra takes up his mantle and becomes something more than just a protector. He becomes a symbol of hope.",10,Accion,shadow of darkness,2015
-,7.2,Radu Barbulescu,Radu Barbulescu,"Two of the employees of the Security Service ring the bell of an apartment and ask for permission to fix a supervision post during a Summit. Neluta, the woman who opened the door agreed them to fix the device and barged in the house with a completely equipped Sniper. The Sniper in charge with the mission in this area meets the owner of the apartment, an Old palsied La... Leer todo",20,Accion,device 0068,2015
