puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
40,-,Hrvoje Budimir-Bekan,Hrvoje Budimir-Bekan,"A girl dies, meets Death and challenges him to a game to win her life back.",8,Comedia,kiss of life,2017
nan,-,Carlos Ledesma,Carlos Ledesma,-,6,Comedia,just kids?,2017
-,-,Roger Boyer,Roger Boyer,"Chuck has a crush on the flower shop girl next door. Using a superhero card drawn by his co-worker Kelly, Chuck tries to strike up a conversation and ask her on a date.",7,Comedia,the spider,2017
nan,8.9,Umberto Baccolo,Umberto Baccolo,-,2,Comedia,umberto baccolo & andrea diprè for the end of the world #1,2017
nan,-,Todd Larson,Todd Larson,"Six boys are stumped with creating a new video idea; they form the concept of going Squatchin' after turning on the television and seeing a repeated episode of ""Finding Bigfoot."" Their fun, adventurous trip, suddenly turns dark.",19,Comedia,squatchin',2017
nan,-,"['Bianca Crego', 'Victoria Loza', 'Candela Muzzicato']","['Bianca Crego', 'Victoria Loza', 'Candela Muzzicato']",A dog and a cat try to bring back to life their owner through a ritual in which they will have to sacrifice a human with a help from their animal friends.,-,Comedia,culto animal,2017
nan,-,Damian Sansone,Damian Sansone,-,14,Comedia,las despedidas,2017
nan,-,Arden Earnest,Arden Earnest,-,5,Comedia,the rain chronicles,2017
nan,-,Sam Comrie,"['Sam Comrie', 'Ryan Mullins']",-,-,Comedia,for all your security needs,2017
50,-,-,-,Reparto principal,5,Comedia,car trouble,2017
-,-,Diaz Renne,"['Mauricio Diaz', 'Diaz Renne']",-,8,Comedia,matilde,2017
nan,-,Khalid Michael,-,-,-,Comedia,with in the mix,2017
nan,-,Stein-Erik Rutledal,"['Þorri Líndal Guðnason', 'Stein-Erik Rutledal']","A young man asks for a girls number at the bar, with unexpected consequences.",4,Comedia,for a good time call...,2017
nan,-,Leah Caddigan,Peter Stray,-,-,Comedia,promise ring,2017
nan,-,Jacob Andres Padilla,Jacob Andres Padilla,"Derek is stuck in detention with the girl of his dreams, the bully of his nightmares, and his very REAL toy action figure.",6,Comedia,champion!,2017
nan,-,Octavio Lasheras,Anna Utrecht,-,7,Comedia,afectos y efectos,2017
nan,10.0,Cybela Clare,-,"Part 2 of comedy mini-series with Cybela Clare as several outrageous characters, including a German sexpot looking for romance on a Greek Island, a hillbilly ""shopping Network"" girl selling antiques fro a beached Rowboat, a hot sex kitten with support staff of real kittens, doing infomercial to sell a rusted out car wreck, a Greek fishwife breaking bottles and shrieki... Leer todo",13,Comedia,over the top: cybela clare's love on the rocks,2017
nan,7.8,Cybela Clare,-,"Outrageous comedy mini-series with two gorgeous competing ladies vying for the eternal love of a parrot. Interspersed are parodies of TV ads, starring animals such as: Phone Sex for Pets, Club Med for Pets, Petriotic Cassettes, Pet Dating and Matrimonial Services, Political Speeches to Lions, and sexy music videos starring Parrots.",17,Comedia,over the top: cybela clare's jungle book,2017
nan,-,Phillip Vernon,"['Dicky De', 'Biase']","On the tail of a dying New Years Eve party, queer best friends Annie and Austin both pursue romantic temptations against their better judgments.",18,Comedia,broad strokes,2017
nan,-,Luigi Pironaci,Luigi Pironaci,-,9,Comedia,caffè caldo,2017
nan,-,Conor O'Toole,"['Rachel Ní Chuinn', ""Conor O'Toole""]",-,-,Comedia,murder most fowl,2017
nan,-,Vivalove,-,Four Mr Poo jumping on the bed. one fell off and ? Just you wait and see where the naughty Mr Poos land. In this funny cartoon based on the jumping on the bed nursery rhyme.,2,Comedia,four mr poo jumping on the bed.,2017
nan,-,Txema Lirón de Robles,Txema Lirón de Robles,-,-,Comedia,atalaya,2017
-,-,Tommi Sorsa,Tommi Sorsa,The alcoholic travel agent of a minuscule island laments his obscurity.,3,Comedia,the menace,2017
nan,-,Praveen Kanniah,"['Praveen Kanniah', 'Rahul Sasidharan']","Sethu, a telecommunication engineer needs to stop by a few towers to check cell phone range before he could catch an early morning flight back to India for his marriage. There is something that's been bothering him for a while and that's when he finds a petrol station. Sethu pauses and thinks for a moment whether to get into the station or not, later gets into it with... Leer todo",-,Comedia,va va vi vi,2017
nan,3.5,Kalani Hubbard,"['Kalani Hubbard', 'Stefanie Hubbard']",-,-,Comedia,3 minutes to save the world,2017
nan,-,Nikhil Newse,Nikhil Newse,-,-,Comedia,visit again,2017
nan,-,Guy Charnaux,"['Guy Charnaux', 'Rafael Sperling']","The story of a father who tries to help his son to become a poet, but fails miserably.",5,Comedia,the poet of horrible things,2017
nan,-,Jesús Guillén Lira,Jesús Guillén Lira,-,-,Comedia,el último regalo,2017
nan,-,Jason Bromley,Jason Bromley,A gang of Con Artists attempt to Swindle a family with an Alien Hunt. But they didn't expect....her.,5,Comedia,area 52,2017
nan,7.3,Hazar Deniz BG,Hazar Deniz BG,It's a short film about whether we should watch life through the eyes of a dog or through the eyes of a human.,-,Comedia,the dog eyes,2017
nan,-,Philip Woods,Philip Woods,-,-,Comedia,the biggest cmf film ever,2017
nan,-,Alessandro Sampaoli,Alessandro Sampaoli,-,-,Comedia,home,2017
nan,-,Alessandro Sampaoli,Alessandro Sampaoli,-,-,Comedia,still dance,2017
nan,-,Deams Fitzgerald,Deams Fitzgerald,The ever-so-radiant talk show host Tom Hill meets his match when he has a surprise interview with a controversial rapper.,7,Comedia,this talk show... in the morning,2017
nan,-,Simon Dymond,Simon Dymond,-,4,Comedia,big criminals,2017
nan,-,Fernando Valon,Fernando Valon,"When two friends find a matchbox, they set out on an insane adventure to make as much as possible things with fire.",-,Comedia,não brinque com fogo,2017
nan,-,James Wooldridge,James Wooldridge,-,-,Comedia,no lo tengo,2017
-,-,Guillermo Lorenzana Torns,Guillermo Lorenzana Torns,"Arnau and Helena enjoy their happy friendship. They talk about what concerns them, like polar bears, until Helena betrays Arnau by recording a vertical video. Arnau will get so angry that he will try to kill her. Will Arnau achieve his score?",7,Comedia,vertical,2017
nan,-,"['Michael Dunaway', 'Cynthia Preston']",Jen Kelley,"BLAME GAME is part of the KNOTS series of interrelated short films, BLAME GAME premiered during the ""KNOTS event"" on December 14th, 2017 at Atlanta's SCADShow Theatre, where the series of filmed shorts premiered alongside live performances of new stage scenes extending the stories of the characters depicted onscreen. The KNOTS series of shorts explores the lives of ei... Leer todo",-,Comedia,knots: blame game,2017
nan,-,Alejandro Arango,Alejandro Arango,-,25,Comedia,serieadictos los soprano,2017
nan,-,Valerie Lynn Brett,"['Jessica Dahlgren', 'Madaleine Felder']",-,-,Comedia,big girl behavior,2017
nan,-,Jared Goudsmit,Jared Goudsmit,"Four murderers squabble when they realize they organized a teenager-butchering spree a day early, but their strong bonds allow them to overcome their differences and massacre the innocent - together.",5,Comedia,diluted fear,2017
-,-,Shannon Overcash,Fayth Krause,-,9,Comedia,dinner,2017
nan,-,Jared Goudsmit,"['Jared Goudsmit', 'Sam Puryear']",A Machiavellian kindergartener manipulates her way to the top.,18,Comedia,the goddaughter,2017
nan,-,"['Dees de Jong', 'Jesse van Olderen']","['Dees de Jong', 'Jesse van Olderen']",-,-,Comedia,youtubekids: dora editie,2017
-,-,Richard Scott,Richard Scott,-,-,Comedia,backstage,2017
nan,-,Maha Moussa,Maha Moussa,-,-,Comedia,badala,2017
nan,8.3,Natalie Wynn,Natalie Wynn,ContraPoints discusses the concept of degeneracy.,23,Comedia,degeneracy,2017
43,-,R.J. Glass,"['R.J. Glass', 'Andrew Urban']",-,-,Comedia,pieces,2017
nan,8.6,Natalie Wynn,Natalie Wynn,Justine and Tabby have a discussion about current leftist discourse and it's decaying optics.,14,Comedia,the left,2017
nan,-,Jenny Evans,Michael Ferrari,-,3,Comedia,don't go into the woods,2017
nan,7.5,Natalie Wynn,Natalie Wynn,ContraPoints discusses violence and justification of thereof.,19,Comedia,violence,2017
nan,8.1,Natalie Wynn,Natalie Wynn,ContraPoints extensively discusses the faults of capitalism.,19,Comedia,what's wrong with capitalism (part 1),2017
nan,-,James Rolfe,James Rolfe,-,8,Comedia,video power/nick arcade reviews,2017
nan,-,Hannah Francesca Arboleda,-,-,1,Comedia,maliit na bagay,2017
nan,-,Elijah Rebollos,-,-,1,Comedia,uhaw,2017
nan,-,Conrad Kyle Rogan,-,-,1,Comedia,wagililnam,2017
nan,-,Iñigo Reyes Lupac,-,-,1,Comedia,paspas,2017
nan,-,Michele Achilli,"['Michele Achilli', 'Nicola Rovati']",-,15,Comedia,the tea coffee experiment,2017
nan,-,"['Kat Mc', 'Leod']","['Kat Mc', 'Leod']",-,-,Comedia,art detectives,2017
nan,-,Michele Achilli,"['Michele Achilli', 'Roberto Moro']",-,8,Comedia,raudy's story - la storia di raudy,2017
nan,-,Manuel Hernández Salazar,Manuel Hernández Salazar,-,-,Comedia,sed de vida,2017
82,-,Roger Gariépy,Roger Gariépy,-,-,Comedia,fin,2017
nan,-,Eduardo Diaz,Goize Blanco,-,-,Comedia,vegasexuales,2017
nan,-,Brando Tucker,Brandon Tucker,-,3,Comedia,hey buddy,2017
nan,-,Izaq Yuzaini,-,-,20,Comedia,idiyappam,2017
nan,-,Marii Stoltsen,"['Callum Black', 'Liam Wilson']","An anxious and socially awkward young man challenges himself by going to a co-worker's birthday party, but ends up getting into much more than he bargained for when his hosts turn out to have ulterior motives.",8,Comedia,stiff,2017
nan,-,Biswanath Rath,Biswanath Rath,This short film is based on the theme: 'Live your moment'.,1,Comedia,new champion,2017
nan,-,Alex Gust,Alex Gust,-,2,Comedia,the walking bread,2017
nan,-,Prannoy Mehta,Prannoy Mehta,"A sweet, little ode to love, romanticised literature and idiots, the film follows Lucky, a neurotic bookshop owner, and his quirky conflict between love and desire, to find a girl he can read his books with..",3,Comedia,bewakoof,2017
nan,-,Janusz Pietroszek,-,-,8,Comedia,kontakt fm,2017
nan,-,Liza Rachenko,-,-,-,Comedia,thankful for,2017
nan,-,Liza Rachenko,-,-,-,Comedia,surprise brunch,2017
nan,-,Rich Johannsen,"['Brittany Bookbinder', 'Molly Miller']",Two best friends wonder why we're not talking about the big D.,5,Comedia,why aren't we talkin' bout death?,2017
nan,-,Tim Ewalts,Tim Ewalts,-,-,Comedia,intrus,2017
33,-,"['Keegan Gogerty', 'Frankie Infante']",Frankie Infante,"During a one night stand, a lonely restaurant owner has an intimate and life-changing conversation with a talking condom.",-,Comedia,expired,2017
nan,-,Chris Ullens,Chris Ullens,-,3,Comedia,rex orange county (feat. benny sings) 'loving is easy',2017
-,-,Luc Serard,Luc Serard,We are in the future. Violence is everywhere coming mostly from men. Women have voted in a parliament with women majority. Prime Minister Hélène Besse decides to confine all men at home. Men will now need a special pass to go outside.,-,Comedia,amazones,2017
nan,-,Jamie B-Debbage,-,"A sharp witted comedy short about a group of twenty-somethings working in a clothes shop, with wit and irreverence, they share illegal trades, relationships and drama. Set in London, it has already been nominated for the Lift Off Sessions and will be going out to more festivals.",-,Comedia,comfort theory,2017
nan,-,Donna Taylor,"['Ian Carter', 'Paul Hodgson']","Rob and Sue appear to be going through a rough patch in their marriage. In order to spice things up, urgent action is required resulting in a series of hilarious sequences which leaves Sue lost for words.",8,Comedia,the dating game,2017
nan,-,Stephen Blackmon,Tammy Thomas,"Annette and Cheryl are 2 single female roommates, with issues - totally different issues. A sane, but stressed Cheryl makes the mistake of discussing her dating issue gone awry with a sick and wasted Annette, who then gives her very morbid advice on how to handle the ""issue"".",5,Comedia,foul mouth,2017
nan,-,Ashley De Grandy,-,Detective Reyes and Morris find themselves investigating a poolculiar murder case.,-,Comedia,the pool guy,2017
nan,-,Robert Acocella,Robert Acocella,-,-,Comedia,the tony effect,2017
nan,-,Nathalie Epoque,Nathalie Epoque,"In search of a job, an unemployed man is wandering through the city on his birthday.",12,Comedia,en attendant la gloire,2017
nan,1.8,"['Jonas Ems', 'Jonas Wuttke']","['Jonas Ems', 'Jonas Wuttke']",-,15,Comedia,fack ju halloween,2017
nan,-,Makis Papadimitratos,Antonis Tsiotsiopoulos,-,-,Comedia,o manolis,2017
nan,-,Ashley Golden,Jesse Daniel Hughes,"Three unconventional teens wake up after a party and have to convince their vigilante killer that they are worthy of being saved, or not.",8,Comedia,the 13th of october film,2017
47,-,Keith Soper,Chi Laughlin,-,-,Comedia,the summoning,2017
nan,-,Keith Soper,Chi Laughlin,-,-,Comedia,the big hairy deal,2017
nan,-,Robert E. Ball Jr.,Tiffany Griffin,-,2,Comedia,marijuana mommy,2017
nan,-,Josh Stifter,Josh Stifter,-,4,Comedia,10 things you'll learn in the first year of being a dad,2017
nan,-,"['Roberta Cunha', 'Rogerio Boo']",Rogerio Boo,"Two ""almodovarian"" friends meet at home. While one is preparing Gaspacho for dinner to her ""Magical"" Aunt, the other runs to the bathroom to change the absorbent soaked. Menstruation treated with naturalness and humor. Speech against the blue liquid review still used in advertising absorbent. Empowerment in reverse, ma love.",1,Comedia,magya,2017
nan,-,Scott Holgate,Scott Holgate,-,-,Comedia,36 questions,2017
50,-,Dylan Monroe Thompson,Dylan Monroe Thompson,A man questions his roommate when he discovers a pile of bloodied clothes.,-,Comedia,dirty laundry,2017
nan,-,Marley Mcdonald,-,A Document Security Specialist gives us a glimpse of the sexy world of shredding and the ambition of the few who unite over one major clean up mission- shredding all remaining Circuit City documents.,20,Comedia,we be shreddin',2017
nan,-,"['Albane Sophia Chateau', 'Julie Janssens']",Sophie Grech,"-Two mothers, one school, a minor conflict but one that confronts two visions of education at the opposite of each other. The bickering that goes on. A fall that shows the ridiculousness of the situation.",3,Comedia,le bisou,2017
nan,-,Spectrotoons,Spectrotoons,A frog gets upset with a dog when he can't taste his lasagna.,1,Comedia,dog and a frog,2017
nan,-,Scott David Lister,Scott David Lister,-,3,Comedia,the day everything changed,2017
nan,-,Olivier Aubé,Marc-André L'Abbée,-,-,Comedia,spice du jour - rencontre avec nathan bright b.c,2018
62,-,"['Gabriela Buchanan', 'Ella Johnston']","['Craig Thorpe', 'Ben Wood']",A man struggles to separate his fantasies from everyday life.,-,Comedia,the mind's eye,2018
51,-,George Loizou,George Loizou,A typical teenage boy hooked on drugs but not the type you'd expect to see. As his life progresses on does he continue his old habits or break out of them and make something new of himself?,4,Comedia,the promise,2018
nan,6.2,David Moreno,David Moreno,"A couple has been spending Sunday afternoon in the same lake since the day they met, more than forty years ago. Maybe it's time to settle old scores...",8,Comedia,moscas,2018
nan,-,-,-,Reparto principal,-,Comedia,irene & tony's fabulous ice cream parlour,2018
nan,-,"['Dan Sloan', 'Andy James Taylor']","['Dan Sloan', 'Andy James Taylor']",-,9,Comedia,five months,2018
nan,-,Wayne Wilde,"['Adele Robinson Rodriguez', 'Wayne Wilde']",-,-,Comedia,inspect the unexpected,2018
nan,-,Kyle Karamanos,-,-,-,Comedia,this is film center,2018
nan,-,Wayne Wilde,Adele Robinson Rodriguez,-,-,Comedia,robbers,2018
52,-,Sherry Rashidan,Sherry Rashidan,"Leo feels like his life is dull and repetitive. After a strange encounter with a whimsical little girl on the morning of his birthday, he experiences the true meaning of feeling stuck.",-,Comedia,stuck,2018
56,-,"['Matej Chlupacek', 'Michal Samir']",John Torrie,"Panic hits the quiet English town of Middleswick when an old woman paints her house bright pink. At an emergency meeting, you have a seat at the table and a perfect view of the action as tempers flare and hilarity unfolds in this brilliant VR comedy.",10,Comedia,the committee,2018
100,-,-,-,Reparto principal,-,Comedia,skin deep,2018
nan,-,Rosey Tyler,-,"New Casting Directors, Joanne and Amanda, have landed their first major motion picture client and are excited to share their process with you as they cast for the child star of the film.",8,Comedia,starcasters!,2018
nan,-,Aubrey Arnason,"['Aubrey Arnason', 'Tom Belding']","The last fish in the world is served to a motley crew of customers at a small family run restaurant in Fredricton, New Brunswick.",30,Comedia,freddy,2018
nan,-,Heather Bowry,Alex Perry,-,-,Comedia,the big pop,2018
nan,-,Kevin Ryan Williams,Jessica Munna,-,-,Comedia,phebe's crush,2018
nan,-,Harvey Gardner,Harvey Gardner,"After not seeing eye to eye for a long time, two brothers are forced to work together for one momentous task - to paint their Gran's shed.",14,Comedia,shed,2018
nan,-,Brian T. Elliott,Brian T. Elliott,An elite group of men known as The Supreme Court are tasked to determine whether or not Griffon Cavanaugh is Supreme Court material. This elite group has a few firm requirements to be granted membership. The court has taken it upon themselves to undergo an investigation on Griffon to determine his eligibility.,10,Comedia,the supreme court,2018
nan,-,Joey Burke,"['Joey Burke', 'Jacob Thomas']","Master Stevenson's robot slave, Joshua, feels mistreated by his master and little does he know Master Stevenson has plans unknown to Joshua that later cause him to do the unthinkable.",5,Comedia,artificial intelligence,2018
nan,-,Dan Scholin,Dan Scholin,-,10,Comedia,the adventures of smokey the twink and mark o'rubio: the movie,2018
nan,-,Bryce Christopher,Bryce Christopher,"The North Pole is melting due to Global Warming and Santa must save it before it's too late. In order to do so, he seeks help from his estranged daughter (Sam) who works at the EPA. However, Santa's morals are tested entering the political world. As, he and Sam work together to get an extremely important environmental bill passed. Yet, in the end, he realizes that som... Leer todo",-,Comedia,naughty mr. claus,2018
nan,-,Liam Cowles,Liam Cowles,Three guys. Two fight it out for the last piece of pizza while the third chills out in the toilet.,3,Comedia,you wanna pizza me,2018
nan,-,Mykola Yeriomin,Mykola Yeriomin,A bored man tries to change the channel.,7,Comedia,de oom op zoek naar mysterie (the uncle in search of mystery),2018
nan,-,Giles Greenwood,Jon Digby,"9862 is a black , close-to-the-bone comedy which deals with issues of vulnerability and desperation and how people's problems can really escalate if they are not dealt with properly.",11,Comedia,9862,2018
nan,-,Ariel Zucker,Harron Atkins,"Use What You Got is a comedic short about code switching, when classically trained opera singers Carol (Daryl Bright) and James (Harron Atkins) moonlight as rappers Treshawn and Shequisha in order to reach commercial success.",6,Comedia,use what you got,2018
nan,-,Michaël Estarque,Michaël Estarque,-,2,Comedia,je suis la dernière scène,2018
nan,-,Charles Townsend,-,"A young man spends his day inside and separate from the world. An accident occurs, leaving him at the mercy of a package thief.",5,Comedia,brett's package,2018
0,-,Simon Allmer,-,One cup of coffee sets a customer in a hallucinatory state. He holds a monologue about his feelings that gets interrupted by loud effects and a commercial break. In the end he shouts at the waiter wanting another trip on caffeine.,7,Comedia,caffeine,2018
89,-,Luis Samra,Luis Samra,-,-,Comedia,kindling,2018
nan,-,Daniel Freeman,Daniel Freeman,"Edison Jones, a small town street performer and visual artist, meanders through life while trying to build The Experimental Institute of Eastern Californiart. Through the lens of a documentarian, we see Edison in his hometown of Nevada City, California and later on a reflective road trip to Reno, Nevada.",-,Comedia,still moves,2018
nan,-,Samuel Ely,Samuel Ely,-,11,Comedia,the love story of kosher,2018
nan,-,Jon Escobar,Jon Escobar,"Follows a middle aged mentally unstable man ""Jonny (Garage) Barnabus"" who attempts to create a DIY cooking show within his own garage with little to no money. The style and genre I aimed for in this project, follows the lines of dark comedy, satire and found footage.",10,Comedia,jonny's cooking garage,2018
17,-,Amanda Haas,Amanda Haas,"Mallory finds out she is pregnant at her boyfriend's house party the night before their graduation. When she tells her boyfriend Sully, he is less than ecstatic. Their fears are pushed to the back burner when the couple is forced to take care of Sully's inebriated best friend Bob. Just when they think they've put him down for bed, he escapes his room into the world un... Leer todo",-,Comedia,bringing up bobby,2018
nan,6.4,Coralie Majouga,-,"Tomorrow they'll be in Africa, where their father wished to move back ; so today, Mathis and Antoine go to Paris. A day to say goodbye, roam the town, understand homecoming and mainly learn to discover each other...",23,Comedia,au revoir paris,2018
nan,7.8,Kevin Yee,Kevin Yee,Comedian Kevin Yee makes a short film about making a short film.,6,Comedia,about a short film,2018
nan,-,Joseph Holmes,Joseph Holmes,A young woman struggling with her own mortality is followed everywhere she goes by The Grim Reaper.,4,Comedia,my existential crisis,2018
nan,5.9,"['Frederico Evaristo', 'Bob Yang']","['Frederico Evaristo', 'Bob Yang']",Jefferson and Jorge live now under the same roof.,10,Comedia,five minutes a day,2018
nan,-,Kristopher Knight,Gianmarco Soresi,-,-,Comedia,this is why technology killed romance,2018
nan,-,Kristopher Knight,Lindsay-Elizabeth Hand,-,-,Comedia,male ponytail psa,2018
nan,-,"['Tim Bydder', 'Sondre Fristad']",Tim Bydder,The BBQ becomes tense when Tina brings her new gun slinging cowboy of a boyfriend to the BBQ.,8,Comedia,bbq at high noon,2018
nan,-,"['Edixon Caridad', 'Mariana Lilla']","['Edixon Caridad', 'Mariana Lilla']","A cross-cultural comedic short about an intercultural friendship between Edgar and Laís. Without speaking the same language, they go through a roller coaster ride of misunderstandings, laughter and deep moments of human connection.",-,Comedia,cotufas con limón,2018
nan,-,Chris W. Orr,Steven Briggs,-,-,Comedia,hipster roast,2018
nan,-,Cristiano Sousa,Ivan Martins,-,-,Comedia,coxinha ii,2018
nan,-,Avalon Giuliano,Adrian Bowden,-,-,Comedia,air asia commercial,2018
nan,-,Rob Shaw,Rob Shaw,"Eric's social media image couldn't be better, but when his online pals invite him along on a camping trip, his virtual mask starts to slip.",20,Comedia,eric offline,2018
nan,-,Chris W. Orr,Steven Briggs,-,-,Comedia,drones,2018
nan,-,Steven Briggs,Steven Briggs,-,-,Comedia,vision board,2018
nan,-,Jude Adams,Jude Adams,A group of friends stage an intervention for their friend Jacob who has developed an intense and unhealthy addiction to the fictional series Twilight.,7,Comedia,addicted to twilight,2018
nan,-,Sarah Blakely Roberts,-,-,-,Comedia,dog talk,2018
nan,-,Toni Nagy,Toni Nagy,"Mary finds herself in an unusual predicament. Flooded by patriarchal influence, she must cling to the raft of friendship - and rely on her own will and conviction - to stay afloat.",-,Comedia,mary's wise men,2018
nan,-,Toni Nagy,Toni Nagy,Toni makes some new friends inside her own head.,5,Comedia,the friends we invite over into our brains,2018
nan,-,Toni Nagy,Toni Nagy,"A comedic take on the real housewives series, but commenting on white supremacy and anti-feminist women. Suzy's announcement creates cognitive dissonance among her bigoted, white friends.",10,Comedia,the real housewives of white supremacy,2018
nan,-,Toni Nagy,Toni Nagy,"The Masses is a post-partisan, omni-racial, multi-gender, quasi-radical, multi-sketch comedy short that represents the perspective of the artistic and creative counter-culture that is actually the mainstream.",10,Comedia,the masses,2018
29,-,Zizou Arvizu,Steven Briggs,-,-,Comedia,the dogfather,2018
100,-,Amadeo Rivas,"['Colby Guillory', 'Amadeo Rivas', 'Sergio Salazar']",A dark anachronist comedy that follows a young watch salesman dealing with an eviction notice while sequentially ending up in the middle of a war between the criminals of the San Antonio underground.,20,Comedia,salesman,2018
nan,-,Nicholas Kennedy,Nicholas Kennedy,-,4,Comedia,silence of the mimes,2018
nan,-,Carlos Blanco Barberà,Carlos Blanco Barberà,-,-,Comedia,sigue soñando,2018
nan,-,Scarlett Anderson,Scarlett Anderson,-,-,Comedia,polyfilia,2018
nan,-,Lizartonne,David Fidalgo Omil,A monster meets a young man in a park and tells him his life and his problems.,-,Comedia,avelino,2018
nan,-,Jesse James Hennessy,Shaun Springer,A couple rad dudes visit a psychic for a TERROR-ific reading.,-,Comedia,terror reading,2018
nan,-,Mark Depasquale,Mark Depasquale,"A seasoned hitman struggles to assemble his sniper rifle while trying to eliminate a target. As he endures a series of escalating mishaps and mistakes, he quickly realizes that his window of opportunity is rapidly closing.",7,Comedia,troubleshoot,2018
nan,-,Chenyang Shu,Chenyang Shu,"A man receives a pig mask when he plays computer game. However, he doesn't know the danger is approaching.",-,Comedia,mask killer,2018
nan,-,Ricardo Ortega,"['George Ortega', 'Ricardo Ortega']",Danny has the worst day of his life at school. His uncles that live next door come over to console him with stories for their worst day ever.,-,Comedia,así es la vida lucky,2018
nan,-,Cornelia Hanes,"['Tessa Evelyn', 'Jim Kane', 'Jodi Moore Lewis']",-,-,Comedia,dinner party disasterz,2018
25,-,Matthew Minervini,Matthew Minervini,"A tale of soap and chemical castration and grotesque maiming, is Nick's emotional scar tissue deeper than the physical alterations he leaves on his bullies?",9,Comedia,soap,2018
nan,6.8,Leonardo Martinelli,Leonardo Martinelli,The daily life of a young woman from Rio de Janeiro witnessed through her cell phone screen.,10,Comedia,lembra,2018
nan,8.2,Roberto Bermeo,Roberto Bermeo,"Greece is a girl who lives with her best friend Alex in Lima, a city in Peru that constantly rejects young people and dreamers. These two are leading a journey of self-discovery, demonstrating the true meaning of their friendship.",16,Comedia,greece,2018
nan,-,Murat Tuna,Baris Vatansever,-,-,Comedia,ah dede vah dede,2018
nan,-,Tim Cowles,"['Lynda Cowles', 'Tim Cowles']",-,-,Comedia,merry christmas from poe and munro,2018
nan,6.2,Johanna Thalmann,Johanna Thalmann,"Liv Mehlmann wants to throw an unforgettable birthday party for her daughter Alicia (14). But when she sends a message to the ""Holy Moms"" chat group that the precocious Rosie will also attend the party, the helicopter moms freak out. Rosie is not a good influence, she's got to go, immediately. Liv becomes a tool for social exclusion and ends up being marginalized hers... Leer todo",20,Comedia,holy moms,2018
nan,-,"['Taylor Siolka', 'Michael Thomas Taylor']","['Taylor Siolka', 'Michael Thomas Taylor']",The game won't start until Jim throws out the first pitch. Will he be able to overcome his fear?,7,Comedia,the first pitch,2018
94,-,Chris Agoston,Matt Houghton,-,-,Comedia,hector,2018
nan,-,Sergio Gimeno,Luma Rajeh,-,-,Comedia,inmortal y tal,2018
nan,-,Swati Semwal,Swati Semwal,-,-,Comedia,dil dolaa rey,2018
nan,-,"['Thomas Emmet Ashton', 'Jared Hirsch']","['Thomas Emmet Ashton', 'Jared Hirsch']",Two broke and desperate college graduates decide to break into the human trafficking industry in order to make ends meet.,9,Comedia,idiots!,2018
nan,-,Jon Robben,Jon Robben,"An eager scooter owner sets out to make his own travel show, documenting his ride to the Griffith Observatory.",9,Comedia,"hey there, rider",2018
nan,-,Elizabeth Noelle Japhet,Elizabeth Noelle Japhet,-,12,Comedia,pink cadillac vegas,2018
nan,-,-,Christopher Fordinal,-,-,Comedia,"never again, until tomorrow",2018
33,-,Jack Allen,Jack Allen,"Philippe, the owner of a struggling hotel, begins to rebel against the writer of the film in which he finds himself, and aims to convince his board members to do the same.",12,Comedia,hotel deluxe,2018
nan,-,Guillaume Hébert,Guillaume Hébert,"-A few hours before his wedding, Daniel gets anxious when he realizes that he still has not seen his brother-in-law Steve, a man of honor and guardian of the wedding rings.",5,Comedia,souvenir de noces,2018
nan,-,Ramiel Petros,Ramiel Petros,-,7,Comedia,the wiccan trials,2018
nan,-,"['Alex Lai', 'Terry Tao']","['Alex Lai', 'Aaron Wan']",-,-,Comedia,inburgering,2018
nan,-,Michael Sokol,Julie O'Hora,A mom gets more than she bargained for when she tries to establish open communication with her teenage daughter.,-,Comedia,frank talk,2018
nan,-,"['Kevin Mc', 'Bride']","['Kevin Mc', 'Bride']","After visiting his favorite FroYo shop, a young man sees an attractive woman with car troubles; only to realize he's not the first person to attempt helping.",-,Comedia,under the hood,2018
nan,-,Josh Mawer,Tim Fox,George likes Amy. But he's terrible at making first contact. Luckily he has the help of a dimension-hopping dating coach. Simple.,12,Comedia,jump,2018
nan,-,Sophie Halpérin,Elvire Munoz,-,-,Comedia,demain est un autre jour,2018
nan,-,Joshua Thomas,Joshua Thomas,-,-,Comedia,a quiet place- parody,2018
-,6.4,Iván Sáinz-Pardo,Iván Sáinz-Pardo,"If life gives you broccoli, order a pizza!",4,Comedia,broccoli,2018
nan,-,Dylan Sewell,Dylan Sewell,-,-,Comedia,blackout shades,2018
nan,-,Iver Neset,"['Carl Ingebretsen', 'Iver Neset', 'Edvard Stein']","Three curious Norwegians explore haunted places in Malta to find out if ghosts are real. Along their journey, philosophical differences and ingrained fears reveal themselves.",-,Comedia,maltesiske fenomener,2018
85,-,S. Shrijith,-,"A gangster and her apprentice tortures their victim, until an unexpected intruder brings about a twist in the tale.",1,Comedia,apprentice,2018
-,-,Ashley Brantley,Ashley Brantley,-,-,Comedia,access denied,2018
nan,-,Edward Bull,Edward Bull,"It's simple. Get the money, get the drugs. Taver and Jonoh go over their plan to rob their local drug dealer. While pitching ideas with each other, they visualize a Hollywood type action film robbery. But the reality hits and the plan doesn't work out the way they imagined.",4,Comedia,trying it for real,2018
