puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
nan,9.2,Pedro Luis Ruiz Rivas,Pedro Luis Ruiz Rivas,-,3,Comedia,la escalera de penrose,2015
nan,-,Katie Daly,-,-,-,Comedia,i can hear the drums,2015
nan,-,"['Clelia Di Briggido', 'Neli Neves']",Clelia Di Briggido,"Moments in the life of a couple through the years: from the beginning of the report until the stabilization of the relationship when they should complete 25 years together. Their intimacy is seen in several phases with humor and without any explicit scene. There is no dialogue, the sound track - consists of noise, a few words and music- is enough to add images the str... Leer todo",-,Comedia,silver wedding anniversary,2015
nan,-,Ryan Nilsen,"['Ryan Nilsen', 'Jake Segelbaum']","A Short Film about a Boy learning a lesson about ""washing hands"". A film about one simple thing which is ""getting clean"". You can spread germs in many different ways, some ways we have no control over, but we have control over washing our hands.",5,Comedia,wash your hands,2015
nan,-,Max Gould,Max Gould,A guy beats up a guy and talks to another guy. The other guy talks to two other guys dressed like Mormons. Then they all leave together.,5,Comedia,mormons in the morning,2015
nan,-,Thomas Davant,"['Thomas Davant', 'Robert Doobay', 'Robby Justiss']","Two stoners travel with their best friend, a toaster, to the beautiful beaches of Cannes where their friendship is pushed to its limits.",5,Comedia,someplace nice,2015
nan,-,Scott Rivers,Scott Rivers,Mugsey goes on a train trip in Somerset.,4,Comedia,mugsey bristol train trip,2015
nan,-,Travis Williamson,"['Justin Ledesma', 'Travis Williamson']",Sam Elliot...yes THE Sam Elliot (not really) subjects you to his specialty line of sweet kombucha.,-,Comedia,elliot family farms (sweet kombucha),2015
nan,-,Théo Barbé,Théo BarbéHydris Moky,-,11,Comedia,les mandarines,2015
45,-,"['Adam De', 'Paolo']",-,-,12,Comedia,pants on fire,2015
nan,-,Michael Czemerys,Michael Czemerys,A mafia gangster discovers the second life of a fellow gangster.,-,Comedia,mafia man,2015
nan,-,Andrew Grigiss,Andrew Grigiss,"Errol and Jack are two easy American guys cooped up in their appointment, but tensions reach a boiling point over resumes, hand lotion, and the strange possibility the world might be coming to an end.",-,Comedia,rage as you please,2015
nan,-,"['Erron Holness', 'Nicholas Michael Jacobs']","['Erron Holness', 'Nicholas Michael Jacobs']",-,7,Comedia,not safe,2015
nan,-,Scott Rivers,Scott Rivers,Mugsey hits Midsomer Norton and runs into an old rival.,8,Comedia,midsomer norton massive,2015
nan,-,Don Barris,"['Rucka Rucka Ali', 'Tony Barbieri']",-,3,Comedia,rucka rucka ali: shake ur tush (the big 3 pilot),2015
26,-,Dion Williams,Dion Williams,"A determined janitor accidentally takes over the confessional, giving extremely unusual advice to the penitents who come to be absolved.",6,Comedia,absolution,2015
nan,-,Matt Oslon,"['Matt Hatfield', 'Matt Olson']","This story is too complex and intricate to describe in a few lines of text. Watch this video and see for yourself. Show it to your kids. Show it to friends at church. Made sure your kids watch it. Talk to your partner about ""Snake"" by Drop The Root Beer and Run. Your kids may be lying about already having watched this video.",2,Comedia,snake,2015
nan,-,Fernando Sánchez,Alberto Lavín,-,-,Comedia,la tarta,2015
nan,-,Scott Umsteadt,Scott Umsteadt,-,1,Comedia,bob gets a raise,2015
nan,-,Scott Rivers,Scott Rivers,Mugsey goes Westbury on Trym massive.,6,Comedia,westbury on trym massive,2015
nan,-,Scott Rivers,Scott Rivers,Mugsey goes on a trip to Portishead.,6,Comedia,portishead massive,2015
nan,-,Scott Rivers,Scott Rivers,Mugsey goes Avonmouth massive.,4,Comedia,avonmouth massive,2015
nan,-,Rupert Mahner,"['Andrew Mc', 'Cargar']",-,-,Comedia,"weiblich, ledig, jung sucht koch",2015
nan,-,Sabrina Mertens,Sabrina Mertens,-,-,Comedia,aus dem häuschen,2015
nan,-,Erika Christie,Alex Kane,-,8,Comedia,double pump,2015
17,-,Gonzalo Badilla,"['Gonzalo Badilla', 'Sebastián Badilla']",-,9,Comedia,don't answer the phone,2015
nan,-,Aaron Whitehead,Andy Gibbins,Down-on-his luck Arnold visits his friend to confide his dark thoughts; only to be uplifted by an unbelievable piece of news.,5,Comedia,the winner,2015
nan,-,Gino Ceriachi,Gino Ceriachi,-,7,Comedia,the fixed shower head,2015
nan,-,"['Jason Elkins', 'Joe Mitchell']","['Jason Elkins', 'Andrew Patton']","Peter Francis Coogan aka Coog is an eccentric comic book geek and a social misfit that can't seem to fit in anywhere. Coog stumbles upon the hottest chic of his dreams, Bress, and fantasizes his way back into reality.",17,Comedia,a day in the life of coog,2015
nan,-,Brian Du,Brian Du,-,-,Comedia,springtime of youth,2015
nan,-,Matt Bates,Matt Bates,-,-,Comedia,self help me,2015
nan,-,Scott Rivers,Scott Rivers,Mugsey claims Chelsea has a wig.,3,Comedia,mugsey bristol wigs,2015
nan,-,Shawn Dyer,Shawn Dyer,"Max, a naive beginning filmmaker gets accepted into the Super Awesome Fantastic Film Festival of Greatness. When he arrives at the festival he finds more than he bargained for. Through his experience he learns that all it takes to be a great filmmaker is a strong sense of humility and a humble heart.",7,Comedia,super awesome fantastic film festival of greatness the movie,2015
nan,-,Fabian Rey,"['Doel Banchs', 'Fabian Rey', 'Johnny Whitehead']",-,7,Comedia,the genie,2015
88,-,Fred Soligan,"['Niccolo Aeed', 'Marina Tempelsman']",-,-,Comedia,family portrait,2015
nan,-,Fred Soligan,"['Niccolo Aeed', 'Marina Tempelsman']",-,-,Comedia,fire and ice condom,2015
nan,-,Fred Soligan,"['Niccolo Aeed', 'Marina Tempelsman']",-,-,Comedia,nicco falls in love,2015
nan,-,Michal Labik,"['Niccolo Aeed', 'Marina Tempelsman']",-,-,Comedia,marina calls time warner,2015
nan,-,Fred Soligan,"['Niccolo Aeed', 'Marina Tempelsman']",-,-,Comedia,the poop of your dreams,2015
nan,-,Scott Rivers,Scott Rivers,Mugsey visits Old Market massive.,3,Comedia,old market massive,2015
nan,-,Scott Rivers,Scott Rivers,Mugsey heads to Clifton Down Massive.,10,Comedia,clifton down massive,2015
nan,-,Sandeep Raj,-,-,-,Comedia,premalo sidhu shruthi,2015
-,-,-,-,"A Modded Minecraft Machinima series that follows the adventures of ExplodingTNT, Herobrine, Notch and Failboat as they quickly run into bad luck while going on vacation together.",-,Comedia,lost island,2015
nan,-,Eva Gray,Eva Gray,"Two detectives are in pursuit of a suspect. They take in the first person who meets the description, but the suspect would rather give hugs. Directed by Eva Gray with Assistant Director, Callie Van Bosch. Featuring Patrick Gathron as the Hippie, Emma Van Lare as the Female Detective, Pietro Rotondi as the Male Detective, Dina Lee as the Witness, and Lucas Alvarez as t... Leer todo",-,Comedia,free hugs,2015
nan,-,Liam Young,"['Joe Bodfish', 'Liam Young']","Two young people are drawn together at a launderette. As they glance at each other the tension builds. Sadly, the dream they worked so hard to maintain ends up, well...shitty.",3,Comedia,dirty flirt,2015
nan,-,Luke Schuelke,Luke Schuelke,What happens when you get a new roommate who is never around and then all of a sudden appears with daunting news? 'We are going to DIE!!!'. Do you believe him? Should the roommates believe him? They better because their roommate got himself in trouble with some unforgiving characters that are coming to the house to seek revenge for who knows 'WHAT?'.,13,Comedia,what?,2015
nan,-,Dante Lanzillotti,Dante Lanzillotti,-,-,Comedia,anchorsham,2015
-,-,"['Sand Gianina', 'Jorge Torres']","['Sand Gianina', 'Jorge Torres']",-,-,Comedia,the cookie jar,2015
nan,-,Michael Pitts,Michael Pitts,-,1,Comedia,poképarody,2015
nan,-,"['Jack C. Newell', 'Bruce Pirrie']","['Laura Grey', 'Amanda Blake Davis']",-,-,Comedia,billy from the second city bill murray special,2015
nan,-,Alex L. Newman,Alex L. Newman,"A determined, but inexperienced detective tries desperately to figure out what the substance on the counter is. He doesn't have the right tools or the right knowledge, so he's got to rely on his instincts. What will he come up with? Will he figure out what it is?",20,Comedia,unsure detective,2015
nan,-,Galba Gogóia,Galba Gogóia,-,-,Comedia,a última,2015
nan,2.8,Derek Savage,Derek Savage,"Derek Savage, the creator of Cool Cat and also producer and director of feature films, is teaching us (in his views) the difference between copyright infringement and fair use.",22,Comedia,cool cat - copyright infrigement vs. fair use,2015
nan,-,-,Evan F.B.,-,-,Comedia,i put a spell on you,2015
nan,-,Don Thacker,Don Thacker,"When seven men arrive at the Outlaw Barrens to settle a score, the Thousand Mile Man appears and takes matters into his own hands. With song.",3,Comedia,the devil's broadside,2015
nan,-,Oleg Filipenko,Oleg Filipenko,"The girl is called by a young man to meet, but the girl questions his feelings because of the words he failed to use.",5,Comedia,lingvistka,2015
nan,-,Oleg Filipenko,Oleg Filipenko,-,5,Comedia,ne layknuv,2015
86,-,"['Patrick Mc', 'Geown']","['Patrick Mc', 'Geown']","The film explores the ""perception"" of Campbelltown as being a place of no interest at all. Media always seemed to point to Campbelltown as being the worst of the worst. Whereas the reality is quite different. ""Perception"" is personified and then we hit the streets to ask the locals what their experiences of Campbelltown are.",3,Comedia,perception,2015
nan,-,"['Frank Garcia-Hejl', 'Brandon Gulya']",Alex Traynor,-,-,Comedia,that's bullshit!,2015
nan,-,Zack Poitras,"['Vincent Moore', 'John Purcell']",-,-,Comedia,silent crowd work,2015
nan,-,"['Lucien Flores', 'Michela Maria']",Zack Poitras,-,-,Comedia,taking the stairs like a pro infomercial,2015
nan,-,Esteban Calderín,Esteban Calderín,-,-,Comedia,recursos humanos,2015
nan,4.8,"['Jim Cummings', 'Dustin Hahn']","['Jim Cummings', 'Dustin Hahn']",A couple endures a house tour under a chucko.,3,Comedia,the chucko,2015
99,7.1,Jun Beom,-,"A drunk lover suddenly arrives as an idiot in the limit of the task with a friend. The tug of war, friends, lovers, and so on.",12,Comedia,open,2015
nan,-,Gavin Wink,Gavin Wink,Two detectives in backwoods America race against time to solve a series of gruesome and incomprehensible killings.,16,Comedia,the one nipple slayer,2015
nan,-,Ryan O'Connell,Ryan O'Connell,-,5,Comedia,art of darkness - the making of romeo and juliet: in space,2015
99,-,Nathan Willcocks,Nathan Willcocks,-,-,Comedia,the bear,2015
nan,-,-,-,"-We love our Italians from province of Quebec (in Canada), especially when they use French, English and Italian in the same sentence.",2,Comedia,meanwhile à saint-léonard,2015
nan,-,María Costa,María Costa,-,-,Comedia,ah divina,2015
nan,-,Dakota Laden,-,-,7,Comedia,a clingy hitman,2015
nan,-,Agosto Vincenzo,Agosto Vincenzo,"A middle school history teacher (during the racial laws of 1943) decides to play a game within the lesson. The game, similar to Memory, has very special cards. The kids are puzzled by the type of activity the teacher proposes and initially play in amazement. In closing, the students receive a terrifying prize. The film wants to remember the deported Jews from Padova (... Leer todo",-,Comedia,il gioco della memoria,2015
nan,-,Tomislav Sestan,Tomislav Sestan,"A woman and her boyfriend are driving her grandpa to the city. During the ride, they talk, touching on some family issues.",8,Comedia,bakina unuka,2015
nan,-,Steve Davis,"['Steve Davis', 'Riley J Howard']",-,-,Comedia,my colour clones: pilot,2015
nan,-,Christopher Dees,Christopher Dees,-,-,Comedia,all hallows reunion,2015
nan,6.4,Efe Aydal,Efe Aydal,A teenager who is a warmonger on social media is called into the army by the military service department.,3,Comedia,rusya'yla savasan genç,2015
nan,-,"['Ramona Pettygrave Shah', 'J. Eric Marler']","['Anna Faktorovich', 'J. Eric Marler', 'Ramona Pettygrave Shah']","Laura, naive but curious, longs to express her feelings for a certain special someone--and for his equally hot brother. At least she has her beloved dolls to confide in, and sometimes the dolls even talk back. Laura's sister Helena, a goth girl, does not hesitate to go after the things that she wants--like a pair of sketchy brothers who, in her imagination at least, i... Leer todo",37,Comedia,"my sister, the psychopath",2015
nan,-,Laszlo Toth-Medina,Laszlo Toth-Medina,-,-,Comedia,dong city,2015
nan,-,Lino Palena,Alessandro Q. Ferrari,"Ray is at his favorite bar, where he waits for his friends, Scarpa and Il Divo. Ray is celebrating his 70th birthday, but the bartender does not care at all. Scarpa and Il Divo, arrive. They have a special present for Ray. And a plan.",-,Comedia,volevo una guerra,2015
nan,-,Kemp Baldwin,Kemp Baldwin,-,-,Comedia,bindle bros.,2015
nan,-,Sandra Sterle,Sandra Sterle,-,29,Comedia,utvrda utopija,2015
nan,-,Rajashree,Rajashree,"A bunch of teenagers, out for the day in a mall. Megha, who's a lovable but bumbling idiot, is in love with Rahul, a good-looking guy in their group. All of them are friends, but he doesn't seem to be specially interested in her. Megha confides in two girls, Saira and Shyamoli, that she is going to tell Rahul she loves him. Shyamoli advises her against it - there's no... Leer todo",10,Comedia,p for pataana,2015
48,7.6,Michael Yanny,"['Adam Baroukh', 'Michael Yanny']","A compulsive lottery player, Dennis, is on a monthly meal out with his wife and friends. The night turns when a practical joke played on him horribly backfires.",16,Comedia,just desserts,2015
-,-,Joy Sudduth,Kristie Reeves,"'In the Meantime' follows the life of Charlene, Krystal and Shannon and tells about all the trials and turbulences the three of them have to go through in order to find Mr. Right.... 'In the Meantime' is 'Sex and the City' meets 'Friends'. It's a cute feel good women's journey made BY women....",9,Comedia,in the meantime,2015
nan,-,Antonio De La Cruz,Antonio De La Cruz,"A Japanese sushi chef, who is desperate to learn Spanish, kidnaps a Latino customer for a quick language lesson in the hopes of impressing the Latina woman of his dreams.",11,Comedia,spanish to go,2015
nan,-,Adam Warnock,Adam Warnock,Adam can't sleep. Adam really wants to sleep so he tries 'Sleepy Time' brand sleeping tablets. Whoops!,5,Comedia,key change,2015
nan,-,Bruna Matsin,Bruna Matsin,"When a town of joyful kids gets disturbed by a surreal-looking candy thief, a team of determined twin sisters decides to creatively pull forces with neighborhood friends to stop him for good.",5,Comedia,the lollipop thief,2015
nan,-,Kestrin Pantera,Kestrin Pantera,-,-,Comedia,cat picnic,2015
nan,7.2,Timo von Gunten,Timo von Gunten,Have you ever wondered who was the last person sleeping in the hotel bed you are about to spend the night?,7,Comedia,monsieur du lit,2015
nan,7.8,"['Andrew De', 'Young']","['Andrew De', 'Young']",A young woman visits the sprawling metropolis of Los Angeles alone where she tries to make friends with complete strangers.,14,Comedia,ohio,2015
nan,-,Clay Luther,"['Clay Luther', 'David Edwin Read']","A washed-up back-country news reporter spends the day covering the odd-ball contestants at the annual goldfish competition in Tawakoni, Texas and gets more than he bargained for.",11,Comedia,the golden bowl of tawakoni texas,2015
nan,8.5,Áron Ferenczik,Áron Ferenczik,"Mr. Miller cannot feel. He is never angry, never sad. In fact he doesn't have any emotions, he cannot suffer from pain, taste or smell. Other then this he is a typical Hungarian nobody exploited by all the other Hungarian nobodies. Strangers, neighbours, friends, everyone wants something from Mr. Miller and he gladly provides. In a single day he loses everything a hum... Leer todo",21,Comedia,szabó úr,2015
nan,-,"['Sunshine Mc', 'Wane']","['Sunshine Mc', 'Wane']",A typical day on the job for a girl that works in a peepshow. A revealing look behind the glass. Sometimes these are just the things a sex worker wants to say but can't. Or sometimes these are the things a sex worker thinks when she's had to much and can't take it anymore. Or better yet still sometimes these are the kinda things a sex worker says when she has a good t... Leer todo,5,Comedia,documentary of a peepshow girl,2015
nan,-,Carnior,Carnior,"The Musketeers are retired, but offer their services one last time. Loosely based on Alexandre Dumas' Three Musketeers.",22,Comedia,3 hommes et un masque de fer,2015
83,-,Erich Eilenberger,Erich Eilenberger,A militant freegan kidnaps an entitled celebutante and finds out it is not so easy to make somebody fall in love with you.,10,Comedia,stockholm,2015
nan,-,"['Tim R. Gloystein', 'Leonardo Re']",Tim R. Gloystein,"Suicide is not for beginners. Darwin Lynch has to learn that the hard way, while trying to set an end to his life in the coziness of a premium-class hotel room.",10,Comedia,darwin lynch,2015
nan,-,Andrea Speyer,Andrea Speyer,Hilarious parody about life and fame in Hollywood as seen through the eyes of an obsessed little fly.,-,Comedia,the motel sunset,2015
nan,6.4,Nick Wernham,Richard Wernham,"A young business student orchestrates a lucrative Ponzi scheme, all the while knowing that sooner or later, he'll have to deal with the legal implications of such a huge fraud.",24,Comedia,business ethics,2015
nan,-,"['Stoyan Nikolaev', 'Rumen Pavlov']","['Stoyan Nikolaev', 'Rumen Pavlov']",Occupational safety manual.,3,Comedia,such appetite,2015
26,-,Kevin Bertazzon,Kevin Bertazzon,"Due to an insult, Tsuki must battle Master Kobatzu to the death - if they can stop insulting each other first.",6,Comedia,honor,2015
nan,-,Mark Grabianowski,Luke Anderson,"A group of young professionals get to experience a group job interview for a prestigious ad agency, while the audience gets to experience how each individual sizes up their competition and what goes on in their mind.",12,Comedia,lineup,2015
nan,-,David Sowden,"['David Sowden', 'Nicholas Zebrun']","Bob shows up drunk at work. Although from his point of view he believes he has everything under control, it soon becomes obvious that to others that he does not.",18,Comedia,showing up drunk,2015
nan,-,Matt Hoyt,Matt Hoyt,"A comedic saga that follows Preston, a disenfranchised Southern Californian, who accepts a job manning a landfill in Antarctica to finish writing his novel free from distractions. Preston soon realizes that life on the icy continent is anything but peaceful and desolate, as Dougie and Knosh guide him through his first days on the job. Written & Directed by Matt Hoyt(T... Leer todo",25,Comedia,antarctic... huh?,2015
nan,-,"[""Vengal 'Bobby' Rao Kanaparthi"", 'Chaitanya Chakravarthy', 'Naveen Kumar']","['Aparna Malladi', ""Vengal 'Bobby' Rao Kanaparthi""]","Bharat's teenage harmonies are driving him crazy. He is being bombarded with sexy images and can't seem to get a break. When he hears of a movie being played at a porn theater in the next town, he cannot stop himself. Rosy Theatre, Kanapur tells the story of Bharat's adventures and the interesting characters he meets as he tries to overcome the obstacles to see his fi... Leer todo",19,Comedia,"rosy theatre, kanapur",2015
58,6.8,Margherita Arco,Margherita Arco,"Bon Appetit is a surrealist dinner party where the guests are at once repulsed and obsessed with food and hardly touch the feast that is prepared for them. However after dinner, during a harp concert, one by one the guest disappear to find themselves in the kitchen, gorging themselves hypocritically and grotesquely with food until the door shuts itself and they are ca... Leer todo",12,Comedia,bon appetit,2015
nan,-,Adam Witten,Adam Witten,"With his lungs, the last in a line of things going bust on him, an old new Yorker who still remembers when all on NYC was crooked, leaves his apartment trying to make it through one more day. But even when the world looks like it is going to roll ya, sometimes you got one more angle to play.",7,Comedia,codger,2015
-,-,Amos Soffian,-,"Circulus, an obscure psychedelic folk band from England, ventures to a Spanish village to play their final gig together. In honor of their historical roots, the band wears renaissance era clothing while playing a mix of modern and olde timey instruments. However, their lyrics deal with elves, pixies, and magic mushrooms. To Michael, the band leader, Circulus is his li... Leer todo",10,Comedia,fortunate ones,2015
nan,-,Guille Isa,Guille Isa,"Berenice decides to spend new years eve alone at her fathers house in the country, but her sister arrives with the idea of having a big party. Berenice will try to ruin her party in a very particular way.",20,Comedia,algo huele raro en la maleta,2015
nan,-,"['Richard Levine', 'Art Riccio']",Richard Levine,A Forest Nymph searches for her mother.,5,Comedia,first dream,2015
nan,-,Leslie Tai,-,"Welcome to the world of Amway Cupertino, a recruitment and training ground for the Chinese housewives of Silicon Valley.",6,Comedia,superior life classroom,2015
nan,9.0,Anthony Sabet,Anthony Sabet,Two young persons meeting through the mist of a bus shelter's glass.,8,Comedia,tic tac stop,2015
93,-,"['Mike Mc', 'Laughlin']",Adam Zang,"Returning home from school, two boys' adolescent curiosity of the opposite sex quickly takes an unexpected turn.",9,Comedia,heels,2015
76,6.8,Fiona Dalwood,Fiona Dalwood,Five real people share their true stories of losing something precious and what it has taught them about living. Good Grief is a short stop motion animated documentary that explores the lessons we learn from dealing with grief and loss.,8,Comedia,good grief,2015
nan,7.2,Stuart Baker,"['Sam Rudolph', 'Jeff Beauvoir', 'Stuart Baker']","Blade Runner meets Blazing Saddles in a dark, sci-fi comedy about a poker night pop-culture smack down between geriatric nerds of the future.",9,Comedia,younglings,2015
nan,-,John A. Gallagher,"['John A. Gallagher', 'Mia Pinchoff', 'Samantha Scaffidi']","The sometimes comedic, sometimes heart-breaking path of two aspiring actresses struggling to make it in the dog-eat-dog world of show biz.",21,Comedia,"act, naturally",2015
nan,7.8,"['Egon von Schirach', 'Otto von Schirach', 'Jonathan David Kane']","['Egon von Schirach', 'Otto von Schirach']","Pineal Warriors is the long lost pilot episode of the cherished early 90's Cuban sci-fi television show 'Supermeng'. Set in the Bermuda Triangle, the program chronicles the adventures of the world's first Hispanic superhero and his efforts to save Miami from the evil interdimensional reptiles known as the Annunaki.",10,Comedia,pineal warriors,2015
nan,5.6,Phil Mulloy,-,-,7,Comedia,the sexlife of a chair,2016
nan,5.9,Phil Mulloy,-,-,3,Comedia,cowboys: outrage!,2016
nan,5.9,Phil Mulloy,-,-,3,Comedia,cowboys: that's nothin',2016
nan,6.1,Phil Mulloy,-,-,3,Comedia,cowboys: the conformist,2016
nan,6.7,Phil Mulloy,-,-,3,Comedia,the ten commandments number 5: thou shalt not kill,2016
nan,-,Hakusan Kimura,Yutaka Aso,-,-,Comedia,nonkina tosan yamazaki kaido,2016
nan,6.0,Renee Kennedy,Renee Kennedy,-,8,Comedia,career day,2016
nan,6.2,-,-,"A pool party, rambunctious teen fun, what harm could one little fart do? Right?",3,Comedia,pool fart,2016
nan,-,KT Kent,-,-,-,Comedia,culture club,2016
nan,5.1,Dean Fleischer Camp,"['Dean Fleischer Camp', 'Jenny Slate']",-,4,Comedia,hospital head doctor,2016
nan,-,Michael Goitanich,Michael Goitanich,-,6,Comedia,best man,2016
nan,-,Mykola Yeriomin,Mykola Yeriomin,A strange congratulation on the occasion of International Women's Day.,4,Comedia,something remotely beautiful,2016
nan,-,Quinn Wilson,Sean Cooley,"It's hard being a dad, but it rewarding being a dad. They are each others Dad, don't think about it too much.",-,Comedia,dadz,2016
nan,6.7,"['Nándor Lörincz', 'Bálint Nagy']","['Nándor Lörincz', 'Bálint Nagy']",-,13,Comedia,a szennyes,2016
96,-,Anna Yatsenko,-,-,-,Comedia,pizza,2016
nan,-,Maxime Scharwath,-,-,-,Comedia,jase bond - la mort ne meurt jamais,2016
nan,-,Joey Taurtis,Joey Taurtis,-,6,Comedia,jinglehiemer's candy factory,2016
nan,-,Anna Sof'ina,Nikolai Gostyukhin,Snowmen are coming and the village has worrier to protect them but what's his side?,-,Comedia,khodyachiye otmorozki,2016
nan,-,Valentin Smirnov,Nikolai Gostyukhin,-,-,Comedia,7 or 8,2016
nan,-,Christopher Lang,Christopher Lang,-,-,Comedia,night walkers,2016
nan,-,Jan Martien Dekker,-,-,-,Comedia,wolkenkrabber,2016
nan,-,Cameron B. Smith,Cameron B. Smith,"Chris Spike, former owner and regional manager of multiple Cici's Pizza restaurants in the Brunswick County area, is in the midst of a financially life-altering deal when he is informed that something has happened with his autistic son on life support.",35,Comedia,the chris spike story,2016
nan,-,Hilde Serena Maxwell,-,"A pub, a group of friends and a seemingly innocent practical joke. In essence, That is all it takes for Preben to find himself in a crunch as he meets Mari and invites her back to his place. His plans are - well - let's just say things may not work out quite as planned and therefore Preben discovers that he isn't quite the person he thought he was. He finally has to m... Leer todo",12,Comedia,frimerker,2016
nan,-,John Bird,John Bird,Darth Vader survives the rebel attack and finds a new home living in a London flat with a stormtrooper and working in a local office.,12,Comedia,a lost hope,2016
nan,-,Latonya Morgan,Latonya Morgan,"A woman is led to believe that she is losing her store, so she has her cashier hire someone to rob the store in order to collect the insurance, but something aren't always what they seem.",-,Comedia,panties 4 sale,2016
nan,-,Robin Pearce,-,-,14,Comedia,office improvs,2016
nan,-,Davide Fois,Valentina Cicogna,-,-,Comedia,noise for music,2016
nan,-,"['Jack Mc', 'Loughlin']","['Jack Mc', 'Loughlin']","After telling his parents he's dropping out of university, Billy goes to see his friend Eddie who has a few problems of his own.",5,Comedia,dropouts and kids,2016
nan,-,Thomas Gerard,Thomas Gerard,-,3,Comedia,je suis un salaud,2016
nan,-,Olivier Gardnair,Olivier Gardnair,"Enclosed in a basement, five people engage in a particular poker game. Whenever a player loses, he has to shoot himself in the head.",15,Comedia,pocker diabolique,2016
nan,-,Zach Glover,Zach Glover,-,-,Comedia,casual delivery,2016
89,-,Friedrich Reimer,Friedrich Reimer,A crude experimental animation depicting the unlikeliest of rescues during the holiday season.,3,Comedia,a christmas story,2016
nan,-,Gang Wang,-,Mr. Fries never expects that his perfect weekend brunch plan would be changed by a random stranger.,-,Comedia,mr. fries,2016
nan,-,"['Daniel Code', 'Nima Gholamipour', 'Cameron Mac', 'Leod']","['Daniel Code', 'Nima Gholamipour', 'Cameron Mac', 'Leod']",Recollection Cinema explores the history of shotgunning beer and talks to the man who invented this evolution in the art of drinking beer from a can.,-,Comedia,the inventor of shotgunning beer,2016
nan,-,Pieter Grobbelaar,-,-,22,Comedia,en die wiele van die bus gaan om en om,2016
nan,-,"['Barbara Nell Beery', 'Glenn Conner Johnson']",Barbara Nell Beery,Dr. Joyce Hart needs her tea. Lilly Altman needs her therapy. An elevator upends it all. A short film about facing your worst fear.,14,Comedia,tea & therapy,2016
-,-,Samantha Potochick,Samantha Potochick,-,-,Comedia,the reaper,2016
nan,-,Samantha Merkle,"['Nate Brav-Mc', 'Cabe']","""An aging, lonesome father desperately asks his son to aid in his suicide, but when his son shows little to no hesitation a gruesomely honest argument arises.""",10,Comedia,abetment,2016
nan,-,Jonathan Sohn,Robert Ahn,A dark romantic comedy about two people looking for love - and who happen to be serial killers too.,6,Comedia,a love that kills,2016
nan,-,Ben Hagarty,-,-,4,Comedia,mean guys,2016
nan,-,Denise Sganzerla,Denise Sganzerla,-,-,Comedia,errei - canal mosaico,2016
nan,-,Agustín Kazah,-,-,-,Comedia,recursos humanos,2016
90,-,"['Rebecca Deane', 'Philip Doherty']","['Kieran Faloone', 'Mike Robinson', 'Philip Doherty']",-,13,Comedia,dave,2016
nan,5.5,"['Jeff Mann', 'Mike Goedecke']",Rachel Yanovski,-,1,Comedia,fiat/zoolander 2 blue steel selfie,2016
nan,-,Peter Dolan,Peter Dolan,-,-,Comedia,religious freedom,2016
nan,-,Stanley Nsamba George,Stanley Nsamba George,-,-,Comedia,the ultimate wedding,2016
nan,-,Aris Koulaidis,"['Nick Chanakoulas', 'Aris Koulaidis']",-,-,Comedia,santa valentine,2016
nan,-,Kevin Christopher,"['Angie Albeck', 'Marianne Di', 'Mascio']",Young Sally anticipates the many changes associated with becoming a woman.,7,Comedia,becoming a woman,2016
nan,-,Alek Imanov,Tamilla Zeynalova,-,6,Comedia,cousine,2016
nan,-,"['Audrey Espinasse', 'Sami Lorentz']","['Audrey Espinasse', 'Sami Lorentz']","Richard from Épinay tells us the crazy and fabulous story of Eclair Studios. Devoured by the passion of cinema, he makes us discover with his acolytes his Hollywood-on-Seine, where Louis Jouvet or Jean Gabin are regularly invited.",7,Comedia,hollywood sur seine,2016
nan,-,James Bradford Huston,-,A cop avenges his murdered partner and avoids death by killing death.,8,Comedia,mc mullin pd,2016
nan,4.5,Marion Guerrero,Marion Guerrero,-,27,Comedia,finir ma liste,2016
-,-,Malik Baker,Malik Baker,A music producer decides to throw a listening party for his artist.,-,Comedia,the kickback,2016
62,-,-,"['Alana Gospodnetich', 'Tess Hanna', 'Jolene Kennedy']",-,-,Comedia,cat ladies,2016
nan,-,Aaron Avont Johnson,Aaron Avont Johnson,-,-,Comedia,uncle pervis goes out to eat,2016
nan,-,Aaron Avont Johnson,Aaron Avont Johnson,-,-,Comedia,uncle pervis section 8 haunted house,2016
nan,-,P. Pradeep Kumar,-,-,-,Comedia,red or blue,2016
14,-,Gbemi Oluwayimika,-,Hapless driver is trapped in a parking garage by a saucy ticket machine.,17,Comedia,just my luck,2016
nan,-,Laura Brincat,Laura Brincat,"Our story takes place over the course of a summer with an estranged mother and daughter, who discover that the mother has breast cancer. So they make a deal: the daughter will drive the mother to her treatment and sit with her everyday, and in exchange, the mother will share her medicinal marijuana.",11,Comedia,token of love,2016
-,-,"['Andrew Spach', 'Matthew Spach']",-,"Two oddball friends embark on a day-hike, followed by a mysterious extra companion. They each are faced with different insecurities when they get split up in the forest.",17,Comedia,guys like us,2016
nan,-,Peighton Tubre,Peighton Tubre,"A lot is known about Jay Alvarrez and his girlfriend Alexis Ren, but little is known about his younger brother...Timmy. Timmy is tired of living in the shadow of his older brother and wants to show the world that his life is just as exciting.",6,Comedia,jay alvarrez's younger brother timmy,2016
