puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
nan,-,Joshua Mabie,Joshua Mabie,-,4,Accion,oddjob: from america with love,2022
nan,8.9,Prasad Kadam,Kapil Mishra,An ongoing mission takes a tough turn as decorated Indian Army Major Sunil Bhatia is ambushed by Pakistani Forces. Things unfold in an unexpected fashion as his interrogation proceeds. Find out what happens next.,32,Accion,verses of war,2022
nan,-,"['Makenzie Mc', 'Clure']","['Makenzie Mc', 'Clure']","Caught up in a magic spell, Kaine (the clone of Peter Parker) is whisked away from Earth 616 into a world unknown with an enemy that hits close to home. There, he finds out that the identity of Peter Parker is known worldwide, as well as many other problems and secrets that prese... Leer todo",-,Accion,kaine: along came a spider,2022
94,-,Noah Anderson,Mason Hawkes,"Prey tackles the conflict of challenging your past and being addicted to the things that hurt the most. The tone of the movie mixes dark fantasy, thriller, action, and drama.",-,Accion,prey,2022
nan,-,Mauricio Donoso,"['Chris Barcia', 'Mauricio Donoso']",-,-,Accion,a helpless night,2022
nan,-,Dgotti Monroe,Darrell Monroe,Two friends from the Southside of Houston try to get to the top by finessing their way there.,13,Accion,finessing & stepping,2022
nan,-,Keith Collins II,Keith Collins II,-,-,Accion,fall hard,2022
nan,9.7,Abdul Stone Jackson,Kyle Zanika,Keylot Fehyom stops by the windy city for an evening of relaxation and mayhem.,-,Accion,night visit,2022
nan,-,Michiel van Ieperen,Michiel van Ieperen,-,3,Accion,hel shooter part iv: black web,2022
nan,9.5,Quinn van der Priem,"['Laura Linders', 'Laura Linders', 'Quinn van der Priem']",A young girl is given away to a crime lord in exchange for her family's life. Will she grow up to become an assassin or will she find the path to liberation?,-,Accion,magdalena,2022
nan,7.9,Sergey A.,Sergey A.,A super duper collector challenges Sharky to a duel in the woods to beat him out of a loan. Sharkey accepts this challenge.,12,Accion,sharkey 2. winter massacre,2022
nan,-,Roshan Golconda,Roshan Golconda,-,-,Accion,train me,2022
nan,-,Jace Hardwick,Jace Hardwick,-,-,Accion,untitled council vs rogues film,2022
nan,-,Tony Cole,Tony Cole,"Called to assist in an interrogation of two terrorist suspects during an already busy day, Jack Stone uncovers a new, menacing criminal organization and finds a surprising connection to his military past.",12,Accion,stone soap sober,2022
nan,-,Andrew Shields,-,-,-,Accion,pangea,2022
nan,-,Cody Frazier,Cody Frazier,"Police are sent on a chase after a doctor, Arthur Caiman, stole a prized scientific discovery, 3-Methyl-2, 4-Di Nitrobenzene. But after local authorities start disappearing mysteriously, the feds attempt to enlist the help of a world-renowned hunter, Venandi. However, he's never ... Leer todo",16,Accion,the radioactive reptile,2022
nan,-,Bryan Russell Nelson,Bryan Russell Nelson,-,-,Accion,archers,2022
nan,-,Julian Bates-Harris,Julian Bates-Harris,-,2,Accion,mistake,2022
nan,4.3,Peter Novosel,Peter Novosel,Kevin decides to turn around his mundane existence by asking out the girl of his dreams only to be forced to rob the very bank in which she works.,-,Accion,teller number four,2022
nan,-,Lukas Amores,"['Femi Aalse', 'Lukas Amores', 'Kristian Finn Dürr']",A timid boy is forced to go on a rampage at school and his violent cop father must unwittingly take him down.,-,Accion,you made me,2022
nan,-,Bryan Russell Nelson,Bryan Russell Nelson,-,-,Accion,archers,2022
-,-,Jay Ness,-,-,-,Accion,transcendent,2022
44,8.7,John Adams,"['John Adams', 'Dougie Brimson', 'Gary Lawrence']","The year is 1999. For 45 years Connie Brown has enjoyed a safe and quiet life at Stathie Manor. Hidden in the remote English countryside, Stathie Manor is no ordinary home and she is no ordinary woman. The walled and gated house had been requisitioned at the beginning of WWII wit... Leer todo",-,Accion,the gentle sex,2022
nan,-,Stephen Ford,Stephen Ford,A team of Alienware employees on a mission to deliver new tech to The Alienware Update of 2.11.2022,-,Accion,the delivery,2022
nan,-,Noam Vardi,Noam Vardi,"Dana, a nervous young woman approaches her martial arts coach and asks him for a professional fight. He rejects her and says she is not ready yet, so she goes for a run in the nights hoping to find her fight.",14,Accion,what doesn't kill,2022
nan,-,Alps Lifee,Alps Lifee,"A young woman skilled in martial arts, seeks revenge on a loan shark who killed her mother and to take back the family dojo.",14,Accion,no girls in the dojo,2022
nan,9.7,Philip May,Philip May,"Sushant who's lost almost everything recently, finds trouble when trying to do what's right. Tells his story to Barry a middle aged boxer he has met. Little does Sushant know that there may be more to his story than what he ever expected.",-,Accion,the libra,2022
nan,9.1,Joshua Mabie,Joshua Mabie,-,-,Accion,kingdom hearts: dream of another world,2022
nan,-,Nicolai Kornum,Nicolai Kornum,This short experimental film is a sugar coated fever dream of addiction and paranoia.,-,Accion,sugar drop,2022
nan,-,Matthieu Duvaux,Matthieu Duvaux,-,2,Accion,augmentation,2022
nan,-,Charles Kobi Arhin,"['Charles Kobi Arhin', 'Heizel Joshua']","Good News Meets Bad News, When you begin a journey of revenge, start by digging two graves: one for your enemy, and one for yourself , lets find out who enters first ,be smart to dig down the enemy.",-,Accion,"the 3,000 revenges",2022
nan,-,Alex Osmolovsky,Eran B.Y.Alex Osmolovsky,"A wall that separates two worlds - Israel and Palestina - collapses under the fire and shooting, while the heroes from the different sides Make Love, not.",15,Accion,make love,2022
nan,-,"['Anton Miguel Del Rosario', 'Nick Mc', 'Quik']","['Nick Mc', 'Quik']",New York City policeman John McClane (Bruce Willis) is visiting his estranged wife (Bonnie Bedelia) and two daughters on Christmas Eve. He joins her at a holiday party in the headquarters of the Japanese-owned business she works for. But the festivities are interrupted by a group... Leer todo,1,Accion,danger hard,2022
nan,-,Deepak Pandey,Deepak Pandey,"A group of terrorists from an International country sneak in Mumbai via sea route. Their main aim was to target, the iconic and historic places of Mumbai like the Taj Mahal hotel and nearby surrounding landmarks like CST station, Cama Hospital etc. The horrifying events that foll... Leer todo",-,Accion,sadrakshnay,2022
nan,-,Mario Tucker,Mario Tucker,"Peter Parker, is struggling to balance the two worlds he lives in. Minecraft animation fan film.",29,Accion,spider-man: departure,2022
nan,-,Wolfanger Ribeiro,Wolfanger Ribeiro,"Jack Razor in confrontation with his biggest rival The Evil Xing Fong, Came prepared with a new unique technique to end this battle forever.",1,Accion,the deadly art of,2022
nan,-,Sierra Mackelprang,Aaron Farnsworth,Tom and Ann are hunted by a corrupt company in a dystopian world after escaping a morally ambiguous facility.,10,Accion,analogue,2022
nan,-,Andrew Cooper Jones,Andrew Cooper Jones,-,2,Accion,rabbit run,2022
nan,-,Ben Segal,"['Edward Moravcsik', 'Ben Segal']","An American hit-man, a French aristocrat and an Israeli con-artist violently intersect in the heart of a magical city.",25,Accion,an american rendez-vous in tel aviv,2022
nan,-,Manolo Cortes,Adonye Tolofari,"No matter what you do - please, recycle.",2,Accion,please recycle,2022
nan,-,Pascal Schelhaas,"['Romme Kamps', 'Julian Kleine', 'Pascal Schelhaas']",-,-,Accion,the black shadow,2022
nan,-,David Jose Ferreira,David Jose Ferreira,"During a routine surveillance mission, a despotic fighter-pilot suddenly comes under enemy fire. As he executes evasive maneuvers, fueled by adrenaline, a foreign reality begins to crystallize in his mind as he's faced with haunted memories of frail humanity.",18,Accion,evade,2022
nan,-,Robbie Weber,Robbie Weber,"Reluctant to babysit, Mitch Sandler's childish lie backfires when his cousins are sucked into a toilet portal. To avoid punishment, Mitch must rescue them from the lurking creatures of another dimension.",23,Accion,help! my toilet is a portal to another dimension,2022
nan,5.4,"['Lexie Findarle Trivundza', 'Nick Trivundza']","['Lexie Findarle Trivundza', 'Nick Trivundza']","Hunting for blackholes is a dangerous business. Adventurers, Explorers and anyone trying to find their fortune, will kill, and face danger in BackSpace to find one. Hunter and Mono track down a lost pod that may lead to a blackhole.",7,Accion,backspace,2022
nan,-,Marina Bruno,Marina Bruno,-,-,Accion,metaverse: live gameplay,2022
nan,-,Haresh Khanderiya,Haresh Khanderiya,-,-,Accion,sound system's,2022
nan,-,Richard Junior Victor,Victor Richard Junior,-,-,Accion,victor richard junior,2022
nan,-,Benjamin Giraud,"['Noé Chatain', 'Benjamin Giraud']",-,-,Accion,contre braque,2022
nan,6.8,Ryuta Tasaki,Toshiki Inoue,-,30,Accion,avataro sentai donbrothers the movie: new first love hero,2022
nan,-,"['Vanessa Gelacio', 'Damian Forbes']","['Vanessa Gelacio', 'Rory Valdez']","Just another dreary, uninteresting, tiresome, ordinary day in the life of a Millennial Californian Pizza delivery guy (Rory), until he finds himself confronting the depraved actions of privileged Gen zers (Hector, George and Daniel) to save an innocent girl (Mari).",-,Accion,beggar's canyon,2022
nan,-,Thomas Scherer,Thomas Scherer,"Five strangers find themselves disoriented in an unfamiliar forest area. They are players in a bizarre game that drives them to the brink of despair. They quickly realize the danger that lies ahead. They try to orient themselves and work together Before they can do anything, a my... Leer todo",11,Accion,citizen battle,2022
nan,-,Raki Ralko,Garry Thomas Lawrence,-,-,Accion,flirting at gunpoint,2022
nan,-,Andy Brewster,Andy Brewster,A seasoned mercenary escapes with the child that holds his people's future when a mythical warrior gets in the way.,5,Accion,for the taking,2022
nan,-,Fabricio Camargo,Fabricio Camargo,-,-,Accion,pizzangre,2022
nan,-,Einar Bjarnason,Einar Bjarnason,"The spy Freddi Jóns is sent on a mission to steal information about Doctor Skull's evil plan, but will he succeed?",-,Accion,the spy who never sleeps,2022
nan,-,Massene Yacine Sene,-,-,-,Accion,la cité des rêves,2022
nan,-,Tony Roman,Tony Roman,"Cameron, an Instagram star, is followed home after a work party and car jacked by a group of semi-professional robbers.",-,Accion,follow-home,2022
nan,-,Jay Pickens,Jay Pickens,-,7,Accion,the end of the gun,2022
nan,-,Rodrig Andrisan,Rodrig Andrisan,"These are the new adventures of the very very secret agent Cochon, this time very surreal and also very lethal. After arresting himself and spending 10 minutes in prison, Cochon follows again in the footsteps of the fat, huge-ass spy woman. He will face a very cunning arms dealer... Leer todo",39,Accion,orgasms are forever,2022
nan,-,Owen Elkins,-,-,3,Accion,the file,2022
nan,-,Amrik Pabla,Amrik Pabla,-,-,Accion,assassinators: vendetta,2022
nan,-,vijay,Vijay,-,-,Accion,gangster,2022
nan,8.1,Shadwal,"['Raj R Gupta', 'Shadwal']","Bhaskar, a Mumbai Police constable, joined force with one dream that he will get to shoot criminals. Life passed by and he never got any chance. Finally, two months before retiring he gathers courage to fulfill his wish of firing a bullet.",30,Accion,bhaskar bechain,2022
nan,-,"['Joshua Ortiz', 'Murry Haithcock']",Joshua Ortiz,"Goldfinch Man and Rosette have welcomed a new member to the team and his name is Dynamic Laser. He used to be the super villain called Death Laser from episode 3, but now he is reformed. Everyday, this trio fights to protect the city from injustice, but soon, they'll have to prot... Leer todo",14,Accion,super murv 6: a most epic return,2022
47,-,Dashiell Jones,Dashiell Jones,-,2,Accion,hollywood ending,2022
nan,-,Isa Wnek,Isa Wnek,-,-,Accion,there can only be one...,2022
63,-,Isa Wnek,Isa Wnek,-,-,Accion,the protege,2022
nan,-,Alexander Modée,Alexander Modée,"War has started and now the people of Skyrim is in fear, but there are some criminals and gangs that takes advantage of that by murders and corruption, and the only one who can stop them is the Batman.",-,Accion,the dark knight of skyrim,2022
nan,-,Danny Pakulski,Danny Pakulski,"Dive into the mind of Alexander Conroy, a bare-knuckle boxer in the 1880's. Approached by a young fighter, Charlie, who idolizes him, he takes Charlie under his wing into the dangerous testosterone-fueled world of bare-knuckle boxing.",-,Accion,alexander the brain,2022
nan,-,Benjamin Colussi,Benjamin Colussi,-,-,Accion,sifu the revenge,2022
nan,-,Erik Beacham,Erik Beacham,"4 Friends work together, play together, and are trying to kill each other.",25,Accion,trust deux,2022
nan,-,David Rodriguez,David Rodriguez,-,-,Accion,the silent song,2022
nan,-,Wolfanger Ribeiro,Wolfanger Ribeiro,"Gustav finds a bag and a gun on a dead man; he steals it and gets confronted by a man who says the bag is his, but Gustav ain't giving it back.",3,Accion,on the street of silence,2022
48,-,Craig J. Simons,Craig J. Simons,DOGHOUSE is an Action Boxing Drama about estranged adopted brothers JORDAN and LUKE. A few years have past since a tragic boxing accident involving there oldest brother Shawn drove them apart. Jordan goes back to his old Boxing Gym to confront Luke who is involved with some dange... Leer todo,22,Accion,doghouse,2022
nan,-,-,-,"Two years after the deaths of Peter's parents occurred on a fatal plane crash, Peter realises he has nothing left and gives up his role as the hero, until he realises the secrets behind his life and that there is so much more than told.",21,Accion,spider-man: adolescence (fan-film),2022
nan,-,-,-,"Two years after the deaths of Peter's parents occurred on a fatal plane crash, Peter realises he has nothing left and gives up his role as the hero, until he realises the secrets behind his life and that there is so much more than told.",21,Accion,spider-man: adolescence (fan-film),2022
nan,-,Christophe Guyoton,Christophe Guyoton,"A couple of homeless people get attacked by a trio of thugs, but a lone boxer comes to the rescue.",7,Accion,la symphonie du ronin,2022
nan,-,Marcus Arrington,Ben Warren,-,-,Accion,tyrone headshot,2022
nan,-,Urban Skargren,Urban Skargren,"In the near future, nobody is allowed to move freely, work, or make purchases without a mysterious certificate. Daniel refuses to sacrifice his freedom and thus becomes the primary enemy of the state.",19,Accion,the citizen has been blocked,2022
nan,-,Angela Blake,Angela Blake,A famous Cliqtuber decides to spend the night in an abandoned asylum but it's a top-secret government facility being used to 'normalise' people and they have a plan for him.,-,Accion,the society experiment,2022
nan,-,Monica Alsobrook,Monica Alsobrook,"Rayne, a teenage spy in training, is faced with the impossible task of rescuing her brother and sister from kidnappers while her parents are away on a mission.",-,Accion,the breakout,2022
nan,-,"['Mc', 'Gregory Frederique']","['Mc', 'Gregory Frederique']","Sarah is the girlfriend of a con artist. with her high-pressure life of living on free money, she turns to desperate measures as things start to fall apart. When she learns he's been unfaithful, she turns to the police to cut a deal.",-,Accion,the deal,2022
nan,-,Will Garber,Will Garber,"Extremely rare crystallized ice chunks can be found up north. If they are found and obtained, they can be sold for millions. However, there are many who seek these ice chunks and would do whatever it takes to take get their hands on them.",5,Accion,ice hunters,2022
nan,-,Samuel Moser,"['Samuel Moser', 'Anna Pfeiffer']",-,14,Accion,daniel bonndt - suffering,2022
nan,-,Pawel Sadowski,Pawel Sadowski,"Former intelligence officer lives an ordinary and happy life with his girlfriend, who is unaware of his past. Two days before his planned proposal, he finds out that he will be assassinated.",-,Accion,incognito,2022
nan,-,Vinay Umapathy,"['Billy Pezzollo', 'Vinay Umapathy']","A young man races against time to finish a mission given to him that may or may not change his life. On his journey through a fabled city, he is forced to meet outlandish characters and is challenged with absolute madness every step of the way.",-,Accion,jesus saves,2022
nan,-,Jalen Jones-Haines,"['Robert Malcolm Cumming', 'Jalen Jones-Haines', 'Dave Kumar']",-,19,Accion,one night for paradise,2022
nan,-,Selene Montijo,-,-,-,Accion,resentment,2022
nan,-,J. Houston Yang,"['Alex Henes', 'Ryan Hunter']","Two agents, behind the wheel of an off-roading Jaguar, chase down a runaway delivery drone across the desert on a top secret mission.",7,Accion,loss prevention,2022
nan,-,Jeff Perreca,Jeff Perreca,"When divorce won't do for a miserable married couple, they each hire contract killers to take the other out, but their plans go horribly awry when the killers show up on the same night.",9,Accion,a smaller big bang,2022
nan,-,Cameron Clark,Cameron Clark,"Inspector Dante has been trailing a criminal for the last 15 years of his life - a man by the name of Marc Forrest, a deadly conspiracy theorist turned terrorist. Will Inspector Roy Dante use the law at his disposal or will he give in and end this cat and mouse game?",-,Accion,into the light,2022
nan,-,Rupesh Savani,"['James M Mc', 'Cann']",-,-,Accion,36,2022
55,-,Aidan Bae,Aidan Bae,-,-,Accion,dead or alive,2022
nan,-,Jianhao Andy An,Jianhao Andy An,"At the beginning of Covid-19, a Chinese father and son struggle to reach a common ground when they face discrimination.",9,Accion,it's better to save trouble,2022
nan,-,"['Lee Bateman', 'Quinanthony Bateman']",Lee Bateman,"After a desperate detective get Helen's false testimony to change the outcome of an infamous trial, she finds herself in danger, caught between the cross-hairs of justice and immorality. Will her wicked act serve as a warning or death?",-,Accion,palace of helen,2022
nan,-,Spencer Beehler,Spencer Beehler,"On a scorched Earth, the surviving Justice League members unite for a final attempt to stop Darkseid and Doomsday from conquering Earth, and the Universe.",-,Accion,justice league: apokolips,2022
nan,-,Pat Q. Doyle,"['Nick Adigu Burke', 'Pat Q. Doyle']","JOURNEYMAN Movie Series, a Short developing into Feature Films. Based on a triumphant story of a Kickboxer's struggle with his life, and the elusive championships that he has struggled to obtain with years of pain and agony.",-,Accion,journeyman movie,2022
nan,-,Drew Brinkman,Drew Brinkman,-,-,Accion,swordpoint,2022
nan,-,Arseny Oleynik,Arseny Oleynik,A young girl communicates with an imaginary friend and meets a young charming drug addict. A Turkish businessman-philosopher records his thoughts on an old cassette recorder in a car. Their paths collide.,20,Accion,triple poerty,2022
nan,-,Marcus Knight,Marcus Knight,Two combatants will clash in order to progress to the next round of this mysterious tournament.,4,Accion,duel of autumn,2022
nan,-,Karan Lines,Karan Lines,"In the remote outskirts of the New Mexico mountains, a seasoned bandit positions himself for his daily exploits, anticipating the routine prey that crosses his path. Unbeknownst to him, his latest target carries a payload of surprises, unraveling a series of unexpected events tha... Leer todo",-,Accion,xerocoles,2022
nan,-,Kendall Morgan,Kendall Morgan,"In the midst of the apocalypse, fragments of technology from the past reign supreme. When survivors Luke and Ralph discover an old revolver, they draw the eyes of greater enemies who would wish to maintain the pecking order of the world.",-,Accion,a bag of bullets,2022
nan,-,Jorge Alvarez,Ray Marcuss,Don't mess with a man's Bee Gees album,5,Accion,stayin' alive,2022
nan,-,Randy Bernales,Ryan Bernales,-,-,Accion,10-32,2022
25,-,Jean-Charles Rousseau,Jean-Charles Rousseau,Two agents try to ambush a highly-trained security team.,-,Accion,ambush,2022
nan,-,Eduardo Saenz Santiago,Mikel Alzola,-,-,Accion,candyfight,2022
nan,-,Adrian Lopez Valle,"['Adrian Lopez Valle', 'Shigeru Miyamoto']","On his way to deliver a special letter to someone, Super Mario encounters a new enemy trying to stop him from sending it. He only has until the next day to send it and he must not let Mickey Mouse interfere with his mission.",20,Accion,the smash ultimatum,2022
nan,-,Courtney Paige,"['Sean Crayne', 'Brian Horgan', 'Yash Raaj Singh']",A special forces soldier wakes up under strange circumstances and has to fight a battle between life and death as he tries to hold on to things that are most precious to him.,-,Accion,prisoners of war - subject zero,2022
nan,-,Keont'e Collins,Keont'e Collins,Initiation V teams up with Mikey G to kill the supernatural creatures in order to retrieve the data.,4,Accion,abridged,2022
nan,-,Cameron S. Mitchell,"['Justine S. Harrison', 'Cameron S. Mitchell']",-,-,Accion,growth,2022
nan,9.9,Bhushan Kumar Anand,Anand Kumar Bhushan,The purpose of making our short film is to make people aware of the crimes that take place in the society so that they can avoid these crimes. This is what we want people to be aware of.,-,Accion,bhau,2022
nan,8.5,"['Fr00tjuicee', 'Girbykirby']","['Kenet Erazo', 'Fr00tjuicee']",Mickey Mouse seeks revenge for the death of a loved one.,43,Accion,mickey mouse the assassin: the beginning,2022
nan,-,Hunter King,Hunter King,-,-,Accion,hightail,2022
nan,-,"['Laura Abad', 'Cesar Garrido']","['Covadonga Arias', 'Javier Perera', 'Juan Diego Pérez']",-,-,Accion,trapos sucios,2022
nan,-,Xavier Banks,Xavier Banks,Two robbers rob a bank while the Sheriff and the Deputy try to stop them.,-,Accion,distress in dodge city,2022
nan,-,Daniel Fuenmayor Ledesma,Francisco Ortiz Lemus,"The ambition, envy and jealousy of Ian Fastlicht Nava will manage to take away the innocence and ruin the life of Francisco Universe, harassing him psychologically and brainwashing Tomás Moya anyway.",42,Accion,the innocence of francisco universe,2022
nan,-,Jonathan Carlander,-,"A video pirate faces a new competitor, who he sets out to destroy.",6,Accion,the video pirate,2022
nan,-,Patrick Ken Kalala,Moyindo Mpongo,-,-,Accion,haute trahison,2022
nan,-,Sawyer Ique,Sawyer Ique,"A superhero named Power-Man tries to stop a heist that targets a store and the goal focuses on taking as many products and cash in a quick amount of time, planned by a robber. Which all it means for Power-Man, high reward and high trust, from all the citizens and heroes.",4,Accion,power-man: the high flyer,2022
nan,-,"['Justin Mc', 'Millan']",-,"James Squire lived an extraordinary life, possessing a chancer's spirit that carried him from the bowels of a convict ship to the splendour of his own brewery - Australia's first.",2,Accion,james squire: ordinary be damned,2022
nan,-,Navtoj Singh Sidhu,Navtoj Singh Sidhu,-,-,Accion,navtoj sidhu,2022
nan,-,Palmer Wells,Palmer Wells,A lone protagonist must exit a thug-ridden building with evidence that would put an evil force away for good.,7,Accion,locked up by morning,2022
nan,-,Victor Yuan,Mary Sola Spohn,-,-,Accion,god's purpose,2022
nan,-,Einar Bjarnason,Einar Bjarnason,When Lára Wakes up and is ready to enjoy her day she is surprised by a man from the future who tries to safe her from a an assassin from the future.,6,Accion,eradicator,2022
nan,-,Oliver Jackson,Nathan Hodgetts,A group of heroes band together to save the world from a full flung alien invasion.,20,Accion,the dharvengers,2022
nan,-,Greg Berger,"['Greg Berger', 'Jerry Frank']","Bismarck, ND 1979. Organized crime is run by BJ Swift and his gang. Unfortunately Detectives Ron Superior and Charlie Monday are on the case.",23,Accion,lost due to incompetence (student film),2022
nan,8.4,Sergey A.Oleg Zolotnitskiy,Sergey A.Oleg Zolotnitskiy,"A hedgehog shark breaks into a Smurfs fan's room, wanting a lot of blood.",7,Accion,attack of the blue shark hedgehog,2022
nan,-,Kevin Nail,Kevin Nail,"Following an accident, a young woman with a fear of attention and a lack of self confidence becomes an expert in fighting. And when her best friend is kidnapped, she must embrace her new skills in order to track down his captor and find out the truth behind a massive crime empire... Leer todo",14,Accion,legend mary,2022
29,-,Thomas Barnes,Prather Barnes,-,23,Accion,retribution,2022
93,-,Cullen Ryan,"['Coleton Mc', 'Cants', 'Cullen Ryan']",A Spec Op is sent on a mission to rescue a prophet before their revelation occurs.,6,Accion,prophet,2022
nan,-,Maia Kimadze,-,Mafia - Boss love story Fight Run.,-,Accion,love and danger,2022
100,8.6,Jerrin Chandan,Jerrin Chandan,"A religious nun who desires to help becomes her identity, what happens to her when she cannot help? It dwells in the psychology of helping while very close following the story of Raju - a street boy.",30,Accion,help,2022
nan,-,Nicholas Silvaggio,Nicholas Silvaggio,"In the near future, a mysterious creature, who goes by the name Outré, causes chaos towards civilians. Their only hope is an Archer who has been hunting Outré forever. Will the Archer succeed or will Outré continue to cause havoc.",-,Accion,outré a peculiar thing,2022
19,-,Joseph Herrera,Joseph Herrera,-,-,Accion,desperate measures,2022
nan,-,Yoni Azulay,Alex Gehrlein,Duncan struggles to follow his instincts after his best friend is shot by a mysterious sniper in the New Mexico desert.,21,Accion,idle speed,2022
93,-,Cullen Ryan,"['Coleton Mc', 'Cants', 'Cullen Ryan']",A Spec Op is sent on a mission to rescue a prophet before their revelation occurs.,6,Accion,prophet,2022
nan,-,Felix Odendahl,"['Ean Lazaro', 'Felix Odendahl']","Guy Cool, now retired, is summoned back to his life of heroism for one last battle.",7,Accion,guy cool 4: the final fork,2022
nan,9.4,Bhushan Kumar Anand,Anand Kumar Bhushan,The purpose of making our short film is to make people aware of the crimes that take place in the society so that they can avoid these crimes. This is what we want people to be aware of Crime .,20,Accion,bhau - the journey of life,2022
nan,-,Carlye Tamaren,Carlye Tamaren,-,-,Accion,the devil's daughters,2022
nan,-,Cary Patrick Martin,Cary Patrick Martin,"Wreaking havoc on the city, a gang of thieves make their score all too easily, until they're taught a hard lesson they'll never forget.",5,Accion,retribution's child,2022
nan,7.2,Ryan Connolly,Ryan Connolly,"In a futuristic fallen world, two men hunt to survive.",3,Accion,sentry,2022
71,7.1,Jason Sheedy,"['Jason Sheedy', 'Matthew Patrick Noonan']","After mysteriously awakening in a barren alien landscape, a self-serving prisoner must conquer a series of grueling trials in order to reunite with his lost love.",10,Accion,checkpoint,2022
nan,-,Camille Alyssa,Alice Wallis,"Having moved away from home to attend medical school, Rebecca's plans to start a new life are interrupted when she becomes aware that her younger sister is battling with an eating disorder. Rebecca returns home and struggles along with the rest of the family to try and beat the d... Leer todo",15,Accion,disordered,2022
nan,6.8,Jack Vickers,Jack Vickers,"Releasing one year after the first, Th3 Last AuTiSMo is the finale to the Jacob Trilogy.",12,Accion,jacob: th3 last autismo,2022
-,-,Ashley Jade Harris,Katrina Taylor,"A hit man spends his day off grocery shopping, but discovers he's a bit too on edge to ever truly be 'off duty.' Instead, his off-time gets a bit messy when he can't help but bring his suspicious , antsy, and wary nature into the day-to-day.",-,Accion,the chase,2022
nan,-,Teresa Navarro,Teresa Navarro,"Can a small band of renegade intelligence agents prevent and, when that fails, limit an all-out global nuclear holocaust involving Russia, China, and the United States?",-,Accion,conversant,2022
nan,-,"['Stéphane Colle', 'Bastien Leblanc']",Bastien Leblanc,-,3,Accion,le dernier des australopitheques,2022
nan,-,Dennis Edwards,Dennis Edwards,"A hitman named mike gets a mission to retrieve a box of drugs but the mission goes wrong and other hitmen are sent to kill Mike, then reality begins to devolve into a nightmarish hell and he must find out why.",40,Accion,the mission gone south,2022
nan,-,Stefan Ruiz,Rachid Sabitri,"A bereaved mother takes arms against the government's biased vaccine policy. But to succeed, she must overcome the battle within.",-,Accion,parousia,2022
nan,-,Michael Yadvish,"['Natalie La Spisa', 'Michael Yadvish']",-,-,Accion,the last cookie,2022
nan,-,-,-,-,-,Accion,furtivo,2022
nan,-,Jonathan Jennings,Jonathan Jennings,"An 18-year-old, Jonathan, is learning how to deal with pent-up anger. The anger is so strong that it forms into a psychophysical being called Vex who shows up every time Jonathan gets angry. Jonathan eventually learns how to face his anger and comes to a very odd realization abou... Leer todo",17,Accion,the vex,2022
58,-,Rajab Mahmood,Rajab Mahmood,-,-,Accion,jadoo,2022
nan,-,Michael Hofmann,Michael Hofmann,Estuas explores a parallel world of artificial intelligence and generative transmissions of life from estuarine ecosystems as a metaphor for synthesis. Live satellite signals are recomposed from space broadcasts to structure a soundscape eclipsed by silence. The satellite remappi... Leer todo,-,Accion,estuas,2022
nan,-,Martigan,"['Wes Imlay', 'Martigan']",-,-,Accion,the aries incident,2022
nan,-,Christopher Vaughan,"['R. Bradley Morris', 'Natali Jones']","Years later, Jane is finally able to seek revenge on her parents murder.",-,Accion,the ballad of jane,2022
nan,-,Carl Rhonin,Carl Rhonin,-,5,Accion,"a can of beans, glowstick",2022
nan,-,Paul Sprangers,"['Lou Bernal', 'Chelsea Javier']","It's New Year's Eve, 1987, and a quantum research scientist has finally gotten her secret portal mechanism to work...with a few rad quirks.",-,Accion,the rad scientist,2022
20,-,Bailey Smith-Ogg,Mark Simmons,-,15,Accion,the hit,2022
nan,-,"['Koura Linda', 'Spaceship']","['Koura Linda', 'Spaceship']","A captured wisecracking secret operative fights for the strength to live after a failed op ends in disaster, with only one way out.",-,Accion,gone gray,2022
nan,-,Jason Ho,"['Jason Ho', 'Kyleen Likas']",-,-,Accion,the dusty dame,2022
nan,6.8,Ryuta Tasaki,Toshiki Inoue,-,30,Accion,avataro sentai donbrothers: the movie,2022
nan,-,Rudy Hernandez Jr.,Rudy Hernandez Jr.,MichaelAppleHead's First Roblox Film,10,Accion,open the dragon: a roblox movie,2022
nan,-,"['Jing Wong', 'Aman Chang']",Jing Wong,-,18,Accion,ke zhan,2022
nan,-,Sam Gale,Sam Gale,A British spy has a mission to obtain a powerful object before it's too late.,3,Accion,the protagonist,2022
nan,-,Jukka Vidgren,"['Petteri Tikkanen', 'Jukka Vidgren']",Story of a young boy who summons his inner superhero Black Peider to help him win over his father and grandfather.,11,Accion,black peider,2022
nan,-,Brandon Richard Hobson,Brandon Richard Hobson,"When Charlie, a small town chef, is mistaken for someone else, he must become the ultimate action hero and fight for survival.",31,Accion,culinary tension,2022
nan,-,Jon Enge,Jon Enge,-,11,Accion,kit's revenge,2022
nan,-,Preston Pimentel,Preston Pimentel,Two best friends have a not-so traditional tradition. Whenever they see each other the first thing they do is punch the other in the face.,-,Accion,tradition,2022
nan,-,Kaan Karaman,Ali Kilicci,The two aliens who met on the Ferris wheel fell in love at first sight. The Toretto brothers try to prevent this love as they see it as dangerous.,-,Accion,aliens in love,2022
