actor,año_nacimiento,que_hace,conocido_por,lista premios
Axel Schulz,1968.0,['Reparto'],"['Pastewka (2005)', 'Auf Herz und Nieren (2001)', 'Frisch gepresst (2012)']",[]
Lisa Marie Murphy,,"['Reparto', 'Guion']",[],
Ash McNair,,"['Reparto', 'Producción', 'Dirección']","['Class (2021)', 'The Book of Light (2024)', 'Youthful Daze (2012)']","['WorldFest Houston', 'SoHo International Film Festival', 'Shockfest Film Festival, US', 'FilmQuest', 'Chain NYC Film Festival', 'South Dakota Film Festival', 'Philadelphia Unnamed Film Festival', 'Deep Focus Film Festival']"
Frank Carlopio,1973.0,"['Reparto', 'Producción', 'Guion']",['Persecución extrema (2006)'],
Mei-Xing,,['Reparto'],[],
Dirk Zeelenberg,1969.0,"['Reparto', 'Producción']","['Divorce (2012)', 'El libro negro (2006)']",[]
Park Joo-hee,,['Reparto'],[],
Sam Batt,,['Reparto'],[],[]
Damian de Montemas,,"['Reparto', 'Equipos adicionales']",[],['Australian Film Institute']
Krisztina Urbanovits,1970.0,['Reparto'],"['Nyitva (2018)', 'Seveled (2019)']",
Jack Dee,1961.0,"['Reparto', 'Guion', 'Producción']","['Lead Balloon (2006)', 'Bad Move (2017)', 'The Grimleys (1997)']",[]
William Salyers,1964.0,"['Reparto', 'Sonido', 'Equipos adicionales']",['Historias corrientes (2010)'],['Behind the Voice Actors Awards']
Bayoumi Fouad,1965.0,['Reparto'],"['El Harb El Alameya El Talta (2014)', 'Hamlet Pheroun (2019)', 'Badal Faqed (2009)']",[]
Marianna Burelli,,"['Reparto', 'Dirección']",[],[]
Patricia Forte,,['Reparto'],[],
Germán Burgos,1969.0,"['Reparto', 'Banda sonora']",['Videomatch (1990)'],[]
Claudia Glaser,,['Dirección de la segunda unidad o asistencia a dirección'],[],
Chloe Burdyck,,"['Reparto', 'Especialistas']",[],
Edy Cullen,,['Reparto'],['Searching for Venice (2015)'],
Eva Habermann,1976.0,"['Reparto', 'Producción', 'Guion']","['Lexx (1996)', 'Die wahre Schönheit (2021)', 'Under ConTROLL (2019)']",[]
Joseph Heck,,"['Cámara y electricidad', 'Sonido', 'Equipos adicionales']",[],
Hua Minh Dat,,['Reparto'],[],
Ant Griffith,,['Reparto'],[],
Tony Denham,,['Reparto'],[],
Elizabeth Seton,,['Reparto'],[],
Aaron Drill,,['Reparto'],[],
Ratidzo Mambo,,"['Reparto', 'Producción', 'Guion']",[],[]
Karthik Ramakrishnan,,['Reparto'],[],
Cláudio Amado,,['Reparto'],[],
Kirrilee Berger,1999.0,['Reparto'],['One Dollar (2018)'],[]
Dagmar Havlová,1953.0,"['Reparto', 'Banda sonora']","['Hríchy pro diváky detektivek (1995)', 'Vlastníci (2019)', 'Odcházení (2011)']",['Art Film Festival']
Erin Wasson,1982.0,['Reparto'],"['Somewhere (2010)', 'Beautiful People (2005)']",[]
Erica Gardner,,['Reparto'],"['Chit (2022)', 'Green on Green (2018)']",
Bence Jávor,1981.0,['Reparto'],"['Moszkva tér (2001)', 'Ébrenjárók (2002)', 'Ismeretlen ismerös (1989)']",
Serjão Loroza,,"['Reparto', 'Composición', 'Banda sonora']","['Carandiru (2003)', 'Xuxa em Sonho de Menina (2007)']",['Cartagena Film Festival']
Emma Maddock,,"['Reparto', 'Producción', 'Guion']","['Spring (2021)', 'Chicken Girls (2017)']",
Amelia Campbell,1965.0,['Reparto'],['Hojas de hierba (2009)'],[]
Michelle Brass,,"['Reparto', 'Decoración']",[],
Greg Travis,1958.0,"['Reparto', 'Guion', 'Producción']","['Showgirls (1995)', 'Watchmen (2009)']",[]
Yvonne Senat Jones,2015.0,"['Reparto', 'Producción', 'Guion']","['La madre (2023)', 'Basado en una historia real (2023)', 'Ruthless (2020)']",[]
Sacha M. Romalo,,['Reparto'],[],['Alternative Film Festival']
Nikea Gamby-Turner,1974.0,"['Reparto', 'Guion', 'Equipos adicionales']","['Colegio Abbott (2021)', 'Insecure (2016)']",['Top Shorts Film Festival']
Marlon Grace,,"['Reparto', 'Composición', 'Dirección de la segunda unidad o asistencia a dirección']",[],
Bourke Floyd,1976.0,"['Reparto', 'Producción', 'Especialistas']",['The Locksmith (2023)'],['Hollywood Blood Horror Festival']
Silas Cornelius Van,,"['Reparto', 'Especialistas']",[],
Daniel Ryves,,['Reparto'],[],
Danilo Giannini,,['Dirección'],[],
Zeus Younger,,"['Reparto', 'Localización', 'Sonido']",[],[]
Jesrael Alford,,['Reparto'],[],
Kalairani,1957.0,['Reparto'],"['Ayan (2009)', 'Ambuli (2012)', 'Pudhiya Geethai (2003)']",
Cankurt Perek,,"['Reparto', 'Sonido', 'Guion']",[],
Lamont Grindstein Moxley,,['Reparto'],[],
Ralf Moeller,1959.0,"['Reparto', 'Producción']",['Soldado universal (1992)'],[]
Victor Bonavida,,['Reparto'],[],
Robert Strange,,"['Reparto', 'Efectos especiales']","['Doctor Who (2005)', 'The Flatshare (2022)']",
Emily Bryner,,"['Reparto', 'Dirección de fotografía y cámara']",[],
Don Battee,,"['Reparto', 'Producción', 'Guion']",['Matrix Reloaded (2003)'],[]
Daniel Grave,,"['Reparto', 'Edición', 'Guion']",['UnIdentical (2021)'],['One-Reeler Short Film Competition']
Russell Posner,,['Reparto'],[],
Deborah O'Brien,,['Reparto'],[],
Jaisaac,,['Reparto'],"['Templar Nation (2013)', 'Hillbilly Highway (2012)']",
Julian Mæhlen,,['Reparto'],[],
Linda Lisztes,,"['Dirección de la segunda unidad o asistencia a dirección', 'Reparto', 'Equipos adicionales']",[],
Lucy Lewendon,,['Reparto'],[],
Ava Kolker,2006.0,"['Reparto', 'Producción']","['Scary Movie 5 (2013)', 'Riley y el mundo (2014)']",['Young Entertainer Awards']
Jaime Anderson,,['Reparto'],[],
Ashley Walters,1982.0,"['Reparto', 'Producción', 'Guion']","['Speed Racer (2008)', 'Top Boy (2011)', 'Bulletproof (2018)']",['British Independent Film Awards']
Kaushik Das,,"['Reparto', 'Producción', 'Guion']",[],"['Top Shorts Film Festival', 'Melbourne Indie Film Festival', 'Actors Awards, Los Angeles']"
Jim Bruce,,"['Producción', 'Dirección', 'Edición']",[],
Deborah Geffner,1983.0,"['Reparto', 'Dirección', 'Guion']","['Empieza el espectáculo (1979)', 'Guitar Lessons (2009)']",['Golden State Film Festival']
Sido,,"['Reparto', 'Banda sonora']",[],
Olivia Caffery,,['Reparto'],[],
Lisa Emery,1952.0,"['Reparto', 'Banda sonora']","['Proceso de admisión (2013)', 'Infiel (2002)', 'Lobo (1994)']",[]
Jonis Josef,,"['Reparto', 'Guion', 'Producción']",[],
Bathsheba Nichole Adams,,['Reparto'],[],
Tyler Brady,,['Dirección de producción'],[],
William DeCoff,,"['Reparto', 'Especialistas', 'Producción']",['Stronger (2017)'],[]
Mercedes Lloret,,['Reparto'],[],
Amber Jaeger,2007.0,['Reparto'],"['Take Me Home (2011)', 'Viviendo un engaño (2011)', 'After We Leave (2019)']",[]
Murt Brennan,1982.0,['Reparto'],"['Vultures (2007)', 'Swerve (2015)']",
Neil Barton,,"['Reparto', 'Especialistas', 'Equipos adicionales']",['My Big Fat Independent Movie (2005)'],
Wolf Bradley,,['Reparto'],[],
Andrew Dennison,,['Reparto'],[],
Marek Taclík,1973.0,"['Reparto', 'Banda sonora']","['Ztraceni v Mnichove (2015)', 'Ulice (2005)', 'Ctvrtá hvezda (2014)']",[]
Ben Falcone,1973.0,"['Reparto', 'Producción', 'Guion']","['Tammy (2014)', 'Patrulla Trueno (2021)', 'Sobran las palabras (2013)']","['GLAAD Media Awards', 'Palm Springs International Film Festival']"
Sneha Chavan,2018.0,['Reparto'],[],
Sandra Cardoso,,['Reparto'],"['City of Homes (2015)', 'The Making of a Superhero Musical (2015)']",
Petrea Burchard,1955.0,"['Reparto', 'Equipos adicionales']","['La muerte os sienta tan bien (1992)', 'Fracture (2007)']",[]
Mihály Pálfi,,['Reparto'],[],
Paul Berge,,"['Dirección', 'Reparto', 'Guion']",[],
Linda L. Miller,1961.0,"['Producción', 'Reparto', 'Equipos adicionales']","['Cambio de princesa (2018)', 'Regreso a Christmas Creek (2018)', 'Navidad en palacio (2018)']",
Max Rüdlinger,1949.0,"['Reparto', 'Guion']","['Tell (2007)', 'Die Vogelpredigt (2005)', 'Giro (1983)']",[]
Megan Jacobs Shrivastava,,['Reparto'],['Primary Concern (2021)'],
Ana Begic,1979.0,['Reparto'],"['Vatre Ivanjske (2014)', 'Bella Biondina (2011)', 'Ti mene nosis (2015)']",
Aine Connellan,,['Reparto'],[],
J. Neil Schulman,1953.0,"['Reparto', 'Guion', 'Producción']",['Alongside Night (2014)'],['San Diego Black Film Festival']
Martine McCutcheon,1976.0,"['Reparto', 'Banda sonora']","['Love Actually (2003)', 'Gente de barrio (1985)', 'Miss Marple (2004)']","['British Soap Awards', 'MTV Movie + TV Awards', 'National Television Awards, UK', 'Empire Awards, UK']"
Lucie Hollmann,1993.0,"['Reparto', 'Banda sonora']","['Die Wilden Hühner und das Leben (2009)', 'Die Wilden Hühner und die Liebe (2007)', 'Die Wilden Hühner (2006)']",
Runeka Edwards,,['Reparto'],[],
Johannes Krisch,,"['Reparto', 'Banda sonora']","['Revanche (2008)', 'La cura del bienestar (2016)', 'En la sombra (2017)']","['Austrian Film Award, AT']"
Matt Anspach,,"['Reparto', 'Sonido']",[],
Allana Harkin,,"['Producción', 'Reparto', 'Dirección']",[],['Primetime Emmy Awards']
Steven Tyler,1948.0,"['Reparto', 'Música', 'Composición']",['Be Cool (2005)'],[]
Alan Espasandin,1990.0,"['Producción', 'Reparto', 'Dirección']",['Staycation (2024)'],[]
Paul Wilson,1998.0,"['Reparto', 'Producción', 'Guion']",['Soltera a los 40 (2014)'],[]
José Cañellas,,['Reparto'],[],
Dzenita Imamovic,1973.0,['Reparto'],"['Praznik rada (2022)', 'Songs of wind (2017)']",
Neil Peart,1952.0,"['Reparto', 'Composición', 'Guion']","['Pequeños guerreros (1998)', 'Punk story (1998)', 'The lords of Salem (2012)']",[]
Shabana Azmi,1950.0,"['Reparto', 'Música', 'Producción']","['Arth (1982)', 'Neerja (2016)']","['Chicago International Film Festival', 'Filmfare Awards', 'Awards of the International Indian Film Academy', 'L.A. Outfest', 'Zee Cine Awards', 'National Film Awards, India', 'Taormina International Film Festival', 'Bombay International Film Festival', 'GR8! Women Achiever Awards, India', 'Stardust Awards, India', 'Vogue Beauty Awards', 'Screen Awards, IN', 'Los Angeles Film Awards', 'Indian Telly Awards', ""Bengal Film Journalists' Award"", 'Yellowstone International Film Festival', 'FOI Online Awards', 'Tietê International Film Awards', 'Masala! Awards', 'Bollywood Film Journalist Awards']"
Cec Verrell,1958.0,['Reparto'],"['Silk (1986)', 'Hollywood Vice Squad (1986)']",
Rozina Cambos,1951.0,['Reparto'],"['El viaje del director de recursos humanos (2010)', 'Florentine (1997)']",['Awards of the Israeli Film Academy']
Polina Kutepova,1971.0,['Reparto'],"['Umirat legko (1999)', 'Pelagiya i belyy buldog (2009)', 'Chudo (2009)']","['Golden Eagle Awards, Russia']"
Merve Ekici,,['Reparto'],[],
Benedetto Testaino,,['Reparto'],[],
Gary Grant,,"['Reparto', 'Dirección', 'Guion']","['Líneas enemigas (2020)', 'I Made This for You (2018)']","['Florence Film Awards', 'Hollywood Gold Awards', 'LGBT Los Angeles Film Festival', 'Arthouse Festival of Beverly Hills']"
Nema Williams,,"['Reparto', 'Guion']",[],
Débora Kahn,,['Reparto'],[],
Niklas Ingemann,1990.0,['Reparto'],"['Af banen (2005)', 'Martina y la fiesta de cumpleaños (2000)', 'Bølle Bob og Smukke Sally (2005)']",
Ashton Amherst,,['Reparto'],[],[]
Alessandra,1987.0,"['Reparto', 'Producción']","['The Big Bang Theory (2007)', 'American Horror Story (2011)', 'Lucifer (2016)']",[]
Isabel Cristina Cadavid,,['Reparto'],[],
Nsut Thanh Dien,,['Reparto'],[],
Cora Hemphill,,['Reparto'],[],
Ryland Thiessen,,['Reparto'],[],
Joe Swanberg,1981.0,"['Reparto', 'Guion', 'Producción']","['Tú eres el siguiente (2011)', 'Colegas de copas (2013)']",['Vail Film Festival']
Alun Armstrong,1946.0,"['Reparto', 'Banda sonora']","['Krull (1983)', 'Van Helsing (2004)']","['Dallas OUT TAKES', 'Portsmouth International Film Festival', 'Brooklyn Horror Film Festival']"
Donny Boaz,1980.0,"['Reparto', 'Producción', 'Casting']","['Flashes (2014)', 'Osprey (2017)', 'The Young and the Restless (1973)']",['New York Film Awards']
Marcus Scribner,2000.0,"['Reparto', 'Producción', 'Banda sonora']","['El viaje de Arlo (2015)', 'Sabotaje (2022)']",['Image Awards (NAACP)']
Khalid Tariffi,,['Reparto'],[],
Len Cariou,1939.0,"['Reparto', 'Producción', 'Banda sonora']","['A propósito de Schmidt (2002)', 'Blue Bloods (2010)']","['Canadian Film Awards', 'Gold Derby Awards']"
Jasmine,1962.0,"['Reparto', 'Guion', 'Dirección']",['Noches de Harlem (1989)'],"['Primetime Emmy Awards', 'Image Awards (NAACP)', 'Gulf Coast Film & Video Festival']"
Dragana Turkalj,,"['Reparto', 'Diseño de vestuario']","['Seljaci (2006)', 'Sve je za ljude (2001)', 'Ranjena zemlja (1999)']",
Mish Boyko,,['Reparto'],"['Resucitado (2016)', 'Operación Anthropoid (2016)', 'Queen (2013)']",
Ebinabo Potts-Johnson,,['Reparto'],[],
Channon Roe,2009.0,"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']","['Ya no puedo esperar (1998)', 'Boogie Nights (1997)']",[]
Johnny Biscuit,,"['Reparto', 'Guion', 'Producción']",[],
Liam Kyle Sullivan,,"['Edición', 'Reparto', 'Producción']",['Shoes (2006)'],"[""People's Choice Awards, USA""]"
Andy Bethea,,"['Reparto', 'Guion', 'Producción']",[],
José Figueiras,1967.0,['Reparto'],"['Pulsação Zero (2002)', 'Aqui Não Há Quem Viva (2006)', 'Uma Aventura (2000)']",[]
Renee Hampshire,,['Reparto'],[],[]
Robert Kaiser,,['Reparto'],[],[]
Héctor Luis Rivera,,['Reparto'],[],
Karina Iszatt,,['Reparto'],[],
Jon Campling,1966.0,['Reparto'],['ManFish (2022)'],"['New York Short Film Festival', 'London Independent Film Festival', 'Sunderland Shorts']"
Trinity L Beals,,['Reparto'],"['Crímenes oscuros (2016)', 'Lucky 13 (2005)']",
Darren Zimmer,,"['Reparto', 'Guion', 'Producción']",[],
So-hee Hong,1984.0,['Reparto'],"['El hombre sin pasado (2010)', 'Zui jia xian yi ren (2014)', 'Muoi (2007)']",
Michael Kanevsky,,['Reparto'],[],[]
Miguel,1955.0,"['Reparto', 'Dirección', 'Dirección de fotografía y cámara']","['Traffic (2000)', 'Crossing Jordan (2001)', 'RoboCop (1987)']","['Imagen Foundation Awards', 'Screen Actors Guild Awards', 'Behind the Voice Actors Awards']"
Maria Christina Bruno,,['Reparto'],[],
Janko Popovic Volaric,1980.0,"['Reparto', 'Guion', 'Producción']","['Comic Sans (2018)', 'Majka asfalta (2010)']","['Pula Film Festival', 'Alexandria International Film Festival', 'Filmski Festival Herceg Novi - Montenegro Film Festival', 'IndieX Film Festival']"
Kurtis Bedford,,"['Reparto', 'Producción', 'Arte']",[],[]
Ruby Larocca,1981.0,"['Reparto', 'Producción', 'Dirección']","['Sociopathia (2015)', 'Sickness (2017)', 'The Cemetery (2013)']",['Chicago Horror Film Festival']
Adela Larreta,,['Reparto'],[],
Andrew Lovern,,['Reparto'],[],
Elliott Tittensor,1989.0,"['Reparto', 'Banda sonora']","['Dunkerque (2017)', 'True Dare Kiss (2007)', 'Spike Island (2012)']",['Strasbourg International Film Festival']
Evelyne Buyle,1948.0,"['Reparto', 'Banda sonora']",['Madame (2019)'],['Anatomy Crime and Horror Film Festival']
Laurie Seymour,,"['Reparto', 'Localización']",[],
Katerina Eichenberger,,"['Reparto', 'Producción', 'Guion']",[],
Nikki Brown,,"['Reparto', 'Guion', 'Producción']",[],
Scott Kercheville,,['Reparto'],[],
Mike Capozzi,,"['Reparto', 'Guion', 'Producción']","['The Rookie (2018)', 'Después del huracán (2022)']",[]
Jen Landon,,['Reparto'],[],['Daytime Emmy Awards']
Lily Jones Adkin,,['Reparto'],['Funny Cow (2017)'],
John Kennedy,1917.0,['Guion'],"['Profiles in Courage (1964)', 'Kraft Television Theatre (1947)', 'A Tour of the White House (1962)']",[]
Deanne Destler,1989.0,"['Diseño de vestuario', 'Reparto', 'Sonido']","['Nude Nuns with Big Guns (2010)', 'Jackie (2013)', 'The Panther Heart Beats (2011)']",[]
Zoltán Seress,1962.0,"['Reparto', 'Banda sonora']","['Bet on Revenge (2017)', 'Glóbusz (1993)']",[]
Víctor Callejas,,['Reparto'],[],
Ariana Guido,,['Reparto'],"['A Horse from Heaven (2018)', 'The Bula (2017)']",[]
Vivica A. Fox,1964.0,"['Reparto', 'Producción', 'Dirección']","['Independence Day (1996)', 'Batman y Robin (1997)']",[]
Diego Vásquez,1964.0,['Reparto'],"['La niña (2016)', 'La pasión de Gabriel (2008)', 'Las muñecas de la mafia (2009)']",['Cartagena Film Festival']
Pierre Henniquant,,"['Reparto', 'Dirección', 'Producción']",[],
Jean-Marie Corbeil,,"['Reparto', 'Guion', 'Producción']",[],[]
Przemyslaw Bluszcz,1970.0,['Reparto'],"['W dól kolorowym wzgórzem (2004)', 'Na dobre i na zle (1999)', 'Twarza w twarz (2007)']",['Polish Film Festival']
Kirstie Hutton,,['Reparto'],[],[]
Phil Brown,1916.0,"['Reparto', 'Dirección', 'Producción']","['La guerra de las galaxias (1977)', 'State Fair (1945)', 'Superman (1978)']",[]
Monet Mazur,1976.0,"['Reparto', 'Producción']",['40 días y 40 noches (2002)'],"['Method Fest', 'Young Hollywood Awards']"
Frank Thon,,['Reparto'],[],
Talulah Riley,1985.0,"['Reparto', 'Dirección', 'Guion']","['Westworld (2016)', 'Origen (2010)']","['Garden State Film Festival', 'New York City International Film Festival, US', 'Rome International Movie Awards']"
Rosemarie Fendel,1927.0,"['Reparto', 'Equipos adicionales', 'Guion']","['Trotta (1971)', 'Im Reservat (1973)', 'Tatuaje (1967)']","['Grimme Award', 'Bavarian TV Awards', 'German Film Awards', 'Golden Camera, Germany', 'Hessian Film Award']"
Celeste Portz,,"['Reparto', 'Maquillaje']",[],
Pokwang,1960.0,"['Reparto', 'Banda sonora']","['Oda sa wala (2018)', 'Toda Max (2011)']","['FAMAS Awards', 'Golden Screen TV Awards, Philippines', 'QCinema International Film Festival']"
Leïla Bekhti,1984.0,"['Reparto', 'Banda sonora']","['Un profeta (2009)', 'Todo brilla (2010)']","['César Awards, France', ""Étoiles d'Or, France""]"
Enrico Lucci,1964.0,['Reparto'],"['Vieni via con me (2005)', 'Scirocco (1998)']",
Thierry Drezen,,['Reparto'],[],
Patricia Franklin,,['Reparto'],"['Arma fatal (2007)', 'Bienvenidos al fin del mundo (2013)']",[]
Anthony Lemke,1970.0,"['Reparto', 'Guion', 'Producción']","['Dark Matter (2015)', 'Asalto al poder (2013)', 'Blindspot (2015)']",[]
Frankie,1994.0,"['Reparto', 'Producción', 'Banda sonora']","['Las flores perdidas de Alice Hart (2023)', 'Mortal Engines (2018)']",[]
Eric Le Roux,,"['Dirección', 'Cámara y electricidad', 'Dirección de la segunda unidad o asistencia a dirección']",[],['Luchon International Film Festival']
Adrià Puntí,,"['Reparto', 'Banda sonora']",[],
David Brainard,1955.0,"['Reparto', 'Dirección', 'Edición']","['The Pharaoh Project (2001)', 'Endurance (2015)']",
Jack Burr,,['Reparto'],[],
Bernard Stewart,,"['Producción', 'Guion', 'Dirección']",[],
Maxine Peake,1974.0,"['Reparto', 'Dirección', 'Guion']","['La teoría del todo (2014)', 'Funny Cow (2017)']","['Broadcasting Press Guild Awards', 'Fantasporto', 'Crime Thriller Awards, UK']"
Adrián del Campo,,"['Cámara y electricidad', 'Producción', 'Reparto']",[],
Nathan Dashwood,1984.0,"['Reparto', 'Dirección', 'Guion']","['Smallville (2001)', 'Kings and Queens (2024)']",
Richard Kiel,1939.0,"['Reparto', 'Guion', 'Producción']","['Moonraker (1979)', 'Terminagolf (1996)', 'Enredados (2010)']",[]
Eric Poulain,,['Reparto'],[],['Accolade Competition']
Christina Rouner,1965.0,['Reparto'],"['MacGruber (2010)', 'Ley y orden (1990)', 'Sombras de Nueva York (1994)']",[]
Samantha Mudd,,"['Reparto', 'Edición']",[],
Christian Doyle,,"['Reparto', 'Dirección', 'Guion']",['JourneyQuest (2010)'],
Manuel Burque,1980.0,"['Reparto', 'Guion', 'Producción']","['Vida perfecta (2019)', 'Requisitos para ser una persona normal (2015)']","['Cinema Writers Circle Awards, Spain', 'Gaudí Awards']"
Attila Árpa,1971.0,"['Reparto', 'Producción', 'Guion']","['Atómica (2017)', 'Gorrión rojo (2018)', 'Inferno (2016)']",[]
Robert Rabiah,,"['Reparto', 'Guion', 'Producción']","['La boda de Ali (2017)', 'Land of Bad (2024)', 'Face to Face (2011)']","[""Australian Writers' Guild"", 'Monaco Charity Film Festival', 'National Literary Awards, Australia']"
Joseph Callari,,['Reparto'],[],
Misha Collins,1974.0,"['Reparto', 'Producción', 'Guion']","['Sobrenatural (2005)', 'Inocencia interrumpida (1999)']","[""People's Choice Awards, USA"", 'Teen Choice Awards', 'TV Guide Awards', 'Los Angeles New Wave International Film Festival, US']"
Blair Bloom,,['Reparto'],[],
Erin Dixon,,['Dirección de la segunda unidad o asistencia a dirección'],[],[]
Dai Bryant,,['Reparto'],[],
Erik Braa,1971.0,"['Reparto', 'Producción', 'Dirección']","['League of Legends (2009)', 'Ragnar the Rat (2019)', 'Blank Slate (2010)']",
András Gondár,,"['Cámara y electricidad', 'Dirección de fotografía y cámara', 'Reparto']",[],
Lauren Plaxco,1982.0,['Reparto'],"['The Neighborhood (2018)', 'Superstore (2015)']",
Jirí Mádl,1986.0,"['Reparto', 'Guion', 'Producción']","['El estreno (2019)', 'Confidente (2012)', 'Colette (2013)']","['Czech Lions', 'Mannheim-Heidelberg International Filmfestival', 'Karlovy Vary International Film Festival', 'Zlín International Film Festival for Children and Youth']"
Ramiro Blas,1966.0,['Reparto'],"['La pasajera (2021)', 'La fuga (2012)', 'Blackwood (2018)']","['Grimmfest', 'Festival de cine Fantástico de Canarias Isla Calavera']"
Mari Törőcsik,1935.0,"['Reparto', 'Banda sonora']","['Kölyök (1959)', 'Amor (1971)', 'Holt vidék (1972)']","['Art Film Festival', 'Cannes Film Festival', 'Karlovy Vary International Film Festival', 'Taormina International Film Festival', 'Transilvania International Film Festival']"
Jordane-Jade Wright,,"['Reparto', 'Guion', 'Maquillaje']",[],
Tim Brzakala,,"['Reparto', 'Guion']",[],
Danièle Lebrun,1937.0,"['Reparto', 'Banda sonora']","['La pasión de Camille Claudel (1988)', 'Josefina (1979)', 'Cuento de invierno (1992)']",[]
Rafael,1986.0,"['Reparto', 'Banda sonora']","['Empire (2015)', 'American Horror Story (2011)']",
Brad Coffey,,"['Reparto', 'Dirección', 'Guion']","['Escape the Night (2016)', 'Seal of Desire (2022)']",
Thierry Thelemaque,,"['Reparto', 'Producción']",[],
Göktug Yildirim,,['Reparto'],[],
Craig Powers,,['Reparto'],"['Living with the Fosters (2002)', 'After Visiting Hours (2012)']",[]
Brenden Jefferson,1986.0,"['Reparto', 'Banda sonora']","['La maldición de los hoyos (2003)', 'Marea roja (1995)', 'Proyecto Clon (2000)']",[]
Dan Payne,1972.0,"['Reparto', 'Especialistas', 'Efectos visuales']","['Watchmen (2009)', 'Mulligans (2008)', 'La cabaña en el bosque (2011)']",['Leo Awards']
Cary Woodworth,,"['Producción', 'Reparto', 'Guion']",[],[]
Beatrice Balzani,,['Reparto'],[],
Andrés Olea,1976.0,['Reparto'],"['Hijos del Desierto (2022)', 'Apio Verde (2013)', 'Mi mejor enemigo (2005)']",
Brooke Nevin,1982.0,"['Reparto', 'Dirección', 'Guion']","['Los futboleros (2007)', 'My Suicide (2009)', 'Call Me Fitz (2010)']",[]
Dale Evans,1912.0,"['Reparto', 'Banda sonora']","['Cowboy and the Senorita (1944)', 'Roy Rogers (1951)', 'Apache Rose (1947)']","['Golden Apple Awards', 'Walk of Fame', 'Western Heritage Awards', 'Golden Boot Awards']"
Scott Caan,1976.0,"['Reparto', 'Guion', 'Producción']",['60 segundos (2000)'],"['TV Guide Awards', 'CineVegas International Film Festival']"
Miriam Olken,,"['Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección', 'Reparto']",[],
Tess,1950.0,['Reparto'],"['No es país para viejos (2007)', 'Gracias y favores (1983)', 'Crímenes del corazón (1986)']","['Method Fest', 'National Board of Review, USA', 'Screen Actors Guild Awards', 'California Independent Film Festival', 'Gold Derby Awards']"
Sam Rosen,,"['Reparto', 'Guion', 'Producción']","['Stuck Between Stations (2011)', 'Revolutionary Road (2008)']",[]
Grand Corps Malade,1977.0,"['Music Artist', 'Reparto', 'Guion']","['Patients (2016)', 'Monsieur Aznavour (2024)']","['Film by the Sea International Film Festival', 'Seville European Film Festival']"
Monica Steuer,,"['Reparto', 'Producción']","['200 Cartas (2013)', 'El destino no tiene favoritos (2003)']",
Alissia Miller,,['Reparto'],[],
Claudio Insegno,1965.0,"['Reparto', 'Guion', 'Dirección']","['Effetti indesiderati (2015)', 'Una notte agli studios (2013)']",[]
Hannah Fralick,,"['Reparto', 'Arte']",[],
Emperor Kaioyus,,"['Reparto', 'Producción', 'Equipos adicionales']",[],"['Los Angeles Film Awards', 'New York International Film Awards']"
Danielle Woodman,,['Reparto'],[],
Anna Marhoulová,,"['Arte', 'Vestuario', 'Reparto']","['The Crow (2024)', 'La rueda del tiempo (2021)', 'Skrítek (2005)']",[]
Justin Chatwin,1982.0,"['Reparto', 'Producción']","['Dragonball Evolution (2009)', 'La guerra de los mundos (2005)', 'Lo que no se ve (2007)']","['Florence Film Awards', 'New York Movie Awards', 'Rome International Movie Awards', 'Paris Film Awards', 'London Movie Awards', 'Block Island Film Festival', 'Palm Springs Movie Awards']"
Aaron Drill,,['Reparto'],[],
Dave Corwin,,"['Efectos visuales', 'Animación', 'Edición']",[],"['Hollywood Blood Horror Festival', 'London Movie Awards']"
Leonor Benedetto,1941.0,"['Reparto', 'Dirección', 'Guion']","['El buen destino (2005)', 'Padre Coraje (2004)']","['Amiens International Film Festival', 'Lleida Latin-American Film Festival']"
Alex Yves,,"['Producción', 'Reparto', 'Guion']",[],
Yanet Garcia,1990.0,['Reparto'],"['Bellezonismo (2019)', 'Access Hollywood (1996)']",[]
Lankesh Bhardwaj,,['Reparto'],"['Haider (2014)', 'Padmavati (2018)']",
Ben Righton,,['Reparto'],[],
Richard Arnold,,"['Reparto', 'Equipos adicionales', 'Banda sonora']",[],
Teruyuki Kagawa,1965.0,['Reparto'],"['Out (2002)', 'Yureru (2006)']","['Asia-Pacific Film Festival', 'Hochi Film Awards', 'Awards of the Japanese Academy', 'Tokyo International Film Festival', 'Kinema Junpo Awards', 'Mainichi Film Concours', 'Blue Ribbon Awards', 'Yokohama Film Festival', 'Nikkan Sports Film Awards']"
Misa Lommi,,"['Reparto', 'Banda sonora']",[],[]
Pauline Chalamet,,"['Reparto', 'Guion', 'Producción']","['La vida sexual de las universitarias (2021)', 'El rey del barrio (2020)']","['Rhode Island International Film Festival', 'Independent Shorts Awards', 'Indie Short Fest', 'IndieX Film Festival', 'Prague International Monthly Film Festival', 'Chicago Indie Film Awards', 'Sweden Film Awards', 'Milan Gold Awards']"
Rhoda Montemayor,,"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']","['Eigen kweek (2013)', 'Power Rangers Operation Overdrive (2007)', 'Hasta que la boda nos separe (2012)']",
Rodrigo Pandolfo,1984.0,"['Reparto', 'Banda sonora']","['Geração Brasil (2014)', 'País Irmão (2017)', 'Faroeste Caboclo (2013)']",[]
