actor,año_nacimiento,que_hace,conocido_por,lista premios
Stano Danciak,1969.0,"['Guion', 'Reparto']","['Kriminálka Andel (2008)', 'Ako som prezil (2009)']",
Aaron Trout,,['Reparto'],"['Six Gun Savior (2016)', 'The Lookout (2015)', 'Florida Man (2018)']",[]
Lex Slesers,,"['Reparto', 'Guion']","['The Killers (2018)', 'Mash Fable (2020)']",
Ramesh Vani,,['Reparto'],[],
Lello Musella,,['Reparto'],[],
Victor Mandrillo,,['Reparto'],"['Walk Through the Valley (2015)', 'Paramnesia (2017)', 'The Big Fix (2018)']",
Ariel Goldenberg,,"['Reparto', 'Decoración', 'Banda sonora']",[],"['Gramado Film Festival', 'BRAFFTV - Brazilian Film & Television Festival of Toronto']"
Noam Chomsky,1928.0,"['Guion', 'Equipos adicionales', 'Reparto']",['El triángulo de la tristeza (2022)'],[]
Mary Sheila,1979.0,['Reparto'],"['Anjos do Sol (2006)', 'Ciudad de Dios (2002)', 'A Breve Estória de Cândido Sampaio (2001)']","['Gramado Film Festival', 'Miami Brazilian Film Festival']"
Tash Jordan,,"['Reparto', 'Producción']",[],[]
Tom Archdeacon,,"['Reparto', 'Guion', 'Producción']","['La suerte de los Logan (2017)', 'The Westies (2016)']","['Accolade Competition', 'Hoboken International Film Festival']"
Jessica Katz,,"['Reparto', 'Guion y continuidad']",[],
Charlie Stewart,1993.0,['Reparto'],"['Estoy hecho un animal (2001)', 'Vivir con Bonnie (2002)']",[]
Marlise Ritchie,,['Reparto'],[],
Frank Gilhooley,1971.0,"['Reparto', 'Dirección', 'Guion']","['Still Game (2002)', 'Guardianes de la Galaxia (2014)']",[]
William Ferguson,2010.0,['Reparto'],[],[]
Thomas Huber,1963.0,"['Reparto', 'Guion', 'Transporte']","['Æon Flux (2005)', 'El caníbal de Rothenburg (2006)', 'Löwengrube (1989)']","['Sitges - Catalonian International Film Festival', 'Puchon International Fantastic Film Festival']"
Lonnie Maynard,,['Reparto'],[],
Linda Jensen,,"['Reparto', 'Casting']",[],
Anemone Valcke,1990.0,['Reparto'],"['Aanrijding in Moscou (2008)', 'Offline (2012)', 'Adem (2010)']","['Amiens International Film Festival', 'Film Festival Oostende']"
Marion Blake,,"['Sonido', 'Reparto']",[],
Alejandro Magaña,,"['Reparto', 'Cámara y electricidad', 'Sonido']","['Cold Turkey (2019)', 'The Casting Call (2017)']",
Julia Schultz,1979.0,['Reparto'],"['Hora punta 2 (2001)', 'Listos para luchar (2000)']",[]
Akasha Villalobos,1982.0,"['Reparto', 'Producción', 'Cámara y electricidad']",['Last Girl Standing (2015)'],"['New York City Horror Film Festival', 'The 48 Hour Film Project, San Antonio']"
Jaysha Patel,1996.0,['Reparto'],"['Territorio prohibido (2009)', 'Troublemaker (2011)', 'Blind Ambition (2008)']",[]
Seth Barrish,1959.0,"['Reparto', 'Dirección', 'Composición']","['No lo pienses dos veces (2016)', 'Love After Love (2017)']",
Gregory Burns,,['Reparto'],[],
Stephanie Ila Silver,,"['Reparto', 'Sonido']",[],
Vy,,['Reparto'],[],
Vanessa Allen,,['Reparto'],[],
Miguel Angel Aladren,,['Reparto'],[],
George Tokoro,1955.0,"['Reparto', 'Banda sonora']","['Madadayo (1993)', 'Ponyo en el acantilado (2008)', 'Shimoochiai Yakitori Movie (1979)']",['Blue Ribbon Awards']
Josse De Pauw,1952.0,"['Reparto', 'Guion', 'Dirección']","['Quiero ser famosa (2000)', 'El jurado (2019)', 'Crazy Love (1987)']","['Joseph Plateau Awards', 'Film Festival Oostende']"
Rob Bosquez,,"['Reparto', 'Guion', 'Edición']",[],
Artjom Gilz,,"['Reparto', 'Producción']","['Sin remordimientos (2021)', '100 Cosas (2018)', 'Leanders letzte Reise (2017)']",['Achtung Berlin']
Junhao Li,,"['Reparto', 'Equipos adicionales']",[],
Tina Bliese,,['Reparto'],[],
Tamara Belousova,,"['Reparto', 'Equipos adicionales']","['El niño 44 (2015)', 'Vice (2015)', 'Chicanery (2017)']",
Hailey Stillwell,,"['Reparto', 'Especialistas']",[],
Rocío Rodríguez Presedo,,['Reparto'],[],
Kevan Cameron,,['Reparto'],"['Love Happens (2009)', 'Fallen (2006)', 'Warrior II (2009)']",
Alison Segura,,['Reparto'],"['Physical (2021)', 'Los Conner (2018)', 'Platónico (2023)']",[]
Christine Tarbet,,"['Reparto', 'Dirección', 'Guion']",[],
Gary Heasman,,['Reparto'],[],
Markita Boies,1957.0,['Reparto'],"['Las invasiones bárbaras (2003)', 'Le petit musée de Velasquez (1995)']",
Sergio Fantoni,1930.0,"['Reparto', 'Equipos adicionales']","['Esther y el rey (1960)', 'Érase una vez en América (1984)', 'El coronel Von Ryan (1965)']",[]
Tomoko Tabata,1980.0,['Reparto'],"['Ohikkoshi (1993)', 'El cuento de la princesa Kaguya (2013)', 'Chi to hone (2004)']","['Hochi Film Awards', 'Kinema Junpo Awards', 'Mainichi Film Concours', 'Yokohama Film Festival']"
Ananda Karekar,,['Reparto'],[],
Nalani Jay,,"['Guion', 'Reparto', 'Sonido']",[],
Raghu Mama,,['Reparto'],[],
Brittany Baize,,"['Reparto', 'Producción', 'Guion y continuidad']",[],
Jérémie Lippmann,,"['Reparto', 'Dirección']",[],[]
Landon Hess,,['Reparto'],[],
Zach Woods,1984.0,"['Reparto', 'Guion', 'Dirección']","['Los otros dos (2010)', 'La Lego Ninjago película (2017)', 'Silicon Valley (2014)']","['Encounters International Film Festival', 'Tweetfest Film Festival']"
Jordan Brennan,,['Reparto'],[],
Edwina Gough,1940.0,['Reparto'],"['Slither (1973)', 'Tunnel Vision (1976)', 'The Tim Conway Show (1970)']",[]
Hannah Getz,,"['Dirección de fotografía y cámara', 'Cámara y electricidad', 'Equipos adicionales']",[],[]
Stephen Amos,,"['Reparto', 'Guion']",[],
Harrison Grant,,['Reparto'],[],
Ralph Archbold,1942.0,['Reparto'],"['Haunted History (1998)', 'As the World Turns (1956)']",[]
Barbara Hershey,1948.0,"['Reparto', 'Banda sonora']","['Cisne negro (2010)', 'Hannah y sus hermanas (1986)', 'Un día de furia (1993)']","['Avoriaz Fantastic Film Festival', 'Cannes Film Festival', 'Chicago Film Critics Association Awards', 'Primetime Emmy Awards', 'Golden Globes, USA', 'Los Angeles Film Critics Association Awards', 'Munich Film Festival', 'National Society of Film Critics Awards, USA', 'IF Awards', 'Western Heritage Awards', 'Tiburon International Film Festival', 'Fangoria Chainsaw Awards', 'DVD Exclusive Awards']"
Nika Arabidze,,['Reparto'],[],
Shannen Doherty,1971.0,"['Reparto', 'Producción', 'Dirección']","['Sensación de vivir (1990)', 'Embrujadas (1998)', 'Escuela de jóvenes asesinos (1988)']","['Golden Apple Awards', 'Young Artist Awards', 'Bravo Otto']"
Youssef Kerkour,1978.0,"['Reparto', 'Sonido', 'Producción']","['Home (2019)', 'Drácula (2020)']","['Royal Television Society, UK']"
Sean C. Keller,,"['Reparto', 'Guion', 'Producción']","['An Empire of Faith (2010)', 'Monet (2011)', 'Walking on Sunshine (2013)']",
Mike Gassaway,,"['Reparto', 'Especialistas', 'Guion y continuidad']",[],"['Daytime Emmy Awards', 'Paris Film Festival', 'WorldFest Houston', 'Cannes Lions International Festival of Creativity', 'IndieFEST Film Awards', 'AltFF Alternative Film Festival', 'Best Actor Award', 'Hollywood Blood Horror Festival', 'Vegas Movie Awards', 'New York Independent Cinema Awards', 'Berlin Indie Film Festival', 'Art Film Awards', 'Amsterdam International Film Festival', 'International World Film Awards']"
Claudia Galli,1978.0,"['Reparto', 'Producción', 'Guion']","['Suedi (2021)', 'Los Andersson Road Movie (2013)']",[]
J. Bryan Hayes,,['Reparto'],[],
Ingvar Hirdwall,1934.0,['Reparto'],"['Om jag vänder mig om (2003)', 'Barnens ö (1980)']","['Berlin International Film Festival', 'Guldbagge Awards']"
Erisa Pikuli,,['Reparto'],[],
Nisha Khan,,['Reparto'],[],
Joe Roberts,1871.0,['Reparto'],"['La ley de la hospitalidad (1923)', 'The Primitive Lover (1922)', 'Tres edades (1923)']",[]
Jason Wrubell,,['Reparto'],[],
Tobias Bernstrup,,['Reparto'],[],
Emiliano Ugarte,,['Reparto'],[],
Eddy Salazar,,"['Reparto', 'Producción', 'Guion']","['The Insomniac (2013)', 'The Extra (2017)', 'Spin (2007)']","['Breckenridge Festival of Film', 'Action on Film International Film Festival, USA']"
Angelica Page,1964.0,"['Reparto', 'Dirección', 'Guion']","['Lucky Days (2008)', 'El sexto sentido (1999)', 'Falsa identidad (2001)']",['Coney Island Film Festival']
Garen Gulbenkian,,['Reparto'],[],
Teresa Arbolí,,['Reparto'],"['Lejos del mar (2015)', 'El mundo es vuestro (2022)', 'La duquesa (2010)']",[]
Tony Revolori,1996.0,"['Reparto', 'Producción', 'Dirección de fotografía y cámara']","['El gran hotel Budapest (2014)', 'Dope (2015)']","['Florida Film Critics Circle Awards', 'Southeastern Film Critics Association Awards', 'Central Ohio Film Critics Association', 'Detroit Film Critics Society Awards', 'Georgia Film Critics Association (GAFCA)']"
Tyson Power,2022.0,"['Reparto', 'Equipos adicionales']","['The Adventures of Beatle (2015)', 'This Is Us (2016)', 'John from Cincinnati (2007)']",[]
Amanda Akusis,,['Reparto'],[],
Timm Sharp,,"['Reparto', 'Producción', 'Guion']",[],[]
Jean-Louis Richard,1927.0,"['Reparto', 'Guion', 'Dirección']","['Fahrenheit 451 (1966)', 'La noche americana (1973)', 'La novia vestía de negro (1968)']",['Cognac Festival du Film Policier']
Sidney Waite,,['Reparto'],[],
Orly Gal,,"['Reparto', 'Música']",[],
Charlize Theron,1975.0,"['Producción', 'Reparto', 'Diseño de vestuario']","['Monster (2003)', 'Blancanieves y la leyenda del cazador (2012)']","['Academy Awards, USA', 'Academy of Science Fiction, Fantasy & Horror Films, USA', 'Bambi Awards', 'Berlin International Film Festival', 'Critics Choice Awards', 'Camerimage', 'Chicago Film Critics Association Awards', 'Costume Designers Guild Awards', 'Dallas-Fort Worth Film Critics Association Awards', 'GLAAD Media Awards', 'Golden Camera, Germany', 'Satellite Awards', 'Gotham Awards', 'Hasty Pudding Theatricals, USA', 'Hollywood Film Awards', 'Film Independent Spirit Awards', 'Kansas City Film Critics Circle Awards', 'Las Vegas Film Critics Society Awards', 'Milano International Film Festival Awards (MIFF Awards)', 'MTV Movie + TV Awards', 'National Board of Review, USA', 'National Society of Film Critics Awards, USA', 'Palm Springs International Film Festival', 'Santa Barbara International Film Festival', 'Screen Actors Guild Awards', 'Teen Choice Awards', 'Walk of Fame', 'San Francisco Film Critics Circle', 'Vancouver Film Critics Circle', 'CineVegas International Film Festival', 'Central Ohio Film Critics Association', 'Los Angeles Film Festival', 'CinemaCon, USA', 'North Texas Film Critics Association, US', 'Alliance of Women Film Journalists', 'New York Film Critics, Online', 'Jupiter Award', 'CinEuphoria Awards', 'Utah Film Critics Association Awards', 'Online Film & Television Association', 'Elle Women in Hollywood Awards', ""International Online Film Critics' Poll"", 'Awards Circuit Community Awards', 'Golden Schmoes Awards', 'Behind the Voice Actors Awards', 'Women Film Critics Circle Awards', 'Spike Video Game Awards', 'Gold Derby Awards', 'Nevada Film Critics Society', 'Russian National Movie Awards', 'Hawaii Film Critics Society', 'Odyssey Awards', 'Hollywood Critics Association Midseason Awards']"
Manikandan,,"['Reparto', 'Guion', 'Música']","['Jai Bhim (2021)', 'Vikram Vedha (2017)', 'Narai Ezhuthum Suyasaritham (2022)']",[]
Christel Detable,,"['Reparto', 'Dirección', 'Guion']",[],
Cole Sprouse,1992.0,"['Reparto', 'Música', 'Producción']","['Riverdale (2017)', 'A dos metros de ti (2019)', 'Friends (1994)']","[""People's Choice Awards, USA"", 'Teen Choice Awards', 'The Ambies']"
Pep Anton Muñoz,1956.0,"['Reparto', 'Especialistas', 'Equipos adicionales']",['El cor de la ciutat (2000)'],"['Gaudí Awards', 'Premis de Cinematografia de la Generalitat de Catalunya']"
Stephanie Slayton,,"['Reparto', 'Vestuario', 'Maquillaje']",[],
Josie Fink,,['Reparto'],[],
Kendale Winbush,,['Reparto'],"['Sam (2011)', 'Presents (2021)', 'Antisemite (2022)']",
Mariana Anghileri,1977.0,['Reparto'],['Al tercer día (2021)'],"['Argentinean Film Critics Association Awards', 'Academy of Motion Picture Arts and Sciences of Argentina', ""Horrorant Film Festival 'Fright Nights'"", ""OUT at the Movies Int'l LGBT Film Fest""]"
Lola Dockhorn,,['Reparto'],"['Einer wie Bruno (2011)', 'Das Leben meiner Tochter (2019)', 'Nebenwege (2014)']",[]
Michael Hampton,,"['Producción', 'Equipo ejecutivo']",[],
Gene Simmons,1949.0,"['Reparto', 'Producción', 'Composición']","['Extract (2009)', 'Cero en conducta (1999)']","['Guinness World Record Award', 'Rock and Roll Hall of Fame']"
Elizabeth Barondes,1964.0,['Reparto'],['Natural Selection (1999)'],[]
Marília Gabriela,1948.0,"['Reparto', 'Guion', 'Banda sonora']","['Primavera (2018)', 'Senhora do Destino (2004)', 'Duas Caras (2007)']",['Festival Brasil Cinema Internacional']
Gilbert Glenn Brown,,"['Reparto', 'Dirección', 'Edición']","['Respect (2021)', 'Stargirl (2020)', 'The Young and the Restless (1973)']",
Jessica D. Stone,1990.0,"['Reparto', 'Sonido']","['A dos metros bajo tierra (2001)', 'Super Street Fighter IV (2010)', 'Sengoku basara 3 (2010)']",[]
Ramona Cannon,,['Reparto'],[],
Robert Machray,1945.0,['Reparto'],"['El maestro del disfraz (2002)', 'Thanks (1999)']",[]
Polly du Pont Noonan,,"['Reparto', 'Arte']",[],[]
Onur Tukel,1972.0,"['Reparto', 'Guion', 'Dirección']",['Applesauce (2015)'],"['Sarasota Film Festival', 'Little Rock Film Festival', 'American Film Festival', 'Indie Filmmaker Awards']"
Didi Conn,1951.0,"['Reparto', 'Producción', 'Banda sonora']","['Grease (1978)', 'Grease 2 (1982)', 'Benson (1979)']",[]
Charlie Weiss,,['Reparto'],[],
Jules Lefebvre,,['Reparto'],[],
Austin Graves,,['Reparto'],"['Entourage (2000)', 'That Which Is Within (2009)']",
Kim Estes,,"['Reparto', 'Producción', 'Cámara y electricidad']","['Underdog (2019)', 'To Be Me (2019)', 'Together (2019)']","['Primetime Emmy Awards', 'L.A. Shorts Fest', 'Accolade Competition', 'Telly Awards', 'Culver City Film Festival', 'WRPN Global Webisode Competition', 'Virgin Spring Cinefest', 'Silicon Beach Film Festival', 'Silver State Film Festival', 'Cult Critic Movie Awards', 'Royal Wolf Film Awards']"
Anne Marie Ottersen,1945.0,"['Reparto', 'Guion']",['Hustruer III (1996)'],"['Amanda Awards, Norway']"
Lyric Hurd,2008.0,['Reparto'],"['Manifest (2018)', 'Blue Bloods (2010)']",[]
Irit Levi,1947.0,"['Reparto', 'Guion', 'Producción']","['Blue Jasmine (2013)', 'Sand (2010)', 'Que nadie duerma (2000)']",
Bob Burns,1935.0,"['Reparto', 'Efectos especiales', 'Equipos adicionales']",['The Lovely Bones (2009)'],"['Academy of Science Fiction, Fantasy & Horror Films, USA', 'Visual Effects Society Awards', 'Rondo Hatton Classic Horror Awards', 'Horror Host Hall Of Fame']"
Lars Henriks,,"['Reparto', 'Guion', 'Dirección']","['Leon muss sterben (2017)', 'Bearkittens (2018)', 'How to be a Homewrecker (2017)']","['Sanford International Film Festival', 'MedFF']"
Stephanie Dyck,,['Reparto'],[],
Pitobash,,"['Reparto', 'Producción']","['El chico del millón de dólares (2014)', 'Shor in the City (2010)', 'Mirch (2010)']","['Screen Awards, IN']"
Shaun McMillan,,"['Reparto', 'Equipos adicionales']","['The Resident (2018)', 'The Charles Effect (2019)', 'Elle Rose (2021)']",
Daniel Hoesl,,"['Dirección', 'Guion', 'Producción']","['Davos (2020)', 'Soldate Jeannette (2013)', 'WiNWiN (2016)']","['Romy Gala, Austria', 'Rotterdam International Film Festival']"
Jenny Coulter,,['Reparto'],[],
Rajendra Khadgi,,"['Especialistas', 'Reparto', 'Producción']",[],
Rachel Borka,,"['Reparto', 'Guion', 'Producción']",[],
Elisabeth Tissot-Guerraz,,['Reparto'],[],
Peter Domankiewicz,,"['Producción', 'Dirección', 'Guion']","['Memoirs of an Imaginary Childhood (1995)', 'A Quiet Night In (2002)']",
Haha Davis,,['Reparto'],[],
Chef Joe Gatto,,"['Reparto', 'Guion', 'Dirección de la segunda unidad o asistencia a dirección']",[],"['Boston Underground Film Festival', 'Boston International Comedy & Movie Festival', 'Seattle True Independent Film Festival']"
Kirk Blada,,['Reparto'],[],
Mary Laundry,,['Reparto'],[],
Mindy Kaling,1979.0,"['Reparto', 'Producción', 'Guion']","['The Office (2005)', 'Late Night (2019)']","['Satellite Awards', 'PGA Awards', 'Gracie Allen Awards', 'IMDb STARmeter Awards', 'Behind the Voice Actors Awards', 'Voice Arts Awards', 'Gold Derby Awards']"
Chao Wu,1904.0,"['Equipos adicionales', 'Dirección', 'Producción']","['Wang Lao Hu qiang qin (1974)', 'Hu xiao yuan ti (1934)', 'The Chinese Robin Hood (1941)']",
Martin Challinor,,"['Reparto', 'Producción']",[],"['UK Offline Web Fest', 'Dreamachine International Film Festival', 'Toronto International Nollywood Film Festival', 'Vegas Movie Awards']"
Sharda Desoares,,['Reparto'],[],
Jose Fuca,,"['Reparto', 'Dirección', 'Guion']",[],
John Lynn,,"['Dirección de producción', 'Producción', 'Reparto']","['Celebrity Deathmatch (1998)', 'WordGirl (2007)']",[]
Kassy Gnazzo,,['Reparto'],[],
Wojciech Ziemianski,1953.0,['Reparto'],"['Zwerbowana milosc (2010)', 'El bautizo (2010)', 'Varsovia 1944 (2014)']",
Hunter Kidwell,,['Reparto'],[],
Carena Lasko,,['Reparto'],[],
Jadon Sand,,"['Reparto', 'Equipos adicionales']","['The Affair (2014)', 'La LEGO película 2 (2019)', 'La LEGO película (2014)']",[]
Fred Tatasciore,1968.0,"['Reparto', 'Equipos adicionales', 'Dirección']",['Kung Fu Panda 2 (2011)'],['Behind the Voice Actors Awards']
Lee Bom,1993.0,['Reparto'],['Sonyeogoedam (2014)'],
Amy Argyle,1979.0,"['Reparto', 'Producción', 'Dirección']","['Sin rastro (2012)', 'The Lears (2017)']",['SoCal Independent Film Festival']
Jay Williams,,"['Reparto', 'Cámara y electricidad', 'Edición']",[],[]
Fred Williamson,1938.0,"['Reparto', 'Producción', 'Dirección']",['Abierto hasta el amanecer (1996)'],"['Brooklyn Horror Film Festival', 'Texas Film Awards']"
Marco DelVecchio,,"['Reparto', 'Producción']",[],"['Top Shorts Film Festival', 'Los Angeles Film Awards', 'Actors Awards, Los Angeles', 'Gold Movie Awards', 'Vegas Movie Awards']"
Leslie Jordan,1955.0,"['Reparto', 'Guion', 'Producción']",['Criadas y señoras (2011)'],"['Primetime Emmy Awards', 'New York International Independent Film & Video Festival', 'Gold Derby Awards']"
Ciaran O'Quigley,,['Reparto'],[],
Rick Baldwin,1979.0,"['Producción', 'Reparto', 'Efectos especiales']","['The Outskirts (2007)', 'Wedding Bliss (2008)']",['Magnolia Independent Film Festival']
Andy Pappas,,"['Dirección de producción', 'Equipos adicionales', 'Reparto']",[],
Kyle Gatt,,['Reparto'],[],
Simon,1969.0,"['Reparto', 'Producción', 'Dirección']",[],"['Film Critics Circle of Australia Awards', 'Film Independent Spirit Awards', 'Logie Awards', 'Walk of Fame', 'Family Television Awards', 'Australian Directors Guild Awards', 'Australian Academy of Cinema and Television Arts (AACTA) Awards']"
Victoria Hauchin,,['Reparto'],[],
Peter Moon,,"['Reparto', 'Guion', 'Producción']",[],[]
Emily Collard,,['Reparto'],[],
Shannon Garner,,['Reparto'],[],
Lydia Gaebe Bishop,,"['Reparto', 'Guion y continuidad', 'Equipos adicionales']","['The Falling (2006)', 'The Day My Parents Became Cool (2009)']",
Dwight Yoakam,1956.0,"['Reparto', 'Guion', 'Producción']","['El otro lado de la vida (1996)', 'De boda en boda (2005)']","['Grammy Awards', 'Walk of Fame', 'Academy of Country Music Awards']"
Dave Courtney,1959.0,"['Reparto', 'Producción', 'Guion']","['Full English Breakfast (2014)', 'Gatwick Gangsters (2017)']",[]
Tony Gapastione,,"['Dirección', 'Reparto', 'Guion']","['1440 and Counting (2015)', 'Neighbor (2017)', 'The Crossing Guard (2023)']",
Robert Stadlober,1982.0,"['Reparto', 'Producción', 'Dirección']","['Tormenta de verano (2004)', 'Enemigo a las puertas (2001)']","['Bavarian Film Awards', 'Montréal World Film Festival', 'Undine Awards, Austria']"
Sarah Hemphill,,['Reparto'],[],
Chempa,,['Reparto'],[],[]
Logan Polish,2001.0,"['Reparto', 'Dirección', 'Guion']","['El granjero astronauta (2006)', 'Margot (2019)', 'La costa de los mosquitos (2021)']","['Red Rock Film Festival', 'Seattle Film Festival']"
Paul Williams,1940.0,"['Música', 'Reparto', 'Composición']","['El fantasma del Paraíso (1974)', 'La película de los Teleñecos (1979)', 'Los caraduras (1977)']","['Academy Awards, USA', 'ASCAP Film and Television Music Awards', 'Golden Globes, USA', 'Satellite Awards', 'Grammy Awards', 'Walk of Fame', 'World Soundtrack Awards', 'Rondo Hatton Classic Horror Awards', 'Fimucite Festival Internacional de Musica de Cine de Tenerife', 'Guild of Music Supervisors Awards']"
Laura Azcurra,1981.0,"['Reparto', 'Banda sonora']","['Verdad consecuencia (1996)', 'Soy gitano (2003)']",[]
Dev Kennedy,,['Reparto'],[],[]
Deva Mahenra,,"['Reparto', 'Banda sonora']","['Ikatan Cinta (2020)', 'Belok Kanan Barcelona (2018)', 'Sabtu Bersama Bapak (2016)']",[]
Theodora Remundová,1974.0,"['Reparto', 'Dirección', 'Guion']","['Niceho nelituji (2003)', 'Výlet (2002)', 'Ene bene (2000)']",['Karlovy Vary International Film Festival']
Heather Joy Budner,1979.0,"['Reparto', 'Especialistas']","['The Big Bang (2003)', 'Flowers (2004)', 'A Summer Song (2010)']",
John Feir,,"['Reparto', 'Música', 'Banda sonora']",[],"['Golden Screen TV Awards, Philippines']"
Asiah Holm,1992.0,"['Reparto', 'Composición']","['Inner Quest (2010)', 'Red Pine City (2023)', 'A Light in the Dark (2012)']",
Courtney Loggins,,['Reparto'],[],
Jamie Bleisch-Simpson,,['Reparto'],[],
Charley Beller,,['Reparto'],[],
Joe Willand,,"['Reparto', 'Guion', 'Producción']",[],
Tony Estese,,"['Producción', 'Reparto', 'Guion']",[],
Grace Byers,2016.0,['Reparto'],"['Empire (2015)', 'The Blackening (2022)', 'Phoenix (2024)']",[]
Gerónimo Basile,,['Reparto'],[],
Jon Huertas,,"['Reparto', 'Dirección', 'Guion']","['This Is Us (2016)', 'Castle (2009)', 'Generation Kill (2008)']","['ALMA Awards', 'Breckenridge Festival of Film', 'Imagen Foundation Awards', 'Prism Awards', 'Screen Actors Guild Awards', 'CinEuphoria Awards']"
Sara Sue Vallee,,"['Reparto', 'Equipos adicionales', 'Guion']",[],
Wannes Cappelle,,"['Reparto', 'Guion', 'Guion y continuidad']",[],"['Film Festival Oostende', 'Nacht van de Vlaamse Televisie Sterren']"
Brennen Benson,,['Reparto'],[],
Alesya Prokhorova,,['Reparto'],[],
Doug Grant,1959.0,['Reparto'],"['Stag Night of the Dead (2010)', 'El casero (1970)', 'Ojos en la noche (1990)']",
Mitchell Self,,"['Reparto', 'Diseño de producción', 'Dirección de arte']",[],
Stevie Cooper,,"['Reparto', 'Maquillaje']",[],"['San Diego International Film Festival', 'Accolade Competition']"
J. Conrad Frank,,['Reparto'],[],
Walter Threadgill,,['Producción'],[],
Faradina Mufti,,['Reparto'],[],[]
Tasciotti,,['Reparto'],[],
Julie Condra,1970.0,['Reparto'],['Nixon (1995)'],[]
Krystyna Demska-Olbrychska,1954.0,['Reparto'],"['Przekleta ziemia (1983)', 'Kuchenne rewolucje (2010)']",
Keaton Talmadge,1977.0,"['Reparto', 'Equipos adicionales']","['Wasteland 3 (2020)', 'Cloudpunk (2020)']",[]
James Pumphrey,1985.0,"['Reparto', 'Guion', 'Producción']","['High Road (2011)', 'Fun Size (2012)']",
Aseem Tiwari,,"['Reparto', 'Producción', 'Guion']",[],
Hans Isaac,,"['Reparto', 'Dirección', 'Guion']",[],['Malaysian Film Festival']
Guia Jelo,1952.0,['Reparto'],"['La escolta (1993)', 'La piovra (1984)', 'Stare fuori (2008)']",
Phillip Harris,,['Reparto'],[],
Kelby Thwaits,,"['Producción', 'Dirección', 'Composición']",[],"['Best Shorts Competition', 'International Filmmaker Festival of World Cinema, London', 'L.A. Neo Noir Novel, Film & Script Festival', 'Independent Shorts Awards', 'Silicon Beach Film Festival', 'Athens International Monthly Art Film Festival', 'Best Film Awards', 'Vesuvius International Film Festival', 'V.i.Z Film Fest', 'Best Actor & Director Awards', 'World Indie Film Awards', 'Paris International Short Festival', 'Lily Indie Film Festival', 'San Diego International Film Awards', 'Absurd Film Festival']"
Ying-Hsuan Kao,1978.0,"['Reparto', 'Equipos adicionales']","['Maleficio (2022)', 'Luo ri (2015)']",['Taipei Film Festival']
Charlie Tacker,,"['Reparto', 'Producción', 'Guion']","['Castle Rock (2018)', 'The Witch in the Window (2018)']",['Brightside Tavern Film Festival']
Sadie Alexandru,2013.0,"['Reparto', 'Producción']","['Mad Men (2007)', 'Familia de acogida (2013)']","['Independent Filmmakers Showcase IFS Film Festival, US']"
Tim Wersan,,['Reparto'],[],
Alexandra Aitken,,['Reparto'],"['Nueva York para principiantes (2008)', 'Goose Sock Blender Wok (2006)']",[]
Emily Roman,,"['Reparto', 'Equipos adicionales']",[],[]
Mélanie Martinez,1995.0,"['Music Artist', 'Reparto', 'Dirección']",[],[]
Andy Allo,1989.0,"['Reparto', 'Banda sonora']","['Upload (2020)', 'Dando la nota 3 (2017)', 'Chicago Fire (2012)']",[]
Sophie De La Rochefoucauld,1965.0,['Reparto'],"['Screen One (1985)', 'Retrouver Sara (2006)', 'Garonne (2002)']",['Luchon International Film Festival']
Khan Baykal,,"['Reparto', 'Guion', 'Producción']",[],[]
Izara Aishah,,['Reparto'],[],[]
Beth Walker,,['Reparto'],[],
Daniel Muñoz,1966.0,"['Reparto', 'Banda sonora']","['Los 80 (2008)', 'Taxi para tres (2001)', 'Allende en su laberinto (2014)']","['Arts and Entertainment Critics Awards, Chile', 'Chileans Altazor Awards', 'Copihue de Oro']"
Christopher Balambao,,"['Reparto', 'Equipos adicionales']",[],
Alla Demidova,1936.0,['Reparto'],"['Nastroyshchik (2004)', 'El espejo (1975)', 'Malenkaya printsessa (1997)']","['Nika Awards', ""People's Artist of the Republic"", 'Russian Guild of Film Critics', 'Golden Eagle Awards, Russia']"
George Somner,1994.0,"['Reparto', 'Dirección', 'Producción']","['Sex Education (2019)', 'Esto te va a doler (2022)']","['Earls Court Film Festival, London', 'Unrestricted View Film Festival']"
Nicole Swahn,,['Reparto'],"['Vagina dentata (2007)', 'Un caradura de confianza (2005)', 'Friday Night Lights (2006)']",
Paul Alsing,,"['Reparto', 'Transporte']",[],
Antti Launonen,1980.0,['Reparto'],"['Korkein oikeus (2008)', 'Ratamo (2018)', 'Onnen varjot (2005)']",
Brandon Slagle,,"['Dirección', 'Guion', 'Producción']","['Arena Wars (2024)', 'Breakout (2023)']","['Action on Film International Film Festival, USA', 'Canada International Film Festival', 'Shockfest Film Festival, US', 'California Film Awards', 'Fright Night Film Festival, US', 'Paris Art and Movie Awards', 'Urban Action Showcase And Expo', 'Eurasia International Monthly Film Festival', 'Boden International Film Festival', 'Barcelona Indie Awards']"
Alan Harman,,['Reparto'],[],
Richard Booker,,['Reparto'],[],
Linda Cerabolini,,['Reparto'],[],
Eirik Hallert,,"['Reparto', 'Producción']",[],
Gabriella Pession,1977.0,['Reparto'],"['Crossing Lines (2013)', 'Wilfred (2011)', 'La porta rossa (2017)']",[]
Danijela Vranjes,1973.0,['Reparto'],"['Coriolanus (2011)', 'Dara of Jasenovac (2020)']",
