actor,año_nacimiento,que_hace,conocido_por,lista premios
Soumya Bhat,,['Reparto'],[],
Niecy Nash,1970.0,"['Reparto', 'Producción', 'Dirección']","['Adivina quién (2005)', 'Claws (2017)']","['Critics Choice Awards', 'Daytime Emmy Awards', 'Primetime Emmy Awards', 'Satellite Awards', 'Image Awards (NAACP)', 'Walk of Fame', 'Gracie Allen Awards', 'Online Film & Television Association', 'Gold Derby Awards', 'Black Reel Awards for Television', 'Essence Black Women in Hollywood', 'AAFCA TV Honors', 'Astra Television Awards']"
Trionna Moore,,"['Reparto', 'Casting', 'Producción']",[],
Shirin Esmaeeli,,['Reparto'],[],
Munachi Abii,,"['Reparto', 'Dirección']",[],
Oleg Drach,1959.0,"['Reparto', 'Guion', 'Banda sonora']","['La muerte de Stalin (2017)', 'Teatr Telewizji (1953)']",
Raquel Rubí,,['Reparto'],[],
Ranjeet Jog,,"['Reparto', 'Producción']",[],
Kalejaiye Paul,,['Reparto'],[],
Harrison Young,1930.0,['Reparto'],"['Salvar al soldado Ryan (1998)', 'The Game (1997)']",[]
Luisa Calcumil,,['Reparto'],[],[]
Dan Campbell,,"['Reparto', 'Equipos adicionales']",[],
Saritha Yadav,,['Reparto'],[],
Patrick Grandperret,1946.0,"['Dirección', 'Guion', 'Producción']","['Asesinas (2006)', 'Mona et moi (1989)', 'Court circuits (1981)']","['Cannes Film Festival', 'Prix Jean Vigo']"
Ryan Lewis,,['Reparto'],"['Cobra Kai (2018)', 'Level 34 (2022)']",[]
Stanley Sui-Fan Fung,1943.0,"['Reparto', 'Dirección', 'Guion']","['Espadas a través del tiempo (1989)', 'Fen ku lou (1981)', 'Lao you gui shang shen (1992)']",[]
Beso Gataev,1981.0,['Reparto'],"['Na igre (2009)', 'El rompehielos (2016)']",
Ivy Catucod,,"['Música', 'Producción', 'Sonido']",[],
Cecilia Mangini,1927.0,"['Guion', 'Dirección', 'Reparto']",['Klon (1992)'],[]
Brandon DeShazer,1984.0,"['Reparto', 'Producción', 'Equipos adicionales']","['Hot Guys with Guns (2013)', 'Days of Our Lives (1965)', 'Party Down (2009)']",[]
Andy Hallett,1975.0,"['Reparto', 'Banda sonora']","['Ángel (1999)', 'Chance (2002)', 'The Enforcers (2001)']",[]
Miwa Cogez,,['Reparto'],[],
Okwui Okpokwasili,,"['Reparto', 'Guion', 'Producción']","['La intérprete (2005)', 'Soy leyenda (2007)']",
Sophie Fontaine,,['Equipos adicionales'],[],
Gilson Moura,,"['Reparto', 'Dirección']",[],
Michel Grateau,,['Reparto'],[],
Todd Giebenhain,,"['Reparto', 'Banda sonora']","['Hope (2010)', 'Malcolm (2000)', 'Perry Mason (2020)']",[]
James C. Victor,,['Reparto'],[],
Irene Escolar,1988.0,"['Reparto', 'Producción']","['Un otoño sin Berlín (2015)', 'Dime quién soy (2020)', 'Competencia oficial (2021)']","['Cinema Jove - Valencia International Film Festival', 'Cinema Writers Circle Awards, Spain', 'Goya Awards', 'San Sebastián International Film Festival', 'Premios ACE', 'Alicante Film Festival']"
Ines Dali,,['Reparto'],[],
Marlee Matlin,1965.0,"['Reparto', 'Producción', 'Dirección']",['Hijos de un dios menor (1986)'],"['Academy Awards, USA', 'Golden Globes, USA', 'Screen Actors Guild Awards', 'Walk of Fame', 'Location Managers Guild International Awards (LMGI)', 'Media Access Awards', 'Hawaii Film Critics Society', 'Hollywood Critics Association']"
Gherardo Crucitti,,['Reparto'],[],
Marlon Marrero,,['Reparto'],[],
Jason Grant,,['Reparto'],[],
Arianna Ortiz,,"['Reparto', 'Producción', 'Guion']","['Nine Days (2020)', 'This Is Us (2016)', 'Parenthood (2010)']",[]
Linds Edwards,2012.0,"['Reparto', 'Guion', 'Producción']",['Powers (2015)'],[]
Luis Tosar,1971.0,"['Reparto', 'Producción', 'Guion']","['Celda 211 (2009)', 'Mientras duermes (2011)', 'Te doy mis ojos (2003)']","['Biarritz International Festival of Latin American Cinema', 'Cartagena Film Festival', 'Fotogramas de Plata', 'Málaga Spanish Film Festival', 'Mar del Plata Film Festival', 'Miami Film Festival', 'San Sebastián International Film Festival', 'Seattle International Film Festival', 'Valladolid International Film Festival', 'Spanish Actors Union', 'Copenhagen International Film Festival', 'Sant Jordi Awards', 'Premios ACE', 'Turia Awards', 'Almería International Film Festival', 'Gaudí Awards', 'CinEuphoria Awards', ""L'Alfàs del Pi Film Festival"", 'José María Forqué Awards', 'Yoga Awards', 'Mestre Mateo Awards', 'Premios Pávez - Festival Nacional de Cortometrajes Talavera de la Reina']"
Anton Dalgård Guleryüz,,['Reparto'],[],
Joan Vall Karsunke,,"['Dirección', 'Guion', 'Reparto']",[],
John Lynch,1963.0,"['Reparto', 'Dirección', 'Edición']","['El fundador (2016)', 'Fargo (1996)', 'Lucky (2017)']","['Satellite Awards', 'Haifa International Film Festival', 'Locarno International Film Festival', 'Screen Actors Guild Awards', 'Thessaloniki Film Festival', 'Los Angeles Film Festival', 'FilmOut San Diego, US', ""Film Club's The Lost Weekend"", 'Gold Derby Awards', 'American Film Festival', 'José Ignacio International Film Festival']"
Julieta Zylberberg,1983.0,"['Reparto', 'Guion', 'Banda sonora']","['Relatos salvajes (2014)', 'La mirada invisible (2010)', 'Mi amiga del parque (2015)']","['Argentinean Film Critics Association Awards', 'Málaga Spanish Film Festival', 'Clarín Entertainment Awards', 'Academy of Motion Picture Arts and Sciences of Argentina']"
Zeel Joshi,,['Reparto'],[],
James Wilder,1968.0,"['Reparto', 'Guion', 'Producción']","['Modelos (1994)', 'La universidad de los zombis (1987)']","['Garden State Film Festival', 'Buffalo Niagara Film Festival', 'Red Dirt International Film Festival, US', 'Winter Film Awards']"
Joanne Lord,,['Reparto'],[],
Izaskun Zubillaga,1991.0,['Reparto'],[],[]
Andy Romano,1936.0,['Reparto'],"['Alerta máxima (1992)', 'Una mujer en la liga (1989)', 'Alerta máxima 2 (1995)']",[]
Andy Hallett,1975.0,"['Reparto', 'Banda sonora']","['Ángel (1999)', 'Chance (2002)', 'The Enforcers (2001)']",[]
Keri Brye,,['Reparto'],[],
Srishti Shrivastava,1993.0,['Reparto'],"['Gully Boy (2019)', 'Girliyapa (2016)', 'Girls Hostel (2018)']",[]
Françoise Audouin,,['Reparto'],[],
Antonio Saboia,,"['Reparto', 'Producción', 'Dirección']",[],"['Recife Cine PE Audiovisual Festival', 'CinEuphoria Awards', 'Guarnicê de Cinema', 'Festival Audiovisual de Campina Grande - Comunicurtas UEPB', 'Festival Aruanda do Audiovisual Brasileiro']"
Tom Burne,,['Reparto'],[],
George Seremba,,['Reparto'],"['Cazatesoros (1999)', 'El escapista (2008)', 'Mas allá de la realidad (1991)']",[]
Powerman M.C.,,"['Reparto', 'Música', 'Producción']",[],
Manuel Muñoz,,"['Edición', 'Guion', 'Dirección']",[],"['Alcalá de Henares Short Film Festival', 'Drama Short Film Festival', 'Rotterdam International Film Festival', 'Las Palmas Film Festival', 'Kiev Contact - International Documentary Film Festival', 'Toulouse Cinespaña', 'Tofifest - International Film Festival', 'Festival Internacional de Cine de Cartagena']"
Michael Worth,1965.0,"['Reparto', 'Guion', 'Dirección']","['Killing Cupid (2005)', 'Apple Seed (2019)']","['New York VisionFest', 'Accolade Competition', 'Action on Film International Film Festival, USA', 'Hollywood Documentary & Fiction Festival', 'Maverick Movie Awards', 'New Media Film Festival', 'Best Actors Film Festival', 'Los Angeles Independent Film Festival Awards', 'IndieFEST Film Awards', 'Lake Charles Film Festival']"
Lucía Jiménez,1978.0,"['Reparto', 'Producción', 'Dirección']","['El Trono (2023)', 'La buena vida (1996)', 'La caja Kovak (2006)']",['Festival de cine de Zaragoza']
Christopher Soren Kelly,,"['Reparto', 'Producción', 'Edición']",[],"['Dances With Films', 'HollyShorts Film Festival', 'Media Film Festival, US', 'Buffalo Dreams Fantastic Film Festival', 'Thriller Chiller Film Festival', 'GenreBlast Film Festival']"
Richie Campbell,,"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Producción']","['Grace (2021)', 'Top Boy (2011)', 'Anuvahood (2011)']",[]
Eric Moyer,,"['Reparto', 'Producción', 'Especialistas']",['Remission (2014)'],
Sandra Thomas,,"['Reparto', 'Guion']",[],
Caterina Misasi,,"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",[],
Carmen Sorrenti,,['Reparto'],[],
Yasmine Maya,,['Reparto'],['Sombra y hueso (2021)'],
Horst Krause,1941.0,['Reparto'],"['Schultze Gets the Blues (2003)', 'Der Leutnant vom Schwanenkietz (1974)']","['German Film Awards', 'Stockholm Film Festival']"
Jan Maxwell,1956.0,"['Reparto', 'Equipos adicionales']","['BrainDead (2016)', 'Una vida por delante (2005)', 'The Good Wife (2009)']",['Voice Arts Awards']
Ty Hodges,,"['Reparto', 'Producción', 'Dirección']","['Miles from Home (2006)', 'Venus as a Boy (2021)', 'A Girl Like Grace (2015)']",['Washington DC Independent Film Festival']
Joyce Akagbo,,['Reparto'],[],
Catalina López,,['Reparto'],[],
Stuart Wells,1982.0,['Reparto'],['Peak Practice (1993)'],[]
Suzzanne Douglas,1957.0,"['Reparto', 'Producción', 'Banda sonora']","['Escuela de rock (2003)', 'Tap Dancing (1989)']","['Image Awards (NAACP)', 'Black Reel Awards']"
Aleksandra Rebenok,1980.0,"['Reparto', 'Guion']","['1993 (2023)', 'Acid (2018)']","['Golden Eagle Awards, Russia']"
Susan Walters,1963.0,"['Reparto', 'Dirección']","['The Young and the Restless (1973)', 'Crónicas vampíricas (2009)', 'The Flash (2014)']",[]
Gina Rodriguez,1984.0,"['Reparto', 'Producción', 'Dirección']","['Marea negra (2016)', 'Disomnia (2021)', 'Aniquilación (2018)']","['ALMA Awards', 'Golden Globes, USA', 'Imagen Foundation Awards', 'Teen Choice Awards', 'CinemaCon, USA', 'GALECA: The Society of LGBTQ Entertainment Critics', 'Gold Derby Awards']"
Margaret Jackman,,['Reparto'],"['Resucitado (2016)', 'Agente contrainteligente (2016)', 'Control (2007)']",
Christian Bravo,,['Reparto'],[],
Paul Vega,,['Efectos visuales'],[],[]
Dane DiLiegro,,['Reparto'],['American Horror Stories (2021)'],[]
Veta Geraskina,1986.0,"['Agente de talentos', 'Guion', 'Dirección']",[],
Leonardo DiCaprio,1974.0,"['Producción', 'Reparto', 'Guion']","['Origen (2010)', 'Titanic (1997)', 'Infiltrados (2006)']","['Academy Awards, USA', 'Berlin International Film Festival', 'Blockbuster Entertainment Awards', 'Boston Society of Film Critics Awards', 'BAFTA Awards', 'Critics Choice Awards', 'Chicago Film Critics Association Awards', 'Dallas-Fort Worth Film Critics Association Awards', 'Golden Globes, USA', 'Satellite Awards', 'Hollywood Film Awards', 'Irish Film and Television Awards', 'Kansas City Film Critics Circle Awards', ""Kids' Choice Awards, USA"", 'Las Vegas Film Critics Society Awards', 'Los Angeles Film Critics Association Awards', 'MTV Movie + TV Awards', 'National Board of Review, USA', 'Palm Springs International Film Festival', ""People's Choice Awards, USA"", 'Razzie Awards', 'Rembrandt Awards', 'San Diego Film Critics Society Awards', 'Santa Barbara International Film Festival', 'Screen Actors Guild Awards', 'Teen Choice Awards', 'Seattle Film Critics Awards', 'Phoenix Film Critics Society Awards', 'Chlotrudis Awards', 'Central Ohio Film Critics Association', 'Austin Film Critics Association', 'Washington DC Area Film Critics Association Awards', 'Los Angeles Film Festival', 'New Media Film Festival', 'International Cinephile Society Awards', 'North Texas Film Critics Association, US', 'St. Louis Film Critics Association, US', 'Alliance of Women Film Journalists', 'Scream Awards', 'Dublin Film Critics Circle Awards', 'Denver Film Critics Society', 'IGN Summer Movie Awards', 'CinEuphoria Awards', 'Georgia Film Critics Association (GAFCA)', 'GALECA: The Society of LGBTQ Entertainment Critics', 'Utah Film Critics Association Awards', 'Oklahoma Film Critics Circle Awards', 'Online Film & Television Association', 'Awards Circuit Community Awards', 'Italian Online Movie Awards (IOMA)', 'Golden Schmoes Awards', 'Women Film Critics Circle Awards', 'International Online Cinema Awards (INOCA)', 'Order of Arts and Letters, France', 'Red Nation Film Festival', 'Nevada Film Critics Society', 'Yoga Awards', 'Bravo Otto', '20/20 Awards', 'Australian Academy of Cinema and Television Arts (AACTA) Awards', 'AACTA International Awards', 'Russian National Movie Awards', 'Odyssey Awards']"
Diogo Faria,1983.0,['Reparto'],"['Mar Salgado (2014)', 'Aqui Tão Longe (2016)']",
Msaada Nia,,"['Casting', 'Dirección de casting', 'Equipos adicionales']","['Un pliegue en el tiempo (2018)', 'Would You Rather (2012)', 'Selma (2014)']",[]
Preston Plante,,"['Dirección', 'Reparto', 'Guion']",[],
Randy Spence,1975.0,"['Reparto', 'Equipos adicionales', 'Dirección']",['House of Cards (2013)'],"['Milano International Film Festival Awards (MIFF Awards)', 'Maverick Movie Awards', 'Myrtle Beach International Film Festival, US', 'International Christian Film Festival', 'Seattle Film Festival']"
Wass Stevens,,"['Reparto', 'Equipos adicionales', 'Banda sonora']","['Public Morals (2015)', 'House of Cards (2013)', 'El luchador (2008)']",['New York International Independent Film & Video Festival']
Dale C. Reeves,,"['Reparto', 'Dirección', 'Guion']",[],
Viktor Dobronravov,1983.0,"['Reparto', 'Producción']","['Héroes de acero (2018)', 'Skvoz vremya (2023)']",[]
Annika Kuhl,1975.0,"['Reparto', 'Música']","['RAF Facción del ejército rojo (2008)', 'Sløborn (2020)', 'Glückliche Fügung (2010)']",[]
Zach Sanchez-Vitale,1989.0,"['Reparto', 'Producción']","['El mejor padre del mundo (2009)', 'Noche de marcha (2013)']",
Harrison Page,1941.0,['Reparto'],['Tipo duro (2012)'],['Western Heritage Awards']
Shantell Yasmine Abeydeera,,"['Reparto', 'Producción', 'Guion']",[],
Esteban O'Kingston,,['Reparto'],[],
Shabana Azeez,,['Reparto'],[],['Tropfest']
Chris Angelo,,"['Reparto', 'Cámara y electricidad']",[],
Lara Romanoff,,"['Reparto', 'Guion', 'Producción']","['American Seagull (2013)', 'Cellular (2004)']",
Dawn Kapatos,,"['Reparto', 'Arte', 'Dirección de casting']",[],
Sara Hjort Ditlevsen,1988.0,"['Reparto', 'Guion', 'Dirección']","['Undskyld jeg forstyrrer (2012)', 'Borgman (2013)']",['Bodil Awards']
Kenny Chin,,['Reparto'],['Our RoboCop Remake (2014)'],
Tatjana Pasztor,,['Reparto'],[],
Langdon Bosarge,,"['Dirección', 'Guion', 'Producción']",[],
Shine Tom Chacko,1983.0,"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Música']","['Beast (2022)', 'Ishq (2019)', 'Kurup (2021)']",['South Indian International Movie Awards']
Débora Ingrid,,['Reparto'],[],"['Paulínia Film Festival', '37° Festival Guarnicê de Cinema', 'Festival de Cinema da Fronteira']"
Emil Zoltán Kállay,,['Reparto'],[],
Haidi Wang,,['Reparto'],[],
Rebekah Brandes,1985.0,"['Guion', 'Reparto', 'Equipos adicionales']","['Free Pudding (2017)', 'Greek (2007)']",['Berlin Flash Film Festival']
Claude Hernandez,,['Reparto'],[],
Sabrina Campbell,,"['Reparto', 'Producción', 'Guion']",[],
Denny Dale Bess,1969.0,"['Reparto', 'Guion', 'Equipos adicionales']","['The Suspect (2013)', 'One Fall (2016)', 'The Blacklist (2013)']",
Brian McGurk,,"['Reparto', 'Guion']",[],
Peter Johnson,,"['Reparto', 'Casting', 'Producción']",[],
Cindy Glass,,"['Equipos adicionales', 'Reparto']",[],
Cynthia Charles,,"['Reparto', 'Producción']",[],
Bobby,2004.0,"['Reparto', 'Producción', 'Equipo ejecutivo']","['Enola Holmes (2020)', 'Stranger Things (2016)']","['Academy of Science Fiction, Fantasy & Horror Films, USA', ""Kids' Choice Awards, USA"", 'Las Vegas Film Critics Society Awards', 'MTV Movie + TV Awards', ""People's Choice Awards, USA"", 'Screen Actors Guild Awards', 'Teen Choice Awards', 'Fangoria Chainsaw Awards', 'IGN Summer Movie Awards', 'Gold Derby Awards', 'Young Entertainer Awards', 'National Film and Television Awards, USA', 'Blogos de Oro']"
Sonia Alyssa,,['Reparto'],[],
Luisa-Céline Gaffron,1993.0,['Reparto'],"['Y mañana el mundo entero (2020)', '8 días (2019)', 'El profesor de persa (2020)']",['Chicago International Film Festival']
Samantha Healy,1976.0,['Reparto'],"['La isla de los condenados (2007)', 'BeastMaster (1999)', 'MDA (2002)']",[]
Lauren McCann,1980.0,"['Reparto', 'Dirección', 'Guion']","['The Equalizer (2021)', 'An Angry Boy (2023)', 'Girl Boxer (2019)']","['Manhattan Film Festival', 'New York City International Film Festival, US', 'SeriesFest', 'Independent Shorts Awards', 'London International Motion Pictures Award', 'New York Cinematography Awards', 'New Jersey Web Festival', 'NYCTV Festival', 'Montreal Independent Film Festival', 'New York Independent Cinema Awards', 'British Web Awards', 'San Francisco Indie Short Festival']"
Alyy Khan,1968.0,['Reparto'],"['Don 2 (2011)', 'Un corazón invencible (2007)', 'Traidor (2008)']",[]
Karla Cecilia Alvarado,,['Reparto'],[],
Giovanni Melina,,['Reparto'],[],
Nse Ikpe-Etim,,"['Reparto', 'Guion', 'Producción']","['Reloaded (2008)', 'Fifty (2015)']",['African Movie Academy Awards']
Brady Corbet,1988.0,"['Reparto', 'Producción', 'Dirección']","['Funny Games (2007)', 'Melancolía (2011)', 'Oscura inocencia (2004)']","['Istanbul Film Festival', 'RiverRun International Film Festival', 'Sundance Film Festival', 'Venice Film Festival', 'Young Hollywood Awards', 'Lisbon & Estoril Film Festival']"
Hugo Cisterne,,['Reparto'],[],
Rachel Deacon,,"['Reparto', 'Producción']",[],
Jonathon Ruckman,1969.0,"['Reparto', 'Producción', 'Dirección']",['Ray Donovan (2013)'],[]
Alex Noel McCarthy,,"['Reparto', 'Producción']",[],
Marie-Theres Schwinn,,['Reparto'],[],
Ryan Ronquillo,,['Reparto'],[],
Barry Tubb,1963.0,"['Reparto', 'Dirección', 'Guion']","['La leyenda de Billie Jean (1985)', 'American Outlaws (2001)']",[]
Nicholas Andrew Rice,,"['Reparto', 'Producción', 'Guion']",[],
Joshua Cooper,,['Reparto'],[],
Jamie Elvey,2012.0,['Reparto'],"['Some Life Outlived (2015)', 'Video Space (2009)']",
Franco Nero,1941.0,"['Reparto', 'Producción', 'Guion']","['Django desencadenado (2012)', 'Django (1966)']","['Art Film Festival', 'David di Donatello Awards', 'Los Angeles Italian Film Awards', 'Milano International Film Festival Awards (MIFF Awards)', 'Moscow International Film Festival', 'Paris Film Festival', 'Taormina International Film Festival', 'Capri, Hollywood', 'Transilvania International Film Festival', 'Almería International Film Festival', 'Golden Globes, Italy', 'CinEuphoria Awards', 'Golden Goblets, Italy', 'Seville European Film Festival', 'Southern Shorts Awards', 'Almeria Western Film Festival', 'European Cinematography Awards (ECA)', 'Overcome Film Festival', 'Cortodino', 'Indie Short Fest', 'Aphrodite Film Awards', 'Crown Wood International Film Festival', 'London International Motion Pictures Award', 'New York Cinematography Awards', 'Vegas Movie Awards', 'Canadian Cinematography Awards', 'Venice Shorts', 'Toronto Film Channel', 'Vesuvius International Film Festival', 'Golden Sparrow International Film Festival']"
Christopher Simmons,,"['Equipos adicionales', 'Guion']",[],[]
Amira Khalifa,1974.0,"['Reparto', 'Banda sonora']","['Dual (2022)', 'Maata meren alla (2009)', 'Pysäyttäkää Nyqvist (2022)']",[]
Theresa Bowers,,['Reparto'],[],
Jim deProphetis,,"['Reparto', 'Guion', 'Producción']",[],
Frank Robak,,"['Dirección', 'Guion', 'Producción']",[],['Los Angeles Silver Lake Film Festival']
Hülya Duyar,1970.0,"['Reparto', 'Casting', 'Dirección de casting']","['Yali Çapkini (2022)', 'Tiere bis unters Dach (2010)']",[]
Junior Simpson,,['Reparto'],"['Love Actually (2003)', 'Arriba y abajo (2001)', 'Crimen en el paraíso (2011)']",[]
Oldrich Hajlich,1992.0,['Reparto'],"['Václav (2007)', '4teens (2011)']",
Marco Drillings,,['Reparto'],[],
Everett Hall,,['Reparto'],[],
Ruth Wellman,,['Reparto'],[],
Jaime Freitas,2011.0,"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Equipos adicionales']","['Cigano (2013)', 'Aqui Estou Eu (2006)', 'Peixe Doce em Água Salgada (2005)']","['Coimbra Caminhos do Cinema Português', 'The Wild Sound Film Festival', 'Brazil International Monthly independent Film Festival']"
Matias Helleve,,['Reparto'],"['De 7 dødssyndene (2000)', 'Utukt (2000)']",
Monique Coleman,2012.0,"['Reparto', 'Producción', 'Guion']","['High School Musical (2006)', 'A Christmas Dance Reunion (2021)']",['Character and Morality in Entertainment Awards']
Maureen Chibeauty,,['Reparto'],[],
Laurent Bateau,,['Reparto'],"['Más allá de la vida (2010)', 'Marion Mazzano (2010)']",
Dakshayani,,['Producción'],[],
Gabriella Pession,1977.0,['Reparto'],"['Crossing Lines (2013)', 'Wilfred (2011)', 'La porta rossa (2017)']",[]
Haider,,['Reparto'],[],
Scott Bakula,1954.0,"['Reparto', 'Producción', 'Dirección']","['A través del tiempo (1989)', 'American Beauty (1999)', 'Detrás del candelabro (2013)']","['Golden Globes, USA', 'Viewers for Quality Television Awards']"
Joseph Degroat,,['Reparto'],[],
Caroline Ducey,1976.0,['Reparto'],"['Romance X (1999)', 'Trop de bonheur (1994)', 'La grenouille et Dieu (2014)']","['Berlin International Film Festival', 'Torino International Festival of Young Cinema', 'Pancevo Film Festival']"
Haruka Igawa,1976.0,['Reparto'],"['Mizuchi (2006)', 'Kurai tokoro de machiawase (2006)', 'Boku no mahô tsukai (2003)']",
Lorenzo Yearby,,"['Reparto', 'Dirección', 'Guion']",[],[]
Catherine Lei,,['Reparto'],[],
Margaret Dill Andrea,,"['Reparto', 'Edición', 'Dirección']",[],
Kyle Brandt,1979.0,"['Reparto', 'Producción', 'Guion']","['Days of Our Lives (1965)', 'Jim Rome on Showtime (2012)', 'Broken Windows (2008)']",[]
Renata Czinkotai,,"['Edición', 'Reparto']",[],
Tim Loane,,"['Guion', 'Reparto', 'Equipos adicionales']","['Dance Lexie Dance (1996)', 'Juego de tronos (2011)', 'Teachers (2001)']","['Arizona International Film Festival', 'Nantucket Film Festival']"
Mike Binder,,"['Guion', 'Reparto', 'Producción']","['En algún lugar de la memoria (2007)', 'Más allá del odio (2005)']","['Critics Choice Awards', 'US Comedy Arts Festival']"
Paul Petersen,1945.0,"['Reparto', 'Guion', 'Dirección']","['El show de Donna Reed (1958)', 'Cintia (1958)', 'En el año 2889 (1969)']",['Young Artist Awards']
Nick Damici,,"['Reparto', 'Guion', 'Producción']",[],['Toronto After Dark Film Festival']
Domenico Centamore,,"['Reparto', 'Banda sonora']",[],
Wayne Edge,,['Reparto'],['The Iris Echo (2018)'],
Noah Taylor,1969.0,"['Reparto', 'Guion y continuidad', 'Banda sonora']","['Casi famosos (2000)', 'Life Aquatic (2004)', 'Shine (1996)']","['Film Critics Circle of Australia Awards', 'Sitges - Catalonian International Film Festival', 'Fantasia Film Festival', 'Ft. Lauderdale International Film Festival', 'Online Film Critics Society Awards']"
Emily Grace,1999.0,['Reparto'],"['Genius (2017)', 'The Resident (2018)']",
Tom Halstead,,['Reparto'],[],
Larry Bagby,1974.0,"['Reparto', 'Producción', 'Composición']","['El retorno de las brujas (1993)', 'Ultimátum a la Tierra (2008)', 'En la cuerda floja (2005)']",[]
Kuma Chakraborty,,['Reparto'],[],
Laura Coelho,,['Reparto'],[],
Cecily Jamelia,,"['Reparto', 'Guion', 'Producción']","['Krazy in Love Meet the Mom (2018)', 'Jon Benjamin Has a Van (2011)', 'Once Upon a Lifetime (2021)']",
Eko Tralala,,['Reparto'],[],
Levon Petrosyan,,['Reparto'],[],
Mira Gittner,1971.0,"['Reparto', 'Edición', 'Dirección de fotografía y cámara']","['La habitación (2000)', 'Pentamagica (2002)']",['Melbourne Underground Film Festival']
Nile Bullock,,['Reparto'],"['Cruel Summer (2021)', 'The Subject (2020)']",
Aslam Puri,,['Reparto'],[],
Peter Sullivan,,"['Reparto', 'Producción']",[],
Akshaya,1990.0,['Reparto'],"['Bittersweet (2020)', 'Fekam Faak (2013)']",
Anders Palm,1960.0,"['Producción', 'Dirección', 'Guion']",[],['Avoriaz Fantastic Film Festival']
George MacKay,1992.0,"['Reparto', 'Banda sonora']","['1917 (2019)', 'Captain Fantastic (2016)']","['Berlin International Film Festival', 'BAFTA Awards, Scotland', 'British Independent Film Awards', 'Cannes Film Festival', 'Newport Beach Film Festival', 'Santa Barbara International Film Festival', 'Stockholm Film Festival', 'Online Film & Television Association', 'Richard Attenborough Film Awards, UK', 'New Renaissance Film Festival', 'Digital Spy Reader Awards']"
Maddie Nichols,,['Reparto'],"['The Boogeyman (2023)', 'Emergency (2022)', 'Days of Daisy (2022)']",
Guy Pearce,1967.0,"['Reparto', 'Dirección', 'Producción']","['Memento (2000)', 'El cazador (2014)']","['Primetime Emmy Awards', 'Satellite Awards', 'Gotham Awards', 'Las Vegas Film Critics Society Awards', 'Logie Awards', 'New York International Independent Film & Video Festival', 'San Diego Film Critics Society Awards', 'Santa Barbara International Film Festival', 'Screen Actors Guild Awards', 'Golden Schmoes Awards', 'Gold Derby Awards']"
Jaime Anderson,,['Reparto'],[],
Dimitrios Katsantonis,,"['Guion', 'Producción', 'Reparto']",[],['Thessaloniki Film Festival']
Cary-Hiroyuki Tagawa,1950.0,"['Reparto', 'Producción', 'Equipos adicionales']","['Mortal Kombat (1995)', 'El planeta de los simios (2001)', 'Tekken (2010)']",['Behind the Voice Actors Awards']
Andrew Sachs,1930.0,"['Reparto', 'Guion', 'Banda sonora']","['Hotel Fawlty (1975)', 'La loca historia del mundo (1981)', 'The Six Proud Walkers (1962)']",[]
Malerie Grady,,"['Reparto', 'Producción', 'Guion']","['The Oogieloves in the Big Balloon Adventure (2012)', 'Identidad borrada (2018)', 'Alice in Murderland (2010)']",[]
Natasha Charles Parker,,"['Reparto', 'Guion', 'Edición']","['Timber the Series (2015)', 'The Ascension (2011)']",
Suzy Pearce,,['Reparto'],[],
Smrity Sinha,1989.0,['Reparto'],"['Suryaputra Karn (2015)', 'Doodh Ka Karz (2016)']",
Anthea Davis,,['Reparto'],[],
Renée Girard,2009.0,['Reparto'],"['Siguiendo la pista (1986)', 'Algunas chicas (1988)', 'The Secret Adventures of Jules Verne (2000)']",
Chandra Keerthi,,['Reparto'],[],
Relja Milankovic,,"['Producción', 'Reparto', 'Composición']",[],[]
Frances Flanagan,,"['Reparto', 'Producción', 'Decoración']","['Last Stand to Nowhere (2019)', 'Acusados (1988)', 'Expediente X (1993)']","['Melbourne Indie Film Festival', 'Covellite International Film Festival', ""City of Angels Women's Film Festival""]"
Teghan Gentles,,['Reparto'],[],
Amanda Carroll Ellis,,['Reparto'],[],
Jacob Medjuck,,"['Dirección', 'Guion', 'Animación']",[],['Atlantic Film Festival']
Bonnie MacBird,,"['Guion', 'Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",['Tron (1982)'],[]
Irene Tsu,1945.0,"['Reparto', 'Diseño de vestuario', 'Banda sonora']","['Como rellenar un bikini (1965)', 'Aeropuerto 1975 (1974)', 'Mujeres del planeta prehistórico (1966)']","['Brooklyn Horror Film Festival', 'Revolution Me Film Festival']"
Shunxi Ma,,['Reparto'],[],
Roja Matelja Mugabirwe,,"['Guion', 'Dirección', 'Edición']",[],
Raúl Navarro,,"['Guion', 'Dirección', 'Producción']",[],"['Iris Awards (Atv), Spain']"
Rick Moore,,"['Producción', 'Equipo ejecutivo']",[],
Kalina Justice,,['Reparto'],"['Starked Out (2009)', 'Kelly (2010)', 'Murder by the Book (2006)']",
Paolo Sena,,['Reparto'],[],
Sahil Vaid,1986.0,"['Reparto', 'Dirección de arte', 'Producción']",[],[]
Lauren A Jackson,,"['Reparto', 'Dirección', 'Guion']","['La criatura perfecta (2006)', 'This Is Not My Life (2010)']",[]
