actor,año_nacimiento,que_hace,conocido_por,lista premios
Peter Weiß,1916.0,"['Guion', 'Edición', 'Dirección']","['Hägringen (1959)', 'Anna Casparsson (1960)']",[]
Makapa Anand,,['Reparto'],[],
Greg Germann,1958.0,"['Reparto', 'Dirección', 'Banda sonora']","['Ally McBeal (1997)', 'Noviembre dulce (2001)', 'Peligro inminente (1994)']",['Screen Actors Guild Awards']
Adarsh Shinde,,"['Composición', 'Música', 'Reparto']",[],['Filmfare Awards Marathi']
Günay Karacaoglu,1971.0,['Reparto'],"['Gençligim Eyvah (2020)', 'Yarim Elma (2002)']",['Pantene Golden Butterfly Awards']
David Younger,,['Reparto'],[],
Tibor Gáspár,1957.0,['Reparto'],"['Másnap (2004)', 'Illúziók (2009)']","['Hungarian Film Week', 'Hungarian Film Critics Awards']"
Jean-Claude Carrière,1931.0,"['Guion', 'Reparto', 'Dirección']","['La insoportable levedad del ser (1988)', 'El discreto encanto de la burguesía (1972)', 'Cyrano de Bergerac (1990)']","['Academy Awards, USA', 'BAFTA Awards', 'Cannes Film Festival', 'Sitges - Catalonian International Film Festival', 'César Awards, France', 'European Film Awards', 'SACD Awards', 'San Sebastián International Film Festival', 'Writers Guild of America, USA', ""7 d'Or Night"", 'Film by the Sea International Film Festival', 'Flaiano International Prizes', 'Telluride Film Festival, US']"
Lorry Ayers,,['Reparto'],"['Hollywoodland (2006)', 'La huérfana (2009)', 'Silent Hill (2006)']",[]
Suny Behar,,"['Dirección de fotografía y cámara', 'Producción', 'Dirección']",[],"['Long Island International Film Expo', 'Temecula Valley International Film Festival', 'WorldFest Houston', 'California Independent Film Festival', 'Beverly Hills Film Festival', 'ATAS Foundation College Television Awards', 'BAFTA/LA Student Film Awards']"
Joe Martin,,['Reparto'],[],
Preston Lopez,,"['Reparto', 'Equipos adicionales', 'Arte']",[],
Jeff Griffin,,['Especialistas'],[],
Cory Barlog,1975.0,"['Reparto', 'Guion', 'Animación']","['God of War (2018)', 'God of War II (2007)']","['BAFTA Awards', 'Writers Guild of America, USA', 'Game Developers Choice Awards', 'NAVGTR Awards', 'Italian Video Game Awards']"
Mary McCormack,1969.0,"['Reparto', 'Producción', 'Guion']","['Deep Impact (1998)', 'Al descubierto (2008)']",[]
Marta Dancingerová,1991.0,['Reparto'],"['Zlatá labut (2023)', 'Chyby (2021)', 'Crossing Lines (2013)']",
Inger Hansen,,"['Reparto', 'Equipos adicionales']",[],
Will Brittain,1990.0,"['Reparto', 'Dirección', 'Guion']","['Todos queremos algo (2016)', 'A Teacher (2013)']",
Chun-Shun Lo,1957.0,"['Reparto', 'Guion']","['Fung sun bong (2001)', 'Sun diu hap lui (1995)', 'Mao ling (1980)']",
Lucas Black,1982.0,['Reparto'],['El otro lado de la vida (1996)'],"['Academy of Science Fiction, Fantasy & Horror Films, USA', 'Young Artist Awards', 'YoungStar Awards']"
Twain Taylor,,"['Reparto', 'Maquillaje', 'Equipos adicionales']","['Fuller House Featurette (2016)', 'Snowfall (2017)', 'Baskets (2016)']",[]
Hiu Sun Ha,,['Reparto'],[],
Burcu Kutluk,1978.0,['Reparto'],"['Six (2014)', 'Bu Iste Bir Yalnizlik Var (2013)', 'Amor prohibido (2008)']",
Bridget Brown,,['Reparto'],[],
Cihan Simsek,1992.0,"['Reparto', 'Dirección']",['Suda Balik (2015)'],
Jahmela Yarbrough,1983.0,"['Producción', 'Reparto', 'Guion']","['First (2022)', 'First (2014)']",['Pan African Film Festival']
Viktoriya,1996.0,['Reparto'],"['La novia (2017)', 'La sirena (2018)']",
Aiden Lithgow,,['Reparto'],[],
Chrissie Greche,,['Reparto'],[],
Gilbert Gottfried,1955.0,"['Producción', 'Reparto', 'Guion']","['Aladdín (1992)', 'Las aventuras de Ford Fairlane (1990)', 'Mira quién habla también (1990)']","['Rondo Hatton Classic Horror Awards', 'Horror Host Hall Of Fame']"
Asif Basra,1967.0,"['Reparto', 'Dirección', 'Producción']","['Outsourced (2006)', 'The Tashkent Files (2019)', 'Jab We Met (2007)']",[]
Kelly Donovan,1971.0,"['Reparto', 'Arte', 'Equipos adicionales']",['Coherence (2013)'],[]
Nadda Thanathan,,['Reparto'],[],
Vanessa Giácomo,1983.0,['Reparto'],"['Cabocla (2004)', 'Amor à Vida (2013)', 'Pega Pega (2017)']","['Prêmio Contigo, Brazil', 'Prêmio Qualidade, Brazil', 'Extra Television Awards, Brazil', 'Troféu Imprensa, Brazil']"
Daniel Fueyo,,['Reparto'],[],
Eric Franks,,"['Reparto', 'Cámara y electricidad', 'Sonido']",[],
Aishwarya Arora,,['Reparto'],[],
Edie Caggiano,1966.0,['Reparto'],"['Skippy (2001)', 'The Brothers Grim (2001)']",[]
Luís Soveral,1961.0,"['Reparto', 'Guion', 'Producción']","['O Pântano (2003)', 'Casos da Vida (2008)']",[]
Amalie Bizer,,"['Reparto', 'Guion']","['En el lugar del crimen (1970)', 'Scardanelli (2000)']",
Damian Vega,,['Reparto'],[],
Walter Maxfield Jones,,"['Reparto', 'Producción']","['Anacostia (2009)', 'Torn (2010)', 'Dead Money (2012)']","['Hermes Creative Awards', 'Communicator Awards']"
Willoughby Pyle,,"['Reparto', 'Arte', 'Guion']","['Los muertos no mueren (2019)', 'Airborne (2019)']",[]
Tyrone Augustine,,['Reparto'],[],
Bernardus Manders,,['Reparto'],[],
Luis Felipe Bone Brizuela,,['Reparto'],[],
Lena Beyerling,1995.0,['Reparto'],"['Inspector Wolff (1992)', 'El último tren a Auschwitz (2006)', 'Rosamunde Pilcher (1993)']",[]
Cheryl Piha,,['Reparto'],[],
Ariadna Otta,,['Reparto'],[],
Mohsen Panahi,,"['Reparto', 'Dirección de fotografía y cámara', 'Diseño de producción']",[],
J.A. Preston,1932.0,['Reparto'],"['Algunos hombres buenos (1992)', 'Fuego en el cuerpo (1981)']",[]
Janet Priest,,"['Reparto', 'Producción', 'Diseño de vestuario']",[],
Christine Clare,,['Reparto'],[],
Jessie Simon,,['Reparto'],[],
Emma Catherwood,1981.0,['Reparto'],"['Grace Unplugged (2013)', 'Holby City (1999)', 'Cazadores de sangre (2009)']",[]
Mehdi Bouaza,,['Reparto'],[],
Sandy Danto,,"['Reparto', 'Guion', 'Producción']",[],
Laurie Cummings,,"['Reparto', 'Producción', 'Especialistas']","['Out of Exile (2022)', 'Birdie (2021)', 'What Josiah Saw (2021)']","['Bare Bones International Film & Music Festival', 'Nashville Film Festival', 'Trail Dance Film Festival', 'Red Dirt International Film Festival, US', 'Buffalo Dreams Fantastic Film Festival', 'FLY Film Festival, US', 'Red Nation Film Festival', 'Twister Alley International Film Festival', 'Hollywood International Independent Documentary Awards', 'Sherman Oaks Film Festival', 'Dickens Horror Film Festival']"
Harry Eden,1990.0,"['Reparto', 'Cámara y electricidad', 'Producción']","['Oliver Twist (2005)', 'Pure (2002)']","['Berlin International Film Festival', 'British Independent Film Awards']"
Lazar Rockwood,,['Reparto'],"['La espada de la hechicera (2001)', 'Antigone (2012)', 'La espada de la hechicera (2000)']",
Erin Mascord-Perez,,['Reparto'],[],
Bonnie Paul,,"['Reparto', 'Banda sonora']","['Unos peques geniales (1999)', 'A Million to Juan (1994)', 'Las nuevas aventuras de Tom Sawyer (1998)']",[]
Estelle Wainguy,,"['Reparto', 'Localización', 'Dirección de producción']",[],
Rel Dowdell,,"['Dirección', 'Guion', 'Reparto']","['Changing the Game (2012)', 'Train Ride (2000)']",[]
John Slater,1916.0,"['Reparto', 'Guion', 'Banda sonora']","['Othello (1946)', 'El millonario (1954)', 'Barrio peligroso (1958)']",[]
Sophie Wu,1983.0,"['Reparto', 'Guion']",['Megapetarda (2008)'],[]
Barry McFeely,,"['Reparto', 'Equipos adicionales']","['The Irish Connection (2022)', 'The Prince of Pies (2018)', 'Pulcinella (2024)']",
Charles Perrière,,"['Reparto', 'Guion', 'Especialistas']",[],
Lionel Rousselot,,['Reparto'],[],
Jadu Azad,,['Reparto'],[],
Della Saba,1989.0,['Reparto'],"['Physical (2021)', 'Zootrópolis (2016)', 'Ralph rompe Internet (2018)']",
Chris Bunton,,"['Reparto', 'Guion', 'Equipos adicionales']",[],[]
Elsa Bouchain,,['Reparto'],[],
Roberto Cobo,1930.0,"['Reparto', 'Equipos adicionales', 'Banda sonora']","['Los olvidados (1950)', 'El lugar sin límites (1978)', 'Dulces compañías (1996)']","['Ariel Awards, Mexico']"
Niels Anders Manley,,['Reparto'],[],
Katie Castle,,['Reparto'],[],
Tania Kazantzieva,,"['Reparto', 'Música']",[],
Leire Olarán,1964.0,['Reparto'],"['Sapos y culebras (2014)', 'La causa de Kripan (2009)', 'Los hombres de Paco (2005)']",
Trisha Dantala,,['Reparto'],[],
Camelia Dee,,"['Reparto', 'Producción', 'Dirección']",[],
Deb Fink,2000.0,"['Reparto', 'Equipos adicionales', 'Producción']",['Boifriend (2022)'],
Rajeev Kanakala,1999.0,['Reparto'],"['Rangasthalam (2018)', 'RRR (2022)', 'Athadu (2005)']",
Wil Wheaton,1972.0,"['Reparto', 'Guion', 'Producción']",['Cuenta conmigo (1986)'],"['Academy of Science Fiction, Fantasy & Horror Films, USA', 'Melbourne Underground Film Festival', 'Young Artist Awards', 'International Academy of Web Television Awards', 'CinEuphoria Awards', 'Guinness World Record Award']"
Seymore K. Casell,,['Reparto'],[],
Patricia Hammond,,"['Reparto', 'Música', 'Banda sonora']",[],
Richard Ruccolo,1972.0,['Reparto'],"['Tres para todo (1998)', 'Obsesionada (2009)', 'Joey (2004)']",[]
Fabio Boga,,['Reparto'],[],
Ivan Verkhovykh,1957.0,['Reparto'],"['Vychislitel (2014)', 'Odna zhizn (2023)', 'Guests (2019)']",
Ramona Thornton,,['Reparto'],[],
Gina Lamb,,"['Dirección', 'Guion', 'Edición']",[],
Camille de Sablet,,"['Reparto', 'Guion']",[],[]
Jacqueline McKenzie,1967.0,"['Reparto', 'Guion', 'Banda sonora']","['Deep Blue Sea (1999)', 'Romper Stomper (1992)', 'Angel Baby (1995)']","['Film Critics Circle of Australia Awards', 'Australian Film Institute', 'Australian Movie Convention', 'Valenciennes International Festival of Action and Adventure Films', 'Logie Awards', 'Stockholm Film Festival', 'CinefestOz', 'The Equity Ensemble Awards']"
Ron Marnich,,['Reparto'],[],
Carla Cassola,1947.0,['Reparto'],"['Capitán América (1990)', 'El año de las armas (1991)', 'Jugando con fuego (1992)']",['Italian National Syndicate of Film Journalists']
HipHopper,,['Reparto'],[],
Morten Brovn,,['Reparto'],[],
Mel Gabel,,['Reparto'],[],
Dan Tedlie,,['Reparto'],[],
Pu Quan Lin,,"['Reparto', 'Cámara y electricidad']",[],
Lindsey Garrett,,['Reparto'],[],
Nick W. Nicholson,,"['Reparto', 'Producción', 'Equipos adicionales']","['The Last Altruist (2022)', 'Fowl Play (2022)', 'The Legend of DarkHorse County (2014)']","['Best Shorts Competition', 'Hollywood Reel Independent Film Festival', 'Lagniappe Film and Music Festival', 'LA Indie Film Fest', 'Cannes Short Film Festival', 'Independent Horror Movie Awards', 'South Film and Arts Academy Festival', 'Venice Short Film Festival', 'IndieX Film Festival', 'Hollywood Blood Horror Festival', 'New York Independent Cinema Awards', 'Niagara Falls International Short Festival']"
Pep Cruz,,"['Reparto', 'Guion', 'Banda sonora']","['Cyrano de Bergerac (1986)', 'El día de mañana (2018)']",[]
Isa Yahya,1982.0,['Reparto'],['Shooting Shona (2004)'],[]
Axel Schreiber,1980.0,"['Reparto', 'Guion']","['Türkisch für Anfänger (2006)', 'Æon Flux (2005)', 'Mick (2018)']","['German Television Awards', 'Landshut Short Film Festival']"
Artie Baxter,,['Reparto'],"['La vida en juego (2006)', 'Admitido (2006)', 'Siempre hay una primera vez (2006)']",
Gianluca Di Gennaro,1990.0,['Reparto'],"['Certi bambini (2004)', 'Le llamaban Jeeg Robot (2015)', 'Il clan dei camorristi (2013)']",['Flaiano Film Festival']
Rajeev Kanakala,1999.0,['Reparto'],"['Rangasthalam (2018)', 'RRR (2022)', 'Athadu (2005)']",
Laura Reilly,,"['Reparto', 'Dirección', 'Producción']",[],
Kori Poe,,['Reparto'],['Black Excellence (2022)'],
James Lane,,"['Reparto', 'Cámara y electricidad', 'Edición']","['Las chicas Gilmore (2000)', 'True Blood (2008)']",[]
Madame,,['Reparto'],[],
Hanae Kan,1990.0,['Reparto'],"['Nadie sabe (2004)', 'Memo (2008)']",[]
Bojan Brajcic,,['Reparto'],[],
Matt Tisdale,,['Reparto'],[],
Suzette Andrea,1968.0,"['Maquillaje', 'Reparto']","['Illicit Lovers (2000)', 'Now You Know (2002)']",
Evelyn Duah,,['Reparto'],[],[]
Nick Roth,1985.0,"['Guion', 'Equipos adicionales', 'Reparto']","['Nick and Lindsey Morning Show (2018)', 'Our Ukrainian Sky (2023)']","['Big Apple Film Festival and Screenplay Competition', 'Fort Lauderdale International Film Festival, US', 'International Independent Film Awards', 'IndieFEST Film Awards', 'Los Angeles Film Awards', 'World Premiere Film Awards', 'Athens International Monthly Art Film Festival', 'Robinson Film Awards', 'Golden Lion International Film Festival', 'Cinema Cappuccino', 'Central Coast International Film Festival']"
Estrella,,['Reparto'],['Lifeline (2017)'],
Matías Ludueña,,"['Reparto', 'Cámara y electricidad']",[],
Raúl Navarro,,"['Guion', 'Dirección', 'Producción']",[],"['Iris Awards (Atv), Spain']"
Magdalena Tan,,['Reparto'],[],
Sara Carlson,,['Reparto'],[],
Peter Kawasaki,,['Reparto'],[],
Christian Bach,1959.0,"['Reparto', 'Producción']","['Agua y aceite (2002)', 'De pura sangre (1985)', 'La mujer frente al amor (1978)']",[]
Michael Bentt,1965.0,"['Reparto', 'Producción', 'Especialistas']","['Ali (2001)', 'Million Dollar Baby (2004)']",[]
Youn Yuh-jung,1947.0,['Reparto'],['La criada (2010)'],"['Academy Awards, USA', 'Boston Society of Film Critics Awards', 'BAFTA Awards', 'Sitges - Catalonian International Film Festival', 'Fantasia Film Festival', 'Film Independent Spirit Awards', 'Kansas City Film Critics Circle Awards', 'Los Angeles Film Critics Association Awards', 'National Board of Review, USA', 'Palm Springs International Film Festival', 'Peabody Awards', 'San Diego Film Critics Society Awards', 'Screen Actors Guild Awards', 'Southeastern Film Critics Association Awards', 'Vancouver Film Critics Circle', 'Grand Bell Awards, South Korea', 'Phoenix Film Critics Society Awards', 'Blue Dragon Awards', 'Austin Film Critics Association', 'Washington DC Area Film Critics Association Awards', 'Asian Film Awards', 'Asia Pacific Screen Awards', 'North Texas Film Critics Association, US', 'St. Louis Film Critics Association, US', 'Alliance of Women Film Journalists', 'Detroit Film Critics Society Awards', 'New York Film Critics, Online', 'Iowa Film Critics Awards', 'Georgia Film Critics Association (GAFCA)', 'GALECA: The Society of LGBTQ Entertainment Critics', 'Oklahoma Film Critics Circle Awards', 'Online Film & Television Association', 'International Online Cinema Awards (INOCA)', 'North Carolina Film Critics Association', 'Black Film Critics Circle Awards', 'Phoenix Critics Circle', 'Gold Derby Awards', 'Buil Film Awards', 'Busan Film Critics Association (BCFA)', 'Middleburg Film Festival', 'Women in Film Korea Festival', 'Max Movie Awards, South Korea', 'New Mexico Film Critics', ""Music City Film Critics' Association Awards"", 'Latino Entertainment Journalists Association Film Awards', 'Online Association of Female Film Critics', 'KBS Drama Awards', 'Hollywood Critics Association', 'Greater Western New York Film Critics Association Awards', 'DiscussingFilm Critic Awards', 'Korean Film Producers Association Awards', 'Sunset Film Circle Awards', 'Columbus Film Critics Association', 'San Francisco Bay Area Film Critics Circle', 'Seattle Film Critics Society', 'Bruin Film Society Awards', 'Gold List', 'Pena de Prata', 'Minnesota Film Critics Alliance Awards', 'TV Scholar Awards']"
Artie Lange,1967.0,"['Reparto', 'Guion', 'Producción']","['MADtv (1995)', 'Howard Stern on Demand (2005)', 'Elf (2003)']",[]
Alice Drummond,1928.0,['Reparto'],['Los Cazafantasmas (1984)'],[]
Fred Maske,,"['Reparto', 'Producción', 'Dirección']","['Urban Nature (2011)', 'Surface (2005)']",
Gabriel Hoyos,,"['Animación', 'Arte']",[],
Valisia Odell,,['Reparto'],[],
Soufianne Ouaarab,,['Reparto'],[],
Tony Barry,1941.0,"['Reparto', 'Equipos adicionales', 'Banda sonora']","['Australia (2008)', 'Home by Christmas (2010)', 'Vaya movida (1980)']","['Film Critics Circle of Australia Awards', 'New Zealand Film and TV Awards (II)']"
Vijay Kamble,,['Edición'],[],
Mark O'Regan,,"['Reparto', 'Banda sonora']",[],
Nasrollah Kakavand,,['Reparto'],[],
Harrison Butler,,['Equipos adicionales'],[],
Pat Harrington Jr.,1929.0,"['Reparto', 'Guion', 'Banda sonora']","['One Day at a Time (1975)', 'Demasiados secretos para un hombre solo (1967)']","['Primetime Emmy Awards', 'Golden Globes, USA']"
Isaac Visaretis,1972.0,['Reparto'],"['Headcase (2013)', 'Psychic Snakebite (2015)', 'To Punchy (2013)']",
Léonard Dorcélus Cétoute,,['Reparto'],[],
Charlie Aligaen,,"['Reparto', 'Producción', 'Equipos adicionales']",[],
Martin Kork,,['Reparto'],[],
André Wilms,1947.0,"['Reparto', 'Banda sonora']","['El Havre (2011)', 'La vida de bohemia (1992)']",['European Film Awards']
Aapo Pukk,,['Reparto'],[],
Max Wright,1943.0,"['Reparto', 'Banda sonora']","['ALF (1986)', 'Empieza el espectáculo (1979)']",[]
Philippine Velge,,['Reparto'],[],['Pena de Prata']
Albert B. Cooper IV,,"['Localización', 'Equipos adicionales', 'Reparto']",[],
Diego Valenzuela,,['Reparto'],[],
Manish Bhai,,['Reparto'],[],
Ricardo Moriello,,['Reparto'],[],
David Thomas,1987.0,"['Reparto', 'Música']",['La vida en juego (2006)'],[]
Meghana Gowda,,['Reparto'],[],
Christopher LaVine,,"['Reparto', 'Especialistas']",[],
Virginia Bryant,,['Reparto'],[],
Pepi Pittl,,"['Reparto', 'Dirección']","['Three Old Men (2007)', 'Die Sache mit dem Feigenblatt (1994)', 'En el lugar del crimen (1970)']",
Austin Grehan,,"['Reparto', 'Equipos adicionales']","['Hares and Foxes (2022)', 'Excisión (2012)', 'Everlasting (2016)']","['Indie Short Fest', 'IndieX Film Festival']"
Saif Ali Khan,1970.0,"['Reparto', 'Producción', 'Música']","['Kal Ho Naa Ho (2003)', 'Dil Chahta Hai (2001)', 'Hum Tum (2004)']","['Filmfare Awards', 'Awards of the International Indian Film Academy', 'Zee Cine Awards', 'National Film Awards, India', 'Bollywood Awards', ""Sansui Viewer's Choice Awards"", ""People's Choice Awards, India"", 'Stardust Awards, India', 'Vogue Beauty Awards', 'HT Café Film Awards', 'Cosmopolitan Fun Fearless Awards', 'The Ghanta Awards', 'HELLO! Hall of Fame Awards, India', 'Screen Awards, IN', 'Filmfare Glamour And Style Awards', 'Global Film Awards', 'GQ Men of the Year Awards', 'Talent Track Awards', 'Masala! Awards', 'International Iconic Awards']"
Ross Brackenridge,,['Reparto'],[],
José Garcia,1966.0,"['Reparto', 'Guion']","['Asalto en París (2016)', 'Arcadia (2005)']","['Prix Jean Gabin', ""Alpe d'Huez International Comedy Film Festival""]"
Gregor Manns,1995.0,"['Reparto', 'Producción', 'Guion']","['The American Society of Magical Negroes (2024)', 'Atípico (2017)', 'Los Goldberg (2013)']",[]
Kyle Bary,,['Reparto'],[],
Kelly Dorsey,1978.0,"['Equipos adicionales', 'Reparto', 'Arte']","['Ellas y ellos (2005)', 'Day Night Day Night (2006)', 'The Best Thief in the World (2004)']",
Francesco Barilli,1943.0,"['Dirección', 'Guion', 'Reparto']","['Il profumo della signora in nero (1974)', 'La violación de la señorita Julia (1978)']",['WorldFest Houston']
Jeannel,,['Reparto'],[],
Margie Berger,,['Reparto'],[],
Mona Fastvold,1986.0,"['Reparto', 'Producción', 'Guion']","['El mundo que viene (2020)', 'The Sleepwalker (2014)', 'La infancia de un líder (2015)']","['Venice Film Festival', 'La Roche-sur-Yon International Film Festival']"
Patrick Watson,,"['Composición', 'Música', 'Reparto']",[],[]
Barbara Orson,1929.0,['Reparto'],"['The House of Mirth (1981)', 'Great Performances (1971)', 'Mission Hill (1982)']",
Zeljko Bozic,1974.0,"['Especialistas', 'Reparto', 'Guion']","['Tiro al blanco (2001)', 'Lavirint (2002)']",[]
Jan Hammenecker,1968.0,"['Reparto', 'Producción', 'Dirección']","['Malavita (2013)', 'Alabama Monroe (2012)']",[]
Vanessa Montanari,,['Reparto'],[],
Emilie Bonsant,,"['Reparto', 'Música', 'Producción']",[],[]
Michael Kitchen,1948.0,"['Reparto', 'Producción']","['Memorias de África (1985)', 'GoldenEye (1995)', 'El mundo nunca es suficiente (1999)']",['Biarritz International Festival of Audiovisual Programming']
Alex Usherwood,,"['Reparto', 'Cámara y electricidad']",[],
Samantha Alarcon,2013.0,['Reparto'],"['Calle CoComelon (2023)', 'Chip and Potato (2018)']",[]
Gerry Robert Byrne,,"['Dirección de producción', 'Producción', 'Reparto']",[],[]
Marc Lavoine,1962.0,"['Reparto', 'Composición', 'Música']","['Le coeur des hommes (2003)', 'Crossing Lines (2013)', 'El infierno (1994)']",[]
Mihai Constantin,1964.0,['Reparto'],['O sãptãmânã nebunã (2014)'],[]
Jean Speegle Howard,1927.0,['Reparto'],"['Apolo 13 (1995)', 'Los fantasmas atacan al jefe (1988)', 'Cocoon (1985)']",[]
Lyndon Smith,2015.0,"['Reparto', 'Banda sonora']","['Parenthood (2010)', 'Hermanastras (2018)']",[]
Viktória Staub,,['Reparto'],[],['20th Hungarian Film Festival of Los Angeles']
Annie O'Donnell,,"['Reparto', 'Equipos adicionales']",[],['Silicon Beach Film Festival']
Katja Woywood,1971.0,"['Reparto', 'Publicista']","['Alerta Cobra (1996)', 'Der Landarzt (1987)', 'El asesino silencioso (2000)']",[]
Danish Farooqui,,"['Reparto', 'Producción']",[],
Oliver Boysen,1972.0,['Reparto'],['Die Deutschen (2008)'],
Claudius Peters,,"['Reparto', 'Producción', 'Guion']",[],
Domenick Lombardozzi,1976.0,['Reparto'],"['Venganza bajo cero (2019)', 'Malavita (2013)', 'Declaradme culpable (2006)']",[]
Laura Lea,,['Reparto'],[],
Joven Ganancial,,['Reparto'],[],
Zein Ateek,,['Reparto'],[],
George Riddle,1937.0,"['Reparto', 'Equipos adicionales']","['Los huéspedes (2011)', 'La cocina del infierno (2019)']",[]
Stephanie Niznik,1967.0,['Reparto'],['Everwood (2002)'],[]
Alex Blair,,"['Producción', 'Dirección']",[],
Lukas De Wolf,,['Reparto'],[],[]
Tracey Holmes,,"['Arte', 'Efectos visuales', 'Dirección de producción']",[],
Andrew Wilson,1964.0,"['Reparto', 'Dirección', 'Producción']","['Roller Girls (2009)', 'Time Trap (2017)', 'Idiocracia (2006)']","['Santa Barbara International Film Festival', 'Oldenburg Film Festival', 'Red Rock Film Festival', 'River Bend Film Festival, US', 'LA Indie Film Fest', 'High Desert International Film Festival']"
Harsh Kavithiya,,['Reparto'],[],
Christian Schoyen,,"['Producción', 'Guion', 'Dirección']","['Vegas Vikings (2014)', 'Hometown Heroes (2013)']","['WorldFest Houston', 'Mexico International Film Festival', 'Honolulu Film Awards, US', 'Nevada Film Festival, US']"
Thor McVeigh,,['Reparto'],[],
Rosa,1985.0,"['Reparto', 'Producción', 'Dirección']",[],"['Twin Cities Film Fest, US', 'Latino Entertainment Journalists Association Film Awards', 'Hollywood Critics Association']"
Noah Kondis,,"['Reparto', 'Cámara y electricidad']",[],
Herbert Flack,1949.0,['Reparto'],"['Medisch Centrum West (1988)', 'Thuis (1995)', 'Clan (2012)']",
Rabih Ajami,1987.0,['Reparto'],[],
Cemre Kurum,,['Reparto'],[],
Jessica Moore,,['Reparto'],[],[]
Jack Laskey,1982.0,['Reparto'],[],
Spencer Breslin,1992.0,"['Reparto', 'Producción', 'Equipos adicionales']",['El gato (2003)'],"['Young Artist Awards', 'The Stinkers Bad Movie Awards', 'Hollywood Blood Horror Festival', 'Vegas Movie Awards', 'Madrid International Movie Awards']"
Juanma Lara,1963.0,"['Reparto', 'Dirección']","['La granja (2011)', 'La mancha negra (2020)', 'Brigada Costa del Sol (2019)']",[]
Matt McCoy,1956.0,"['Reparto', 'Producción', 'Equipos adicionales']","['La mano que mece la cuna (1992)', 'Jack Ryan (2018)', 'Silicon Valley (2014)']",[]
Jameson Blake,,['Reparto'],[],"['Star Awards for Movies', 'Cinema One Originals Digital Film Festival']"
Lacey Monroe,,['Reparto'],[],
Bill Moseley,1951.0,"['Reparto', 'Producción', 'Guion']","['Los renegados del diablo (2005)', 'La casa de los 1000 cadáveres (2003)']","['Fangoria Chainsaw Awards', 'Eyegore Awards', 'Scream Awards', 'Northeast Film Festival Horror Fest']"
Jana Gwosdek,,['Reparto'],[],
Bobby Dodge,1966.0,"['Reparto', 'Especialistas', 'Equipos adicionales']","['El Triángulo de las Bermudas (2005)', 'Último aviso (2007)']",
Cassie Cole,,['Reparto'],[],
Jean-Louis Coquery,,['Reparto'],[],
Naz Yilmaz,,['Maquillaje'],[],
Ad van Kempen,1944.0,"['Reparto', 'Guion']","['06 (1994)', 'Wolfseinde (2008)']",[]
Jarod McGuire,,['Reparto'],[],
Berit Menze,,"['Reparto', 'Casting']",[],
Claudia Lapacó,1940.0,['Reparto'],"['El capo (2007)', 'Lengua materna (2010)', 'Al Límite (2006)']","['Cine Ceará - Ibero-american Film Festival', 'Premios Martín Fierro']"
Boris Lehman,1944.0,"['Dirección', 'Guion', 'Producción']","['Magnum Begynasium Bruxellense (1978)', 'Mes sept lieux (2014)', 'Leçon de vie (1995)']",[]
Jitka Jezková,1978.0,"['Reparto', 'Música']","['Rapl (2016)', 'The Immortal (2000)']",[]
Alessandra Frabetti,,['Reparto'],[],
Phoebe Cates,1963.0,"['Reparto', 'Banda sonora']","['Aquel excitante curso (1982)', 'Fred (1991)', 'Gremlins (1984)']",[]
Lex Scott Davis,1991.0,"['Reparto', 'Producción', 'Guion']",['Un hombre de Florida (2023)'],[]
Katsuma Miyagi,,['Reparto'],[],
Michael Eliopoulos,1969.0,['Reparto'],"['Your Friends Close (2013)', 'Making Metamorphosis (2001)', 'Numb (2003)']",[]
Carlos Bardem,1963.0,"['Reparto', 'Guion', 'Producción']",[],"['Cinema Writers Circle Awards, Spain', 'Spanish Actors Union', 'Morelia International Film Festival', 'Premios ACE']"
Robert N. Lee,1890.0,['Guion'],[],[]
María Elena Alcoreza,2016.0,['Reparto'],"['Los Andes no creen en Dios (2007)', 'Engaño a primera vista (2016)', 'Olvidados (2014)']",
Thomas Cocquerel,,"['Reparto', 'Producción', 'Banda sonora']","['Mesa 19 (2017)', 'Las aventuras de Errol Flynn (2018)']",['New York City Horror Film Festival']
Michael Genet,1958.0,"['Reparto', 'Guion']","['La última noche (2002)', 'Talk to Me (2007)', 'Presunto inocente (1990)']","['Image Awards (NAACP)', 'Urbanworld Film Festival']"
Lisa Lindmark,,['Reparto'],[],
Rochelle Bailey-Vaughan,,['Reparto'],[],
Matt Brimilcombe,,['Reparto'],[],
Marthe Bernard,1988.0,['Reparto'],"['Beat Down (2012)', 'Republic of Doyle (2010)']",['First Glance Film Festival']
Ali Fumiko Whitney,,['Reparto'],[],
James C. Victor,,['Reparto'],[],
Joven Ganancial,,['Reparto'],[],
Nina Rausch,,"['Reparto', 'Producción', 'Guion']","['Mad Men (2007)', 'Orange Is the New Black (2013)', 'Anatomía de Grey (2005)']","['Sonoma International Film Festival', 'Impact Docs Awards', 'NYC Web Fest']"
Valeriy Novikov,,['Reparto'],[],
Niki Walia,1972.0,['Reparto'],"['Astitva Ek Prem Kahani (2002)', 'Sea Hawks (1997)']",['Apsara Film Producers Guild Awards']
Kevin B. Young,,"['Reparto', 'Producción', 'Casting']","['Tears of Remedy (2011)', 'Big Mike (2011)', 'Present Tense (2012)']",[]
