,tipo,nombre,año estreno,mes estreno,id_pelicula
0,Pelicula,Star Wars: Episode III - Revenge of the Sith,2005,5,tt0121766
1,Pelicula,Fantastic Four,2005,7,tt0120667
2,Pelicula,Striptease Baby Dolls from Cleveland Meet the Unkillables,2005,12,tt0228906
3,Pelicula,Wilson Chance,2005,12,tt0244306
4,Pelicula,Man-Thing,2005,4,tt0290747
5,Pelicula,The Sea Wolf,2005,3,tt0295590
6,Pelicula,Dark Assassin,2005,11,tt0301265
7,Pelicula,Extreme Dating,2005,6,tt0309578
8,Pelicula,Sahara,2005,7,tt0318649
9,Pelicula,A Sound of Thunder,2005,9,tt0318081
10,Pelicula,Kingdom of Heaven,2005,5,tt0320661
11,Pelicula,Kung Fu Master,2005,-,tt0323001
12,Pelicula,The Great Raid,2005,5,tt0326905
13,Pelicula,Lung do kei yuen,2005,1,tt0327660
14,Pelicula,xXx: The Next Level,2005,4,tt0329774
15,Pelicula,Mirror Wars: Reflection One,2005,9,tt0337678
16,Pelicula,Diamond Zero,2005,5,tt0338443
17,Pelicula,Nowhere Man,2005,3,tt0338294
18,Pelicula,Beauty and the Beast,2005,7,tt0338769
19,Pelicula,Sledge: The Untold Story,2005,1,tt0337887
20,Pelicula,Strike the Tent,2005,9,tt0339743
21,Pelicula,Hostage,2005,5,tt0340163
22,Pelicula,Unleashed,2005,6,tt0342258
23,Pelicula,The Brothers Grimm,2005,10,tt0355295
24,Pelicula,The Crow: Wicked Prayer,2005,9,tt0353324
25,Pelicula,Mr. & Mrs. Smith,2005,7,tt0356910
26,Pelicula,Elektra,2005,4,tt0357277
27,Pelicula,Into the Sun,2005,11,tt0358294
28,Pelicula,Constantine,2005,2,tt0360486
29,Pelicula,King Kong,2005,12,tt0360717
30,Pelicula,The Unknown,2005,4,tt0364616
31,Pelicula,The Myth,2005,9,tt0365847
32,Pelicula,Revolver,2005,9,tt0365686
33,Pelicula,Lethal,2005,1,tt0366711
34,Pelicula,Bal-Kan-Kan,2005,10,tt0369258
35,Pelicula,Dinner with an Assassin,2005,-,tt0369366
36,Pelicula,Alone in the Dark,2005,1,tt0369226
37,Pelicula,Tetsujin niju-hachigo,2005,3,tt0371310
38,Pelicula,Forbidden Warrior,2005,8,tt0371675
39,Pelicula,Batman Begins,2005,6,tt0372784
40,Pelicula,Der Clown,2005,3,tt0373762
41,Pelicula,Underclassman,2005,9,tt0373416
42,Pelicula,Turetskiy gambit,2005,2,tt0374298
43,Pelicula,Little Chicago,2005,,tt0374826
44,Pelicula,Anniyan,2005,6,tt0376127
45,Pelicula,Into the Blue,2005,9,tt0378109
46,Pelicula,Left for Dead,2005,9,tt0378238
47,Pelicula,Caught in the Headlights,2005,1,tt0377607
48,Pelicula,Target of Opportunity,2005,7,tt0378854
49,Pelicula,Serenity,2005,11,tt0379786
50,Pelicula,Back in the Day,2005,11,tt0380201
51,Pelicula,Dead Fish,2005,2,tt0379240
52,Pelicula,Slipstream,2005,4,tt0381601
53,Pelicula,Vet hard,2005,2,tt0382365
