puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
5.0,Rob Hedden,Rob Hedden,Two slackers put a refrigeration box on a skateboard and accidentally invent a new extreme sport: Boxboarding.,90,Comedia,boxboarders!,2007
6.4,Eric M. Wolfson,"['Michael De', 'Good', 'Eric M. Wolfson']","""What do a schizophrenic; a Shakespearean actor, a mafia thug and a director hell bent on revenge have in common? They're all working together on the same film. Callback tells the story of the actors and director whose lives are irrevocably changed by the making of a movie and the factors that cause the film to go hurtling inexorably towards disaster.""",-,Comedia,callback,2007
6.4,Miel Van Hoogenbemt,"['Pierre De Clercq', 'Jean-Claude Van Rijckeghem']","Leopold is a widower School Director. His housekeeper announces him on the first day of his retirement, that she will be leaving to her homeland, Romania, in order to be with her daughter who just gave birth to her grandson. Leopold thinks it's time to find a suitable wife, and his friend and neighbour Julian, register him in on an internet date-site. Leopold has an e... Leer todo",107,Comedia,man zkt vrouw,2007
5.9,Robert Davi,"['James Andronica', 'Robert Davi']","The Dukes, a Doo Wop group, were on top of the world at 17, and struggle for survival in 2008. Their manager is desperately trying to get them work but is met with failure at every turn. Finally pushed to the extreme, they pull a heist only a fool would attempt, which leaves them even more desperate. When all seems lost, they find themselves. Underneath the laughter, ... Leer todo",96,Comedia,the dukes,2007
7.0,Mike Nichols,"['Aaron Sorkin', 'George Crile']",-,102,Comedia,charlie wilson's war,2007
6.2,Paul Soter,Paul Soter,-,94,Comedia,watching the detectives,2007
1.4,Ram Gopal Varma,"['Salim Khan', 'Rahil Qazi', 'Ram Gopal Varma']","A pair of bodyguards for a politician find their positions under threat when their employer is implicated in a scandal. Fleeing to Mumbai they find work with a gangster, but also find that the police are onto them.",171,Comedia,ram gopal varma ki aag,2007
5.0,Juan Frausto,Juan Frausto,"After Spending years in prison, Pony Boy is finally returning to the world he has missed so much, his old neighborhood. A former gang member, pony is now a changed man and vows never to go back to a life of crime. But, things are different in the ""Hood"". All of his boys from the old gang have mysteriously disappeared. He now feels out of place in his old surroundings.... Leer todo",-,Comedia,get pony boy,2007
7.0,Adrienne Shelly,Adrienne Shelly,-,108,Comedia,waitress,2007
5.4,"['Armen Kaprelian', 'Kent Llewellyn']","['Armen Kaprelian', 'Kent Llewellyn']",Three quirky families seeking to buy their next home collide when trying to purchase the same property. The bidding war tests the limits of their marriages and the resolve of their agents.,93,Comedia,closing escrow,2007
5.8,Andrew Kazamia,Andrew Kazamia,"Danny Marrs, a young huckster from small-town America, arrives in Hollywood with a line of patter and a wannabe actress girlfriend. Things turn interesting when he meets Joe, a janitor who does great impressions and loves old movies.",96,Comedia,trust me,2007
6.4,Michael Mayer,"['Michael Mayer', 'D. Cory Turner']",Four best friends plot to rob a bank during their high school graduation ceremony in order to help out one of the teen's sick relatives.,89,Comedia,graduation,2007
4.1,Matt Flynn,Matt Flynn,"Wanting to raise their grades, a handful of college kids are randomly selected for a field trip to study wildlife, but don't get the chance as cliché horror film-style murders occur.",89,Comedia,hack!,2007
4.3,David Serrano,"['David Serrano', 'Alberto San Juan']",During the Spanish transition to democracy a newcomer director is trying to make a movie dealing with censorship troubles and the erotic trends that cinema industry imposes.,112,Comedia,días de cine,2007
3.4,W. Scott Peake,"['Geoff Nicholson', 'W. Scott Peake', 'Gina Viola']","In this outlandish black comedy, mild-mannered Eric takes his wife and children on what he believes will be a final happy holiday before his kids leave the nest, but instead he is is thrust into a world of sexual decadence, headless corpses, sadistic police officers, and one wise old man.",94,Comedia,permanent vacation,2007
7.5,Pablo Llorca,Pablo Llorca,"The Devil returns to Earth in search of Almudena, a love long lost, now a TV director, and shows her what could have been...",-,Comedia,uno de los dos no puede estar equivocado,2007
6.4,Harmony Korine,"['Harmony Korine', 'Avi Korine']",-,112,Comedia,mister lonely,2007
5.5,Todd Holland,"['Claire-Dee Lim', 'Mike Werb', 'Michael Colleary']","Rexxx, Hollywood's top canine star, gets lost and is adopted into a shabby firehouse. He teams up with a young kid to get the station back on its feet.",111,Comedia,firehouse dog,2007
3.7,Ajay Chandhok,"['Ajay Chandhok', 'Yunus Sajawal']",Two crooks attempts to blackmail a rich hotelier in order to get a huge sum of money. The plan goes horribly wrong as the hotelier is murdered and they have no choice except keeping his body to show him alive in order to be safe from law.,125,Comedia,nehlle pe dehlla,2007
6.5,Jeffrey Blitz,Jeffrey Blitz,"Looking for answers to life's big questions, a stuttering boy joins his high school debate team.",101,Comedia,rocket science,2007
4.2,Brian Robbins,"['Eddie Murphy', 'Charlie Murphy', 'Jay Scherick']",-,103,Comedia,norbit,2007
6.9,Judd Apatow,Judd Apatow,-,129,Comedia,knocked up,2007
6.5,Martin Hynes,Martin Hynes,"When his mother dies, a teenager takes a road-trip in a stolen car to find his long-lost brother. Along the way he discovers a profound connection with the car-owner and with himself as well.",93,Comedia,the go-getter,2007
3.2,Peter Stanley-Ward,"['Natalie Conway', 'Chris Musselwhite', 'Dan Palmer']","There is a place... a place called Grockleton, wherein, high on a hill-top stands the lonely Beesley's Manor, governed by the villainous 'Landlord' and his lowly male counterparts (Pooch, Pike and the diesel-swilling Dobbin). Always on the look-out for new female company to help carry on the Beesley name, the Landlord keeps a watchful eye over Grockleton and anyone wh... Leer todo",88,Comedia,small town folk,2007
5.9,Anders Rønnow Klarlund,"['Rasmus Botoft', 'Anders Rønnow Klarlund']","A satirical drama revealing the consequences of the Danish government's ""New Copenhagen Criteria"", a new policy aiming at securing the nation's survival. Citizens who fail to meet the criteria - those who have received more from society than what they have contributed - are eliminated.",94,Comedia,hvordan vi slipper af med de andre,2007
6.4,Félix Viscarret,"['Fernando Aramburu', 'Félix Viscarret']",-,108,Comedia,bajo las estrellas,2007
6.6,Sean Meredith,"['Paul Zaloom', 'Sandow Birk', 'Sean Meredith']","A darkly comedic travelogue of the underworld - set against an all-too-familiar urban backdrop of used car lots, gated communities, strip malls, and the U.S. Capitol. And populated with a contemporary cast of reprobates, including famous - and infamous - politicians, presidents, popes, pimps. And the Prince of Darkness himself.",88,Comedia,dante's inferno,2007
5.9,Andrew Fleming,"['Andrew Fleming', 'Tiffany Paulsen', 'Mildred Wirt Benson']",-,99,Comedia,nancy drew,2007
4.8,Lee Abbott,"['Lee Abbott', 'Steven D. Binder', 'Neil Mahoney']","Meet Dave Bertman, a tightly wound 37 year-old father of one. Bertman's ""higher"" education begins when medical marijuana activists wielding ""loaded"" weapons interrupt a planned reunion barbecue with college debate chums. When his teenage daughter Gina Marie unexpectedly arrives with a joint found in her pocket, Bertman assumes the worst. Only after he faces his own hy... Leer todo",88,Comedia,totally baked,2007
5.9,Ole Bornedal,"['Ole Bornedal', 'Henrik Prip']",A group of sixth-graders is convinced their new substitute teacher is actually a menacing alien.,93,Comedia,vikaren,2007
4.3,Bryce Olson,"['René Ashton', 'Chris Kennedy', 'Jackie Olson']","Hunky divorce lawyer Jason Maxwell Davenport is frowned upon by colleagues because he often advices clients to reconsider filing and seek therapy or just patch up their marriage. He's puzzled when becoming the latest victim of Rylee, a bitter bachelor he picked up but was dumped by on their first night after she found a wedding ring in his wallet. She assumes him anot... Leer todo",86,Comedia,be my baby,2007
5.0,Paul Auster,Paul Auster,"Internationally acclaimed novelist Paul Auster (""New York Trilogy"", ""The Book of Illusions"", ""Man in the Dark"") explores the art of writing in the darkly comical THE INNER LIFE OF MARTIN FROST. Having completed his fourth novel, Martin Frost accepts the invitation of friends to spend a few weeks in their vacant country house. On his first morning there, he awakes to f... Leer todo",94,Comedia,the inner life of martin frost,2007
6.9,Emir Kusturica,Emir Kusturica,A grandson gives his grandfather a vow to go to the city to sell a cow and bring back a wife.,123,Comedia,zavet,2007
6.9,Ernesto Contreras,Carlos Contreras,-,98,Comedia,párpados azules,2007
6.8,Peter Hedges,"['Pierce Gardner', 'Peter Hedges']",-,98,Comedia,dan in real life,2007
5.6,Stanley Tucci,"['Theo van Gogh', 'Tom Erisman', 'Renée Fokker']","Affected by tragedy, a married couple decide to role play a blind date.",80,Comedia,blind date,2007
3.2,Erik Sharkey,Erik Sharkey,"Teen pop sensation Sexina is also a private detective that fights evil in the music industry. When she finds out a missing scientist has been forced to create a robot boy band for ""The Boss"" of Glitz records, all hell breaks loose!",90,Comedia,sexina: popstar p.i.,2007
4.2,Will Slocombe,Jonathan Eliot,"Will you kill for a good story? If you are James Cooper, a 28 year old copy editor with dreams of literary stardom, you will. After all, your girlfriend was just crowned the ""voice of a new America"" by the New York literati, and you waste your days editing third-rate textbooks in a dreary Chicago basement. Your first book got panned. Your agent just dumped you. You ha... Leer todo",90,Comedia,crime fiction,2007
6.3,Scott Hicks,"['Carol Fuchs', 'Sandra Nettelbeck']",-,104,Comedia,no reservations,2007
6.0,Andrew C. Erin,"['Andrew C. Erin', 'Peter Ferland', 'Olson Huff']","In order for a big-city doctor to get the job of a lifetime, he must spend his summer in Dunn's Rock, North Carolina. Arriving with his 10-year old son, he discovers what is most important and learns to enjoy the simple things in life.",102,Comedia,simple things,2007
3.6,"['Mike Mc', 'Carthy']","['Mike Mc', 'Carthy']","Europe's richest greyhound race takes place at Peterborough's Fengate Stadium. However, trainers and owners will not find this six-bend contest listed in any racing calendar as it is the dramatic final scenes of the new feature film, Six Bend Trap, already being dubbed a 'cult classic', with the final scenes actually shot at Peterborough Stadium. Billed as a cross bet... Leer todo",135,Comedia,six bend trap,2007
4.2,Dejan Radonic,Enver Puska,Two guys from Sarajevo have a megalomaniac idea to restore destroyed cable car that was once used during 1984 Winter Olympics. A pretty female student suddenly enters their lives.,95,Comedia,duhovi sarajeva,2007
4.9,Pál Sándor,"['Pál Sándor', 'Zsuzsa Tóth']",-,104,Comedia,noé bárkája,2007
7.2,"['César Charlone', 'Enrique Fernández']","['César Charlone', 'Enrique Fernández']",A small South American village is in a flurry over the Pope's 1988 visit.,90,Comedia,el baño del papa,2007
4.5,Riki Roseo,"['Liliane Betti', 'Vadim Jean', 'Riki Roseo']","A young and charming employee (Gallo) finds himself victim of an ""office intrigue"" engineered by his attractive female boss.",85,Comedia,oliviero rising,2007
6.2,Jacob Thuesen,Lars von Trier,Erik wants to make films. He starts 1979 at the Danish Film School. The many written and unwritten rules give him difficulty fitting in.,91,Comedia,de unge år: erik nietzsche sagaen del 1,2007
5.6,S.L. Puram Jayasurya,S.L. Puram Jayasurya,"Arjun, an athlete becomes a star of his college after he breaks another athlete Tinu's record. Unable to stomach Arjun's popularity, Tinu takes the competition between them to a personal level.",-,Comedia,the speed track,2007
3.4,Linda Voorhees,Linda Voorhees,-,86,Comedia,out of omaha,2007
5.4,Darren Paul Fisher,Darren Paul Fisher,"Too insecure to approach the girl of his dreams, Danny takes a job at the local multiplex where she works.",90,Comedia,popcorn,2007
6.2,Juan Taratuto,Pablo Solarz,A methodical man falls for a pregnant woman with a very particular life story.,108,Comedia,¿quién dice que es fácil?,2007
6.2,Randall Miller,"['Jody Savin', 'Randall Miller']","A professor of chemistry wins the Nobel Prize. His wife joins him to Stockholm but his PhD. working son gets kidnapped. The kidnapper demands $2,000,000 = prize sum.",110,Comedia,nobel son,2007
5.0,Don Most,"['Jeff Arbaugh', 'Stan Holland', 'Don Most']","Base on true events, Moola is a comedic look at some everyday folks who find themselves up against the odds in the powerful world of the mega-corporation.",108,Comedia,moola,2007
5.7,Jake Paltrow,Jake Paltrow,A former pop star who now writes commercial jingles for a living experiences a mid-life crisis.,93,Comedia,the good night,2007
3.5,Adam Rifkin,Adam Rifkin,"A philosophical caveman yearns for more out of life than sticks, stones and raw meat.",88,Comedia,homo erectus,2007
5.2,Nikkhil Advani,"['Nikkhil Advani', 'Rahul Awate', 'Suresh Nair']","Six couples in love must face different problems caused by love itself. Do they resolve their issues and face life anew, or do they succumb under pressure ?",216,Comedia,salaam-e-ishq,2007
4.5,Lorraine Senna,Namrata Singh Gujral,A wannabe Hollywood player sets out to Americanize an Indian girl from the Himalayas.,90,Comedia,americanizing shelley,2007
6.5,Sergio Umansky Brener,Ricardo Hernández Anzola,"Miguel, ayou young soap opera writer promises Bracho, a fanatic cop that the outcome of the soap will be Gabriela Marrying Domenico. Bracho boasts and shows off about this to his friends and family. No one believes him and he places a bet. The actress playing Gabrilea quits the show and they give her a terminal illness. When Bracho finds out he hunts Miguel down and m... Leer todo",99,Comedia,mejor es que gabriela no se muera,2007
5.2,Felipe Jiménez Luna,Felipe Jiménez Luna,-,90,Comedia,no digas nada,2007
5.9,Larry Blamire,Larry Blamire,A small town infestation of crawling alien foreheads that begin attaching to people and taking them over collides with a scientist's experiments to extract foreheadazine and things go horribly horribly wrong.,88,Comedia,trail of the screaming forehead,2007
4.5,Uwe Boll,"['Uwe Boll', 'Bryan C. Knight']",-,100,Comedia,postal,2007
5.7,David Dobkin,"['Dan Fogelman', 'Jessie Nelson']",-,116,Comedia,fred claus,2007
5.4,"['Gregory Alosio', 'Sharon Angela', 'Jeff Mazzola']",Luca Palanca,Four short films form a single story about Brooklyn residents and their hangouts.,-,Comedia,made in brooklyn,2007
5.8,Walt Becker,Brad Copeland,-,100,Comedia,wild hogs,2007
4.8,Aline Issermann,"['Jean-Luc Estèbe', 'Aline Issermann', 'Brice-Pascal Renault']","Alexandra is getting ready to spend the summer with her family, but learns that her ex and his lovely ""fiance"" have also been invited. She soon meets an actor and hires him on the spot to play the role of her fiance.",92,Comedia,cherche fiancé tous frais payés,2007
5.2,Tony Herbert,Tony Herbert,-,85,Comedia,speed dating,2007
6.6,Emmanuelle Cuau,"['Agnès Caffin', 'Emmanuelle Cuau']","The tough lives of two ordinary individuals : Alex, an accountant and his wife Béatrice, a taxi driver.",102,Comedia,"très bien, merci",2007
4.9,Jeff Glickman,Josh Ben Friedman,"An unlikely friendship is formed over the obsession of Zelda Sparks. Being a toxic relationship between Craig Blackshear and Zelda, Craig does his best to get her out of his life and his head. Luckily for Craig she decides to leave town so he's able to live normally. When Zelda makes a reappearance in town after three years Craig recedes back into her web of toxicity.... Leer todo",95,Comedia,killing zelda sparks,2007
5.9,Benoît Mariage,Benoît Mariage,"Daniel Piron, a former left-wing activist who has become a journalist for a ""road safety"" TV show, thinks he has a brilliant idea for a film that will be shown on a ""strip-tease"" type show.",96,Comedia,cow-boy,2007
6.1,Bruce Campbell,Mark Verheiden,"Mistaken for his character Ash from the 'Evil Dead' trilogy, Bruce Campbell is forced to fight a real monster in a small Oregon town.",84,Comedia,my name is bruce,2007
6.5,Vince Parenti,"['Bruce Bellocchi', 'Vince Parenti']",A light drama that takes us on a journey that explores what happens when a member of the Daveda family changes what he was taught to believe in order to find true happiness.,-,Comedia,the longest yard sale,2007
6.0,Pierre Jolivet,"['Pierre Jolivet', 'Simon Michaël']","Lucas, a wealthy, 43 year-old divorced businessman, is irresistibly attracted to Elsa, a 38 year old renowned sculptor from whom he has commissioned a piece to decorate the reception at his office.",90,Comedia,je crois que je l'aime,2007
4.6,Alan Cumming,Thomas Gallagher,"Jonathan Vandermark is a music teacher with a weakness for young men with great aspirations and without a pot to piss in. When Sebastian enters his life and takes advantage of John's charity, his life and afterlife will be changed forever.",93,Comedia,suffering man's charity,2007
6.2,"['Shari Springer Berman', 'Robert Pulcini']","['Emma Mc', 'Laughlin', 'Nicola Kraus', 'Shari Springer Berman']",-,106,Comedia,the nanny diaries,2007
6.0,Sol Tryon,"['Peter Kline', ""Mike O'Connell""]","A dark comedy set in a storybook universe THE LIVING WAKE chronicles the final day of K. Roth Binew, a quixotic character, who attempts to probe life's great mysteries before his final hour.",91,Comedia,the living wake,2007
7.0,Michael Schroeder,Michael Schroeder,"Flash is a curmudgeon with a hankering for classic movies and booze. Cameron is a volatile teen who commits grand theft auto just because the car is an exact replica from Christine. Their relationship is forged in the darkness of a movie theater and fueled by a mutual appreciation of rebellion and cinema. Cameron enters a student film contest, though he lacks the reso... Leer todo",107,Comedia,man in the chair,2007
6.1,Cecilia Miniucchi,Cecilia Miniucchi,A turbulent and intriguing love story between two parking officers in the city of Los Angeles.,107,Comedia,expired,2007
7.0,"['Anees Bazmee', 'Mayur K. Barot']","['Anees Bazmee', 'Rajeev Kaul', 'Praful Parekh']","A man falls in love with a beautiful woman, but later discovers that her brothers are gangsters.",159,Comedia,welcome,2007
6.4,Edward Burns,Edward Burns,Patti Petalson (Blair) struggles with the pressure of becoming the next important American writer.,103,Comedia,purple violets,2007
3.9,Ashwini Chaudhary,Ashwini Chaudhary,Two college students exchange their classes after the college management mixed their identical names by mistake.,115,Comedia,"good boy, bad boy",2007
3.5,Per Anderson,Per Anderson,"Photography student Stanley Cuba's (Mike Birbiglia) life has striking parallels to that of iconic director Stanley Kubrick -- except that our Stanley is neither famous nor exceptionally talented. But an upcoming photo contest may give Stanley his ""Shining"" moment. Filled with clever references to Kubrick's oeuvre, this first feature from writer-director Per Anderson s... Leer todo",-,Comedia,stanley cuba,2007
6.1,Rob Schneider,Josh Lieb,-,105,Comedia,big stan,2007
6.6,Justin Theroux,David Bromberg,The romantic comedy follows a misogynistic children's book author who is forced to work closely with a female illustrator instead of his long-time collaborator and only friend.,95,Comedia,dedication,2007
5.6,Michael Lehmann,"['Karen Leigh Hopkins', 'Jessie Nelson']",-,102,Comedia,because i said so,2007
5.9,Diego Lublinsky,Diego Lublinsky,A journalist and a piano student fall in love while time stands still for the rest of the world.,87,Comedia,tres minutos,2007
5.0,Sean Farley,Sean Farley,"It's the hottest day of the year for the manager of the tiny one-screen movie theatre the Nostromo but that's only the beginning of his problems. The year's most hotly anticipated film is opening exclusively without warning plunging the Manager and his employees into a frantically comedic world of foul-mouthed nuns, angry rooftop wildlife, and a capacity crowd of eage... Leer todo",80,Comedia,surviving the rush,2007
5.5,Henry Pincus,Henry Pincus,Six people in Los Angeles recall their misadventures from the previous night at a club.,90,Comedia,you are here,2007
4.4,Marcel Sarmiento,Marcel Sarmiento,"When Charlie meets Daphne, he never expected that he would have to battle her dog to woo her. But something unexpected happens: he begins to fall in love with the dog, realizing he never really needed a girlfriend in the first place.",94,Comedia,heavy petting,2007
7.2,Alexander Oppersdorff,Alexander Oppersdorff,"Over the course of one weekend, in an idyllic villa close by the Blue Grotto, two men and two women meet. As the hours pass they find themselves entangled in a humorous clash of attraction and ego.",85,Comedia,capri you love?,2007
4.2,"['Cathryn Michon', 'Guy Shalem']","['Cathryn Michon', 'Wendi Mc', 'Lendon-Covey', 'W. Bruce Cameron']",-,98,Comedia,cook off!,2007
7.1,David A. Daniels,David A. Daniels,"'The Scoop' is the story of a jaded ice cream store manager on his last day of the job, juggling the chaos and a series of misadventures that ensue over the course of three different shifts between customers and the employees of the store who hate them.",-,Comedia,the scoop: an ode to customer service,2007
6.6,Darren Ashton,"['Carolyn Wilson', 'Robin Ince', 'Darren Ashton']","A hilarious mockumentary about kids' competitive dance, complete with overbearing parents, precocious kids, eccentric instructors, and a host of other quirky characters.",95,Comedia,razzle dazzle: a journey into dance,2007
6.7,Taika Waititi,"['Loren Taylor', 'Taika Waititi']","The tale of two socially-awkward misfits and the strange ways they try to find love: through revenge on high-school bullies, burgers, and video games.",93,Comedia,eagle vs shark,2007
4.6,Paddy Breathnach,Pearse Elliott,-,84,Comedia,shrooms,2007
6.0,Cameron Kirkwood,Cameron Kirkwood,"Although having a promising future in the profession, Ben McCleary, disillusioned with it, sabotages his law career by purposefully failing the bar exam - three times - which results in him quitting his law job, needing to pay back the signing bonus with the firm, and without money forcing him to go back and live with his parents in the home in which he grew up in the... Leer todo",94,Comedia,your beautiful cul de sac home,2007
8.6,Doc Crotzer,Craig Good,-,-,Comedia,the agonist,2007
6.4,Andy Fickman,"['Nichole Millard', 'Kathryn Price', 'Audrey Wells']",-,110,Comedia,the game plan,2007
3.6,Ahmed Khan,"['Abbaas Hierapurwala', 'Umesh Shukla', 'Neeraj Vora']",A bunch of misfits and gangsters embarks on a journey to find a lost and stolen diamond.,144,Comedia,fool n final,2007
6.8,Juan Fischer,"['Juan Fischer', 'Tomislav Novakovic']","Miguel is a young politician who comes from a wealthy family. He has seen the world from a privileged position and made a brilliant career. But the vicissitudes of life make it a corpse with no identification, a NN, and the autopsy table to relive the horror of the doctor and his murderers. Miguel escapes and discovers that he lose his memory: do not know who he is. M... Leer todo",107,Comedia,buscando a miguel,2007
5.8,Greg Chwerchak,"['Gabrielle Berberich', 'Greg Chwerchak']","Still reeling from the death of her father, a young girl spends one last summer at the Jersey Shore before heading off to college. But when her plans fall apart, the girl stumbles into a mysterious world of Russian sailors, high-stakes gambling, and unexpected love.",116,Comedia,greetings from the shore,2007
5.4,Charles Hood,Charles Hood,"A brilliant scientist falls for his wife's 14-year-old art student and, using the technology from his research, he figures out a way for them to be together.",94,Comedia,freezer burn,2007
5.4,Jamie Babbit,"['Jamie Babbit', 'Tina Mabry', 'Abigail Mc', 'Carthy']","High School grad and all American gal, Anna, finds her purpose and herself after she hooks up with the radical feminists in The Itty Bitty Titty Committee.",87,Comedia,itty bitty titty committee,2007
3.5,Rolfe Kanefsky,Rolfe Kanefsky,"With the help of a magical genie possessing his new cellular phone, an adolescent nerd attempts to live life to the fullest upon his graduation from school.",89,Comedia,pretty cool too,2007
5.1,Inés París,"['Tirso Calero', 'Eva Cruz', 'Miguel Ángel Gómez']","A romantic comedy inventing a friendship between Cervantes and Shakespeare, who both fall in love with a Spanish woman.",102,Comedia,miguel y william,2007
5.9,Daniel Waters,Daniel Waters,-,117,Comedia,sex and death 101,2007
6.9,Adam Kaufman,"['Josh Diamond', 'Adam Kaufman']","Eric Bremer is an LA metrosexual who pays meticulous detail to his manners, personal appearance, and unwavering appreciation for the finer things in life. While looking for love in the city can be a bit of a challenge.",84,Comedia,the metrosexual,2007
6.5,Ursula Burton,Ursula Burton,"THE HAPPIEST DAY OF HIS LIFE is a light-hearted film that, through a colorful lens, subtly challenges gender roles and traditions with a sense of humor. Depicting a classic, traditional wedding and following the iconic scenes from typical Hollywood wedding movies like FATHER OF THE BRIDE, THE HAPPIEST DAY OF HIS LIFE reverses both gender roles and our assumptions.",-,Comedia,the happiest day of his life,2007
5.1,Michael Herbig,"['Michael Herbig', 'Alfons Biedermann']",A send-up of the Sissi trilogy.,85,Comedia,lissi und der wilde kaiser,2007
5.4,Jacob Goldwasser,"['Zohar Laskov', 'Haim Marin']",-,90,Comedia,ein la elohim,2007
3.8,Alain Berbérian,"['Sion Marciano', 'Fabrice Roger-Lacan', 'William Solal']",-,100,Comedia,l'île aux trésors,2007
4.8,Anthony Hopkins,Anthony Hopkins,"Aging screenwriter Felix Bonhoeffer has lived his life in two states of existence: in reality and his own interior world. While working on a murder mystery script, and unaware that his brain is on the verge of implosion, Felix is baffled when his characters start to appear in his life, and vice versa.",96,Comedia,slipstream,2007
5.9,Robert Ben Garant,"['Robert Ben Garant', 'Thomas Lennon', 'Kerri Kenney']",-,80,Comedia,reno 911!: miami,2007
5.6,Yukihiko Tsutsumi,"['Akira Amasawa', 'Baku Yumemakura']","Brace yourself for a hilarious action-filled ride with The Sword of Alexander! Based on a serial story by Yumemakura Baku, The Sword of Alexander (a.k.a. Taitei no Ken) is a rollicking period fantasy adventure, complete with ninjas, warriors, magical weapons, and a couple of aliens. With a host of colorful characters, impressive CG visuals, and genres colliding left a... Leer todo",110,Comedia,taitei no ken,2007
6.0,Mike White,Mike White,-,97,Comedia,year of the dog,2007
6.5,Marc Lawrence,Marc Lawrence,-,104,Comedia,music and lyrics,2007
6.0,Noah Baumbach,Noah Baumbach,-,93,Comedia,margot at the wedding,2007
2.7,David Giancola,"['David Giancola', 'Ben Coello']","""Charlie's Angels"" goes sci-fi, with a touch of ""Men In Black"" thrown in for good measure, when three aliens morph into super-hot babes and arrive to protect Earth from the intergalactic forces of evil. Guided by Syntax, their holographic mentor, these illegal aliens are willing to use every trick in the book and every sexy outfit in their wardrobe to accomplish their... Leer todo",96,Comedia,illegal aliens,2007
8.1,Todd Wade,Chris Pentzell,"A deranged wedding videographer takes a bride and groom hostage after they've called off their wedding. He makes them watch his footage in hopes that they will fall back in love and get married so he can finish his ""film"".",85,Comedia,the wedding video,2007
4.8,Dominique Wirtschafter,Markus Redmond,"A teenager with a high IQ decides to become an actor, but is faced with a difficult career choice when his TV show gets canceled.",102,Comedia,if i had known i was a genius,2007
6.2,Allan Moyle,"['Willem Wennekers', 'Sarah Dodd', 'Bob Conte']",A pair of slackers get in way over their heads when they try to dump the body of a dead girlfriend in the basement of a drive-in movie theater where a satanic cult performs ritual sacrifices.,90,Comedia,weirdsville,2007
6.5,Stuart Gordon,"['John Strysik', 'Stuart Gordon']","A young woman commits a hit-and-run, then finds her fate tied to her victim.",85,Comedia,stuck,2007
6.2,Joyce Bernal,"['Mel Mendoza-Del Rosario', 'Galo Ador', 'Trina Marie Dusaban']","Due to the recommendation of his godfather who is a renowned secret agent, a bumbling reserved agent was tasked to retrieve an important artifact.",93,Comedia,agent x44,2007
5.5,"['John Mc', 'Lean']","['John Mc', 'Lean']","After three Catholic Nuns are attacked by a Zombie Dog and turned into Zombies, they discover a group of articulate, educated, singing & dancing Zombies living in the idyllic enclave of Zomburbia. One of the Nuns refuses to accept her new-found Zombie-osity and sets off on a comic journey of self-discovery and mayhem...with, naturally, much singing and dancing along t... Leer todo",98,Comedia,z: a zombie musical,2007
5.9,Andrews Jenkins,Andrews Jenkins,"Caught in the middle of a bank robbery, a slacker and a bank employee become the ones who arbitrate the intense situation.",81,Comedia,how to rob a bank (and 10 tips to actually get away with it),2007
5.9,Dennis Dugan,"['Barry Fanaro', 'Alexander Payne', 'Jim Taylor']",-,115,Comedia,i now pronounce you chuck & larry,2007
6.3,Kirt Gunn,Kirt Gunn,"A truly unique and visually stunning take on meta-fiction, Lovely By Surprise follows the journey of novelist Marian Walker as she attempts to finish her first novel.",98,Comedia,lovely by surprise,2007
5.2,Ken Kwapis,"['Kim Barker', 'Tim Rasmussen', 'Vince Di Meglio']",-,91,Comedia,license to wed,2007
6.9,Patrick Huard,"['Claude Lalonde', 'Pierre Lamothe']","Two brothers (Legault, Lemay-Thivierge) discuss the positive and negative aspects of adultery as their mother lies beside them in a coma, while their brother Rémi (Doucet) attempts to discourage them. Their conversations become more explicit as time passes.",124,Comedia,les 3 p'tits cochons,2007
5.8,Wayne Price,"['Lucas Akoskin', 'Wayne Price']","New York City's most famous and powerful nightclub gatekeeper, Trevor W., has somehow managed to lose his job at the door - but can't shake the documentary film crew following him. Trevor will play tour guide on his awkward journey down to earth as he comes to terms with his ego, identity and career options.",80,Comedia,the doorman,2007
4.7,Kedar Korde,"['Kedar Korde', 'Trisa Edmonson', 'Shelly Royce']","Relationship issues arise between a researcher with a theory to explain away all his failed dating experiments, a player who wants out of the game, a deejay whose head spins with thoughts of God, a hoodrat with no street cred, a poet not-so-well-versed in art of love, and a womanipulator of men.",93,Comedia,x's & o's,2007
6.3,Akiz,"['Olaf Kraemer', 'Akiz', 'Claus Peter Hant']","Uschi Obermeier, a German cover model from the 1960s who embodied the dreams of the hippie generation - joins a commune, begins a modelling career, meets rock stars, and travels the world in a bus, enjoying love, drugs and freedom.",114,Comedia,das wilde leben,2007
7.3,Joan Marimón,Joan Marimón,"In a couple, dominates the one that loves less. Julia (Rose Avalon), 17 years old, has a blind in one eye cat and an enormous dependence from his uncle David (Alberto Jiménez), veterinarian, of the one who is deeply fallen in love. Julia makes what is impossible for remaining the greatest possible time beside his uncle David. But David has one very attractive girlfrie... Leer todo",-,Comedia,pactar amb el gat,2007
5.0,Grace Lee,"['Grace Lee', 'Rebecca Sonnenshine']",Pic documents the daily lives of a small community of the living deceased who make their home in Los Angeles.,90,Comedia,american zombie,2007
6.2,Arthur Fontes,Marcelo Dantas,A group of high-school seniors who must face choices of everyday life: problems within groups and with having to face the future.,96,Comedia,podecrer!,2007
