puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
5.0,Philippe Harel,"['Isabelle Alexis', 'Eric Assous', 'Philippe Harel']",The complicated life of a wannabe actress who meets an older writer in the midst of a crisis.,90,Comedia,"tu vas rire, mais je te quitte",2005
5.5,Geoff Bennett,"['Robin Klein', 'Chris Anastassiades', 'Christine Madafferi']",Classmates Erica Yurgen and Alison Ashley vie with each other to become the undisputed star of their class.,100,Comedia,hating alison ashley,2005
6.3,Mark Mylod,Collin Friesen,"To remedy his financial problems, a travel agent has his eye on a frozen corpse, which just happens to be sought after by two hitmen.",100,Comedia,the big white,2005
2.2,A. Raven Cruz,A. Raven Cruz,"When ""The One"" dies, Orpheum must find the ""Other One.""",97,Comedia,the helix... loaded,2005
5.3,Laurent Dussaux,Alain Layrac,"Friends meet for a weekend in a mountain lodge, where secrets come out and relationships are tested.",84,Comedia,avant qu'il ne soit trop tard,2005
5.5,Danny Leiner,Sam Catlin,The Great New Wonderful weaves five stories against the backdrop of an anxious and uncertain post-9-11 New York City.,88,Comedia,the great new wonderful,2005
6.3,Krisztina Goda,"['Réka Divinyi', 'Krisztina Goda', 'Gábor Heller']","Dora rejects all men when she discovers that her fiance has been living a double life with another women throughout their relationship (he was married). But with her biological clock ticking, Dora feels the urge to have a baby. She places an ad, searching for sex with no strings attached. When she finds that her choices are limited to three men: Tamas, Ali, and Peter,... Leer todo",97,Comedia,csak szex és más semmi,2005
7.2,Zdravko Sotra,"['Miroslav Momcilovic', 'Zdravko Sotra', 'Stevan Sremac']","The story takes place in Nis, towards the end of the nineteenth century, during the calm down of the stormy historic events which led to final liberation of southern Serbian parts from Turkish occupation. The comedy is about celebrating traditional saint's day feast, organized by Ivko and how his guests test the Serbian hospitality.",110,Comedia,ivkova slava,2005
3.8,Patrick BraoudéSteve Carr,"['René Goscinny', 'Jean Tabary', 'Patrick Braoudé']",A corrupt Vazeer (Minister) tries to get rid of the Caliph and gets away with every conspiracy until..,95,Comedia,iznogoud,2005
6.5,Lasse Hallström,"['Jeffrey Hatcher', 'Kimberly Simi', 'Michael Cristofer']",-,112,Comedia,casanova,2005
6.5,Ken Kwapis,"['Ann Brashares', 'Delia Ephron', 'Elizabeth Chandler']",-,119,Comedia,the sisterhood of the traveling pants,2005
7.8,"['Frank Fidilio', 'Joseph Posa']","['Frank Fidilio', 'Joseph Posa', 'Adam Seminara']",-,-,Comedia,rose woes and joe's,2005
6.1,Tomas Villum Jensen,"['Anders Thomas Jensen', 'Tomas Villum Jensen']","Slow, shy Tommy attends group therapy for long-term unemployed. He gets a job and meets the owner of tanning salons, a rich, lonely widow twice his age. They date.",86,Comedia,solkongen,2005
7.5,"['Evan Lieberman', 'Eddy Von Mueller']",Lynn Lamousin,A sock puppet detective unravels a case involving the disappearance of high-end hosiery.,71,Comedia,the lady from sockholm,2005
6.2,Malcolm D. Lee,Norman Vance Jr.,-,112,Comedia,roll bounce,2005
4.3,James Franco,"['James Franco', 'Merriwether Williams']",-,92,Comedia,the ape,2005
7.4,Liev Schreiber,"['Jonathan Safran Foer', 'Liev Schreiber']",-,106,Comedia,everything is illuminated,2005
6.3,Mike Mitchell,"['Paul Hernandez', 'Bob Schooley', 'Mark Mc', 'Corkle']",-,100,Comedia,sky high,2005
