puntuacion_imdb,direccion,guion,argumento,genero,duracion,titulo,anio
7.7,Abbi Lake O'Neill,Abbi Lake O'Neill,"Kate McCarthy, a former teen sitcom star who trashed her life through drug abuse, is forced to live, fresh out of rehab, on the one remaining piece of property, her business manager, Charlie has kept out of foreclosure - a run-down apartment building in east L.A. With her one remaining trendy friend, Claire, who's still an addict and trapped in a loveless marriage, th... Leer todo",-,Comedia,surviving in l.a.,2020
5.4,Robert Zemeckis,"['Robert Zemeckis', 'Kenya Barris', 'Guillermo del Toro']",-,106,Comedia,the witches,2020
7.0,Piotr Domalewski,Piotr Domalewski,-,98,Comedia,jak najdalej stad,2020
9.2,Tye Banks,"['Bo Alambis', 'Ampston Hews', 'Brian Isley']",Liquor House Comedy presents the Big 3 featuring stand up comedians Brian Isley (New York's Apollo Theater) Bo Alambis and Ampston Hews. None of these three comedians are a like. They all bring a unique style of stand up comedy.,46,Comedia,the big 3,2020
5.3,Jan Kounen,"['Fabrice Roger-Lacan', 'Jan Kounen', 'Vincent Lindon']",-,104,Comedia,mon cousin,2020
5.2,Moa Gammel,"['Henrik Engström', 'Mattias Grosin', 'Martin Widmark']",Lasse and Maja have had their detective agency shut down by the police chief when a customer ask for help to prove her father is innocent of the train robbery he was convicted of. Lasse and Maja now see their great chance to show off.,82,Comedia,lassemajas detektivbyrå - tågrånarens hemlighet,2020
4.7,Theodore Boborol,"['Daisy Cayanan', 'Marionne Dominique Mancol']",It follows Pat Reyes who is a hardworking hostel manager and online vegetable seller who trains her boss' hardheaded and exiled grandson as a hostel employee.,107,Comedia,james & pat & dave,2020
4.4,Sam Macaroni,"['Sam Macaroni', 'Sean Bishop', 'Troy Duffy']",-,84,Comedia,guest house,2020
6.9,Johannes Naber,"['Oliver Keidel', 'Johannes Naber']",-,108,Comedia,curveball,2020
3.5,Robert L. Parker III,"['Crystal Harris', 'Robert L. Parker III']","Four single women reunite together after not seeing each other in so many years. When they meet they discover that they haven't changed much. While together they have wild parties, drinking, dancing and other fun activities. Starring Kaymecia Garvins, Marie Richards, Robin Lee Ni... Leer todo",111,Comedia,girlfriend's reunited,2020
8.7,Andrew Putschoegl,Sam Harris,"A live recording of Sam Harris's award-winning one-man musical performance, tracing his rise to stage stardom.",113,Comedia,ham: a musical memoir,2020
6.4,Icíar Bollaín,"['Icíar Bollaín', 'Alicia Luna', 'Lina Badenes']",-,97,Comedia,la boda de rosa,2020
7.6,Collin Levin,"['Nicolai Dorian', 'Collin Levin', 'Nicholas Tuttle']","A young jazz guitarist, Jazzen Goodman, dreams of becoming a jazz legend. He hires his best friend Dylan to film him on his journey through the jazz world.",93,Comedia,in a silent way,2020
-,Eric Edwards,Eric Edwards,-,45,Comedia,what men don't know about women,2020
6.2,Kelly Oxford,Kelly Oxford,-,94,Comedia,pink skies ahead,2020
5.6,Jun Geng,"['Jun Geng', 'Bing Liu']",-,118,Comedia,manchurian tiger,2020
5.8,"['Thomas Ancora', 'Grégory Beghin']",Thomas Ancora,"Simon, Mehdi and Fred, 3 childhood friends are invited to the funeral of Juan, a former school mate, who has a last wish: he wants the boys to start a ""Losers Revolution"" and seek revenge on their high school bullies.",89,Comedia,losers revolution,2020
7.2,Gabriela Ivette Sandoval,Roberto Andrade Ceron,Mariano is a screenwriter who graduated from school six years ago and hasn't written a single script. Conflict begins when his cousin brings home a girlfriend who Mariano falls deeply in love with.,91,Comedia,"ok, está bien...",2020
6.4,Marian Crisan,"['Gabriel Andronache', 'Marian Crisan']","A high-profile politician running for the EU Parliament meets a tractor driver, teaming up during the election campaign in a small Romanian town.",93,Comedia,berliner,2020
6.4,Addison Binek,"['Stephen Albers', 'Addison Binek', 'Greg De', 'Liso']",A killer gorilla escapes from the Detroit Zoo and goes on a murdering spree.,64,Comedia,psycho ape!,2020
6.8,Christos Nikou,"['Christos Nikou', 'Stavros Raptis']",-,91,Comedia,apples,2020
7.3,Eduardo M. Clorio,"['Paco Arriagada', 'Karla Coronado', 'Idalia Damián Azcoitia']",-,97,Comedia,conversaciones,2020
7.4,Alejandro Montoya Marín,Alejandro Montoya Marín,"Set in the days leading up to the year 2000, friends Kelly and Miguel - along with the rest of the world - find themselves facing mounting pressures and the harsh realities of their futures.",90,Comedia,millennium bugs,2020
6.4,Ruben Alves,"['Élodie Namer', 'Ruben Alves', 'Cécilia Rouaud']",-,107,Comedia,miss,2020
7.1,Rocko Zevenbergen,Rocko Zevenbergen,"After a moment of total teenage angst, a young punk finds himself at odds with a psychedelic monster of his own creation.",107,Comedia,i need you dead!,2020
5.7,Josh Ruben,Josh Ruben,-,104,Comedia,scare me,2020
4.1,Leslie Thomas,Leslie Thomas,An ensemble relationship comedy about a young couple whose marriage is in crisis. Their therapist prescribes a weekend of total honesty - the same weekend they're going to the country with close friends for a blowout good time.,90,Comedia,honesty weekend,2020
-,Mustafa Ozgun,Mustafa Ozgun,-,-,Comedia,le voleur rose: pink thief,2020
5.4,Mélissa Drigeard,"['Mélissa Drigeard', 'Vincent Juillet']",-,101,Comedia,tout nous sourit,2020
6.3,Marvick Eduardo Núñez Aguilera,"['Charbel Harp CalderoníAcán Coen', 'Andrew Foley']",-,89,Comedia,la liga de los 5,2020
6.4,Bettina Oberli,"['Cooky Ziesche', 'Bettina Oberli', 'Thomas Ritter']","Wanda, a Polish woman, takes care of 70-year-old Joseph in his family villa on the lake. She is always there for him and also helps his wife Elsa. The work is poorly paid, but Wanda needs the money for her family.",111,Comedia,"wanda, mein wunder",2020
4.7,Petter Holmsen,Karsten Fullu,"Everything that can go wrong goes wrong when care free ski bums, frustrated cabin owners, skiing Danes and partying youngsters team up on a Norwegian mountain resort with a very absent hotel manager.",87,Comedia,fjols til fjells,2020
5.9,Ryan Murphy,"['Bob Martin', 'Chad Beguelin', 'Matthew Sklar']",-,130,Comedia,the prom,2020
-,Samantha Nolte,"['Bobby Mc', 'Gruther']","After being gone for eleven years, a burnt out hardcore vocalist returns to his small, New Jersey hometown, in the wake of his father's death during the holidays.",-,Comedia,fair haven,2020
4.8,Stefano Mordini,"['Filippo Bologna', 'Riccardo Scamarcio', 'Stefano Mordini']","From campy lies to sexy surprises, this collection of vignettes captures the follies of several men as they fumble with fidelity and relationships.",88,Comedia,gli infedeli,2020
6.7,Albert Dupontel,"['Albert Dupontel', 'Marcia Romano', 'Xavier Nemo']",-,87,Comedia,adieu les cons,2020
-,"['Dáire Mc', 'Nab']","['Dáire Mc', 'Nab']",-,98,Comedia,the last roll,2020
5.1,Andrew Burdette,Andrew Burdette,-,65,Comedia,bruh.mp4,2020
-,Juanjo Martínez,Juanjo Martínez,A man travels between parallel universes through his consciousness.,-,Comedia,el universo en que te amé,2020
-,Juanjo Martínez,Juanjo Martínez,A group of police officers close to being fired will try to solve the murder of a young model.,-,Comedia,unidad 23,2020
5.8,Shambhu Purushothaman,Shambhu Purushothaman,"Christians believe that marriages are made in heaven. It is a satirical take on the belief, which is reinforced through marriage rituals, about the Christian marriage and the reality of it as seen around us.",117,Comedia,paapam cheyyathavar kalleriyatte,2020
6.8,"['Sudhir Mishra', 'Sachin Krishn']","['Niren Bhatt', 'Manu Joseph', 'Abhijeet Khuman']",-,114,Comedia,serious men,2020
5.6,Tommy Walton,Jody Thompson,-,82,Comedia,still today,2020
3.9,Pascal Bourdiaux,"['Julien Leimdorfer', 'Gaël Leforestier', 'Mathias Gavarry']","Back-to-school. For troublemaker Toto, it's the best place for fooling around. But when a sculpture collapses during the opening of a museum, Toto is immediately blamed, and now he has to prove his innocence.",84,Comedia,les blagues de toto,2020
4.8,Dennis Dugan,"['Eileen Conn', 'Dennis Dugan', 'Larry Miller']",-,96,Comedia,"love, weddings & other disasters",2020
4.3,Abhimanyu Mukherjee,Abhimanyu Mukherjee,A grocery store in a north Kolkata neighbourhood stands in the way of developers looking to build a mall there. The film follows a group as they seek to save the shop from being razed.,128,Comedia,hullor,2020
-,Magdolna Cecília Eröss,Mario LagóMiron Manega,-,-,Comedia,the perfect mistress iv: heartbreaker,2020
5.4,Ludovic Bernard,"['Ariel Winograd', 'Mariano Vera', 'Juan Vera']",-,104,Comedia,10 jours sans maman,2020
6.5,Wolfgang Groos,Robert Löhr,Three frustrated pensioners volunteer themselves as Grand-Godparents to three stressed children.,104,Comedia,enkel für anfänger,2020
5.3,Vincent Masciale,"['Luke Barnett', 'Vincent Masciale', 'Tanner Thomason']",-,92,Comedia,faith ba$ed,2020
5.9,Chris Baugh,"['Chris Baugh', 'Brendan Mullin']",-,88,Comedia,boys from county hell,2020
2.4,Alex R. Wagner,Julia St. Pierre,"A costumer designer is sent to the Catskills for an interactive theatre piece set in the 1920s. When she arrives things seem dark, strange and off. She soon realizes she is part of a student film.",77,Comedia,light from the tower,2020
-,Giovanni Petrizzo,Giovanni Petrizzo,Film making in South Italy with local actor. The Movie is a tribute to italian director Vittorio De Sica,85,Comedia,the teacher + margherita,2020
-,Alex Molico,"['Mario LagóMiron Manega', 'Christopher Pulha']",-,-,Comedia,sex spirits,2020
-,Lindsay Gonzalez,Lindsay Gonzalez,"On workplace orders to undergo psychiatric evaluation a demon clown revisits her past move to the big city. Painful memories of her pursuit to become a fairy reignite buried desires, sending her on paths that may result in the disappointment of her life coach.",-,Comedia,big feat,2020
6.6,Tiago Durão,"['Tiago Durão', 'Antonio Rodrigues', 'André Tavares']","A kaleidoscope of several intertwined stories about people struggling to resist their vulnerabilities, in search of love, dignity, forgiveness and the great beauty of life in chaotic New York City.",-,Comedia,tales from the rabbit hole: a curious kitsch novel,2020
5.4,Alberto Rizzi,"['Marco Pettenello', 'Alberto Rizzi', 'Valentina Zanella']","Orlando, a former musician whose private life has been devastated by an earthquake, decides to get a second chance with help of his former manager and motivated by love for Chiara.",95,Comedia,si muore solo da vivi,2020
6.2,Laura Terruso,Alison Peck,-,93,Comedia,work it,2020
4.0,Hakan Gürtop,Feridun Hocalar,-,100,Comedia,bizim semtin çocuklari,2020
-,"['Sebastian Alexandre', 'Claudia Bonsangue', 'Giorgio Picinni Leopardi']","['Sebastian Alexandre', 'Paolo Bianchini', 'Claudia Bonsangue']","""Frammenti"" is the first Italian film made by the students of an artistic high school, the ""Donato Bramante"" in Rome at the ""Tufello"", the same place where they shot ""Ladri di biciclette"". The film deals with six very compelling different stories born from the pupils' mind.",78,Comedia,frammenti,2020
5.9,Azazel Jacobs,"['Patrick De', 'Witt']",-,113,Comedia,french exit,2020
4.2,David Dhawan,"['Rumi Jaffery', 'Farhad Samji']",-,134,Comedia,coolie no. 1,2020
7.0,Sydney Sibilia,"['Francesca Manieri', 'Sydney Sibilia']",-,117,Comedia,l'incredibile storia dell'isola delle rose,2020
-,Kate Davis,Kate Davis,"Former rodeo queen, Callie, goes on a wild ride when she attends the funeral of a Native American man -- on an Indian reservation. His widow and sister take her on a harrowing journey. Callie experiences modern-day Indian life, and death, and confronts her life's choices and regr... Leer todo",-,Comedia,cowgirls and indians,2020
7.7,Thomas Vinterberg,"['Thomas Vinterberg', 'Tobias Lindholm']",-,117,Comedia,druk,2020
4.7,Robert Schwartzman,Zac Stanford,-,81,Comedia,the argument,2020
5.5,Brea Grant,Brea Grant,-,86,Comedia,12 hour shift,2020
5.8,Hitesh Kewalya,Hitesh Kewalya,-,117,Comedia,shubh mangal zyada saavdhan,2020
5.9,"['Eshom Nelms', 'Ian Nelms']","['Ian Nelms', 'Eshom Nelms']",-,100,Comedia,fatman,2020
3.9,Balázs Lóth,"['Ákos Inotay', 'Mark Kis-Szabo', 'Balázs Lóth']","After their friend dies in an accident, Marcell, the rich but burnt-out architect and the rest of his loser childhood buddies decide to team up for the last time to fulfill their friend's last wish by smuggling his crappy painting into the most prestigious art auction of Budapest... Leer todo",104,Comedia,pesti balhé,2020
5.0,Anna Mastro,"['Alex Litvak', 'Andrew Green', 'Austin Winsberg']",-,99,Comedia,secret society of second-born royals,2020
-,Neilson Black,Neilson Black,A British foreigner moves to Paris to work in a cafe and become a Parisian. But realizes he isn't welcome when he gets there. So he starts a support group to fight for his right to stay and save the cafe from closing.,-,Comedia,café mirage,2020
4.7,Brad Johnson,Sally Meyer,-,87,Comedia,the christmas project 2,2020
6.0,"['Bruno Garotti', 'Jessica Blue', 'Anita Barbosa']","['Bruno Garotti', 'Sylvio Gonçalves']",-,104,Comedia,ricos de amor,2020
6.3,"['Shoojit Sircar', 'Kuran Dhillon']",Juhi Chaturvedi,"Two scheming men get caught up in a game of one upmanship, each one attracting other members to their clan and each one with an agenda of his own.",124,Comedia,gulabo sitabo,2020
5.4,Edward Hall,"['Nick Moorcroft', 'Meg Leonard', 'Piers Ashworth']",-,99,Comedia,blithe spirit,2020
6.1,Daniel Cohen,"['Daniel Cohen', 'Olivier Dazat']",-,104,Comedia,le bonheur des uns...,2020
-,"['Jasmine Chiong', 'Kwanza Nicole Gooden', 'Emma Shalaway']","['Jasmine Chiong', 'Natalie Kabenjian', 'Brittney King']",-,-,Comedia,los angeless,2020
-,Alex Michael,Alex Michael,"'Four beer, four laps, for the helluva it!' 'More than a Mile' is a documentary following the lives of a runner and his friend on their 6 month journey towards the Beer Mile World Classic.",88,Comedia,more than a mile,2020
4.3,Paul Murphy,David Brechin-Smith,-,86,Comedia,lowdown dirty criminals,2020
5.6,Rolando Ravello,"['Fabio Bonifacci', 'Manuel Burque', 'Josep Gatell']",Three fathers try to hinder the love affairs of their respective daughters.,96,Comedia,è per il tuo bene,2020
-,Tyler Wieseler,"['Tyler Wieseler', 'Daniel L. Wolff']",Four societal misfits contemplate life just days before their beloved video store closes.,-,Comedia,thank you for renting,2020
4.9,O. Corbin Saleken,O. Corbin Saleken,A 12-year-old boy investigates the disappearance of a child in his neighbourhood.,81,Comedia,the dummy factor,2020
5.8,Douglas Attal,"['Douglas Attal', 'Melisa Godet', 'Charlotte Sanson']",-,97,Comedia,comment je suis devenu super-héros,2020
6.7,István Nyíri Kovács,"['Gábor Kertai', 'István Nyíri Kovács']",-,-,Comedia,boszorkányház,2020
3.9,Andres Feddersen,"['Loretto Bernal', 'Andres Feddersen']",Mujeres Arriba is a romantic comedy that tells the journey of three friends who are looking for a more entertaining and fiery sexuality with their respective partners.,100,Comedia,mujeres arriba,2020
2.5,"['Raghava Lawrence', 'Balakrishnan Thevar']","['Farhad Samji', 'Raghava Lawrence', 'Sparsh Khetarpal']",-,141,Comedia,laxmii,2020
6.1,Monica Zanetti,Monica Zanetti,-,82,Comedia,ellie & abbie (& ellie's dead aunt),2020
5.7,Simon Verhoeven,Simon Verhoeven,-,111,Comedia,nightlife,2020
5.4,"['Hugo Benamozig', 'David Caviglioli']","['Hugo Benamozig', 'David Caviglioli']",-,91,Comedia,terrible jungle,2020
9.4,-,Ritesh Shetty,-,-,Comedia,vyavastha,2020
6.0,Jean-Patrick Benes,"['Jean-Patrick Benes', 'Martin Douaire', 'Allan Mauduit']",-,100,Comedia,le sens de la famille,2020
-,-,-,-,-,Comedia,as night and day,2020
4.1,Giuliana Gamba,"['Giuliana Gamba', 'Francesco Ranieri Martinotti']","Irma, Eugenia, Miranda and Rina are four different women, each with their character, their weaknesses and their eccentricities, but linked by a deep and lasting knowledge over time, united and marked by their indispensable games. cards.",90,Comedia,burraco fatale,2020
6.0,Laura Murphy,"['Jeremy Hall', 'Shira Hoffman', 'Jay Kogen']",An east coast small town mayor makes a run for Senate. The progressive candidate makes an inspired run but dies before the election and his two aides attempt to put up a ruse that he's still alive.,-,Comedia,keep hope alive,2020
6.1,Pierre Coré,"['Vincent Cuvellier', 'Benoît Robin', 'Stéphane Kazandjian']",-,89,Comedia,l'aventure des marguerite,2020
3.3,Jean-Pierre Mocky,-,-,76,Comedia,tous flics!,2020
6.6,Quentin Dupieux,Quentin Dupieux,-,77,Comedia,mandibules,2020
5.0,Johan Nijenhuis,"['Maarten Lebens', 'Anne-Louise Verboon']","When charismatic stripper Jorrit is single again, his best friend Bas convinces him to open a strip club in Miami. But they could use some extra hands and so their friend Thijs also flies to Miami, together with new stripper and fellow construction worker Boris. But before the st... Leer todo",115,Comedia,onze jongens in miami,2020
5.4,Stefan C. Schaefer,"['Stefan C. Schaefer', 'Jonathan Stern']","An ex-surf pro is forced to take a job at a beachfront hotel teaching obnoxious tourists how to surf. Soon he's the tennis pro, the yoga instructor, the handyman--he might even be the key to saving this family-run, Hawaiian-owned hotel.",95,Comedia,aloha surf hotel,2020
4.6,Nathan Rumler,Nathan Rumler,-,63,Comedia,amityville vibrator,2020
-,Li Chenpeng,-,"In order to help her daughter realize her music dream, a single poor father pretended to be a rich father. After many setbacks, she finally realized her dream and found her lost self.",100,Comedia,dimmi io chi sono,2020
4.5,"['Logan Garrity', 'Kevin Greenwood']","['Logan Garrity', 'Kevin Greenwood']",It's summer. It's Saturday. Let's try to have a fun time for once!,62,Comedia,pool party '15,2020
5.5,Sujata Day,Sujata Day,-,91,Comedia,definition please,2020
4.8,Josie Rourke,"['Catherine Tate', 'Brett Goldstein']",-,95,Comedia,nan: the movie,2020
4.0,Ondrej Trojan,Petr JarchovskýEvita Nausová,"A comedy about what one summer storm, one city ordinance, a set of golf clubs, rock and roll and one very angry daughter can do.",110,Comedia,bourák,2020
5.8,Checco Zalone,"['Checco Zalone', 'Paolo Virzì']","Pierfrancesco ""Checco"" Zalone, a failed entrepreneur, seeks a new life as a waiter on a holiday village in Africa, but the appearance of ISIS forces him to travel again.",90,Comedia,tolo tolo,2020
4.8,Yuvaraj Subramani,Yuvaraj Subramani,This is about a life struggle of a man who's trying to become a policeman as his family members wish and forced him to become police and save their village.,123,Comedia,taana,2020
6.1,William Nicholas Clay,"['Stephen T. Canada', 'William Nicholas Clay']","Chandler's past and present collide during a wild late-night odyssey, giving him a chance to confront old mistakes and set things right.",103,Comedia,party hard,2020
6.6,Milind Lele,Hemant Edlabadkar,Two playschool friends Bachchan and Gokhale meet almost after 70 years for a birthday party.,-,Comedia,ab aani cd,2020
4.2,Alfonso Sánchez,"['Jorge Lara', 'Fernando Pérez']",-,95,Comedia,superagente makey,2020
6.4,"['John Wax', 'Jean-Pascal Zadi']","['Kamel Guemra', 'Jean-Pascal Zadi']",A politically-incorrect comedy about the role of black people in French society.,90,Comedia,tout simplement noir,2020
-,Matthew Winstead,Matthew Winstead,"After finding out that he is dying, a man who has distanced himself from his family reaches out to his siblings to go on a road trip together.",73,Comedia,i'm not really here,2020
-,Anna Rezan,"['Nikos Ellinikakis', 'Bianca Nikolarizi', 'Anna Rezan']",-,-,Comedia,celebrating life,2020
7.0,Joe Badon,Joe Badon,"Anne Hutchinson's troubled relationship with her missing sister is under alien tribunal. Meanwhile, her new roommate's mysterious illness causes her to go on a cannibalistic killing spree.",121,Comedia,sister tempest,2020
6.5,Eva Dans,Eva Dans,"Carmen Vidal is a private detective addicted to pizza, beer and marijuana who fights against a criminal Senator to avenge the death of her colleague, in a modern film noir about self-improvement.",70,Comedia,carmen vidal mujer detective,2020
5.8,Morgan O'Callaghan,"['Jonny Brookes', ""Morgan O'Callaghan""]","Detective Harvey Price (George Everett-Button) has been transferred over to a new unit, where he is to befriend his new and intelligent partner Alexander Boston (Jonny Brookes), together, both Alex and Harvey must put their differences to the side so they can tackle a new threat,... Leer todo",64,Comedia,the arsonist,2020
5.6,Caner Özyurtlu,"['Meliksah Altuntas', 'Berrak TüzünataçCaner Özyurtlu']",A group of old friends get together to be with their beloved aunt/grandmother who took care of them when they were kids for her last days. And things get complicated.,121,Comedia,biz böyleyiz,2020
5.7,Bill Benz,"['Carrie Brownstein', 'St. Vincent']",-,91,Comedia,the nowhere inn,2020
5.8,Martin Provost,"['Martin Provost', 'Séverine Werba']",-,109,Comedia,la bonne épouse,2020
3.9,Taneli Mustonen,"['Atle Antonsen', 'Arild Fröhlich', 'Aleksi Hyvärinen']","A couple inherits an old mansion and start renovating it, but nothing goes according to plan.",89,Comedia,se mieletön remppa,2020
6.0,Craig Freimond,"['Craig Freimond', 'Riaad Moosa']","""New Material"", is the much anticipated return of Cassim trying to figure out family, love, kids and comedy.",95,Comedia,new material,2020
7.3,Cate Jones,Cate Jones,Three eccentric siblings return to their childhood home to reconnect but end up digging up the past of their parents' mysterious disappearances.,-,Comedia,she's the eldest,2020
6.3,Oleg Novkovic,Milena Markovic,A middle aged rocker tries to get away from the mundane reality of his family by reliving his high old times.,92,Comedia,ziv covek,2020
6.7,Anusorn Soisa-Ngim,Anusorn Soisa-Ngim,"Present Still Perfect is the sequel to its first chapter when ""Toey"" fall in love with ""Oat"", the cool guy who was about to get married. That journey had been hurting ""Toey"" and caused him so many questions. Four years later, he accidentally met Oat at the airport. All the pains ... Leer todo",114,Comedia,present still perfect,2020
-,-,-,-,-,Comedia,horizon: here,2020
-,Ajay Lohan,Ajay Lohan,Romeo Idiot Desi Juliet is modern time ROM-com.,-,Comedia,romeo idiot desi juliet,2020
5.1,Ryan David Green,"['Ryan David Green', 'Lincoln Grubbs']","The town of Manitou Springs Colorado turns to the help of crypto zoologist Mountain Mike to save them from the likes of the evil Canadian bigfoot the ""Samsquanch.""",89,Comedia,samsquanch county,2020
8.1,Addison Binek,"['Stephen Albers', 'Andrew Barber', 'Addison Binek']",Addison and his friends Corny (a talking popcorn box) and Reelie (a talking film reel) are at it again. This time watching and riffing on Troma's Poultrygeist: Night of the Chicken Dead.,-,Comedia,tromasterpiece theatre: poultrygeist,2020
6.6,Batan Silva,Pablo Cruz,A man having a midlife crisis gets touched by a kid who has a terminal disease. Together they help each other and have an adventure to find the meaning of life again.,93,Comedia,la nave,2020
3.1,Marcus Flemmings,Marcus Flemmings,"Young black man Fred struggles to find freedom in modern Britain. Set against the backdrop of Brexit and its impending doom! Interwoven with this is a LGBTQ tale of a love triangle of three matriarchal characters - both stories dealing with slavery, gentrification, art, love, rac... Leer todo",112,Comedia,palindrome,2020
6.0,"['Ludovic Boukherma', 'Zoran Boukherma']","['Ludovic Boukherma', 'Zoran Boukherma']",-,88,Comedia,teddy,2020
5.6,Cem Yilmaz,Cem Yilmaz,"In the second part of Karakomik Filmler's sequel, Emanet is about an amateur dancer who dreams of fame. He tries to realise it by demonstrating his skills on TV, in a talent show.",-,Comedia,karakomik filmler: emanet,2020
-,Rosario Scandura,Rosario Scandura,"The Lion Rock is a movie rich with nostalgia, sweetness, drama and comedy. The main character Saro, is a 10 year old boy who lives in a small fishing village named Santa Maria La Scala in Sicily (Italy). Saro has a secret friend, a sea-rock. It is here where Saro ventures at nigh... Leer todo",97,Comedia,the lion rock,2020
6.6,Michael Winterbottom,-,Actors Rob Brydon and Steve Coogan travel from Troy to Ithaca following in the footsteps of the Odysseus.,103,Comedia,the trip to greece,2020
4.0,Ryann Liebl,Ryann Liebl,-,116,Comedia,mags and julie go on a road trip.,2020
5.6,Alberto Ferrari,"['Gianluca Ansanelli', 'Alberto Ferrari', 'Cristiano Malacrino']",Four friends in their 40's are summoned to Lisbon for Amalia's funeral. She's left them an unexpected legacy: a child conceived with one of them during an Erasmus study program in Portugal 20 years ago. They embark on a daring and exciting journey in search of the mystery offspri... Leer todo,107,Comedia,un figlio di nome erasmus,2020
5.6,Yavor Petkov,Yavor Petkov,-,106,Comedia,danny. legend. god.,2020
7.1,Steve Markle,"['Steve Markle', 'Susan Schafer', 'Stephanie Quilligan']",A heartbroken documentary filmmaker focuses his camera on interesting women with hopes of finding enlightenment and love.,74,Comedia,shoot to marry,2020
7.1,Clément Chevalier,"['Emmanuel Cavallo', 'Clément Chevalier']","The story of a friends posse who decide to have some good time and make some urban exploration inside a former industrial site. They don't know they enter inside Sam Orgasme's lair, a strange bird loving and satanist man who seems to control nuclear pigeons, these pigeons in ques... Leer todo",51,Comedia,scream birds - attack of nuclear pigeons,2020
6.7,Massimo Venier,"['Davide Lantieri', 'Michele Pellegrini', 'Massimo Venier']",-,110,Comedia,odio l'estate,2020
5.2,Selahattin Sancakli,Baris Basar,"Günfer, who has big dreams in her small town, turns her life upside down with successive disasters. Günfer loses her father, whom she calls ""my hero"", from cancer. Without getting over the shock of this sudden death, this time because of her uncle's gambling debt, the mafia buste... Leer todo",105,Comedia,nasipse olur,2020
7.3,John Henry Westhead,John Henry Westhead,-,84,Comedia,a safe place,2020
2.6,Dan Grin,Anatol Ardin,-,72,Comedia,scary bride,2020
5.0,Benjamin Verrall,Benjamin Verrall,"Four individuals looking for answers but asking all the wrong questions. INCIDENTAL CHARACTERS celebrates the magic of moments and the influence we have on each other, often without knowing it.",107,Comedia,incidental characters,2020
-,Karee Von,Karee Von,"A modern day Cinderella story of an aging actress getting her big break after 30 years of bad auditions and undesirable parts, but can she hide the truth about her real identity?",-,Comedia,becoming lola,2020
6.1,Luke Greenfield,"['Ali Le', 'Roi', 'Eduardo Cisneros', 'Jason Shuman']",-,96,Comedia,half brothers,2020
5.0,Aziz Jindani,"['Jesse Janson', 'Aziz Jindani', 'Kamran Khimani']","When the ruler of Azad City suddenly renounces the throne, a down-on-his-luck donkey wins the nation's first election, and is crowned The Donkey King.",98,Comedia,the donkey king,2020
7.5,Rajesh Krishnan,"['Kapil Sawant', 'Rajesh Krishnan']","Nandan Kumar comes across a suitcase and discovers it is full of cash. He takes the suitcase and soon finds himself being chased by a notorious gangster, an honest cop and a minister, who want the suitcase at any cost.",132,Comedia,lootcase,2020
5.7,Matthias Tiefenbacher,"['Christian Jeltsch', 'Andreas Schneppe']","In a bus, a dead man lies next to a dummy bomb, who died from an overdose of insulin. Germeringer junior can quickly identify the perpetrator: a prostitute at Munich's Ostbahnhof. But the murderer's motives remain a mystery.",90,Comedia,schwarzach 23 und das mörderische ich,2020
-,-,-,-,-,Comedia,my father the film maker,2020
6.4,Jonathan Wysocki,Jonathan Wysocki,-,91,Comedia,dramarama,2020
4.6,Fabio del Greco,"['Massimiliano Perrotta', 'Fabio del Greco']",An old and sick man finds a smartphone: inside there are videos that tell the life of a woman.,87,Comedia,la donna dello smartphone,2020
4.8,Jaime Eliezer Karas,"['Larry Postel', 'Zach Lewis', 'Jim Mahoney']",-,101,Comedia,the main event,2020
5.7,Puneet Khanna,"['Sumit Arora', 'Navjot Gulati']",-,125,Comedia,ginny weds sunny,2020
-,"['Jaume Fargas', 'Roser Texidó']",Roser Texidó,"Sandra, after a dubious tarot session, begins a desperate search to find her Prince Charming with a French accent.",-,Comedia,c'est toi,2020
4.8,Pascal Rabaté,Pascal Rabaté,"A small clan of people lives in the underworld of a rubbish dump. Illegally, they recycle our waste in order to cobble their home together. And life there could be so sweet, were it not for the team of police officers hot on their heels.",85,Comedia,les sans-dents,2020
-,Theron Madison,Theron Madison,"Michael finally get a day off from his job, so he decides to spend time in his neighborhood and see what he's been missing. Along with his best friend, Ducky, they embark on crazy shenanigans around the neighborhood on a typical Saturday.",-,Comedia,saturday,2020
5.1,Mike Berry,-,Two down on their luck cousins are forced to come up with a plan to make some cold hard cash when they lose the rent money after a night of partying with two strippers.,73,Comedia,ray jr's rent due,2020
4.6,Selçuk Aydemir,Selçuk Aydemir,"A group of siblings that share nothing but a father come together after the patriarch's death to compete for his fortune. He left a save for his children, but took the password to the grave with him.",116,Comedia,baba parasi,2020
5.7,Martin Sulík,"['Marek Lescák', 'Martin Sulík']","Despite the strong belief of Josef, a 60-year-old writer, that nothing can still surprise him, his life takes a sudden turn which forces him to settle scores with the past.",104,Comedia,muz se zajecima usima,2020
-,Ingela Ogard,Torkel Knutsson,"Tim and Cathryn are a couple in their early 40's. They haven't really gotten anywhere in life - no career, no college, no direction, no ambition and no kids... And now that the biological clock is ticking they have decided that the most important thing for them is to have a baby.... Leer todo",-,Comedia,get lucky,2020
5.8,Laurent Lafitte,"['Laurent Lafitte', 'Sébastien Thiery']",-,98,Comedia,l'origine du monde,2020
