puntuacion_imdb,direccion,guion,argumento,genero,duracion,titulo,anio
-,Peter Alexander,Peter Alexander,"The Last Weekend is about college graduates who've been friends since high school. It's their final get together before embarking on careers or wherever life takes them. An innocent, impromptu beach party gets a bit out of hand, but as the party winds down, a dark secret is learn... Leer todo",86,Comedia,the last weekend,2020
5.5,Cris D'Amato,"['Bia Crespo', 'Flávia Guimarães', 'Ricky Hiraoka']","With divorced parents, Julia, Miguel and Bia got used to spending Christmas with an incomplete family. After an unplanned task, they decide to surprise their parents with a Christmas dinner - and thus, bring them closer together.",90,Comedia,10 horas para o natal,2020
6.1,Steven Soderbergh,Deborah Eisenberg,-,113,Comedia,let them all talk,2020
4.1,Deniz Denizciler,Deniz Denizciler,The love story of a girl Asli from an intelligent family and a man named Kerem from a family of the underworld of Istanbul.,97,Comedia,agir romantik,2020
6.2,Giampaolo Morelli,"['Gianluca Ansanelli', 'Giampaolo Morelli']",-,93,Comedia,7 ore per farti innamorare,2020
3.3,Marius Vaysberg,"['Evgeniya Khripkova', 'Zhora Kryzhovnikov']","In a future in which human-like androids have become commonplace companions and servants, one, with a handsome male appearance, finds its owner's feelings difficult to understand and her desires impossible to fulfill.",92,Comedia,(ne) idealnyy muzhchina,2020
5.5,Scott Dow,Dev Wadhwa,"When resourceful 15 year-old Damien decides that his parents are all wrong for each other, he enlists best friend Erin to help him set them up with other people.",95,Comedia,breaking them up,2020
5.9,Barnaby Thompson,Preston Thompson,-,93,Comedia,pixie,2020
5.3,Sam Akina,"['Sam Akina', 'Ray Cooney', 'Jules Jones']","Janek, who has two wives, skillfully maneuvers between them. The risk that one of his loved ones will learn about a double relationship increases dramatically and every lie will have colossal effects.",114,Comedia,mayday,2020
7.9,Topel Lee,"['Enrico A. Roque', 'Vhong Navarro', 'Ferdie Aguas']",Mang Kepweng embarks on an adventure to revive the powers of his magical red bandana to defeat the enemy.,101,Comedia,mang kepweng: ang lihim ng bandanang itim,2020
2.3,Rene Perez,"['Barry Massoni', 'Rene Perez']",A military assassin is hired to hunt down and eliminate a bloodthirsty serial killer who is committing murders in a forbidden forest.,78,Comedia,cabal,2020
3.6,Andrejs Ekis,"['Rasa Bugavicute-Pece', 'Andrejs Ekis']",A light comedy about building relationships full of funny misunderstandings.,86,Comedia,swingersi,2020
-,"['Emmanuel Buriez', 'Claire Cacheux']","['Emmanuel Buriez', 'Claire Cacheux']","A migrant from Africa takes over a farm in a small lost village in the north of France and want to become a big producer of fruits and vegetables. But, the people of the village who will do everything to derail his business.",-,Comedia,si j'étais fermier,2020
5.9,Dean Parisot,"['Chris Matheson', 'Ed Solomon']",-,91,Comedia,bill & ted face the music,2020
7.3,Satoshi Morota,Nobuhiro Mouri,"In an alternative timeline of 2018, a group of high school students is pursuing their dreams. Sougo Tokiwa wants to become a king, and Keito Myokoin wants to become the judo champion while trying to impress his crush, Alpina Tsukuyomi.",64,Comedia,"kamen raidâ jiô next time: geitsu, majesutî",2020
3.7,Robert Bruce Carter,Robert Bruce Carter,-,-,Comedia,an exquisite meal,2020
-,-,-,-,-,Comedia,"carnies, clowns and cocaine",2020
5.4,Raka,"['Sonia Kapoor', 'Bunty Rathore', 'Manasi Umanita']","Happy and Heer grow up as best friends, with Happy falling for Heer over the years. When she moves to London, Happy goes with her on the pretext of getting a job. He hopes that she will fall for him too but she soon meets Hardy, who was born and brought up in the UK. Hardy is a s... Leer todo",123,Comedia,happy hardy and heer,2020
-,Steve Sonntag,Pedro T. Schreier,JACK WILLIAMS grew through the influence of a few good mentors to a successful ladies man with a talent for spicy sayings. Not taking anything serious he quickly finds himself as outsider again without any significant relationship in his life. In a bar Jack meets TOMMY LAKE. A he... Leer todo,-,Comedia,the gigolo volume 1,2020
5.6,Kris Rey,Kris Rey,-,80,Comedia,i used to go here,2020
6.4,Ciro Villano,Ciro Villano,-,90,Comedia,ammen,2020
2.5,Maqbool Khan,"['Sima Agarwal', 'Yash Keswani']",Follows a taxi driver who picks up a girl while he is on the run and ends up in a crazy roller-coaster of events.,119,Comedia,khaali peeli,2020
5.7,Trish Sie,Sarah Rothschild,-,100,Comedia,the sleepover,2020
6.5,Miguel Velez,"['Michal Mieszczyk', 'Miguel Velez']","Mikolaj jumps on a train captivated by a beautiful woman. He hopes to convince her that they are made for each other. On the way to happiness he finds himself with no ticket, and tickets are sacred for the crude conductor Mr. Nowak",79,Comedia,kolej na milosc,2020
5.0,Guily Machovec,Guily Machovec,Maísa (Yolanda de Paulo) and Leonardo (Guily Machovec) are a couple facing problems in their relationship. Their marriage is put to the test when they meet another couple. Each individual has varying dreams and desires as they flirt with the idea of changing relationships. This u... Leer todo,104,Comedia,#nudes,2020
5.2,Darya Charusha,"['Maksim Budarin', 'Darya Charusha', 'Aleksandr Gudkov']","Hoping to change her life, Marina, a small town girl, embarks on a journey to a life coaching event. But an unexpected delay at a St. Petersburg airport sends her on a 24 hour comedic spree, which may ultimately provide her with the key to her happiness.",95,Comedia,marafon zhelaniy,2020
5.7,Rudolf Havlik,"['Rudolf Havlik', 'Radka Trestíková']","Six women, six destinies connected in one novel. Have you ever wondered what a married man's mistress is dealing with and what is the horrible wife he is telling her about? Or why does a wife's sister have such a bad relationship with her daughter? How does the fifteen-year-old g... Leer todo",97,Comedia,bábovky,2020
-,Gina Carey,Gina Carey,-,-,Comedia,the star connection,2020
-,Valeri Lilov,Valeri Lilov,"When a trash-talky female criminal kidnaps a young professor, they plan a series of bank robberies in spite of their conflict and the police on their trail.",95,Comedia,nobody gives a f**k,2020
8.5,Tim Ross,Tim Ross,"A sunshine-rock band is caught up in the storm of changing times, with its future under threat by an elite musical establishment determined to rid the world of all things groovy.",-,Comedia,the last page of summer,2020
-,Christopher Hollstein,-,"Korean-American filmmaker and father, Chris Hollstein pursues his dream of becoming a stand-up comedian in the San Francisco Bay Area.",75,Comedia,this is your laugh,2020
7.2,Ashish R. Shukla,"['Avinash Singh', 'Vijay Narayan Verma']",-,125,Comedia,bahut hua sammaan,2020
6.3,Christopher Landon,"['Michael Kennedy', 'Christopher Landon']",-,102,Comedia,freaky,2020
6.6,Mikkel Nørgaard,"['Casper Christensen', 'Frank Hvam', 'Mikkel Nørgaard']","Frank turns 50 and his good friend, Casper, invites him to Iceland on a boys' trip. However, the trip does not go quite as planned.",94,Comedia,klovn the final,2020
5.8,Jesse V. Johnson,"['Jesse V. Johnson', 'Stu Small']",-,97,Comedia,the debt collector 2,2020
7.2,Aaron L. Williams,Aaron L. Williams,"Hope (Brittany Lucio) is a control freak and a perfectionist and nothing would please her more than bringing the perfect Christian future husband home for the weekend to meet her father Reverend Adams (Lawrence Hilton-Jacobs), her mother Mrs. Adams (Jackee Harry), and sister Cher... Leer todo",99,Comedia,the perfect mate,2020
6.2,Giuseppe Bonito,Mattia Torre,-,97,Comedia,figli,2020
-,Michael Ignaffo,"['Michael Ignaffo', 'Timothy Ignaffo']",Three dispersed brothers spend an uncomfortable weekend in a centrally-located but rural vacation rental to devise life-enhancing business schemes.,100,Comedia,drums,2020
5.6,Younuts,"['Caterina Salvadori', 'Enrico Vanzina', 'Ciro Zecca']",-,101,Comedia,sotto il sole di riccione,2020
4.3,Yana Gladkikh,Evgeniya Khripkova,"Polina, an average-looking girl with an average life, wakes up one morning to find that she has become a beautiful woman, a hot babe. Is this real, or just her imagination?",100,Comedia,krasotka!,2020
4.8,Khaled Ridgeway,Khaled Ridgeway,-,88,Comedia,death of a telemarketer,2020
4.8,Paul Leyden,"['Joseph Downey', 'Hope Bryant']",-,97,Comedia,chick fight,2020
4.9,Will Bakke,"['Michael B. Allen', 'Will Bakke']","A Friday night house party is shown through the eyes of a post-grad misfit, her slacker Uber passenger, his long lost love, and her neurotic boyfriend struggling to propose.",74,Comedia,the get together,2020
5.7,Barbara Topsøe-Rothenborg,"['Nina Lyng', 'Anne-Marie Olesen', 'Barbara Topsøe-Rothenborg']",Follows three longtime girlfriends from elementary school who are coming into their prime and finding a new lease on life after participating in a cooking course in Italy.,98,Comedia,madklubben,2020
6.2,Pietro Castellitto,Pietro Castellitto,"Two families, one bourgeois and intellectual and the other proletarian and fascist, are brought together by a trivial accident that will bring these two polar-opposites together and set them on a collision course.",109,Comedia,i predatori,2020
6.3,Micha Lewinsky,"['Plinio Bachmann', 'Micha Lewinsky', 'Barbara Sommer']",-,99,Comedia,moskau einfach!,2020
7.1,Ariel Winograd,"['Alex Zito', 'Fernando Araujo', 'Rodolfo Palacio']",-,114,Comedia,el robo del siglo,2020
5.5,"['Claudio Gregori', 'Pasquale Petrolo']","['Edoardo Maria Falcone', 'Claudio Gregori', 'Pasquale Petrolo']",DNA--Definitely Not Suitable is the result when two primary-school friends who meet again as adults decide to improve their lives by swapping genetic codes.,84,Comedia,d.n.a.: decisamente non adatti,2020
-,"['Marco West', 'Wood Gonzalez']","['Marco West', 'Wood Gonzalez']",-,49,Comedia,cereal killer,2020
4.3,David Towner,"['David Towner', 'John Zulovitz']","A daytime television actor hatches a plan to produce a film starring him and his co-star, hoping it will make her fall in love with him.",88,Comedia,our scripted life,2020
5.7,Elisa Amoruso,"['Elisa Amoruso', 'Eleonora Cimpanelli', 'Paola Randi']",-,94,Comedia,maledetta primavera,2020
-,Glen Wise,Glen Wise,The Cup Bearer is a romantic satire where spoiled royalty meets an unlikely Cup Bearer who turns the kingdom on its head.,-,Comedia,the cup bearer,2020
8.9,Kathir Raven S.,-,A love story of a young man (Ashwin) who falls for his colleague (Mythily) at first sight. Eventually he manages to attract her without expressing and the journey gets even more interesting when new colleague (Jessy) interrupts them.,148,Comedia,paakaati po,2020
4.6,Olivier Van Hoofstadt,"['Mourad Dhoir', 'Olivier Van Hoofstadt']",Willy and Tony have a brilliant idea for getting out of it financially: stealing a dog from the brigade des stups. But everything does not go as planned and the two accomplices will have to rely on the most corrupt of the cops.,90,Comedia,lucky,2020
5.8,Méliane Marcaggi,"['Méliane Marcaggi', 'Christophe Duthuron', 'Clément Michel']",-,96,Comedia,belle fille,2020
4.1,Vijay Anand,Vijay Anand,A conman tries to save an innocent girl from the clutches of a womanizer after realizing that he had fallen in love with her.,121,Comedia,dagaalty,2020
-,John Rizzo,John Rizzo,A hit man and his bubbly apprentice stab their way through the mob and ignite a revolution.,80,Comedia,sledgehammer,2020
-,S. Tynsong,S. Tynsong,"When a drunken father takes no responsibility for his family, will his wife and his son live a better life?",-,Comedia,ka bor jong ka kyiad,2020
-,Patrick Miner,Matthew Caglia,"A man's obsession for gambling and booze costs him his house, job, and family.",-,Comedia,recipe for life,2020
-,Reece Manigan,Reece Manigan,"Alice Returns to Wonderland with some sad news, only to find something is wrong in Wonderland too. Meeting the same Characters as before, there is only one way to save the day. Alice and the reunited team must find a very special item. With lots of new characters along the way an... Leer todo",-,Comedia,the wonders of the looking glass,2020
-,Val Comorie,Val Comorie,An Asian social worker is forced into dealing with the Mob.,-,Comedia,wong's war,2020
5.3,Pankaj Batra,"['Jatinder-Lall', 'Kamalpreet Singh']","Yaadi falls in love with Rehmat, an innocent and focused student. Rehmat's father decides to arrange her marriage with a law-abiding man called Yuvi which places Rehmat at a crossroad in her life.",141,Comedia,jinde meriye,2020
3.7,Ray Burdis,"['Ray Burdis', 'Pete Meadows']",-,84,Comedia,to be someone,2020
6.1,Jesús del Cerro,Alex Cotet,-,98,Comedia,miami bici,2020
5.5,Dale Fabrigar,"['Tricia Aurand', 'Suzanne De', 'Laurentiis']",-,92,Comedia,middleton christmas,2020
5.3,Jeremy Garelick,"['Jordan Van', 'Dina']",-,98,Comedia,the binge,2020
5.9,Shinji Hamasaki,Yoshimitsu Sawamoto,"A pharmaceutical CEO who is pondering thefts and irregularities at his company drinks a drug that temporary suppresses his signs and gives him a deathlike state for a couple of days. Something goes wrong. His daughter, with whom he has had a rocky relationship, attempts to rescue... Leer todo",93,Comedia,ichido shinde mita,2020
3.3,Nuri Yildiz,Bilal Akçay,"Sabit Kanca is having memory loss after an accident, Kanca decides not to participate in competitions anymore. Confronted with an unknown enemy in this process, Sabit Kanca has to use his knowledge again to save his loved ones.",101,Comedia,sabit kanca: son soru,2020
4.7,Marco Gadge,Marco Gadge,What a curious plan of Lya. Putting sleeping pills in the morning tea of her father. Pulling the sleeping wheelchair user to the vegetable store of her brother and attending secretly the acting exam. And all this only because Lya thinks that eight years of caring for her father w... Leer todo,95,Comedia,julia muss sterben,2020
5.5,Antonin Peretjatko,"['Antonin Peretjatko', 'Noëlle Renaude']","Paul Château Têtard, 48, falls in love with a young woman working as a counter clerk in the subway. When he plans to marry her, his mother launches a private detective on her tracks to prove that she's cheating on her son.",86,Comedia,la pièce rapportée,2020
5.1,Curt Neill,Curt Neill,-,-,Comedia,derek's dead,2020
4.6,"['Katleho Ramaphakela', 'Rethabile Ramaphakela']",Lwazi Mvusi,-,107,Comedia,seriously single,2020
-,Shridhar,Shridhar,-,-,Comedia,crazy fun in serbia,2020
6.5,Caroline Vignal,"['Caroline Vignal', 'Robert Louis Stevenson']",-,96,Comedia,antoinette dans les cévennes,2020
1.9,Mark Harris,Mark Harris,"MacKenzie Scott, the ex-wife of multi-billionaire Jeff Bezos, pledges to give way 15 billion dollars to 15 winners.",80,Comedia,white people money,2020
2.4,Dan Hunter,Dan Hunter,-,85,Comedia,agent toby barks,2020
4.7,Michèle Laroque,"['Julien Colombani', 'William Willebrod WégimontÉric Guého']",-,83,Comedia,chacun chez soi,2020
-,Paul Kortjohn,Paul Kortjohn,-,-,Comedia,the cult of maggie malone,2020
-,Tanisha White,Tanisha White,-,90,Comedia,30 days to kick ass love,2020
4.0,Ray Martin,Walter Haley,Two worlds collide. Ray Martin is in a bit of a pickle. His father's (George Wendt) chauffeur business is failing financially and is on the verge of collapsing. Ray must find a way to save the company. at the same time - Gervase Peterson's career in Hollywood is hanging on by a t... Leer todo,69,Comedia,stealing a survivor,2020
5.8,"['Mc', 'G']","['Dan Lagana', 'Brad Morris', 'Jimmy Warden']",-,101,Comedia,the babysitter: killer queen,2020
6.6,Cesc Gay,Cesc Gay,-,82,Comedia,sentimental,2020
4.9,Savage Steve Holland,"['Jed Elinoff', 'Scott Thomas', 'Savage Steve Holland']","It's summer again, and everyone's favorite Junior Rescuers, The Flounders, are back at Tower 2. With the International Junior Rescue Championships headed to Southern California, the eyes of the entire planet are on Malibu Beach. But when Team USA falls victim to a bout of food po... Leer todo",68,Comedia,malibu rescue: the next wave,2020
9.2,Shreemukha Sullia,Shreemukha Sullia,"Damodar, a 24 year old egotist, believes he is very talented but in reality, his only skills are stealing areca nuts from the house and making TikTok videos. He has a desire to go to the city and become famous. Will his dream come true?",116,Comedia,damayana,2020
6.2,Radoslav Iliev,Teo Chepilov,"An American action star from the 90's is shooting a movie in Bulgaria, while three of his (now grown up) fans try to meet their childhood idol. After a series of bad decisions, the three fans are between the Russian mafia, huge amount of drugs, and huge debt. So they decide to ro... Leer todo",-,Comedia,action,2020
5.9,Robert Cremona,Fouad Yammine,"The airing of the Arabic version of an international dating TV show, that offers a panel of women the choice of a potential male suitor, sparks uproar and turns the show host into a public enemy.",74,Comedia,tv society,2020
7.0,Dustin Jacobs,Eddie Pence,"After twenty years of stand up, comedian Eddie Pence returns home to Washington DC for his first one hour stand up special titled Eddie Pence's (Un)Special Comedy Special.",59,Comedia,eddie pence's (un)special comedy special,2020
5.5,Gina O'Brien,Gina O'Brien,"Thrown off a popular reality show in disgrace, unemployed real estate agent Madi Cooke (Kat Foster), teams with a group of misfit tennis players in a do-or-die match against Bobbi Mason (Georgia King)--an overachieving, tightly wound, real estate shark--and her tennis-playing min... Leer todo",97,Comedia,first one in,2020
6.7,"['Örn Marino Arnarson', 'Thorkell S. Hardarson']","['Örn Marino Arnarson', 'Thorkell S. Hardarson']","Six friends on their annual fishing trip realize leaving wives, work and worries at home is really hard work. What was supposed to be a cozy fishing trip, turns out to be a downward spiral to Hell. Let's go fishing.",90,Comedia,síðasta veiðiferðin,2020
-,Sebastian Schindler,Sebastian Schindler,-,-,Comedia,mit dem rückwärtsgang nach vorn,2020
6.0,Chris Columbus,"['Matt Lieberman', 'Chris Columbus', 'David Guggenheim']",-,112,Comedia,the christmas chronicles: deel twee,2020
4.7,Shamzu Zayba,"['Magesh Boji', 'Vineeth Krishnan']",-,110,Comedia,maniyarayile ashokan,2020
6.1,"['Simon Goldberg', 'Ross Goolsby']",Ross Goolsby,-,-,Comedia,"the more, the merrier",2020
6.7,Baljit S,-,-,-,Comedia,who's your daddy?,2020
7.0,Guillaume Brac,"['Guillaume Brac', 'Catherine Paillé']",-,95,Comedia,à l'abordage,2020
6.1,Martin Liji,"['Rosario Cervio', 'Martin Liji']","Lola, a young playwright and drama director, goes into a crisis before her new play is released. Her leading actress raises time and again that she has problems with the text. A friend of her, a visual artist, moves to her home after discovering an affair and her ex-boyfriend cla... Leer todo",67,Comedia,la calor,2020
-,Jacques Aldridge,Jacques Aldridge,LEADFOOT: LMack Racing - Stories of the founder of LMack Racing. Lincoln Mack.,-,Comedia,leadfoot: lmack racing,2020
7.7,"['Alvin Johansson', 'Eddie Sarenhag']","['Alvin Johansson', 'Eddie Sarenhag']","In the continuation of Joppes story, he's forced to deal with the consequences of his earlier missteps. The Mafia crew ""The Untamed"" are looking for him and they won't play by the rules. At the same time, Joppe is dealing with relationship problems between himself and people that... Leer todo",54,Comedia,joppe 2,2020
4.9,"['Jhirimi Kakati', 'Vivek Sharma', 'Vrinda Kapoor']",Vivek Sharma,A celebrity power couple who is in a live-in relationship fake their breakup to see how far their pursuers will go to win them over.,109,Comedia,a game called relationship,2020
-,Mahmut Kaptan,Ihsan Aydin,-,-,Comedia,muhtesem üçlü,2020
1.2,Dorian Valentino,Thomas Goersch,What happens when you accidentally kill someone and you're too stupid to make the body go away,-,Comedia,der tod ist nicht umsonst : danielle muss weg,2020
5.5,Nicolas Maury,"['Maud Ameline', 'Sophie Fillières', 'Nicolas Maury']",-,108,Comedia,garçon chiffon,2020
-,-,-,Reparto principal,76,Comedia,the bloody indulgent regurgitated,2020
6.8,Cari Frederick,"['David Santo', 'Darren Todd']","Fed up with the series of break-ins at an exclusive Beverly Hills apartment, the doorman, a struggling actor, decides to dress up in his H.S. mascot costume and take on crime as a bumbling superhero.",94,Comedia,planet george,2020
6.4,Avid Liongoren,"['Avid Liongoren', 'Manny Angeles', 'Paulle Olivenza']",-,73,Comedia,hayop ka!,2020
5.6,Mark Steven Johnson,"['Elizabeth Hackett', 'Hilary Galanoy']",-,90,Comedia,"love, guaranteed",2020
6.1,Zakariya,"['Ashif Kakkodi', 'Muhsin Parari', 'Zakariya']",A group of friends attempt to make a 'halal' film that conforms to the guidelines and descriptions of an Islamic organization which they are a part of.,110,Comedia,halal love story,2020
4.5,Ivo Raza,Ivo Raza,-,97,Comedia,reboot camp,2020
3.3,Abir Sengupta,Abir Sengupta,-,119,Comedia,indoo ki jawani,2020
-,Oliver Zaciu,"['Oliver Zaciu', 'Sergio Zaciu']","After a series of increasingly dumb decisions get them what they want but not what they need, a juvenile DJ and his street-wise best friend fall in and out of love with the escapist fairy-tale of Los Angeles' music industry.",102,Comedia,pop verve,2020
5.3,Angling Sagaran,Alim Sudio,"By her mother, Kila was entrusted to her grandfather who lived in the village. She then meets her old friend and involved in an unexpected adventure.",94,Comedia,buku harianku,2020
6.1,Pamela Tola,"['Aleksi Bardy', 'Pamela Tola']",-,92,Comedia,teräsleidit,2020
5.5,Raana,Raana,"Gandhi is an IT guy who suffers from Pseudobulbar, and he uncontrollably laughs during stressful moments. He is taken to a Shiva temple and tied with a holy ornament, which is very strong, but it would bring a threat to him if separated.",139,Comedia,naan sirithaal,2020
6.2,Jim Cummings,Jim Cummings,-,85,Comedia,the wolf of snow hollow,2020
4.0,Lucas Astrom,"['Lucas Astrom', 'Andy Dick']",An aspiring disc golfer tries to prove to her father that disc golf is a real sport.,67,Comedia,hard plastic,2020
-,Mohit Jaswal,"['Mohit Jaswal', 'Redd Jefferson']","After losing his job in a freak ""being late for work"" accident, Redd finds that his life is a lot darker when they don't have something to occupy their time. Watch him limp from scene to scene, visiting colorful characters, and learning valuable lessons. Ambitiously created in 5 ... Leer todo",67,Comedia,garbage,2020
-,Neill Fleeman,Neill Fleeman,"Filmmaker Harry Little, introduced in 2018's award-winning ""A Little Touch of Harry"", isn't the world's most popular or successful writer/director - he claims to have only seven fans - but he has a head full of movie ideas, none of which involve comic book characters. On April 1,... Leer todo",-,Comedia,flashback in paradise,2020
8.1,Ashwath Marimuthu,Ashwath Marimuthu,"When you think marrying your best friend means a 'happily ever-after', but it turns out to be just the reverse.",151,Comedia,oh my kadavule,2020
4.9,João Fonseca,Renato Fagundes,"Antônia (Samantha Schmütz) is unemployed and struggling to make ends meet. When she goes to the market and finds that prices have increased, she makes a real revolution and everyone takes the products without paying. Now, she needs to hide the crime from her husband (Edmilson Fil... Leer todo",87,Comedia,não vamos pagar nada,2020
6.0,Cris D'Amato,"['Bia Crespo', 'Flávia Guimarães', 'Ricky Hiraoka']",Beauty parlor owner needs to find the perfect wife for his son in order to be free and enjoy her life not having to support him anymore.,95,Comedia,a sogra perfeita,2020
4.1,Nakia T Hamilton,Nakia T Hamilton,Tasha lost her job and boyfriend. Even worst she lost the love for herself. Her friend Felicia helps her time travel to find when she lost her self love hoping they can get it back.,79,Comedia,love travel,2020
6.8,Antonio Pisu,Antonio Pisu,"1989: a few weeks before the fall of the Berlin Wall, Pago, Rice and Bibi, three young men from Cesena, visit East-Europe in search of adventure. This journey will change their life forever",104,Comedia,est - dittatura last minute,2020
6.1,Alice Filippi,"['Roberto Proia', 'Michela Straniero']",-,91,Comedia,sul più bello,2020
8.0,Fahad Alotaibi,Abdullah,"Khalid goes to the morgue to revive his friend from the dead and wake all the people in the morgue by a mistake ... now only one has to be alive and the rest go back to being dead, how are they going to decide who is worth living?",-,Comedia,a chance,2020
3.9,Fernando González Gómez,Fernando González Gómez,-,104,Comedia,estándar,2020
8.1,Don Tjernagel,Don Tjernagel,Piper is a young adult who is forced into a life change after her longtime boyfriend breaks it off and evicts her from their home.,85,Comedia,the moving on phase,2020
8.3,Anees Barudwale,Anees Barudwale,3 youths who want instant success in life and to achieve this they start walking on wrong path. Later they realize their wrongdoings and want to take u turn from wrong path.,-,Comedia,3 shyaane,2020
2.9,Thomas J. Churchill,Thomas J. Churchill,"Ranger BRODY, with the help of his nephew and niece DYLAN and NAOMI, is preparing to open the brand-new campground for the season. Everything is in order and the camp seems peaceful until a GIANT RAT, mutated from multiple dumping of toxic wastes, begins killing the campers and r... Leer todo",85,Comedia,big freaking rat,2020
5.7,Zheng Xu,"['Bululufu', 'Keke He', 'Zheng Xu']","As Ivan plans to go to America for work purposes, his plans are foiled when he decides to follow his mother on a train to Moscow.",126,Comedia,jiong ma,2020
-,Matthew Schmid,Matthew Schmid,"Based on the short films, ""Spy Kidz"" and ""Little Agents"" by Javier Vazquez Jr., in a town where all of the people are kids and teenagers, 17 year old agent Carl Adams reluctantly partners up with 16 year old agent in training Pauly Sullivan to defeat an evil all girl criminal tea... Leer todo",97,Comedia,young agents,2020
5.6,Emmanuel Poulain-Arnaud,Noé DebréEmmanuel Poulain-Arnaud,-,80,Comedia,les cobayes,2020
4.6,Riccardo Papa,"['Antonio Cardia', 'Riccardo Papa']","A man takes along his best friend when he is to be introduced to his girlfriend's terrifying family, a family that turns out to be even more terrifying that expected.",100,Comedia,i liviatani,2020
4.7,Ahmed Khaled,"['Mohamed Nasser Hamza', 'Tamer Ibrahim', 'Mahmood Jumaah']",The search for a lost treasure involves each of the heroes of this film in an atmosphere of suspense and excitement.,102,Comedia,baghdad thief,2020
-,Tommi Sorsa,Tommi Sorsa,Students investigate a haunted house plagued by spirits who've fallen victim to a deadly drinking game. Naturally the only road to truth is play the game yourself.,50,Comedia,russian submarine,2020
6.4,Pierre Pinaud,"['Fadette Drouard', 'Blandine Jet', 'Philippe Le Guay']",-,95,Comedia,la fine fleur,2020
6.1,"['Michael Mc', 'Cartney']","['Michael Mc', 'Cartney']","After two college students unintentionally sublease their extra bedroom to a violent escaped mental patient with multiple personalities, they find themselves battling for survival against the many faces of white male rage that manifest and threaten them in their home.",90,Comedia,roommate wanted,2020
3.2,Nancy Bellany,"['Nancy Bellany', 'Rick Bickerstaff']",-,61,Comedia,saved by grace,2020
5.8,Amanda Adolfsson,"['Sofie Forsman', 'Martin Widmark']","Nelly and her dog London are about to spend autumn break with her uncle Hannibal. Soon she noticed that he doesn't live a quiet life. Her uncle is a Monster agent. Nelly gets dragged in to an adventure filled with ghosts, vampires and werewolves.",93,Comedia,nelly rapp - monsteragent,2020
7.9,"['Alex De', 'Courville', 'Stephanie Hensley']","['Alex De', 'Courville']",When a nerdy high school student is changed by SCIENCE his 10 year high school reunion becomes one that no one will ever forget.,84,Comedia,science boy's high school reunion,2020
-,Corey Eugene Crumbley,Corey Eugene Crumbley,"This is an inspirational faith based film, which tells the story about how men view natural hair (hair in general), while women say ""it's just hair"". The movie will uncover how (Maxwell) will view his wife (Christina) differently when she cuts her hair. As the drama unfolds, the ... Leer todo",145,Comedia,all natural,2020
5.4,Mike Rohl,"['Robin Bernheim', 'Megan Metzger']",-,96,Comedia,the princess switch: switched again,2020
6.6,Venky Kudumula,"['Venky Kudumula', 'Gautam Siddharth']","Tired of being single, a smart-aleck meme creator has a chance to prove himself to the girl he loves when he is suddenly appointed CEO of her workplace.",150,Comedia,bheeshma,2020
6.9,Roger Michell,"['Richard Bean', 'Clive Coleman']",-,95,Comedia,the duke,2020
5.1,Umberto Riccioni Carteni,"['Mauro Graiani', 'Riccardo Irrera', 'Paolo Logli']",About a 35 year old Italian young lady who is about to get married and is reminded that she was already married during a few hours of forgetful circumstances and must now return to Las Vegas with the man she married to divorce so that she can marry her apparent love of her life.,90,Comedia,divorzio a las vegas,2020
5.4,Tarek Boudali,"['Tarek Boudali', 'Pierre Dudan', 'Grégory Boutboul']",-,87,Comedia,30 jours max,2020
7.4,Pjer Zalica,Pjer Zalica,"April 1992. Members of a large family strewn around the former Yugoslavia gather around the death bed of their elderly matriarch. She is not well, but the forecast of a family doctor that her death is a matter of minutes away proves incorrect, so the waiting stretches out for day... Leer todo",92,Comedia,"koncentrisi se, baba",2020
8.6,Venkat Bharadwaj,-,-,-,Comedia,omelette,2020
-,Shreyas Talpade,Vikram Shankar,-,-,Comedia,sar car ki seva mei,2020
6.1,Gagan Puri,Gagan Puri,"When the family's grandmother wakes up, the parents who have been bickering over their divorce are compelled to revive their marriage and keep the peace at home.",119,Comedia,doordarshan,2020
7.5,Muhammed Musthafa,"['Muhammed Musthafa', 'Sudhas', 'Nikhil Vahid']","Set in the village areas of Wayanad, Malappuram and Kannur, Kappela revolves around an ordinary, innocent girl who comes to Kozhikode city from a high range area called Poovarmala.",113,Comedia,kappela,2020
5.4,Michael Walker,Michael Walker,-,95,Comedia,paint,2020
7.5,Barry Avrich,William Shakespeare,-,-,Comedia,the merry wives of windsor,2020
5.7,Nacho Álvarez,"['Eduardo Navarro', 'David Esteban Cubero', 'Nacho Álvarez']",-,116,Comedia,explota explota,2020
5.1,"['Eric De', 'Priester']","['Eric De', 'Priester']","Grant Wilson rules a made-up nation with his family as his only subjects. When his son takes the mission too far and his daughter questions everything, Grant fights for control in the face of family, country, and reality.",88,Comedia,treason,2020
6.3,Steven Kostanski,Steven Kostanski,-,95,Comedia,psycho goreman,2020
4.8,Vipin k Sethie,Vipin k Sethie,"In the Year 2020 when the entire world was reeling under the effect of corona virus, the deadly virus had created havoc all around. People were dying in thousands and lacks. Slowly after months of suffering, doctors and scientists invented the vaccination for it. Now, though the ... Leer todo",135,Comedia,atithi kab aoge shhamshan,2020
