,puntuacion_imdb,direccion,guion,argumento,duracion,titulo,anio;;;;;
"146,6.2,Vinny Murphy,""['Vinny Murphy', 'Mark Stewart']"",A Belfast man who steals cars for a living dreams of retiring to Barcelona. Suddenly he finds himself in conflict with a crazed gangster who desires the first man's girlfriend. The two decide to settle the situation with a race with 12 of their friends. They just need to steal the cars for the race.,86,accelerator,2000";;;;;
"147,6.7,Henry Bromell,Henry Bromell,""Alex, a hit man, tries to get out of the family business, but his father won't let him do so. While seeking the help of a therapist, he meets a sexually charged 23-year-old woman with whom he falls in love."",88,panic,2000";;;;;
"148,6.6,J.D. Shapiro,""['J.D. Shapiro', 'William Dozier']"",""Based on a true story (written by and starring the two dingbats who lived it). It's about two men who both used to be married to the same woman. Now divorced from her, they move in together to try to straighten out their lives, and end up driving each other crazy."",85,we married margo,2000";;;;;
"149,6.9,Nigel Cole,""['Mark Crowdy', 'Craig Ferguson']"",-,93,saving grace,2000";;;;;
"150,4.2,Robert Vince,""['Anne Vince', 'Robert Vince']"",""When Jack, a sign-language-speaking chimp, makes a break for freedom, his talent for ice skating soon turns him into the local hockey team's secret weapon. But the lab officials are closing in."",93,mvp: most valuable primate,2000";;;;;
"151,6.1,Steve Carr,""['Ice Cube', 'DJ Pooh']"",-,98,next friday,2000";;;;;
152,6.7,Woody Allen,Woody Allen,-,94,small time crooks,2000;;;;;
"153,-,Jesse Ray Boehm,Jesse Ray Boehm,""The tragic story of death, and the people that deliver you food! An analytical look at The Horror, meeting Free Delivery, gone askew."",-,""free delivery, the horror!"",2000";;;;;
"154,6.3,Stein Leikanger,""['Odd Børretzen', 'Stein Leikanger']"",""Little Oddemann uses every means available to find Jesus, including his slingshot. The film takes us to Norway in the late 30's, where we meet a series of burlesque and humorous characters, whose antics convince Oddemann that growing up may be a bad idea. Yet Oddemann finds there are certain rewards to being grown-up, such as partying and chasing women, that merit clo... Leer todo"",88,da jeg traff jesus... med sprettert,2000";;;;;
"155,6.7,Pål Jackman,Erlend Loe,""Daniel Jul is a 28-year-old psychiatrist still living with his mom. He and his friend Ronny have one thing in common: they like searching for metallic objects in the ground. One day they find a jewel with the name """"Janne"""" imprinted. This is the beginning of something big for Daniel. His life will never be the same. He's about to discover a lot of hidden secrets about ... Leer todo"",104,detektor,2000";;;;;
"156,4.7,Mark Gibson,Mark Gibson,""Lionel """"Ex"""" Exley is a golf pro who returns to his hometown of New Orleans, where he befriends lawyer W. Firmin Carter. When Carter suddenly goes missing, however, the party's over for Ex, as he's the prime suspect."",93,lush,2000";;;;;
157,4.6,Axel Hildebrand,Axel Hildebrand,-,91,schrott - die atzenposse,2000;;;;;
"158,6.8,Gurinder Chadha,""['Gurinder Chadha', 'Paul Mayeda Berges']"",""Four families in LA of different ethnicity (Latino, Asian/Vietnamese, African and Jewish) gather together for Thanksgiving dinner."",109,what's cooking?,2000";;;;;
"159,6.7,Matt Williams,""['Lowell Ganz', 'Babaloo Mandel', 'Billie Letts']"",-,-,where the heart is,2000";;;;;
"160,4.5,Cameron Thor,Thomas M. Kostigen,""4 LA women, 3 married, go to a Palm Springs resort together for a weekend of flirting etc. Consequences?"",96,after sex,2000";;;;;
"161,7.0,Amy Goldstein,""['Patrick Breen', 'Scott Kraft', 'Nadine Van der Velde']"",""Reggie, the aspiring singer"; Chart, the troubled rich boy; and Peter Parker the ex-seminarian;" share an apartment in the East Village (New York City) in this story dealing with AIDS, sexuality and living in NYC of the late 80's."",-,east of a,2000";;
162,5.6,Michael Dinner,Barry Fanaro,Four retired mobsters plan one last crime to save their retirement home.,88,the crew,2000;;;;;
163,6.2,Alex Hillkurtz,Dave Barry,-,-,recipe for disaster,2000;;;;;
"164,5.2,Donald P. Borchers,""['Anson Downes', 'Linda Favila']"",""An aimless young man turns to murder in order to satisfy the desires of his new girlfriend, a narcissistic blue jean fetishist."",103,perfect fit,2000";;;;;
"165,4.7,DJ Pooh,DJ Pooh,""Rob has 2 strikes and 3 strikes now means 25 to life. Leaving prison, he's picked up in a stolen car later stopped by the police. Can he prove his innocence before he's caught?"",82,3 strikes,2000";;;;;
"166,5.9,Gerard Stembridge,""['Gerard Stembridge', 'Tommy Tiernan']"",""A waitress falls for a handsome customer who seduces her, her two sisters, her brother, and her brother's girlfriend."",97,about adam,2000";;;;;
167,6.6,Miguel Arteta,Mike White,An oddly naive man-child stalks his childhood best friend and tries to reconnect with their past.,96,chuck & buck,2000;;;;;
168,5.3,José Maria Borrell,José Maria Borrell,-,-,el árbol del penitente,2000;;;;;
169,7.2,Jesse Ray Boehm,Jesse Ray Boehm,-,-,lucy you love it,2000;;;;;
"170,-,Enzo Salvi,-,-,-,""belli, carucci e pettinati"",2000";;;;;
"171,6.4,""['Dominic Anciano', 'Ray Burdis']"",""['Dominic Anciano', 'Ray Burdis']"",A north London postman gets involved with a gang of criminals.,103,""love, honour and obey"",2000";;;;;
"172,5.4,Tinto Brass,""['Tinto Brass', 'Carla Cipriani', 'Nicolaj Pennestri']"",-,91,tra(sgre)dire,2000";;;;;
"173,5.0,Reuben Gonzalez,Reuben Gonzalez,""A beautiful Puerto Rican girl and her family in Spanish Harlem devise a novel plan to attract business to their restaurant, causing a wildly comic sequence of events that ends in near disaster."",98,mambo café,2000";;;;;
174,6.0,Saara Saarela,Iiro Küttner,A story of a man who thought he had lost his emotions.,-,kuningas hidas,2000;;;;;
175,5.6,Stephen Metcalfe,Stephen Metcalfe,-,98,beautiful joe,2000;;;;;
"176,5.7,""['David Mc', 'Nally']"",Gina Wendkos,-,100,coyote ugly,2000";;;;;
177,7.7,Frederick R. Friedel,Frederick R. Friedel,A struggling actor attempts to kill himself. But finds it even more difficult than breaking into Hollywood.,77,my next funeral,2000;;;;;
178,6.9,A.J. Jamal,-,-,-,the cheapest movie ever made,2000;;;;;
179,4.6,Burt Reynolds,Clyde Hayes,An old-time mogul struggles to reenter the club where power and money make the rules.,90,the last producer,2000;;;;;
"180,5.5,Alan Jacobs,Alan Jacobs,""Professor Isaac Balter, en route to his wedding, stops over in San Francisco for one night and falls in love with another beautiful woman, Aurora. In his twenty-four hour wild ride, he encounters Aurora's snobbish European husband, a student/call girl, and a kind-hearted hustler."",90,just one night,2000";;;;;
"181,4.9,Julia Jay Pierrepont III,Leslie Jordan,""Taken from the life story of Leslie Jordan. A Tennessee country boy realizes he's gay and keeps getting in trouble with the local bad boys. He hears Atlanta is the new place to be, tosses his country overalls and shows up at the disco in silver platform shoes and a polyester Saturday Night Fever get up. He meets Tripper (Mark Pelligrino) and the trouble and adventures... Leer todo"",107,lost in the pershing point hotel,2000";;;;;
"182,6.0,Julian Kemp,""['Eric Styles', 'Jason Sutton']"",A small bingo hall is threatened by the opening of the country's largest bingo centre nearby.,90,house!,2000";;;;;
183,5.5,David Raynr,Mark Schwahn,-,94,whatever it takes,2000;;;;;
"184,4.3,Fabio Campus,""['Fabio Campus', 'Andrea Saraceni']"",-,100,la vita è un gioco,2000";;;;;
185,6.9,Eddy Terstall,Eddy Terstall,In Rent a Friend the talented painter ARTHUR is suffering from an artist's block. Alfred does not bother about becoming rich and famous. He sticks to painting bright coloured Mexican hats. Alfred's total lack of ambition increasingly irritates his girlfriend MONIEK. Moniek is a successful writer of a popular Dutch soap opera and she is continuously accusing Alfred of ... Leer todo,90,rent a friend,2000;;;;;
"186,6.9,Carol Brook-Marino,""['Carol Brook-Marino', 'Andrew Roa']"",""Two women chase money that they found and hid in a concert tour bus (Indigo Girls). They travel all over the country, mostly on American Indian reservations, until they find the money and discover themselves..."",75,chasing indigo,2000";;;;;
"187,6.2,Glen Trotiner,""['Glen Trotiner', 'Dean Garvin', 'Eric Fisher']"",-,90,overnight sensation,2000";;;;;
"188,6.3,Matthias Lehmann,""['Matthias Lehmann', 'Eckhard Preuß']"",""Buddies Hoffi and Lehmi awake in Dortmund Zoo, after a night of drinking."",88,doppelpack,2000";;;;;
"189,6.2,Stephen Kinsella,""['Stephen Kinsella', 'Paul Solberg']"",A resourceful and high-spirited woman deals with financial distress and her asthmatic thirteen-year-old son when his life is gravely complicated by a new friendship with the son of her former drunken and abusive husband.,98,double parked,2000";;;;;
"190,3.7,Jay Madison,Alison Andersson,""What happens when you put a handsome young husband, his enterprising wife, and a network of wealthy women together? A booming business where everyone gets what they want - for a price."",93,illicit lovers,2000";;;;;
"191,4.5,Michael Lange,""['Caroline Doyle', 'Jill Kargman']"",""An overworked, underpaid magazine intern goes from the mail-room to the boardroom, while searching for a spy within the company."",90,the intern,2000";;;;;
"192,4.9,Michael Addis,""['Michael Addis', 'Tony Urban']"",-,85,poor white trash,2000";;;;;
"193,7.3,Yoshifumi Hosoya,""['Nick Feyz', 'Yoshifumi Hosoya', 'Christo Knight']"",A waitress discovers a ring she thought was worthless is actually worth $10 million.,92,home sweet hoboken,2000";;;;;
"194,5.8,Francesco Nuti,""['Carla Giulia Casalini', 'Ugo Chiti', 'Francesco Nuti']"",""The recently divorced Dado starts a torrid affair with the beautiful Francesca. Trouble is, she is already taken - by the equally beautiful Andrea. Francesca leaves them both, and Dado and Andrea turn from rivals into best friends. Can it go further?"",109,io amo andrea,2000";;;;;
195,7.2,Raymond De Felitta,Raymond De Felitta,-,109,two family house,2000;;;;;
196,6.8,Joel Hershman,Joel Hershman,-,93,greenfingers,2000;;;;;
"197,5.4,Robert Iscove,""['Andrew Lowery', 'Andrew Miller']"",A friendship is put to the ultimate test when two best friends wind up in bed together.,94,boys and girls,2000";;;;;
"198,7.3,Ulf Malmros,""['Ulf Malmros', 'Vasa']"",Two kids move in with a lonely undertaker who is secretly in love with the town's school teacher.,91,den bästa sommaren,2000";;;;;
"199,5.7,Jonathan Newman,Jonathan Newman,""The bitter Jake is a self-professed 'artist and filmmaker' who can't quite keep life together in the face of other people's success. Jake's life changes when small-time thief Jojo breaks into Jake's car and steals his briefcase containing a book on screen-writing and Jake's filofax of 'contacts'. Jojo's new script ensures he quickly becomes the talk of the town. Jake,... Leer todo"",80,being considered,2000";;;;;
"200,7.2,Rob Sitch,""['Santo Cilauro', 'Tom Gleisner', 'Jane Kennedy']"",-,101,the dish,2000";;;;;
"201,4.2,Britt Allcroft,""['Britt Allcroft', 'Wilbert Awdry', 'Rick Siggelkow']"",""Thomas the Tank Engine searches for gold dust that will allow his magical friend Mr. Conductor to return home, while also helping a girl restore her grandfather's enchanted locomotive."",85,thomas and the magic railroad,2000";;;;;
"202,5.5,William J. Tedford,""['Matthew Dawydchak', 'Candace L. Shaw', 'William J. Tedford']"",""Simon Thomas blindly enters the world of independent film making while trying to juggle his social life, a job, a new relationship, and an ex-girlfriend that just won't give up. Not to mention, he hasn't even started filming yet."",-,flick,2000";;;;;
"203,4.8,Vladimír Drha,Vladimír Drha,""Director's memoirs of his childhood in a lively tenement house, in particular one hot summer day in 1949 when all tenants gathered to celebrate the wedding of the landlord's daughter. Small details slowly reveal that the narrator's recollection of the events may not be altogether correct."",-,pocetí mého mladsího bratra,2000";;;;;
"204,7.4,Lukas Moodysson,Lukas Moodysson,""In 1975, the dynamics of a Swedish commune begin to change upon the arrival of a beaten wife and her two kids."",106,tillsammans,2000";;;;;
"205,7.4,""['Edward Haber', 'John Christian Plummer']"",""['Edward Haber', 'John Plummer']"",-,84,astronomy of errors,2000";;;;;
"206,6.7,Del Shores,Del Shores,""As three generations of a family in a small Texas town gather for a funeral, we learn the hilarious, sad, trashy truth of their """"Sordid Lives."""""",111,sordid lives,2000";;;;;
"207,7.4,Michael Bergmann,Michael Bergmann,""While their muse is in mourning, two novelists -- unable to work -- contemplate infidelity. Starring Bridget Moynahan as Fame. """"Unafraid to be both smart and silly"""" - Lisa Nesselson, Variety."",93,trifling with fate,2000";;;;;
208,6.1,Peyton Reed,Jessica Bendinger,-,98,bring it on,2000;;;;;
"209,4.8,""['Fred Anderson', 'Pierre Toresson', 'Markus Widegren']"",""['Fred Anderson', 'Leo Jacobsson', 'Pierre Toresson']"",-,-,ninja mission 2000,2000";;;;;
"210,5.7,Ed Bye,""['Harry Enfield', 'Dave Cummings']"",""Two inseparable, hormonal, English BFF teen boys, avoided by all others, head to Ibiza with Kevin's parents. Will they lose their virginity there?"",82,kevin & perry go large,2000";;;;;
211,4.7,Robert Altman,Anne Rapp,-,122,dr. t & the women,2000;;;;;
"212,7.2,Mark L. Feinsod,Mark L. Feinsod,""Jessica Blaine (a 23-year old art student) and her half-sister Caroline (a 28-year old former model who ruined her career by participating too much in New York's decadent night life) return to Jessica's apartment after an evening of club-hopping. They and their friends, including Jessica's French boyfriend Albert and his cousin Jules, proceed to give the evening one l... Leer todo"",-,a sense of entitlement,2000";;;;;
"213,4.2,Ugo Fabrizio Giordani,""['Alfredo Arciero', 'Leonardo Benvenuti', 'Piero De Bernardi']"",-,95,teste di cocco,2000";;;;;
214,-,Jonathan West,Leslie Ackerman,-,95,what's eating you?,2000;;;;;
"215,6.4,Nancy Meyers,""['Josh Goldsmith', 'Cathy Yuspa', 'Diane Drake']"",-,127,what women want,2000";;;;;
"216,4.7,Gregory Avellone,""['Elaine Pelino', 'Robert Rhine', 'Rita Weinstein']"",""At Vinnie & Angela's neighborhood beauty salon in Rhode Island, frequented by local wise guys, they've added a sideline... funeral parlor. When """"made"""" boss Big Tony informs them that his sister has died in a skiing accident, Vinnie and Angela proudly offer to prepare the body for funeral. Big Tony gives them a photo to help reconstruct his sister's face for the open c... Leer todo"",-,vinnie and angela's beauty salon and funeral parlor,2000";;;;;
"217,6.2,Detlev Buck,""['Detlev Buck', 'Ruth Toma']"",A girlie stranger to a small village seduces some men and causes real chaos in the lives of some straight citizens.,91,liebesluder,2000";;;;;
218,7.1,John Chase,John Chase,A day in the life of four Massachusetts high schoolers.,-,massholes,2000;;;;;
