puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
-,James Shaughnessy,Brett Hundley,A year since a slew of brutal murders and the elimination of the Russian mafia in 1980's Miami by a masked vigilant a team of copy-cat murders slaughter a newly established drug lord and liberate several sex workers. Based on the cult indie game 'Hotline Miami'.,6,Accion,do you like to hurt people?,2015
-,Rayan Butt,Rayan Butt,"Two separate thieves break into a house at the same time. When the two discover each other, the robbery turns into a deadly game of survival as the robbers try to leave with a hefty sum of cash alive. Only one thief will leave successful.",18,Accion,in and out,2015
9.5,Mouayed Zabtia,Hashem Alzaroog,"Wesam is a Libyan young activist in the Libyan civil society who gets abducted, jailed, and tortured for talking on a TV channel about human rights in Libyan prisons in a country denominated by a huge number of armed militias that use oppression and intimidation. Inside the prison, Wesam encounters various forms of ideologies and beliefs adopted by those militias that... Leer todo",33,Accion,al emara,2015
-,Joan G.,Joan G.,"When our protagonist's parents are going away for two days, he will be alone at home and suddenly he will have to face the consequences of an act that made a year ago. Is he going to know what to do?",25,Accion,memòria i oblit,2015
-,Rostam Persson,Rostam Persson,Silent Killer is a video game addict that is about to reach rank 1. When there's a power outage he desperately forces his fuse-box with tape which gives him the power back but it also sets the entire building on fire. He notices the fire but the question is; will he reach rank 1 in time?,6,Accion,one more game,2015
-,Kevin Sainz,"['Kevin Sainz', 'Virginia Sainz']",-,-,Accion,alone short,2015
6.4,David Xarach,David Xarach,"Gabriel, a spy for hire suffers a freak accident during a mission that will send him to a dystopian future where a group of rebels fight to liberate the Earth from the corporation that now owns it.",19,Accion,corporation: earth,2015
-,Ivana Noa,Ivana Noa,"This is the 11-year old director's perspective of Judo as art, presented through the eyes of a number of World and Olympic champions and trainers as well as young generation of judo players. The film provides different views and personal feelings of 'win', 'lose', 'pain', 'friendship', 'talent'.",10,Accion,unofficial: judo,2015
6.9,Mauricio Leiva-Cock,"['Mauricio Leiva-Cock', 'Gibrán Portela']",Teen rebel leader Chocojet has a final mission before he turns 18; to steal a baby from the adult regime.,14,Accion,los kaotikos,2015
-,Ian Fisher,Sapir Azulay,-,-,Accion,alice,2015
-,Alexander Ameen,Alexander Ameen,"A young disabled veteran named Mike returns home, deeply haunted by his memories of a war he wishes he could forget.",7,Accion,war torn,2015
-,Dan Eccles,"['Jay Kwon', 'Nathan Truong']","""Who is Slim?"" is an exciting short film with a mixture of intense drama, martial arts, and comedy that will get viewers jumping out of their seats. A hardcore Chicano gangster gets tested for his loyalty by two desperate detectives seeking promotion. How loyal can one truly be when pain is heavily inflicted? And how far will one go with desperation? Life is full of s... Leer todo",-,Accion,who is slim?,2015
-,Aziz Cem,Aziz Cem,A prisoner and his motivation to break the prison to reach his love in another country. Is he going to succeed to get rid of the well-trained cops and retrieve his love and freedom?,10,Accion,escape,2015
-,Nicholas Dobkin,Nicholas Dobkin,"Far in the future, a clan of armed bandits scour the desert to raid passing caravans for raw materials and food. Their leader, Hess, guides their ruthless assaults with deadly precision. But she secretly harbors a love for books, the last remnant of civilization. She thinks she can keep her two worlds separate. Tonight, they will collide.",5,Accion,pandora's wake,2015
7.3,Luke Armstrong,"['Luke Armstrong', 'Johnny Sachon']","Based on recent news events and set in the year 2037, 'Shadows' is a contemporary Orwellian style vision of the future. The short sci-fi film depicts how the UK government will use virtually all digital technology for surveillance and control over the general population, ultimately becoming a totalitarian state. We join our lead characters - Lee and Jess, on the brink... Leer todo",15,Accion,shadows,2015
8.0,Tom Caswell,Tom Caswell,Society has come to an end. It's hunt or be hunted. Apocalypse survivor Claire has lost it all. What will she do when she gets it back?,17,Accion,savage,2015
-,Benjamin Kilmer,"['Anna Rose Moore', 'Lindsay Stetson']","A team of wanna-be assassins try and execute the perfect heist, but it all goes awry when they kidnap the wrong girl...",5,Accion,milkshake,2015
7.4,Yohan Faure,"['Yohan Faure', 'Vianney Griffon', 'Akira Toriyama']",The Fall Of Men is an original story of Trunks against the infamous Cell. It is a live action fan fiction of Dragon Ball Z.,29,Accion,the fall of men,2015
6.0,Remy Bazerque,"['Remy Bazerque', 'James Mc', 'Gregor', 'Tom Ripley']","A modern take on Greek Mythological Eternal Punishments, Cerberus is the tale of two brothers tormenting each other in a scenario they can't escape.",12,Accion,cerberus,2015
-,Taylor Giddens,Taylor Giddens,A by-the-books agent (Scott) must do whatever it takes to track down a psychopath (Childers) to retrieve a stolen briefcase containing contents of an unknown origin.,-,Accion,the agency,2015
-,Ryan Clark,Ryan Clark,Two thieves find themselves fighting a young woman for their lives during a heist gone awry.,14,Accion,mae day,2015
3.3,"[""Julien K. d'Arsyn"", 'Pascal Lastrajoli']",-,"Learning that his wife deceived him with his best friend, Luc falls into a downward spiral...",-,Accion,black day,2015
-,Dontae Hawkins,Dontae Hawkins,"Crissy, a young girl with a troubled past, tries to make it on her own. Living day by day carefree not knowing what challenges she may face next. Numbing her pain with drugs and sex she alienates those that actually care about her.",23,Accion,broken mirror: a dontae hawkins film,2015
9.4,Fabian Perez,"['Scott H. Parrish', 'Fabian Perez']",Two unsuspecting co-workers experience unintended consequences when their latest assignment goes awry.,33,Accion,madam trigger,2015
-,Pedro Rudolphi,Pedro Rudolphi,"They didn't call it the 'wild west' for nothing. A hand of poker, a bottle of cheap whiskey and life is sweet enough. But all the fun is over when Calvin Sharp and his gang roll into town looking for a particular man.",20,Accion,five-card draw,2015
9.0,Ira Flowers,Ira Flowers,The hit man is in a dangerous hurry to get to his next victim.,6,Accion,for jean-pierre melville,2015
-,Jeffrey Zweig II,Jeffrey Zweig II,The last hopes of an alien race hide among us on Earth. But one can never be sure of your allies when the fate of millions dangle on the line.,15,Accion,against the borlous empire,2015
-,Christopher Campbell,"['Christopher Campbell', 'Rosie Knight']","'Mad Pearse' captures a moment in early 20th century New Zealand history. We follow 12 year old dreamer,Marcus, across the course of what should have been just another day at his small country school. However today is the day that Richard Pearse, local eccentric, is planning to fly his plane past the school gates.",9,Accion,mad pearse,2015
-,Harrison Norris,Harrison Norris,"Beaten within an inch of his life, a peaceful man has a gruesome epiphany through violence",5,Accion,a peaceful man,2015
5.9,Reace Thorne,Reace Thorne,"After seeing on the news that there's an alien invading the town of Epick, Jariawkee goes on a journey across town to find it and destroy it before it spreads it's invasion to the entire world.",21,Accion,the epickniss movie,2015
-,Christopher Dandre Williams,Christopher Dandre Williams,A group of porn stars are on the run from hitmen.,19,Accion,relentless scoundrels,2015
-,Scott Mena,"['Kimberly Mena', 'Scott Mena']","On August 2013 the Zoonotic Disease unleashed in the town of Deltona, FL. The found footage recounts the days before & during the outbreak.",16,Accion,deadtona,2015
-,Abad Leyva,"['Joe Pittro', 'Bharathwaj Vijayakumar']",Four first time kidnappers plan to kidnap a girl and keep her as hostage in an empty house. Everything starts falling apart once they start executing their plan.,20,Accion,hunter st,2015
-,Dave Borges,"['Dave Borges', 'Eric Lebow']","Who lives and who dies is the question when an aging man, with nothing left to lose after the death of his wife, sets out to get the justice his family was denied 25 years prior for the brutal assault and killing of his only daughter.",25,Accion,one foot in the grave,2015
-,Joe Beverley,-,-,-,Accion,the road to ministry,2015
6.4,Haroula Rose,Haroula Rose,"Michael has been estranged from his family for a long time. When he shows up at his brother John's house unexpectedly, Rayanne, his new sister-in-law, decides to let him in. But things are not always as they seem, and people may not be who they say there are.",13,Accion,wedding dress,2015
6.6,Ashley Eberbach,Ashley Eberbach,A high fashion action film set in the near future about robotic assassins causing female genocide in peaceful communities for an unknown reason.,15,Accion,axiom,2015
7.2,Marcus Langford,Marcus Langford,Brotherly love 2015 is a action packed short story about Grant an his fight to save the life of his sister who has been abducted and held by harps and a gang of armed men. When Daisy gets kidnapped her brother goes on a crazy killing mission using all his skills he learn't as a commando/black ops to get her home safely but will he get him self killed in the process. I... Leer todo,-,Accion,brotherly love 2015,2015
-,Sampo Silvennoinen,Sampo Silvennoinen,-,17,Accion,the endlings,2015
-,Mike Fair,"['Mike Fair', 'Lascelles Mc', 'Carthy III']",A man must adapt to his enemies as he works his way to the the Sanctuary of the Unknown. Everything he has known will need to be left behind to be successful.,-,Accion,the game,2015
-,Thomas Baricevic,"['Thomas Baricevic', 'Peter George']",a new life. dreams. the past.,15,Accion,hope city,2015
-,Mark Christopher Boyd,"['Mark Christopher Boyd', 'Mike Stone']",He had lost his will to live. All she wanted was to make a difference in someone's life. What's your purpose?,10,Accion,the idea of purpose,2015
-,Dennis Glasco,Jason Michael Fong,Eric and Emily return for a new adventure in this sequel to Office Romance. Emily is being held captive by mysterious armed men and Eric attempts to save the day.,-,Accion,the rescue,2015
-,Gerardo Maravilla,Gerardo Maravilla,A young Filipino backyard boxer enters a Mexican fight ring in the San Fernando Valley to pay his mother's medical bills.,10,Accion,cross,2015
-,"['Darren Flores', 'Mike Lenzini']",Mike Lenzini,A woman awakens surrounded by her murdered friends with no recollection of what happened.,-,Accion,signal,2015
5.9,Tim Dünschede,Henning PulßTim Dünschede,-,21,Accion,venusfliegenfalle,2015
-,Nicole Haran,Jason Furlani,"It's not easy to take a chance on happiness, but sometimes an evening at a dive bar can re-boot your perspective. 'DIVE' is a film about taking chances and coming out on the other end transformed... and there may be a knife or a gun I'm not sure if I mentioned...",10,Accion,dive,2015
-,Andrei Russu,"['Andrei Russu', 'Peter Young']",-,-,Accion,kar,2015
8.0,Solvan Naim,Solvan Naim,"Stanhope, a teenage inner city kid from New York City, gets caught up in a web of violence as a child soldier; a paid assassin.",17,Accion,stanhope,2015
-,Eric Edwards Abud,"['Eric Edwards Abud', 'Harry Parker']",The undeniable future and reality Tom Barnes discovers along his journey on a Joint Special Operations Command in the Middle-East.,-,Accion,into the fray,2015
-,Josh Funk,Josh Funk,A man builds a cardboard spaceship and travels to an alien planet to dispose of a mysterious object.,12,Accion,the spaceman,2015
-,Joanna Bielinski,"['Joanna Bielinski', 'Tonio Kellner']",-,12,Accion,f.w.w. - feld wald wiese,2015
8.5,"['Eric Jacobus', 'Pete Lee']","['Clayton J. Barber', 'Eric Jacobus']","The Dope finds himself reliving his day whenever he's knocked out by the local Martial Arts Mafia. When he emerges victorious from battle, the villain returns with the same day-repeating ability! It's Groundhog Day meets Jackie Chan as the two fighters bring bigger and badder weapons to the fight! Rope A Dope 2 is a sequel to the hit award-winning short film Rope A Do... Leer todo",18,Accion,rope a dope 2,2015
-,Devin Curry,"['Devin Curry', 'Alex Rueda']","Michael, an aspiring young actor from the streets, seeks to get out of his life as a debt collector for the mob. Faced with potentially deadly consequences, Michael must choose between keeping obligations to his ruthless boss or taking one last chance to follow his dreams.",18,Accion,the moneymaker,2015
-,Tora Kim,Tora Kim,"Troubled underground rock star Manda Brava must fight more than her own personal demons in a night that will change her life, and those of her band mates, forever. An expressionistic and supernatural punk-rock portrait of an unlikely revolutionary in-the-making...",11,Accion,constellation 13 wolves,2015
-,Brian Olliver,Brian Olliver,"After winning a bid on EBay, Pat travels far from home to pick up the unusual item in person.",6,Accion,the ebay pickup,2015
8.8,Tyler Wallach,Tyler Wallach,"Frog is a short film about the loss of innocence, the brutality of growing up and the beauty of childhood.",18,Accion,frog,2015
-,Nicholas Molinari,Nicholas Molinari,"Ollie, a reluctant pizza boy at Tiki's Cold Pizza and struggling screenwriter is chosen by God to deliver Charlotte's soul to Heaven.",13,Accion,based on a true story,2015
6.9,"['Manaal Khan', 'Albert Magaña']",Luke S. Perisin,A firefighter fights for his life for the sake of his family.,13,Accion,shot,2015
5.9,Álvaro García Martínez,Álvaro García Martínez,"For unknown reasons, the Earth's ionosphere has weakened dramatically during the course of the last century. All animal and plant species perished decades ago. All that remains is one small group of humans who attempt to resist the hostility and hardness of the external environment from SUMER, the last hive city in the world. A young boy, Hermes, lives alone close to ... Leer todo",10,Accion,sumer,2015
8.4,Vladislav Nikitin,Vladislav Nikitin,"Three high school friends attempt to rob a Chinatown liquor store. Due to unforeseen complications their plan goes wrong making them test their abilities, courage and friendship.",13,Accion,the grand chinatown robbery,2015
7.2,Eric Jordan Baker,Eric Jordan Baker,Two best friends create meaning in their empty lives through the venerable act of dueling to the death.,6,Accion,duel club,2015
-,Adem Suljic,Adem Suljic,"In a tale of survival, compassion, and loss, a young man in war torn Bosnia is forced to fend for his life by evading his captors.",8,Accion,1994,2015
5.8,Mara Gasbarro Tasker,Mara Gasbarro Tasker,"When Sheila Johnson accidentally messes up a major illicit deal, local kingpin Barry and his goons kidnap her from the club where she dances. Unfortunately for Barry and the men, Sheila also happens to be a shit talking, ass kicking psychopath with a plan of her own. And there's nothing she hates more than men on a power trip...",18,Accion,sheila scorned,2015
7.9,Rajesh Rajilal,"['Russell Newton', 'Jemima Turnbull']",A man stands alone in an elevator he pulls a gun out and checks it is all ready before adding a silencer to it. After leaving the elevator he sneaks to a flat which he breaks into by picking the lock. After hearing the shower running he hides in a bedroom and checks the gun again. Upon the women entering a shot is heard and she collapses to the floor. The next morning... Leer todo,30,Accion,the target,2015
6.8,Tony Gapastione,Tony Gapastione,A retiring teacher must reexamine her future when confronted by someone from her past.,13,Accion,1440 and counting,2015
9.6,Jordan Hageman,Jordan Hageman,"Judas, a hit man for hire, is sent on one final hit for his seraphic boss Mary; but things soon spiral out of control due to unforeseen circumstances.",-,Accion,godkiller,2015
-,Martin Abram,"['Bernard Abram', 'Lovro Abram', 'Martin Abram']",-,25,Accion,alias in,2015
-,Daniele Misischia,Daniele Misischia,A two-bit criminal is running away from a mysterious man in search of revenge. A fierce chase will bring him to hell.,-,Accion,devil on the road,2015
-,Simoneau Wagner,Simoneau Wagner,"When a girl loses her mother to violence at a young age she is taught that she has no choice but to defend herself and others, but when she ends on the bad side of a local mob family things take a threatening turn.",-,Accion,lehte,2015
8.5,Marvin Willson,Marvin Willson,A man is interrogated by his kidnappers in an effort to find out if their true identities have been blown.,9,Accion,who's who,2015
-,Daniele Misischia,Daniele Misischia,"Lino, a gang member, breaks into a warehouse full of criminals to save his junkie sister Ale. Ale is in overdose and a dose of adrenaline will save her life...but troubles has just begun.",9,Accion,adrenalina,2015
5.7,Diego Arjona,"['Ángel Agudo', 'Diego Arjona']",-,15,Accion,thalion ltd.,2015
-,Mako San,"['Mako San', 'Kazy Tauginas']",-,-,Accion,commonality,2015
8.7,Skye Dennis,"['Skye Dennis', 'Luis White']",-,19,Accion,hamilton chronicles,2015
-,Lamonde Howard,"['Lamonde Howard', 'Rachelle Laurence']",From Broadway to an Alley-way one stars dream turns to a nightmare.,-,Accion,green with envy,2015
-,Marcus A. Stricklin,"['Eduardo Sanchez', 'Marcus A. Stricklin', 'Jason Yeung']","After retiring from the CIA, TESS is pulled back in by her longtime handler to protect a valuable item that dangerous people are desperately trying to get their hands on.",-,Accion,tess,2015
8.7,Stephen M. Williams,Stephen M. Williams,"Two kids who are bullied get revenge by going to an older kid to help, they get more than they bargained for when it goes wrong.",12,Accion,one bad night,2015
-,Evi Tsiligaridou,Evi Tsiligaridou,"In a minimal enclosed setting, two women are wrestling, or play-fighting. An experimental, personal approach to the processes of relating to one another within space and time, through some twisting, bending, sliding, breathing, expanding, contracting...Women in their upbringing are typically instructed to constrain themselves in many ways. And so, they hardly ever all... Leer todo",8,Accion,"on your feet, woman!",2015
-,Leiv Igor Devold,"['Leiv Igor Devold', 'Morten Hovland', 'Krzysztof Sliwka']","Robert, Norwegian, 40 year old yuppie, after a tragic accident cannot handle the demons and wants to commit a suicide. The film is a journey into the main characters fate with the background of the clash/contrast between the Polish and Norwegian environment. A story of two people from completely different worlds meeting at their darkest moment in life.",15,Accion,swit,2015
-,Freedom Bridgewater,Freedom Bridgewater,"BAATAR BREAKS HIS SACRED VOWS, TO FIND HIKARI AND SAVE EARTH FROM AN INVADING MUTANT RACE.",28,Accion,the awakening,2015
-,"['Jamie De', 'Wolf']",Kevin Holmes,A gender swapping spy story told in the style of James Bond. Masculinity and femininity are shaken AND stirred.,5,Accion,double agent,2015
-,Scott Brown,Scott Brown,"Work is hard, love is tough, and bullets are cheap. At a perilous crossroads in their relationship, Kate and Abby find themselves embroiled in a botched burial job in the desert. Pitted against each other, a bloodthirsty gang of meth-heads, and bodies that just won't stay dead, our lovers must face the ultimate trial to prove themselves worthy in the face of imminent ... Leer todo",20,Accion,the other side,2015
5.1,Minka Farthing-Kohl,Minka Farthing-Kohl,The sun beats down. Frank waits for the bus. His ice cream melts. A stranger asks to borrow his phone. Stray dogs roam the streets.,8,Accion,stray dogs,2015
-,David Newman,David Newman,-,-,Accion,"friday night, saturday morning",2015
-,Mako San,Mako San,"Hot Date is a story of a man named Oba Nohmo (Mako San) who has a crush on a Aluum Dahwoo (Donna Racine Wilson Mariscal). It seems though at every mention of their name, these tremendous martial arts battles occur. Watch and find out if it is True Love or True Test.",17,Accion,hot date fight,2015
6.0,Sy Cody White,"['Andrew Kim', 'George Lucas']","A Jedi Master and his Padawan, with the help of a bounty hunter, go after a Sith Lord.",6,Accion,star wars: the lesser evil,2015
-,Joel Clark Ackerman,Joel Clark Ackerman,-,-,Accion,the hunting,2015
-,Carlos Dorsey,Carlos Dorsey,"Out manned and out gunned, a woman faces sure death.. Theirs!",8,Accion,unmistaken,2015
-,"['Luke Hanson', 'Alex Roberts']","['Luke Hanson', 'Alex Roberts']",When the LB drinks the AR ginger bear a massive battle breaks out.,16,Accion,lb vs ar,2015
6.5,Somchanrith Chap,"['Somchanrith Chap', 'Ian Masters']","The good, the bad and the beautiful...Cambodia's first 'Eastern'.",7,Accion,a fistful of pebbles,2015
-,Rashad Haughton,Rashad Haughton,"In the wilderness of Iga, Japan, a young robotics student named, SHIN, ignores the warnings of his sensei, TAKU, and takes it upon himself to unleash the power of an ancient book called MUGA. This mysterious power is also desired by, RYU, of the ONISHI GROUP -- a military tech company that will destroy anything in its way to possess it.",14,Accion,muga shozoku,2015
7.8,Jesse Mast,"['Tony Friedrichsen', 'Jesse Mast']","While transporting a captured American traitor, a young special agent must go to great lengths to protect his prisoner from other agents gone rogue.",18,Accion,the just,2015
-,Yasmine Campbell,Yasmine Campbell,"A disgraced cop finds a new life in crime. When the next job calls he will have to close a chapter from his past once and for all. An eye for an eye, a life for life.",-,Accion,hammurabi's code,2015
-,"['Eliza Mc', 'Nitt']","['Eliza Mc', 'Nitt']","3... 2... 1... Blastoff. Commanding the world's most ambitious space launch to date, Aiden Collins has eight-and-a-half minutes to successfully maneuver the shuttle Artemis into orbit on man's first ever solo mission to the moon.",7,Accion,artemis falls,2015
-,Michael C. Poole,"['Gabriel Pan', 'Michael C. Poole', 'Matt Wagner']",-,-,Accion,grendel,2015
8.4,Juliana Neuhuber,"['Christoph Kaindel', ""Elisabeth 'Sissi' Kaiser"", 'Bert Obernosterer']",A family displaced by war is ambushed by highwaymen. The encounter takes a turn when one of the robbers recognizes the father as his old brother in arms.,15,Accion,wölfe,2015
-,Jaime Oliveira,Jaime Oliveira,"Guy plans to pull a quick one on the cartel, but due to his drinking problem and lack of memory, it's easier said than done.",-,Accion,tijuana rhapsody,2015
6.8,Alvaro Ron,"['Valentina Pozzoli', 'Alvaro Ron', 'Clara Viola']","Sarah, a nerdy teenager, needs her mom's new car to go on a date with the boy she likes, but her mom won't let her drive the vehicle. She decides to steal it and go on her date, but something unexpected happens with the car that will change Sarah's life forever...",8,Accion,the red thunder,2015
7.4,Vladimir Mitrevski,Vladimir Mitrevski,"KARMA is a short story about the faith of several people, mixed up in a chain of events.",18,Accion,karma,2015
-,Nick Leisure,Felipe Cisneros,"An attempt on a man's life leads him down a path seeking retribution. Getting there is not difficult, remembering why is his greatest barrier.",12,Accion,a cry for vengeance,2015
-,Sergio Morente Delgado,Sergio Morente Delgado,-,4,Accion,the big battle theory,2015
-,Noessa Higa,Noessa Higa,"Man in the Can chronicles the personal journey of a minor league rodeo clown trying to make it to the major leagues before he gets too old or injured by a bull. Rodeo clowning isn't just Ronald's job, it's his calling. Ronald is the first person in his family to leave Mississippi, and he spends most of the year on the rodeo circuit in Texas and the South with his dog ... Leer todo",38,Accion,the man in the can,2015
-,Diana Atai,Diana Atai,"A wealthy group of computer hackers threaten to cause a deadly blackout in LA after one of their team members, Evan, threatens to expose them with the help of well-known reporter, Renee, and a longtime friend.",12,Accion,code: la,2015
-,Neil Samuel K.,Neil Samuel K.,"While driving on the Long Island Expressway in New York, a Wall Street tycoon's Lamborghini is diverted by a falling star that causes a fatal crash and sends him traversing through a wormhole in space and onto the front doors of this mysterious room where a godly presence, Themis, awaits to announce his fate.",13,Accion,hades,2015
-,Kenan Jerome Floyd,Kenan Jerome Floyd,A fugitive finds an unexpected guest waiting for him at home.,9,Accion,the resting wicked,2015
-,Ryan J. Lindsay,Ryan J. Lindsay,-,-,Accion,supermart,2015
-,"['Kevin Mc', 'Corry', 'Kevin John Mc', 'Corry']","['Kevin Mc', 'Corry', 'Kevin John Mc', 'Corry']","After the death of his father James Price looked at the world in a different way. His eyes no longer blinded be saw the world for what it truly was, in an effort to rid crime from Skyline city James seeks out a local drug dealer called Eddie vines who awakens an old friend of James Price.",25,Accion,injustice,2015
8.5,Isaac Gracia,Isaac Gracia,"Samuel, an 11-year-old kid, is dealing with his grandfather's last wish on the most important baseball game of his life.",11,Accion,last strike,2015
-,Matt Einstein,"['Charles Abernathy', 'James Downing Jr.Matt Einstein']",When two unlikely individuals team up to clear up a debt one-misfortunate individual is forced into a situation that topples more dominos than anyone could imagine.,-,Accion,recoil,2015
6.1,James Bushe,"['James Bushe', 'John Thomas']",Follows a group of war-torn Templar knights who are put to the test against a strange beast that stalks the lands of England. This battle is what Myths and Legends are made of. An independent fan film.,27,Accion,predator: dark ages,2015
9.0,Dami Onifade,"['Raghav Murali', 'Dami Onifade', 'Kerry Joo']","A story of faith, fear, and loyalty, centering on a college student assuming the role of a corrections officer for a study on life in prison.",28,Accion,least among brethren,2015
8.3,Shantal Freedman,Andrew Freedman,"Jackie, a small-town beat cop, longs for a life of action and excitement. When an old man, a stolen lotto ticket, and a group of thieves finally provide the opportunity, she questions just what it is she wants.",15,Accion,ticketed,2015
-,Sean Kallas,Sean Kallas,"When a disaster wipes out most of humanity, the greatest threat to a small group of survivors may not be the horrors lurking outside, but each other.",22,Accion,the last ones,2015
-,Kat Webber,Dana Fradkin,-,12,Accion,satisfaction,2015
-,Matthew Kowalchuk,Aubrey Arnason,"Shelley and Stefan are trapped in a parkade and about to miss her sister's wedding. After exhausting their options, trying numerous machines and methods of escape they learn they are the masters of their own demise.",8,Accion,payment,2015
-,Christopher K. Butler,Kyle Bruce,A young man battles between ideologies as he fights between worlds.,18,Accion,rift,2015
-,Catalina Querida,Catalina Querida,"Rosie meets a lady in a bar who just broke up with her boyfriend. As she comforts her, she explains what she and her friends do to men who anger them.",-,Accion,circus sisters,2015
-,Tanner Beard,"['Tanner Beard', 'Russell Quinn']","How did Santa Claus come to be? ""This is Sinterklaas"", unfolds the truth of the first night before Christmas and the origin of Old Saint Nick.",10,Accion,this is sinterklaas,2015
7.5,Manfredi Mancuso,"['Ingrid Charles', 'Manfredi Mancuso']","Nero is a loner, trapped in a miserable life. Everything might change when he meets Laura. However, in his world there is not room for love and he will need to struggle to keep his feelings alive",25,Accion,hard to lose,2015
6.0,Cameron Brunt,Cameron Brunt,Mitch is thrown into the world of crime and suddenly finds himself shoulder to shoulder with his brother in a bank heist.,13,Accion,brothers,2015
-,Martin Wan,-,"A time traveling agent from the future is sent back in time to stop the evil doings of a murderous time criminal. Can our hero stop the villain known as The Mantis, before he takes his next victim?",10,Accion,the mantis,2015
-,Lamont P. Thompson,Lamont P. Thompson,"A married man decides to leave his wife for another woman that he has been involved with. He propositions his wife that if the relationship with the new woman does not work out, then he wants the opportunity to come back home and repair his marriage.",29,Accion,grass is greener,2015
-,Logan Graham Greene,Logan Graham Greene,'Bone Orchard' is a western short film following five cowboys who find themselves in a situation they might not all walk away from...,16,Accion,bone orchard,2015
7.0,J. Spencer,J. Spencer,"Betsy, a small-town waitress, offers a warm meal to an enigmatic drifter in a rundown diner. Little does she know she's let a vicious and calculative werewolf loose on the diner's colorful population.",12,Accion,end of the road,2015
-,Alfredo Ibarra,Alfredo Ibarra,Mark and Jackie have a video tape that world needs to see. But they get cornered inside the house and there is nowhere to hide from the people chasing them.,3,Accion,"bye bye, mark",2015
-,"['Jonah Zeiger', 'Kimberly Harwood']","['Kimberly Harwood', 'Jonah Zeiger']","When Harry Scribner writes himself into a prison of his own imagination, only his fictional characters can break him out.",12,Accion,the art police,2015
-,Justin Mazzarella,Justin Mazzarella,-,-,Accion,the kung fu lesson,2015
-,Saud Al-Moghirah,"['Saud Al-Moghirah', 'Amal A. Aljohani', 'Federico Berte']",-,14,Accion,bloodline,2015
-,Bryan Christian,Bryan Christian,A foolishly heroic guy gets himself into fights against thugs to save innocent people but gets beat up until his 'kick-ass' girlfriend comes to the rescue.,15,Accion,like a boss,2015
5.2,Raphael Rogers,Raphael Rogers,"Immersion, Atma's virtual reality rehabilitation program is sweeping the nation. Now criminals are being treated inside VR. Depression, violence, anxiety, soon they'll all be in the past. But Axa is being hunted by Atma. Why? He's just a nobody... or is he?",10,Accion,immersion,2015
-,Nick Hanson,"['Joe Hughes', 'Ben Maclaine']",-,-,Accion,cyber squad,2015
-,Christopher Lawrence Chapman,Christopher Lawrence Chapman,The story of a young girls fight to keep what is rightfully hers in the lands of the wild west.,6,Accion,morgan pickett's charge,2015
-,Keith Presswood,"['Tony Argento', 'Keith Presswood']","After being kidnapped by a rival family, the son of a successful bakery struggles to keep their family recipe a secret.",15,Accion,the recipe,2015
-,Jeff Pearce,Jeff Pearce,"Rowan and his four fellow assassins are known for getting the job done. They always enter swiftly, execute silently, and leave no trace. Gods among men, these assassins have never met their match, until now. However, what brings them down, is something none of these men would ever have suspected.",15,Accion,final revelations,2015
7.8,Sean Hampton,Sean Hampton,"Two warriors, haunted by memories of the past, fight for survival in a post-apocalyptic world plagued by a war based on race.",13,Accion,race war,2015
-,Dave Moyle,Dave Moyle,-,12,Accion,the next hit: first endeavour,2015
-,"['David Michael Paul', 'John Ros']","['David Michael Paul', 'John Ros']",Two high school hall monitors attempt one last 'job' to save their program before it gets shutdown by the school district.,12,Accion,the hall monitors,2015
8.9,Zachery Rice,Zachery Rice,"A man wakes up in the middle of the woods, only to realize he has been on the run for days by a secret organization he used to work for.",4,Accion,kaizen: prologue,2015
-,"['Lascelles Mc', 'Carthy IIIMathew Ruybal']",Mathew Ruybal,"Jack is a seemingly mild mannered man in his 30's. He lives a simple life and focuses on a minimalist lifestyle and keeps to himself. One evening he is approached by some strangers that have been sent to find him and solicit his ""services"". Jack's hand is forced to enter back into a life he thought he left behind. A story about the fight between moral dilemmas and how... Leer todo",13,Accion,run home jack,2015
-,Rob Baard,Rob Baard,"Special Operations Director Matthew Reynolds (Danny Glover) and his team must locate Patient Zero, a test victim of a psychopath known as ""The Nightingale"" and uncover his connection to Reeve, the ninja (Rob Baard) in order to stop a deadly crisis before time runs out.",20,Accion,ninja interlude,2015
-,Scott Edwards,Scott Edwards,"In search of his dead wife's grave, a Vietnamese martial arts master returns 30 years later to the waters that claimed his wife and children in hopes of putting to rest his hellish past.",17,Accion,master hoa's requiem,2015
-,Julian Stubbs,Julian Stubbs,A soldier flees to his hometown to rejoin his darling after committing a terrible crime. A bounty hunter follows him closely.,16,Accion,la última noche de silverio cruz,2015
-,Leo Wang,"['T.J. Keeley', 'Leo Wang']","After years of mediocrity, painter Dan Sayers has finally broken out of his shell and created his masterpiece, or at least, he thinks he has. His visions of grandeur are shattered when his friend Fred laughs outright at his finest painting. Dan then falls from a cliff of insanity, he didn't realize he was on.",13,Accion,cassandra,2015
-,"['Garry Evans', 'Geary Evans']","['Garry Evans', 'Geary Evans']",A cop after being laid off from is job he turns to a drug dealer for help but what he didn't know what that he would be doing the drug dealer work for him,25,Accion,corrupt cop,2015
