puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
-,Camille Degeye,Camille Degeye,"A man wakes up in the desert. Walking to find the city, he sees the disappearance of men. When the memory of a beloved woman reappears in her mind, the past begins to touch, slowly.",15,Drama,l'esseulé,2017
-,Ostin Fam,Ostin Fam,-,-,Drama,sanctuary,2017
-,Sirvan Marogy,Sirvan Marogy,-,6,Drama,dance revenge,2017
-,Lorenzo Trane,"[""Filippo D'Antuono"", 'Lorenzo Trane']",-,-,Drama,scrape,2017
-,Elmos C. Neocleous,Anna Tenezi,"Holiday season. Two friends, Diana and Katy, meet in Caffe Cerutti after not having seen each other for a while. Diana is spontaneous, enthusiastic and ready to hear her friend's news. However, their meeting is about to have an unexpected twist when the cafe's interior decoration causes strange reactions to Katy.",-,Drama,caffè cerutti,2017
-,David Benedek,David Benedek,-,10,Drama,secret,2017
-,Neil Cadieux,Neil Cadieux,-,4,Drama,mind's eye,2017
-,Hugo Pedro,-,-,26,Drama,suite 212,2017
-,Ostin Fam,Ostin Fam,"Mae believes that unlike what her long black locks suggests, beauty is found in short hair. In desperation, she defies all odds to attain her desired crown of beauty.",17,Drama,short cut,2017
-,Steven James,"['Emily Craw', 'Steven James']",A young boy named Isaac is given a chance to bring change to his aimless life.,13,Drama,the unknown,2017
-,Paulina Sjoberg,Paulina Sjoberg,-,11,Drama,forever,2017
-,"['Trevor Telenko', 'Mavrick Vo']","['Trevor Telenko', 'Nick Trusch', 'Mavrick Vo']","Jason Todd, the second Robin, was murdered by the clown prince of crime, The Joker. Five years later, he rose back from the dead to seek vengeance and begin his new identity as the Red Hood.",15,Drama,red hood uprising,2017
-,Hugo Martin,Hugo Martin,-,2,Drama,la desserte rouge,2017
-,Mitchel Johnson,Mitchel Johnson,-,7,Drama,lost,2017
-,Karan Chawla,-,-,7,Drama,love forever,2017
-,"['Anja van den Berg', 'Cobus van den Berg']",Anja van den Berg,-,12,Drama,skerm,2017
-,Aline Magrez,Aline Magrez,"Big machines. Laughters. Or rather screams. A fair and its disturbing weirdness. Refugee in a labyrinth of mirrors, a man sinks into the darkness of his bruised mind. His memories, dreams and fantasies pass. Like a feeling of drowning in a funnel which closes on a frightening empty infinity.",22,Drama,parallax,2017
-,Karan Chawla,-,-,2,Drama,colours of life,2017
-,Johnny Hough,Johnny Hough,Four vignettes of a grieving girl on a cloudy day.,3,Drama,broken,2017
-,Servane Royant,"['Chloé Ballu', 'Nina Richard', 'Servane Royant']",-,9,Drama,rêverie,2017
-,Robert Jackson,-,"After committing a murder, a woman tries to bury her guilt like she did her victim's body. Little does she know, a sharp-eyed detective is closing in on her.",9,Drama,unforgotten,2017
-,Stanley Nsamba George,Stanley Nsamba George,-,-,Drama,time irreversible,2017
-,Fahad Alestaa,Fahad Alestaa,A Former Goalkeeper Watches a Television Interview that Brings him Back to the Spotlight.,16,Drama,goalkeeper,2017
-,James La Motta,James La Motta,"""I have been sexually and physically abused for as long as I can remember until I was 14 - When I finally had the courage to lock the door at night and sit next to it.""",-,Drama,abused child,2017
-,Sahand Mohajer,Sahand Mohajer,"A solitary figure reaches for a presence that remains ungraspable, prompting the figure to face his own confinement and slip out of a long bittersweet solitude dealing with loss.",10,Drama,seeking,2017
-,Marta Morilla,Marta Morilla,"An experimental short film about love, addictions, and loneliness",7,Drama,ma'am,2017
-,Wilda Wahnwitz,-,-,-,Drama,einmal zuviel,2017
-,David Leo,"['David Leo', 'Andrew C. Maier']",This movie is about the pain that comes from losing a child to suicide and the abnormal way one man deals with his grief - through becoming a superhero. Seeking revenge from the person he thinks drove his son to suicide - our hero is determined to become the hero his son always wanted him to be.,-,Drama,bedsheet man,2017
-,Grayson Whitehurst,Grayson Whitehurst,A man reckons with his past following 99 days of an airborne epidemic.,4,Drama,day 99,2017
-,Sheng-Ming Huang,Sheng-Ming Huang,"Yu-Yin is a math teacher in a junior high school, She plays a very important role in both her students and her family's lives. However she receives the trickiest question in life just when she was about to go on a relaxing trip. Jun-Ho, an adolescent boy in 9th grade, is going through the chaos of his parents divorce and the great pressure of going to high school. Wit... Leer todo",33,Drama,ka zhu ren sheng,2017
-,Arthur Gonzales,"['April Burns', 'Arthur Gonzales']",At a casual party two people meet and forge a loving relationship with each other. They learn that the small things count. Life carries on.,4,Drama,the small things,2017
-,Sergio González-Román,Sergio González-Román,-,20,Drama,el mal amor,2017
7.4,Sebastián Cuevas,Paula Armstrong,"Jorge (17) travels from Chiloé to Santiago to look for his unknown father, however, when he arrives he finds a disconcerting surprise that will turn his trip around.",22,Drama,el camino de los perros,2017
-,Arturo Mombiedro,Arturo Mombiedro,-,5,Drama,la uva - the grape,2017
-,Sheng-Ming Huang,-,"Yi-Jia invited her childhood friend Yang and her new friend Jia-Bao to pose as her photography project models. The three talked about their past, present and future. Suddenly, they realized that ""growing up"" is just around the corner. If the daylight came, we all had to become the grown-ups who don't know each other. Would you stay with me in Neverland, forever?",11,Drama,stay a little while,2017
-,Matthew Clay,-,-,-,Drama,hunter's mercy,2017
6.4,Daan Groot,Ashgan El Hamus,-,21,Drama,aimée,2017
-,Rhys Marc Jones,Rhys Marc Jones,"Harry and Jamie are inseparable until Lucy arrives on the scene. Now Harry must contend for Jamie's attention, bringing his true feelings closer to light.",-,Drama,burn bridge,2017
-,Justine Lefevre,Justine Lefevre,"There is something missing in Barychnikov, whose life is punctuated by inexplicable deliveries of hazelnuts. On the advice of the deliveryman Dutronc, Barychnikov will seek help in the maze of a genealogical society, where rooms open on the stage of a staged memory.",27,Drama,casse noisette,2017
-,Tilek Cherikov,-,-,2,Drama,eternal holidays,2017
-,"['Emery Mc', 'Gaha']","['Emery Mc', 'Gaha']",-,-,Drama,cypress tree,2017
-,Aniket Mitra,Aniket Mitra,An emotional conversation between an old seller of perfumes and a father who is forced by his son to sell their ancestral property.,-,Drama,aator (perfume),2017
-,Raquel Choy,Raquel Choy,Do you dare to immerse yourself in the mind of a psychopath? What if you like what you see...?,10,Drama,x,2017
-,Ronald J. Wright,Ronald J. Wright,-,-,Drama,w.i.f.e,2017
-,Celeste Holben,George Gardner,-,-,Drama,chasing the goat,2017
-,Christian B. Hansen,Anna Louise Yeates Arnesen,-,10,Drama,death of the dragonslayer,2017
-,"['Celia Fernández Poyatos', 'Claudia Jara Rodríguez']","['Victoria Rodríguez Cruz', 'Celia Fernández Poyatos', 'Claudia Jara Rodríguez']",-,23,Drama,doce,2017
-,Léa Renard,Léa Renard,"Mateo, twenty, lives in a Corsican village. There he meets Eva who pulls him from his dreams and takes him to meet Alvaro. To his first attraction for the girl then mixes a troubled fascination for this boy.",17,Drama,grands sont les déserts,2017
-,Joel Brandt,"['Adriel Brandt', 'Joel Brandt']",Two disillusioned revolutionaries mourn the death of their inspiring leader and make a surprising new friend.,8,Drama,talking trees,2017
-,Elie Fahed,Elie Fahed,"This is how I see life, in 2 minutes.",2,Drama,life in 2 minutes,2017
-,Hung En Su,Hung En Su,"A Truku elder, Temu, still continues the practice of farming, even after he transferred the farmland to his son. One day, Temu's clan held a ritual to pray for a good harvest, meanwhile his son is having a discussion with Mr. Chen, who had been sent by an enterprise to deal with land acquisition.",20,Drama,dxgal,2017
-,"['Jui-Liang Hsu', 'Tai-Wei Huang']","['Jui-Liang Hsu', 'Tai-Wei Huang']","Heavily indebted, Tai is forced to work for commercial debt collectors. He wishes to leave everything behind and start from scratch with his sister who suffers from depression. In private, Tai is actually a masked wrestler. After he accidentally defeats the supposed winner in a fight, his life takes a different turn.",43,Drama,the flame,2017
-,"['Karina Flomenbaum', 'Valeria Perez Delgado']","['Karina Flomenbaum', 'Valeria Perez Delgado']",-,17,Drama,muñeca,2017
-,Camila Selser,Gibrán Portela,-,-,Drama,hacia el sur,2017
-,Quincy Huanxi Li,Quincy Huanxi Li,-,5,Drama,will,2017
-,Quincy Huanxi Li,Quincy Huanxi Li,-,5,Drama,jon & joanne,2017
-,Leticia Akel,"['Leticia Akel', 'Brúsi Ólason']","Javier arrives in a small farming community to look for a job, but has to fight against Chivo's prejudices to win his place in the community.",13,Drama,premonicion,2017
-,Sam Litovchin,Sam Litovchin,-,6,Drama,the resolve,2017
-,Gabriel Vinícius,Gabriel Vinícius,The return of Saturn brings a reflective monologue about life and a human through the eyes of a man trying to connect this cycle.,5,Drama,saturno,2017
6.2,Yi-Ling Wang,Yi-Ling Wang,"Due to his rebellious personality, Hao gets fired from his work. He takes all his belongings to stay at Tod's place. Unsatisfied with the current situation but remaining hopeful to the future, they try to do something to against the world and get what they deserve, even they have to go separate ways.",39,Drama,midnight tod,2017
-,William Sehested Høeg,William Sehested Høeg,"Mads has been traveling across Europe for three months with his two childhood friends, Simon and Sara. To celebrate his safe return, Mads' family has organised a welcome home lunch - but the meal is interrupted by a call from Sara's father claiming Sara was raped on the last night of the trip. This throws Mads into the biggest dilemma of his life.",20,Drama,when we meet again,2017
-,Mikey William Cheung,Mikey William Cheung,A teenager goes through grief as he tries to understand his relationship issues.,-,Drama,forged love,2017
-,Alex Cole,Pedro Takahashi,A teenage girl makes a disturbing discovery whilst walking her dog through the woods.,13,Drama,animal,2017
-,"['Wesley Mulder', 'Milou Rohde']",-,-,-,Drama,eva,2017
-,Fania Vázquez,Beatriz Maciá,-,-,Drama,cuando venga a por mi,2017
-,Marc Zaragoza,-,-,-,Drama,cena familiar,2017
-,Jeremy Wallace,Jeremy Wallace,"Adapted from Carl Sandburg's poem, Wilderness, this film explores a the trials and tribulations of a relationship and how their emotional states embody the characteristics of animals.",4,Drama,wilderness,2017
-,Yusuf Elbasi,-,A timid young man's journey in the heart of darkness.,20,Drama,leap in the dark,2017
-,Camila Fonseca,-,-,-,Drama,domestic violence,2017
-,Francisco Steward,-,-,-,Drama,disquiet,2017
-,Kevin J. O'Neill,"['Vincent De', 'Marco', 'Itty', ""Kevin J. O'Neill""]",-,5,Drama,heart on my sleeve,2017
-,Nicolas Bellaiche,Nicolas Bellaiche,"Leo, a simple minded giant, loses the precarious balance he had found in jail.",11,Drama,leo,2017
-,Bang-Yao Liu,Bang-Yao Liu,"A mother of two sons, one with piano talent, and one with illness. The talented son's piano recital day is a trip and a task for all of them.",17,Drama,solo,2017
-,Andrea Meyerson,Andrea Meyerson,-,14,Drama,one way street,2017
-,Kailani D'Amour,Kailani D'Amour,A young housewife's desperate search for her son uncovers a deeper issue within.,-,Drama,memories,2017
-,Jeremi Malicki,Jeremi Malicki,-,-,Drama,idk,2017
-,Omid Yaldai Albir,"['Ithaca Deng', 'Shincy Lu']",-,17,Drama,chicken club,2017
-,Bianca Catbagan,"['Bianca Catbagan', 'Gracie Vergara']",A portrait of a second-generation Filipino family living in America and a moment in their life when they begin to disconnect.,-,Drama,supermodel,2017
-,Fangxiang Zheng,Fangxiang Zheng,"Penny runs into Ezra years after he broke up with her. At first, they are friendly with each other but reminiscing about the past soon brings back some painful memories.",4,Drama,ex,2017
-,Aroutin Gheivandian,Aroutin Gheivandian,-,-,Drama,melissa,2017
-,Andrew Manning,Andrew Manning,"For the richest members of the inner-city, everything is a commodity to be bought and sold - unless of course, those products bite back.",4,Drama,highland shuffle,2017
-,"['Vincent De', 'Marco']","['Bizzle', 'Vincent De', 'Marco']",-,5,Drama,from the outside,2017
-,Sean Thompson,Sean Thompson,-,-,Drama,last regret,2017
-,Lizzy Dabczynski Bean,Lizzy Dabczynski Bean,Violet visits her dear friend Mary at a country estate to discuss Mary's crisis of faith as it relates to her husband's position as parish priest.,6,Drama,violet & mary,2017
-,Jordan Michael Guzman,"['Jordan Michael Guzman', 'Justin Scott Lawrence']",-,-,Drama,the necklace,2017
-,Geraldine Alluaume,-,When the voice of Love opens the eyes of the soul.,3,Drama,those eyes,2017
-,Sihan Felix,Sihan Felix,-,-,Drama,um terço de mim,2017
-,Frank Mignano Jr.,Frank Mignano Jr.,-,6,Drama,the glendale geek,2017
-,Nicolas Montanari,Nicolas Montanari,"A reclusive brother and a sister take a woman asking for hospitality into their house, and both fall in love with her.",25,Drama,tel qu'en lui-même l'éternité le laisse,2017
-,Lukás Marval,Lukas Marval,-,14,Drama,darkroom,2017
-,Simão Boucherie Mendes,Simão Boucherie Mendes,"On a normal day, Isabel gets a visit from a stranger named Lisa, who tells her she has some information about her missing son. As Isabel let's Lisa into her house, she finds Lisa strangely comfortable.",9,Drama,liberté,2017
-,Adriana Tunku,"['Jesse Pamintuan', 'Adriana Tunku']",-,11,Drama,helena,2017
-,Prithviraj Das Gupta,"['Shubham Dubey', 'Prithviraj Das Gupta']","This short film is inspired from one of the most controversial paintings ever of The Great Leonardo Da Vinci, 'THE LAST SUPPER'. A rapist who is an epitome of evil is chosen by a painter as a model to paint Kans. And the man recalls his childhood that 25 years back he was used as a baby model to portray Krishna in the same painting. He realises that following the path... Leer todo",19,Drama,chinmoy,2017
-,Ashish Bhatia,"['Ashish Bhatia', 'Jyoti Malhotra', 'Shivani Thakur']","Priyanka is an ambitious carrier oriented woman. Her motive is to rise high in her profession. She doesn't want to stuck in relationship and commitment.On other hand Naveen is a man who believes to enjoy each and every moment of life by well balancing between carrier and family. One fine day, Naveen disclose his feelings to Priyanka that he want to marry her. But Priy... Leer todo",39,Drama,working wife,2017
-,Eva Everett Irving,Eva Everett Irving,"Two lovers in the Canadian wilderness surrender themselves to a world of make-believe, but in time, reality knocks from underneath the door in the floor.",32,Drama,johnny on the moon,2017
-,Alessandro Dioguardi,Alessandro Dioguardi,"Quentin Chabon is a successful and controversial writer. His life should have been dedicated to writing but something was always there to make him feel incomplete, universally alone. His life, somewhere and somehow, got lost. Now Quentin is dead and has to face the new reality beyond life.",13,Drama,limoncello,2017
6.3,Vladislav Kovalyov,"['Lelde Kovalova', 'Vladislav Kovalyov']","Five adults discuss over dinner the topic of raising children, the child's relationship with the Internet and slowly sneak up on the topic of death groups.",15,Drama,#vsyopoka,2017
-,Robert Ihnatisin,Robert Ihnatisin,The deaf pianist Petar finds himself in an unusual deserted city after a wild night involving hallucinogenic mushrooms.,-,Drama,vezhdi ot pera,2017
-,Daniel Yam,Daniel Yam,"Grace is a frustrated young mother with little time on her hands, and her young son's demands are making her impatient. At dawn, he yearns for his mother to carry him; at dusk, a bedtime story. She wished her young son would grow up quickly, just like she did: rushing gleefully into the adulthood once her training wheels came off. She was in such a hurry to grow up, t... Leer todo",8,Drama,time,2017
-,Nathan Mathews,Nathan Mathews,A lone traveler attempts to reunite with his wife before the end of the world.,-,Drama,full circle,2017
-,Keerthan Bhat,Keerthan Bhat,Mane Oota is a short relatable story of every Indian household. The film shows how home food is the best food ever. This film conveys a small message to the children of the house by the end.,3,Drama,mane oota,2017
-,Andrew Paul Davis,Andrew Paul Davis,A girl reluctantly prepares for a date in 1929.,4,Drama,first date,2017
7.5,José L. Herbert,José L. Herbert,-,17,Drama,los ausentes,2017
-,Ksenia Naughton,Ksenia Naughton,A period piece set in 1940's tells about a young female who's trying to find a way to forgive her brother when he returns home from prison.,9,Drama,letter from maggie,2017
-,Håvard Fandrem,Håvard Fandrem,"Markus is a 15-year-old boy who feels something no one wants to feel. Feelings he knows are wrong, and which he fears can make him into a monster if he loses control.",17,Drama,aldriland,2017
6.7,Valeria Dakhovich Molchanova,Valeria Dakhovich Molchanova,A young man trapped in a daily routine where every single day is so very similar to the previous one.,5,Drama,routine,2017
-,J. Martín Vega,-,-,8,Drama,descenso,2017
-,Dan Iliuta,Dan Iliuta,The tragic love tale of two very different bicycles.,6,Drama,ways,2017
-,Nabil Aouad,Nabil Aouad,-,6,Drama,awake in paris,2017
-,Julia Marie Tocher,Julia Marie Tocher,-,-,Drama,bella (an inner-city filmmakers production),2017
-,Santiago Requejo,Javier Lorenzo,"Andrés, a Catholic missionary priest in Africa, is going to visit his brother and his family in Spain because there has been a novelty in the family.",-,Drama,super héroes,2017
-,João Soares,Jade Pereira,-,12,Drama,mestre,2017
-,Carlos Ignacio Trioni Bellone,Carlos Ignacio Trioni Bellone,-,1,Drama,emerger,2017
-,Rafael A. López,Rafael A. López,"A man lost in a world of appearances, finds himself confronted with the impact of his own image.",7,Drama,sisyphus,2017
-,Balli Kamble,Balli Kamble,-,-,Drama,wasted,2017
-,"['Julien Turner', 'Justen Turner']",Julien Turner,The actions of a few all too often taint the representation of a whole group in America. We cannot build empathy until we choose to see through the eyes of another. We cannot mend relationships until we distinguish the minority of wrongdoers from the whole. We cannot change until we are able to distinguish the real from the fake-- the pseudo.,8,Drama,pseudo,2017
-,William Kountz,"['Anthony Coletta', 'William Kountz', 'Violet Lewis']","High school students learn a lesson from the new kid, and no one leaves the classroom the same person they walked in as.",4,Drama,true colors,2017
-,Rosa Berardo,Carlos Andrés Morelli,-,-,Drama,alarme falso,2017
-,Dwi Saputro,-,"Sarjono is an old farmer who has been farming for decades in the region of Yogyakarta. This film shows the process of an old farmer working on his rice field, step by step, from cultivating of his land to harvest. Sarjono is a reflection of a traditional farmer who will be lost in the modern era.",12,Drama,once upon a time in yogyakarta,2017
-,Qianzi Gao,Qianzi Gao,"When knowing his missing wife was killed in a car accident with her lover, mute Yong decides to get rid of their baby secretly.",8,Drama,crying,2017
-,Alessandro Gessaga,"['Laura Bertoglio', 'Alessandro Gessaga', 'Tommaso Zaffaroni']",-,9,Drama,inimicus,2017
-,Grzegorz Paprzycki,"['Gustave Flaubert', 'Grzegorz Paprzycki']",-,16,Drama,pani bovary to ja,2017
-,Roniel Felipe,Roniel Felipe,-,-,Drama,"largo do arouche, 127, 2a",2017
-,Mario Varela,Mario Varela,-,-,Drama,jano,2017
-,Alexandre Rufin,Alexandre Rufin,-,14,Drama,broken earth,2017
-,William Kountz,"['Anthony Coletta', 'William Kountz', 'Violet Lewis']","High school students learn a lesson from the new kid, and no one leaves the classroom the same person they walked in as.",4,Drama,true colors,2017
-,Bailey Ferrous Yeung,-,-,-,Drama,time,2017
-,Maya Goldberg,Ryan David Mcree,-,25,Drama,lapse,2017
-,Ethan Steiner,-,A drug dealer who suffers an addiction to his own drug has trouble recalling the previous day of his life as he copes with his mother's death.,7,Drama,the send-off,2017
-,Rod Alexander,Rod Alexander,A woman recounts her story of how seemingly meaningless events in her day-to-day life were ultimately the cause of how she met an admirer.,4,Drama,we met once,2017
-,Helga Smit,Fabio van Elswijk,-,-,Drama,de wereld rond in zeven jaar,2017
-,Nehemias Colindres,"['Nehemias Colindres', 'Cat Hepburn']",Two Turkish teenage brothers navigate and explore their fluctuating relationship against the colorful backdrop of Berlin's inner city.,23,Drama,jung,2017
-,Vimal Kaushik,Vimal Kaushik,-,-,Drama,fear,2017
-,Tathagata Singha,Tathagata Singha,"The film highlights the story of one such city connoisseur, a taxi driver from Mumbai who takes us through a sensorial journey of the city. A story that inspires us to experience the city with our eyes closed.",4,Drama,taxi driver,2017
-,Steven Mckenna,Steven Mckenna,"A film that follows Christian, and his obsession with his friend Rose, as she photographs models that are made to look dead.",-,Drama,rose,2017
-,Andre Cabra,Andre Cabra,"A father loses his daughter and instead of letting go, he creates an imaginary daughter.",-,Drama,my little princess,2017
-,Kitty Frobenius,Kitty Frobenius,"A 75 year-old widow, crippled by grief, seeks unconventional solace by traveling across town to buy drugs.",16,Drama,ecstasy,2017
-,"['Victor Outón', 'Norberto Trujillo B.']","['Victor Outón', 'Norberto Trujillo B.']",-,3,Drama,sal,2017
-,Yaara Elroy,Yaara Elroy,-,-,Drama,in her image (be'tzalma),2017
-,Martin Rodolphe Villeneuve,Martin Rodolphe Villeneuve,-,17,Drama,on this day i die,2017
-,Miku Kitagawa,Miku Kitagawa,-,9,Drama,you and me,2017
-,Makayla Albright,Makayla Albright,-,-,Drama,secrets,2017
-,Israel Benavides,-,-,-,Drama,gåvan,2017
-,Luciano Sazo,Luciano Sazo,-,-,Drama,aurora,2017
7.6,Tero Peltoniemi,Tero Peltoniemi,"Allegorical action comedy about Toni, who dreams of becoming a pilot in the air force. His application has been rejected because of his height and near-sightedness, but Toni will not give up. He performs a stunning demonstration at the air force base.",3,Drama,toni air,2017
6.8,Vladislav Muko,"['Vladislav Muko', 'Ilmar Taska']",-,21,Drama,a car called victory,2017
-,Roberto Gonzalez Mendieta,Roberto Gonzalez Mendieta,"The story of a young man who starts doing drugs, but soon discovers all the problems involved.",6,Drama,everlasting,2017
-,Roberto Gonzalez Mendieta,Roberto Gonzalez Mendieta,"The story of a young man from Syria who is forced to move along with his family to France due to terrorist attacks within his country, upon arriving in the Gaul country, he finds nothing but discrimination, racism and hatred.",7,Drama,countdown//2017,2017
-,Fernanda Jacobo,Fernanda Jacobo,-,-,Drama,te suplico que no lo hagas emilia,2017
-,"['Cristobal Bolaños', 'Guillermo Ruiz']","['Cristobal Bolaños', 'Guillermo Ruiz']","""If you show a gun in the first act, then in the third act it should be fired"", Anton Chekhov.",11,Drama,el rifle de chéjov,2017
-,Vishnu Vardhan Babu Ponna,Vishnu Vardhan Babu Ponna,-,32,Drama,chinna,2017
-,Nicole L. Thompson,Nicole L. Thompson,-,-,Drama,harlem blues,2017
-,Felipe Pilotto,Felipe Pilotto,"A young man philosophizes, through time, about existence, while the humanity is preparing for a nuclear war.",6,Drama,the gift,2017
-,Owynne Dawkins,Owynne Dawkins,How well do we know the people we live above or below? As the sound of one couples troubled relationship invades the life of an over extended downstairs neighbour he has to ask himself a question with potentially serious consequences. What has a guy got to do to get some peace and quiet around here?,-,Drama,upstairs,2017
-,Antonio Losito,"['Romina Bufano', 'Antonio Losito']",-,15,Drama,il viaggio di sarah,2017
-,Eun-Mi Kwak,Eun-Mi Kwak,"When a professor files a lawsuit against her over hand-written posters, university student Hye-ri goes to the clubroom to see her friend Min-young, with whom she made the posters. Finding her there with a new member, Hye-ri is caught up in an inner conflict.",25,Drama,a hand-written poster,2017
-,Brent Ceminski,Jon Leininger,-,-,Drama,crossroads (mctc capstone),2017
-,Mario Mastromarino,Mario Mastromarino,-,-,Drama,reflect,2017
-,"['Luis Tristan', 'Drew Bromley']","['Drew Bromley', 'Greysen Davis', 'Sammy']",-,-,Drama,the attack of kavocko,2017
-,"['Braden Lu', 'Bell']","['Braden Lu', 'Bell']","At a New Year's Eve party, Lena goes upstairs Lena finds a young man passed out on the coats. In a matter of minutes, she goes from trying to move him to sexually assaulting him - and getting caught.",4,Drama,lena at the party,2017
-,Aidan Gibson,Barry John Kinsella,Writers James and Emily are an estranged father and Daughter. Is it possible for them to heal their fractured past and start again?,14,Drama,the lack of colour,2017
-,Alex Furnas,"['Alex Bauman', 'Alex Furnas', 'Cole Wilder']",Three friends find themselves at a crossroads when their personal values begin to diverge.,-,Drama,the spectators,2017
-,Jonathon Ferino,Jonathon Ferino,-,-,Drama,worth it,2017
-,Luca Bardi,Luca Bardi,-,-,Drama,prove pratiche per la possibilità de 'i fiori di menta',2017
-,Sebastien Blanc,"['Mara Manzolini', 'Jamie Touche']",-,9,Drama,frost bite,2017
-,Viviana Goelkel,Viviana Goelkel,"Sara is a little Arabic girl living with her family in a place where Arabs are segregated across the countryside and their language is forbidden. In an attempt to hold on to their identity, her father teaches her how to read. Reading awakens her to the power of her imagination and the beauty of childhood, but it also becomes a real danger for Sara and her family.",18,Drama,the salt of the west,2017
-,Gary Glasser,"['Gary Glasser', 'Leslie What']",A young women seeks comfort from a unexpected pregnancy within a talking gorilla named coco.,10,Drama,finger talk,2017
6.4,Oriol Colomar,"['Oriol Colomar', 'Aya Wolf']","Mia recounts her most intimate confessions, uncensored, in her first approach to a totally new world of domination and submission.",11,Drama,mia,2017
-,Vishal Viswanathan,Vishal Viswanathan,-,-,Drama,kozhikal illaatha bhoomi,2017
-,Tomas Alva Andrei,Romina Paula,-,11,Drama,¿vos me querés a mi?,2017
-,Joko Anwar,Joko Anwar,The ordinary journey turns out to be extraordinary when 4 best friends return to keep a promise.,-,Drama,jalanin aja,2017
-,Vid Steh,Vid Steh,"The mysterious death of a young woman brings together a suffering artist and his brother, uncompromising police inspector.",9,Drama,moja draga ana,2017
-,Vid Steh,Vid Steh,A sequel to Pravila igre. One year after the events of the movie Roman comes out of the prison and tries to help his bankrupt brother by making a bank heist.,13,Drama,nova pravila,2017
-,-,Christopher Galvin,-,-,Drama,stuck,2017
-,Kumar Nishant,Kumar Nishant,-,-,Drama,others,2017
-,"['Christopher Galvin', 'Robert Keane']",Christopher Galvin,"Michael is out walking when he meets Jack, who is stuck in a tree but refuses any help. Michael realises there's more to Jack's story.",5,Drama,stuck,2017
-,M. Ángeles Ávila,M. Ángeles Ávila,-,-,Drama,menarquia,2017
-,Deeptanshu Sinha,Deeptanshu Sinha,"A palindromic structured film, where the visual and dialogues both have different meaning and emotion when their order is reversed.",6,Drama,catch 22,2017
-,Ariel Hyman,Ariel Hyman,"At school, Monica's only company is a stuffed doll named Winnie that she has Always had since her childhood. She is bullied for being her age and to still carry a doll with her. One day, a few of her bullies stage a prank to cut one of Winnie's eyes off. Monica searches for eye replacements all over the city and learns to no longer pay attention to the opinion of othe... Leer todo",5,Drama,monica,2017
-,Heath Gleason,Michael Ruiz,"After a pathogen eradicates nearly all of humanity, the last man on Earth spends his final days dragging a weathered memento across the coast in mind of his deceased daughter and wife.",18,Drama,be still,2017
-,Lok-Yi Chan,"['Devon Ka-Hang Choi', 'Wai-Sum Kwan']","When you are concerned with the needed, you have to understand what they really suffer.",23,Drama,hello,2017
-,Ying-Kuen Ho,Ying-Kuen Ho,"When Pak Tin Estate is going to be demolished, the residents will move to a new place, but how about the dead residents? Where could they go? Ho Ying-kuen who majors in Myth and Poetry, and Playwriting, leads us to a time and space of a demolishing public estate. We will come across the residents of the estate, a mother with her two sons selling incenses, and two monk... Leer todo",25,Drama,lost cemeteries,2017
-,Tsz-Hong Yung,Tsz-Hong Yung,"A story taking place in a Hong Kong with a different history. Hong Kong has not been transfer of sovereignty in 1997. In 2003, a teenage, Lap Yan stays at home because of SARS. A girl who is a new neighbor of Lap Yan visits him and staying with him all the day. Lap Yan does not realise the outside world is changing, which will affect his own future.",25,Drama,victoria and wilhelm tell,2017
-,Laken Grace,"['Laken Grace', 'Ram Soyao']",A coming of age story focusing on troubled youth and the importance of family.,8,Drama,mischief,2017
-,Madhav Chandra Sai,Harshad V. Gaikwad,-,-,Drama,being bhai,2017
-,Laura Toledo,Marta Hernández,"An actress who runs through her lines, an electrician who wants to finish his work and the most unexpected rehearsal of their lives.",-,Drama,replicante,2017
-,Mushfica Masud,Mushfica Masud,-,-,Drama,the anniversary,2017
-,Francesco Malandrino,-,-,-,Drama,feeling of guilt,2017
-,Geoff Emberlyn,Geoff Emberlyn,-,9,Drama,shadows,2017
-,Matt Scott Jones,Matt Scott Jones,"When everyone in the world has a perfect match - a lover, a child, a friend, a partner - one woman mourns the loss of her match, unsure of what's next as she ventures in the world alone.",6,Drama,when you leave,2017
-,Moon Ferguson,Belle Brooks,-,7,Drama,mental: aria,2017
-,Asif Anis Khan,Asif Anis Khan,-,-,Drama,the watch,2017
-,Aantarik Borbora,Sukanya Dutta,"This is an encounter of a girl dealing with her demons. Even after meeting the standard definition of 'ideal' set by the society,ended up in tragedy. What's the point of all those do's and don'ts then? No,she has had enough. Never,will she listen to you again. Stop it,a rebel is better than your regal. No. Never. Stop.",2,Drama,no. never. stop,2017
-,Tiffany Rhodes,Tiffany Rhodes,-,10,Drama,prometta mi,2017
-,Vania Ivena,Vania Ivena,"A dilemma of an illegal immigrant to stay in America and keep pursuing his dream, or go back home to say goodbye to his dying Mother.",7,Drama,miguel's american dream,2017
-,John Mckelvey,-,-,-,Drama,merrell manifesto film,2017
-,Danielle Dawson,Danielle Dawson,"In this exploration of the dangers of social media and how it can be weaponized, a rich businessman teams with a group of Russian hackers to influence social media.",6,Drama,social error,2017
-,Monet Massac,Monet Massac,A young woman struggles to find her voice in High School.,10,Drama,a matter of speaking,2017
