,tipo,nombre,año estreno,mes estreno,id_pelicula
0,Pelicula,What Is It?,2005,1,tt0118141
1,Pelicula,Corpse Bride,2005,11,tt0121164
2,Pelicula,Shooting Vegetarians,2005,2,tt0146272
3,Pelicula,The Prodigy,2005,4,tt0160706
4,Pelicula,Eve's Preyer,2005,-,tt0187838
5,Pelicula,Berlin Nights,2005,,tt0195551
6,Pelicula,Thousands of Miles,2005,1,tt0196155
7,Pelicula,Death-Defying Acts,2005,5,tt0195565
8,Pelicula,Firecracker,2005,10,tt0204322
9,Pelicula,Ripley Under Ground,2005,10,tt0219171
10,Pelicula,Last Mountain,2005,,tt0234084
11,Pelicula,Water,2005,11,tt0240200
12,Pelicula,Silent Men,2005,,tt0242882
13,Pelicula,In Memory of My Father,2005,,tt0251744
14,Pelicula,Johnny Virus,2005,,tt0263495
15,Pelicula,Heaven's Neighbors,2005,11,tt0279121
16,Pelicula,Pomegranate,2005,,tt0279683
17,Pelicula,Garúa,2005,6,tt0283354
18,Pelicula,Havoc,2005,10,tt0285175
19,Pelicula,Lava Lounge,2005,6,tt0289275
20,Pelicula,Corazón voyeur,2005,3,tt0288484
21,Pelicula,Iluminados por el fuego,2005,9,tt0288569
22,Pelicula,Rent,2005,11,tt0294870
23,Pelicula,The Keeper: The Legend of Omar Khayyam,2005,6,tt0294806
24,Pelicula,Going Shopping,2005,9,tt0295605
25,Pelicula,The Civilization of Maxwell Bright,2005,9,tt0299135
26,Pelicula,Second-Hand,2005,5,tt0302189
27,Pelicula,Love Thy Neighbor,2005,9,tt0304356
28,Pelicula,Better Days,2005,9,tt0308028
29,Pelicula,Terror Island,2005,3,tt0310022
30,Pelicula,Tracks,2005,9,tt0310243
31,Pelicula,Callback,2005,-,tt0315354
32,Pelicula,Constellation,2005,2,tt0315431
33,Pelicula,Break a Leg,2005,4,tt0315323
34,Pelicula,Because of Winn-Dixie,2005,2,tt0317132
35,Pelicula,El viento,2005,8,tt0318765
36,Pelicula,Thumbsucker,2005,10,tt0318761
37,Pelicula,Dar de nuevo,2005,12,tt0319250
38,Pelicula,Kingdom of Heaven,2005,5,tt0320661
39,Pelicula,Blodsbröder,2005,12,tt0321463
40,Pelicula,El fuego y el soñador,2005,3,tt0322346
41,Pelicula,Clon,2005,9,tt0321722
42,Pelicula,Sabah,2005,8,tt0325191
43,Pelicula,Gaijin - Ama-me Como Sou,2005,9,tt0325444
44,Pelicula,Her Name Is Carla,2005,10,tt0326367
45,Pelicula,The Great Raid,2005,5,tt0326905
46,Pelicula,My Suicidal Sweetheart,2005,3,tt0328121
47,Pelicula,Taj Mahal: An Eternal Love Story,2005,5,tt0328503
48,Pelicula,The Perfect Catch,2005,4,tt0332047
49,Pelicula,L'est de la brúixola,2005,10,tt0336392
50,Pelicula,Runt,2005,2,tt0337122
51,Pelicula,Mirror Wars: Reflection One,2005,9,tt0337678
52,Pelicula,The Inner Circle,2005,10,tt0337646
53,Pelicula,Dot.Kill,2005,12,tt0337610
54,Pelicula,Keep Your Distance,2005,8,tt0337656
55,Pelicula,Nowhere Man,2005,3,tt0338294
56,Pelicula,The Trouble with Men and Women,2005,1,tt0337735
57,Pelicula,Antikörper,2005,7,tt0337573
