,titulo,anio,puntuacion_rotten
0,Chateaubriand - Cabeça de Paraíba,2000,
1,Nights,2000,
2,Caught,2000,
3,Smog,2000,
4,Safe Journey,2000,
5,Among Others,2000,
6,Ruben,2000,-
7,O Pedido de Emprego,2000,
8,Soul Cages,2000,
9,Shadows,2000,100
10,Short,2000,
11,The Good Doctor,2000,
12,Legs Apart,2000,
13,The Third Lie,2000,
14,When the Time Comes,2000,
15,Cirque du Soleil: Journey of Man,2000,45
16,Quiero ser (I want to be...),2000,
17,Somewhere Else,2000,
18,John Henry,2000,0
19,The Window,2000,100
20,Der Apfel,2000,
21,Flamenco Shoe,2000,
22,Into My Arms,2000,
23,Broken,2000,50
24,Coven,2000,43
25,Flying Over Mother,2000,
26,A Drogaria,2000,
27,Ghosthunter,2000,100
28,"Friday Night, NYC",2000,
29,Um Dia na Vida,2000,
30,Angels in a Cage,2000,
31,Olhos Mortos,2000,
32,Château de sable,2000,
33,Olivia's Story,2000,
34,Plus rien...,2000,
35,Plunge,2000,
36,Lucky,2000,42
37,Desire,2000,50
38,Kovat miehet,2000,
39,Kuppet,2000,
40,O Céu Que Nos Impede,2000,
41,Destiny Stalled,2000,
42,The Book of Ezekiel,2000,
43,Yksityisetsivän tytär,2000,
44,Roadblock,2000,42
45,"Men Named Milo, Women Named Greta",2000,
46,Soins et beauté,2000,
47,Afsporet,2000,
48,"Hop, Skip & Jump",2000,
49,Last Mistake,2000,
50,Quantum Project,2000,
51,Friday,2000,76
52,Taivas tiellä,2000,
53,Legends: The Story of Siwash Rock,2000,
54,The Shangri-la Café,2000,
55,Kampvuur,2000,
56,Anino,2000,
57,Des morceaux de ma femme,2000,
58,Near to You,2000,
59,Brother,2000,47
60,The Last Supper,2000,61
61,Der Ausbruch,2000,
62,Bird of Passage,2000,
63,Hungry,2000,
64,Maries Herz,2000,
65,Better or Worse?,2000,
66,Weeki Wachee Girls,2000,
67,The Cave,2000,12
68,Sind Sie Luigi?,2000,
69,Fraud,2000,78
70,Les éléphants de la planète Mars,2000,
71,The Man with the Beautiful Eyes,2000,
72,Amores que matan,2000,
73,Perhesauna,2000,
74,La promesse,2000,
75,Beipan,2000,
76,Svobodna si. Odloci se.,2000,
77,Primer amor,2000,
78,Mi abuelo es un animal,2000,
79,Vater und Tochter,2000,
80,Crush,2000,36
81,Machine 11/Automaten Elf,2000,
82,Pumpkin Hill,2000,
83,À corps perdu,2000,
84,Civil War Essay,2000,
85,La dérive,2000,-
86,Time with Nyenne,2000,
87,Viimeinen kesäpäivä,2000,
88,Cuôc xe dêm,2000,
89,Ze Igamer Bebechi,2000,
90,Bring Me Your Love,2000,
91,Genesis and Catastrophe,2000,
92,Kinu'ach,2000,
93,Through Riley's Eyes,2000,
94,Carpe Diem,2000,
95,Urban Chaos Theory,2000,
96,King's Ransom,2000,2
97,Odessa,2000,
98,Camera,2000,
99,Das rote Strumpfband,2000,
100,Safe Sex,2000,
101,David Proshker,2000,
102,Een lift,2000,
103,Cul de sac,2000,
104,Le centre du monde,2000,
105,East of West,2000,
106,Trappenhuis,2000,
107,Likegyldighet,2000,
108,La secreto maximal de la familia,2000,
109,Misunnelse,2000,
110,Strawberry Flavour,2000,
111,Walking on the Wild Side,2000,
112,What Where,2000,
113,Fade out,2000,
114,Zwang,2000,
115,Still,2000,92
116,Lion's Mouth,2000,
117,1. de ei,2000,
118,President Pig en de 3 wolfjes,2000,
119,Breathe,2000,68
120,Young Americans,2000,42
121,Saadia: A Moroccan Woman in the Resistance,2000,
122,Buskers,2000,
123,L'hôtel des Thermes,2000,
124,Window,2000,
125,Hindsight,2000,100
126,Utukt,2000,
127,Once,2000,97
128,Passengers,2000,30
129,Motorcycle,2000,-
130,Speed for Thespians,2000,
131,The Valentine,2000,
132,Untitled,2000,64
133,The Passage,2000,62
134,Episodes,2000,
135,Subrosa,2000,
136,La cama cinco,2000,
137,Strandgut,2000,
138,Felicity's View,2000,
139,Sweet Dreams,2000,100
140,Zivi mrtvaci,2000,
141,De afdaling,2000,
142,Slobodno mesto,2000,
143,Coming to Terms,2000,
144,The Best Girl,2000,
145,La télévision,2000,
146,Grand oral,2000,
147,Clean Rite Cowboy,2000,
148,"Foxy Lady, Wild Cherry",2000,
149,Adam and Steve,2000,
150,Le p'tit Varius,2000,
151,Through Thick and Thin,2000,
152,Test,2000,82
153,Vader en dochter,2000,
154,Versus,2000,75
155,Moosh,2000,
156,Mehari,2000,
157,Film,2000,
158,Grandfather's Birthday,2000,
159,Master Shot,2000,
160,Heads,2000,
161,Film(lode),2000,
162,Unter Wasser,2000,
163,El funeral de los dedos,2000,
164,You'll Do,2000,
165,Obscuratio,2000,
166,...Lost.,2000,
167,The Mountain King,2000,
168,Hidden,2000,
169,Mool ahn kyung,2000,
170,Donnerstag um vier,2000,
171,Flowers & Freckle Cream,2000,
172,Zapping,2000,
173,Take-Out,2000,
174,Nevermore,2000,
175,Lohdutusseremonia,2000,
176,The Limited,2000,
177,Brennand - De Ovo Omnia,2000,
178,Spiral Bound,2000,
179,Borderland,2000,100
180,New Suits,2000,
181,Stanley,2000,18
182,Anywhere Out of the World,2000,
183,Lector,2000,
184,Trait d'union,2000,
185,Comanche,2000,45
186,The Midnight Sun,2000,
187,Las buenas intenciones,2000,
188,Una bella inquietud,2000,
189,El pan de cada día,2000,
190,La escapada,2000,
191,Los maravillosos olores de la vida,2000,
192,Lez Be Friends,2000,
193,"Nomad, Roe",2000,
194,La mudanza,2000,
195,Mi patio,2000,
196,En malas compañías,2000,
197,The Day Before,2000,
198,4 P.M.,2000,
199,Dois Filmes em Uma Noite,2000,
200,Adazhio,2000,
201,Lecture à froid,2000,
202,Bobby's Whore,2000,
203,Seven Storeys,2000,
204,Corey,2000,
205,Scarlett Mecca and the Pentagram Girl,2000,
206,Tracker,2000,85
207,Etat,2000,
208,Célia & Rosita,2000,
209,The Green Blues,2000,
210,On Duty,2000,
211,Night Swimmer,2000,
212,Donuts for Breakfast,2000,
213,Heart of Gold,2000,-
214,Following Paula,2000,
215,Birthday,2000,
216,Revolution,2000,67
217,Birthday Time,2000,
218,The Plaids,2000,
219,Nass,2000,
220,Ekzekutziya,2000,
221,Madame Peloponnèse,2000,
222,Family Album,2000,
223,The Laughter of God,2000,
224,The Miser,2000,70
225,The Cleft Between Us,2000,
226,Emo,2000,
227,Rain,2000,85
228,Things You Don't Know,2000,
229,Going Going,2000,
230,The Dog Has Worms,2000,
231,Même pas mal,2000,
232,A Sétima Arte,2000,
233,Swallows,2000,
234,Coming Home,2000,38
235,Quem?,2000,
236,A Grave Debt,2000,
237,Sargento Garcia,2000,
238,Kikser,2000,
239,Merlot,2000,
240,Dionysus Lost,2000,
241,Gropen,2000,
242,Drei Wünsche,2000,
243,Trixo va a la feria,2000,
244,Paréntesis,2000,
245,Mom & Me,2000,
246,Something Close to Heaven,2000,
247,Ela na sou po...,2000,
248,Fatboy and Twintub,2000,
249,"Monsieur, monsieur",2000,
250,The Beauty of Darkness,2000,
251,Moby Dick,2000,81
252,Le grand final,2000,
253,Anoche soñé que habías muerto,2000,
254,Alzheimer,2000,
255,Dos niños solos,2000,
256,Frasquito,2000,
257,El chico en la puerta,2000,
258,"Carol, no te dispares",2000,
259,Amarantado,2000,
260,Hauspo soinua,2000,
261,Anónimo,2000,
262,El entierro,2000,
263,Lo que sabía de ella,2000,
264,Llombai,2000,
265,Ha llegado el momento de contarte mi secreto,2000,
266,Luz de inocencia,2000,
267,Oasis interior,2000,
268,O río ten mans,2000,
269,El hombre que camina,2000,
270,La vía muerta,2000,
271,Para pegarse un tiro,2000,
272,Mar de cemento,2000,
273,Residente,2000,93
274,"Todo iba mal, menos tú",2000,
275,Vaivén,2000,
276,Mundo enfermo,2000,
277,Via Crucis,2000,
278,Velocidad,2000,
279,¿Qué hay de postre?,2000,
280,Ánima,2000,-
281,¿Mal día... cariño?,2000,
282,Thaw,2000,
283,Blindman's Bluff,2000,
284,Stereocubed,2000,
285,El cazador es un corazón solitario,2000,
286,The Ride Home,2000,
287,Bust a Move,2000,
288,Dating,2000,
289,Odd Sock,2000,
290,Louise,2000,
291,Beso nocturno,2000,
292,La vie des autres,2000,
293,That Time,2000,
294,Try,2000,
295,"Sweden, Sweden",2000,
296,The Return of Reason,2000,
297,Armas tuss 50 aastat hiljem,2000,
298,On s'embrasse?,2000,
299,Wild Mouse,2000,
300,Kill the Day,2000,
301,Never Land,2000,
302,The Next Day,2000,
303,For the Laughs,2000,
304,Saanjh,2000,
305,Les pieds dans le sombre,2000,
306,Man op de maan,2000,
307,Ulysse au pays des merveilles,2000,
308,Puppy Love,2000,42
309,Chuut!!!,2000,
310,Lost,2000,86
311,Havoc,2000,45
312,Bender,2000,29
313,Krav tarneqolim,2000,
314,Kali tapa karfitsa,2000,
315,Mivtzah YY,2000,
316,Black Strawberries,2000,
317,Chasse gardée,2000,
318,Une rue dans sa longueur,2000,
319,The Outlet,2000,
320,Pearl Harbor: The Survivors' Story,2000,
321,Secrets Underneath,2000,
322,Meeting Mr. Sunshine,2000,
323,Köd,2000,
324,Tegninger,2000,
325,Skoteina diastimata,2000,
326,2 on U,2000,
327,Ramon,2000,
328,Nail in My Coffin,2000,
329,Il mio umore,2000,
330,A Fisherman's Lament,2000,
331,Sans sommeil,2000,
332,Saman auringon alla,2000,
333,Journey Through the Night,2000,
334,Survival of the Fittest,2000,
335,¿Qué hacemos con Pablito?,2000,
336,When I Was Seven,2000,
337,2 1/2 Minutes of Pleasure,2000,
338,Gauze,2000,
339,Jasmine & Daffodil,2000,
340,Running Away,2000,20
341,Turbans,2000,
342,Soleil glacé,2000,
343,"Un veau pleurait, la nuit",2000,
344,12 Rounds,2000,
345,Ernesto,2000,
346,Marietta,2000,
347,La crónica,2000,
348,Skymaskinen,2000,
349,Luka,2000,
350,Mortality,2000,
351,Gilmour,2000,
352,La noche con Orgalia,2000,
353,Delivered,2000,70
354,Crashing by Design,2000,
355,Blood River,2000,38
356,Holiday with George,2000,
357,Betty Anderson,2000,
358,186 Days,2000,
359,The Visit,2000,72
360,Full Frontal,2000,39
361,She's Racing,2000,
362,The Prom Queen,2000,
363,Miracle,2000,33
364,Cavalheiros,2000,
365,Lighthouse,2000,20
366,12x12,2000,
367,What to Do When I'm Dead,2000,
368,Tilfældets rapsodi,2000,
369,The Spaceman,2000,
370,Amour amenic,2000,
371,Un hiver de plus,2000,
372,À ciel ouvert,2000,
373,Melt,2000,
374,L'embellie,2000,
375,Necessary Action,2000,
376,Mean Anything,2000,
377,Missing Home,2000,
378,Asleep,2000,
379,Slice of Life,2000,
380,My Life in Clothes,2000,
381,The Kiss,2000,33
382,Three Man March,2000,
383,Will You Be My Victim?,2000,
384,A Thousand Miles,2000,
385,Keepers,2000,
386,Stompie and the Red Tide,2000,
387,Sotilas,2000,
388,The XTerminator,2000,
389,Big,2000,
390,Del Fuego,2000,
391,A Small Piece of Paradise,2000,
392,Scooter Mum,2000,
393,Gas-Station,2000,
394,Things Left Unsaid,2000,
395,L'Être chair,2000,
396,Mountain Cry,2000,
397,Nada,2000,
398,Trammelant,2000,
399,Flame and the Beggar Boy,2000,
400,Silmät kiinni ilman käsiä,2000,
401,Un ojo al gato y otro al garabato,2000,
402,Perlekæden,2000,
403,La linea,2000,
404,El guardadito,2000,
405,Una 45 para los gastos del mes,2000,
406,Alguien vio a Lola?,2000,
407,Pour une fois,2000,
408,Field of Fish,2000,
409,Bala bume bum!,2000,
410,El silencio del tiempo,2000,
411,Neap Tide,2000,
412,La vanidad de los egipcios,2000,
413,Sr. X,2000,
414,Recovery Room,2000,
415,The Painted Lady,2000,
416,Becoming American,2000,
417,Oxigeno,2000,
418,Azar,2000,
419,Rogelio,2000,
420,Eulogy,2000,35
421,El valor de la amistad,2000,
422,Antes meridiano,2000,
423,Best Man,2000,
424,Quiero morir,2000,
425,"Samantha Stewart, Aged 14",2000,
426,Portrait,2000,
427,Real,2000,
428,Winter Solstice,2000,60
429,Tolerance,2000,
430,Threesome,2000,28
431,The White Room,2000,
432,Pink No. 22,2000,
433,Junior Creative,2000,
434,Simple Things,2000,50
435,Wake Up Gone,2000,
436,Ämblikulõng,2000,
437,Jan-Yusuf,2000,
438,Autist,2000,
439,Where to Find God on Sunday,2000,
440,First Touch,2000,
441,The Big Fish,2000,
442,The Big Picture,2000,88
443,De kluis,2000,
444,Adam,2000,
445,Walpurgisnacht,2000,
446,The Test,2000,
447,Orama,2000,
448,Anche tu,2000,
449,Tierra de calabazas,2000,
450,Fish,2000,
451,Deich gCoisceim,2000,
452,Exit,2000,
453,In the Know,2000,77
454,D7,2000,
455,Christmas Eve,2000,0
456,A Once Smiling Woman,2000,
457,Nocturnal,2000,-
458,The Silence,2000,29
459,It's Not Unusual,2000,
460,Carcasses,2000,53
461,The Mask Maker,2000,
462,Mulvey's Hole,2000,
463,Tanto ten,2000,
464,The Ice People,2000,
465,Writing Wrongs,2000,
466,The Pinston Café,2000,
467,Disonancias,2000,
468,Le bel hiver,2000,
469,Küss mich,2000,
470,Kissing Buba,2000,
471,Wilfred,2000,83
472,Wonderland,2000,63
473,Perfect Pale Blue,2000,
474,Road,2000,40
475,F. 621,2000,
476,Desy,2000,
477,Mavis and the Mermaid,2000,
478,Black & White,2000,
479,Last Orders,2000,79
480,Daddy's Little Girl,2000,44
481,She Wasn't Mine,2000,
482,Desire L.A.,2000,
483,Agha joon,2000,
484,Infidelity,2000,
485,La gente esta esperando,2000,
486,La vida es tan hermosa aún ahora,2000,
487,Bezsennosc tej nocy,2000,
488,Extravio,2000,
489,Den ene og den anden,2000,
490,Frøken Sofie,2000,
491,State of Bliss,2000,
492,Kys,2000,
493,Samurai,2000,
494,Siden sidst,2000,
495,Timbuktoo,2000,
496,The End,2000,
497,Si les étoiles exaucent nos voeux,2000,
498,Trapped,2000,17
499,2ème sous sol,2000,
500,The Killing Seasons,2001,
501,Interstícios,2001,
502,Un jour,2001,
503,Copy Shop,2001,
504,The Gift of the Magi,2001,
505,Aizea: City of the Wind,2001,
506,Atomic Saké,2001,
507,Film Lovers Are Sick People,2001,
508,Georgische Trauben,2001,
509,Our Journey,2001,
510,Golden Dreams,2001,
511,Semmelweis,2001,
512,Csodálatos mandarin,2001,
513,Happy Birthday,2001,
514,Escape from Paradise,2001,
515,Fish,2001,
516,Day After Day,2001,
517,Helicopter,2001,
518,A Bad Spell,2001,
519,Red Man,2001,
520,BigLove,2001,
521,Le barbier,2001,
522,"What They Wanted, What They Got",2001,
523,My Son,2001,40
524,Fangs of My Heart,2001,
525,Welcome to Hell,2001,
526,Angryman,2001,
527,Lo básico,2001,
528,The Lift,2001,-
529,Play,2001,100
530,Oklahoma Tragedy,2001,
531,One Day Crossing,2001,
532,Jane,2001,73
533,Black Friday,2001,65
534,Chicken,2001,100
535,L'arbre au chien pendu,2001,
536,Room 302,2001,
537,Maria,2001,
538,"Gina, an Actress, Age 29",2001,
