,titulo,anio,puntuacion_rotten
0,Death of a Nation,2010,0
1,Turning It Over,2010,
2,Catarsis Bioépica,2010,
3,Sigrid Holmquist,2010,
4,Deserted Beach,2010,
5,So Deep in Your Room,2010,
6,Sakrament,2010,
7,Hotel Astur,2010,
8,A .45 to Pay The Rent,2010,
9,Confidential File,2010,
10,Agarrados à Rocha,2010,
11,Satélites,2010,
12,Sun,2010,
13,What Fall Became,2010,
14,E Se...,2010,
15,¿Lobo está?,2010,
16,Panthibhojanam,2010,
17,Halos & Rainbows,2010,
18,El Ambidiestro,2010,
19,8 Butterflies,2010,
20,Incomplete Chronicles Of A Folk Tale,2010,
21,Awdah,2010,
22,The Price of Silence,2010,-
23,Red and Black,2010,
24,Prete moi le feu,2010,
25,Citizen Cube,2010,
26,Laya,2010,
27,Leaving Sunnyfield,2010,
28,La città della pioggia,2010,
29,Déroute,2010,
30,Pact,2010,
31,Hospital Break,2010,
32,Remember Me,2010,26
33,Remnants,2010,
34,Broken but New,2010,
35,Meeting of the Half Moons,2010,
36,The Decisive Moment,2010,
37,The Ripple,2010,
38,A Tale of Two Cities,2010,93
39,Clara. El mar,2010,
40,Çember,2010,
41,A Light That Never Fades,2010,
42,Amnesia,2010,-
43,Vagina,2010,
44,Next stop California,2010,
45,Geri Dön,2010,
46,Paddle Out,2010,
47,War at Home,2010,
48,Jonah Hex: Behind the Scenes ~ B-Roll 2,2010,
49,Letzte Runde,2010,
50,Jonah Hex: Behind the Scenes ~ B-Roll 1,2010,
51,The Piano Tuner,2010,
52,Lot,2010,
53,Pencil Against Ants,2010,
54,The Stranger,2010,21
55,Loss,2010,
56,Viento Desierto,2010,
57,1914,2010,
58,The Opening Night,2010,
59,Mouja,2010,
60,Black,2010,
61,Hira,2010,
62,Reato di vita,2010,
63,Two Heads,2010,
64,Pasión,2010,
65,A good night to die,2010,64
66,Colours in Black and White,2010,
67,Li-La,2010,
68,Le Dernier Wagon,2010,
69,El-Eicha,2010,
70,Esket,2010,
71,Glaçons,2010,
72,Minha Vida,2010,
73,Mientras Anochece,2010,
74,Under the Turban,2010,
75,Ola,2010,
76,Gramophone,2010,
77,Suction,2010,
78,The Sum of Our Choices,2010,
79,Tidens förräderi,2010,
80,"Yes, But",2010,
81,Better Place,2010,
82,Along the Way,2010,80
83,N'en parlons plus,2010,
84,This Box is My Heart,2010,
85,Solo,2010,
86,Bas Bord,2010,
87,La Boue,2010,
88,Al-Onchouda Al-Akhirah,2010,
89,Waterside,2010,
90,Asafer Lemdina,2010,
91,M'kass,2010,
92,Yawp!,2010,
93,Altipatlar Tekkale,2010,
94,In Deep Internet,2010,
95,Kenny,2010,100
96,Väntrummet,2010,
97,Blue Sweater,2010,
98,Blue Sweater,2010,
99,Will You Be Mine,2010,
100,Horse with No Name,2010,
101,Recuperación,2010,
102,Tricky: Murder Weapon,2010,
103,Mumbi7Cenas pós Burkina,2010,
104,Raíz,2010,-
105,Favorite One by Far,2010,
106,Dulce Hogar,2010,
107,Napoleonic,2010,
108,All Night Diner,2010,
109,Amazonica,2010,
110,Alles wie immer,2010,
111,Pals,2010,
112,5 Sehr Kurze Szenen,2010,
113,Somewhere New,2010,
114,90 Días,2010,
115,Bon appétit!,2010,
116,Time Thief,2010,
117,Final Chapter (Studio Drum),2010,
118,Le Destin Tragique de Bernadette Chérie,2010,
119,La città dei cubi,2010,
120,Tateh,2010,
121,Sketch,2010,
122,Exit Strategy,2010,22
123,Alice,2010,
124,Amanda Lepore & Cazwell: Marilyn,2010,
125,La raiz del Alma,2010,
126,Amexica,2010,
127,Behind White Walls,2010,
128,Misconception,2010,40
129,RE-constructions,2010,
130,Weekend,2010,95
131,Just Not Right,2010,
132,Lágrimas al amanecer,2010,
133,Penchalamma,2010,
134,Just Smile,2010,
135,The One I Love,2010,82
136,Phedre,2010,
137,C'est comme ça,2010,
138,Issue,2010,
139,Katarakt,2010,
140,El Nemoroso,2010,
141,Mephisto,2010,80
142,L'or blanc,2010,
143,Friendly Face,2010,
144,Daddy's Little Princess,2010,
145,Clown Shoes,2010,
146,Radiación,2010,
147,Roots,2010,
148,The Three Special Students,2010,
149,Mdlosci,2010,
150,O Cigarro,2010,
151,Untitled Short Film,2010,
152,¿Qué os parece si me pongo el pijama?,2010,
153,Sunlounger - Breaking Waves,2010,
154,Apples,2010,93
155,Kurtina Nga Pula,2010,
156,War Torn,2010,
157,Joue Le Je,2010,
158,Deflate,2010,
159,Eye for a Tooth,2010,
160,Free Kick,2010,
161,La última cena,2010,
162,The Raven,2010,22
163,The Debt,2010,76
164,The Old Car,2010,
165,Somewhere in France,2010,
166,Love Real,2010,
167,Ida y vuelta,2010,
168,"Demain, les chiens",2010,
169,C'est Beau un Elephant,2010,
