,puntuacion_imdb,direccion,guion,argumento,duracion,titulo, anio
333,,,,,,gangster number one,2000
334,6.5,Martin Duffy,"['Rhidian Brook', 'Maureen Tilyou']","A lonely boy, from a broken family, becomes inspired by faith healers.",93,the testimony of taliesin jones,2000
335,6.8,John Fawcett,"['Karen Walton', 'John Fawcett']",-,-,ginger snaps,2000
336,,,,,,lakeboat,2000
337,6.7,Karyn Kusama,Karyn Kusama,-,-,girlfight,2000
338,6.3,Françoise Prenant,"['Fran Prenant', 'C Vargaftig']",-,108,"paris, mon petit corps est bien las de ce grand monde",2000
339,5.8,['Stanley Bennett Clay'],['Stanley Bennett Clay'],"Sensing there is something terribly wrong at home, a young man drops out of college and tries to 'fix' his family.",78,ritual,2000
340,7.8,"['Mark Benjamin', 'Danny Hoch']",Danny Hoch,"From the mind of Brooklyn actor, performance artist and hip-hop activist Danny Hoch, this film spins out the stories of ten lives shocked by globalization, the prison industry and life in general.",90,"jails, hospitals & hip-hop",2000
341,6.1,Gergely Fonyó,Gergely Fonyó,The adventures of a 30 year old retarded man living in Venice Beach.,80,johnny famous,2000
342,6.6,Sander Francken,"['Sander Francken', 'Norman Palm']",A local Dutch judge gets entangled in the mysterious past of his Antilian wife.,95,papa's song,2000
343,,,,,,the weight of water,2000
344,,,,,,remember the titans,2000
345,,,,,,center stage,2000
346,8.1,Ljubisa Samardzic,"['Srdjan Koljevic', 'Djordje Milosavljevic']","Belgrade during the height of the war Yugoslavia in 1999. Kaja struggles with daily destruction and the constant threat of being drafted, but also with his impending divorce from his wife Tijana, who wants to emigrate with their son.",95,nebeska udica,2000
347,,,,,,iedereen beroemd!,2000
348,,,,,,things you can tell just by looking at her,2000
349,6.4,Julien Temple,['Frank Cottrell Boyce'],Friendship and betrayal between two poets during the French Revolution.,124,pandaemonium,2000
350,6.1,"['Mariana Rond', 'Marit Ugas']","['Mariana Rond', 'Marit Ugas']",-,95,a la medianoche y media,2000
351,5.6,Sally Field,Jon Bernstein,"Mona sacrifices everything, including family, in pursuit of a beauty pageant victory. Her friend Ruby helps her to an amazing degree.",112,beautiful,2000
352,6.2,Dein Perry,"['Steve Worland', 'Hilary Linstead', 'Dein Perry']",Charismatic tap dancing Sean tries to find a way out of working at the steel mill. When failure brings him home he starts his own dance group wearing hardhats. He must then find inspiration in the steel mill he once tried to escape.,-,bootmen,2000
353,7.3,Maggie Greenwald,Maggie Greenwald,"After being denied a promotion at the university where she teaches, Doctor Lily Penleric, a brilliant musicologist, impulsively visits her sister, who runs a struggling rural school in Appalachia. There she stumbles upon the discovery of her life - a treasure trove of ancient Scots-Irish ballads, songs that have been handed down from generation to generation, preserve... Leer todo",109,songcatcher,2000
354,,,,,,the sky is falling,2000
355,6.7,Gérard Blain,"['G Blain', 'Wilhelm B', 'Michel Marmin']","A son will be invested with a dual mission: to honor the memory of the dead father by charging his murderers the price of blood and, therefore, restore broken family harmony.",80,ainsi soit-il,2000
356,6.8,Alexander Samaan,"['John Garrett', 'Alexander Samaan']","Life is a drug-induced haze for Claire Oberon, who lives in her remote mansion addicted to heroin, surrounding herself with her drug-addicted friends and letting her life slowly fade away. Attempting one last chance, Claire's mother, Judith Oberon, contacts Cary Gable, an ex-boyfriend of Claire's, to help clean her up. At a standstill in his own life, Cary sees this a... Leer todo",-,chasing the dragon,2000
357,5.6,Laetitia Masson,Laetitia Masson,"The movie rather presents a map of its main character's mind than a story. Realistic scenes mix with dream sequences and hallucinations. The realistic episodes feature Gabrielle, a young woman living in a trailer on a beach in northern france. She works in a bar, drinks a little too much and is a big fan of aging rock/blues singer Lennox. A more dreamlike storyline sh... Leer todo",107,love me,2000
358,4.9,Tamás Sas,"['L Czet', 'Bern Erika', 'Ozsda Tam Sas']",About the rise of a oligarch surrounded by his criminal contacts.,100,rosszfiúk,2000
359,6.9,['Audrey O Reilly'],['Audrey O Reilly'],"When her husband dies, Mrs. Duane finds a very particular way of dealing with his death. A love story set between this world and the next.",-,in loving memory,2000
360,3.9,"['Marina Dubrovina', 'Aki Kaurism']",Igor Maiboroda,My great opportunity to work camera-assistant with great Cinematographer Georg Ivanovich Rerberg (1937-1999). This film was he's last movie.,-,"vera, nadezhda, krov'",2000
361,7.3,Hilary Birmingham,"['Hilary Birmingham', 'Matt Drake', 'Tom Mc Neal']","Tully can get any girl he wants and often does every night - until he meets the new girl, Ella - who reveals something within him and his family they've long buried.",102,tully,2000
362,,,,,,groove,2000
363,,,,,,gouttes d'eau sur pierres brûlantes,2000
364,7.3,Thomas Bezucha,Thomas Bezucha,"Big Eden is a small, fictional northwestern Montana town.",118,big eden,2000
365,,,,,,bread and roses,2000
366,4.8,Akashdeep Sabir,Neeraj Pathak,"Krishna Patil is a poor, unemployed, unsuccessful and short tempered youth who stays in a chawl with his father Ramakant and elder sister Mansi. He tries to secure a job in the police department but fails. One day he happens to meet Kavita Choudhary, a young, rich, beautiful, intelligent lawyer. He falls for her instantly and begins wooing her. Kavita, having recently... Leer todo",-,ghaath,2000
367,,,,,,after alice,2000
368,4.9,Hunt Hoe,Hunt Hoe,"Vijay Chatterjee was born in British India, and his dad was a freedom fighter. Unable to handle the riots between Hindus and Muslims in the late 40s, the Chatterjees first immigrated to Britain, and then to Toronto, Canada, where they enjoyed considerable bliss in the company of other Canadians from Bangla Deshis, Pakistanis and Sri Lankans, and opened a restaurant. S... Leer todo",107,seducing maarya,2000
369,6.3,"['D Shot', 'Hunter Mc', 'Cann Harry Mok']",D-Shot,"Enemies since back in the day, two homeboys take a different path in life. College bound Daryll, desperate to keep a roof over his family's head and seduced by the money, power and respect of the hustler lifestyle moves in on his old nemesis' turf setting off a battle over territory in a war that rages throughout the inner city.",75,obstacles,2000
370,7.3,"['Tony Gatlif', 'Cathy Konrad']","['Tony Gatlif', 'David Trueba']","Vengo is a majestic ode to the artistry and magic of flamenco dancing, set against the compelling backdrop of two gypsy families locked in an age old struggle for power.",-,vengo,2000
371,6.6,Claude Mouriéras,Claude Mouriéras,"Three French sisters have their lives interrupted and their relationship called into question when their father returns to visit 15 years after having abandoned them and their now-deceased mother. Each responds differently to his return according to how her character evolved from her relation with him and his unexpected departure. They eventually realize, though, that... Leer todo",96,"tout va bien, on s'en va",2000
372,7.0,Aditya Chopra,Aditya Chopra,"A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples.",216,mohabbatein,2000
373,5.9,Krisztina Deák,"['Krisztina De', 'P Z']","The film is the filmed version of Pál Závada's novel of the same title, which was first published in 1997 and soon became a bestseller. The story takes place during World War I and afterwards in a small town in south-eastern Hungary. It tells about the unhappy marriage between a young man, Ondris, who is a member of the Slovak minority of the town, and his wife Jadvig... Leer todo",130,jadviga párnája,2000
374,6.1,Kaspar Rostrup,"['Martha Christensen', 'Kaspar Rostrup']","A mother and her autistic son Brian. One evening he comes home from his evening walk with stained shoes. The next morning it is rumored that a young woman was murdered in the neighboring park. The identity of the suspect is obvious, and while the police break down the door, Fru tries to keep her son in safe waters.",100,her i nærheden,2000
375,,,,,,the luzhin defence,2000
376,3.3,['Angela Evers Hughey'],['Angela Evers Hughey'],A family of friends is forever changed when two of the friends realize that their love for one another goes beyond the confines of their conventional relationship.,81,an intimate friendship,2000
377,5.5,Gary Walkow,Gary Walkow,-,93,beat,2000
378,,,,,,the clean and narrow,2000
379,6.9,Sergio Bianchi,"['Sergio Bianchi', 'Beatriz Bracher', 'Gustavo Steinberg']","Dissection of Brazilian problems, using six people who meet in a restaurant in São Paulo as models to illustrate political and sociological theses.",101,cronicamente inviável,2000
380,6.9,Sergio Bianchi,"['Sergio Bianchi', 'Beatriz Bracher', 'Gustavo Steinberg']","Dissection of Brazilian problems, using six people who meet in a restaurant in São Paulo as models to illustrate political and sociological theses.",101,75 degrees in july,2000
381,7.8,Kat Candler,Kat Candler,-,90,cicadas,2000
382,7.4,Giuseppe Tornatore,"['Giuseppe Tornatore', 'Luciano Vincenzoni']",-,-,malèna,2000
383,6.3,Paul Tickell,"['Simon Bent', 'B S Johnson']",A man uses the principles of double-entry bookkeeping to settle his accounts with society.,89,christie malry's own double-entry,2000
384,-,Roberto Meddi,Gioia Magrini,-,80,ponte milvio,2000
385,5.6,Katrine Wiedemann,"['Morten Korch', 'Vinca Wiedemann']",-,87,fruen på hamre,2000
386,5.7,Yoram Gal,Yoram Gal,-,88,pere,2000
387,8.1,Vivi Letsou,Vivi Letsou,"A lesbian stripper lives with her lover, a novelist with writer's block who cheats on her with another woman.",80,skeleton woman,2000
388,6.5,Javier Olivera,"['Jos Pablo', 'Feinmann Axel', 'Nacher Javier Olivera']","Pedro (Julio Chávez), ex-combatant of the Falklands War, can not forget those days when he was in the trenches, nor can he forget Raúl, his fighting companion, who remained forever in that desolate place of nightmare.",91,el visitante,2000
389,7.6,Lucio Gaudino,Nicola Molino,-,86,prime luci dell'alba,2000
390,,,,,,the amati girls,2000
391,5.4,['Jean Pierre Mocky'],"['Elisabeth Sanxay', 'Holding Jean', 'Pierre Mocky']","Married to a younger woman, Jacob sinks into jealousy, alcohol and violence.",90,la candide madame duff,2000
392,,,,,,ground zero,2000
393,5.7,Jochen Kuhn,"['Jochen Kuhn', 'Claudia Messemer']",An artist finds that leaving the creative life behind is more complicated than he expected in this comedy. Edward Schreiner is a painter whose unusual ideas about art have prevented him from winning an audience for his work. Edward insists on destroying all of his work.,97,fisimatenten,2000
394,7.6,Ayse Polat,"['Ayse Polat', 'Basri Polat']","Senay (Blume) is a willful eleven year old girl in Hamburg who's Turkish father has just died. The only friend responding to the news about her father is a gay Turkish cabaret singer, Zeki (Siir Eloglu). Together they travel through Europe in search of the orphan girl's mother, Cicek (Fecht), who left at childbirth and whom Zeki represents as Senay's aunt.",91,auslandstournee,2000
395,6.6,['Hans Christian Schmid'],"['Hans Christian', 'Schmid Michael', 'Gutmann Benjamin Lebert']","Benjamin is a 16 year old, paralyzed on one side of his body, with lousy grades in math, who switches to a boarding school to reach grammar school. Acclimatization to the new environment is difficult in the first place and he has to struggle with the various problems of coming of age, when he falls in love with the school's dream girl Malen.",97,crazy,2000
396,,,,,,le monde de marty,2000
397,,,,,,the last patrol,2000
398,5.1,Eoin Moore,Greg Brennan,"Maria is a wife and mother in the beautiful, but very remote Connemara region of Ireland. When an old friend from Germany arrives in the place, her life is thrown into turmoil.",105,conamara,2000
399,7.0,Michel Jetté,Michel Jetté,"After an unpleasant run-in with a group of bikers, a young convenience store robber (Marc) gets approached by the same bikers to help out with a picnic. After the picnic, seeing he has guts, the bikers propose him for membership. As the story unfolds, Marc winds up questioning his own morality and wondering whether he's going down the wrong path. The biggest problem, ... Leer todo",130,hochelaga,2000
400,6.4,Oliver Schmitz,"['Oliver Schmitz', 'Lesego Rampolokeng']",A young Soweto actor joins a gang to study up and be more convincing in a gangster role he wants.,90,hijack stories,2000
401,3.4,Ray Manzarek,"['Ray Manzarek', 'Jim Morrison', 'Rick Schmidlin']",Three men are dangerously obsessed with the same woman.,92,love her madly,2000
402,6.7,Spike Lee,Spike Lee,"A frustrated African-American TV writer proposes a blackface minstrel show in protest, but to his chagrin, it becomes a hit.",-,bamboozled,2000
403,5.7,Romuald Karmakar,"['Romuald Karmakar', 'Bodo Kirchhoff']","Due to a delayed flight a group of German flight passengers have to wait in the hall of the airport of Manila. The crowd is quite mixed, ranging from an cultivated east German teacher couple up to sleazy sex tourists. As the waiting prolongs, more and more aggressions and long repressed behaviors shed their way to the surface.",113,manila,2000
404,7.0,"['Massimo Martella', 'Fabio Rosi']","['Salvatore De', 'Mola Stefano', 'Marcocci Massimo Martella']","A great economist, Federico Caffè, disappeared without a trace. He moves away from his home and disappears into thin air. What happened to him remains a mystery full of theories.",92,l'ultima lezione,2000
405,6.1,Kamshad Kooshan,Kamshad Kooshan,"Surviving Paradise follows the adventures of 10-year-old Sam and 8-year-old Sara, Iranian children lost in Los Angeles, as they struggle to search for an uncle and elude the hit man who kidnapped their mother. On their way, they encounter a colorful cast of character and dangerous situations, but through connections they endure the rigors of life on the street.",90,surviving paradise,2000
406,6.0,Declan Lowney,Colin Bateman,A sleazy chef is forced to face the truth about the man he has become and realizes that he has the chance to begin again.,91,wild about harry,2000
407,,,,,,xscape,2000
408,,,,,,code inconnu: récit incomplet de divers voyages,2000
409,6.3,Eric Rochant,"['Laurent Chalumeau', 'Eric Rochant']","After a drug deal gone wrong, Bédé goes into hiding in the countryside at a reformative school for criminal youth. His location is found out, and he and the pupils have to protect themselves with whatever means they have.",84,total western,2000
410,3.2,['Melvin Van Peebles'],['Melvin Van Peebles'],"A closed-minded conservative couple masquerade as liberal do-gooders in late 60's France. With orders piling up at their bistro, The Full Belly, Loretta and Henri, self-described ""pillars of the community,"" hire Diamantine as a waitress in order to give a poor black orphan a break. At home, they tell their trusting, new live-in employee that she's ""one of the family,""... Leer todo",105,le conte du ventre plein,2000
411,7.6,Yoshiaki Kawajiri,"['Hideyuki Kikuchi', 'Yoshiaki Kawajiri', 'Ellen Moore']",-,-,vampire hunter d: bloodlust,2000
412,6.8,['Jean Pierre Denis'],"['Jean Pierre', 'Denis Paulette', 'Houdyer Mich P']",Based on the true story of two chambermaids (the Papin sisters) of 1930s France who murdered their employer and her daughter.,94,les blessures assassines,2000
413,5.3,Steve Suissa,"['Marc Esposito', 'Steve Suissa']","Stan, a Jewish high school student, lives with his parents and his sister, Sarah. The school does not interest him. His grandfather destines him to the job of butcher. Fascinated by the movies Stan dreams of becoming an actor.",90,l'envol,2000
414,4.1,Robert Adetuyi,"['Ray Cory', 'Daniels Chris', 'Hudson Kelly Hilaire']",A gifted musician struggles to rise above the crime-plagued urban streets and realize his dream.,86,turn it up,2000
415,,,,,,la captive,2000
416,,,,,,the day the ponies come back,2000
417,5.1,Laurent Perrin,"['Camille Taboulay', 'Laurent Perrin']",-,105,30 ans,2000
418,,,,,,les destinées sentimentales,2000
419,,,,,,"harry, un ami qui vous veut du bien",2000
420,6.0,Alan White,"['John Armstrong', 'Tracy Kidder', 'Steve Wright']",A naïve insurance adjuster comes under the tutelage of his jaded boss and gets caught in a web of deceit and lust.,93,risk,2000
421,,,,,,trois,2000
422,,,,,,deeply,2000
423,6.1,Vincent Giarrusso,Vincent Giarrusso,"The world of 14 year old Shaun revolves around his broken family home, and a group of truant friends who inhabit Melbourne's northern suburb shopping centres. As he tries to make the transition into adulthood, the audience is forced to view the world through the eyes of one whom society is reluctant to accept.",84,mallboy,2000
424,6.7,María Novaro,María Novaro,A woman steals from her drug-dealer boyfriend and runs away. She meets a sympathetic woman on the way who helps her escape.,-,sin dejar huella,2000
425,,,,,,ça ira mieux demain,2000
426,6.9,Bernard Rapp,"['Philippe Balland', 'Bernard Rapp', 'Gilles Taurand']","Nicolas, a handsome, young waiter, is befriended by Frédéric Delamont, a wealthy middle-aged businessman. Delamont, a man of power, influence and strictly refined tastes, is immediately smitten by Nicolas' charm. Lonely and phobic, Delamont offers Nicolas a lucrative job as his personal food taster. In spite of their differences, a close friendship begins to emerge be... Leer todo",90,une affaire de goût,2000
427,6.2,['Laurence Ferreira Barbosa'],"['Laurence Ferreira', 'Barbosa Bruno', 'Guiblet Yvonne Kerouedan']",The lives of three lonely people are loosely intertwined in this Parisian tale. Adolescent Marguerite (Lolita Chammah) combats her isolation through spiritual questing and occasional talks with God. Childless housewife Claire (Isabelle Huppert) negotiates a number of unwelcome erotic encounters while trying to determine if she is barren. And dissolute Jacques (Frédéri... Leer todo,123,la vie moderne,2000
428,,,,,,l'altra cara de la lluna,2000
429,6.1,Mehdi Charef,Mehdi Charef,"Marie-Line works as a chief cleaner, at night, in a mall. She leads a team of 3-5 women, most of them being illegal aliens. Marie-Line is a hard woman with a golden heart, and she's in love with dead singer Joe Dassin. When her fascist husband walks out on her, whe tries to find love through ads.",100,marie-line,2000
430,5.5,Shajoon Kariyal,Babu Janardanan,"A woman walks into the subway station. Suddenly a man comes up to her and starts singing. While listening to his song, she starts daydreaming. In her dream, she flies to the moon.",142,dreams,2000
431,,,,,,unbreakable,2000
432,,,,,,en vacances,2000
433,5.8,Christian Vincent,"['Ricardo Montserrat', 'Roseback Montserrat', 'Christian Vincent']",-,100,sauve-moi,2000
434,6.1,Benoît Jacquot,"['Serge Bramly', 'Jacques Fieschi', 'Bernard Minoret']",A man prepares himself to be transferred to a detention center and rest home where he will relive one more time the highlights of his youth.,100,sade,2000
435,,,,,,red letters,2000
436,,,,,,looking for alibrandi,2000
437,,,,,,harrison's flowers,2000
438,5.5,Matt Brown,Matt Brown,"An ensemble romantic comedy chronicling the lives of a group of twenty-somethings that deals with adolescence of growing up and the realities that life has to offer, set on the island of Nantucket.",90,ropewalk,2000
439,7.0,Giorgio Treves,"['Remo Binosi', 'Giorgio Treves', 'Fran Maulde']","A Venetian countess, pregnant with illegitimate child, befriends her also pregnant servant girl and they almost become more than friends, but her family, infuriated over her scandalous pregnancy, has a plan for her and the baby.",87,rosa e cornelia,2000
440,8.4,Abe Levy,Abe Levy,-,87,"it's alright ma, i'm only trying",2000
441,,,,,,agent red,2000
442,,,,,,above suspicion,2000
443,,,,,,le goût des autres,2000
444,5.7,Lynne Stopkewich,"['Laura Kasischke', 'Lynne Stopkewich']","A young married woman (Parker) sells her body, not just for money, to guests at the motel where she works as a receptionist.",-,suspicious river,2000
445,5.7,['Carlos Saura Medrano'],"['Ant Casariego', 'Mart Casariego', 'Nicol Casariego']","13-year-old Milio admires his older brother Luis who belongs to a drug gang in a poor Madrid suburb. But after the death of a friend and gang member, Luis himself only wants to get out of the dealer scene and lead a normal life.",90,¿tú qué harías por amor?,2000
446,,,,,,dancing at the blue iguana,2000
447,,,,,,the claim,2000
448,5.3,Anne Wheeler,"['Linda Svendsen', 'Robert Forsyth', 'Lori Lansens']","Marine Life revolves around the chaotic family life of June, a middle-aged lounge singer and mother.",95,marine life,2000
449,3.6,Val Lik,Val Lik,"Can a young person in the South Bronx pursue a dream that isn't tied to crime, gang-banging, prostitution, violence, and racism? Tommy is a natural leader and a gifted artist. When Allen, a white kid, moves into the neighborhood with his single mom, he's a victim of constant harassment until Tommy offers friendship. Meanwhile, a corrupt cop hits on Allen's mother and,... Leer todo",105,boricua's bond,2000
450,5.0,Asia Argento,Asia Argento,-,91,scarlet diva,2000
451,5.7,Max Mitchell,Max Mitchell,"A wealthy professional gay couple, who wish to adopt children, see their lives turned topsy turvy when they take in two misbehaving brothers, supposedly just for one night.",93,get your stuff,2000
452,5.1,Jo Sol,Jo Sol,"Although she's still hung up on the man who broke her heart, club dancer Simona pledges to eradicate all memories of him by removing the tattoos he put on her body. Complicating matters is Mariel, the owner of a Barcelona tattoo shop whose obsession with Simona's undulating form leads him to steal the money to help her pay for the necessary laser treatments.",-,tatawo,2000
453,-,Susan Hebert,Susan Hebert,-,-,quinceañera,2000
454,6.6,Steve Dunning,Steve Dunning,"Lee's family sent her from China to Los Angeles three years ago to be a waitress in a Chinatown restaurant and send money home to support her ailing grandmother. She lives with her bitter aunt, and endures terrible treatment at work, but feels trapped. Steve, a well-traveled engineer, enters her shabby restaurant by accident one day and is smitten by her. He works to ... Leer todo",112,now chinatown,2000
455,6.6,['Simon Cellan Jones'],Joe Penhall,A schizophrenic causes havoc in his brother's restaurant.,-,some voices,2000
456,4.1,John Stewart,John Stewart,"Plagued by endless visions and nightmares, Jenny Adams suspects that, as a child, she was responsible for the brutal murder of her own mother.",99,the asylum,2000
457,,,,,,mexico city,2000
458,7.1,Leonardo Henríquez,"['Leonardo Henr', 'William Shakespeare']",-,86,macbeth-sangrador,2000
459,6.4,Amos Gitai,"['Amos Gitai', 'Marie Jose Sanselme']","When the Yom Kippur War breaks out, two Israeli soldiers find themselves unable to locate their unit. Eager to take part in the war effort, they join an airborne medical evacuation unit.",117,kippur,2000
460,4.9,Frouke Fokkema,Frouke Fokkema,"The Detour tells a semi-autobiographical tale of a young woman's obsession with a charismatic older writer. Dutch actress Tamar van den Dop plays Johanna, a directionless young woman unceremoniously dumped by her boyfriend. Taking in a play by the Austrian writer Thomas Bernhard, she finds herself deeply moved by its dark themes of suicide, solitude, and the impossibi... Leer todo",98,de omweg,2000
461,,,,,,auggie rose,2000
462,5.4,Tim Kirkman,David Drake,-,81,the night larry kramer kissed me,2000
463,,,,,,así es la vida...,2000
464,6.7,Rajkumar Santoshi,"['Vijay Deveshwar', 'K K', 'Raina Anjum Rajabali']",-,176,pukar,2000
465,6.8,Brett Ratner,"['David Diamond', 'David Weissman']",-,125,family man,2000
466,,,,,,dancing in september,2000
467,,,,,,the gift,2000
468,4.1,Jean Pellerin,"['Geri Cudia', 'Barger Jonathan', 'Raymond Phillip', 'J Roth']",People are trying to find their way out of subway tunnel after a devastating earthquake.,94,daybreak,2000
469,4.8,Raúl Veiga,Raúl Veiga,"A powerful story surrounded by desire and mystery. A couple commits suicide as a result of a secret death pact. Ranxel, their friend, is with them during the last moments but is unable to impede this disastrous event. As a consequence the couple's ex-lovers connect to try and understand how this calamity happened. In their quest the unexpected occurs: new sentiments t... Leer todo",-,arde amor,2000
470,,,,,,the tigger movie,2000
471,5.5,Stacy Cochran,Stacy Cochran,"After an expose on NFL players causes a series of lawsuits, a reporter gets fired. A loyal editor nonetheless gives him a freelance story to work on. It seems that an athletic 19 year old actor had been preparing to star in a low-budget gridiron movie when a mysterious assailant attacked him and destroyed his appearance. He was, of course, dismissed from the film. The... Leer todo",93,drop back ten,2000
472,6.9,Agustí Villaronga,"['Antoni Aloy', 'Blai Bonet', 'Biel Mesquida']",-,-,el mar,2000
473,5.6,Sylvie Verheyde,"['Alexis Galmot', 'Sylvie Verheyde']","Johan has three children with different women. Two adult daughters: Sophie and Virginie, and a young son in Amsterdam. Loïc gave Johan diamonds of a criminal origin. Her husband Simon thought they were his and murdered her. Then he set out his hunt for the diamonds and for killing Johan. The police thought that Johan had murdered Loïc and called his daughters, who had... Leer todo",95,princesses,2000
474,6.7,Ventura Pons,"['Sergi Belbel', 'Ventura Pons']","Seven individual stories ending with each character meeting their doom are replayed with alternate endings, showing how one slight shift of events can change their fate.",-,morir (o no),2000
475,6.3,Tony Pemberton,"['Aleksis Brunner', 'Tony Pemberton']","A young pregnant Russian woman heads to New York to find father of her child in this brooding drama. The film alternates scenes from Pitsee's experiences in America with flashbacks to her traumatic childhood in her homeland. In New York, she tracks down Alex -- the scoundrel who impregnated her -- but since he's involved with another woman, he foists the new immigrant... Leer todo",89,beyond the ocean,2000
476,7.1,Andrew Dominik,"['Mark Brandon', 'Read Andrew Dominik']",-,-,chopper,2000
477,4.6,['Knut Erik Jensen'],"['Alf R', 'Jacobsen Knut', 'Erik Jensen']","Oslo lawyer Josef Omgang returns to his native village on the Finnmark coast, where he finds his father's seafood company in trouble. International buyers have started trawling the market, and Josef realizes that the vital natural resources are in the hands of organized crime.",94,når mørket er forbi,2000
478,5.7,Arto Paragamian,Arto Paragamian,"A paleontologist is diagnosed with a fatal brain disease and, rather than falling into a depression, explodes into life.",94,two thousand and none,2000
479,6.1,Mike Figgis,Mike Figgis,-,97,timecode,2000
480,,,,,,the newcomers,2000
481,6.7,Denis Villeneuve,Denis Villeneuve,-,87,maelström,2000
482,4.5,Sanjay Gupta,"['Sanjay Gupta', 'Sutanu Gupta', 'Anand S Vardhan']","An assassin is sent to kill the witness from testifying against the killers. In the process, the assassin falls in love with the witness.",124,khauff,2000
483,6.4,Gabriele Salvatores,"['Domenico Starnone', 'Gabriele Salvatores']","Antonio is a man who was born with unusually large incisors; his freakishly huge teeth make him an outcast from his peers as a child, and he attempts more than once to break off the offending choppers.",96,denti,2000
484,,,,,,chasing sleep,2000
485,7.3,Christopher Coppola,Nick Johnson,"Daring to tread in the footsteps of Billy Wilder, Paul Morrissey and Andrew Lloyd Webber, Christopher Coppola's tongue-in-cheek spin on SUNSET BOULEVARD stars brother Marc (a ringer for third sibling Nicolas Cage, an executive producer here) as a pizza delivery guy who dreams of recapturing his onetime glory as a child television star. Delivering a pie, he's adopted a... Leer todo",110,bel air,2000
486,,,,,,contaminated man,2000
487,,,,,,beautiful creatures,2000
488,,,,,,seven days to live,2000
489,6.5,Erik Clausen,Erik Clausen,"One day Kevin runs into the rearview mirror on Bent A.'s new car. It smashes and Bent A. gets hold of Kevin's address: he wants compensation. He meets up with Kevin's single mother Vibeke who, as Kevin puts it, has ""bad nerves.""",99,slip hestene løs,2000
490,6.8,Peter Sheridan,"['Brendan Behan', 'Nye Heron', 'Peter Sheridan']",Irish teenager political activist and future writer Brendan Behan is befriended in a British borstal (reformatory) by a liberal warden.,91,borstal boy,2000
491,3.8,Denise Coates,Denise Coates,Karen Moone is a needy woman with an unfaithful boyfriend that is completely miserable after the suicide of her mother. Her only friend is the punk singer and baker Marnie Lowell. Kyle Elliot is a man bored with his perfect middle-class life with the shallow and beautiful wife Sarah that works composing jingles for advertisements. While waiting for a bus in a rainy ni... Leer todo,89,our burden is light,2000
492,,,,,,mach 2,2000
493,4.5,['M F Hussain'],"['Kamna Chandra', 'M F Hussain']","Gaja Gamini, the embodiment of the Indian spirit, inspires artists of all kinds, interacts with and influences the West, and exists through the ages.",122,gaja gamini,2000
494,9.1,Julián Hernández,"['Roberto Fiesco', 'Juli Hern']","Bruno, a young prostitute on the streets of Mexico city, spends his free time yearning for his straight friend Umberto. When Umberto rejects him, Bruno reacts with his own violent and misguided actions...",50,hubo un tiempo en que los sueños dieron paso a largas noches de insomnio...,2000
495,7.9,Kamal Haasan,"['H Banerjee', 'Kamal Haasan', 'Manohar Shyam Joshi']",Saketh Ram's wife is raped and killed during direct action day riots in Calcutta. He is convinced that Mahatma Gandhi is responsible for all the problems happening in the country and sets out to kill him.,186,hey ram,2000
496,,,,,,the broken hearts club: a romantic comedy,2000
497,7.2,Rainer Kaufmann,"['Ralf Hertwig', 'Ingrid Noll', 'Kathrin Richter']","Love story spanning 60 years of the lives of Charlotte and Hugo. As a teenager before the war she is in love with him, but he marries her sister. They share some brief happy moments during the difficult post-war period, then they are separated for the longest time. They meet again as 80-year olds.",124,kalt ist der abendhauch,2000
498,4.3,Cybil Richards,Louise Monclair,"When three women get cheated on by their husbands they decide to get even and open up The Mistress Club, where seduction is the name of the game and forbidden sex is the natural outcome.",73,the mistress club,2000
499,6.1,Aziz Mirza,"['Sanjay Chhel', 'Raaj Kumar', 'Dahima Manoj Lalwani']","In order to seek justice for a man who exacts vengeance on a politician, who was responsible for his daughter's death, two rival reporters teams up to help him to prove his innocence.",160,phir bhi dil hai hindustani,2000
500,,,,,,november 1828,2001
501,3.7,Deepak Sareen,"['Honey Irani', 'Javed Siddiqui']","Tony (Govinda), a tour guide, falls in love with one of his clients, Sonia (Aishwarya Rai), and tries to woo her. However, Sonia does not reciprocate his feelings since she is in love with another man.",145,albela,2001
502,5.6,['R D Robb'],"['Bethany Ashton', 'Wolf Tawd', 'Beckman R', 'D Robb']",-,-,don's plum,2001
503,,,,,,glitter,2001
504,6.6,['Lu Filipe Rocha'],"['Lu Filipe', 'Rocha Lu', 'Filipe Costa']","Luisa, a Portuguese Supreme Court Judge, is given the Camarate File, the investigation of the accident that led to the death of Portuguese Prime-Minister and his accompanists on December the 4th, 1980. She must decide whether the case goes to trial or is to be archived...",100,camarate,2001
505,-,-,Marie Vassiltchikov,-,-,"berlin diaries, 1940-45",2001
506,4.7,['Deborah Del Prete'],"['Robin Cody', 'Patrick O Connor']","High school seniors Wade and Lorna have spent all their lives in the small logging town of Calamus Grove, a conservative place where change comes slowly. Jesse Howl, a teenager of Native American ancestry.",112,ricochet river,2001
507,,,,,,the lord of the rings: the fellowship of the ring,2001
508,,,,,,the shipping news,2001
509,4.6,Renny Harlin,"['Jan Skrentny', 'Neal Tabachnick', 'Sylvester Stallone']",-,-,driven,2001
