puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
6.5,Mike Kuchar,-,"Shy Pop artist Wendel Samson (played by real Pop artist Red Grooms) can't work up the nerve to break up with his boyfriend, so he has anonymous trysts with other men. Meanwhile, when his female friend Margaret pressures him into an intimate relationship, it sends Wendel spiraling into a nightmare world where he's violently punished for his sexuality.",33,Drama,the secret of wendel samson,the secret of wendel samson
-,Christian Pichler,Christian Pichler,"Seth Argento is a well known name in the underground, known as one of the fastest, most merciless assassins. But even though living as a legend in his profession, he wants to quit and decides to do one last job... in Los Angeles. As he returns back home he encounters occurences, far beyond his imagination.",16,Drama,haunted,haunted
-,Markham Cook,Markham Cook,-,29,Drama,the last illusion,the last illusion
7.3,Dan Zeff,Dan Zeff,"Sweetnightgoodheart is a short-film about a man that prepares to make a huge change in his life; but all doesn't exactly turn out as planned and it all turns in the opposite direction from what he originally planned. As the plot continues the issues just get more extreme, Pete ends up with a very, very big problem that can not be... You guessed it, or you didn't; it c... Leer todo",9,Drama,sweetnightgoodheart,sweetnightgoodheart
7.9,"['Keith Adler', 'Sabrina Rubin']","['Keith Adler', 'Sabrina Rubin']","Twenty-year old Trevor has trouble talking about his past: his military father who was never home, the early death of his mother. As he reaches adulthood, he's found a way to be at once a part of the group and distanced from it. His last relationship disintegrated when he wasn't able to communicate and connect. He joins his friends on a trip to the desert to conduct a... Leer todo",22,Drama,television,television
-,Anna Condo,Anna Condo,Life is a game. Katja plays.,4,Drama,candid,candid
-,Laurent Bouhnik,-,-,4,Drama,deux l,deux l
6.2,Barnabás Tóth,"['Szilárd Podmaniczky', 'Barnabás Tóth']",-,29,Drama,szerelem meg hal,szerelem meg hal
7.9,Tracie Laymon,Tracie Laymon,"17 year-old Gaby George struggles to communicate with her cheapskate father and indifferent boyfriend and, as a result, escapes through fantasy to a life with more intimate connections.",11,Drama,up,up
8.7,Liselle Mei,Liselle Mei,An adolescent girl experiences the contrast between the excitement and power of her sexuality as she walks past the neighborhood basketball courts.,38,Drama,lower east side stories,lower east side stories
9.6,Morten Joersum,Morten Joersum,-,-,Drama,i en villa,i en villa
-,Rune Kalle Bjerkø,Rune Kalle Bjerkø,-,17,Drama,stabat mater,stabat mater
7.9,Nicholas Panoutsopoulos,"['Leslie Norris', 'Nicholas Panoutsopoulos']",-,17,Drama,blackberries,blackberries
7.0,Ted Wallach,"['Jesper Laursen', 'Jesper Grubb Laursen']",-,27,Drama,bøje,bøje
6.2,Caroline Sascha Cogez,Caroline Sascha Cogez,-,21,Drama,les amours perdus,les amours perdus
4.9,Scott Slone,Scott Slone,"Living alone and isolated in his own private world, Old Man spends his days immersed in a fantasy of concert halls and music. One fateful afternoon during his standard routine, tragedy strikes and Old Man is forced to go about his daily life without the most important thing in the world to him - His music.",22,Drama,old man music,old man music
8.1,Tracie Laymon,Tracie Laymon,"A teenage girl answers her depression with a suicide attempt, but survives and must face the consequences of shooting herself in the head.",13,Drama,worse,worse
8.1,Alex Sabeti,Alex Sabeti,Rita Felt never thought changing a tire would change her life.,12,Drama,flat tire,flat tire
6.0,"['Ron Braverman', 'Christopher Heltai']","['Ron Braverman', 'Christopher Heltai']","Interviewing various women in and around Los Angeles, Arbie is followed by a documentary film crew that capture his attempts of grasping the female psyche. What unfolds is something beyond anything he ever anticipated.",30,Drama,adjusting arbie,adjusting arbie
5.5,Corinna Faith,Corinna Faith,A boy and his estranged father are thrown together for the day when they have a family duty to perform.,10,Drama,ashes,ashes
8.6,Mads Nygaard Hemmingsen,"['Timothy Ellis', 'Mads Nygaard Hemmingsen']",-,15,Drama,bondefanget,bondefanget
6.1,Bradley Scott,Michael Lippman,In any relationship there are things we hate about the other person. It's not wise to tell them and it's not wise to keep it bottled up. But then if they are sleeping when we tell them...,12,Drama,i hate you,i hate you
-,Rasmus Høgdall Mølgaard,Rasmus Høgdall Mølgaard,-,15,Drama,far-vel,far-vel
7.5,Chris Eyre,"['Scott Garen', 'Joy Harjo']",The lives of four Native Americans take a significant turn as they confront the crises that arise in a single day.,42,Drama,a thousand roads,a thousand roads
-,Kræsten Kusk,Kræsten Kusk,-,16,Drama,glashus,glashus
6.2,Benjamin Holmsteen,Benjamin Holmsteen,"A man carries his dead wife to the trunk of a car in front of their 4-year-old daughter. All together they drive to a lake far into the forest, where the father plans to dump the body and end the lives of himself and his daughter. However, everything is not what it seems...",19,Drama,lille lise,lille lise
7.4,Roberto Minervini,Roberto Minervini,"Voodoo dolls are feared and mysterious. The title character in this film short starts out with the same mystique even if, like a doll, he is strangely docile. The lawless gang he is peripherally part of engages in various acts of crime and self-abasement arranged and instigated by the leader, Pope, who implies that the real rainmaker is Voodoo Doll. Tagging along with... Leer todo",22,Drama,voodoo doll,voodoo doll
8.4,Eme Guitron,Joey Jameson,-,9,Drama,the boss,the boss
6.9,James Burkhammer,James Burkhammer,Two brothers develop a sexual attraction to one another amid the unkind world around them.,15,Drama,starcrossed,starcrossed
4.5,Wade Robson,Wade Robson,"A young dancer, haunted by a tragic car accident, struggles to come to terms with his purpose in life.",17,Drama,i?,i?
7.2,Rene Mohandas,Rene Mohandas,"A true story featuring the boy who lived it. An Indian beggar boy thief with huge, deformed feet tries to escape his harsh city life in Mumbai. Inspired by a photograph of a mountain, he embarks on a spiritual journey of penance and hope.",26,Drama,elephant boy,elephant boy
5.6,Signe Søby Bech,Signe Søby Bech,-,30,Drama,sommerfuglekvinden,sommerfuglekvinden
6.2,Stuart Lessner,Chumahan Bowen,"Jeff Hannon (Wilk) from the forever away world of Cincinnati, Ohio has stumbled upon what he believes to be a 25 year old murder in a small Texas town. His ceaseless nightmares compel him to drive to the middle of nowhere town of Bueford, Texas to enlist the local authorities (Asner, Keenan) to help solve the murder mystery and forever put an end to the voices that ha... Leer todo",25,Drama,sleeping dogs lie,sleeping dogs lie
5.8,Emma Balcázar,"['Emma Balcázar', 'Stine Lauritzen Larsen', 'Elsebeth Nielsen']",-,25,Drama,deadline,deadline
8.0,Ferenc András,Péter Dobai,-,35,Drama,morfium,morfium
7.0,Bálint Kenyeres,"['Bálint Kenyeres', 'György Réder']","Before dawn, people will rise and other people will take away their hope.",13,Drama,before dawn,before dawn
7.4,Warwick Thornton,Warwick Thornton,An Australian Aboriginal DJ realizes that his job at the country radio station is about more than just playing music,27,Drama,green bush,green bush
7.5,Monica Huntington,Monica Huntington,"20 Minutes is an eternal love story with a super-natural twist. It relates to anyone who has ever loved deeply, and anyone who ever wants to. It is about eternal love; and will make you think about life, love, and the hereafter. It is one man's emotional journey through love, loss, and peace.",20,Drama,20 minutes,20 minutes
5.5,Mads Kamp Thulstrup,"['Nikolaj Tarp', 'Mads Kamp Thulstrup', 'Jacob Weinreich']",-,34,Drama,danmarks sjoveste mand,danmarks sjoveste mand
-,Paul Ratner,"['Mark De', 'Whitt']",Brian Orlando faces his wife's impending death and temptation from a beautiful cellist.,19,Drama,encore,encore
7.6,Rebecca Perry Cutter,Rebecca Perry Cutter,-,13,Drama,eating,eating
7.7,Gil Kruger,Gil Kruger,"It is the last day of high school swim class, and scrawny Eric Rudbart may finally remove his T-shirt.",8,Drama,flutter kick,flutter kick
8.2,Gary Watson,"['Richard Alvarez', 'Gary Watson']","Bookish Jen Frazier seems an unlikely choice to be a freedom fighter, but when a theocratic new order occupies the state of Texas, Jen is pushed into action carrying contraband for the underground. In the backroom of a closed antique shop Goldman, the proprietor, charges Jen with the task of delivering a mysterious package to an unnamed underground. But the religious ... Leer todo",34,Drama,after twilight,after twilight
6.8,Miguel Arteta,Miranda July,"A man with a clipboard asks passersby a survey question: ""Are you the favorite person of anybody?"" He has a scale, from ""very certain"" on down. His manner is open. He offers oranges to one respondent. He talks, one at a time, to three people. Their answers, however brief, are revealing.",4,Drama,are you the favorite person of anybody?,are you the favorite person of anybody?
7.0,Joshua Leonard,"['Joshua Leonard', 'Loren David Marsh']",A young couple confronts a painful future by looking to the past.,12,Drama,the youth in us,the youth in us
7.0,Robert Cabrera,Robert Cabrera,A strange phone call sends a high school attendance secretary on a mission to find the truth behind the mystery.,9,Drama,phone call,phone call
7.0,Justin Dickel,"['Adrienne Bertoli', 'James Dormer']",-,-,Drama,the welcome committee,the welcome committee
9.8,Tara Samat,Tara Samat,-,-,Drama,"portrait of a man and a woman: los angeles, c. 2004","portrait of a man and a woman: los angeles, c. 2004"
6.4,Sterlin Harjo,Sterlin Harjo,Two young men have a life-changing encounter with an elder in the waiting room of an Indian Health Service clinic.,14,Drama,goodnight irene,goodnight irene
6.8,Danielle Lurie,Danielle Lurie,"GlobalGirl Media Network Presents: Based on true events, In the Morning is a daring short drama about a young woman who is brutally attacked, and the responsibility of restoring her family's lost honor is left in the hands of her younger brother.",11,Drama,in the morning,in the morning
6.9,Liza Johnson,Liza Johnson,-,12,Drama,desert motel,desert motel
6.0,Bertrand Bonello,Bertrand Bonello,-,15,Drama,cindy: the doll is mine,cindy: the doll is mine
7.3,Toby Wilkins,"['Paul Sopocy', 'Toby Wilkins']","When a fortune teller refuses to reveal her vision of a Clay's future, he becomes so obsessed with learning the truth that he unwittingly fulfills his fate.",-,Drama,staring at the sun,staring at the sun
5.4,Jasmin Hermann,Jasmin Hermann,-,27,Drama,tage aus nacht,tage aus nacht
6.4,Tobias Stille,"['Judith Hermann', 'Tobias Stille']",-,30,Drama,freundinnen,freundinnen
2.7,Cam Archer,Cam Archer,-,15,Drama,american fame pt. 2: forgetting jonathan brandis,american fame pt. 2: forgetting jonathan brandis
-,Christiane Hector,Christiane Hector,-,16,Drama,kom som du er,kom som du er
7.2,Don Hertzfeldt,Don Hertzfeldt,"The evolution of humanity, through countless eons.",12,Drama,the meaning of life,the meaning of life
9.4,Gary James Martin,"['Roger Beckett', 'Gary James Martin']","When Emma Lassiter's boyfriend dumps her, she decides to make a video diary documenting her quest to get him back. A selection of abortive ideas later, she opts for the radical path of cosmetic surgery, but when the price proves to be prohibitive, Emma takes things into her own hands.",10,Drama,fade to black: emma,fade to black: emma
8.1,Brad Barnes,"['Brad Barnes', 'Todd Barnes']",-,12,Drama,choked,choked
6.0,Arnaud Bigeard,Arnaud Bigeard,"It is eleven past nine p.m. Thomas Grandin would like to sleep but he is disturbed by some unpleasant noises. Although he can't see anything he soon realizes pricking up his ears that what is going on is attempted murder. Someone else has witnessed the scene that night. As a result,Thomas becomes the victim of this stranger as well of the police and the assailants.",15,Drama,21h11,21h11
7.0,John C. Lyons,John C. Lyons,"A story of deception, lies, and betrayal. Jake decides to take Steve up on his offer to spend a weekend away at a hunting camp with the hope of putting his past behind him. During the course of their stay we learn that not all is as it seems and their journey takes a fatal turn.",38,Drama,hunting camp,hunting camp
7.1,Matilda Aslizadeh,Matilda Aslizadeh,Aslizadeh's Office collages take on workplace culture set in the paranoid precincts of a life-insurance firm.,38,Drama,office,office
7.6,Hany Tamba,Hany Tamba,-,26,Drama,beyrouth après-rasage,beyrouth après-rasage
8.5,Giorgio Serafini,Giorgio Serafini,-,6,Drama,war,war
6.6,Per Hanefjord,"['Per Hanefjord', 'Jan Sigurd']","At a desolate railroad crossing, a middle-aged man's planned suicide, gets distracted by a lonesome farmer.",16,Drama,en god dag,en god dag
7.4,Phil Donlon,Larry Wilson,-,23,Drama,a series of small things,a series of small things
7.3,Aurora Guerrero,Maritza Alvarez,A young Xicana searches for ways to heal maladies of the heart.,-,Drama,pura lengua,pura lengua
7.3,Beck Cole,Beck Cole,A woman living in a deserted mining camp might not be the only person hiding out there.,28,Drama,plains empty,plains empty
6.6,"['Matt Duffer', 'Ross Duffer']","['Matt Duffer', 'Ross Duffer']","During the Great Plague of 1666, an affluent family flees to the countryside, only to be haunted by those they left behind.",24,Drama,we all fall down,we all fall down
5.1,Kevin Powis,Michael A. Hunter,"A filmed poem, about the journey of a man through the city streets after dark, and the way it makes him feel...",2,Drama,nightwalk,nightwalk
-,"['Jason Lewis', 'Pornsak Pichetshote']",Pornsak Pichetshote,"An urban fable about people looking for colors... told entirely in black and white. In a city with 16 million eyes, a photographer, a filmmaker and an almost-doctor can't trust anything they see, but it's one wrong glance that might bind them tightly together.",18,Drama,color of a doubt: an urban fable,color of a doubt: an urban fable
7.7,Olaf Saumer,Olaf Saumer,A lonesome boy finds his love at Christmas eve in a video-shop...,15,Drama,stille wasser,stille wasser
8.5,Erik Courtney,Erik Courtney,"Three days before his death, Abraham Lincoln dreamt of his assassination. Shot in real-time, this film portrays the last conscious moments of Lincoln's life.",4,Drama,the persistence of dreams,the persistence of dreams
-,"['Chad Bring', 'Eric Dwight', ""Kevin O'Neill""]","['Chad Bring', 'Eric Dwight', ""Kevin O'Neill""]","Our normal daily lives are routine, dull, and black & white. Occasionally, we see something which reminds us of a moment in our past that molded who we have become. Most of the time we dream of a more colorful life, but then hesitate, only to remain black & white.",10,Drama,aisle to aisle,aisle to aisle
-,Yvonne Farrow,Yvonne Farrow,-,29,Drama,i'd rather be dancing,i'd rather be dancing
-,"['Jesse Alba', 'Mathew Klickstein']","['Jesse Alba', 'Matty Carvajal', 'Fabian Castillo']",The world-famous Kids of Widney High --a group of young adults with developmental disabilities in a unique rock band-- improvise a series of fascinating and hilarious vignettes over a two-hour dinner at a posh Beverly Hills restaurant. Topics of conversation run the gamut between earthquakes and eyebrow fetishes.,17,Drama,dinner time,dinner time
6.6,Jubin Joseph,Jubin Joseph,-,15,Drama,the 73 virgins,the 73 virgins
9.1,Justin Huntington Benson,Justin Huntington Benson,"A beautiful sunset fills the sky above an empty coastal highway. Momentarily disturbing the scenic landscape, a vintage Cadillac barrels past. Inside the Cadillac Harlan, a visibly distraught, fatigued young man, cracks open a bottle of beer. He looks like a famished vampire. Scattered about the car are the makings of a suicidal drug binge: A cocaine smeared CD, A bot... Leer todo",17,Drama,almost romeo,almost romeo
5.4,Conor Dooley,"['Matthew Boyd', 'Conor Dooley']","At the height of summer, a young man is visited by the mammoth. Bringing with it another ice age, the mammoth haunts the man throughout his life, despite the man's many attempts to leave it behind.",8,Drama,mammoth,mammoth
8.4,Tiffani Thiessen,Dean Johnson,"Misunderstood, but wise beyond his years, a young boy learns that salvation and redemption can be found in the most unexpected places. And in the most unexpected people.",21,Drama,just pray,just pray
7.8,Mattias Sandström,Mattias Sandström,-,14,Drama,jag bara undrar,jag bara undrar
7.4,Kori Bundi,Kori Bundi,A look into the world of a worm farmer and his dedicated wife.,6,Drama,worms,worms
3.4,Antonio Hébrard,"['Antonio Hébrard', 'Catherine Paillé']",-,12,Drama,naissance de l'orgueil,naissance de l'orgueil
-,"['Christopher Mc', 'Kenzie']","['Christopher Mc', 'Kenzie']","Carla Woods, a young reporter for the Washington Tribune, stumbles upon corruption and scandal in the White House. As she fights to get to the bottom of the story, she discovers that her biggest obstacle is in her own newsroom.",13,Drama,all the reverend's men,all the reverend's men
-,Michael Albert,Michael Albert,"20 year old Maria, a young hispanic girl, falls in love with Jason who shortly leaves for Iraq. After his departure, she reaches out to his family and is completely rejected. A surprise awaits her as she revisits their home with important news.",7,Drama,twenty,twenty
-,Xochitl Gonzalez,Xochitl Gonzalez,-,14,Drama,countdown,countdown
8.3,Maya Kuttan,Maya Kuttan,"Shades of Crimson is the tale of a painter, Sam, a young woman who is struggling to find recognition for her art. The story follows her inner turmoil about 'selling out' and all that it entails both as an artist and as a woman. Befriending a handsome, artistic neighbor allows Sam to dream of a hope that may not exist. She stumbles through a world of art galleries and ... Leer todo",12,Drama,shades of crimson,shades of crimson
7.7,"['John Mitchell', 'Jeremy Kipp Walker']",John Mitchell,"When a cynical old man is forced to share his hospital room with a stranger, he discovers through the power of friendship that it's never too late to change your outlook on life.",19,Drama,goodnight bill,goodnight bill
7.8,Jeremiah Zagar,Jeremiah Zagar,"Documentary becomes dream as artist Isaiah Zagar sits in a diner, reminiscing on his childhood as he draws a picture of a bird. His looping pen strokes come to life, carrying us back into a childhood memory of him and his mother at the beach in Coney Island. A mix of 35mm film, digital video, and animation.",4,Drama,coney island 1945,coney island 1945
6.4,Stephanie Busby,Stephanie Busby,"Lyrically abstract in style, The Silent Question is based on the American gothic short story The Yellow Wallpaper by Charlotte Perkins Gilman.",15,Drama,the silent question,the silent question
-,Zeiad Hussein,Robert X. Golphin,Two people have hours to detox their friend or else risk losing him forever.,12,Drama,track marks,track marks
-,Erica Jordan,-,"""On tha Wise"", a faith-affirming romantic drama, chronicles the troubled relationship between a woman and her less-than-perfect boyfriend.",-,Drama,on tha wise,on tha wise
9.1,Steve Burton,"['Steve Burton', 'Sean Cameron']",Scott get's over his head while trying to pay off his bookies and ends up in a downward spiral.,16,Drama,laws of gambling,laws of gambling
3.9,Petter Jakobsen,Petter Jakobsen,-,6,Drama,"timene som har gått, deler jeg med deg","timene som har gått, deler jeg med deg"
8.2,"['Robert Alford', 'Nancy Cheryll Davis']","['Robert Alford', 'Sheri Bailey']",A young woman struggles to hold on to her hard won sense of peace when the one true love of her life returns after a long absence,35,Drama,summer dreams,summer dreams
6.6,James P. Gleason,James P. Gleason,"Lois Ambro has just received some terrible news. The body of her husband, Matin, has been found in the Los Angeles River. She is about to receive some even more startling news! The detectives are at a loss to explain it. The medical examiner has never seen anything like it. The Ambro family has no idea what has happened, how it happened, who did it, or why, and are ha... Leer todo",17,Drama,antebody,antebody
7.7,Iris Almaraz,Iris Almaraz,-,-,Drama,la puta,la puta
8.2,Rudy Luna,Rudy Luna,"When a new reality dating show starts slipping in ratings, the executive producer takes things in her own hands. Monica pushes her contestants into a hot steamy date, but when the male contestant takes it as a green light to do anything and the date goes way too far, she has to decide does she film it or stop it?",12,Drama,attract opposites,attract opposites
5.7,Carlo Treviso,Carlo Treviso,"Psychology intern, Vincent Victor, discovers that his patient, Edward, seems to be experiencing a mythical psychological disorder he calls the Vitruvian Lapse. It is a disorder where a given victim sees everything backwards, as if looking into mirror. Vincent says Leonardo DaVinci was the first documented individual to show symptoms of this disorder, claiming it to be... Leer todo",22,Drama,the vitruvian man,the vitruvian man
5.0,Jorge Torregrossa,"['Gisela Benenzon', 'Jorge Torregrossa']",-,12,Drama,manchas,manchas
7.5,Duncan M. Rogers,Duncan M. Rogers,-,-,Drama,the reader,the reader
7.1,"['Lisa Chang', 'Newton Thomas Sigel']","['Lisa Chang', 'Newton Thomas Sigel', 'Alison Smith']","A bittersweet tale of Alice, her vagina and the infinite nature of the tundra.",20,Drama,the big empty,the big empty
-,Ole Bendtzen,Ole Bendtzen,-,10,Drama,udenfor verden,udenfor verden
-,Donavan Lambert,Donavan Lambert,"A young writer discovers that he has cancer. Instead of telling his friends, he sets up a weekend reunion. A year later after attending his funeral, his friends receive a letter he wrote to them explaining his reasons for keeping things a secret.",30,Drama,i will...,i will...
-,M. Shantale Maurice,M. Shantale Maurice,Two unlikely New Yorkers find peace and love again after dealing with unhealthy family and personal relationships.,37,Drama,interrupted motion,interrupted motion
6.7,John Besmer,John Besmer,"Lifelike is a story of life, death, and taxidermy. Quiet and quirky, it's a character-based drama about personal loss and one man's long process of recovery.",18,Drama,lifelike,lifelike
-,"['Matt Lo', 'Guercio']","['Matt Lo', 'Guercio']","""powerful short film promoting social change in a society that believes change has gone as far as needed and that the racial playing field has been leveled. This short film examines politically incorrect conversations in today's corporate culture. The provocative film poses the issue of racism in America. Is political correctness anything but window dressing? Who will... Leer todo",6,Drama,the more things change...,the more things change...
6.2,Chris Perkel,"['Chris Perkel', 'Georgie Roland']","Before leaving town, a young woman pays a final visit to a lonely truck stop diner, sparking an emotional tug-of-war between two estranged brothers.",11,Drama,truck stop diner,truck stop diner
-,Sasha Hails,Sasha Hails,"""In The Park"" is a punchy, painfully evocative tale of three young Teenage girls who have got themselves into more trouble than they bargained for.",10,Drama,in the park,in the park
6.5,Roberta Marie Munroe,Roberta Marie Munroe,"Dani is very suspicious and jealous of Alice, and lashes out continually, forcing Alice to face the fact that their relationship must end, even if Dani thinks otherwise, and wants to deflect the blame for her outburst.",11,Drama,dani and alice,dani and alice
-,Tim Boisvert,"['Tim Boisvert', 'Mac Williams']",-,21,Drama,the sleepless night,the sleepless night
8.0,"['James Israel', 'Jeff Israel']",James Israel,"A woman afraid to leave her Brooklyn apartment makes a puzzling discovery as she struggles with her dreams, memories and the mundane.",15,Drama,the tourist,the tourist
7.1,Danishka Esterhazy,Danishka Esterhazy,"When the real world turns sour, ten-year old Talia finds shelter in a fantasy world of ice and snow. But as life becomes more and more difficult, Talia's daydreams become less protective and more menacing. An NSI ZeD Drama Prize film.",11,Drama,the snow queen,the snow queen
8.3,Corey Giann Antonio,Corey Giann Antonio,"Frank, a 70-year-old golfer and avid baseball fan, suffers a heart attack on the golf course. He's hospitalized, giving his family an opportunity to say goodbye. His condition worsens and Frank succumbs to his ailment. The family honors Frank's dying request by gathering for a large feast and spreading his ashes on his favorite golf course. Ash Wednesday is a touching... Leer todo",23,Drama,ash wednesday,ash wednesday
8.4,Pete Guzzo,Paul Guzzo,"The Mob's most notorious and legendary hitman has grown old and senile and the Mob is worried he may spill his secrets to the wrong people. To protect these secrets, the Mob sends their new stud hitman to take out the legend. But, if the legend is being taken out, he plans on going out on his own terms.",25,Drama,the dance,the dance
9.2,Nathan Collett,"['Nathan Collett', 'Njuguna Wakanyote']","In present-day Kenya, the legacy of the Mau Mau is kept alive, never to be forgotten.",23,Drama,the oath,the oath
4.4,Matthias Emcke,Matthias Emcke,"Oliver and his family visit a photography exhibit at a museum in Berlin. While looking at one of the photographs, Oliver hears the narrator's voice from the Audio-Tour's headset interrupted by that of a young woman - apparently the girl in the photograph. She says she's been waiting for him. Oliver moves closer and closer to the photo until he finds himself inside the... Leer todo",15,Drama,"ich sehe was, was du nicht siehst...","ich sehe was, was du nicht siehst..."
8.7,Niki Drozdowski,Niki Drozdowski,"Wilfried Neuss has been on the quest for the perfect sound of Robert Schumann's ""Dreaming"" since his childhood. But when he finally finds the ultimate hifi-system, a tinnitus destroys his hopes and drives him towards insanity.",19,Drama,wilfried neuss - eine sinfonie in fünf sätzen,wilfried neuss - eine sinfonie in fünf sätzen
7.6,Alex Volovich,Alex Volovich,-,10,Drama,hasta que la muerte los separe,hasta que la muerte los separe
-,Meghan Ciana Doidge,Meghan Ciana Doidge,"Josephine sets the mood; music, candles, and a steamy hot tub for a romantic evening with her boyfriend Jeffery. Unfortunately, their evening is quickly interrupted by the unexpected entrance of Josephine's Ex: Shaun. Shaun has some issues; namely he is still in love with Jo and knows that she still loves him. Jeffery, however, disagrees. An emotionally charged evenin... Leer todo",13,Drama,josephine?,josephine?
7.2,Tim Hoover,Tim Hoover,"Eighteen year old James Harris longs to be as free and as beautiful as a butterfly. Instead he lives a sad and lonely existence. Facially deformed since birth, James uses masks to hide his face from the world. He fears he may be utterly alone if his only friend, his ill mother, dies. In this suspenseful and spiritual drama, events unfold leaving James face to face wit... Leer todo",24,Drama,the divine,the divine
7.2,Ali Benkirane,Ali Benkirane,"Amal is a 12 year old girl who lives in the Morocco countryside. Serious and passionate pupil, her dream is to become a doctor.",17,Drama,amal,amal
-,Lourdes Rébora,Lourdes Rébora,-,15,Drama,la vida y obra de john h.,la vida y obra de john h.
8.0,Josh Hyde,Josh Hyde,"""Chiclé,"" (pronounced 'CHEE - CLAY'), the Spanish word for chewing gum, addresses the innocence and incorruptibility of a young boy trying to remain on the path to morality in an impoverished third-world community, despite the depraved actions of those around him .",14,Drama,chicle,chicle
5.6,Margaret Corkery,Margaret Corkery,A glimpse at the agonies and boredom associated with recuperation on the beaches of the Irish coast.,9,Drama,killing the afternoon,killing the afternoon
7.6,Mikil Lee Rullman,Mikil Lee Rullman,"The Road That Bind Us is a bittersweet, dark Comedy that follows three separate, but interweaving, stories. It is a poetic, humorous and uniquely suspenseful film, that will captivate you as the characters move toward their tangled destiny--and a powerful conclusion--on the outskirts of a sleepy, little town.",39,Drama,the road that binds us,the road that binds us
7.9,"['Danica Mc', 'Kellar']","['Danica Mc', 'Kellar']",A dark and beautiful fantasy of a woman who would do anything to mend her broken heart... Anything.,-,Drama,broken,broken
6.9,Edford Banuel Jr.,Edford Banuel Jr.,An imprisoned father makes a final attempt to reconnect with his son through a videotaped message. But is it too late?,-,Drama,a message from pops,a message from pops
9.6,Josh Telson,Josh Telson,"A down-on-her-luck insurance investigator, Wendy Mann, reluctantly agrees to spy on a client's wife after he begins to doubt her fidelity. Needing money for her son's college tuition, Wendy gets dragged into a blackmail scheme that takes her far over her head...",22,Drama,empty,empty
-,"['Matt Mc', 'Usic']","['Matt Mc', 'Usic']",-,5,Drama,revere,revere
-,Nicolás Melini,Nicolás Melini,-,8,Drama,hijo,hijo
7.1,Dennis Todorovic,"['Melanie Andernach', 'Dennis Todorovic']","After the death of his young bride, Nenad (Branko Tomovic) travels to Montenegro with his father-in-law (Pedja Bjelac) to her funeral and faces a different approach to life.",-,Drama,amor fati,amor fati
8.0,I. Michael Toth,I. Michael Toth,"In this sumptuously shot short film from writer-director I. Michael Toth, a disillusioned man's chance encounter with a hitchhiker and his dog forces him to reconsider the possibilities of his life.",39,Drama,cast in gray,cast in gray
-,Antonio Arellano,Antonio Arellano,-,11,Drama,se viste con puñales,se viste con puñales
-,Alejandro Guzmán Alvarez,-,-,27,Drama,el otro josé,el otro josé
-,Paola Chaurand,Paola Chaurand,-,18,Drama,el viejo,el viejo
-,Martin Hardly,-,-,28,Drama,manitas sudadas,manitas sudadas
7.0,"['Robert Cochrane', 'Robert David Cochrane']","['Robert Cochrane', 'Robert David Cochrane', 'Stephen King']",A down-on-her-luck chambermaid in a ramshackle Carson City hotel gets a quarter for a tip. What she doesn't realize is it's a 'Luckey' Quarter.,12,Drama,luckey quarter,luckey quarter
-,-,-,Reparto principal,16,Drama,después del invierno,después del invierno
-,Gabriel Diazmercado,"['Gabriel Diazmercado', 'Antonio Flores Orozco']","Alex is contacted by Elissa, a woman he thinks he doesn't know. Leo, Alex best friend, tries to stop the encounter, aware of the past. But Leo is accidentally killed, and Elissa loses her memory, giving them the chance of a new start.",20,Drama,if,if
-,Arcadi Palerm-Artis,Arcadi Palerm-Artis,-,10,Drama,mantra,mantra
-,César Gutiérrez Miranda,César Gutiérrez Miranda,-,12,Drama,cronologia de una ausencia,cronologia de una ausencia
-,J.M Cravioto,J.M Cravioto,-,14,Drama,razor dream,razor dream
-,Arleen Lopez,-,-,-,Drama,jayson,jayson
7.3,Pouria Montazeri,Pouria Montazeri,"A young man's longing for truth is answered by an unseen force, which indirectly takes him through the journey of discovery in this exciting yet surreal day of his life.",15,Drama,the tulip grower,the tulip grower
7.9,Natalie Sutherland,-,"Desperate to break free from his life in rural NSW, Brendan is inevitably confronted with the reality he has been trying so hard to escape",11,Drama,in the middle,in the middle
7.0,Tania Yuki,Tania Yuki,-,7,Drama,"too sunny, too cold","too sunny, too cold"
-,Iyari Wertta,Iyari Wertta,-,16,Drama,las nuevas chicas superpoderosas,las nuevas chicas superpoderosas
7.1,Alex J. Cameron-Sinclair,Alex J. Cameron-Sinclair,"Karl, an inmate, sits in solitude to talks about life, sex, and the pursuit of an under aged girl to his ""cellmate"" before he ends his life.",11,Drama,sugar and shit,sugar and shit
6.9,Adam Salky,David Brind,"High school senior Ben secretly lusts after bad boy classmate Johnny. After Ben gives Johnny a ride home one night, the boys end up in Johnny's swimming pool and have an encounter that breaks the rules and blows Ben's mind.",16,Drama,dare,dare
-,Yoame Escamilla,Yoame Escamilla,"The investigation into the strange death of a young woman on a lonely beach gets complicated, when her mother , her best friend and several witnesses give differing accounts about the final hours prior to her death.",22,Drama,post mortem,post mortem
5.6,Issa García-Ascot Ogarrio,Edgar San Juan,"During a hot summer day in Barcelona, Santiago and Peter plot to get rich at their boss' expense, but they don't know that their plans are far from coming true.",10,Drama,ayss,ayss
8.0,Arturo Sampson,"['Damián García', 'Arturo Sampson']",-,14,Drama,godot,godot
