,puntuacion_imdb,direccion,guion,argumento,duracion,titulo, anio
1278,-,Rajprabhu,Raj Prabhu,"Satish is an everyman who leads a rather uneventful life. However, things are about to change, with a series of eerie and inexplicable events beginning to unfold in his secluded little apartment. Could there be a supernatural element behind all of this? Or is he slowly losing his mind?",114,illa,2017
1279,-,Shashank Raj,Hamsaraj,-,117,hani hani ibbani,2017
1280,6.9,N. Arun Lokanath,Upendra,"After the death of a flirtatious zamindar named Bangarraju, Yama sends his soul back to earth to fix the quarrels of his family.",149,upendra matte baa,2017
1281,-,Vemagal Jagannath Rao,Vemagal Jagannath Rao,-,137,anveshi,2017
1282,-,Neenasam Manju,Kotiganahalli Ramaiah,"Mooka Hakki follows the life and times of three nomadic siblings. The film chronicles how the trio refuses to be bogged down by their hardships and the discrimination they face from the society, and strives to aspire for better things in life.",119,mooka hakki,2017
1283,-,Isha,-,"Revolving around women's rights, the movie sees five women going to a stranded bungalow and go through mysterious events.",132,women's day,2017
1284,-,Antony Kamal,Nelson Rogers,"Rekha, the daughter of a rich business magnet, Rekha under mysterious circumstances is found dead in the bathtub of a five-star hotel where her mother is one of the business partners. In a twisted turn of events, Balaji, a drug-addict and Rekha's estranged uncles confesses of committing the murder. However, before he is arrested, he too is mysteriously found dead. Wha... Leer todo",107,roopa,2017
1285,-,Om Sai Prakash,-,"When an honest policeman arrives in Vasanthnagar, the residents believe that he will combat crime in their community. But he is assigned an interesting case that he struggles to solve.",-,real police,2017
1286,-,Suresh Heblikar,Suresh Heblikar,"A story is taken from real life instances which occurs around a family and its surroundings that reveal, step by step, the twists, and turns in human thinking and behaviour. It attempts to portray the intrinsic nature of how human emotions like love, attachment, greed and passion shape and mold our thoughts and behaviour.",122,mana manthana,2017
1287,-,Anand P. Raju,Anand P. Raju,An underworld criminal is mistaken as the long-lost daughter of a village chief which changes her perception and develops her strength to tackle their problems.,138,veera ranachandi,2017
1288,5.1,Jaggesh,Jaggesh,"A mimicry artist, Melukote Manja who always borrows money from many people which leads him to trouble. He does things to annoy his family and the villagers.",-,melkote manja,2017
1289,-,Vinay Ratnasiddi,Vinay Ratnasiddi,"The college going students tagged as ""the common man"" which indicates that Engineering is applicable to every person. The film is how a common man leads his Engineering college life which is filled with memorable instances.",-,engineers,2017
1290,-,Madhu Diwakar,Madhu Diwakar,-,126,kalaberake,2017
1291,-,Ravi Karanji,S. Raveesh,multi-talented orphan with no goals in life. And what happens when an independent woman enters his life and how his life changes due to this.,148,ajaramara,2017
1292,7.7,S. Narayan,Nagraj Manjule,"A poor boy Parshu is in love with upper caste Sanju, who is the daughter of the local politician. They are attracted to each other and a young romance is blossoming. But with caste politics and opposition at play, trouble seems in store ahead for them. Will they be able to fight their love?",152,manasu malligey,2017
1293,-,Sebastin David,Sebastin David,a false dowry case and the problems faced by the men and his family in such situations.,-,dhwani,2017
1294,-,Kashi Vishwanath,Kashi Vishwanath,"Prem a victim of 'love failure', who has taken a vow not to love anyone in life. The case is same with Preethi who is fed up with harassment by her lover. But their life takes a turn when they fall in love with each other. Everything seemed perfect in their lives until one day when Prem's ex-girlfriend returns and wants to give their relationship another chance.",130,preethi prema,2017
1295,-,Guru Murthy,Kamal,A couple experience eerie paranormal activities after entering a bungalow.,130,soundarya nilaya,2017
1296,-,Joey Watson,Joanna Castle Miller,"Following a bizarre medical complication, Mavis awakens to discover she is sometimes 100 years in the past as well as 100 years in the future. Discovering she has identities in three eras, she must decide which one to choose forever.",75,which way there,2017
1297,-,Krishna Chandra,"['Malavalli Sai Krishna', 'Mussanje Mahesh']","Century Gowda dies with an unfulfilled wish to see his grandson married. Meanwhile, a city girl, Jyothika, comes to the same town and her short clothes and yoga have people talking. Will Century Gowda find peace eventually?",-,thathana thithi mommagana prastha,2017
1298,-,A.R. Ramesh,A.R. Ramesh,-,104,e1,2017
1299,-,Murali .S.V.,Murali .S.V.,-,121,kadhal,2017
1300,-,Zoom Ravi,Zoom Ravi,-,-,parchandi,2017
1301,7.0,Manju Vishnuvardhan,-,-,135,sneha chakra,2017
1302,-,Shyam Shimoga,Shyam Shimoga,"Srujan, a technical engineer working in a car company is smitten by his colleague Amita Kulal and as they prepare together to go to a foreign location for an onsite assignment it draws the jealousy and ire of the fellow team members, especially Manoj who has a crush on Amita. To prevent Srujan and Amita from going abroad, Manoj sabotages Srujan and sends goons to thre... Leer todo",126,happy journey,2017
1303,-,Jadesh Kumar Hampi,Jadesh Kumar Hampi,Raj belongs to a wealthy family and believes in living life to the fullest. He learns about Hamsa through a dead man's personal diary and falls in love with her.,144,rajahamsa,2017
1304,-,M.S. Ramesh,M.S. Ramesh,-,134,krishna s/o c m,2017
1305,-,M.R. Kapil,M.R. Kapil,"Shivanna is the ideal citizen, who resides in the birthplace of poet-writer Dr Doddarange Gowda. He considers the writer his idol and also sings all his famous songs at concerts. His dream is to bring his idol to their village and celebrate his greatness.",139,halli sogadu,2017
1306,7.9,K. Ram Narayan,K. Ramnarayan,The movie portrays a thrilling story about a cop who travels from one place to another to KRACK a murder mystery.,143,krack,2017
1307,-,Lakshmiraj Shetty,Lakshmiraj Shetty,-,-,h yarige,2017
1308,-,Guruvendra Shetty,Guruvendra Shetty,"Rashi, a young girl somehow finds out that the soul of Mahatma Gandhi has entered in a 500 Rupees note and immediately sets off to find it. During the course she meets Jay, who is smitten by her, agrees to help her find the note. Will they find the note and what will Mahatma Gandhi say seeing the present condition of India forms the crux.",119,5th generation,2017
1309,-,K. Shivarudraiah,-,"A Dalit youngster wants to bring about social reform in his hamlet. Meanwhile, there's the landlord of the village who partakes in being an active member of the sand mafia by the river bank. And then there's a young couple seeking refuge here, where the woman catches the fancy of the village Casanova.",-,maarikondavaru,2017
1310,-,-,-,"Lakshmi seeks help from a psychiatrist to cure her husband, Narayana, of his extreme psychological disorder which acts a barrier in their relationship.",115,lakshmi narayanara prapanchane bere,2017
1311,6.3,Dayal Padmanabhan,Dayal Padmanabhan,"A village boy becomes a compulsive liar in order to lead a trouble-free ad convenient life, until his choices land him into bigger troubles.",163,sathya harishchandra,2017
1312,-,Aanjinayya .K.,Aanjinayya .K.,-,141,thikla kambaniya kathe,2017
1313,-,A.R. Mastan,A.R. Mastan,-,128,sithara,2017
1314,-,Shashank Raj,Shashank Raj,-,128,haalu thuppa,2017
1315,-,-,-,Reparto principal,-,monalisa: a tale of lost innocence,2017
1316,-,Jagadeesh Muniswamy,Jagadeesh Muniswamy,What could have been a lovely tale mixing the lives of an older trio of friends with a younger one ends up being a confused rushed up tale in the end.,130,april na himabindu,2017
1317,-,Sandeep Daksh,Sandeep Daksh,-,128,biko,2017
1318,-,Raghu .S.,-,"A short-tempered Bhuvan who often gets into altercations with everyone around him, engages in a dangerous situation that could affect the safety of his wife.",113,kidi,2017
1319,-,S. Mahendar,S. Mahendar,"Kiran is an honest and sincere inspector who gets posted in a town that has many misgivings. While he tries to set things right and also finds love, he also discovers that this is the place that has made him an orphan and he has to avenge his parents' killing.",139,once more kaurava,2017
1320,-,Devraj Kumar,Devraj Kumar,"A group of robbers break into the house of a visually-impaired veteran after learning that he has won a large sum of money. Much to their horror, they realise that the old man is not that helpless.",111,nishyabda 2,2017
1321,-,Sathya Samrat,Sathya Samrat,-,122,gayatri,2017
1322,-,Vikram K. Kumar,-,"After Karan saves Sonu from a group of thugs, the latter falls in love with him. However, she is unaware of his dark past and deep secrets.",131,simha hakida hejje,2017
1323,-,M.S. Ravindra,M.S. Ravindra,-,104,kharabath,2017
1324,-,Santosh Shriramudu,-,-,126,jayasurya,2017
1325,-,Buddha Dev,-,-,108,part-2,2017
1326,-,Om Sai Prakash,-,"While making a phone call from a phone booth in Worli, Mumbai, Bachubhai alias Tony Khosla, a businessman, who lives with his wife, Lakshmi, and a young daughter, is interrupted by a male. He manages to shove him out, but is interrupted again by another male, and when he shoves him out, this male pulls out a gun but is shot dead by a third unknown male. This third mal... Leer todo",122,yudha kanda,2017
1327,5.0,Nagashekar,"['Pradhyumna V Kashyap', 'M.S. Ramesh']","When Maasthi learns about poaching incidents in a nearby jungle, he decides to take it upon himself to prohibit poachers from killing wild animals.",150,maasthi gudi,2017
1328,-,Gireesh Mulimani,Krish Rangaswamy,-,136,raajaru,2017
1329,-,Yogesh Master,Yogesh Master,"A hotel worker who sets his eyes on Padma trying to woo her, learns that she's waiting for her childhood love to return and subsides his feelings respecting her decision.",123,marali manege,2017
1330,-,K. Shankar,K. Shankar,-,-,pokari raja,2017
1331,-,A. Venugopal,A. Venugopal,-,130,nuggekai,2017
1332,-,Horacio Florentín,-,"A couple of young political activists is kidnapped during the last Argentine military dictatorship. Suffering the expected consequences, they get to know each other through some abandoned pipes, where love is born, giving hope and encouragement to each other. The love they soon feel for each other gives them hope and encouragement.",70,el secreto libre,2017
1333,-,Martín Santamaría,-,-,-,don giovanni,2017
1334,-,Sandeep Daksh,Sandeep Daksh,-,129,ee kalarava,2017
1335,-,Nagaraj Arehole,-,-,-,keetle krishna,2017
1336,-,Dakshina Movrthy,Dakshina Movrthy,A young woman faces mysterious situations while struggling to bring back her lover into her life. But things take a turn for the worse when she is forced to battle a demon.,119,karaali,2017
1337,-,Mallikarjun Hoysala,-,"Tab lays emphasis on children, their childhood, and their innocent hearts. Highlighting how negativity of any sort can affect the child's man, the movie, by means of a tab, an electronic gadget, gives out an important message to all the parents to carefully craft their child's life.",127,tab,2017
1338,-,R. Ravindra,Ashwini Ramprasad,A honest youngster who believes in Gandhian ideologies decides to chart out a plan to eliminate bribing and corruption present in the system and expose the criminals to gain justice.,121,sarkari kelasa devara kelasa,2017
1339,-,Mussanje Mahesh,Mussanje Mahesh,"The movie revolves around Gangsters, Love and Police. The movie is inspired and made on real incidents which happened in late 70's and early 80's. It's about the gang and their love interest. The fight between Police and the gangsters shown in a very different way. And what happens to the gang and their love interest is the surprise element.",126,jindaa,2017
1340,-,Arjun Kishore Chandra,-,"A dejected lover starts his never ending journey on his bicycle where he discovers himself, and works harder to overcome his rejection.",-,life 360,2017
1341,-,Vijay Palegar,Vijay Palegar,"An amateur set designer visits a dense forest to erect a set for an upcoming movie. However, he realises his mistake when he is informed of the growing tiger attacks in the forest.",144,trigger,2017
1342,-,Mahantesh Ramdurga,Mahantesh Ramdurga,-,133,baragala,2017
1343,-,G. Umesh,N. Prema Yuvaraj,"In the typical village in Mandya is a dysfunctional bunch, which included oldies manning the panchayat, young boys who have gone astray, a widow who is shoulder the burden of her family and a cunning lawyer. When the village sees a good teacher enter, can she bring forth reforms?",127,halli panchayathi,2017
1344,-,Prasanna Shetty,-,-,121,nammoor haiklu,2017
1345,-,Vijay Mahesh,Vijay Mahesh,-,132,nanobne ollevnu,2017
1346,-,Rajesh R. Balipa,Hrudaya Shiva,"A para-psychology student brings home a peculiar looking box with satanic symbols etched on it, that unleashes a world of dangers with it.",105,shwethaa,2017
1347,-,Ravi Basappanadoddi,Poornesh Sagara,'Enendu Hesaridali' focuses on the lives of three characters who discover the meaning of love in their respective relationships.,112,enendu hesaridali,2017
1348,-,Santosh Kumar,-,"After having their hearts broken by their respective partners, three boys decide to reassess their choices by working to achieve something in life.",122,students,2017
1349,-,Manju Heddur,Manju Heddur,-,140,gapallondu cinema,2017
1350,7.3,Murali Gurappa,"['Murali Gurappa', 'Suman Jadugar']",Sanjay and his friend lock up an unknown criminal whom they torture and interrogate to elicit answers and reveal the person responsible for the death of his mother.,126,siliconn city,2017
1351,-,Aryaa M. Mahesh,-,"Kolara is a biopic based on the real-life-gangster who was notorious for murder, dacoit and robbery in and around KGF, TN and AP and the subsequent encounter of him and his brothers by the police.",161,kolara,2017
1352,-,Raja Ravishanker,Raja Ravishanker,-,100,bhagavad sri ramanuja,2017
1353,-,Manju Maskalmatti,Manju Maskalmatti,"An orphan Tagaru who ardently follows the orders of his masters, starts to defy and debate his opinions when he falls in love with a woman.",-,yugapurusha,2017
1354,-,Shashidhar .B.,Shashidhar .B.,-,119,bannada neralu,2017
1355,-,Sridhar,Sridhar,-,122,meenakshi,2017
1356,7.0,Kiran Chandra,Kiran Chandra,"Devru, an orphan, throughout his course of life meets three women who play an important role in shaping his personality and choices.",159,kireeta,2017
1357,-,Dayal Padmanabhan,Dayal Padmanabhan,"In order to decide who gets to propose, best friends Sandeep and Madhav, who like the same girl, resolve their dilemma by tossing a coin.",146,toss,2017
1358,9.0,Sanjoy Bardhon,-,"Giaa and Arnab are a married couple, who visit Arnab's ancestral palace 'Chowdhury Rajbari' for a romantic getaway. Once there, Giaa experiences strange occurrences and memories of a past life. In her search for truth, Giaa comes across Dr. Oindrila, who assists her in her search. But trouble starts when they come across more questions, instead of answers.",138,chowdhury rajbari,2017
1359,7.8,Ray Nicholas Hosack,Ray Nicholas Hosack,What happens when the price of happiness becomes too great to pay?,81,portrait of an american family,2017
1360,-,Paul Walker,Paul Walker,-,87,how do you feel,2017
1361,-,Li Siwei,-,"Tang Wen Xuan is a freshman at college where he meets Long Lin who is a member of the boxing club and falls for him. Later, he joins his club and starts to learn boxing. Unfortunately for him, and as his feelings for Long Lin start growing day by day, the latter falls for another girl, initiating a love triangle.",65,awakening love,2017
1362,6.6,Sudevan,Sudevan,-,-,akatho puratho,2017
1363,-,Harish,Harish,-,133,style raja,2017
1364,-,Ruthvik Deshpande,-,-,94,rush,2017
1365,3.9,H.M. Srinandan,H.M. Srinandan,A cute love story which encounters obstacles that challenges their love.,133,lee,2017
1366,-,G.N. Rudresh,G.N. Rudresh,-,133,hai,2017
1367,4.7,S.R. Ramesha,-,"A bar accountant falls in love with his neighbour. But their love doesn't seem a bed of roses with many impediments that lead the two lovebirds to Mumbai. Baddies, revenge, action and melodrama make for the rest of the film.",147,mumbai,2017
1368,-,Kantha Kannalli,Kantha Kannalli,"A disobedient young man is pardoned for his Naxalite activities and resumes studies. He loves a girl but her father disagrees to accept their love and him. Later, he again falls in love with a girl not knowing that she is Indu's sister.",132,jalsa,2017
1369,-,Gali Lucky,-,"It is the story of an old man, Century Gowda, his son Gaddappa and his grandson Abhi. Century Gowda is a man of ethics who lives with morals. Whereas his son and grandson are quite contrast to him. In Spite of his efforts, they continue with their lazy and irresponsible lifestyle. This is a worry to the old man. At last they realize their fault and Century Gowda becom... Leer todo",101,en nin problemmu,2017
1370,-,B.M. Giriraj,B.M. Giriraj,"Hopefully everybodys more conscious about waste management directly or indirectly. Nowadays its been a fashion, before or after following have you ever given a thought for even a second what happens with lives of the people associated with manual labors and why only these people who are considered as lower class only take up these kind of odd jobs. They generally are ... Leer todo",124,amaravathi,2017
1371,-,Reza Dormishian,"['Reza Dormishian', 'Fatemeh Doost Fatemeh']",-,-,white chairs,2017
1372,-,Byron Bryant,Byron Bryant,"When her husband unexpectedly dies, Sinang is forced to take over their farming business. But is her resolution and diligence enough to keep it going?",90,sinandomeng,2017
1373,-,Victoria Vic,Victoria Vic,"Pearls with a small mutation reappear on a South Atlantic coast, when a musician is attracted to the edge of the beach. They are the same pearls that would have led the pearl hunting profession in Japan to extinction. A young beatnik is called to take the pearls back to their place of origin. A reinterpretation of the myth of the siren song.",71,astracã,2017
1374,-,Vic Acedillo,Vic Acedillo,-,105,kamunggai,2017
1375,-,Rashid Suleimenov,Rashid Suleimenov,-,87,arman. when the angels sleep,2017
1376,-,"['Carmen Alcobio', 'Tiago Antunes', 'Mariana Branco']","['Margarida Castro Almeida', 'Tiago Antunes', 'Joana Calado']","The most meta-crazy talk show on the cyberweb. We invite you to embark on our irreverent, insightful and hilarious program: a combination of NOVA FCSH's most varied talents, heads and arms.",102,mais ar à esquerda,2017
1377,-,Topel Lee,Sigfreid Barros-Sanchez,"This is the story of one of the most neglected people in the workforce of the Philippine society, the fish pen boys.",104,baklad,2017
1378,9.4,Rajeev Kumar,"['Rajeev Kumar', 'Jagdish Sachdeva']",-,101,ek anokhi dulhan - saavi,2017
1379,-,Makis Moraitis,Makis Moraitis,-,109,"lixouri, antio",2017
1380,-,"['Aris Ionas', 'Lakis Ionas']","['Aris Ionas', 'Lakis Ionas']",-,84,the great eastern,2017
1381,-,Hosein Ganj Khani,Hosein Ganj Khani,-,76,horam,2017
1382,-,Sheung-shing Chan,Sheung-shing Chan,-,45,bethanie,2017
1383,-,Joseph Bolz,Joseph Bolz,-,-,markus specht,2017
1384,-,Rutwij Vaidya,Rutwij Vaidya,The film name is - Befikar Besahare. its a light hearted romantic situatiuonal comedy film with a strong message to Society. The film talks of the lives of 6 MBA students - during and after MBA.,93,befikar besahare,2017
1385,-,Feng Li,"['Feng Li', 'Yihan Wang']",A basketball duel between the hometown prodigal son and the local bully.,93,invictus basketball,2017
1386,7.8,Aravind,Prabhakar Shanmugam,"TNT is a political and investigative thriller that attempts to unearth the conspiracies that resulted in the 1997 communal riots in Coimbatore, which resulted in the death of 18 Muslims.",-,thelivuppathaiyin neesa thooram,2017
1387,7.1,Yong-Geun Kwak,Gi-ho Ha,A young mother takes interest in her friend's son. Her interest in him makes her forget herself and drives her to pursue him.,83,an affair: my friend's mom,2017
1388,-,Monish Pawar,-,Drought stricken village farmers commit suicide due to lack of rain a little boy Dadya is scared after his neighbor commits suicide as he feels his father Kisnya might take the same step.Its been three years village is been in drought and farmers are dying out of hunger and debt as farming is their main source.Dadya then decides to bring rain to village by following o... Leer todo,-,dhondi,2017
1389,6.4,Ganesh Shinde,Ganesh Vasant Shinde,"In drought stricken Maratha village Shankar Shinde is facing lot of troubles due to scarcity of rainfall ,his sister Rukhmani's husband Vitthal commits suicide while Shankar is in debts with village Savkar.Shankar's trouble seem to have no end even after completing his education his son Ganesh does not have a job while younger daughter commits suicide as she does not ... Leer todo",-,ek maratha lakh maratha,2017
1390,-,Darrell Roodt,"['Mark Dicason', 'Anton Ernst']",-,86,the little kings,2017
1391,-,Stanlee Ohikhuare,Michael Ndubuisi Oduocha,"Behind the Wheels captures the plight of a certain truck driver called Jimoh, and his colleagues at a local depot.",110,behind the wheels,2017
1392,-,Theo Treppa,-,-,-,day at park,2017
1393,4.3,Alberto Muenala,Alberto Muenala,"KILLA is the fight for the land, the corruption of the elite, the magic of the towns and the nationalities created from the Kichwa feeling.",61,killa,2017
1394,-,Swagato Chowdhury,Anindita Chakraborty,-,130,naayikar bhumikay,2017
1395,-,Edmond Budina,Edmond Budina,-,-,broken,2017
1396,5.7,-,-,-,-,com si fos ahir,2017
1397,-,Roland Schimmel-Pfennig,Roland Schimmel-Pfennig,-,132,das beziehungskonto,2017
1398,-,Morteza Zolfaghari Nasab,Morteza Zolfaghari Nasab,"The story of this film narrates the life of three friends named Mohsen, Hamid and Hesam who dream of a smuggled trip to Europe and consider it as a kind of utopia. Deceived by false advertising, he decides to travel to Europe to be smuggled. The day the three friends are going to travel, they notice the sudden absence of Elham and Hamid and .",-,eternal sleep,2017
1399,-,L.M. Gowda,-,A girl from an affluent family falls in loves with their innocent house help with dire consequences.,90,nammurali,2017
1400,-,Cice Rivera,Cice Rivera,-,-,reckless soul,2017
1401,-,Joseph Nenci,Joseph Nenci,-,-,re-birth,2017
1402,-,Yuehui Chen,Xiaodan Zhang,"Set in the future world, the movie tells the story of three girl members of the popular idol group ""Laser Girls"". Their true identity is a reserve member of the mysterious organization X-Force (similar to SHIELD ). The three girls are in a series of contradictions. The friendship gradually sublimated, and discovered the evil conspiracy of Doctor Mechanics, in order to... Leer todo",70,the beast girls,2017
1403,6.1,Scott William Alvarez,"['Aric Hornig', 'Robert A. Walker']","A mentally-ill psychiatrist, refusing to take her medications while on leave for the death of her daughter, returns to work with her police detective ex-husband on a serial-torturer case.",-,drowning,2017
1404,4.2,Jeff Kopas,"['Jeff Kopas', 'Doug Taylor']","Tortured by the memory of a childhood trauma, a woman returns after a decade to her family's fly-in hunting lodge to assist her siblings with their dying father, only to find herself stuck in a life threatening nightmare.",95,blood honey,2017
1405,-,Gerard Barrett,Gerard Barrett,Twenty-four hours in the life of a young Irish mother and child as they battle homelessness while living in emergency accommodation.,90,limbo,2017
1406,6.3,Oren Uziel,Oren Uziel,-,86,shimmer lake,2017
1407,5.8,Alexander Payne,"['Alexander Payne', 'Jim Taylor']",-,135,downsizing,2017
1408,6.7,Ozod Shams,"['Feruza Fattohova', 'Saida Vahobova']",-,85,sevadi sevmaydi,2017
1409,-,Leonardo Cabezas,Leonardo Cabezas,"According to the RAE (Royal Spanish Academy), Choir: group of people gathered to sing, Citizen: good person, free habitant of ancient cities. But, what happens when these citizens fluctuate between the ages of 8 to 85, come from different realities and have opposing beliefs? This documentary intimately and closely portrays the process of a heterogeneous human group of... Leer todo",45,todas las voces: el coro ciudadano de providencia,2017
1410,-,Shelly Silver,-,"A disturbing intrusion into the luxurious homes of Silicon Valley. Using an aggressive soundtrack and a full frame often fractured into small rectangles covered by text, Silver reveals a deafening violence behind the glittering beauty and deceptively calm of this suburban landscape. There is no human presence, but the homes seem to contain a memory of disturbing event... Leer todo",50,a strange new beauty,2017
1411,-,Cici Zhu,Cici Zhu,-,-,forget me not (faithess romance),2017
1412,-,Rostislav Musaev,-,-,-,gerasim,2017
1413,-,Peter Crawford,Peter Crawford,-,-,the talk,2017
1414,8.5,Bayarsaikhan Damba,-,A man who has left society behind is called back by the tragedy of his father's passing away. He returns home and finds unexpected romance.,113,passer by,2017
1415,-,Raj Gorde,Raj Gorde,Ghaat is a simple story of a boy and family who live near a river bank where the last rite rituals are performed. It highlights their daily struggles to earn a living.,90,ghat,2017
1416,-,Anand Bachhav,"['Murlidhar Bhawsar', 'Santosh Hudalikar', 'Bipin Shaygude']",the story of one such woman who has fallen prey to a social issue.,147,nirbhaya,2017
1417,-,Calvin Main,Dorothy Thurston,"A young, modern day actress (Claire) and writer boyfriend (Jeremy) awake in their hotel room and go their separate ways for the day. Jeremy goes off to negotiate terms for producing his latest screenplay while Claire is left bored and alone. She discovers a screenplay in his luggage that portrays a dramatized retelling of their meeting and relationship within a 1955 s... Leer todo",-,for claire,2017
1418,6.8,Mashti Allan,-,"A clueless solitary family living alone at the bottom of an abyss begin to believe that their lives are a lie and are living in an alien simulation made to study human beings. After they begin to investigate, the bizarre beings begin to reveal themselves to the disoriented family.",106,near,2017
1419,-,Mani Shankar Iyer,-,-,-,azhagana en charupriya,2017
1420,5.8,Jeffrey Blitz,"['Mark Duplass', 'Jay Duplass', 'Jeffrey Blitz']",-,87,table 19,2017
1421,-,Mejanur Rahman Labu,Mejanur Rahman Labu,-,-,tukhor: operation club d,2017
1422,6.4,David E. Talbert,-,-,102,another man will,2017
1423,-,Aron Szabo,-,-,-,eleonora,2017
1424,-,Atef Shukri,Usamah Fahmi,"A group of people in a hotel, including a husband and wife, security men and hotel workers. The wife discovers that her husband has a relationship with a girl in the hotel's nightclub, which causes her to weaken and betray her husband with one of his friends, then the husband discovers her betrayal to him with his friend, so he seeks to take revenge.",-,el-funduq,2017
1425,7.3,Roger Michell,Nina Raine,"Friends take opposing briefs in a rape case. The key witness is a woman whose life seems a world away from theirs. At home, their own lives begin to unravel as every version of the truth is challenged.",127,national theatre live: consent,2017
1426,-,A R Ravindra,"['Keshav Chandra', 'A.R. Ravindra']",-,-,chalagaara,2017
1427,-,Vijay Thammana,Vijay Thammana,-,-,deal,2017
1428,-,Shivaji Lotan Patil,-,-,-,chandrabhaga,2017
1429,-,David Z.,Louise Tete,-,98,la fille de menage,2017
1430,-,-,-,Ver la información de la producción en IMDbPro,-,tenmei no ko - cho shi minashigo,2017
1431,-,Miroslav Bata Petrovic,-,"Katinka Savcic was the wife of Milos Savcic, one of the most important Serbian builders and businessmen from the end of the 19th century until the Second World War. Katinka was a German who became related to the Serbian people and as such refused to cooperate with the Germans in 1941. That is why, together with the children and their families, she was expelled from th... Leer todo",75,katinka,2017
1432,-,-,-,Ver la información de la producción en IMDbPro,-,jitsuroku yakubutsu no daisho --sei ni oboreta on'na - 2,2017
1433,-,Vincent Roumagnac,"['Outi Condit', 'Vincent Roumagnac']","She arises from the crisis of the actorly body as an intersection of affective/material/corporeal/discursive tensions at stake in the dispositif of theatre. She presents eight variations on thespian affect, corporeality, and gaze.",52,the actress,2017
1434,-,"['Dany Grepande', 'Lassa Kossangué']",-,-,73,ozagin,2017
1435,-,Akrom Shohnazarov,-,-,90,hamroh,2017
1436,-,Alex Reuben,Alex Reuben,"An improvised essay film about improvisation which explores the meaning of freewill, dance and synchronization in the age of populism.",66,gingerella (rockafela),2017
1437,-,Rosso R. Fiorentino,Rosso R. Fiorentino,"Sole and Baleno. Federico Aldrovandi. Katiuscia Favero. Giuseppe Uva. Stefano Cucchi. Five dramatic stories which since 1998 have shaken Italy, causing debate and dividing the public awareness.",77,figli come noi,2017
1438,-,Keshava Murthy,Keshava Murthy,-,116,badami halwa,2017
1439,-,Caz Chidiebere,-,For not having a son his uncle and wicked wife collided to kill him so that they'll inherit their father's properties will they succeed?,226,days of tears,2017
1440,-,Thabo Ramet,-,A magician traveling to Africa employs the assistance of a young apprentice during the turbulent time of apartheid.,-,magic lost in transformation,2017
1441,-,"['Jackie Chow', 'Wai Wong']",-,-,-,footprints,2017
1442,-,Sajid Khan,-,-,112,saathi,2017
1443,-,Devdas Menon,Devdas Menon,-,112,yashoda,2017
1444,-,Rafiq Khan,Rafiq Khan,-,137,chimmanbhai ni chaal,2017
1445,6.4,Manoj Nathwani,Manoj Nathwani,-,138,love story ma locho padyo,2017
1446,-,Pravin Chaudhary,-,-,115,jiv thi vali mari janudi,2017
1447,-,Bhagwan Waghela,Bhagwan Waghela,-,135,janu mari lakhoma ek,2017
1448,-,Bharat Gadhvi,Harshad Gadhavi,-,141,love virus,2017
1449,-,Himanshu Patel,Abhishek Vyas,-,140,love lafru lagan,2017
1450,-,Yuvraj Jadeja,Yuvraj Jadeja,"A boy from an ordinary household is often told by his mother that their living conditions would get better once he becomes a big man. His wish to grow big is miraculously heard by a saint. Although the boy does turn big physically, mentally he continues to remain a boy. Unable to deal with this sudden change, he finds himself in a series of comical events.",121,boss have to dhamaal,2017
1451,-,Jaykar Bhojak,Jaykar Bhojak,A professor and his students come up with a genius plan to rescue a girl who is being kidnapped and used as ransom.,152,thun thun gopal,2017
1452,-,Devang Patel,-,Grand Hali is story of a satirical take on the concept of joint family in today's age. What happens when a domestic helper purposely creates confusion and misunderstandings in a joint family for his guilty pleasure is the crux of the story.,154,grand hali,2017
1453,-,Bharat Sant,Bharat Sant,-,138,rok tok,2017
1454,-,Kkalindi Dave,Kkalindi Dave,A group of friends who lie to their parents and decide to go on a fun-filled trip to Mumbai encounter a serious problem that changes their lives forever.,126,gujarat to mumbai,2017
1455,7.8,Mayur Mehta,Mayur Mehta,-,154,lohi ni sagai,2017
1456,-,-,Dashrath Mewal,-,158,dikra rakhje vardini laj,2017
1457,-,Bharg K. Shah,Bharg K. Shah,"Four college-going friends who are not so studious, enthusiastic, and zealous find different ways to play pranks to avoid being scolded. They live a happy life, until things come crashing down heavily as one of the friends lands in trouble and the others decide to avenge him. In their pursuit they come face-to-face with the people who are out casted from the civilized... Leer todo",-,come on baka,2017
1458,-,Kang'ethe Mungai,Kang'ethe Mungai,A well to do man comes across a woman from one of Nairobi's ghettos. Their initial enmity thaws in something else as she helps him recover his goods following a robbery in which she participated.,71,world tofauti,2017
1459,-,Kkalindi Dave,Kkalindi Dave,A group of friends who lie to their parents and decide to go on a fun-filled trip to Mumbai encounter a serious problem that changes their lives forever.,126,gujarat to mumbai,2017
1460,-,Jagdishchandra Bariya,Jagdishchandra Bariya,-,139,jyare bolavu tyare dodine aavje,2017
1461,-,Heeralal Khatri,Mrugesh Desai,-,151,love you yaar,2017
1462,-,Umashankar Swamy,Umashankar Swamy,-,-,saalada magu,2017
