,titulo,anio,puntuacion_rotten
0,Surviving in L.A.,2020,
1,The Witches,2020,94
2,Jak najdalej stad,2020,
3,The Big 3,2020,
4,Mon cousin,2020,
5,LasseMajas detektivbyrå - Tågrånarens hemlighet,2020,
6,James & Pat & Dave,2020,
7,Guest House,2020,0
8,Curveball,2020,22
9,Girlfriend's reunited,2020,
10,HAM: A Musical Memoir,2020,100
11,La boda de Rosa,2020,
12,In a Silent Way,2020,
13,What Men Don't Know About Women,2020,
14,Pink Skies Ahead,2020,
15,Manchurian Tiger,2020,
16,Losers Revolution,2020,
"17,""Ok, está bien..."",2020,"
18,Berliner,2020,
19,Psycho Ape!,2020,
20,Apples,2020,93
21,Conversaciones,2020,
22,Millennium Bugs,2020,83
23,Miss,2020,
24,I Need You Dead!,2020,90
25,Scare Me,2020,84
26,Honesty Weekend,2020,
27,Le voleur rose: Pink Thief,2020,
28,Tout nous sourit,2020,
29,La Liga de los 5,2020,
"30,""Wanda, mein Wunder"",2020,"
31,Fjols til Fjells,2020,
32,The Prom,2020,54
33,Fair Haven,2020,80
34,Gli infedeli,2020,
35,Adieu les cons,2020,
36,The Last Roll,2020,
37,Bruh.mp4,2020,
38,El Universo En Que Te Amé,2020,
39,Unidad 23,2020,
40,Paapam Cheyyathavar Kalleriyatte,2020,-
41,Serious Men,2020,91
42,Still Today,2020,
43,Les blagues de Toto,2020,
"44,""Love, Weddings & Other Disasters"",2020,3"
45,Hullor,2020,
46,The Perfect Mistress IV: Heartbreaker,2020,
47,10 jours sans maman,2020,
48,Enkel für Anfänger,2020,
49,Meeting Olive & Mitchell,2020,
50,Faith Ba$ed,2020,
51,Boys from County Hell,2020,83
52,Light from the Tower,2020,100
53,The Teacher + Margherita,2020,
54,Sex Spirits,2020,
55,Big Feat,2020,
56,Tales from the Rabbit Hole: A Curious Kitsch Novel,2020,
57,Si muore solo da vivi,2020,
58,Work It,2020,0
59,Bizim Semtin Çocuklari,2020,
60,Frammenti,2020,
61,French Exit,2020,65
62,Coolie No. 1,2020,0
63,L'incredibile storia dell'Isola delle Rose,2020,-
64,Cowgirls and Indians,2020,
65,Druk,2020,
66,The Argument,2020,74
67,12 Hour Shift,2020,77
68,Shubh Mangal Zyada Saavdhan,2020,
69,Fatman,2020,44
70,Pesti balhé,2020,
71,Secret Society of Second-Born Royals,2020,
72,Café Mirage,2020,
73,The Christmas Project 2,2020,
74,Ricos de Amor,2020,
75,Gulabo Sitabo,2020,73
