,titulo,anio,puntuacion_rotten
0,This Wretched Life,2010,-
1,Blind Sided,2010,
2,Anderson's Cross,2010,
3,Rapunzel,2010,
4,Venus & Vegas,2010,
5,Dinner for Schmucks,2010,42
6,Toy Story 3,2010,98
7,Diary of a Bad Lad,2010,
8,Scott Pilgrim vs. the World,2010,82
9,El hada buena - Una fábula peronista,2010,
10,"Guns, Drugs and Dirty Money",2010,100
11,Piranha 3D,2010,
12,Harlem Hostel,2010,20
13,Stiffs,2010,20
14,Barry Munday,2010,47
15,A Woman Is a Woman,2010,71
16,PrimeMates,2010,
17,Ramona and Beezus,2010,70
18,Furry Vengeance,2010,8
19,Love & Other Drugs,2010,49
20,Waste of Space,2010,
21,The Guardians,2010,
22,It's Kind of a Funny Story,2010,58
23,Tooth Fairy,2010,17
24,Plumíferos - Aventuras voladoras,2010,
25,She's Out of My League,2010,57
26,Valentine's Day,2010,18
27,Flipped,2010,55
28,Return to Yucca Flats: Desert Man-Beast,2010,
29,The Kids Are All Right,2010,92
30,Gangster Exchange,2010,40
31,Fauj Mein Mauj,2010,
32,2001 Maniacs: Field of Screams,2010,9
33,Wide Blue Yonder,2010,
34,Zenitram,2010,
35,Touch Wood,2010,
36,Please Give,2010,86
37,AIR: The Musical,2010,
38,Repo,2010,78
39,The Switch,2010,53
40,Letters to Juliet,2010,42
41,Shrek Forever After,2010,57
42,How to Train Your Dragon,2010,99
43,Movin' In,2010,
44,Jackboots on Whitehall,2010,44
45,De gelukkige huisvrouw,2010,
46,Pizza with Bullets,2010,80
47,The Penthouse,2010,9
48,Private Security Officer: Los Angeles,2010,
49,Made in Romania,2010,27
50,Pushin' Up Daisies,2010,
51,L'imbroglio nel lenzuolo,2010,
52,The Chosen One,2010,22
53,Little Fockers,2010,9
54,Lottery Ticket,2010,34
55,Multiple Sarcasms,2010,9
56,Adventure Scouts,2010,
57,Megamind,2010,73
58,The Steamroom,2010,
59,Knight and Day,2010,52
60,Dylan Dog: Dead of Night,2010,4
61,Prime of Your Life,2010,0
62,Jeffie Was Here,2010,
63,Piel de Lija,2010,
64,RiffTrax: High School Musical,2010,
65,The Bounty Hunter,2010,12
66,Let the Game Begin,2010,37
67,Not Another B Movie,2010,
68,Aaj Kal,2010,
69,House Broken,2010,
70,As Melhores Coisas do Mundo,2010,
71,Life as We Know It,2010,30
72,Spud,2010,80
73,For Christ's Sake,2010,
74,The Vampires of Zanzibar,2010,-
75,Quincas Berro d'Água,2010,37
76,Habana Eva,2010,
77,Good Intentions,2010,40
78,Elvis & Madona,2010,
79,Jelly,2010,43
80,See You in September,2010,33
81,Psychosomatika,2010,
82,10 Years Later,2010,43
83,Jerry Cotton,2010,43
84,The University Days of a Dog,2010,
85,Oru Avadhikaalam,2010,
86,Amor en tránsito,2010,
87,Trevor Boris: Over Easy,2010,
88,Les princes de la nuit,2010,
89,Peep World,2010,24
90,Killers,2010,10
91,Cornhole: The Movie,2010,
92,Something Like a Business,2010,45
93,Dirty Girl,2010,35
94,Mars,2010,86
95,Prigode kmeta Pajota,2010,
96,Jackass 3D,2010,
97,A Fork in the Road,2010,36
98,Love Ranch,2010,12
99,Morning Glory,2010,56
100,Mission London,2010,50
101,Miss Nobody,2010,
102,Swishbucklers,2010,
103,Maria Costa's Macho Men and the Women Who Love Them,2010,
104,Donkeys,2010,47
105,Undercover Rascals,2010,
106,The Story of F***,2010,
107,Holyman Undercover,2010,40
108,Rudolfa mantojums,2010,
109,El kaserón,2010,
110,Heels,2010,93
111,Una hora más en Canarias,2010,
112,Harvey Putter and the Ridiculous Premise,2010,-
113,Sint,2010,
114,Boston Girls,2010,50
115,"Qué Sera, Sera",2010,
116,The Myth of the American Sleepover,2010,80
117,The Four-Faced Liar,2010,44
118,Acorazado,2010,83
119,Failing Better Now,2010,33
120,Les aventures extraordinaires d'Adèle Blanc-Sec,2010,
121,Todas las canciones hablan de mí,2010,
122,You Will Meet a Tall Dark Stranger,2010,45
123,Dulha Mil Gaya,2010,36
124,Stag Night of the Dead,2010,43
125,Mr. Nice,2010,53
126,At Best Derivative,2010,-
127,When in Rome,2010,17
128,Kung Fu Magoo,2010,38
129,Prince of Swine,2010,
130,Toonpur Ka Superrhero,2010,
131,Woodshop,2010,29
132,Hello Darling,2010,17
133,My Own Love Song,2010,33
134,Casino Jack,2010,39
135,Jaane Kahan Se Aayi Hai,2010,
136,Crazy on the Outside,2010,8
137,Het leven van een loser,2010,
138,Cemetery Junction,2010,58
139,"You, Only Better...",2010,
140,One Too Many Mornings,2010,80
141,Why Am I in a Box?,2010,
142,Maverick and Ariel's First Ever Ever Movie Hollywood or Else... (Ang pinakamahabang title ng movie sa balat ng lupa),2010,
143,Las Angeles,2010,
144,Next Time Ned,2010,
145,Van Von Hunter,2010,
146,Snatched!,2010,60
147,Creative Differences,2010,-
148,One Wish,2010,
149,The Back-up Plan,2010,17
150,An Invisible Sign,2010,0
151,Alpha en Omega,2010,
152,Gerald,2010,
153,The Wrong Hands,2010,
154,Tug,2010,
155,Leap Year,2010,24
