puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,id_pelicula
,6.4,"['Raúl Ruiz', 'Valeria Sarmiento']","['Raúl Ruiz', 'Omar Saavedra Santis']",-,70,Drama,el tango del viudo y su espejo deformante,tt0062336
,6.3,Dana Offenbach,Dana Offenbach,"LOVE & ORGASMS is a dramatic comedy about women's relationships that explores the emotional challenges of healing a broken heart and the importance of sexual pleasure for women. After a heartbreaking experience, advertising executive Donna Greenberg throws herself into her work. ... Leer todo",82,Drama,love & orgasms,tt0383477
,7.7,Abbi Lake O'Neill,Abbi Lake O'Neill,"Kate McCarthy, a former teen sitcom star who trashed her life through drug abuse, is forced to live, fresh out of rehab, on the one remaining piece of property, her business manager, Charlie has kept out of foreclosure - a run-down apartment building in east L.A. With her one rem... Leer todo",-,Drama,surviving in l.a.,tt0446792
,-,Hector Echavarria,"['Brad Bode', ""Fuad C'Amanero"", 'Hector Echavarria']","1967 China, A young boy (Dax) is left to survive on his own in the middle of no were, after his missionary parents were murdered by rebels. He is found and Raised by a Shawling Temple Monk and becomes skilled in Martial arts. 25 Years later, in Los Angeles he meets a long time fr... Leer todo",-,Drama,duel of legends,tt0849437
,4.7,William Olsson,Catherine Hanrahan,-,97,Drama,lost girls and love hotels,tt0920462
,7.0,Piotr Domalewski,Piotr Domalewski,-,98,Drama,jak najdalej stad,tt10004368
,4.7,Janis Rafailidou,Janis Rafailidou,"In a big city somewhere in the south of Europe, a couple takes care of dead animals and abandoned roadkill as an act to give meaning to their life. Kala azar is a meditation on the paradox of life-circles among beings of different species.",91,Drama,kala azar,tt10006160
73,5.7,Dave Franco,"['Dave Franco', 'Joe Swanberg', 'Mike Demski']",-,88,Drama,the rental,tt10003008
,5.8,Bernard Stora,"['Pascale Robert Diard', 'Bernard Stora']",-,103,Drama,villa caprice,tt10019108
,5.4,"['Rathina Shiva', 'Swami Rajalingam']",Rathina Shiva,A guy from a small-town takes on a ruthless criminal lawyer for his friend and sister(s).,123,Drama,seeru,tt10022990
,5.4,Danielle Arbid,"['Danielle Arbid', 'Annie Ernaux']",-,99,Drama,passion simple,tt10023172
,5.9,Kayode Kasum,Adaora Udeh,"....is a narrative that takes place over the life span of a married couple, their adorable love story starting from how they meet as youths, become friends, their courtship, their marriage and the difficulties they encounter.. they can't imagine their lives without each other unt... Leer todo",86,Drama,sweet face,tt10022726
47,5.6,Paul Solet,"['Paul Solet', 'Adrien Brody']",-,94,Drama,clean,tt10023022
20,4.7,Imtiaz Ali,"['Imtiaz Ali', 'Wajid Shaikh']",-,142,Drama,love aaj kal,tt10023024
,4.9,Kristin Peterson Kaszubowski,"['Kristin Peterson Kaszubowski', 'Martin Kaszubowski']",-,80,Drama,ringolevio,tt10027720
91,6.7,Ruthy Pribar,Ruthy Pribar,-,85,Drama,asia,tt10032266
-,5.6,Karlton Parris,Karlton Parris,"A gritty Northern LGBTQ comedy drama. Blackpool 1953. Two young gay Yorkshire miners, Eddy and Tommy, on their annual holiday there, meet transvestite James Elbridge who is summoning up the courage to do the fabled walk from pier to pier.",105,Drama,once a year on blackpool sands,tt10039338
25,5.9,Carlos Sedes,"['Ramón Campos', 'Javier Chacártegui', 'Salvador S. Molina']",-,119,Drama,el verano que vivimos,tt10042590
,7.2,Alfonso Quijada,Alfonso Quijada,"Set in the coffee fields of Latin America, the movie unfolds through the eyes of Josefina Moreno, an 18 year-old coffee picker, with a rare and amazing sense of smell.",93,Drama,el suspiro del silencio,tt10043458
,6.7,Hugo Pinto,Andreia Azevedo Moreira,-,19,Drama,a escritora,tt10039584
,8.2,Sydney Taivavashe,Sydney Taivavashe,"How do you survive in an isolated village with a small human population and an even larger wildlife one? For Zulu, a rural, cultured man, it is a constant battle for survival. He lives a fantasy of an acclaimed musician. In reality, he is a broken-hearted drunk. He must figure ou... Leer todo",100,Drama,gonarezhou: the movie,tt10041978
92,5.3,Zeina Durra,Zeina Durra,-,85,Drama,luxor,tt10039524
-,6.1,Troy Ruptash,Troy Ruptash,A Ukrainian farmer living in Alberta loses his wife in a tragic accident. Guilt and grief send him into an emotional spiral where mysterious and inexplicable events force him to relive traumatic incidents from his childhood in Ukraine.,88,Drama,they who surround us,tt10042622
42,5.2,Moritz Bleibtreu,Moritz Bleibtreu,-,96,Drama,cortex,tt10056224
,-,Nat Wolff,Nat Wolff,"A young girl who recently lost her father bonds with one of her older sibling's friends at a high school house party. When she experiences her first heartbreak, she takes matters into her own hands.",-,Drama,youngest,tt10055892
,3.5,Robert L. Parker III,"['Crystal Harris', 'Robert L. Parker III']","Four single women reunite together after not seeing each other in so many years. When they meet they discover that they haven't changed much. While together they have wild parties, drinking, dancing and other fun activities. Starring Kaymecia Garvins, Marie Richards, Robin Lee Ni... Leer todo",111,Drama,girlfriend's reunited,tt10054604
,-,António Borges Correia,António Borges Correia,"Hugo, a teenager, imagines a movie about his loneliness.",91,Drama,lonesome boy,tt10058890
50,5.4,Ruchi Narain,"['Atika Chohan', 'Kanika Dhillon', 'Ruchi Narain']","When a college heartthrob is accused of rape by a less popular student, his girlfriend navigates various versions of the story in search of the truth.",119,Drama,guilty,tt10062614
31,5.8,"['Gerard Bush', 'Christopher Renz']","['Gerard Bush', 'Christopher Renz']",-,105,Drama,antebellum,tt10065694
,7.1,Eduardo Wannmacher,Leo Garcia,"Three completely different women have one thing in common: they loved and were connected to the same man. From the point of view of these women, through an intricate structure moving back and forth in time, Raul enters the story.",98,Drama,depois de ser cinza,tt10066262
,8.0,Masayuki Kojima,"['Akihito Tsukushi', 'Hideyuki Kurata']",-,113,Drama,made in abyss: fukaki tamashî no reimei,tt10068916
,7.0,"['Nándor Lörincz', 'Bálint Nagy']","['Nándor Lörincz', 'Bálint Nagy']","Based on true events, 'As far as i know' tells the story of a couple and their challenges after a rape, from the husband's perspective.",123,Drama,legjobb tudomásom szerint,tt10073452
,6.8,Thatchaphong Suphasri,"['Apichet Kamphu', 'Kiat Songsanant']","In a love triangle that miraculously mirrors her mother's romance years ago, a young woman lets her heart lead.",123,Drama,classic again,tt10075442
68,4.7,Xu Zhanxiong,Xu Zhanxiong,"In the 1990s, the two girls and a boy who first entered the society tested the incredible destiny they experienced in the pursuit of a new life. In the flourishing 1990s, they rose up with the dream and they survived.",112,Drama,wild grass,tt10080092
100,6.1,Joachim Hedén,Joachim Hedén,-,82,Drama,breaking surface,tt10081762
,5.4,Paul Manate,"['Cécile Ducrocq', 'Paul Manate']","While Teivi is just a ambitious young man from the Tahitian golden youth, his distant cousin Yasmina is a full-blooded Maori owner of a mysterious gift that isolated her from the world. Their paths will clash.",89,Drama,l'oiseau de paradis,tt10081788
,-,Achyut Prashast Singh,Achyut Prashast Singh,A young man starts to prank his masked archenemy with a fake sniper gun and runs into trouble when a man believing him to be an actual sniper assigns him a job.,45,Drama,range of sniper,tt10082520
,-,Tejas Dhhanraj,Tejas Dhhanraj,-,-,Drama,adbhoot - ek dhandal saira vaira,tt10092464
,5.2,Julien Leclercq,"['Julien Leclercq', 'Jérémie Guez', 'Matthieu Serveau']",-,80,Drama,la terre et le sang,tt10092752
,6.2,Kelly Oxford,Kelly Oxford,-,94,Drama,pink skies ahead,tt10095308
,6.5,Dalei Zhang,"['Rui Xiao', 'Dalei Zhang']","Released from prison on New Year's Eve, Ma Biao returns to a freezing border town between China and Russia. He searches for former lover Karinna, but unwittingly gets dragged again into a gangland conflict from years ago.",146,Drama,lan se lie che,tt10097346
,5.6,Jun Geng,"['Jun Geng', 'Bing Liu']",-,118,Drama,manchurian tiger,tt10097312
,-,Zhanna Issabayeva,-,"Azat, is a 19-year-old villager who comes to a big city of Almaty to work in the construction team of his elder brother. In the city there will be the ""crossroad of fate"" which determines how things will unfold in Azat's life.",-,Drama,sudba,tt10097386
,5.1,Henri Wong,"['Wenwen Fan', 'A. Lee Martinez', 'Yahe Wang']","Ji Mo is regarded as an outlier because she can see monsters. One day, she sees a monster in the supermarket and meets a monster hunter, Meng. She discovers that there really are monsters in the world, and she is involved in a new storm.",104,Drama,guai wu xian sheng,tt10097484
,8.6,Feng Mei,Feng Mei,"Love Song 1980 tells a story of love and hatred between several young men and women in the 1980s. It covers family relationships, friendship, love and three-dimensional characters with touching stories.",127,Drama,lian qu 1980,tt10097470
,6.0,Charlotte Dauphin,Charlotte Dauphin,An intimate portrait of a woman's mental confrontation and drifting between dream and reality after experiencing loss.,77,Drama,l'autre,tt10098442
,6.1,Natalie Spence,Natalie Spence,A soldier is haunted by ghosts of the past as he wrestles with those of the present.,76,Drama,sunray,tt10098042
,7.1,Bryan Wizemann,Bryan Wizemann,-,-,Drama,you mean everything to me,tt10100196
,6.3,Ramon Térmens,"['Daniel Faraldo', 'Ramon Térmens']",-,119,Drama,la dona il·legal,tt10101806
67,4.9,Michael Nell,Michael Nell,-,83,Drama,blindfire,tt10103028
,6.4,Marian Crisan,"['Gabriel Andronache', 'Marian Crisan']","A high-profile politician running for the EU Parliament meets a tractor driver, teaming up during the election campaign in a small Romanian town.",93,Drama,berliner,tt10102402
-,-,Lyuben Kanev,Lyuben Kanev,-,58,Drama,the forgotten,tt10102746
93,6.8,Christos Nikou,"['Christos Nikou', 'Stavros Raptis']",-,91,Drama,apples,tt10110614
,7.3,Eduardo M. Clorio,"['Paco Arriagada', 'Karla Coronado', 'Idalia Damián Azcoitia']",-,97,Drama,conversaciones,tt10106082
,6.6,Leonie Krippendorff,Leonie Krippendorff,-,99,Drama,kokon,tt10107222
,-,Kjetil Engh Aasen,Kjetil Engh Aasen,"The life of a mother and son is turned upside down, when the man they thought they knew is suspected for unspeakable crimes against children.",-,Drama,askedager,tt10112032
,6.7,"['Stéphanie Chuat', 'Véronique Reymond']","['Stéphanie Chuat', 'Véronique Reymond']","Lisa has bid goodbye to her ambitions as a playwright and the Berlin arts scene and now lives in Switzerland with her husband, who runs an international school. When her twin brother falls ill, she returns to Berlin.",99,Drama,schwesterlein,tt10117768
,6.7,Júlio Alves,"['Júlio Alves', 'Mário de Carvalho']","Can a turtle, the most pacific animal on earth, start a range of significant events that are going to forever change a couple's life? After dividing all their assets, Arnaldo e Barbara still have one decision to make before they formalize their separation: what to do with the tur... Leer todo",91,Drama,a arte de morrer longe,tt10121110
-,4.4,Swaylee Loughnane,"['Alan Colegrave', 'Paul Gardner']",A couple mutually decide to give their baby up for adoption to go back to living their separate lives.,127,Drama,mother's child,tt10123970
,6.6,Fakhrul Arefeen Khan,"['Fakhrul Arefeen Khan', 'Suvojit Roy']","How friendship is meaningful in our life? Does it has any barrier by thought? Age, Color, race or religion? Let's make friendship universal -a circle free for better humanity.",112,Drama,gondi,tt10122618
,6.4,Ruben Alves,"['Élodie Namer', 'Ruben Alves', 'Cécilia Rouaud']",-,107,Drama,miss,tt10123698
,7.4,Milan Trenc,"['Petar Hektorovic', 'Milan Trenc']","A nobleman poet embarks on a boat trip with two local fishermen. As they hop the bucolic islands, he recalls his youthful tragic love and his artistic impotence while the uneasy relationship with common fishermen evolves..",97,Drama,fishing and fishermen's conversations,tt10127760
,6.1,Olivier Marchal,Olivier Marchal,-,116,Drama,bronx,tt10127684
,5.9,Daria Woszek,"['Sylwester Piechura', 'Aleksandra Swierk', 'Daria Woszek']",-,80,Drama,maryjki,tt10132068
,6.1,Philippe Garrel,"['Jean-Claude Carrière', 'Arlette Langmann', 'Philippe Garrel']",-,100,Drama,le sel des larmes,tt10132976
-,6.3,Hitoshi Yazaki,Kanako Nishi,"Three siblings share a home with their parents living a happy life. The oldest one is good-looking guy, which is something of a contrast from his younger brother who is at school. The youngest one is the girl and has two brothers to protect her. Unfortunately an accident knocks o... Leer todo",119,Drama,sakura,tt10132488
,5.8,Robert Glinski,Wojciech Lepianka,"The 70s. A Security Service Major wishes to ""buy"" gullible priest Zieja and turn him into an agent who will discredit the opposition. The priest's interrogations become a natural pretext for a journey through the history of Poland in the twentieth century: from the Bolshevik war ... Leer todo",110,Drama,zieja,tt10136434
,-,Sebastian Jobst,"['Jannis Hain', 'Daphne Heil', 'Sebastian Jobst']",-,87,Drama,schmetterlinge,tt10138068
,6.4,Eduard Bordukov,"['Eduard Bordukov', 'Aleksandr Egorov', 'Igor Gordashnik']","The film's two main protagonists are Russia's best saber fencers. One of them has long been in the limelight, the other only recently made it into the national team and has been winning almost every tournament since. The two athletes begin to fight for supremacy both on and off t... Leer todo",115,Drama,na ostrie,tt10146208
-,4.7,Ben Mole,Ben Mole,-,87,Drama,behind the line: escape to dunkirk,tt10148118
,6.6,"['Reinhold Messner', 'Thomas Dirnhofer']",Reinhold Messner,-,90,Drama,cerro torre,tt10147590
67,5.7,Lee Thongkham,"['Lee Thongkham', 'Piyaluk Tuntisrisakul']",-,102,Drama,the maid,tt10147910
,-,Damon Griffin,Damon Griffin,A kid's identity crisis and lifelong sinus problems are transformed by his relationship with a disabled boy.,66,Drama,green summer,tt10150920
85,6.9,Rodrigo Reyes,"['Misha Maclaird', 'Lorena Padilla', 'Rodrigo Reyes']","Upon the 500-year anniversary of the Spanish Conquest, a ghostly Conquistador arrives in modern Mexico. As he journeys toward the capital city, he remembers events from his past while encountering the testimonies of real people, the survivors of contemporary violence. History and... Leer todo",87,Drama,499,tt10149938
,4.5,Harper Philbin,"['John Dufresne', 'Harper Philbin']","When a state government shutdown closes parks on 4th of July weekend, the Park Rangers of Driftless State Park, led by Nova Abbey, must protect the park from the people, and the people from one another.",75,Drama,driftless,tt10151048
,-,Flying King Manju,-,Rajeeva is a Kannada movie starring Mayur Patel and Akshatha Sreedhar Shastry in prominent roles. It is a drama directed by Flying King Manju.,-,Drama,rajeeva,tt10152582
75,5.4,Christopher Munch,Christopher Munch,A respected journalist uncovers the truth behind the mythology of President Eisenhower's long-alleged involvement in extraterrestrial events.,108,Drama,the 11th green,tt10151656
,7.6,"['Antonio Cuadri', 'Andrés Garrigó']",Andrés GarrigóPedro Delgado,-,85,Drama,corazón ardiente,tt10153510
,6.4,Bettina Oberli,"['Cooky Ziesche', 'Bettina Oberli', 'Thomas Ritter']","Wanda, a Polish woman, takes care of 70-year-old Joseph in his family villa on the lake. She is always there for him and also helps his wife Elsa. The work is poorly paid, but Wanda needs the money for her family.",111,Drama,"wanda, mein wunder",tt10152722
,5.9,Mikhail Mareskin,Mikhail Mareskin,-,-,Drama,vnutrenniy ogon,tt10156122
,-,Yuechen Hao,Yuechen Hao,"In LA Chinatown, a young woman dreams of being a chef in her father's restaurant, but when she finds out that her father plans to pass down the restaurant to her brother, she has to re-evaluate her dream.",45,Drama,one meal,tt10155896
54,5.9,Ryan Murphy,"['Bob Martin', 'Chad Beguelin', 'Matthew Sklar']",-,130,Drama,the prom,tt10161886
,-,Christopher Beaulieu,Christopher Beaulieu,"Chris is an English teacher in South Korea who is lazy at work and lazy in life - an expat looking for a good time, trying to run away from the shame and responsibilities of his life back home.",67,Drama,konglish,tt10163896
80,-,Samantha Nolte,"['Bobby Mc', 'Gruther']","After being gone for eleven years, a burnt out hardcore vocalist returns to his small, New Jersey hometown, in the wake of his father's death during the holidays.",-,Drama,fair haven,tt10166648
,8.4,Laura Duval,Laura Duval,"In a futuristic dystopian world young women are remote viewers for the government. A remote viewer, on a journey to deliver a family heirloom, must decide whether she will die as a hero or escape to live the life of a regular teenager.",-,Drama,the marked,tt10167116
,6.9,Nobuhiro Suwa,"['Kyôko Inukai', 'Nobuhiro Suwa']",-,139,Drama,kaze no denwa,tt10167422
,-,Bernard L. Eatmon,Saphire Blue,-,85,Drama,the heights a perfect reunion,tt10167850
,-,Malec Démiaro,"['Elisabeth Draguet', 'Malec Démiaro']",-,93,Drama,fille du vent,tt10176944
-,6.8,Marina Libik,Marina Libik,"The peace of a middle-class family is shattered by the suicide of the elder daughter just a month after she is admitted to college. Coral, her younger sister, replaces her in the college to find out the circumstances her sister's death.",123,Drama,no man's truth,tt10178386
,8.8,Leon Mitchell,"['Henrik Ibsen', 'Birgit Syran Myaard']","Ellida goes through a hard time in her marriage having lost a child. She moves back to the lighthouse in Kragerø, Norway, where Munch painted his masterpiece;The Sun, to take care of her dying father and help with the lighthouse.",-,Drama,the lady from the sea,tt10179362
,5.4,Aleksandr Basov,Aleksandr Basov,"Based on ""In a Grove"" by Akutagawa Rynoske. One shiny summer day the investigation group comes at former quarry check of indications of accused, witnesses and victims of the murder and the rape took place there half a year ago.",110,Drama,yaponskiy bog,tt10183870
23,5.4,Michael M. Scott,David Golden,-,96,Drama,dangerous lies,tt10183816
,7.3,Iván Noel,Iván Noel,-,114,Drama,cordero de dios,tt10187378
80,8.7,Sudha Kongara,"['Sudha Kongara', 'Shalini Ushadevi', 'Vijay Kumar']",-,153,Drama,soorarai pottru,tt10189514
16,-,Shaun Gonzalvo,Shaun Gonzalvo,"Who are you? It's a simple question, right? We are told from a young age how to act, how to move, not to cry and how to live. Alexander was told that he should be something that he is not. It's killing him, destroying all that he loves and he's feeling helpless to find a solution... Leer todo",-,Drama,alexander,tt10195248
,6.7,Albert Dupontel,"['Albert Dupontel', 'Marcia Romano', 'Xavier Nemo']",-,87,Drama,adieu les cons,tt10196398
,-,Bill Bentley,Bill Bentley,A therapist finds a strange pattern with her patients.,-,Drama,the tree movie,tt10197570
,-,Nicholas Aaron Robinson,Alexis Marie,"A tale of love and hurt about a college girl named Mia, who's enjoying a night out with her friends and is soon visited by someone from her past she wished to forget.",-,Drama,mia's m.i.a,tt10198274
,7.5,Christian Igbinovia,Christian Igbinovia,"This is the story of a young, immigrant couple, whose love is tested by real life struggles and challenges on a foreign soil.",106,Drama,the love between us,tt10198064
84,6.8,Joe Mantello,"['Mart Crowley', 'Ned Martel']",-,121,Drama,the boys in the band,tt10199914
,8.0,"['Prakash Jha', 'Saurabh Choubey']","['Writer Bhaiya', 'Saurabh Gupta', 'Prakash Jha']",The film revolves around the story of an ordinary rickshaw driver in Bihar who aspires and dreams of providing a maximum possible quality education to his son by making arrangements for him to study at a private English medium school.,-,Drama,pareeksha,tt10199974
,2.2,Asun Mawardi,"['Matthew Ryan Fischer', 'Asun Mawardi']","Story of Max who haunted by the deeds of his criminal father, his family, and his closest friends, as they battle a local loan shark who wants revenge against Max and his father.",159,Drama,once upon a time in indonesia,tt10200522
,5.6,Diego Mondaca,"['Cesar Diaz', 'Diego Mondaca', 'Pilar Palomero']",-,80,Drama,chaco,tt10201328
,6.5,Vincenzo Marra,Vincenzo Marra,An Italian football sports agent looking for young talents finds an Uruguay child prodigy and helps him starting a career into Italian football to fulfill a lifelong dream of success and fame.,95,Drama,la volta buona,tt10204756
100,5.2,Paul Tanter,"['Doug Phillips', 'Simon Phillips']",-,105,Drama,stealing chaplin,tt10205046
,-,-,Fortune Features,-,-,Drama,the method,tt1020581
,6.6,Nobuhiro Doi,"['Akiko Nogi', 'Takeshi Shiota']",A newspaper reporter is working on an investigative piece regarding an unsolved mystery dating back thirty years. there was gangsterism and extortion at play. As part of his work the man comes across a riddle of a cassette tape. Alsmost at the same time a man in Kyoto comes acros... Leer todo,142,Drama,the voice of sin,tt10206818
61,6.6,Cristi Puiu,"['Vladimir Solovyov', 'Cristi Puiu']",-,201,Drama,malmkrog,tt10213380
91,6.8,Horatiu Malaele,Adrian Lustig,"He wanted to become Someone, and he became somebody else.",104,Drama,luca,tt10214754
,6.7,Orlando Senna,Orlando Senna,"Gunfighter Kim makes a serious mistake. The organization decides to order him to do another job. If he does, he will escape his punishment: killing his sister, the only person he really loves.",103,Drama,longe do paraíso,tt10217460
99,4.6,Anthony Bawn,Anthony Bawn,A story of a young man running from the truth about his childhood returns in order to correct his past but ends up discovering a side of himself that he suppressed.,62,Drama,as i am,tt10218912
