puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
3.4,"['Ravinddra Khare', 'Indra Kumar']","['Milap Zaveri', 'Tushar Hiranandani']",A blind man Pyare and his deaf friend Mohan fall in love with twin sisters Preeti and Priya. But their relationships spiral into chaos when the sisters get falsely implicated in a murder case and the men have to find a way to save them.,130,Accion,pyare mohan,2006
4.5,James Isaac,"['James De', 'Monaco', 'Todd Harthan', 'James Roday Rodriguez']",-,110,Accion,skinwalkers,2006
7.1,Farhan Akhtar,"['Salim Khan', 'Javed Akhtar', 'Farhan Akhtar']","Vijay is recruited by a police officer to masquerade as his lookalike Don, the leader of an international gang of smugglers. Things go wrong when the officer is killed and Vijay is left to fend for himself.",178,Accion,don,2006
5.8,Jérôme Cornuau,"['Xavier Dorison', 'Fabien Nury', 'Jérôme Cornuau']","The film, set in 1912, is about the exploits of France's first motorized police brigade.",125,Accion,les brigades du tigre,2006
3.1,David Chameides,"['Caitlin Mc', 'Kenna', 'G. Anthony Joseph', 'Cauri Jaye']","CIA Agent Skye Gold races through the throngs of Caribbean Carnival pursued by a mystery avenger, in a heart-pumping action thriller.",87,Accion,backlash,2006
4.5,Michael Hjorth,"['Giuseppe Cristiano', 'Michael Hjorth', 'Michael Hjorth']",Two Brothers arguing about the money left by their parents,94,Accion,7 miljonärer,2006
4.3,Jason Stephenson,"['Robbie Ribspreader', 'Jason Stephenson']","A small Mid-western town is thrust into chaos after an airborne virus swiftly turns most of the locals into raving mad zombies with an insatiable hunger for the living! Caught amidst the epidemic is an eclectic group of survivors who've been hiding out in a ram- shackled farmhouse. Now running low on food, water and vital ammunition to keep the growing number of livin... Leer todo",78,Accion,doomed to consume,2006
3.5,Ajay Kanchan,-,"Raj, a basketball champion, indulges in casual relationships with a number of women. Finally, when he decides to marry his girlfriend, Tanvi, Raj discovers that he is HIV positive.",-,Accion,aisa kyon hota hai?,2006
7.0,Michel Hazanavicius,"['Jean-François Halin', 'Jean Bruce', 'Michel Hazanavicius']",-,99,Accion,"oss 117: le caire, nid d'espions",2006
6.4,Xiaogang Feng,"['Gangjian Qiu', 'William Shakespeare', 'Heyu Sheng']","A loose adaptation of Hamlet, ""The Night Banquet"" is set in an empire in chaos. The Emperor, the Empress, the Crown Prince, the Minister and the General all have their own enemies they would like to finish off at a night banquet.",131,Accion,the banquet,2006
6.1,M.J. Bassett,Dario Poloni,"Juvenile delinquents are sent to a small British island after a fellow prisoner's death, where they have to fight for survival.",93,Accion,wilderness,2006
6.0,Justin Lin,Chris Morgan,-,104,Accion,the fast and the furious: tokyo drift,2006
4.9,Jay Craven,"['Jay Craven', 'Howard Frank Mosher', 'Ken Chubb']","Forced to smuggle whiskey in an attempt to save a family, Quebec Bill (Kris Kristofferson) and his son embark on an unforgettable trip through the vast reaches of the wilderness.",118,Accion,disappearances,2006
6.8,Jasmin Durakovic,Jasmin Durakovic,"Sarajevo, 1992. They are called Ahmed, Lana, Sado, Saba, Sahbey, Beba, Nemanja, Marx, Matan. They live in and between wartimes. They have ""nafaka"", the destiny which was bestowed on them by God Almighty. They have enough gallows humor and courage to believe in freedom and happiness.",115,Accion,nafaka,2006
4.4,Tomy Wigand,"['Marco Petry', 'Rolf Kalmuczak', 'Burt Weinshanker']",Four teenage sleuths solve a case regarding abducted children and teenagers and a mind machine.,117,Accion,tkkg und die rätselhafte mind-machine,2006
4.5,Dharani,"['Dharani', 'Siva Akula']","In order to join an international news channel, a fired reporter tries to obtain his boss's signature on a character certificate but is forced by circumstances to help the latter's daughter elope from her wedding.",178,Accion,bangaram,2006
2.2,Preston A. Whitmore II,Preston A. Whitmore II,The lives of a gifted athlete and his best friend change when they take a fateful trip to Los Angeles. The young hopefuls must use every skill at their command to topple the reigning street ball champions from their thrones.,95,Accion,crossover,2006
4.3,Damian Chapa,"['Damian Chapa', 'Carlton Holder']",A disgruntled I.R.A. member (Chapa) becomes Ireland's biggest threat to the peace process.,85,Accion,i.r.a.: king of nothing,2006
4.7,Rafael Edholm,"['Rafael Edholm', 'Björn Olofsson']",Jojo is out of money and must work for his stepfather's shady car dealership to pick up a car that belongs to a Russian gangster.,90,Accion,babas bilar,2006
5.8,Prabhu Deva,"['M.S. Raju', 'Paruchuri Venkateswara Rao', 'Gopalakrishna Paruchuri']","A young woman, who has trained for a ceremonial dance, unexpectedly disappears. A stranger with a secret past arrives in town and offers to teach the dance to the woman's younger sister.",160,Accion,pournami,2006
7.8,Mel Gibson,"['Mel Gibson', 'Farhad Safinia']",-,139,Accion,apocalypto,2006
5.3,"['Ernest Dancy', 'Shaan Davis']","['Ernest Dancy', 'Shaan Davis']","Knuckle game is a movie that chronicles the lives of two men, Terry and Preme. It shows how these two people, both from different parts of town became well known as the two best fighters in their respective hoods. It depicts how lies, deceit and trickery lead them into this under ground fighting tournament that takes place in the inner city of New York. As if it were ... Leer todo",95,Accion,knuckle game,2006
6.6,Joe Carnahan,Joe Carnahan,-,109,Accion,smokin' aces,2006
4.9,"['Hugh Hannah', 'Eli Harris', 'Dalana Lee']",Eli Harris,"In Westlyn City, Treyman Lewis is a thriving Realtor who is haunted by his past in nightmares. Vonda Lewis, his wife, who is a high powered attorney attempts to help him cope with his dreams, but is unsuccessful. Meanwhile, the city is ran by a corrupt business man and politician, John Grazier, who is becoming uneasy. Lately there is a new string of murders, rumor has... Leer todo",80,Accion,saga tier i,2006
7.6,Paul Greengrass,Paul Greengrass,-,111,Accion,united 93,2006
7.0,Yimou Zhang,"['Zhihong Bian', 'Yu Cao', 'Nan Wu']",-,114,Accion,curse of the golden flower,2006
4.4,Gaspar Hernandez III,Gaspar Hernandez III,"A weekend of darkness entraps a small group of lowlifes held up at a secluded bordello, as their leader transgresses slowly into total insanity...",113,Accion,inner rage,2006
4.8,Filipp Yankovskiy,"['Yevgeni Danilenko', 'Konstantin Syngayevsky']","A young boy's dreams of glory and war turn into a bitter nightmare as his father's kingdom is overrun by an invading army. Lost and alone in the woods, he finds an ancient sword that promises him the ability to claim his vengeance.",108,Accion,mechenosets,2006
3.2,Deepak Tijori,"['Kamal Pandey', 'Yunus Sajawal', 'Ali Shah']","Three disabled friends - deaf Tom, blind Dick and dumb Harry - get caught up in a whirlwind adventure involving two beautiful girls, a kidnapping and a ton of cash.",137,Accion,"tom, dick, and harry",2006
5.2,Renny Harlin,J.S. Cardone,-,97,Accion,the covenant,2006
4.9,Anton Sivers,Arkadiy Tigay,"Li has nothing, she does not even have a name. They love each other madly, but they belong to system.",105,Accion,potseluy babochki,2006
6.0,Andrey Kavun,"['Aleksandr Bushkov', 'Dmitriy Zverkov']","Agent of special department ""Piranha"" Kirill Mazur and his colleague Olga go to the far north with the assignment to liquidate an underwater secret weapon lab in the guise of a mutual vacation. All of a sudden, they find themselves in the world where civilization laws are forgotten, and this deadly weapons are kept by gangsters who are controlled by a new ""master of t... Leer todo",167,Accion,okhota na piranyu,2006
-,"['Kazuhiro Kunishi', 'Gou Suzuki']","['Kazuhiro Kunishi', 'Gou Suzuki']",-,91,Accion,pink_d,2006
3.8,Raman Kumar,"['Robin Bhatt', 'Akarsh Khurana', 'Akash Khurana']",An Indian soldier tries to exact revenge on those who had wronged him is backed by the emotional support of two women.,117,Accion,sarhad paar,2006
6.9,"['Asger Leth', 'Milos Loncarevic']",Asger Leth,"Documents the violent lives of gang leaders in Haiti's worst slum, focusing on two brothers loyal to then-President Aristide.",85,Accion,ghosts of cité soleil,2006
4.2,Franklin Guerrero Jr.,"['Eric Williford', 'Franklin Guerrero Jr.J. Michael Whalen']","The 8th Plague is the story of a woman named Launa who is investigating the disappearance of her sister, Nikki. Nikki had gone camping in the mountain town of Halcyon Springs and never came back. Becoming more and more frustrated, Launa realizes that she must find her sister on her own with the help of Mason, a mysterious local man with a shadowed past. Their search l... Leer todo",90,Accion,the 8th plague,2006
7.1,Sylvester Stallone,Sylvester Stallone,-,102,Accion,rocky balboa,2006
4.8,Sam Akina,Sam Akina,"A hard boiled tale of bloody revenge that interweaves the stories of nine criminals. Hector Gonzales, a ruthless kingpin who has risen through the ranks over the last ten years and now stands on the verge of ruling the city; Bill Nguyen, a Vietnamese mafia boss; Abe Shanks, a black market organ dealer; Johnny Tran, a young Dai Ca within Nguyen's Viet mafia; Tommy Two ... Leer todo",115,Accion,"bullets, blood & a fistful of ca$h",2006
6.9,"['Mark Neveldine', 'Brian Taylor']","['Mark Neveldine', 'Brian Taylor']",-,88,Accion,crank,2006
4.2,David Worth,Larry Felix Jr.,"In a world where street gangs collide with the law, neighborhood friends, Raymond and Gabriel, must decide which side of the battle to join. This will be the ultimate fight - the one for power, family, and HONOR.",87,Accion,honor,2006
6.7,Erik Canuel,"['Leila Basen', 'Alex Epstein', 'Patrick Huard']",-,117,Accion,"bon cop, bad cop",2006
6.1,Alister Grierson,"['Alister Grierson', 'John Lonie']",A bitter battle is fought between Australian and Japanese soldiers along the Kokoda trail in New Guinea during World War II.,92,Accion,kokoda,2006
2.7,Martin Holland,"['Martin Holland', 'Carol Anne Strange']","Stel, a humanoid alien, teams up with a British soldier Private John Marrettie. They engage on an action-packed adventure to find a top-secret file, which holds information on advanced energy production, captured space crafts, and their alien pilots, including Stel's missing father, Arakawa, who's been shot down and imprisoned on Earth by Core, a human paramilitary gr... Leer todo",99,Accion,displaced,2006
5.9,Hans Herbots,Pierre De Clercq,"After an over-cocky inter-forces 'anti-terrorism' game in which he damaged the minister's car, Belgian Army special ops diver Rick Symons is transferred to the Navy. Alas, in Koksijde base's rescue unit, rivalry among both Seaking helicopter crews is as dangerously blind. Rick has a stormy hate-love-relationship with female medic Alex Breynaert. And his past, an incid... Leer todo",117,Accion,windkracht 10: koksijde rescue,2006
6.1,Wilson Yip,"['Yuk Long Wong', 'Edmond Wong']",Three young martial arts masters emerge from the back streets of Hong Kong to help the powerless fight injustice.,94,Accion,lung foo moon,2006
5.3,Vijay Milton,"['Cheran', 'Vijay Milton']","Mano loves Jo but when he realises that Jo is in love with Prem, he decides to help her in winning Prem's love. They succeed in their plan to separate Prem from his girlfriend Nandini.",157,Accion,azhagai irukirai... bayamai irukiradhu,2006
5.4,Surender Reddy,"['Vakkantham Vamsi', 'Marudhuri Raja', 'Surender Reddy']","A quick-tempered auto-mechanic is desperate to reconcile with his pacifist father; but a threat from a blood-thirsty mobster forces him to fight for the sake of his family, friends, and love.",-,Accion,ashok,2006
6.1,Nobuyuki Takahashi,Kazuma Toyoda,Three high school students decide to challenge the legendary surf at Shonan Beach.,116,Accion,catch a wave,2006
7.2,Wolf Wolff,"['Andrea Baumhoff', 'Thorsten Nesch', 'Wolf Wolff']",-,95,Accion,ludgers fall,2006
2.0,Rodolfo Ledo,"['Salvador Valverde Freire', 'Salvador Valverde Calvo']",Three friends at a beach resort work together to stop a gang from making a potion that can manipulate people's desires.,92,Accion,"bañeros iii, todopoderosos",2006
6.3,Kim Seong-soo,Han Ji-hoon,Hot-blooded district attorney Jin-woo and undisciplined cop Do-young want the same thing; justice. Their methods are completely different but they team up to catch and prosecute a powerful mafia boss and politician YOO.,124,Accion,ya-soo,2006
3.8,Steven R. Monroe,Michael Worth,"A lonely tow-truck driver gets caught in a deadly struggle between a pair of bank robbers with a beautiful hostage, local cops, and a monster that has come down from the Arizona mountains to eat human flesh.",90,Accion,sasquatch mountain,2006
3.2,Gil Medina,"['Jeff Hawker', 'Gil Medina']","An undercover cop, accused of a crime he did not commit, regains his freedom and decides to take revenge.",90,Accion,jack's law,2006
6.6,Benny Chan,"['Jackie Chan', 'Benny Chan', 'Alan Yuen']","Thongs and Octopus accept a job from their landlord: kidnap a baby. Soon, the baby awakens strong paternal feelings in the two crooks, leading to complications when it comes to handing him over to his possibly crazy gang boss grandfather.",136,Accion,bo bui gai wak,2006
7.2,Major Ravi,Major Ravi,Based on a real life incident that happened during the Kargil War.,130,Accion,keerthi chakra,2006
3.1,I.V. Sasi,"['T. Damodaran', 'Mohan Nair', 'S.N. Swamy']","Mammootty plays a duel role of a police inspector Balram and a smuggler Taradas, both are enemies. They fight until they both have a common enemy.",161,Accion,balram vs. tharadas,2006
6.8,Sang H. Kim,Sang H. Kim,A peace-seeking Zen master is drawn into a web of revenge by the son of his former student.,87,Accion,zen man,2006
6.7,Chi Leung 'Jacob' Cheung,"[""Chi Leung 'Jacob' Cheung"", ""Ken'ichi Sakemi"", 'Sentaro Kubota']",-,133,Accion,mo gong,2006
3.6,Brian Trenchard-Smith,"['Paula Goldberg', 'Anna Lorenzo']",-,88,Accion,in her line of fire,2006
3.0,María Lidón,Adela Ibañez,-,82,Accion,moscow zero,2006
6.5,David Gleeson,David Gleeson,"An African immigrant bank security guard turns the tables on Dublin's nastiest criminals when they force him to be the ""inside man"" on a bank robbery",93,Accion,the front line,2006
4.9,Sanjay Gupta,"['Vishal Dadlani', 'Sanjay Gupta', 'Anwar Maqsood']","A man, taken and locked up for 14 years without any sane reason, is suddenly released, and has 4 days to figure out why this was done to him.",116,Accion,zinda,2006
5.6,Iván Kapitány,"['Gábor Olivér Buss', 'Zoltán Gergely', 'Iván Kapitány']","Tamás is taken hostage during a gas station robbery. Quite an eccentric company comes together and no one is who they say they are, while the Football World Cup sometimes interferes and an unknown container also appears.",105,Accion,kútfejek,2006
8.0,Vishal Bhardwaj,"['Vishal Bhardwaj', 'Robin Bhatt', 'Abhishek Chaubey']",-,155,Accion,omkara,2006
6.8,"['Kô Matsuo', 'Yoshiyuki Tomino']","['Hajime Yatate', 'Yoshiyuki Tomino']","In the trilogy's final saga, alliances are made and broken as the AEUG, Titans and Axis initiate an all-out war for control of the Earth Sphere.",99,Accion,kidô senshi z gandamu iii: hoshi no kodô wa ai,2006
5.2,Lance W. Dreesen,Lance W. Dreesen,"After being attacked by a werewolf, a teenager believing it may have been his stepfather attempts to expose him.",95,Accion,big bad wolf,2006
3.0,S. Janardhanan,S. Janardhanan,"Isahak, a fisherman and football player, falls in love with Devi. But their married life is shattered when Devi gets arrested for murder on their wedding night.",-,Accion,mahasamudram,2006
7.1,A. Karunakaran,"['A. Karunakaran', 'Radha Mohan', 'Darling Swamy']",An orphan working as a Pizza delivery boy and the daughter of a caste-based politician are forced to get married in an unforeseen situation.,152,Accion,happy,2006
4.7,Jeff Burr,Mitch Gould,"Two small time drug-dealers cross paths with a female-assassin, a monster hunter, a Japanese swordsman and even the Devil himself at a gentlemen's club housing murderous she-demons.",84,Accion,devil's den,2006
5.1,Takashi Miike,Hisao Maki,A member of the Yakuza is imprisoned for violent behaviour including fighting another group of thugs. There he meets another man and the two become friends. Once released the friend is back into illicit activities and begins making money off the eastern mafia prompting that group's head to put a price on his head that leads to his death. The Yakuza member seeks to ave... Leer todo,84,Accion,waru,2006
5.1,K.S. Ravikumar,"['Uttaranshy Pareek', 'K.S. Ravikumar', 'Sujatha']","Saravana (Silambarasan) and Krishna (Krishna) are close buddies in college. Saravana sees a video tape of Krishna's sister Sadhana (Jyothika) studying in London and falls in love with her. So to meet her, Saravana goes with Krishna to a village near Tirunelveli where he finds that there is a bloody war going on between two warring caste groups. Krishna's brother Sound... Leer todo",167,Accion,saravana,2006
7.5,Rohit Shetty,Neeraj Vora,Four runaway crooks take shelter in a bungalow which is owned by a blind couple.,150,Accion,golmaal: fun unlimited,2006
7.2,Anurag Basu,"['Mahesh Bhatt', 'Girish Dhamija', 'Anurag Basu']","Simran, who relocates to Seoul, is distraught when Daya, a gangster, re-enters her life. She has to make a choice between him and her lover Akash, who is a singer at an Indian restaurant.",123,Accion,gangster,2006
5.2,"['Frank van Geloven', 'Edwin Visser']","['Frank van Geloven', 'Edwin Visser']","After her father gets killed in an automobile accident, Kristel Lodema discovers that he was investigating an old mine where convicted child killer Andries Martiens died back in 1857. Kristel decides to check out the mine along with a group of young adults. However, the mine turns out to be haunted by the dangerous, murderous spirit of Martiens.",90,Accion,sl8n8,2006
5.7,Serdar Akar,"['Raci Sasmaz', 'Bahadir Özdener']","The film covers through fiction real-life events like the occupation of Iraq, the execution of Daniel Pearl, the Hood event and the Abu Ghraib torture scandal.",122,Accion,valley of the wolves: iraq,2006
7.0,Jeff Tremaine,"['Jeff Tremaine', 'Johnny Knoxville', 'Bam Margera']",-,92,Accion,jackass number two,2006
4.9,"['Srinivasa Rao Bhimaneni', 'Gridhar', 'Sippy']","['Srinivasa Rao Bhimaneni', 'Perarasu', 'Abburi Ravi']",This is the story of a brother who wanted to give his sister the best of everything.. a pure sentiment story on family.,175,Accion,annavaram,2006
8.0,Ronnie Ricketts,"['Lito Mena', 'Ronnie Ricketts']","Revolves around the life of two siblings who grew up in different worlds: Alex a taxi driver who moonlights as an underground street fighter and Sarah a United States bred teenager who just got back in the Philippines with their mother. Through Boogie, an aspiring rapper, he met Sarah and their mother without knowing they were the family he has searched long and hard ... Leer todo",107,Accion,lagot ka sa kuya ko,2006
8.3,"['La', 'Faye Baker']","['La', 'Faye Baker']","The 60-minute docudrama, Hollywood At Its Best highlights the personal and professional lives of five of Hollywood's top five African-American stuntwomen, La Faye Baker, Kelsee Devoureaux, April Weeden-Washington, Sharon Schaffer, and Kim Washington.",-,Accion,hollywood at its best,2006
2.8,Gerald Nott,Gerald Nott,"Eighty-two years ago a viral outbreak turned three quarters of the world population into the walking dead. Now, Bounty Hunters are humanity's only salvation.",80,Accion,the quick and the undead,2006
5.8,Stefan Faldbakken,"['Harald Rosenløw-Eeg', 'Stefan Faldbakken']","Turning his back on a delinquent past and joining the police force, HP is determined to start doing the right thing. Soon he finds himself trapped in a web of lies, stretching out from both sides of the law. HP soon realizes that his present mission is closely connected to his own past, and that everything he worked so hard to escape from, is coming back to haunt him.",104,Accion,uro,2006
7.8,Clint Eastwood,"['Iris Yamashita', 'Paul Haggis', 'Tadamichi Kuribayashi']",-,141,Accion,letters from iwo jima,2006
4.2,"['Jamie Nash', 'David Thomas Sckrabulis']",Jamie Nash,"It's the night before Christmas and Gabe Snow, a tabloid writer haunted by the Ghosts of Christmas past, is investigating a Yule Tide conspiracy. Gabe knows that Flight 1225 was brought down one foggy Christmas Eve, by a flying creature with a ""glowing nose"". Now, a blood-sucking Vampire - Santa Claus - has put Gabe on his list and unleashed the demonic fury of the No... Leer todo",85,Accion,two front teeth,2006
5.2,Nahala Johnson,Nahala Johnson,"Homeboy Cameron tries to juggle his time between his girlfriend Sandy, the record label, and hanging out with his boyz. But his relationship with Sandy eventually sours when Cameron devotes more time to his friends. Tired of his lies and excuses, Sandy ends the relationship. Dealing with depression from the breakup.",82,Accion,dominos: the games we play,2006
7.1,Yasuichirô Yamamoto,"['Gôshô Aoyama', 'Hiroshi Kashiwabara']",Conan and Kogoro Mori was tasked to solve a crime on a given time. The lives of their loved ones(as well as their own) are on the line. Solving the mystery means saving everyone.,111,Accion,meitantei conan: tanteitachi no requiem,2006
7.0,Neten Chokling,"['Neten Chokling', 'Tenzing Choyang Gyari']","Milarepa is a tale of greed and vengeance - demons, magic, murder and redemption. It is the story of the man who became Tibet's greatest mystic.",90,Accion,milarepa,2006
2.7,Leigh Scott,"['Leigh Scott', 'Bram Stoker']",A team of vampire hunters set out to battle an evil vampire clan in the dark underworld.,107,Accion,dracula's curse,2006
6.3,Ryûhei Kitamura,"['Isao Kiriyama', 'Ryûhei Kitamura', 'Tsutomu Takahashi']","A man and a woman are together on the 'Chrysalis Day', the fatal day everything in your life will be decided depends on how you spend the day. A violent man holding pure love, Sai and a stunningly beautiful playgirl, Sheila. While Sheila flees with a large sum of money, she is chased by a cool but violent gang, crazy killers and an out of control cop. No one can stop ... Leer todo",158,Accion,lovedeath,2006
6.4,Yun-ho Yang,"['Hie-jae Kim', 'Yun-ho Yang']","After 1988 Seoul Olympic, Ji Kang-heon, who is sentenced for 7 years, and other inmates escape from the police van. After escaping, Ji Kang-heon and inmates make the entire Seoul under fear while they hold hostages.",122,Accion,holli-dei,2006
5.2,Jeong-woo Kim,Jeong-woo Kim,"Im Jung Hwan is a playboy from rich family. He is a simple minded who likes to fooling around, wasting money for the girls and living his playboy lifestyle. He has not yet graduated from college majoring in drama after nine years.",104,Accion,guseju,2006
4.6,Poj Arnon,Poj Arnon,"Five undercover agents, each with her own specialty, must combat international terrorists who have come to Thailand. They must use every resources available and known to them as this mission will be one that is unlike any they have known.",102,Accion,chai lai,2006
5.1,Si-myung Lee,"['Soon-Wook Jeon', 'Se-Gyeom Kim']","A mosquito from Transylvania finds its way to Seoul where it bites Na Do-yol, a corrupt police officer. Soon after he begins to develop a thirst for blood, and finds out that he has vampire super powers whenever he becomes sexually aroused. When Do-yol's past misdeeds come back to threaten his partner and girlfriend, he decides to clean up his act and sets out for rev... Leer todo",110,Accion,heubhyeol hyeongsa na do-yeol,2006
5.6,Dong-won Kim,"['Seok-beom Kang', 'Dong-won Kim']","Doo-sik (JUNG Jun-ho), the number two of a leading gang, the D-Dogs, is full of ambition and expectation, for his once in a life time opportunity to be back to school not as a student, not a guard, but as a student teacher! It's really something for him, 'cause he already failed to complete his high school course years ago. Now it's kind of a second chance for him. He... Leer todo",124,Accion,tusabu ilche,2006
5.4,Jing Wong,Jing Wong,-,90,Accion,ye man mi ji,2006
2.7,Stuart Paul,"['Simon Paul', 'Stuart Paul']","A mysterious college professor becomes the focus of a murderer investigation when he is framed by his rival, Dr. Crazx, a Pulitzer prize winning psychiatrist.",138,Accion,the legend of simon conjurer,2006
6.0,Jim Hickey,"['Bobby Allen', 'Lee Dainton', 'Jim Hickey']","Four guys set off on a world tour to enact the seven deadly sins. Based on the MTV Europe series ""Dirty Sanchez"".",94,Accion,dirty sanchez: the movie,2006
5.2,"['Lasse Järvi', 'Pete Schuermann']",Michele Pacitto,"Beautiful girls and lethal weapons go hand-in-hand in this deadly, tongue-in-cheek, women in prison escape romp through the surburban streets of Detroit.",95,Accion,alice in wasteland,2006
5.6,Irwin Winkler,"['Mark Friedman', 'Irwin Winkler']",-,106,Accion,home of the brave,2006
6.4,Quanie Cash,Quanie Cash,"In Cashville, two friend friends are torn apart by fast money and launch an all out street war where no one can be trusted. Loyalty and Respect is lost over Cash in the city of Cashville.",83,Accion,loyalty & respect,2006
4.4,Ramana,Ramana,"A man, with the aim of killing the person responsible for his family's murder, finds a girl with the similar history, and they both unite for the common aim.",167,Accion,aathi,2006
6.0,"['Jarno Laasala', 'Tuukka Tiensuu']","['Jarno Laasala', 'Jukka Hilden', 'Tuukka Tiensuu']","""The Dudesons Movie"" is an extreme stunts comedy that features the wild antics of four hilarious, lifelong friends and their crazy lives in the Arctic Circle.",75,Accion,the dudesons movie,2006
7.2,"['Eric Norcross', 'Francisco Pina']","['Eric Norcross', 'Francisco Pina']",A group of industrialists file for a movement to secede the region of Long Island from New York to form the first ever socialist State of Long Island.,73,Accion,the long island project,2006
6.9,Katsuya Watanabe,Naruhisa Arakawa,"Mahou Sentai Magiranger vs. Dekaranger was released on March 10, 2006, featuring a crossover between the Mahou Sentai Magiranger and Dekaranger cast and characters.",48,Accion,mahou sentai magirenjâ vs dekaranger,2006
-,Hideyuki Katsuki,"['Hideyuki Katsuki', 'Teruo Shimizu']",-,111,Accion,dekotora no shu: koino hanasaku shimizuko,2006
2.7,Harry Baweja,"['Harry Baweja', 'Pathik Vats', 'Sameer']","About women who are trapped, used and abused by hidden cameras.",111,Accion,teesri aankh: the hidden camera,2006
4.7,Pleo Sirisuwan,"['Pleo Sirisuwan', 'Kulachat Jitkhachornwanich']","A team of police officers must track down a group of ruthless criminals who have entered a mysterious forest that is said to be cursed. Once inside it, the police and the criminals discover a bizarre world where mythical creatures exist.",99,Accion,phairii phinaat paa mawrana,2006
7.2,José Celestino Campusano,José Celestino Campusano,-,61,Accion,legión - tribus urbanas motorizadas,2006
5.0,Kenta Fukasaku,"['Shoichi Maruyama', 'Shinji Wada']","Recruited by a clandestine police organization, ""K"" must stop a plot by student radicals to create anarchy in Japan. Armed with a hi-tech steel yo-yo, and a new name (Asamiya Saki), she must infiltrate an elite high school to find the terrorists but finds an even more sinister plan is about to unfold.",98,Accion,sukeban deka: kôdo nêmu = asamiya saki,2006
5.9,Yin-jung Chen,Yin-jung Chen,-,122,Accion,guo shi wu shuang,2006
7.8,Dwayne Buckle,Dwayne Buckle,"A young African American, Jake Jackson, is a happy, honest, law-abiding citizen who through many unfortunate events, experiences a full array of prejudices until he captures single-handedly the serial killer, David Fletcher, and his luck changes.",84,Accion,the minority,2006
4.1,"['Gordon Chan', 'Dante Lam']","['Gordon Chan', 'Abe Kwong', 'Ho-Leung Lau']","Ronald Cheng plays a low-level Triad who is spotted by a trio of cops, who think he is really a undercover officer who has lost his memory.",99,Accion,ji jern mo lai,2006
3.6,Timo Rose,Timo Rose,-,79,Accion,"ouzo, stoff und taschentücher",2006
7.2,Johnnie To,"['Kam-Yuen Szeto', 'Tin-Shing Yip']","A friendship is formed between an ex-gangster, and two groups of hitmen - those who want to protect him and those who were sent to kill him.",110,Accion,fong juk,2006
5.1,Carlos Bidó,José Ramón Díaz,Various stories and dreams intertwine in a group of Dominicans going in an illegal travel to Puerto Rico.,90,Accion,viajeros,2006
3.9,"['Ramon Etman', 'Fabian van Dongen']","['Ramon Etman', 'Ton van Rooij', 'Fabian van Dongen']",-,95,Accion,horizonica,2006
6.1,Mildred Okwo,Mildred Okwo,"There is uneasy tension in the land. Someone is killing off corrupt government officials. The press and the police scramble to uncover the truth behind the mysterious deaths. Meanwhile, Kene has just arrived from New York for a 30 DAY vacation in his home country. He meets and falls for pretty Chinora. Soon his 30 DAY vacation turns into a hellish ride on the train of... Leer todo",150,Accion,30 days,2006
6.7,Michael Baez,"['Jonisha Rios', 'Agustin', 'Michael Baez']","The true meaning of Christmas comes home to the Rivera household in a very unexpected way. With Mum expecting a new baby and Dad facing work challenges, young Josie takes it upon herself to make sure the family has a wonderful Christmas.",79,Accion,feliz navidad,2006
5.9,Eiichirô Hasumi,Shûhô SatôYasushi Fukuda,"A small team of Coast Guard divers, including Daisuke, rappels onto the ship from a helicopter and begins to evacuate the panicked passengers. Then Daisuke finds a familiar face - Kanna. They had a tiff the night before about their wedding plans - Kanna had already made her dress, while Daisuke was still reluctant to propose - and she left for Tokyo, feeling like a fo... Leer todo",117,Accion,limit of love: umizaru,2006
1.5,Kartal Tibet,Murat Boyacioglu,-,110,Accion,dünyayi kurtaran adam'in oglu,2006
4.8,Bhandit Rittakol,-,A group of mismatched heroes band together to rescue children sold into slavery.,-,Accion,phra-dek-seua-kai-wawk,2006
2.2,Peter Mervis,"['Paul Bales', 'Carlos De Los Rios', 'David Michael Latt']","An anthropologist must unlock the code hidden in the works of Leonardo Da Vinci in order to find the greatest treasure ever, one that could change Christianity forever.",91,Accion,the da vinci treasure,2006
5.2,Johny Antony,"['Udaykrishnan', 'Siby K. Thomas']",A kind-hearted street-rowdy manages his own problems while his fathers mate's daughter arrives. He promises to help her and succeeds in it.,140,Accion,thuruppu gulan,2006
4.4,Pisut Praesangeam,Suphachai Sittiaumponpan,"It is WWII and Japan has occupied Thailand. A group of unlikely heroes, comprising of mostly thieves and misfits, band together to oppose the Japanese.",105,Accion,thai theep,2006
3.8,Marcin Ziebinski,"['Piotr Rossenberg', 'Tomasz Wojtczuk']","Leon is a nice fellow with no luck, an ex hippie and a Latin teacher. Maks is a macho policeman, fan of sports and electronic gadgets. Both men seem to have nothing in common but soon their paths will intertwine.",110,Accion,dublerzy,2006
2.2,Leigh Scott,"['Carlos De Los Rios', 'David Michael Latt', 'Leigh Scott']",An innkeeper's life of monotony suddenly changes when he comes into possession of a treasure map.,85,Accion,pirates of treasure island,2006
2.6,Chaninton Muangsuwan,"['Chalart Sriwanna', 'Manop Udomdej']","A group of university students go in search of a missing friend in the jungle where they meet a giant snake. With no way out, they must face the beast and fight for their lives.",95,Accion,boa... nguu yak!,2006
