,puntuacion_imdb , direccion , guion , argumento , duracion , titulo, anio
173,4.6,David Bjerre,"['David Bjerre', 'Jesper N. Christiansen']","The story follows professional runner Lisa. On a training run in the forest she comes across The Dark Prince fighting with Archangel Gabriel. Just before he dies Gabriel gives The Word to Lisa. This is the secret key that will lock the gates to hell. With the help of half-angel Arkel and her ex-boyfriend Thomas, she must travel to the gates of Hell to lock them foreve... Leer todo",35,gabriels ord,2002
174,-,-,Patrick Hasburgh,-,4,talladega,2002
175,7.4,Michael Bendner,Michael Bendner,-,2,the affair,2002
176,3.6,Xavier Koller,"['Xavier Koller', 'Ralph Van Deusen']",-,12,highway,2002
177,6.9,Nathan Morlando,Nathan Morlando,A bike courier dreams of being an action hero. Destiny arrives - he delivers a script to his favourite producer.,25,countdown,2002
178,7.9,Alex Ranarivelo,Alex Ranarivelo,"After being arrested, a young street-racing addict attempts to avoid the pitfalls of his illegal pastime. But when his reputation is challenged by an aggressive racer with a fast ride, he can't back down. A fast-paced look into the world of underground street-racing.",22,the last race,2002
179,5.9,Robert Lundmark,Robert Lundmark,"The year is 4000, the year for lasergunslingers, aliens and scoundrels. DISCLAIMER: May also include revenge, greed, explosions, hologram poker and NO DAMN LAW. (Or horses.)",28,no law 4000,2002
180,7.4,"['Zac Adams', 'Camron Carrier']",Bob Giordano,"Caught on the wrong side of the tracks, a businessman finds out what life is like as a bum when the tables are turned.",15,a little change,2002
181,7.6,Carlos Caridad-Montero,Carlos Caridad-Montero,"Two blind men with guns. A cannibal boxer. A krishna disciple in trouble. A fight of loyalties and betrayals. In the underworld of illegal boxing, only a twisted ending can guarantee your life.",12,tarde de machos,2002
182,8.3,Malik Vitthal,Ismet Prcic,A hit man redeems himself after an encounter with his boss.,15,sidney,2002
183,7.1,Karl Horstmann,Karl Horstmann,"The hunter becomes the hunted as crime, violence and justice come together in one small neighborhood store. For the victims, there is one way in and no way out.",5,cliché,2002
184,7.2,Dominic Cianciolo,"['Dominic Cianciolo', 'Jesse Lawler']","For the past seven years Mel Bishop, a cold-blooded Old West outlaw, had rotted away in a filthy Mexican prison. He's survived only by holding onto his dream of revenge against Matty, the man he believes betrayed him. Now escaped from prison, Mel begins his quest for vengeance. But he doesn't find the revenge he seeks. Instead, he finds salvation.",17,bounty,2002
185,6.6,Uros Tomic,"['Milan Todorovic', 'Uros Tomic']",-,15,gajba od 500 weiferta,2002
186,8.1,Jay Baruchel,Jay Baruchel,"After their first date, Edgar and Jane kiss and so begins our frantic journey through the rest of their lives. A hyper-real, religious epic about love, revenge and the end of the world.",17,edgar and jane,2002
187,7.2,Ciarán Foy,Ciarán Foy,"Five office workers are taken hostage by shy colleague Neil (Ned Dennehy), and his evil hand puppet Morgan. They have one request - Their bosses head on a plate. Tension mounts, and as the cops arrive, Morgan is growing impatient.",8,the puppet,2002
188,5.6,James Anthony Kelsey,James Anthony Kelsey,"A young couple is concerned about the future of their relationship as they anticipate their time apart. With the discovery of a relic that is capable of stopping time, they decide to test their destiny. Unaware of the events to come, they quickly discovered that dabbling with the element of time may have dire consequences.",30,beccerra,2002
189,7.2,John Woo,"['David Carter', 'Greg Hahn', 'Vy Vincent Ngo']",-,9,hostage,2002
190,3.2,Mattijs Mollee,Mattijs Mollee,-,2,untitled,2002
191,7.3,Tony Scott,"['David Fincher', 'David Carter', 'Greg Hahn']",-,9,beat the devil,2002
192,7.9,Christoph Heckenbücker,"['Marcel-Kyrill Gardelli', 'Christoph Heckenbücker']","The childlike Newman sets an ingenious trap for his domineering brother Ringo, in an attempt to get ""quits"" following 15 years of fraternal oppression.",10,quits,2002
193,6.9,Allan Gustafsson,"['Allan Gustafsson', 'Jesper Malm']",-,-,semesterplaner,2002
194,7.5,Joe Carnahan,"['Joe Carnahan', 'David Fincher', 'Joe Sweet']","The Driver finds himself in a dangerous, yet highly political situation; this time being pursued by a helicopter gunship while carrying a passenger with a suitcase, the contents of which will decide the fate of a nation.",8,ticker,2002
195,7.8,Andrew Pulver,"['Ethan Coen', 'Andrew Pulver']","A private eye has his ear bitten off in a fight, and so sets up as a 'hearing impaired' detective.",12,a fever in the blood,2002
196,7.7,Philippe Roberge,"['Claude Beaucage', 'Philippe Roberge']","In 1759, during the 7 year war in Canada, French soldiers battled the English army for their territory. On July 23, general Amherst and his army of 11,000 headed up lake Champlain towards Fort Carillon. Upon their arrival, general François de Bourlamaque and his contingent of 2,000 men, realizing that they were outnumbered, abandoned their defense and fled in small gr... Leer todo",5,alone we stand,2002
197,7.1,Scott Leberecht,"['Keith Giffen', 'Alan Grant', 'Simon Bisley']","The Easter Bunny is tired of being second-best to Christmas, so he hires Lobo aka The Main Man to take out Santa Claus in order for him to rule over the Holidays. But nothing goes as planned when The Main Man is involved.",13,the lobo paramilitary christmas special,2002
198,-,James J. Christy,James J. Christy,"Life, death and junior college hockey. A gambler's story. From a featur script by James Christy",5,sucker shram,2002
199,8.4,Joel La Vallee,-,"Salmon River Run, shot entirely on New York State's world famous Salmon River, captures and embodies the spirit and spectacle of salmon fishing. Each fall, thousands of salmon and thousands of anglers converge on an 11-mile stretch of public fishing waters. The result is a furious battle between man and beast.",-,salmon river run,2002
200,-,David Pastor,David Pastor,-,1,movie (theater) hero,2002
201,8.2,Luke S. Goljan,Luke S. Goljan,-,21,suspension of disbelief,2002
202,-,"['Dominic Norris', 'Richard Wadey']",-,Four London builders returning home from a contract job in Dartmoor prison accidentally knock down and kill a vicar. The worst is yet to come when they discover that their chosen burial site is hosting the World Metal Detecting Championships.,17,spirit levels,2002
203,7.7,"['Benito Aragon', 'Melinda Kahl', 'Michael Kirschbaum']",-,-,41,seasoned veteran: journey of a winter soldier,2002
204,5.8,Zsombor Dyga,"['Zsombor Dyga', 'Balázs Lovas']",-,14,uno,2002
205,-,Darin Marshall Ogden,Darin Marshall Ogden,-,5,exit 27,2002
206,-,Dominique Bidaubayle,Dominique Bidaubayle,-,23,m. bolot part en voyage,2002
207,5.5,Jonas Embring,Janne Widmark,"Frank is escaping the country with the woman of his life, but unfortunatelly he's already dead, now all he has to figure out is who's done him. Being a stiff, is not easy to remember all the details...",10,frank,2002
208,6.5,Nick Hallam,"['Nick Hallam', 'Sudheera Kuruppu']","Two Sith apprentices, Ruan and Calis, escape the Empire by fleeing the planet Coruscant in a stolen transport. They must fight for their freedom when Darth Vader sends a vicious bounty hunter, Korbain Thor, to track them down.",23,broken allegiance,2002
209,8.5,Daniel Frome,Daniel Frome,"The film follows Russ, a special forces soldier, as he tries to rescue his captured teammate (and other hostages) from a terrorist infested household. Russ plans an attack with his squad members to eliminate the terrorists, but each battle ends in more bloodshed; what had begun as a small search and rescue operation is now a brute struggle of survival of the fittest.",29,militia ii,2002
210,8.1,Jovan B. Todorovic,Vladimir Cosic,"A musical kung-fu story about Chinese imigrants in Yugoslavia; a lonesome fighter protecting his family in a fight between good and evil, tradition and corruption.",12,hu - covek kao armija,2002
211,7.1,Daniel Brunet,Daniel Brunet,-,41,bud & moovy,2002
212,8.1,Jonathan Howard,Jonathan Howard,"Jason Newman is dying of lung cancer and spends his days waiting for the end. One night, he meets a man with an unusual offer. He will hunt Jason until sundown in a secret location. If Jason survives, he'll get anything he wants. If he's caught, the Hunter will put a bullet in his head. With nothing left to lose, Jason agrees. He soon finds himself in the middle of a ... Leer todo",19,sundown,2002
213,-,Tony Laudati,Tony Laudati,Tyler and Barton square off in this rousing but seductive sparring match.,4,"chicks with sticks, part 2",2002
214,-,Mark Buehman,"['Dominique Buehman', 'Mark Buehman']","Alex Venino is the teenage daughter of a southern California mobster, assassinated by his own men. The hitmen are closing in on Alex as she puts the pieces of information together, to discover the identity of her father's killer.",17,alex venino: diary of a hitman,2002
215,7.2,Alexandre Franchi,Alexandre Franchi,"A 7 years old boy's game with his toys becomes a dangerous adventure as his miniature soldiers become life sized and turn on him. Only Morgana, his favorite figurine, rushes to his rescue in this action tale about love and the power of the imagination. Fata Morgana is a musical epic aventure about love and the power of the imagination.",8,fata morgana,2002
216,-,Sage Seb,Sage Seb,-,16,iblees,2002
217,7.1,Rob Schrab,Rob Schrab,"Special agent Robot Bastard is sent into space to rescue the President's daughter Catherine from the clutches of a sinister kidnapper, but it isn't as simple a mission as he planned.",17,robot bastard!,2002
218,-,Mun Chee Yong,Mun Chee Yong,"On Elena's birthday, Dominic spends their last dollar on her present.",10,b-street,2002
219,-,Adrian Smith,-,"Felix is on to Karen, Karen's plotting with Darryl, Darryl's got Felix in his back pocket and Walter is a psychotic with a puppy fetish. The question is, which one of these idiots will end up with a briefcase full of explosives?",18,the briefcase,2002
220,-,Eduardo Arias-Nath,Eduardo Arias-Nath,"A story about prejudice, White & Black is a fast-paced police chase on the streets of New York City where the audience becomes the hunted.",3,white & black,2002
221,6.2,Takahiro Imamura,"['Akiyoshi Hongo', 'Yoshihiro Tomita']","When the evil Murmuxmon tricks the Human-type Digimon and the Beast-type Digimon on the Wandering Island into going to war, it's up to the Legendary Warriors to show the Human-type Digimon and the Beast-type Digimon how to get along.",40,dejimon furontiâ: kodai dejimon fukkatsu!,2002
222,6.8,Tetsuji Nakamura,"['Akiyoshi Hongo', 'Chiaki Konaka', 'Hiro Masaki']",The evil Parasimon is invading the Real World on Locomon and the Tamers must stop him.,29,dejimon teimâzu: bôsô dejimon tokkyû,2002
223,-,Giga Chkheidze,"['Lasha Bakradze', 'Giga Chkheidze']","The story describes the events of the civil war in 1992 in Tbilisi. Death is seen as something obvious, normal and an everyday occurrence. Death brings together very different people in abnormal circumstances and at the same time it pulls them apart to finally alienate them completely. The way these people behave, only underlines the great absurdity and tragedy of war... Leer todo",8,tba,2002
224,-,"['Derek Lee', 'Clif Prowse']",Derek Lee,"In the final hours before committing seppuku, a stoic young Yakuza clings to the tranquility inherent in his code in order to confront the death of his master, the attacks of his enemies, and the violence of his revenge.",7,waterfall,2002
225,-,Paul Robertson,Paul Robertson,-,4,devil eyes,2002
226,-,Joseph M. Clark IVRobert M. Clark,Joseph M. Clark IVRobert M. Clark,A man comes home and finds his house being robbed.,4,guns for christmas,2002
227,7.0,Steffen Hacker,-,Combatant is an action-driven short that combines shooting on location with 3D-animated content. A woman is fighting against a huge mechanical combat warrior. Is this a game or is it real?,7,combatant,2002
228,-,Ryan James,Ryan James,Detective Dan is on the case to take down a Boo Man that lives in the laundry room.,30,the boo! man,2002
229,-,Michael S. Dunitz,Scottio Arnold,-,-,the disciples- lost diamonds,2002
230,-,Jordan Goldman,"['Scottio Arnold', 'Jordan Goldman']",-,-,hard evidence- the rizzo family,2002
231,-,Vladislav Pasternak,"['Vladislav Pasternak', 'Vyacheslav Khrapov']",Three friends go for a picnic to the countryside and after swimming in a lake which is rumored to have magic nature they face their own fears embodied in two maniacs armed with a knife and a chopper.,37,horrorlake,2002
232,-,"['Jonathan Popalis', 'Tyler Williams', 'Aaron Yeger']","['Jonathan Popalis', 'Tyler Williams', 'Aaron Yeger']",-,-,addicted to fu,2002
233,-,"['Kiyoshi Suzuki', 'Yasuo Akihiro']",-,-,15,shinseiki ultraman densetsu,2002
234,-,Marc-Olivier Louveau,Marc-Olivier Louveau,-,12,hand on heart,2002
235,-,Matt Conant,Emmett Furey,A scientist/professor attempts to save his star pupil while simultaneously struggling to secure his life's work and keep it from falling into the wrong hands.,32,descent of man,2002
236,-,Martijn Smits,Martijn Smits,Film noir about a hit man in trouble.,32,tijmen's plot,2002
237,-,Sargon Benjamin,Thomas Fahrner,They say everyone in the world has a twin. He's on the run. He can't turn back. Damn good time to find that twin.,25,never the twins shall meet,2002
238,-,Beto Skubs,Beto Skubs,A bunch of crooks are trying to get their hands on a valuable relic. The hotel messenger gets it by accident. Now everyone is racing for La Esmeralda.,11,la esmeralda,2002
239,-,Dagen Merrill,"['Eric Anderson', 'Chris Wyatt']",-,22,american gulag,2002
240,-,Mario Diamante,Mario Diamante,A security guard who works leading the security team of an armored car filled with money starts to question the purpose of his life while doing such a dangerous job. But a strange twist comes his way when one of the men from the group decides to rob the car and put everyone's lives in danger.,11,carro forte,2002
241,-,Farnaz Samiinia,Farnaz Samiinia,-,-,butterfly,2002
242,1.0,José Ángel Delgado,José Ángel Delgado,-,11,trabas,2002
243,8.0,Joshua Grote,Joshua Grote,-,4,pbr streetgang,2002
244,-,Manos Schetto,Manos Schetto,-,18,eyes of terror,2002
245,-,Vaughn Juares,"['Nene Gonzalez', 'Vaughn Juares']","Jews of Cuba is the story of a traditional crime family who's patriarch, Hector, was born in Cuba before it became the land of Castro. Andy and Henry are put in a tight spot after Hector's money goes missing and his crew begins to get a little too friendly with his daughter. Henry finds himself in a pair of cement shoes and Andy at a crossroads: loyalty to his best fr... Leer todo",16,jews of cuba,2002
246,-,Robert J. Thissen,Robert J. Thissen,-,16,alexis 5.7,2002
247,-,Jesús Marugán,"['George Lucas', 'Jesús Marugán']",-,11,star wars: episodio pi - sithspotting,2002
248,-,David Lowe,Sergei Prokofiev,"Peter goes out one morning, and catches a wolf.",26,pierre et le loup,2002
249,-,Meret Burger,Meret Burger,-,-,spritztour,2002
250,-,Marco Rosson,Marco Rosson,-,18,vendetta,2002
251,7.0,Katsuya Watanabe,Junichi Miyashita,A princess from Planet Astrom had been kidnapped by Jakanja. Her servant revealed that her family was known for their healing ability and many people wanted to abduct her and forced her to take part in the Soul-Eating Ceremony.,30,ninpû sentai harikenjâ: za mubi shushutto,2002
252,8.6,Jordan Noce,Jordan Noce,A wandering barbarian named Wolfgang is paid by a sinister King to rid his kingdom of the Hellacious Deathworms.,10,the deathworms of kratos,2002
253,-,Richard Krause,-,-,-,reload,2002
254,8.6,Jason Impey,"['Jason Impey', 'Alan Devereux']",-,2,hunted,2002
255,-,E.J. Barrois,"['E.J. Barrois', 'Larron Rome Julian', 'Maritza Mercado']",-,-,cheerleader: saga of an action hero,2002
256,-,Farhad Bazyan,-,-,6,dread of presence,2002
257,-,Julien D'Astier,Seydina BaldéFrançois Mequer,-,13,affaire de flics,2002
258,-,Mj Dixon,-,-,-,jeopardy run,2002
259,8.5,Russ Emanuel,Russ Emanuel,"With time running out, a lone gunman comes face to face with his demons. Who is haunting him?",2,ego trip,2002
260,-,Nicolas Richard,Nicolas Richard,-,5,beach fighter,2002
261,-,Jono Decker,"['Jono Decker', 'Charan Prabhakar']",One man. One brontosaurus-shaped hand. A fight for survival. A friendship for the ages.,16,dinohand,2002
262,-,David Todd Michael,"['Joel Libramento', 'David Michael', 'David Todd Michael']",-,-,waste of time,2002
263,-,Iago De Soto,Iago De Soto,-,3,corre,2002
264,-,Scott Umsteadt,Scott Umsteadt,-,-,run,2002
265,-,Alan Winston,"['Erin Arbogast', 'Warren Blyth', 'Alan Winston']",A hit man eliminates his predecessor and begins a surreal journey to escape both his organization and the constraints of his character.,35,vicious circle,2002
266,7.2,Michael Mann,-,"Mercedes released a trailer for a new thriller called ""Lucky Star,"" which stars Benicio del Toro, in British movie theaters and on television. The 2½ minute trailer, Directed by Michael Mann centers on a gambler named ""Mr. H"" who bets and wins at casinos and in the stock market, which garners the attention of shadowy government agents. Scenes depict del Toro being cha... Leer todo",2,mercedes 'lucky star',2002
267,-,Roberto Navarro,-,-,-,taking advantage,2002
268,-,Carlos Funes,Carlos Funes,-,-,new berlin,2002
269,-,-,Snagev,-,-,these,2002
270,-,Edward Martin III,"['Leopoldo Marino', 'Edward Martin III']","Frodo, while waiting around a pay phone, receiving a call from Sam telling him to bring the One Ring to Mount Doom.",6,run frodo run,2002
271,-,"['Tapio Kauma', 'Ville Väisänen']","['Tapio Kauma', 'Ville Väisänen']",-,-,mies ilman totuutta,2002
272,-,Jim Downey,-,-,-,the 7th day,2002
273,6.7,Mykola Yeriomin,Mykola Yeriomin,Man is hit by a car in a rough stick-figure animation.,5,smertelnaya avariya,2002
274,-,Dylan Robertson,-,-,-,the size of it,2002
275,-,Will Gilbey,Will Gilbey,A Khmer moto-taxi driver finds himself in the company of some nasty expatriates when a drug deal goes horribly wrong.,-,my friend mao,2002
276,-,Dave Haws,-,-,-,pit fighter,2002
277,-,Fran Tremiño,Fran Tremiño,-,-,resarcimiento,2002
278,-,-,Vegard Hovland Ottervig,"The Russian mafia errand boys Tetan and Bogdan decide to store their drugs with the somewhat unreliable Dobar, who himself has run into money problems with the gangster boss Rhino.",7,crosssnow,2002
279,-,Thierry Coup,Mike West,-,-,armageddon - les effets speciaux,2002
280,-,Henrique Couto,Henrique Couto,"Henrique decides to make a TV Show but finds himself and his friends stuck inside a weird world filled with zombies, heroes and even electronic stores. What can Henrique do to get back to his world and make the TV Show that he is wanting.",40,henrique couto show movie,2002
281,7.3,Jean-François Duplat,Domenico Salvaggio,"A renowned plastic surgeon with a serious gambling problem owes a huge sum of money to the Mafia. A Mobster's wife is forced to confront her dark side when her young child is kidnapped and held for ransom. An ambitious, young female journalist, with an insatiable curiosity for getting to the bottom of the story, is having a torrid affair with a married man. These thre... Leer todo",-,plastik man,2003
282,5.9,Robin Shou,-,"Evan, a member of the once proud and feared group of assassins known as Forest Devils. He must take on his toughest assignment yet--kill his fellow assassins before he himself is assassinated. Together with his partner and lover Silver, they set out on a quest to annihilate the true evil.",-,lost time: the movie,2003
283,7.8,Kevin Fukunaga,"['Kevin Fukunaga', 'Stevo Polyi']","The Making of the Dragon is a comedic satire (not a spoof) of the Kung-Fu film genre. Shot as a ""Behind-the-Scenes"" look at how a fictional Kung-Fu movie is made, the film is basically a movie about the making of a movie. The fictional film ""The Dragon"" tells the story of how a young boy, who's master is killed by a group of thugs, grows up to avenge his teacher's mur... Leer todo",13,four fingers of the dragon,2003
284,8.1,T.G. Matthews,"['T.G. Matthews', 'Justin Ware']",Two best friends unleash a half-brained scheme to become Hollywood action stars.,15,men of action,2003
285,2.9,Mike Moncada,"['Henry Bada', 'Peter Campbell']",A Master Criminal needs to test the depths of his immorality by choosing the woman he loves as his next victim.,25,name of the rose,2003
286,6.3,Angela Robinson,Angela Robinson,A quartet of girls from a prep high school are recruited by a secret paramilitary academy to conduct cloak-and-dagger missions.,11,d.e.b.s.,2003
287,7.1,Matt Antell,"['Matt Antell', 'Odin Shafer']",-,11,smooth,2003
288,-,Andrew Connolly,Andrew Connolly,"In a seedy downtown LA bar, four barfly's scheme to steal a $1,000,000 from a mortally wounded bank robber on the run.",15,flush,2003
289,6.7,Andreas Krein,Andreas Krein,Take a loony with his pet frog and lunchtime atop a skyscraper will never be the same again.,6,hochbetrieb,2003
290,-,Alana White,Alana White,Two women steal drugs from a drug dealer in hopes of relieving themselves from a shoplifting debt only to discover that they are not the businesswomen they thought they were and wackiness ensues.,14,speed deal,2003
291,7.0,Ilo Orleans,Ilo Orleans,When two men meet through an Internet chat line they really seem to click but first impressions are sometimes fleeting. Will what lies beneath the beautiful young bodies and faces lead to a longer relationship?,6,click,2003
292,8.6,Yves Courbet,Yves Courbet,"On a desk in disorder, a small very excited fire cracker abuses a pair of scissors and a match box. Under the fire cracker named Schpack's intolerable excitement, Cuty the scissors and Matchbox decide to fight together to get rid of this unbearable intruder. But they do not know how crafty Schpack is.",3,the firecracker,2003
293,7.5,Andrew R. Jones,"['Lilly Wachowski', 'Lana Wachowski', 'Anthony Weintraub']","The crew of the hovercraft Osiris must get a message back to Zion, a message of vital importance. Easy to do, but for the armada of Sentinels between them and Zion.",9,final flight of the osiris,2003
294,8.2,Yves Courbet,Yves Courbet,"In a quiet and green park a nice baby is sleeping peacefully, in his stroller. Suddenly he is disturbed by the arrival of an unbearable sparrow who keeps on whistling. Exhausted by this unceasing and stressing song, the baby decides to react. An unusual duel begins between the child and the bird.",3,flying baby,2003
295,5.3,Michael A. Martinez,Jesper Pingo Lindström,A small group of soldiers on a remote dew-line outpost in northern Canada discover that scientific experiments conducted there have created a horrible monster that has been terrorizing the base.,22,chimera,2003
296,7.3,Ian Harris,Seth Landau,Two movers steal a female movie star's underwear.,10,"a.p.u.: art, pot and underwear",2003
297,7.9,Peter Hunziker,Peter Hunziker,-,5,the uninvited,2003
298,8.1,Scott Leberecht,-,"In 2097 in Los Angeles two men take in on themselves to counter the efforts of others to sell some eggs of a rare species of a highly predatory, highly loyal bird.",17,natural selection,2003
299,-,"['Kim Le', 'Masters']","['Kim Le', 'Masters']",-,-,jfets-d,2003
300,5.7,"['Tyrone Finch', 'Jeremy Hall']","['Tyrone Finch', 'Jeremy Hall']","A man wants to take revenge for a terrible incident with dodgeballs, that happenened when he was young.",11,street of pain,2003
301,-,Joe Talbott,David Terrenoire,"A hostage is beaten to reveal a secret, while a secret rescue plan is underway. Surrounded by enemies, freedom could prove more elusive than you think.",7,tell us,2003
302,7.2,Yoshiaki Kawajiri,"['Yoshiaki Kawajiri', 'Lilly Wachowski', 'Lana Wachowski']","Cis and Duo, a pair of freed minds, practice their skills in an old-fashioned samurai sword-fight. Duo tells Cis that he's tired of living outside the Matrix and he wants her to come with him... and he's not accepting no for an answer.",7,program,2003
303,7.0,Daguito Rodrigues,Daguito Rodrigues,"Downtown, São Paulo. An assault brings up the misty past of the victim and unites her destiny and the thief's. Coincidences and daily violence.",16,o santo salvador e o demônio,2003
304,7.2,"['Kristin Dehnert', 'Aimee Lagos']","['Aimee Lagos', 'Kristin Dehnert']",A white woman riding the subway system begins to suspect that two non-white men are following her.,11,underground,2003
305,-,Monella Kaplan,Monella Kaplan,"Unjustly imprisoned for 12 years, Prince Dracula makes a pact with the Devil. He agrees to bring the Devil a certain woman, and in return, the Devil will restore Dracula to his throne. However, Dracula falls in love with this woman and must choose between his feelings and the oath that sealed his fate.",28,birth of the vampire,2003
306,-,Breht Gardner,Ken Gamble,"""Leo's Oscar"" takes a satirical look at Oscar Night, and the mercurial nature of Hollywood ""heat"", when an unknown actor, Val Baron, accidentally wins the Academy Award for Best Actor... and almost destroys his career -- a wickedly desperate portrait of how TinselTown tortures its own.",30,leo's oscar,2003
307,7.6,Aaron Antaloczy,Aaron Antaloczy,The Deliverer and his desperate passenger race against time. The clock is ticking! Will they make it?,5,pinto films: 30 minutes,2003
308,7.3,Sandy Collora,Sandy Collora,"The Joker has escaped from Arkham and Batman must once again bring him in - once and for all. Unfortunately for the bat, there is something even more sinister than the Joker waiting in the alley for the dark knight detective..",8,batman: dead end,2003
309,6.4,Nicolai Amter,Hyan Thiboutot,London 2024. A team of Internet virus catchers battle a new breed of electronic virus that threatens world destruction.,9,avatar,2003
310,1.9,Donald Flaherty Fajardo,"['Bob Kane', 'Donald Flaherty Fajardo', 'Denise Torres']","Batman is captured, held prisoner, and tortured by a petty thief who has a score to settle.",29,the death of batman,2003
311,6.7,Gary E. Irwin,"['Paul Alfe', 'Kevin Hackenberg', 'Gary E. Irwin']","A woman leaves a plastic surgeon's office after hearing the receptionist say ""please hold"" and starts running - to where?",6,four.50,2003
312,-,Edrolfo Leones,Aaron Garcia,"What really happens in the school yard when the teachers aren't looking? Welcome to a world where the kids have a hidden mean streak plus super-human powers, all turning this playground into an adventurous urban war zone. It's up to a seven year-old boy with a crush and a Twinkie to defend his entire school against the Dark Side.",13,the yard,2003
313,-,Joko Anwar,Joko Anwar,"Joni, a college fresh graduate, has lost his faith in his country. One day, on his way to his first job interview, he encounters some surprising events which may change his pessimistic view of the future.",18,joni be brave,2003
314,6.1,Peter John Ross,"['George Caleodis', 'Peter John Ross']",A dysfunctional hit man attempts to emulate his hero.,1,pulp diction,2003
315,6.6,Michael Strode,Michael Strode,Bank robbers roll into the wrong small town and encounter supernatural opposition.,15,black gulch,2003
316,7.8,Danny Bourque,Danny Bourque,"One man believes in choice. The other believes in fate. On his way towards the Gulf of Mexico, a hitchhiker is offered a lift by a truck driver, but his ride is cut short after they argue about whose respective ideology is correct. Before the day is over, each man ultimately discovers what he never thought possible...",16,hitchhiker,2003
317,6.5,Bryon Weiss,"['Bryon Weiss', 'Laura Weiss']","Midnight Expression is designed to be a commercially viable short film that explores how an everyday middle class family unwittingly and accidentally becomes involved in the politically corrupt workings of a typical American city. Our accidental ""Hero""/family man, Clay Black, a middle class truck driver, through a series of chance happenings, twists and turns, finds h... Leer todo",27,midnight expression,2003
318,5.3,Jyrki Pitkä,"['Juhana Lumme', 'Jyrki Pitkä']",-,24,octobriana & the finger of lenin,2003
319,6.8,Christian Emil Banck,Christian Emil Banck,"Seijin, a merciless killer for hire, stumbles across the assignment that will secure his dreams of going to paradise on earth, Tengoku. But something comes in his way...",15,tengoku,2003
320,6.5,Domingo González,Domingo González,-,15,las superamigas contra el profesor vinilo,2003
321,-,Lizandro Nunes,Lizandro Nunes,-,18,céu de anil,2003
322,6.1,Birgit Stein,Birgit Stein,-,9,don't get stuck,2003
323,-,Kevin Roy,Kevin Roy,-,-,the end runner,2003
324,8.5,Ford Austin,Ford Austin,"When 3 trailer park hillbillies discover a dyin' alien, they start havin' downhome fun by pokin' it an' torturin' it!",-,cerebral print: file #0604,2003
325,-,-,-,Two low-level thugs are making a drug delivery when they accidentally run over a young woman.,32,cu2,2003
326,5.3,Aaron Schoenke,"['Aaron Schoenke', 'Bob Kane']","A Batman fan film in which Commissioner Gordon's daughter Barbara is kidnapped by a man he sent to prison 20 years before, and he asks for Batman's help to get her back.",11,dark justice,2003
327,5.6,Francesco Campanini,Francesco Campanini,"In a Future not so far away, in a laboratory in the north of the city, a scientific formula is elaborated to defeat the cancer. The information leaks out. A secret organization of the Government sends its best agents to take possession of the patent. All the ways are allowed.",9,virus,2003
328,7.2,"['Julien Lacombe', 'Pascal Sid']","['Julien Lacombe', 'Pascal Sid']",-,13,hk,2003
329,-,"['Hakan Haslaman', 'Michael Moriz']",Hakan Haslaman,-,18,no way,2003
330,6.6,Adrian Fulle,Gregory Littman,-,6,nines,2003
331,8.7,Kern Saxton,"['Chris Owen Jones', 'Kern Saxton']","Unexpectedly, 3 completely different people try to rob the same backwoods convenience store at the same time.",15,roadside convenience,2003
332,-,Celeste,Celeste,-,18,the golden arrow,2003
333,6.0,Fernando Lobo Amaral,Fernando Lobo Amaral,"A man tries to impose his leadership in domestic functions through the use of his strength, never thinking that his wife might have a word or two to say on the subject.",5,o homem da casa,2003
334,-,Mike Andrews,Jamison Jones,-,-,le défi,2003
335,6.4,"['Benjamin Eicher', 'Timo Joh. Mayer']",Timo Joh. Mayer,"Three boys wake up after a wild party in the house of a maffia boss. When it's discovered that a diamond has been stolen, they are regarded as guilty and have to organize one million dollars within 24 hours in order to avoid murder. Time is ticking out...",18,behind the wall,2003
336,-,Dustin Voigt,Dustin Voigt,"A PA who is working on a set complaining about ""rolling up cords"" embarks on an adventure while given the task of delivering a reel of film to the Temecula Valley International Film Festival office. In his mind, he goes through scenes with Seabiscuit, Pirates of the Caribbean, The Matrix, Lara Croft, Bad Boys and Gangs of New York, barely making it in time to be seen.",-,the trailer,2003
337,-,Julien D'Astier,"[""Julien D'Astier"", 'Hadrien Dufourt']",-,20,betrayer,2003
338,7.9,Peter Hastings,-,"The year is 2036, and you are an astronaut. You and three other astronauts must travel to Mars, dodge asteroids, and experience high G-force.",5,mission: space,2003
339,7.8,Jalmari Helander,"['Jalmari Helander', 'Juuso Helander']",An elite trio of expert hunters venture into the woods to track and capture an especially rare and dangerous prey for the Christmas season.,8,rare exports inc.,2003
340,7.0,Marc Hermann,Marc Hermann,A plastic table soccer player accidentally starts a match when his urge to get the ball becomes too great.,3,kicker,2003
341,4.8,Ross Boyask,"['Ross Boyask', 'P.l Hobden']",-,15,lone wolf 2: break time,2003
342,6.2,"['Brian Ronalds', 'Dean Matthew Ronalds']","['Adam Montierth', 'Donovan Montierth', 'Jason Walters']","On January 23rd 1973, 3 American Soldiers in Vietnam go A.W.O.L. Fifteen minutes later.....the war ends.",22,a.w.o.l.,2003
343,-,Hiro Konishi,"['Hiro Konishi', 'Lucas Mansell']",-,11,the mission,2003
