,0,1,2,3,4,5,6
136,6.3,Sanjay Puran Singh Chauhan,"['Sanjay Puran Singh Chauhan', 'Panchhi Jalonvi', 'Akashaditya Lama']",A cricketer turns kick-boxer in order to avenge the death of his brother.,145,lahore,2010
137,3.6,Keith Alan Morris,Keith Alan Morris,"Gutter King is an urban coming-of-age fight drama about a tough street kid just released from the Juvenile Department of Corrections. His new foster father tries to channel the boy's rage into the world of amateur bare-knuckle brawling, but his jealous brother has other plans.",98,gutter king,2010
138,4.3,Brad Peyton,"['Ron J. Friedman', 'Steve Bencich', 'John Requa']",-,82,cats & dogs: the revenge of kitty galore,2010
139,-,Arthur J. Mangano,Arthur J. Mangano,An ex CIA Agent comes out of retirement to protect his country from an evil take over leader.,114,a goldfish of the flame,2010
140,5.4,Carmen Madden,Carmen Madden,"Since closing the door to a violent past, quiet and thoughtful Moses Stanton everyday existence is running a small neighborhood store, and watching over his daughter who doesn't know he exists. When a young man, Malik, comes in claiming to be a black Muslim that is doing good for the neighborhood, Moses takes him on as a partner but soon realizes that Malik is nothing... Leer todo",105,everyday black man,2010
141,6.7,Daniel Espinosa,"['Daniel Espinosa', 'Jens Lapidus', 'Fredrik Wikström']",-,124,snabba cash,2010
142,5.9,Faruk Kabir,"['Faruk Kabir', 'Sarim Momin']","Two impoverished youth take to crime, are held in a juvenile home, and become gangsters after being discharged.",123,allah ke banday,2010
143,3.7,"['Mitchell Klebanoff', 'Kelly Sandefur']",Mitchell Klebanoff,"An orphaned boy who dreams of being a ninja arrives in Hollywood to try and find his birth parents, where he gets mixed up in a crime.",98,dancing ninja,2010
144,3.5,S.J. Creazzo,S.J. Creazzo,"Mountain guide, Emily Wilks, is forced to lead a group of men up the perilous Devil's Peak. But leading the group up Devil's Peak is just a stalling tactic until Emily reveals her own dark secret.",-,the ascent,2010
145,6.1,Ari Taub,Caio Ribeiro,"Set in Northern Italy during the last embers of the war, the beleaguered vanguard of Axis forces suffer daily bombings and the constant threat of attack from local partisans. Tempers begin to flare between these 'allies' as they await their impending doom.",88,last letters from monte rosa,2010
146,7.1,S. Shankar,"['S. Shankar', 'Sujatha', 'Swanand Kirkire']",-,155,enthiran,2010
147,5.4,Tony Krantz,Erik Jendresen,A private detective is hired to find a missing stripper. A simple job turns complicated when everyone he questions ends up dead.,101,the big bang,2010
148,7.1,Elijah Drenner,"['Elijah Drenner', 'Calum Waddell']","A documentary about the history of exploitation movies, from the silent-film era to the 1970s.",80,american grindhouse,2010
149,5.0,Rahul Dholakia,"['Ashwath Bhatt', 'Raaghav Dar', 'Rahul Dholakia']",Indian Military Intelligence deputes an agent to Kashmir incognito to find out who is behind extremist attacks.,152,lamhaa: the untold story of kashmir,2010
150,6.1,Scotty Curlee,"['Scotty Curlee', 'Martin Montgomery']","Reeling with grief in the wake of a tragic automobile accident, retired veteran cyclist, Chris Carmik, is given an opportunity he doesn't want, to train a rookie cycling prodigy. Preoccupied with battling his own inner demons, Chris reluctantly acclimates the prodigy, named Jake, to the fast paced world of Bicycle Racing. Using cutting edge technology and scientific t... Leer todo",97,the potential inside,2010
151,-,"['Hiroyuki Kawasaki', 'Seiki Watanabe']",-,-,-,sanada kunoichi ninpo-den kasumi shojo hi densetsu,2010
152,6.9,Sheng Ding,Jackie Chan,-,96,little big soldier,2010
153,3.9,Mo Ali,Paul Van Carter,"An action film for the youth generation, set in a decaying future London. A gang set out on a chase to avenge the murder of one of their own.",90,shank,2010
154,6.4,Sylvester Stallone,"['Dave Callaham', 'Sylvester Stallone']",-,103,the expendables,2010
155,6.7,Diego Velasco,"['Diego Velasco', 'Carolina Paiz']","The Zero Hour is a gritty, fast-paced heist film. Set in Caracas during the 24 hours of a controversial medical strike, the film tells the story of Parca (The Reaper) a feared hit man that is forced to take an elite hospital hostage in an attempt to save his wounded girlfriend. The police don't take long to arrive, and with them, a circus of media and onlookers. Parca... Leer todo",100,la hora cero,2010
156,3.5,George Mendeluk,D. Todd Deeken,"A terrorist sets off an explosion that rocks the Federal Building and unleashes a toxic gas throughout the ventilation system. His purpose: to expose the Government's secret biological warfare weapon, a deadly virus that instantly attacks a person's adrenal system, causing them to become inhumanly aggressive, with an uncontrollable urge to kill each other.",82,fight or flight,2010
157,-,Pankaj Sharma,Pankaj Sharma,"The movie is set in modern times, in a beautiful place called Shantivan. The story follows the adventures of four kids with extraordinary powers as they set out to defend their homeland from unwelcome intruders. 'Pangaa Gang' traces the action-packed journey of Seven friends as they battle evil forces to protect their beautiful homeland from deforestation and also sav... Leer todo",94,pangaa gang,2010
158,5.1,David Slade,"['Melissa Rosenberg', 'Stephenie Meyer']",-,124,the twilight saga: eclipse,2010
159,5.4,Laurent Nègre,"['Mohcine Besri', 'Laurent Nègre']","Mistaken for a dangerous Islamist, Saadi - a regular guy who happens to be an illegal Arab immigrant - sets out on the most dangerous day of his life. A satirical and thrilling comedy where a wrongly accused suspect gets mixed up in a worldwide terrorist plot.",100,opération casablanca,2010
160,4.6,"['Ken Del Conte', 'Hector Echavarria']",Hector Echavarria,"An action-packed love story on the Mexican border featuring oppression, revenge, reincarnation and rebirth.",90,death calls,2010
161,7.1,Denis Henry Hennelly,Denis Henry Hennelly,"Charlie Cranehill, an animal liberator wanted for domestic terrorism, emerges from the underground to coordinate a nationwide action as his estranged CEO father tries to find him before the FBI does.",105,bold native,2010
162,3.7,Uwe Boll,"['Tim Mc', 'Gregor']","A blood red moon, dying animals and torrential rain are just some of the catastrophes that are wreaking havoc on the world on a global scale. Even more unsettling is how quiet everything is. Could these events signify Armageddon?",92,the final storm,2010
