puntuacion_imdb,direccion,guion,argumento,genero,duracion,titulo,anio
4.0,Dante Yore,"['Mark S. Allen', 'Howard Burd', 'Dante Yore']",-,74,Accion,fear pharm 2,2021
6.4,Chandra Sekhar Yeleti,"['Chandra Sekhar Yeleti', 'Venkat Naresh Reddy']",-,140,Accion,check,2021
6.4,Fikret Sanal,Baris Ozgur,"Two couples find themselves entangled in a drug deal between the Irish and the Turkish mafia. When a cold-blooded hitman knocks on their door, they have to choose between each other or the money.",86,Accion,cold blooded love,2021
5.9,Juan Salas,-,"After a traumatic past, once-promising young boxing prospect Anthony Santiago (Alexander Luna) returns home from prison to seek redemption, only to catch the attention of big boxing promoter Mr. Deville (Damian Chapa) with a sinister reputation. After a deal gone wrong, the young... Leer todo",95,Accion,the devil's ring,2021
5.6,Henry Charly,Henry Charly,An undercover cop is released from jail after being wrongfully convicted for uncovering a conspiracy that led to the death of hundreds of people living with HIV.,67,Accion,alleyway,2021
8.2,Robert Peters,"['Keidra Ponder', 'Ronald Taylor']","After their daughter is abducted by a black-market sex trafficking ring, Ryan and Vanity Snow have twenty-four hours to track down her kidnappers and rescue her in this action-packed drama about the lengths we go to protect our family.",-,Accion,meet the snow,2021
5.2,Marlin Darrah,"['Rick Cullis', 'Marlin Darrah', 'Richard Lasser']",-,86,Accion,queen of the amazon,2021
-,Abrar Rana,Abrar Rana,-,-,Accion,nagorno-karabakh: a disputed republic,2021
-,Serkan Tugcu,Serkan Tugcu,-,-,Accion,gölgelerin savasi,2021
-,Brennan Pearl,Brennan Pearl,"Organized crime in Cincinnati is driving police crazy. Three powerful, intelligent and beautiful divas, fresh out of jail, are totally responsible. From sophisticated diamond heists to high-end burglaries, these Dark Divas are not out to play.",-,Accion,dark divas reloaded,2021
-,Aaron Switzer,"['Sheldon Black', 'Aaron Switzer']","Undercover cop Jackson Faye infiltrates drug cartel. Cover blown, family endangered, forced into questionable acts to protect loved ones, morals challenged.",-,Accion,retribution,2021
3.0,Edward Drake,"['Corey Large', 'Edward Drake']",-,93,Accion,apex,2021
6.8,Ji Zhao,"['Muchuan', 'Zhonglin Xu']",-,118,Accion,xin shen bang: ne zha chong sheng,2021
9.5,Mario Durán Araujo,Mario Durán Araujo,"Black Widow is now a wanted criminal; with the help of Jessica Jones and Daredevil, they have to stop Taskmaster, an enemy who changed her life forever.",50,Accion,black widow: forever red,2021
7.3,Meto Ege,Meto Ege,The fighter Kwan searches in south for a magician of the earth to assert against the murderer of Chiu Yen.,70,Accion,der reisende,2021
3.0,Tristan Price,Tristan Price,"A team of mercenaries plot to steal 14 billion dollars of laundered money. After being double-crossed, they find refuge in the middle of nowhere with a mysterious family carrying an unsettling secret. They discover that the man of the house is a creature of the dark and they must... Leer todo",85,Accion,"wrong place, wrong time",2021
-,-,Allen Woodman,-,-,Accion,"i, alone",2021
6.6,"['Hidekazu Hara', 'Kô Matsuo', 'Shûkô Murase']","['Yoshiyuki Tomino', 'Hajime Yatate', 'Yasuyuki Muto']","Hathaway Noa, still haunted by his past actions, joins a terrorist organization called Mufti and adopts the alias ""Mufti Nabiyy Erin"". Mufti is fighting a terrorist campaign against the Earth Federation government.",95,Accion,kidô senshi gandamu: senkô no hasauei,2021
2.6,Steve Lawson,Steve Lawson,A band of soldiers in search of a secret Japanese ammunition store face off against deadly saltwater crocodiles in the swamps of Ramree Island. Inspired by actual events during World War 2.,82,Accion,saltwater: the battle for ramree island,2021
-,-,Sokol Martin Pepkolaj,"When Angie is found brutally murdered in the woods of her village, it's her father's job, Niko, to claim justice. This starts a circle of vengeance that won't be interrupted easily.",-,Accion,nostro sangue sparso,2021
5.6,Meto Ege,Meto Ege,"When the head of a large corporation is murdered, the situation comes to a head. Markes is appointed his successor and Acun, his partner, supports him. The two real estate agents have to reckon with the police watching their every move.",100,Accion,das spiel endet,2021
6.1,Lee Yong-ju,Lee Yong-ju,-,114,Accion,seobok,2021
4.3,RJ Collins,Rich Ronat,-,101,Accion,american sicario,2021
-,Mark Steven Grove,Mark Steven Grove,An American master of Japanese swordsmanship and his apprentice defend their students from a cabal of neo- fascists.,-,Accion,art of the samurai,2021
3.9,Berty Cadilhac,Berty Cadilhac,A group of roller skater friends join their forces to catch a serial killer who is too fast for the police.,86,Accion,roller squad,2021
4.3,Suseenthiran,Suseenthiran,Eeswaran tells the story of Periyasamy whose simple and joyous life turns into a nightmare with internal familial disputes.,130,Accion,eeswaran,2021
-,Jon Higgins,"['Jon Higgins', 'James Tackett']","Agents Michael Westlake and Tim Denny are together again. They are in a race against time to stop a secret society known as The Eye of the Phoenix from world domination. They are joined by some fresh, new faces as well as some old acquaintances in their deadly mission. Will their... Leer todo",-,Accion,united we fall ii: the exposed truth,2021
-,John Johnson,"['John Johnson', 'Scott Johnson']","The Radcliffes, a wealthy, old money family do just about whatever they want in their cheerful home town of Friendly",-,Accion,the radcliffes,2021
5.8,Raúl Caballero,"['Erick Hernandez', 'Felipe Silva']","A female photographer is coerced into spying on the affaire of a political candidate, becoming the sole witness of a crime of which he is falsely accused",93,Accion,peligro en tu mirada,2021
3.4,"['Paul Plett', 'Jonah Schwartz']","['Josh Guttman', 'Alexander Lappöhn', 'Kaleb Lechowski']",-,96,Accion,armageddon tales,2021
6.4,Guruprasad,"['Guruprasad', 'K. Kalyan', 'Mahesh Mahadev']",-,-,Accion,jhansi i.p.s,2021
6.2,Karuna Kumar,Nagendra Kasi,"Based on a real-life incident, Sridevi Soda Center portrays a beautiful, emotional love story amidst the much prevalent caste system and politics in the rural areas.",154,Accion,sridevi soda center,2021
5.0,Brad Turner,Michael Vickerman,-,85,Accion,trigger point,2021
6.8,Edwin,"['Edwin', 'Eka Kurniawan']",-,114,Accion,seperti dendam rindu harus dibayar tuntas,2021
1.5,John Riggins,Dustin Alexander IIIDante Delmare,-,82,Accion,shark huntress,2021
2.5,Gerald Rascionato,"['Ward Anderson', 'Marc Morgenstern']","When two genetically created dinosaurs end up on the loose, it's up to a team of rag tag mercenaries to capture them. When the realize that the dinosaurs are bred as smart as humans, the game of cat and mouse turns for the worst.",86,Accion,triassic hunt,2021
6.9,Mike Palmer,Mike Palmer,"Steel-Man, Pittsburgh's Official Superhero is hosting his Annual Comic Book Convention at the C3 Mall when a strange turn of events finds him battling an Army of the Undead as well as the Pittsburgh Underworld.",133,Accion,steel-man,2021
8.4,Huxley Berg,-,"A shot-for-shot remake of the 2016 movie, Deadpool, created entirely out of Lego.",108,Accion,deadpool movie in lego,2021
-,"['Markus Lingevall', 'Elias Öster']","['Markus Lingevall', 'Elias Öster']","As Björn and Fredrik tries to cope with the death of Alexander Von Riddersholm, Vilhelm continues his goal of becoming the most powerful man in the criminal underworld.",-,Accion,vargmötet 2,2021
-,Caleb Bahamundi,Caleb Bahamundi,"When two boys are looking for stuff in an attic, they find a map that leads to the most extraordinary treasure that was never found in many long years.",-,Accion,the odyssey,2021
2.2,Brett Bentman,Brett Bentman,-,80,Accion,outlaw's buckle,2021
3.2,"['Detdrich Mc', 'Clure']","['Detdrich Mc', 'Clure']","A race war suddenly breaks out in the streets, forcing a young woman to desperately seek refuge inside a dark warehouse with a stranger. She quickly finds out that it is more dangerous navigating the mysteries inside than facing the violence outside.",70,Accion,fear of a black planet,2021
7.2,Ayako Kouno,"['Reki Kawahara', 'Yukito Kizawa']","High school student Asuna struggles to survive with a young swordsman after its revealed that she is trapped inside the game of Sword Art Online, where if your HP drops to zero, your brain will be destroyed in real life.",97,Accion,gekijôban sword art online progressive hoshi naki yoru no aria,2021
3.3,Abel Ferrara,Abel Ferrara,-,87,Accion,zeros and ones,2021
-,Michael Coltier,Michael Coltier,-,-,Accion,faux contact,2021
6.9,Bene Márk,"['Bene Márk', 'Dombi Patrik', 'Oláh Szebasztián']","Budapest, 1981. The unexpected death of an aspiring actor brings ""Só"", a maximalist detective, and ""Bors"", an alcoholic douchebag together.",80,Accion,só és bors,2021
6.2,Pierre Morel,"['Brandon Birtell', 'Kurtis Birtell']",-,102,Accion,al kameen,2021
-,Marcelo Torcida,"['Jorge Samson Blaires', 'Marcelo Torcida']",-,-,Accion,lima 3.31,2021
6.7,Ananda Krishnan,Ananda Krishnan,Situations push a common man to oppose an influential guy in his area and how he develops himself stronger to fight back his enemies forms the crux of the story.,151,Accion,kodiyil oruvan,2021
3.6,Christian Sesma,"['Chee Keong Cheung', 'Alistair Cave', 'Matthew Thomas Edwards']",-,82,Accion,every last one of them,2021
5.5,"['Kaige Chen', 'Dante Lam', 'Hark Tsui']","['Xiaolong Lan', 'Jianxin Huang']",-,176,Accion,zhang jin hu,2021
8.1,Abu Aleeha,Abu Aleeha,"A woman is not an accessory, She is not merely a gender. This is what constitutes the central ideology of Sheenogai.",90,Accion,sheenogai,2021
4.1,Kellie Madison,Audrey Arkins,-,89,Accion,never back down: revolt,2021
6.6,Mahesh Manjrekar,"['Mahesh Manjrekar', 'Abhijeet Shirish Deshpande', 'Siddharth Salvi']",-,138,Accion,antim: the final truth,2021
3.4,Edward Drake,"['Corey Large', 'Edward Drake']",-,91,Accion,american siege,2021
7.4,Seyi Babatope,Darlington Abuda,-,-,Accion,mamba's diamond,2021
3.6,Nick Lyon,George Clymer,"PT-218: THE REBELS OF WWII not only tells a true story, but gives us never seen details of what happened in 1943. At the height of WWII, the Atlantic Ocean becomes a deadly battleground as an American torpedo boat fights against the constant bombardment of German forces.",88,Accion,the rebels of pt-218,2021
-,Sajid Khan,-,-,-,Accion,bhaijan,2021
5.3,Hajime Hashimoto,Kôsuke Nishi,"Story continues from the Japanese Signal drama series. In 2021, a limousine taxi driver causes an accident on a highway and a high-level government official dies in the accident...",122,Accion,gekijôban: signal,2021
7.1,Kenji Nagasaki,"['Kôhei Horikoshi', 'Yôsuke Kuroda']",-,101,Accion,boku no hero academia: world heroes mission,2021
6.4,R. Kiran,R. Kiran,"Two men, who know each other only through Facebook, share two things in common: their name and their opinion towards injustice to crimes against women. Their lives take a deadly turn when they both meet in person for the first time.",104,Accion,kayamai kadakka,2021
5.9,Renzil D'Silva,Renzil D'Silva,"One night, while working at the Mumbai Police Emergency Call Centre, police officer Nikhil Sood gets a call from a hysterical woman who wants to commit suicide. Even as he tries to save her, Nikhil has no idea that it will lead to him endangering his own family as dark truths tha... Leer todo",104,Accion,dial 100,2021
8.5,Aaron M. Abelto,Aaron M. Abelto,"IFBB Pro Tony Torres built a lucrative lifestyle which came crashing down after covering for a friend who committed a murder. After being chased by the FBI he was sent to prison for five years. Once he did his time, Tony had to build back his life.",98,Accion,iron temple,2021
9.4,Jaron Ikner,Jaron Ikner,Two estranged brothers must fight their way through a pandemic stricken city in an attempt to save their mother and themselves.,-,Accion,the bond - a jaron ikner film,2021
8.8,Gajendra Vitthal Ahire,Gajendra Vitthal Ahire,-,-,Accion,saajinde,2021
7.8,Tomohiro Furukawa,Tatsuto Higuchi,"Starlight - This is a story of a far off star, a long time ago, and in the distant future. Two young girls, captivated by the glamour of the performance, exchange promises: ""We'll become stars."" ""I'll wait for you on stage.""",-,Accion,gekijouban shoujo kageki revue starlight,2021
-,Natti Kumar,-,-,-,Accion,psycho varma,2021
-,Tyler Jones,Tyler Jones,-,-,Accion,speak or be silent,2021
-,Danny Todd,Danny Todd,"In the face of extreme adversity, will Daniel and Garrett return to who they use to be? Or will they follow God's calling for them in their individual situations? We invite you to follow along as we take a journey in what it means to be a MODERN DAY DISCIPLE.",102,Accion,modern day disciples,2021
5.4,Anggy Umbara,"['Erwin Dhia Falah', 'Anggy Umbara']","Vanesha had the chance to kill her boyfriend, Arya. Arya, however, did not recognize her and confess that they never had a relationship.",81,Accion,sampai ajal memisahkan,2021
-,Ben Eisner,Ben Eisner,Spend 84 unedited minutes with a pregnant couple as Shaiah (shy-uh) sheds her pattern of preventing everyone else's life from unraveling.,-,Accion,shaiah & will,2021
-,Ümit Degirmenci,Ümit Degirmenci,"Captain Ertugrul Murat Altay from military service continues his life in seclusion house. Life will change with orders coming from TSK. Having confronted the uncluttered account of the past, his new life has not yet been established and is just beginning to be written. Will Antho... Leer todo",135,Accion,blood reckoning,2021
-,Ashok Kadaba,"['Ashok Kadaba', 'K.V. Raju']",-,-,Accion,sathyam,2021
-,R. Ellis Frazier,"['Sean Crayne', 'Brian Frank Visciglia']","A Latino American veteran who seeks work as a day laborer in order to keep his family afloat. A regular day turns into a deadly game of survival when he is mistakenly dropped off at a private ranch in El Paso, Texas to be hunted for sport.",-,Accion,day labor,2021
-,C.V. Kumar,-,-,-,Accion,kottravai,2021
7.1,Masaya Kakehi,Yuya Takahashi,"Zaia Enterprise CEO Lyon Arkland seeks to weaponize all Humagears by transforming them into his mechanical soldiers known as ""Soldos"". For the sake of Humagear free will, Metsubojinrai.net will not allow this to happen.",49,Accion,kamen raidâ zerowan azâzu kamen raidâ metsuboujinrai,2021
8.1,-,Stephen Chang,"""Life For Mile"" is a Historic Drama/Western/Kung Fu/Mystery/Action/Comedy movie. The story is about the Chinese and Indian (First Nations) laborers in the construction of the transcontinental railway that united Canada as a nation.",-,Accion,life for mile,2021
4.5,Julien Hollande,"['Julien Hollande', 'Nassim Lyes']","In Paris, two dysfunctional drug dealers use family ties to try and boost their business.",99,Accion,en passant pécho,2021
-,"['Eddy Jimenez', 'Sebastian Kahuna']","['Lia Feliz', 'Eddy Jimenez', 'Sheila Perez']",-,-,Accion,don alex,2021
6.2,Kôichi Sakamoto,Shinya Maruyama,-,15,Accion,kishiryuu sentai ryuusoujâ tokubetsuhen: memorî obu sôrumeitsu,2021
3.7,Jk,-,"Divya, an honest and deserving Police officer who is also an encounter specialist desires to become an I.P.S. office someday. Her dream is shattered when she loses her father and meets with an accident to lose an eye, disqualifying her from selection process. While fighting again... Leer todo",-,Accion,rajaparvai,2021
3.5,Jon Keeyes,Matthew Rogers,-,91,Accion,the survivalist,2021
-,-,-,-,-,Accion,population zero,2021
-,Reuben Johnson,Reuben Johnson,-,-,Accion,get the bag,2021
7.7,Mitchel Reyna,"['Mitchel Reyna', 'Logan Thirtyacre']","This Story Is set years after the end of the ""SML"" timeline, When Woody Moves out to continue his life as a Shrimpo Hunter And Marios ""son"" Jeffy turns ""18"" and Moves out to go to Art school to continue painting just like his father and Bowser Juniors Best friend Cody Moves away ... Leer todo",62,Accion,maf's supermariologan movie,2021
4.8,Santosh Sivan,"['Himanshu Singh', 'Aradhana Sah', 'Lokesh Kanagaraj']","The story is based on the life of people at Mumbai which includes their happiness, drama, fun, and romance which interlink their lives.",122,Accion,mumbaikar,2021
-,Minhaj Kibriyah,"['Ifte Amed', 'Minhaj Kibriyah']",-,119,Accion,before i die,2021
5.2,M. Muthaiah,M. Muthaiah,"A ruthless youngster becomes a kind and humble husband for his wife but as fate turns brutal, his patience is tested.",152,Accion,pulikkuthi pandi,2021
5.9,Hleb Papou,"['Giuseppe Brigante', 'Emanuele Mochi', 'Hleb Papou']","Daniel, the only African-Italian officer in Rome's riot police, is forced to evict an apartment building with 150 families, including his own.",82,Accion,il legionario,2021
6.2,Philippe Lacheau,"['Julien Arruti', 'Pierre Dudan', 'Philippe Lacheau']",-,82,Accion,super-héros malgré lui,2021
6.5,Nguyen Ba Cuong,Tran Khanh Hoang,"Khoa relocates to a new school, where he joins the Vo Ta club and becomes enamored with Khanh Trang, the beautiful martial arts girl whom has many admirers. As he follows the course of his heart, trouble seems to find him wherever he goes.",91,Accion,vo sinh dai chien,2021
5.3,Ly Hai,Ly Hai,-,110,Accion,lat mat 5: 48h,2021
-,Aditya Sarpotdar,-,-,-,Accion,maheshcha badla,2021
6.0,Dilip Kumar,"['Sandeep Bhagat', 'Joseph Samuel']","Yug film showcases the pious love relationship between father and daughter. When the law does't provide justice to the father, he is compelled to choose his own path to seek justice for his daughter.",75,Accion,yug the law of karma,2021
5.3,"['Nikolai Bulygin', 'Max Polinsky']","['Sergey Kaluzhanov', 'Oleg Malovichko']",Not even a bullet can stop a real hero. Full-length sequel to the high-profile series with Pavel Prilunny,98,Accion,silver spoon,2021
5.1,Wenzhuo Zhao,Yufei Zhen,Security expert Lu Zi Ming is hired to work at an oil and gas plant project bidding event. He is framed by several of the parties involved. In order to prove his innocence he must now devise the ultimate counter-attack.,88,Accion,fan ji,2021
4.6,Shamim Ahamed Roni,Delowar Hossain Dil,-,-,Accion,bikkhov,2021
5.4,Mahesh Manjrekar,"['Mahesh Manjrekar', 'Siddharth Salvi']","It is a hair-raising journey into the world of two lovers as both their families are ripped apart for the sake of revenge and power, and an entertaining look at how they rise out of that pit of blood lust and despair, together.",153,Accion,the power,2021
9.2,Alexandre Alonso,-,"After all human life on earth has vanished, only one man is standing, his fears, desires, the people he misses, everything is in the past. In this intimate film, we go on a journey to the personal doom of a man, the last man on earth.",-,Accion,the last man on earth,2021
-,Jordan Devitre,Jordan Devitre,"A group of determined young Dingoes orchestrate an escape plan against the treacherous organisation who trained, what were once orphans and delinquents, into highly skilled mercenaries.",-,Accion,dingoes,2021
6.4,Jeff Wamester,"['Jeremy Adams', 'Meghan Fitzmartin']",-,84,Accion,justice society: world war ii,2021
5.5,"['Donald Bolton', 'Darren Brown']","['Donald Bolton', 'Sareta Cheathem', 'Mikey Fannin']","Dymez is a drama/comedy about three young women that plans foolish heists with their SMART phones. The three ladies will soon find out that L-O-V-E is not the only 4 letter word that will break their heart, F-A-T-E is the other. Dealing with men is not easy, and it's going to tak... Leer todo",101,Accion,dymez,2021
-,Manuel Ayala,Manuel Ayala,A group of scientists and immune soldiers must take an unknown Commission from one city to another in a Post-apocalyptic world but on the way they must take care of beings that mutated due to contagion,-,Accion,monster,2021
4.3,Mark Goodman,Mitch Davis,"For nearly 200 years, skeptics and critics have been trying to explain away what many Book of Mormon witnesses stated-that they had seen angels and hefted golden metal plates containing ancient inscriptions.",110,Accion,witnesses,2021
-,Taj,Taj,-,-,Accion,302,2021
5.1,"['Chen Haonan', 'Zhang Yingli']",-,-,86,Accion,thunder chase,2021
2.9,Glenn Miller,"['Marc Gottlieb', 'Michael Varrati']",-,86,Accion,aquarium of the dead,2021
-,Patryk Swiatczak,Patryk Swiatczak,-,45,Accion,roman,2021
3.8,Rene Perez,"['Kent Hill', 'Rene Perez']","Outlaw gun for hire Jericho (played by Michael Pare) is on the run from the law when he finds himself tangled in a situation that will fundamentally change his life, his views and his beliefs forever.",81,Accion,righteous blood,2021
4.3,Ram Gopal Varma,"['Hareesh M. Kotian', 'Ram Gopal Varma']","The biggest saga of the year is about to unfold the dark side of India's underworld enterprise. The film will showcase the true story behind India's biggest underworld enterprise, D Company, a Mumbai based underworld gang headed by Dawood Ibrahim Kaskar.",91,Accion,d company,2021
-,Krunaldhakecha,Krunaldhakecha,-,-,Accion,last typing,2021
6.9,Steve Moon,Steve Moon,-,-,Accion,the finder 2021,2021
4.6,M.J. Bassett,"['M.J. Bassett', 'Isabel Bassett', 'Paul Chronnell']",-,101,Accion,endangered species,2021
4.5,"['Danny Dollase', 'Ryan Keating', 'Zoe Tweedie']","['Danny Dollase', 'Ryan Keating', 'Zoe Tweedie']","After he learns he harnesses the power of telekinesis, normal high school-er Jack is swept up into a life of crime by Felix, the charismatic leader of a local anti-hero group. As he bonds with his new friends Felix, Piper, Vera, and Duke, he is asked to help them with their most ... Leer todo",53,Accion,the immortals,2021
4.6,Dastan Khalili,Dastan Khalili,-,90,Accion,the way,2021
3.4,Ding Wang,Diane Janna,"During the pandemic, the present camp owner is forced to entertain the new buyer then learns of his evil intentions towards the land. In order to stop the sale he has tricks up his sleeve but a zombie uprising was never one of them.",90,Accion,world ends at camp z,2021
-,Nandha Lakshman,Nandha Lakshman,"When the long craving of a daily wage labor named Sivanesan, becomes the owner of the palm toddy shop. At that time government imposes a law which affects the live hood of sivanesan. The aftermath impacts is the rest of the film.",115,Accion,nedumi,2021
-,Nandha Lakshman,Nandha Lakshman,"When the long craving of a daily wage labour named Sivanesan, becomes the owner of the palm toddy shop. At that time government imposes a law which affects the live hood of sivanesan. The aftermath impacts is the rest of the film.",115,Accion,nedumi,2021
-,Brendan Rodgers,-,-,95,Accion,leicester city vs chelsea,2021
5.9,Hannes Þór Halldórsson,"['Nína Petersen', 'Hannes Þór Halldórsson', 'Sverrir Þór Sverrisson']",-,98,Accion,cop secret,2021
6.3,Takayuki Hamana,"['Rintarou Ikeda', 'Nakaba Suzuki']",Meliodas and his friends jump back into action when the new era of peace is threatened by a powerful magical alliance that could spell the end for all.,79,Accion,gekijouban nanatsu no taizai: hikari ni norowareshi mono-tachi,2021
-,"['Cole Arn', 'Bradyn Debysingh', 'William Cook']","['Bradyn Debysingh', ""Michael 'Mike' Walker""]",The Enterprise crew finds itself in orbit around a planet whose youth were all killed in a brutal and cataclysmic policy enacted by the homicidal Malthus regime of the planet Beta Rho Cassiopeia. Suspicious of sensor readings and unable to raise planet officials on all hailing fr... Leer todo,-,Accion,star spangled galaxy,2021
-,Julian Nagelsmann,-,-,93,Accion,rb leipzig vs 1. fc union berlin,2021
3.0,"['Chayna Bailey', 'Lukas Bailey', 'John Catheline']",-,50 filmmakers recreate their favorite scene in their favorite movie from the last 50 years of cinema in this anthology fan film for the ages.,77,Accion,a fandemic: 50 fans celebrate 50 years of cinema,2021
-,Nandha Lakshman,Nandha Lakshman,"When the long craving of a daily wage labor named Sivanesan, becomes the owner of the palm toddy shop. At that time government imposes a law which affects the live hood of sivanesan. The aftermath impacts is the rest of the film.",115,Accion,nedumi,2021
6.4,Peter Hien,Peter Hien,-,99,Accion,sam hoi,2021
-,Alexandre Alonso,"['Alexandre Alonso', 'Maria Ribeiro']","Sophia is the head of a powerful drug cartel, her partner in crime Marcos was always by her side, but in a surprising turn of events, they will get into a feud full of betrayal, mind games, and extreme violence.",-,Accion,the cartel queen,2021
4.4,Dung Luong Dinh,Dung Luong Dinh,"A container truck driver, Hùng, lives an idyllic life with his little daughter, An. The father and daughter become the closest companions in every journey with their orange container truck. Life goes on like that until An has to leave her father to go to school. One day, Hùng is ... Leer todo",95,Accion,578: phat dan cua ke dien,2021
5.5,Takashi Miike,Yôichi Katô,"Movie version of the series ""Police x Heroine Lovepatrina!"".",77,Accion,gekijo-ban porisu × senshi rabupatorina! ~ kaito kara no chosen! rabu de papatto taiho seyo!~,2021
-,Peter Bosz,-,-,96,Accion,bayer leverkusen vs wolfsburg,2021
-,Samuel Rosson,Samuel Rosson,"An office worker comes home after a normal day at work, only to find that the rest of his day might not end quite how he expected, that is, if it ends at all.",-,Accion,aeternum,2021
4.9,Nal Senthil Kumar,-,"The village heads collect Rs 1500 from each family for the village festival. A person is against collecting the amount and fights with them. During the festival, he drinks and creates a ruckus. On the next day, he is found dead and following this, they stop the temple festival. A... Leer todo",110,Accion,namma oorukku ennadhan achu,2021
6.7,Kanishk Varma,Ashish P. Verma,"Sanak is an action-thriller film, summarizing the emotion and journey of a lone hero, who fights overwhelming odds in a restricted environment, to save his wife and other unfortunates, helpless hostages, from the perils of evil.",116,Accion,sanak,2021
5.1,James Dean,"['James Dean', 'Louis Otero']","Mary, The Maniac Nun must battle through gangs of thugs, a corrupt Church and even a few Nazis to bring her sister's killer to light and make them pay for her overdose.",85,Accion,fountaine and the vengeful nun who wouldn't die,2021
7.9,Deva Katta,"['Deva Katta', 'Kiran Jay Kumar']","An IIT gold medalist gets pulled into the Indian Administrative Services, where he confronts the newly elected political establishment.",152,Accion,republic,2021
6.9,Kristóf Deák,"['Kristóf Deák', 'Nina Kov', 'András Vörös']","After his grandfather falls victim to an elaborate scam, the life of a young man is turned upside down.",115,Accion,az unoka,2021
-,Jack Martin,-,-,95,Accion,the meeting,2021
3.9,Justin Lee,Justin Lee,-,94,Accion,apache junction,2021
-,Ivan Mulero,Ivan Mulero,-,75,Accion,tigre callejero/street tiger,2021
3.2,Aaryan Krishna,Aaryan Krishna,Three friends who can't face their small problems in their lives will go in search of new lives.From there situations take turns and gets involved in many crimes.How will they prove their innocence is there mining story.,107,Accion,cheppina evaru nammaru,2021
-,-,-,Reparto principal,96,Accion,chelsea vs wolverhampton wanderers,2021
3.0,Pearry Reginald Teo,Pearry Reginald Teo,"Upon hearing of his brother's death, Shannon returns to his old stomping grounds to find the men responsible and take justice into his own hands.",115,Accion,fast vengeance,2021
5.4,Stanley Tong,Huan Shu,"Debao and his lowlife friends con the visitors to their village, robbing them by day on the road and by night in their scam hostel. When he is framed for the murder of a visiting government official, Debao finds sanctuary with a monk from long-lost Shaolin Temple who trains him b... Leer todo",90,Accion,rising shaolin: the protector,2021
4.6,"['Jacob Harvey', 'Joseph Goes']","['Lillian Alexia', 'Anthony Banda', 'Geovanny Castillo']","Jacob, Woody and their friends attempt to make a movie, while a sentient object villain tries to do everything to cancel it.",139,Accion,getting sketchy,2021
-,-,-,Ver la información de la producción en IMDbPro,99,Accion,tottenham hotspur vs liverpool,2021
2.7,Justin Lee,Justin Lee,-,95,Accion,hunters,2021
-,Zain Van Wyk,Zain Van Wyk,"After the events of the universal crisis; Crisis On Infinite Earths, the once thought dead, Edward Nigma returns to Gotham, however he's not alone. As the multiverse was destroyed and re-created into one Earth, a few Riddlers from other Earths are now in the mind of Nigma. With t... Leer todo",67,Accion,the ultimate riddle,2021
-,Maria Águeda Villareal Flores,Maria Águeda Villareal Flores,-,-,Accion,la medusa inmortal,2021
-,Ole Gunnar Solskjær,-,-,97,Accion,arsenal vs manchester united,2021
-,Sivam Rajamani,-,-,-,Accion,manjal kudai,2021
-,-,-,Ver la información de la producción en IMDbPro,96,Accion,leicester city vs leeds united,2021
-,David Moyes,-,-,94,Accion,west ham united vs liverpool,2021
-,Zain Van Wyk,Zain Van Wyk,-,91,Accion,doctor who the reasoning: a new era audio special: night of the headless horror,2021
8.6,R. Jiwo Kusumo,"['Sad Purnadi', 'R. Jiwo Kusumo']","Zerre, from rural Papua, dreams of becoming a fighter. He learns silat from Bhumi, a former silat athlete. Living with limitations, Zerre has achievements so that he gets a scholarship to go to school in the city. In the city, he meets his two little friends Hilda and Drio. Hilda... Leer todo",106,Accion,zerre: pendekar ufuk timur,2021
1.8,Luc Ziann,Jake Sakima,"The Redneg takes place in the near future, in a fallen world after a devastating world war between woman and man. Only one percent of the world's population has survived the war and most of them are women. The few surviving men are being killed or captured by female groups, drive... Leer todo",90,Accion,the redneg,2021
5.0,Mahesh Kumar,"['M Chandramouli', 'G. Deepak', 'Mahesh Kumar']","An undercover cop goes into the big bad world , an place taken over by a don, where his safety may be compromised.",132,Accion,madhagaja,2021
6.4,Bharath Raj,"['Anirudh Mahesh', 'Bharath Raj']","Hero is a Kannada movie starring Rishab Shetty and Pramod Shetty in prominent roles. It is a drama directed by M. Bharath Raj with Rishab Shetty as producer, forming part of the crew.",125,Accion,hero,2021
-,Giuseppe Guastamacchia,Giuseppe Guastamacchia,-,-,Accion,bornity part ii,2021
6.8,Kazuto Arai,"['Kinoko Nasu', 'Ukyô Kodachi', 'Kazuto Arai']","Part two of Fate/Grand Order: Shinsei Entaku Ryouiki Camelot - Wandering; Agateram; an adaptation of the the Sixth Holy Grail War, The Sacred Round Table Realm Camelot Singularity of Fate/Grand Order.",96,Accion,fate/grand order the movie divine realm of the round table: camelot paladin; agateram,2021
-,Newton Barabara,Newton Barabara,"Coerced to foil a terrorist plot against a children's school, two brothers must decide the value of character or risk losing their ultimate reward.",94,Accion,katakata,2021
9.1,Sam Medina,Carla Seneca,An agent working for the TFI (Office of Terrorism and Financial Intelligence) has intercepted a new powerful biological formula. He will quickly realize that nothing is like it seems and will have to fight against greed for this latency.,16,Accion,the latency,2021
-,V. Ambhika Vijay,-,"Surya loses his eyesight while on the search for divya, his girlfriend who mysteriously went missing. Even with the help of her friend bhavya, will Surya be able to overcome all the odds and find the love of his life?",-,Accion,vytharuni raana,2021
