,titulo,anio,puntuacion_rotten
0,Like.Share.Repost.,2020,
1,War Gene,2020,
2,Evade short film,2020,
3,Vanity Project,2020,
4,Gambler,2020,
5,Repentance,2020,71
6,Ready.Fire.Aim,2020,
7,The Legend of Stella,2020,
8,Satan's Seven,2020,
9,Ricky Rodrigo,2020,
10,Renters,2020,
11,The Last Supper,2020,61
12,Memorial Shattered Dreams,2020,
13,Pit viper,2020,
14,No Hay Precio,2020,
15,A King's Life,2020,
16,The Rage,2020,20
17,Crystal Peak,2020,
18,Downward Facing Dogs,2020,
19,Pawns,2020,
20,The Death Rally,2020,
21,Leafer,2020,
22,When Fire Flies,2020,
23,Last 24 hours,2020,
24,Last Trial: A Star Wars Collateral Story,2020,
25,"Greetings, From The Planet Krog!",2020,
26,Lil' Balzac 2,2020,
27,El Borracho: El vino viejo es el más peleón,2020,
28,City Rush,2020,
29,Virtue,2020,44
30,Buddy Cops; The Stakeout,2020,
31,The Elder Guardians,2020,
32,Roll Initiative,2020,
33,Dinner With Grandma,2020,
34,Night of The Living Dead Girl,2020,
35,Green Lantern's Light,2020,
36,Batman vs Captain America,2020,
37,Here to Collect,2020,
38,The Cure,2020,45
39,Taipei Jesus,2020,
40,Welkin,2020,
41,Eighth Wonder,2020,
42,Five Minutes,2020,
43,Nemesis,2020,20
44,Don't F**k with the Musketeers,2020,
45,Danime,2020,
46,Mnemonix: The Hive,2020,
47,"Nuri, the beginning",2020,
48,Swarm,2020,87
49,Aquarist Cinderella,2020,
50,Small Gains,2020,
51,Liam: The New Manager,2020,
52,Tiger Man,2020,
53,Bring the Gun,2020,
54,Bloodhunt,2020,
55,En ubuden gæst,2020,
56,Undercover,2020,100
57,Detective Okert: Prehistory,2020,
58,The N.A.R.K,2020,
59,Zoo,2020,48
60,Crown of Blood,2020,
61,Primal Wounds,2020,
62,The Robotic Horseman,2020,
63,Chorus,2020,
64,Everybody's Lost: A Primals Tale,2020,
65,"Good Cop, Bad Cop (City of Angels)",2020,
66,A Rough Day,2020,
67,Álmokfutás,2020,
68,Neon Scorpio,2020,
69,Mom Fight,2020,
70,Prisoner,2020,
71,Legend of the Silver Dragon,2020,
72,The Fossil Fools,2020,
73,Balance of the Force,2020,
